Well,562
A1,2.199
B1,2.244
C1,1.752
D1,1.64
E1,1.229
F1,1.213
G1,0.973
H1,0.962
A2,0.701
B2,0.671
C2,0.4
D2,0.391
E2,0.242
F2,0.247
G2,0.111
H2,0.111
A3,0.081
B3,0.08
C3,0.242
D3,0.229
E3,1.322
F3,1.454
G3,0.677
H3,0.709
A4,0.61
B4,0.595
C4,0.564
D4,0.553
E4,0.466
F4,0.451
G4,0.821
H4,0.837
A5,0.42
B5,0.42
C5,0.047
D5,0.044
E5,0.044
F5,0.045
G5,0.045
H5,0.044
A6,0.045
B6,0.045
C6,0.045
D6,0.045
E6,0.046
F6,0.045
G6,0.044
H6,0.044
A7,0.044
B7,0.045
C7,0.045
D7,0.045
E7,0.046
F7,0.045
G7,0.045
H7,0.044
A8,0.045
B8,0.045
C8,0.045
D8,0.044
E8,0.044
F8,0.045
G8,0.045
H8,0.045
A9,0.046
B9,0.046
C9,0.046
D9,0.045
E9,0.044
F9,0.046
G9,0.046
H9,0.045
A10,0.044
B10,0.045
C10,0.045
D10,0.044
E10,0.044
F10,0.044
G10,0.045
H10,0.046
A11,0.044
B11,0.046
C11,0.045
D11,0.044
E11,0.044
F11,0.046
G11,0.046
H11,0.045
A12,0.05
B12,0.045
C12,0.045
D12,0.045
E12,0.045
F12,0.045
G12,0.044
H12,0.045
