Well,562
A1,2.097
B1,2.102
C1,1.743
D1,1.805
E1,1.232
F1,1.2
G1,0.959
H1,0.975
A2,0.72
B2,0.699
C2,0.403
D2,0.399
E2,0.255
F2,0.247
G2,0.112
H2,0.109
A3,0.08
B3,0.08
C3,0.713
D3,0.714
E3,0.29
F3,0.272
G3,1.074
H3,1.117
A4,0.411
B4,0.411
C4,0.654
D4,0.626
E4,0.329
F4,0.333
G4,0.736
H4,0.712
A5,0.754
B5,0.718
C5,0.4
D5,0.399
E5,0.821
F5,0.885
G5,0.385
H5,0.39
A6,0.453
B6,0.447
C6,1.122
D6,1.115
E6,0.17
F6,0.168
G6,0.964
H6,0.978
A7,0.489
B7,0.474
C7,1.381
D7,1.334
E7,0.562
F7,0.526
G7,0.182
H7,0.22
A8,0.502
B8,0.489
C8,0.811
D8,0.793
E8,0.496
F8,0.5
G8,0.807
H8,0.874
A9,0.518
B9,0.509
C9,0.328
D9,0.321
E9,0.946
F9,0.987
G9,0.577
H9,0.595
A10,0.478
B10,0.464
C10,1.598
D10,1.538
E10,0.558
F10,0.557
G10,0.558
H10,0.563
A11,0.193
B11,0.187
C11,0.672
D11,0.687
E11,0.353
F11,0.351
G11,1.162
H11,1.157
A12,0.694
B12,0.672
C12,0.491
D12,0.485
E12,0.422
F12,0.403
G12,1.307
H12,1.275
