"","Date.Time","Tank1","Tank2","Tank3","Tank4","Tank5","Tank6","Tank7","Tank8","Tank9","Tank10","Tank11","Tank12"
"630",2020-12-26 02:50:00,10.541,10.541,10.541,10.516,10.467,10.492,10.492,10.541,10.516,10.59,10.492,10.516
"631",2020-12-26 03:00:00,10.687,10.663,10.687,10.638,10.614,10.638,10.638,10.687,10.638,10.712,10.614,10.638
"632",2020-12-26 03:10:00,10.81,10.81,10.81,10.785,10.761,10.761,10.761,10.81,10.785,10.858,10.761,10.785
"633",2020-12-26 03:20:00,10.956,10.932,10.956,10.907,10.883,10.907,10.907,10.956,10.907,11.005,10.907,10.907
"634",2020-12-26 03:30:00,11.078,11.078,11.078,11.053,11.005,11.029,11.029,11.078,11.053,11.127,11.029,11.053
"635",2020-12-26 03:40:00,11.2,11.2,11.224,11.175,11.151,11.151,11.151,11.224,11.175,11.248,11.151,11.175
"636",2020-12-26 03:50:00,11.346,11.321,11.346,11.297,11.273,11.297,11.297,11.346,11.297,11.394,11.297,11.297
"637",2020-12-26 04:00:00,11.467,11.443,11.467,11.443,11.394,11.419,11.419,11.467,11.419,11.516,11.419,11.443
"638",2020-12-26 04:10:00,11.589,11.589,11.589,11.54,11.516,11.54,11.54,11.589,11.54,11.637,11.54,11.565
"639",2020-12-26 04:20:00,11.71,11.686,11.71,11.662,11.637,11.662,11.662,11.71,11.662,11.759,11.662,11.686
"640",2020-12-26 04:30:00,11.832,11.807,11.832,11.783,11.759,11.783,11.783,11.832,11.783,11.88,11.783,11.807
"641",2020-12-26 04:40:00,11.953,11.929,11.953,11.904,11.88,11.904,11.904,11.953,11.904,11.977,11.88,11.904
"642",2020-12-26 04:50:00,12.05,12.05,12.05,12.025,12.001,12.001,12.001,12.05,12.025,12.098,12.001,12.025
"643",2020-12-26 05:00:00,12.171,12.171,12.171,12.147,12.098,12.122,12.122,12.171,12.122,12.219,12.122,12.147
"644",2020-12-26 05:10:00,12.292,12.268,12.292,12.243,12.219,12.243,12.243,12.292,12.243,12.34,12.219,12.268
"645",2020-12-26 05:20:00,12.389,12.389,12.389,12.364,12.34,12.34,12.34,12.389,12.364,12.437,12.34,12.364
"646",2020-12-26 05:30:00,12.509,12.485,12.509,12.461,12.437,12.461,12.461,12.509,12.461,12.558,12.461,12.461
"647",2020-12-26 05:40:00,12.606,12.606,12.606,12.582,12.558,12.558,12.558,12.606,12.558,12.654,12.558,12.582
"648",2020-12-26 05:50:00,12.727,12.703,12.703,12.678,12.654,12.678,12.678,12.727,12.678,12.775,12.654,12.678
"649",2020-12-26 06:00:00,12.823,12.799,12.823,12.775,12.751,12.775,12.775,12.823,12.775,12.871,12.775,12.799
"650",2020-12-26 06:10:00,12.92,12.92,12.92,12.896,12.871,12.871,12.871,12.92,12.871,12.968,12.871,12.896
"651",2020-12-26 06:20:00,13.016,13.016,13.016,12.992,12.968,12.992,12.992,13.04,12.992,13.064,12.968,12.992
"652",2020-12-26 06:30:00,13.137,13.112,13.137,13.088,13.064,13.088,13.088,13.137,13.088,13.185,13.064,13.088
"653",2020-12-26 06:40:00,13.233,13.209,13.233,13.185,13.161,13.185,13.185,13.233,13.185,13.281,13.161,13.185
"654",2020-12-26 06:50:00,13.329,13.329,13.329,13.281,13.257,13.281,13.281,13.329,13.281,13.377,13.281,13.281
"655",2020-12-26 07:00:00,13.425,13.401,13.425,13.401,13.353,13.377,13.377,13.425,13.377,13.473,13.377,13.401
"656",2020-12-26 07:10:00,13.522,13.522,13.522,13.497,13.449,13.473,13.473,13.522,13.473,13.57,13.473,13.497
"657",2020-12-26 07:20:00,13.618,13.618,13.618,13.594,13.57,13.57,13.57,13.618,13.57,13.666,13.57,13.594
"658",2020-12-26 07:30:00,13.714,13.714,13.714,13.69,13.666,13.666,13.666,13.714,13.666,13.762,13.666,13.69
"659",2020-12-26 07:40:00,13.81,13.81,13.81,13.81,13.762,13.762,13.762,13.81,13.762,13.858,13.762,13.786
"660",2020-12-26 07:50:00,13.93,13.906,13.906,13.906,13.858,13.882,13.858,13.906,13.858,13.954,13.858,13.882
"661",2020-12-26 08:00:00,14.002,14.002,14.002,14.002,13.954,13.978,13.954,14.002,13.954,14.074,13.954,13.978
"662",2020-12-26 08:10:00,14.122,14.098,14.098,14.098,14.05,14.074,14.05,14.098,14.05,14.17,14.05,14.074
"663",2020-12-26 08:20:00,14.218,14.194,14.218,14.194,14.146,14.17,14.146,14.194,14.17,14.266,14.146,14.17
"664",2020-12-26 08:30:00,14.864,14.888,14.864,14.84,14.816,14.864,14.816,14.864,14.84,14.912,14.792,14.84
"665",2020-12-26 08:40:00,15.652,15.652,15.652,15.629,15.605,15.629,15.605,15.652,15.629,15.7,15.581,15.629
"666",2020-12-26 08:50:00,16.201,16.201,16.201,16.177,16.153,16.177,16.153,16.201,16.153,16.249,16.129,16.177
"667",2020-12-26 09:00:00,16.249,16.201,16.249,16.225,16.201,16.177,16.201,16.225,16.177,16.296,16.201,16.201
"668",2020-12-26 09:10:00,15.414,15.342,15.39,15.39,15.342,15.318,15.342,15.39,15.318,15.438,15.342,15.366
"669",2020-12-26 09:20:00,14.409,14.361,14.409,14.409,14.361,14.314,14.361,14.385,14.314,14.433,14.361,14.361
"670",2020-12-26 09:30:00,13.401,13.353,13.401,13.425,13.353,13.329,13.353,13.401,13.329,13.449,13.353,13.353
"671",2020-12-26 09:40:00,12.485,12.437,12.485,12.485,12.413,12.389,12.437,12.461,12.413,12.509,12.437,12.437
"672",2020-12-26 09:50:00,11.783,11.71,11.759,11.783,11.71,11.686,11.71,11.759,11.686,11.807,11.71,11.71
"673",2020-12-26 10:00:00,11.492,11.443,11.492,11.492,11.443,11.443,11.443,11.492,11.419,11.54,11.443,11.443
"674",2020-12-26 10:10:00,11.175,11.127,11.175,11.2,11.127,11.102,11.127,11.151,11.102,11.2,11.102,11.127
"675",2020-12-26 10:20:00,10.883,10.834,10.858,10.883,10.834,10.81,10.834,10.858,10.81,10.907,10.81,10.834
"676",2020-12-26 10:30:00,10.296,10.247,10.271,10.32,10.222,10.222,10.222,10.271,10.222,10.345,10.222,10.247
"677",2020-12-26 10:40:00,9.805,9.756,9.78,9.829,9.731,9.731,9.731,9.78,9.731,9.854,9.731,9.756
"678",2020-12-26 10:50:00,9.46,9.435,9.46,9.485,9.41,9.41,9.41,9.46,9.41,9.509,9.386,9.435
"679",2020-12-26 11:00:00,9.238,9.213,9.238,9.287,9.188,9.188,9.188,9.238,9.188,9.312,9.188,9.213
"680",2020-12-26 11:10:00,9.114,9.089,9.089,9.139,9.04,9.04,9.04,9.089,9.04,9.163,9.04,9.064
"681",2020-12-26 11:20:00,9.015,8.99,8.99,9.04,8.941,8.941,8.941,8.99,8.941,9.064,8.941,8.965
"682",2020-12-26 11:30:00,8.941,8.916,8.941,8.965,8.891,8.891,8.891,8.941,8.891,8.99,8.891,8.916
"683",2020-12-26 11:40:00,8.916,8.891,8.891,8.941,8.841,8.841,8.841,8.891,8.841,8.965,8.841,8.866
"684",2020-12-26 11:50:00,8.891,8.841,8.866,8.916,8.817,8.841,8.817,8.866,8.817,8.941,8.817,8.841
"685",2020-12-26 12:00:00,8.891,8.866,8.891,8.916,8.841,8.841,8.841,8.891,8.841,8.941,8.841,8.841
"686",2020-12-26 12:10:00,8.916,8.891,8.891,8.941,8.841,8.841,8.841,8.891,8.841,8.965,8.841,8.866
"687",2020-12-26 12:20:00,8.965,8.941,8.941,8.965,8.891,8.916,8.891,8.941,8.891,9.015,8.891,8.916
"688",2020-12-26 12:30:00,8.99,8.965,8.99,9.015,8.941,8.941,8.941,8.99,8.941,9.064,8.941,8.965
"689",2020-12-26 12:40:00,8.99,8.965,8.965,9.015,8.916,8.941,8.916,8.965,8.916,9.04,8.916,8.941
"690",2020-12-26 12:50:00,8.99,8.965,8.965,9.015,8.916,8.916,8.916,8.965,8.916,9.04,8.916,8.941
"691",2020-12-26 13:00:00,9.04,9.04,9.04,9.064,8.99,8.99,8.99,9.04,8.99,9.089,8.99,9.015
"692",2020-12-26 13:10:00,9.04,9.015,9.04,9.064,8.99,8.99,8.99,9.04,8.99,9.089,8.965,8.99
"693",2020-12-26 13:20:00,9.015,8.99,9.015,9.04,8.965,8.965,8.965,8.99,8.965,9.064,8.941,8.965
"694",2020-12-26 13:30:00,8.99,8.965,8.965,9.015,8.941,8.941,8.941,8.99,8.941,9.04,8.916,8.941
"695",2020-12-26 13:40:00,9.015,8.99,8.99,9.04,8.941,8.965,8.941,8.99,8.965,9.064,8.941,8.965
"696",2020-12-26 13:50:00,9.114,9.089,9.114,9.139,9.064,9.064,9.064,9.114,9.064,9.163,9.04,9.089
"697",2020-12-26 14:00:00,9.089,9.064,9.064,9.114,9.015,9.04,9.015,9.064,9.015,9.139,9.015,9.04
"698",2020-12-26 14:10:00,9.114,9.089,9.089,9.139,9.04,9.064,9.04,9.089,9.064,9.163,9.04,9.064
"699",2020-12-26 14:20:00,9.04,9.015,9.04,9.089,8.99,8.99,8.99,9.04,8.99,9.089,8.99,9.015
"700",2020-12-26 14:30:00,9.064,9.04,9.04,9.089,8.99,9.015,8.99,9.04,9.015,9.114,8.99,9.015
"701",2020-12-26 14:40:00,9.015,8.99,8.99,9.04,8.965,8.965,8.965,9.015,8.965,9.064,8.941,8.965
"702",2020-12-26 14:50:00,9.04,9.015,9.04,9.064,8.99,8.99,8.99,9.04,8.99,9.089,8.99,9.015
"703",2020-12-26 15:00:00,9.015,8.99,9.015,9.04,8.965,8.965,8.965,9.015,8.965,9.064,8.965,8.99
"704",2020-12-26 15:10:00,9.015,8.99,9.015,9.04,8.965,8.965,8.965,9.015,8.965,9.064,8.941,8.99
"705",2020-12-26 15:20:00,8.99,8.965,8.99,9.015,8.941,8.941,8.941,8.99,8.941,9.04,8.941,8.965
"706",2020-12-26 15:30:00,9.163,9.139,9.139,9.163,9.089,9.114,9.089,9.163,9.114,9.213,9.089,9.114
"707",2020-12-26 15:40:00,9.336,9.312,9.312,9.336,9.262,9.287,9.262,9.312,9.262,9.361,9.262,9.287
"708",2020-12-26 15:50:00,9.558,9.558,9.558,9.558,9.509,9.534,9.509,9.558,9.509,9.632,9.509,9.534
"709",2020-12-26 16:00:00,9.756,9.731,9.731,9.706,9.682,9.706,9.706,9.756,9.706,9.805,9.682,9.706
"710",2020-12-26 16:10:00,9.879,9.879,9.879,9.829,9.829,9.829,9.829,9.879,9.829,9.928,9.829,9.854
"711",2020-12-26 16:20:00,10.001,9.977,9.977,9.928,9.928,9.928,9.928,9.977,9.928,10.026,9.928,9.952
"712",2020-12-26 16:30:00,10.075,10.075,10.075,10.026,10.026,10.026,10.026,10.075,10.026,10.124,10.026,10.051
"713",2020-12-26 16:40:00,10.173,10.149,10.149,10.124,10.1,10.124,10.124,10.173,10.124,10.222,10.1,10.124
"714",2020-12-26 16:50:00,10.247,10.222,10.247,10.198,10.198,10.198,10.198,10.247,10.198,10.296,10.198,10.222
"715",2020-12-26 17:00:00,10.32,10.32,10.32,10.271,10.271,10.271,10.271,10.32,10.271,10.369,10.271,10.296
"716",2020-12-26 17:10:00,10.418,10.394,10.394,10.345,10.345,10.345,10.345,10.394,10.345,10.443,10.345,10.369
"717",2020-12-26 17:20:00,10.467,10.467,10.467,10.418,10.418,10.418,10.418,10.467,10.418,10.516,10.418,10.443
"718",2020-12-26 17:30:00,10.541,10.516,10.541,10.492,10.492,10.492,10.492,10.541,10.492,10.59,10.492,10.516
"719",2020-12-26 17:40:00,10.614,10.59,10.614,10.565,10.541,10.565,10.565,10.614,10.565,10.638,10.541,10.565
"720",2020-12-26 17:50:00,10.663,10.638,10.663,10.614,10.614,10.614,10.614,10.663,10.614,10.712,10.614,10.638
"721",2020-12-26 18:00:00,10.736,10.712,10.712,10.663,10.663,10.663,10.663,10.712,10.663,10.761,10.663,10.687
"722",2020-12-26 18:10:00,10.785,10.761,10.761,10.736,10.712,10.712,10.712,10.761,10.736,10.81,10.712,10.736
"723",2020-12-26 18:20:00,10.883,10.858,10.858,10.834,10.81,10.834,10.81,10.858,10.834,10.907,10.81,10.834
"724",2020-12-26 18:30:00,10.98,10.956,10.98,10.932,10.907,10.932,10.932,10.98,10.932,11.005,10.907,10.932
"725",2020-12-26 18:40:00,11.078,11.053,11.078,11.029,11.005,11.029,11.029,11.078,11.029,11.127,11.005,11.053
"726",2020-12-26 18:50:00,11.175,11.151,11.175,11.127,11.102,11.127,11.127,11.175,11.127,11.224,11.102,11.151
"727",2020-12-26 19:00:00,11.273,11.248,11.248,11.224,11.2,11.224,11.224,11.273,11.224,11.297,11.2,11.224
"728",2020-12-26 19:10:00,11.37,11.346,11.346,11.321,11.297,11.321,11.297,11.37,11.321,11.394,11.297,11.321
"729",2020-12-26 19:20:00,11.467,11.443,11.443,11.419,11.394,11.419,11.419,11.467,11.419,11.492,11.394,11.419
"730",2020-12-26 19:30:00,11.565,11.54,11.565,11.516,11.492,11.516,11.516,11.565,11.516,11.613,11.492,11.516
"731",2020-12-26 19:40:00,11.662,11.637,11.662,11.613,11.589,11.613,11.613,11.662,11.613,11.71,11.589,11.613
"732",2020-12-26 19:50:00,11.759,11.734,11.759,11.71,11.686,11.71,11.71,11.759,11.71,11.783,11.686,11.71
"733",2020-12-26 20:00:00,11.856,11.832,11.832,11.807,11.783,11.807,11.783,11.832,11.807,11.88,11.783,11.807
"734",2020-12-26 20:10:00,11.929,11.929,11.929,11.88,11.88,11.88,11.88,11.929,11.88,11.977,11.88,11.904
"735",2020-12-26 20:20:00,12.025,12.001,12.025,11.977,11.977,11.977,11.977,12.025,11.977,12.074,11.977,12.001
"736",2020-12-26 20:30:00,12.122,12.098,12.098,12.074,12.05,12.074,12.074,12.122,12.074,12.147,12.05,12.074
"737",2020-12-26 20:40:00,12.195,12.171,12.195,12.147,12.122,12.147,12.147,12.195,12.147,12.243,12.147,12.171
"738",2020-12-26 20:50:00,12.268,12.268,12.268,12.219,12.219,12.219,12.219,12.268,12.219,12.316,12.219,12.243
"739",2020-12-26 21:00:00,12.364,12.34,12.34,12.316,12.292,12.292,12.316,12.364,12.316,12.389,12.292,12.316
"740",2020-12-26 21:10:00,12.437,12.413,12.413,12.389,12.364,12.389,12.389,12.437,12.389,12.461,12.364,12.389
"741",2020-12-26 21:20:00,12.509,12.485,12.485,12.437,12.437,12.461,12.461,12.509,12.461,12.534,12.437,12.461
"742",2020-12-26 21:30:00,12.558,12.558,12.558,12.509,12.509,12.509,12.509,12.558,12.509,12.606,12.509,12.534
"743",2020-12-26 21:40:00,12.63,12.606,12.606,12.582,12.558,12.582,12.582,12.63,12.582,12.654,12.558,12.606
"744",2020-12-26 21:50:00,12.678,12.654,12.678,12.63,12.606,12.63,12.63,12.678,12.63,12.727,12.63,12.654
"745",2020-12-26 22:00:00,12.751,12.727,12.727,12.678,12.678,12.678,12.678,12.751,12.703,12.775,12.678,12.703
"746",2020-12-26 22:10:00,12.751,12.751,12.751,12.703,12.703,12.703,12.703,12.751,12.703,12.799,12.703,12.727
"747",2020-12-26 22:20:00,12.751,12.751,12.751,12.703,12.703,12.703,12.703,12.775,12.703,12.799,12.703,12.727
"748",2020-12-26 22:30:00,12.751,12.751,12.751,12.703,12.703,12.703,12.703,12.775,12.727,12.799,12.703,12.751
"749",2020-12-26 22:40:00,12.751,12.751,12.751,12.703,12.703,12.703,12.703,12.775,12.703,12.799,12.703,12.727
"750",2020-12-26 22:50:00,12.751,12.751,12.751,12.703,12.703,12.703,12.703,12.751,12.703,12.799,12.703,12.727
"751",2020-12-26 23:00:00,12.751,12.727,12.751,12.703,12.678,12.703,12.703,12.751,12.703,12.799,12.703,12.727
"752",2020-12-26 23:10:00,12.751,12.727,12.751,12.678,12.678,12.678,12.703,12.751,12.703,12.775,12.678,12.703
"753",2020-12-26 23:20:00,12.727,12.703,12.727,12.678,12.678,12.678,12.678,12.727,12.678,12.775,12.678,12.703
"754",2020-12-26 23:30:00,12.727,12.703,12.727,12.678,12.654,12.678,12.678,12.727,12.678,12.775,12.654,12.703
"755",2020-12-26 23:40:00,12.703,12.703,12.703,12.654,12.654,12.654,12.654,12.703,12.654,12.751,12.654,12.678
"756",2020-12-26 23:50:00,12.703,12.678,12.703,12.654,12.63,12.654,12.654,12.703,12.654,12.751,12.654,12.678
"757",2020-12-27 00:00:00,12.703,12.678,12.678,12.63,12.63,12.63,12.654,12.678,12.654,12.751,12.63,12.654
"758",2020-12-27 00:10:00,12.678,12.654,12.678,12.63,12.606,12.63,12.63,12.678,12.63,12.727,12.63,12.654
"759",2020-12-27 00:20:00,12.678,12.654,12.654,12.63,12.606,12.606,12.63,12.678,12.63,12.703,12.606,12.63
"760",2020-12-27 00:30:00,12.654,12.654,12.654,12.606,12.606,12.606,12.606,12.654,12.606,12.703,12.606,12.63
"761",2020-12-27 00:40:00,12.654,12.63,12.654,12.606,12.582,12.606,12.606,12.654,12.606,12.703,12.606,12.63
"762",2020-12-27 00:50:00,12.654,12.63,12.63,12.582,12.582,12.582,12.606,12.654,12.606,12.678,12.582,12.606
"763",2020-12-27 01:00:00,12.63,12.606,12.63,12.582,12.558,12.582,12.582,12.63,12.582,12.678,12.582,12.606
"764",2020-12-27 01:10:00,12.63,12.606,12.63,12.582,12.558,12.558,12.582,12.63,12.582,12.678,12.558,12.606
"765",2020-12-27 01:20:00,12.606,12.606,12.606,12.558,12.558,12.558,12.558,12.606,12.558,12.654,12.558,12.582
"766",2020-12-27 01:30:00,12.606,12.582,12.606,12.558,12.558,12.558,12.558,12.606,12.558,12.654,12.558,12.582
"767",2020-12-27 01:40:00,12.606,12.582,12.606,12.558,12.534,12.558,12.558,12.606,12.558,12.654,12.558,12.582
"768",2020-12-27 01:50:00,12.606,12.582,12.606,12.558,12.534,12.558,12.558,12.606,12.558,12.654,12.558,12.558
"769",2020-12-27 02:00:00,12.606,12.582,12.582,12.558,12.534,12.558,12.558,12.606,12.558,12.63,12.534,12.558
"770",2020-12-27 02:10:00,12.582,12.582,12.582,12.534,12.534,12.534,12.534,12.582,12.558,12.63,12.534,12.558
"771",2020-12-27 02:20:00,12.582,12.558,12.582,12.534,12.509,12.534,12.534,12.582,12.534,12.63,12.534,12.558
"772",2020-12-27 02:30:00,12.582,12.558,12.582,12.534,12.509,12.534,12.534,12.582,12.534,12.63,12.534,12.558
"773",2020-12-27 02:40:00,12.582,12.558,12.558,12.534,12.509,12.534,12.534,12.582,12.534,12.606,12.509,12.534
"774",2020-12-27 02:50:00,12.558,12.558,12.558,12.509,12.509,12.509,12.509,12.558,12.509,12.606,12.509,12.534
"775",2020-12-27 03:00:00,12.558,12.558,12.558,12.509,12.509,12.509,12.509,12.558,12.509,12.606,12.509,12.534
"776",2020-12-27 03:10:00,12.558,12.534,12.558,12.509,12.485,12.509,12.509,12.558,12.509,12.606,12.509,12.534
"777",2020-12-27 03:20:00,12.558,12.534,12.558,12.509,12.485,12.509,12.509,12.558,12.509,12.606,12.509,12.534
"778",2020-12-27 03:30:00,12.558,12.534,12.558,12.509,12.485,12.509,12.509,12.558,12.509,12.582,12.509,12.534
"779",2020-12-27 03:40:00,12.558,12.534,12.534,12.485,12.485,12.509,12.509,12.558,12.509,12.582,12.485,12.509
"780",2020-12-27 03:50:00,12.558,12.534,12.534,12.485,12.485,12.485,12.509,12.558,12.509,12.582,12.485,12.509
"781",2020-12-27 04:00:00,12.558,12.534,12.534,12.485,12.485,12.485,12.485,12.534,12.485,12.582,12.485,12.509
"782",2020-12-27 04:10:00,12.558,12.509,12.534,12.485,12.485,12.485,12.485,12.534,12.485,12.582,12.485,12.509
"783",2020-12-27 04:20:00,12.534,12.534,12.534,12.485,12.485,12.485,12.485,12.534,12.485,12.582,12.485,12.509
"784",2020-12-27 04:30:00,12.558,12.534,12.534,12.485,12.485,12.485,12.485,12.534,12.485,12.582,12.485,12.509
"785",2020-12-27 04:40:00,12.558,12.534,12.534,12.485,12.485,12.485,12.509,12.558,12.509,12.582,12.485,12.509
"786",2020-12-27 04:50:00,12.558,12.534,12.558,12.509,12.485,12.509,12.509,12.558,12.509,12.582,12.485,12.509
"787",2020-12-27 05:00:00,12.558,12.534,12.558,12.509,12.485,12.509,12.509,12.558,12.509,12.606,12.509,12.509
"788",2020-12-27 05:10:00,12.558,12.534,12.558,12.509,12.485,12.509,12.509,12.558,12.509,12.606,12.509,12.534
"789",2020-12-27 05:20:00,12.558,12.534,12.558,12.509,12.485,12.509,12.509,12.558,12.509,12.606,12.509,12.534
"790",2020-12-27 05:30:00,12.558,12.534,12.558,12.509,12.485,12.509,12.509,12.558,12.509,12.606,12.509,12.534
"791",2020-12-27 05:40:00,12.558,12.534,12.558,12.509,12.485,12.509,12.509,12.558,12.509,12.606,12.509,12.534
"792",2020-12-27 05:50:00,12.558,12.534,12.558,12.509,12.485,12.509,12.509,12.558,12.509,12.582,12.509,12.509
"793",2020-12-27 06:00:00,12.558,12.534,12.558,12.485,12.485,12.485,12.509,12.558,12.509,12.582,12.485,12.509
"794",2020-12-27 06:10:00,12.558,12.534,12.534,12.485,12.485,12.485,12.509,12.558,12.509,12.582,12.485,12.509
"795",2020-12-27 06:20:00,12.534,12.509,12.534,12.485,12.485,12.485,12.485,12.534,12.485,12.582,12.485,12.509
"796",2020-12-27 06:30:00,12.534,12.509,12.534,12.485,12.461,12.485,12.485,12.534,12.485,12.582,12.485,12.509
"797",2020-12-27 06:40:00,12.534,12.509,12.534,12.485,12.461,12.485,12.485,12.534,12.485,12.582,12.485,12.509
"798",2020-12-27 06:50:00,12.534,12.509,12.534,12.485,12.461,12.485,12.485,12.534,12.485,12.582,12.485,12.509
"799",2020-12-27 07:00:00,12.534,12.509,12.534,12.485,12.461,12.485,12.485,12.534,12.485,12.582,12.485,12.509
"800",2020-12-27 07:10:00,12.534,12.509,12.534,12.485,12.461,12.485,12.485,12.534,12.485,12.582,12.485,12.509
"801",2020-12-27 07:20:00,12.534,12.509,12.534,12.485,12.461,12.485,12.485,12.534,12.485,12.582,12.485,12.509
"802",2020-12-27 07:30:00,12.534,12.509,12.534,12.485,12.461,12.485,12.485,12.534,12.485,12.582,12.485,12.509
"803",2020-12-27 07:40:00,12.534,12.509,12.534,12.485,12.461,12.485,12.485,12.534,12.485,12.582,12.485,12.509
"804",2020-12-27 07:50:00,12.534,12.509,12.534,12.485,12.461,12.485,12.485,12.534,12.485,12.582,12.485,12.509
"805",2020-12-27 08:00:00,12.534,12.509,12.534,12.485,12.461,12.485,12.485,12.534,12.485,12.582,12.485,12.509
"806",2020-12-27 08:10:00,12.534,12.509,12.534,12.485,12.461,12.485,12.485,12.534,12.485,12.582,12.485,12.509
"807",2020-12-27 08:20:00,12.534,12.509,12.534,12.485,12.461,12.485,12.485,12.534,12.485,12.582,12.485,12.509
"808",2020-12-27 08:30:00,12.534,12.509,12.534,12.485,12.485,12.485,12.485,12.534,12.485,12.582,12.485,12.509
"809",2020-12-27 08:40:00,12.558,12.509,12.534,12.485,12.485,12.485,12.485,12.534,12.485,12.582,12.485,12.509
"810",2020-12-27 08:50:00,12.558,12.534,12.534,12.509,12.485,12.485,12.509,12.558,12.509,12.582,12.485,12.509
"811",2020-12-27 09:00:00,12.558,12.534,12.558,12.509,12.485,12.509,12.509,12.558,12.509,12.606,12.509,12.509
"812",2020-12-27 09:10:00,12.558,12.558,12.558,12.509,12.509,12.509,12.509,12.558,12.509,12.606,12.509,12.534
"813",2020-12-27 09:20:00,12.582,12.558,12.558,12.509,12.509,12.509,12.509,12.558,12.509,12.606,12.509,12.534
"814",2020-12-27 09:30:00,12.582,12.558,12.582,12.534,12.509,12.534,12.534,12.582,12.534,12.63,12.534,12.558
"815",2020-12-27 09:40:00,12.606,12.582,12.582,12.534,12.534,12.534,12.534,12.582,12.534,12.63,12.534,12.558
"816",2020-12-27 09:50:00,12.606,12.582,12.606,12.558,12.558,12.558,12.558,12.606,12.558,12.654,12.558,12.558
"817",2020-12-27 10:00:00,12.63,12.606,12.606,12.558,12.558,12.558,12.558,12.606,12.558,12.654,12.558,12.582
"818",2020-12-27 10:10:00,12.63,12.606,12.63,12.582,12.558,12.582,12.582,12.63,12.582,12.678,12.582,12.606
"819",2020-12-27 10:20:00,12.654,12.63,12.63,12.606,12.582,12.606,12.606,12.63,12.606,12.703,12.582,12.606
"820",2020-12-27 10:30:00,12.654,12.63,12.654,12.606,12.606,12.606,12.606,12.654,12.606,12.703,12.606,12.63
"821",2020-12-27 10:40:00,12.678,12.654,12.678,12.63,12.606,12.63,12.63,12.678,12.63,12.727,12.63,12.63
"822",2020-12-27 10:50:00,12.703,12.678,12.678,12.654,12.63,12.654,12.654,12.678,12.654,12.751,12.63,12.654
"823",2020-12-27 11:00:00,12.703,12.703,12.703,12.654,12.654,12.654,12.654,12.703,12.654,12.751,12.654,12.678
"824",2020-12-27 11:10:00,12.751,12.703,12.727,12.678,12.678,12.678,12.678,12.727,12.678,12.775,12.678,12.703
"825",2020-12-27 11:20:00,12.751,12.727,12.751,12.703,12.678,12.703,12.703,12.751,12.703,12.799,12.678,12.703
"826",2020-12-27 11:30:00,12.751,12.751,12.751,12.703,12.703,12.751,12.703,12.751,12.703,12.799,12.703,12.727
"827",2020-12-27 11:40:00,12.775,12.751,12.775,12.727,12.727,12.751,12.727,12.775,12.727,12.823,12.727,12.751
"828",2020-12-27 11:50:00,12.799,12.775,12.799,12.751,12.751,12.775,12.751,12.799,12.751,12.847,12.751,12.751
"829",2020-12-27 12:00:00,12.823,12.799,12.799,12.751,12.751,12.799,12.751,12.799,12.751,12.847,12.751,12.775
"830",2020-12-27 12:10:00,12.823,12.799,12.823,12.775,12.775,12.799,12.775,12.823,12.775,12.871,12.775,12.799
"831",2020-12-27 12:20:00,12.847,12.823,12.847,12.799,12.799,12.823,12.799,12.847,12.799,12.896,12.799,12.799
"832",2020-12-27 12:30:00,12.871,12.847,12.847,12.823,12.799,12.847,12.823,12.871,12.799,12.896,12.823,12.823
"833",2020-12-27 12:40:00,12.896,12.871,12.871,12.823,12.823,12.871,12.847,12.896,12.823,12.944,12.823,12.847
"834",2020-12-27 12:50:00,12.944,12.92,12.92,12.871,12.871,12.92,12.896,12.944,12.871,12.968,12.871,12.896
"835",2020-12-27 13:00:00,12.968,12.944,12.968,12.92,12.896,12.944,12.92,12.968,12.92,13.016,12.92,12.92
"836",2020-12-27 13:10:00,12.992,12.968,12.992,12.944,12.944,12.992,12.944,12.992,12.944,13.04,12.944,12.968
"837",2020-12-27 13:20:00,13.04,13.016,13.04,12.992,12.968,13.016,12.992,13.04,12.992,13.088,12.992,12.992
"838",2020-12-27 13:30:00,13.088,13.064,13.088,13.04,13.016,13.064,13.04,13.088,13.04,13.137,13.016,13.04
"839",2020-12-27 13:40:00,13.112,13.088,13.112,13.064,13.04,13.088,13.064,13.112,13.064,13.161,13.064,13.064
"840",2020-12-27 13:50:00,13.161,13.137,13.161,13.112,13.088,13.137,13.112,13.161,13.112,13.209,13.112,13.137
"841",2020-12-27 14:00:00,13.185,13.185,13.185,13.137,13.137,13.185,13.137,13.185,13.137,13.233,13.137,13.161
"842",2020-12-27 14:10:00,13.233,13.209,13.209,13.161,13.161,13.209,13.161,13.209,13.161,13.257,13.161,13.185
"843",2020-12-27 14:20:00,13.257,13.233,13.233,13.209,13.185,13.233,13.185,13.233,13.185,13.281,13.185,13.209
"844",2020-12-27 14:30:00,13.305,13.281,13.305,13.257,13.233,13.281,13.257,13.305,13.257,13.353,13.233,13.257
"845",2020-12-27 14:40:00,13.329,13.329,13.329,13.281,13.281,13.329,13.281,13.329,13.281,13.377,13.281,13.305
"846",2020-12-27 14:50:00,13.353,13.329,13.353,13.305,13.305,13.353,13.305,13.353,13.305,13.401,13.305,13.329
