"","Gene","AST-1065","AST-1105","AST-1147","AST-1412","AST-1560","AST-1567","AST-1617","AST-1722","AST-2000","AST-2007","AST-2302","AST-2360","AST-2398","AST-2404","AST-2412","AST-2512","AST-2523","AST-2563","AST-2729","AST-2755"
"11","evm.TU.chromosome_2.1948",7.09913535630668,5.23215747557053,7.88647860228562,6.67464795602819,8.88887577635403,7.86296066558079,7.68316307634709,7.7721180536205,10.1300406892843,7.51310006098895,7.41185664907273,7.92121901575443,7.74834602088818,7.32882057637632,7.05723052762523,7.37484279758103,7.30918677955521,7.23569009253317,8.88067261957957,5.23215747557053
"12","evm.TU.chromosome_2.1946",8.21435819368972,5.23215747557053,8.19610767007599,7.09671389281674,5.23215747557053,8.15060160251058,8.1492460018335,8.09528021534505,8.14304052251817,8.50567802065649,7.89113375251589,8.1992588246021,7.65220216508551,8.69943506470341,7.64216926764548,7.21027174877755,7.68955632136489,7.20728621032368,7.54674377386379,8.48799282295931
"13","evm.TU.chromosome_5.2393",8.60219264730378,5.23215747557053,8.03407068231846,7.7942707808471,8.13503977966986,9.56802292332572,7.7631363423385,8.44933133462416,8.80178524425904,8.31924981296895,8.65840237870513,8.38598608552509,8.25455007492856,8.53728493854435,8.75000157963681,8.37233960369227,8.89758504134367,8.16823850870545,8.35399189167142,7.68982336156901
"14","evm.TU.chromosome_10.199",8.43126910035026,5.23215747557053,9.9863033947442,6.80058783837659,5.23215747557053,10.1901766460578,8.36781822064603,8.95975551500002,8.05810575970838,8.14364889778074,8.88251119972662,8.42576595066064,9.21775613061804,8.58484754734924,7.89245418070639,8.66262384861817,8.9695130436474,7.93271406044518,6.82800682297878,7.36136241165817
"15","evm.TU.chromosome_10.198",8.48645467494991,5.23215747557053,9.7543577305558,6.63471470908702,7.33883617086046,9.44501442048518,7.1624437105846,8.40820164699441,8.15942240089997,7.99724809112869,9.55380704184903,7.90611369547793,7.43318618528991,8.1255794870712,7.90852761275024,8.24255404618033,7.66429528368739,7.53843389022632,6.54373942967256,7.82811344187245
"16","evm.TU.chromosome_10.190",7.09480216157417,5.23215747557053,8.27131793094449,6.5588737970274,5.23215747557053,8.66827780315941,7.21666854553855,7.84912481290328,8.02262071966925,7.00433105731661,6.72976353077079,7.40678343342631,7.74834602088818,7.16089113572525,6.30785183558246,6.90177336821472,7.20896776843322,6.60972627471938,6.34467800586088,6.11115843661685
"17","evm.TU.chromosome_10.194",6.97642025853201,5.23215747557053,7.25384842287622,7.05213019296188,7.5155811440732,6.33833386324264,7.05073098075301,6.85525006569043,6.0589720028412,6.60609899360179,6.89667849205804,6.6918909447155,7.24563821520485,6.80554630896784,6.76175675107436,6.4812802726597,7.16821724683331,6.79726349393668,5.56062140599063,6.66610484100873
"18","evm.TU.chromosome_9.2637",7.09480216157417,5.23215747557053,7.35743466429013,6.55010117057639,7.18841883774335,7.44326898593485,8.09127349160391,8.43138202872376,8.22309097766604,7.29257312712694,6.77997913559752,6.71152127104133,7.34789871778745,7.33686693003228,7.06158821212951,7.2296365235533,7.20092208776709,7.51274021240807,6.85557778988239,6.9196254964108
"19","evm.TU.chromosome_6.1097",7.26502133044423,5.23215747557053,6.83089777229906,6.05250357897512,5.23215747557053,7.15587000846963,7.19756848889281,6.62862223329736,7.14258702990141,7.17594939397494,7.13019252964398,7.37895994873596,6.78924404276132,8.00655128885046,6.7448213284129,6.99812706483969,7.11750664330109,7.21546662733248,5.23215747557053,6.56694134080323
"20","evm.TU.chromosome_6.1098",6.99539742547897,5.23215747557053,7.74314357946104,7.4356866043902,7.01759817552418,7.36236807511644,6.95154347615409,6.94878882278836,6.73180755798194,6.94594206488985,7.11172397786129,7.43940873394785,7.6920075478185,7.32882057637632,7.21294602899371,7.3918990814302,6.90624101623621,6.93295700751379,6.50697161326894,6.19220522553105
"21","evm.TU.chromosome_9.2638",7.61247885737977,5.23215747557053,7.64550845552755,6.36713781557517,5.23215747557053,8.53292668059747,7.3768373314266,7.51388181279614,7.74474785717029,7.50127901388933,7.89729842566431,7.3957251001937,7.30305949473493,7.97699244382928,7.06593052514961,7.66631725673432,7.73063577275765,7.4256102401687,6.79976334312224,6.95698925650702
"22","evm.TU.chromosome_11.3106",8.01926391359944,5.23215747557053,8.90376934155559,8.90216152350239,9.24148515329714,9.50783629624964,8.26192082313162,9.10590147747148,11.9268852568384,8.27273480402685,8.10969978768381,8.60249468220729,8.91114069646716,8.83686270303863,7.93116830145555,8.45264849317622,8.23507503930195,8.7914892525006,9.05625520528163,8.16029913767544
"23","evm.TU.chromosome_11.3101",6.76781534372131,5.23215747557053,6.61407534085248,6.53233105056752,5.23215747557053,7.11310694181769,6.41498460297701,6.12191487887901,6.3864796671794,6.52215249799741,6.22466888866608,6.49704564815781,6.3863878568087,6.29303258536941,6.4147922090911,6.36432588572679,6.62915984657981,6.4154011924342,6.95982066182204,5.23215747557053
"24","evm.TU.chromosome_11.3109",6.84512882233972,5.23215747557053,7.43968829762043,6.64281942283526,5.23215747557053,7.14177750210695,6.79610203621223,6.81115654098356,7.53049992909799,6.91328392744157,7.0585004386165,6.65154999923708,6.65306198798526,6.81784246688701,6.77290799728387,6.6505128863973,7.01878970359556,6.47923504505105,6.14775815760489,6.88104924578798
"25","evm.TU.chromosome_11.3108",7.49068044320163,5.23215747557053,8.48057525451981,7.46475652280084,7.59580810310607,7.98828894524021,7.21287148555284,8.40820164699441,10.142252866213,7.449825389848,7.27548184313511,7.40678343342631,8.26321527321896,8.63864846886658,7.20133094630818,7.96232487127504,7.15154075279196,7.77942671645569,6.9088448991824,7.02840881996591
"26","evm.TU.chromosome_13.1602",6.83977491843831,5.23215747557053,7.03998654678233,5.81608225755509,5.23215747557053,6.89113112468107,6.68930351212215,6.24792048091068,7.55606893647985,6.82490758625752,6.32910361537028,6.89113578809178,6.68284076852714,7.27104520084854,6.4147922090911,6.36432588572679,6.79321209367373,6.49457614790884,5.23215747557053,6.71248935134727
"27","evm.TU.chromosome_13.1603",8.60929847387323,5.23215747557053,9.08901456979548,5.93591801322145,5.23215747557053,9.38490590996494,8.42181722033521,8.15454739032564,7.07085987837609,8.26086073773184,7.91157592478825,8.03644653685743,8.51411431661265,8.65409112842306,8.39941458265171,7.73351725847326,8.36370562375657,8.13165667865109,6.20135067704036,8.26002847237659
"28","evm.TU.chromosome_13.1600",8.72625260639522,5.23215747557053,8.06386935653391,8.09847276117867,8.50231078157086,7.98078139396839,8.33836829988802,8.49087018603859,10.2738684159481,8.17479359359118,9.52620450803969,7.92121901575443,8.43534797254155,8.67240300241627,7.9039543705352,8.01669770659668,8.11191790905875,9.27735088702998,7.86722343690747,7.95367563014195
"29","evm.TU.chromosome_13.1604",6.66623413492207,5.23215747557053,7.77132650272425,6.34572294136099,6.26478103829107,7.59154051800467,7.25402846980123,7.03554667079547,8.55421581140602,6.76738783481763,6.53956731422991,6.76842656299164,7.40103931356654,7.18821448983206,6.51111750853865,7.10872160163421,6.67407794178179,6.3903503009115,5.23215747557053,6.79986307381996
"30","evm.TU.chromosome_13.1605",7.46166349699696,5.23215747557053,7.44517489943934,7.50121413438903,6.88882457104296,7.51947577553822,7.62893449863179,7.65640208545691,7.74474785717029,7.17594939397494,7.59558734734037,6.84012715504985,7.45522926141268,7.30437642235572,7.01729859368822,7.47399787438373,7.32759387775278,7.35075001171938,6.85557778988239,6.99322523637394
"31","evm.TU.chromosome_6.703",7.97092013446779,5.23215747557053,8.8709023576732,7.20667799308729,8.0539784317893,8.53292668059747,7.61502845284879,8.35547303213506,6.95475423213291,7.66056522577385,7.92570659336884,7.74083711513374,8.04485007334856,7.78203853674745,8.35871763838749,7.62432839920245,7.75469838559114,7.56364036216031,7.57784521485066,7.12828650896214
"32","evm.TU.chromosome_12.2253",6.83977491843831,5.23215747557053,6.85310701050873,6.61832055946502,6.88882457104296,6.8557796513348,6.4526340029179,6.87136393995385,6.62874769735933,7.47731525536346,6.58744283063598,6.86590915009759,6.91089973567831,7.91329801409156,7.01278007890014,8.0587072700058,6.75293440347866,7.38336053723172,5.96045450930849,6.51364020457072
"33","evm.TU.chromosome_12.2251",5.92143743666817,5.23215747557053,5.97151067208892,5.76984666229555,5.23215747557053,5.93211638977082,5.76180142307484,5.97173308675952,6.23820131466866,5.75518863177453,5.84732979478921,6.25522011319765,6.07031504010176,5.63677709361378,6.16636163169074,6.12877019536958,5.61717227557033,6.19300336023878,5.69568325942905,6.75701935853647
"34","evm.TU.chromosome_12.2256",7.84206905376788,5.23215747557053,7.72993601384877,6.66677728879839,7.84401528596989,7.6881914447063,7.20141160623858,7.27592826059858,7.30583798973589,7.48334706022423,7.7433834599475,7.43402724377213,7.66560168898309,7.82998046979949,7.58255067555657,7.82233183601072,7.45294678856607,7.39759607100059,6.14775815760489,6.66610484100873
"35","evm.TU.chromosome_12.2259",7.07290578447575,5.23215747557053,7.39779035628092,7.6123088978041,5.23215747557053,8.75761102102571,7.02447210209631,8.24179756975374,10.4994101248963,7.26440150482906,7.0428621716627,8.11371360599729,7.64138562777459,7.24546542867618,6.91376435740456,6.90177336821472,7.33851359911363,6.99782165797401,7.43175909450484,6.75701935853647
"36","evm.TU.chromosome_6.708",6.86630192079181,5.23215747557053,7.35743466429013,7.02342167295226,7.43018394595904,7.9270518532576,7.30809847460932,7.37921542123431,9.23484163322024,6.96421106855026,7.32988734435327,7.2674294454532,7.32739678772053,6.83000903036242,6.44543485626224,6.61876251498698,6.9515457613813,7.21138301415407,5.23215747557053,6.66610484100873
"37","evm.TU.chromosome_6.709",7.82973192401817,5.23215747557053,8.11159573343201,6.35649129133793,5.23215747557053,8.6543792205884,7.89666918276417,7.52026725452221,8.04047687716847,7.77421105856571,7.63595054997952,7.65228400033334,7.81443820752481,7.86283619995725,7.57964436705485,7.28602646655794,7.71980262619897,7.33598934302439,5.23215747557053,7.58159222669344
"38","evm.TU.chromosome_3.1858",8.33649234885687,5.23215747557053,8.73880579579423,7.45237656710032,7.55629855862337,8.08235071428963,8.21396578995675,8.59552759597349,8.42557188828769,7.96179589613658,8.07768679698915,8.15872531571605,8.38080985823084,8.38415547645845,7.99050142277374,7.77229280854589,7.90033732052966,7.7714252694062,7.36123603393199,7.86517670561271
"39","evm.TU.chromosome_3.1852",6.46729838874823,5.23215747557053,6.05659142740097,6.15314341263217,5.23215747557053,6.54830420202805,6.08554010891376,6.4564964255397,6.9947011041176,6.16889097667006,5.9407471087308,6.02701064404768,5.84504520144577,6.06109778474359,6.39116116284923,6.58604513147938,5.81206214867573,6.12725996038859,6.50697161326894,5.23215747557053
"40","evm.TU.chromosome_3.1851",8.20305185873978,5.23215747557053,8.69300570909565,7.29855318538436,7.33883617086046,8.20289197753312,8.01000751419902,8.33099596253816,8.2538692321006,8.04976884380813,7.75253265335693,7.89084040747422,8.49373164245248,8.10757021130017,7.65323089671828,7.80999324040491,8.14623708284528,7.65414338266042,6.42918059628087,7.68982336156901
"41","evm.TU.chromosome_12.3121",7.41521478961534,5.23215747557053,7.22820993569814,6.5588737970274,5.23215747557053,6.90841673224728,7.02888790310522,7.0401897464969,7.36572771443452,6.84010878994798,6.98236834907183,7.52768438907182,7.18165544881928,7.22812295602817,7.23207137008235,7.66631725673432,6.68034672730847,6.92265884202496,7.03245192417253,7.25013906261158
"42","evm.TU.chromosome_12.3126",6.40485995581351,5.23215747557053,6.41019657706466,6.00489227251831,6.13103783846448,6.17837322010266,6.45999483231513,6.60182645643602,6.57330045950381,6.58731219337177,6.45003068722418,6.39703397763827,6.62863910465405,6.75499736186087,6.83236921408186,6.51739640635041,6.36157061505415,6.45577577803953,6.29940151017966,5.23215747557053
"43","evm.TU.chromosome_14.5968_evm.TU.chromosome_14.5971",8.05759843955459,5.23215747557053,8.98186226308815,8.34135424030132,7.33883617086046,8.46006094454102,7.95885311792456,7.42793467415534,8.2074439700449,7.28558798171404,6.94882532410329,8.11697745791225,7.75335343356568,8.88858041194833,8.09407344341469,7.78497594912081,7.26774042387715,8.35918572840319,6.61360757128304,6.99322523637394
"44","evm.TU.chromosome_5.1578",7.26122322567889,5.23215747557053,7.36327693753156,6.24265227018595,6.4843507113857,6.94225073765207,7.1222287496683,7.00254122529081,6.23820131466866,7.29257312712694,7.14477317127312,6.90765852147768,7.12641369422515,6.68157280937337,6.82178402739951,6.6505128863973,6.88030373529287,6.80872027672143,6.25174515378153,6.95698925650702
"45","evm.TU.chromosome_5.1579",6.37207193457223,5.23215747557053,7.00175783933605,6.39838044904275,5.23215747557053,6.76238347954145,6.61613639593254,7.2089107922963,7.55606893647985,6.48796556501218,6.42975999053933,6.73081160207108,6.64700760790241,6.70208223512222,6.39116116284923,6.4812802726597,6.5474947880947,6.21380948348032,6.38786029641472,6.02072375352532
"46","evm.TU.chromosome_5.1576",7.12905205171835,5.23215747557053,6.96629185417494,7.2558556970196,6.57818299930134,7.31377617233098,6.81208289780134,6.92353736761935,7.3361291629498,6.70679750044703,6.41601016803938,6.73081160207108,7.0343263458667,6.86576227088194,7.19352794413662,6.90177336821472,6.4275026942784,6.62327478999525,6.61360757128304,5.23215747557053
"47","evm.TU.chromosome_5.1575",10.0791397955914,5.23215747557053,9.89547659923157,8.86974411066637,8.1865703698361,10.0141280243266,9.65137788911186,9.80236762130843,11.0565023570157,9.66453959896829,9.27387144083439,9.71777947653707,9.61687172679326,10.4557573371761,9.57445645055097,9.56108656899103,9.35549511646237,9.65078617030036,8.83784279514489,8.8383788599033
"48","evm.TU.chromosome_5.1573",8.85829689108455,5.23215747557053,9.31019239938346,8.22870648842823,7.55629855862337,9.56802292332572,8.87065230375063,9.34951148158774,9.89521641981508,8.75323443074813,8.00757518266533,8.93795126988753,8.94355234675507,9.38975831441463,8.56428453496073,8.77885619996808,8.57714972842194,8.28553146780792,8.21629852066716,7.73079324087233
"49","evm.TU.chromosome_3.1279",7.12905205171835,5.23215747557053,7.3337989111453,7.04072741180033,7.77761123530998,6.78168056062354,7.43894009611698,7.24088759714782,8.50415603682141,6.94133097658942,7.24905923581233,7.20459119222921,7.11425214296895,7.30025696903,7.12517478246143,7.4087353229628,6.68034672730847,7.49970424394605,6.50697161326894,6.19220522553105
"50","evm.TU.chromosome_3.1278",8.96595161161445,5.23215747557053,9.81278176611943,8.40691163527413,7.87604501355323,9.89400755413815,9.14547481669915,10.2005918296727,8.9946498269514,9.12551678402832,8.9929723390577,8.88031180269529,9.50949974738531,9.16906204134946,9.50527853504603,9.4722903409664,9.19082436895731,9.25049682094715,9.21736547663923,8.86551577947463
"51","evm.TU.chromosome_3.1277",6.52606913403165,5.23215747557053,6.02585832358434,6.5588737970274,5.23215747557053,6.02367905245768,6.39167780158054,5.91358972034542,7.24302788013309,6.56818647104641,6.4633178158482,6.7403336178154,6.2873728300749,7.08985625409889,6.46040678481174,6.68136310682055,6.51149681565175,6.06799993342498,6.20135067704036,6.19220522553105
"52","evm.TU.chromosome_3.1276",7.81227056059948,5.23215747557053,8.31689448771487,6.48651582613457,6.9549383713088,8.5630399203819,7.90120538950754,8.13844832249718,7.65371373857297,7.99312419172332,7.91966836902884,7.64770000040489,8.05692256270252,7.90019745464006,7.82620647758042,7.61003520335207,7.43959751655714,7.83671071024811,7.00872118083251,7.15987133805151
"53","evm.TU.chromosome_5.2179",7.93466559511965,5.23215747557053,8.24110672672689,7.77485649088915,7.5155811440732,8.52784484565277,7.99739547406925,8.22857815581033,9.09897667526559,7.71478939926043,7.67513609488543,7.87927283575066,7.93117458197562,7.93913041812329,7.55022767286385,7.30428500585204,7.76525746678381,7.54794234071856,7.53091628880079,7.71046340952923
"54","evm.TU.chromosome_5.2178",7.16238743504318,5.23215747557053,6.44928622914108,6.78647921694175,7.59580810310607,6.42240361195333,6.71840778554803,6.9537757672547,7.60578120754182,6.99993838143745,6.12518944449742,7.01733133700098,7.0558669720798,7.17462688985476,6.37507838201517,6.92659918876947,6.92658937738729,6.9122707767476,6.54373942967256,7.22075807297825
"55","evm.TU.chromosome_5.2176",7.2875765448373,5.23215747557053,8.33842711881076,7.47702125025171,5.23215747557053,8.06120409681636,7.3768373314266,7.70997867037045,8.84250389646569,7.60131437152086,6.96989898608948,7.30964874771628,7.47075124337009,7.15164985346182,6.54585701835704,7.19060665066537,7.09135695104621,7.22763925946585,8.30052650313901,6.75701935853647
"56","evm.TU.chromosome_5.2174",6.67867837927928,5.23215747557053,7.71659844127735,7.82288321508006,7.77761123530998,8.07533758975982,6.97019242184038,7.9776855055773,10.3773428877882,7.42489811405929,7.12283790580956,7.24266473283175,7.67092439052321,7.28781889118341,7.41901324721725,7.61003520335207,7.27917726319585,7.23167104118729,8.68728118473938,6.75701935853647
"57","evm.TU.chromosome_2.1945",9.03064799359018,5.23215747557053,9.35618652640077,7.81024062470236,7.13404272898376,9.02159611349376,8.55550775919107,8.95975551500002,8.62613248192569,8.59980488195088,8.96542975162946,8.63443456221722,8.70956326945123,9.0143948825133,8.58553836044019,8.88629938006737,8.74312404626709,8.60728056379077,7.37922734001913,7.55885572501453
"58","evm.TU.chromosome_12.1194",10.9320012823281,5.23215747557053,10.6826156064496,10.2798505340125,9.94093335292407,10.398947034232,10.814758099548,10.5118065785288,12.2069601681412,10.8646469257844,11.2896353352055,10.3231795699995,10.5841974604831,11.4567892230742,11.1243523735338,10.8598018060265,10.3546467248439,10.8006665912935,10.413250620958,10.4902085605244
"59","evm.TU.chromosome_12.1197",7.49386554010071,5.23215747557053,7.89434446474241,7.23641196712776,5.23215747557053,8.65902723413294,7.22799208564766,9.29596591855278,9.42050468586095,7.37684072382349,7.16276353558322,7.01733133700098,7.51625146370975,9.8254494224917,8.50301590147962,7.50545545138971,7.46616198042551,7.09580223495134,7.24769188600146,7.25013906261158
"60","evm.TU.chromosome_12.1196",7.51281678779198,5.23215747557053,7.8198017385061,6.60167233395123,7.13404272898376,7.45442897321512,7.11402808591445,7.52026725452221,7.74474785717029,7.28558798171404,7.30137095513442,7.60097825570974,7.5398940484636,7.60112420882378,7.13341241939794,6.2775124705472,7.39524954726495,6.90179096843081,6.93460486615059,7.38773607183598
"61","evm.TU.chromosome_12.1191",7.2725839058293,5.23215747557053,7.57293619702383,7.13445127936422,5.23215747557053,7.18358948116906,6.86381186748469,7.37921542123431,7.87078825013343,6.82490758625752,6.53342556538048,7.43940873394785,6.98102266533586,7.0552626393657,7.01278007890014,8.28716399418001,7.30547363601623,7.63060036944659,6.93460486615059,6.26609747044126
"62","evm.TU.chromosome_12.1190",8.37550739774944,5.23215747557053,6.80825462855937,6.26660028320937,8.02587023512449,6.27776998192854,7.47670038333832,7.88362824730681,6.73180755798194,6.76738783481763,8.36889851419029,7.45542222098267,6.15599651582087,8.1255794870712,5.96879053502072,7.62432839920245,7.25620052830427,7.74713435309369,7.57784521485066,5.23215747557053
"63","evm.TU.chromosome_12.1192",8.7078584717665,5.23215747557053,8.87578355475663,7.45651616697127,6.74420771822751,8.68659988996734,8.40141446021869,8.17441313528962,7.1769626746604,7.7323912809769,7.99617288902446,8.06381281325632,8.52419639726325,8.97449515471422,8.19231627987359,8.14882196964481,8.36370562375657,8.17623902846736,7.66703342212621,8.06874236971582
"64","evm.TU.chromosome_12.1199",8.50946047287647,5.23215747557053,10.3220376046299,8.32392777015879,7.9678798255284,10.3864883427504,9.46998817005828,9.89839199021396,9.58486086894255,9.1530207280607,8.65124441936262,9.67594496045981,10.4281386622243,8.92965648234576,8.87920416086022,8.57948249375331,9.12845160989495,8.75227516203041,8.11634063773637,8.30068490430875
"65","evm.TU.chromosome_9.963",6.97642025853201,5.23215747557053,7.10236128631659,5.79346448326158,6.38088214623469,7.25034158692118,6.75236075473793,6.5317153102473,6.15352879484499,6.5487063477163,6.18985635135578,6.54355924319279,6.49029703760218,6.93416129828227,6.2990939127575,6.4812802726597,6.56850980076589,6.43175030563823,6.14775815760489,6.26609747044126
"66","evm.TU.chromosome_9.962",6.85045821495262,5.23215747557053,7.81772957846097,5.76984666229555,5.23215747557053,7.8128443332376,6.70103692386518,7.46498289155388,7.67705404381255,7.06004137339224,7.03892126131913,6.99465534386808,7.61118298664185,6.70208223512222,7.20521448186311,6.6505128863973,6.88553701814977,6.24409990642382,6.14775815760489,6.51364020457072
"67","evm.TU.chromosome_9.961",6.63448879838675,5.23215747557053,6.73750776892188,7.05779211864706,5.23215747557053,6.87358846624753,6.86886066024189,7.3827562900801,7.74474785717029,6.86501092618434,6.78488060952895,7.24266473283175,7.21593010064999,6.76784645772425,6.68043899408823,6.71137265047129,6.76458866460626,6.77400032337476,5.23215747557053,6.79986307381996
"68","evm.TU.chromosome_9.960",7.99310453376842,5.23215747557053,7.93110413277637,6.63471470908702,5.23215747557053,7.91920213785668,7.76062886134087,7.4210848824637,7.62996140175489,7.80771059057926,7.57753841457053,7.76209892058279,7.46766144009381,7.25404901750441,7.63381289421676,7.56621624230978,7.9969112703134,7.49642509631826,5.23215747557053,6.99322523637394
"69","evm.TU.chromosome_5.464",6.54024941046875,5.23215747557053,7.37199140982328,7.05213019296188,5.23215747557053,7.47646910736422,7.14651236075286,7.76151356349139,8.3423429934975,6.81979585415683,6.80427918633261,7.53769309294168,7.54573954162757,6.81784246688701,7.03075454556109,6.97475357408526,7.24844898758743,6.75025174067368,7.05573091697876,6.61766762330172
"70","evm.TU.chromosome_9.969",8.41834601192968,5.23215747557053,8.49848944465853,6.80058783837659,5.23215747557053,8.0469250638465,7.29390091378572,7.44827209658478,9.00364084493175,8.63420227102161,6.90993124011817,8.27695966587816,7.41399292333707,8.7361454954051,6.83762577273107,7.15033250387242,7.14311865524878,6.95329071332776,5.23215747557053,6.9196254964108
"71","evm.TU.chromosome_12.4013",7.58602823821754,5.23215747557053,7.52226682073501,6.43852546275644,5.23215747557053,7.6881914447063,6.90848924979434,7.99350503212134,7.58115634611348,7.76935738987541,7.28200320121607,6.91583423678423,7.07703667185507,8.21858162773544,7.14566797776653,7.91722810215534,7.41931564473135,7.3617113208408,6.67919701080635,6.9196254964108
"72","evm.TU.chromosome_12.4017",13.7219118541271,5.23215747557053,13.9695324462689,13.5632317310813,12.5195428664216,14.1825089489526,13.4002747612023,14.0589361614964,16.3119863947041,13.5395317378068,13.4604680931212,13.8930134102041,13.8816819648466,13.7941007859853,13.4858779970812,14.0820545265958,13.3434884931838,13.808291097231,13.4731262563212,13.4473033397319
"73","evm.TU.chromosome_12.4016",7.53458949154771,5.23215747557053,8.1430726875085,8.15401667569295,8.2842553261622,8.27173729778994,6.96090411756496,8.13642278945648,7.94879570161481,7.9765043228329,7.63595054997952,7.95461142335314,8.17404747591617,7.81605398767625,7.74118495578316,7.2296365235533,8.10166075516114,7.64829617011624,7.07857728286,7.55885572501453
"74","evm.TU.chromosome_10.3125",7.38791420580692,5.23215747557053,7.848486666648,7.33535239231236,7.47357350039229,7.40920825685011,6.20012565285594,6.93875220443429,7.85057313216339,7.84501454994719,8.06684964433282,7.31556857577655,7.50427025984385,8.26387182565428,7.85499180188112,7.24871099216903,7.4462890968048,5.74063252498586,6.64689708036961,7.09588176233852
"75","evm.TU.chromosome_10.3126",8.22557377084047,5.23215747557053,7.42587064428036,6.63471470908702,7.93794434931618,7.18358948116906,7.17033425422064,6.94878882278836,10.0152015235631,7.75714684621804,7.10425916917012,7.56727515434533,7.73827541710363,9.01558672355153,8.55856250428851,7.26750464146796,8.0913273294137,7.29066816861804,7.90396300128509,8.16029913767544
"76","evm.TU.chromosome_10.3127",8.24038926351661,5.23215747557053,7.13415448497582,5.76984666229555,6.38088214623469,8.41114938254989,6.72983991982937,6.67397438958275,8.37063676742532,7.26795699378196,6.86516376293086,7.57214227054727,6.67694932492552,8.16526806317315,6.86867635349887,6.32194230358486,7.45626304215843,6.3903503009115,6.71057582455148,8.70440851395386
