"","colony_id","Light_Value","Run","Treatment","micromol.cm2.s","micromol.cm2.h","Date"
"1","MPAS-t01","0",1,"Fiber",-2.85999955826371e-05,-0.102959984097494,2021-07-09
"2","MPAS-t01","352",1,"Fiber",6.55747488762953e-05,0.236069095954663,2021-07-09
"3","MPAS-t04","0",1,"Sphere",-7.05612835145538e-05,-0.254020620652394,2021-07-09
"4","MPAS-t04","352",1,"Sphere",-1.77271053494564e-05,-0.0638175792580431,2021-07-09
"5","MPAS-t05","0",1,"Control",-6.04549384169236e-06,-0.0217637778300925,2021-07-09
"6","MPAS-t05","352",1,"Control",5.26728223818683e-05,0.189622160574726,2021-07-09
"7","MPAS-t08","0",1,"ReefRoid",-4.03732202734482e-05,-0.145343592984414,2021-07-09
"8","MPAS-t08","352",1,"ReefRoid",-1.67681152461009e-06,-0.00603652148859634,2021-07-09
