gene_id,trimmed.AST-1065_R1_001.fastq.gz.bam.gtf,trimmed.AST-1105_R1_001.fastq.gz.bam.gtf,trimmed.AST-1147_R1_001.fastq.gz.bam.gtf,trimmed.AST-1412_R1_001.fastq.gz.bam.gtf,trimmed.AST-1560_R1_001.fastq.gz.bam.gtf,trimmed.AST-1567_R1_001.fastq.gz.bam.gtf,trimmed.AST-1617_R1_001.fastq.gz.bam.gtf,trimmed.AST-1722_R1_001.fastq.gz.bam.gtf,trimmed.AST-2000_R1_001.fastq.gz.bam.gtf,trimmed.AST-2007_R1_001.fastq.gz.bam.gtf,trimmed.AST-2302_R1_001.fastq.gz.bam.gtf,trimmed.AST-2360_R1_001.fastq.gz.bam.gtf,trimmed.AST-2398_R1_001.fastq.gz.bam.gtf,trimmed.AST-2404_R1_001.fastq.gz.bam.gtf,trimmed.AST-2412_R1_001.fastq.gz.bam.gtf,trimmed.AST-2512_R1_001.fastq.gz.bam.gtf,trimmed.AST-2523_R1_001.fastq.gz.bam.gtf,trimmed.AST-2563_R1_001.fastq.gz.bam.gtf,trimmed.AST-2729_R1_001.fastq.gz.bam.gtf,trimmed.AST-2755_R1_001.fastq.gz.bam.gtf
evm.TU.chromosome_7.2404,9,0,0,0,0,0,10,0,0,14,18,0,6,18,5,0,17,0,0,0
evm.TU.chromosome_7.2407,169,0,275,26,3,42,110,78,0,167,103,72,188,267,156,18,106,59,8,31
evm.TU.chromosome_7.2406,92,0,242,19,0,46,100,65,0,197,103,40,137,94,156,15,127,110,0,17
evm.TU.chromosome_7.2409,23,0,150,0,0,0,19,44,0,0,42,0,26,110,22,0,25,46,0,0
evm.TU.chromosome_7.2408,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_12.939,0,0,0,0,0,0,0,0,0,0,0,5,0,19,0,0,0,0,0,0
evm.TU.chromosome_14.6598,3,0,21,0,0,30,6,3,0,3,1,2,16,20,10,0,6,31,0,2
evm.TU.chromosome_13.1303,4,0,0,20,0,1,84,12,0,2,0,1,2,11,8,0,1,3,0,0
evm.TU.chromosome_14.6599,0,0,46,0,0,14,32,53,0,0,13,0,0,8,30,0,12,6,0,9
evm.TU.chromosome_4.1518,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.1302,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_12.938,0,0,0,0,0,0,2,5,0,2,0,0,0,0,0,0,0,0,2,0
evm.TU.chromosome_4.683,33,0,162,45,0,31,76,102,22,28,106,94,29,97,29,4,114,80,21,39
evm.TU.chromosome_4.682,0,0,11,7,0,2,4,0,0,43,19,10,5,3,0,0,4,7,0,0
evm.TU.chromosome_4.681,0,0,0,0,0,0,60,7,0,0,9,0,0,0,6,0,0,18,0,0
evm.TU.chromosome_4.680,0,0,0,0,0,0,73,16,0,0,0,0,0,0,0,0,12,10,0,0
evm.TU.chromosome_4.687,112,0,32,172,29,10,47,92,16,95,87,66,14,138,195,11,67,73,40,0
evm.TU.chromosome_4.686,3,0,19,16,1,19,10,23,1,8,48,25,18,19,19,2,16,36,6,0
evm.TU.chromosome_4.685,382,0,484,213,51,147,470,462,107,505,588,344,529,472,345,89,367,368,57,46
evm.TU.chromosome_4.684,25,0,13,4,0,3,13,16,6,9,3,6,4,9,9,2,6,20,4,0
evm.TU.chromosome_4.689,35,0,64,32,0,0,72,22,0,77,17,12,36,5,37,13,24,22,0,0
evm.TU.chromosome_4.688,139,0,155,52,12,82,95,88,27,45,180,29,127,74,103,48,46,32,56,0
evm.TU.chromosome_11.413,17,0,310,0,4,0,25,61,13,46,43,24,53,141,7,4,41,36,0,4
evm.TU.chromosome_11.412,83,0,100,0,0,16,59,63,34,70,76,53,118,50,40,41,75,49,2,16
evm.TU.chromosome_11.411,0,0,32,0,0,0,14,10,0,27,18,0,10,20,13,7,14,18,0,0
evm.TU.chromosome_11.410,4,0,212,8,0,2,136,180,17,22,8,74,58,176,7,13,109,133,0,12
evm.TU.chromosome_11.417,0,0,7,0,0,0,10,0,13,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.416,18,0,13,20,0,20,8,18,0,38,23,26,12,12,9,8,39,22,0,0
evm.TU.chromosome_11.415,8,0,34,9,0,0,20,7,15,32,16,0,2,5,0,0,3,0,4,0
evm.TU.chromosome_11.414,50,0,191,40,0,17,84,57,0,131,79,50,105,74,47,0,68,56,10,5
evm.TU.chromosome_11.419,29,0,16,8,12,7,9,2,0,17,26,24,8,9,2,0,16,34,0,0
evm.TU.chromosome_11.418,27,0,4,3,0,10,4,7,0,23,13,5,10,12,9,0,0,11,0,0
evm.TU.chromosome_3.936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_3.937,109,0,18,9,0,23,24,33,4,43,23,15,36,24,37,18,43,82,7,4
evm.TU.chromosome_3.934,81,0,70,22,0,24,39,66,0,33,34,16,35,42,20,6,48,60,0,0
evm.TU.chromosome_3.935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_3.932,145,0,104,114,5,37,105,86,9,98,258,26,93,92,73,11,71,84,15,15
evm.TU.chromosome_3.933,354,0,87,49,23,19,89,189,15,128,426,61,95,170,77,19,144,125,32,9
evm.TU.chromosome_4.2375_evm.TU.chromosome_4.2376_evm.TU.chromosome_4.2377_evm.TU.chromosome_4.2378,269,0,182,31,0,0,202,64,6,215,115,108,106,126,161,20,118,86,0,3
evm.TU.chromosome_3.931,493,0,1179,12,18,215,634,672,24,403,458,284,642,660,504,59,554,350,12,50
evm.TU.chromosome_13.1308,0,0,21,0,0,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_3.938,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_3.939,46,0,4,16,0,5,21,16,5,41,13,0,0,35,15,4,6,18,0,0
evm.TU.chromosome_11.2959,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
evm.TU.chromosome_11.2958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2955,2,0,13,11,0,6,4,4,0,11,21,3,10,12,0,0,3,7,0,0
evm.TU.chromosome_11.2954,0,0,32,0,0,15,0,3,0,0,0,0,0,0,9,0,14,0,0,0
evm.TU.chromosome_11.2957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2951,0,0,64,0,0,40,35,0,0,0,0,0,0,0,64,10,44,16,0,0
evm.TU.chromosome_11.2950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.2953,0,0,59,12,0,45,3,14,0,0,4,0,0,0,51,2,29,4,17,0
evm.TU.chromosome_11.2952,0,0,57,6,0,23,0,8,0,0,0,0,0,0,35,0,22,0,0,0
evm.TU.chromosome_2.2037,28,0,23,0,0,0,0,0,0,0,0,15,0,14,14,0,19,0,0,3
evm.TU.chromosome_2.2036,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
evm.TU.chromosome_1.1138,3,0,0,0,0,9,3,8,0,6,2,5,0,0,0,0,4,1,0,0
evm.TU.chromosome_2.2034,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_2.2033,0,0,104,0,0,0,89,0,0,16,0,0,46,0,5,34,73,0,0,19
evm.TU.chromosome_2.2032,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_2.2031,0,0,23,11,0,0,18,0,0,14,0,0,12,0,0,11,0,0,0,0
evm.TU.chromosome_2.2030,570,0,453,37,0,37,248,128,37,573,283,114,296,433,443,30,335,274,8,22
evm.TU.chromosome_1.1132,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0
evm.TU.chromosome_1.1133,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
evm.TU.chromosome_1.1130,47,0,28,0,0,57,47,36,0,39,22,27,86,42,22,19,89,27,0,5
evm.TU.chromosome_1.1131,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0
evm.TU.chromosome_1.1136,5873,0,4869,3683,519,1245,3533,2895,1338,3244,7916,2117,3747,3537,2336,877,5692,3529,1227,374
evm.TU.chromosome_1.1137,173,0,550,42,8,181,131,168,12,214,150,66,161,337,163,28,107,76,58,74
evm.TU.chromosome_1.1134,306,0,863,223,32,108,700,972,79,826,1085,181,699,561,574,164,244,232,53,18
evm.TU.chromosome_2.2038,137,0,182,8,2,0,94,38,0,0,50,29,37,33,86,16,93,4,0,0
evm.TU.chromosome_10.1878,63,0,18,51,26,0,0,29,0,90,0,28,18,169,139,9,54,0,24,0
evm.TU.chromosome_10.1879,20,0,14,16,0,0,36,17,0,27,83,0,0,49,0,0,49,128,10,3
evm.TU.chromosome_10.1874,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_10.1875,2,0,0,0,0,0,0,0,0,2,8,0,0,0,0,5,0,0,0,0
evm.TU.chromosome_10.1876,0,0,0,11,0,0,0,32,0,54,0,26,0,0,0,0,0,0,0,0
evm.TU.chromosome_10.1877,5,0,0,729,48,6,0,334,0,601,0,363,0,411,2,0,0,17,4,0
evm.TU.chromosome_10.1870,1,0,13,9,0,15,7,7,0,0,0,0,7,4,2,4,0,2,2,0
evm.TU.chromosome_10.1871,0,0,0,14,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_10.1872,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_10.1873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.3525,36,0,84,0,0,53,38,55,0,93,38,13,41,19,38,0,40,17,0,0
evm.TU.chromosome_13.3524,4,0,23,0,0,0,3,11,0,10,15,0,25,12,0,0,22,5,0,0
evm.TU.chromosome_13.3527,9,0,60,12,0,19,26,90,0,54,50,36,64,75,120,8,116,45,0,0
evm.TU.chromosome_13.3526,0,0,8,0,0,0,0,0,0,0,0,0,0,0,18,5,0,0,0,0
evm.TU.chromosome_13.3521,9,0,6,2,1,2,9,3,2,8,10,15,2,12,4,3,14,12,3,1
evm.TU.chromosome_13.3520,0,0,11,0,0,3,14,0,0,1,12,0,5,0,0,0,0,27,0,4
evm.TU.chromosome_13.3523,15,0,52,27,0,7,25,54,13,24,17,37,34,33,11,8,22,48,0,0
evm.TU.chromosome_13.3522,17,0,24,4,21,10,65,12,0,26,16,5,7,14,11,1,26,62,0,7
evm.TU.chromosome_13.3529,104,0,312,7,7,127,52,260,12,90,75,89,190,58,112,22,100,78,7,0
evm.TU.chromosome_13.3528,325,0,1078,33,0,207,320,261,49,389,404,214,506,288,276,55,353,300,31,28
evm.TU.chromosome_11.757,0,0,0,11,0,1,2,2,0,11,0,6,2,2,3,0,0,15,0,0
evm.TU.chromosome_8.1852,2,0,18,17,3,33,0,31,0,11,8,9,109,4,10,4,23,13,0,0
evm.TU.chromosome_8.1853,0,0,0,0,0,0,0,6,0,0,4,4,15,0,19,0,0,0,0,0
Thr_1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thr_1014,3,0,2,1,0,1,1,1,1,1,2,1,1,1,2,1,1,1,1,0
Thr_1017,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0
Thr_1016,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0
Thr_1010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thr_1013,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thr_1018,2,0,0,0,0,0,1,0,1,0,0,2,0,0,3,1,1,0,1,0
evm.TU.chromosome_10.2748,26,0,66,13,0,20,10,25,25,72,24,24,31,72,11,14,28,26,0,0
evm.TU.chromosome_4.1388,242,0,72,43,2,26,185,74,29,193,124,47,64,7,137,10,77,31,19,12
evm.TU.chromosome_1.1522,6,0,201,0,0,13,193,4,0,20,8,37,39,0,0,23,10,17,0,0
Ser_90,1,0,4,1,1,1,4,3,1,3,1,1,1,1,2,2,1,1,0,0
Asp_2768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_9.1499,392,0,681,118,7,119,410,588,52,401,516,246,648,340,314,34,422,320,13,30
evm.TU.chromosome_9.1498,384,0,382,160,36,73,397,369,204,322,381,238,360,434,355,80,324,251,55,56
evm.TU.chromosome_9.1495,689,0,3159,7872,200,775,2679,3756,3856,2095,2149,1475,1583,4264,1739,219,2712,2455,247,206
evm.TU.chromosome_9.1494,160,0,250,79,20,35,177,196,10,124,151,75,148,119,82,32,123,103,20,4
evm.TU.chromosome_9.1497,140,0,129,76,5,18,79,26,19,241,124,45,85,148,122,16,139,83,0,13
evm.TU.chromosome_9.1496,133,0,303,41,12,152,206,226,17,177,212,67,311,259,200,46,166,134,0,19
evm.TU.chromosome_9.1491,1,0,3,1,0,4,1,6,0,1,1,1,4,3,1,0,2,1,0,0
evm.TU.chromosome_9.1490,24,0,17,0,0,1,5,20,8,14,3,13,6,12,5,9,14,4,1,0
evm.TU.chromosome_9.1493,390,0,517,135,0,97,287,261,26,314,589,147,333,229,255,49,299,268,14,20
evm.TU.chromosome_9.1492,619,0,369,94,0,74,342,264,25,351,565,177,253,333,339,45,522,316,0,16
evm.TU.chromosome_14.6534,19,0,102,8,0,91,42,61,18,46,17,36,62,52,41,0,0,16,0,17
evm.TU.chromosome_14.6535,89,0,197,41,0,74,116,97,16,78,161,72,144,63,76,9,105,90,17,11
evm.TU.chromosome_14.6536,39899,0,50990,44602,3790,15419,44002,59786,39998,48393,54551,32180,56436,31122,46623,8588,30972,44674,10332,6813
evm.TU.chromosome_14.6537,198,0,301,12,0,134,131,247,23,212,233,120,275,150,185,17,141,80,0,18
evm.TU.chromosome_14.6530,352,0,462,74,26,135,244,394,104,487,288,164,364,241,485,22,284,235,12,13
evm.TU.chromosome_14.6531,382,0,950,179,6,143,296,444,78,658,670,236,579,318,427,118,295,386,16,47
evm.TU.chromosome_14.6532,78,0,135,14,8,56,89,59,18,150,121,82,122,37,82,15,81,41,10,9
evm.TU.chromosome_14.6533,37,0,52,5,0,0,19,9,9,11,42,16,25,36,37,2,44,10,5,2
evm.TU.chromosome_14.6538,0,0,10,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0
evm.TU.chromosome_14.6539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.1792,11,0,0,0,0,4,0,0,0,8,0,0,0,14,0,0,0,0,0,0
evm.TU.chromosome_11.1793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.1790,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0
evm.TU.chromosome_11.1791,1,0,4,1,0,1,2,1,0,1,1,0,1,0,2,0,1,0,0,1
evm.TU.chromosome_11.1796,274,0,217,58,0,17,330,278,22,151,98,80,167,269,62,6,239,210,11,6
evm.TU.chromosome_11.1797,80,0,207,5,0,18,93,67,0,96,58,98,48,291,149,5,74,50,0,9
evm.TU.chromosome_11.1794,5,0,19,2,0,5,10,14,0,8,1,4,26,16,23,6,6,1,13,2
evm.TU.chromosome_11.1795,0,0,0,0,0,0,0,0,0,0,0,0,18,20,0,0,0,0,0,0
evm.TU.chromosome_11.1798,8,0,17,14,0,3,2,0,0,2,0,3,11,13,9,0,0,0,0,0
evm.TU.chromosome_11.1799,277,0,1527,121,7,162,546,312,85,80,33,89,369,681,334,17,29,179,67,33
evm.TU.chromosome_8.430,0,0,0,0,0,0,0,0,0,11,0,12,0,0,0,4,0,0,4,0
evm.TU.chromosome_8.431,12,0,361,188,4,56,42,167,12,49,66,2,59,52,201,0,134,69,19,0
evm.TU.chromosome_8.432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_8.433,0,0,43,0,0,0,0,0,0,0,0,0,10,10,12,0,0,14,0,0
evm.TU.chromosome_8.434,15,0,17,2,0,0,6,0,1,3,0,3,0,2,22,1,10,15,0,0
evm.TU.chromosome_8.435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_8.436,355,0,71,41,0,10,37,0,7,1,72,49,42,196,9,0,90,72,11,0
evm.TU.chromosome_8.437,4,0,6,0,0,0,0,3,1,3,6,1,0,5,2,0,0,8,0,0
evm.TU.chromosome_8.438,22,0,194,12,0,15,0,64,0,62,55,0,36,32,93,10,34,34,0,0
evm.TU.chromosome_8.439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_1.781,24,0,7,0,0,0,0,5,0,16,48,0,14,0,8,0,9,10,0,0
evm.TU.chromosome_1.780,27,0,0,0,0,0,4,0,0,0,22,5,14,0,13,0,0,45,0,0
evm.TU.chromosome_1.787,0,0,31,0,0,1,0,0,0,15,0,0,6,6,6,0,1,2,7,0
evm.TU.chromosome_1.786,24,0,17,0,0,95,110,18,0,28,0,4,34,126,13,0,30,0,0,0
evm.TU.chromosome_8.2112,67,0,265,29,0,15,25,42,0,35,39,8,31,32,41,0,0,52,0,0
evm.TU.chromosome_8.2113,34,0,136,0,0,0,84,187,0,40,31,0,11,24,54,0,25,38,0,0
evm.TU.chromosome_8.2110,468,0,717,203,11,176,379,469,211,324,298,263,534,359,293,213,272,299,33,47
evm.TU.chromosome_8.2111,208,0,103,36,0,37,106,129,4,181,187,42,97,122,183,21,97,144,0,0
evm.TU.chromosome_8.2116,136,0,35,10,0,15,105,35,17,37,130,56,9,48,408,0,86,62,0,6
evm.TU.chromosome_8.2117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_8.2114,21,0,25,0,0,11,27,0,0,15,12,0,21,24,0,0,11,31,0,0
evm.TU.chromosome_8.2115,26,0,45,0,0,5,93,184,0,8,17,0,0,25,0,8,0,26,0,0
evm.TU.chromosome_8.2118,0,0,0,6,4,0,61,36,45,0,0,0,0,0,0,0,55,0,0,8
evm.TU.chromosome_8.2119,0,0,4,2,1,0,4,6,0,0,0,4,1,0,1,0,0,0,4,0
evm.TU.chromosome_1.255,0,0,25,31,8,0,10,27,0,40,41,14,0,16,7,0,16,25,2,0
evm.TU.chromosome_1.254,37,0,58,0,0,2,105,27,9,38,20,24,40,43,22,5,40,21,0,3
evm.TU.chromosome_13.2292,76,0,152,33,0,37,106,72,10,100,107,51,163,59,57,7,55,32,29,0
evm.TU.chromosome_5.839,81,0,188,9,0,38,123,82,5,71,44,61,96,104,100,22,93,63,0,0
Gly_2367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gly_2365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_5.835,307,0,130,227,18,15,62,86,27,229,320,93,80,127,150,43,246,102,29,53
evm.TU.chromosome_5.834,11,0,7,0,0,0,2,0,0,3,5,3,2,8,0,4,4,7,5,0
evm.TU.chromosome_5.837,27,0,50,25,0,8,1,42,0,10,23,20,4,4,11,6,11,9,0,0
evm.TU.chromosome_5.836,69,0,213,28,0,21,69,99,5,52,60,38,257,52,103,11,43,47,8,0
evm.TU.chromosome_5.831,7,0,3,0,0,2,10,8,0,0,3,8,21,4,5,0,2,6,0,10
evm.TU.chromosome_5.830,0,0,116,0,3,17,149,97,0,53,7,2,123,61,66,38,65,3,0,0
evm.TU.chromosome_5.833,0,0,0,0,0,0,7,4,0,1,6,3,1,7,5,0,6,2,0,0
evm.TU.chromosome_5.832,22,0,26,36,0,3,32,17,1,32,6,4,4,30,18,10,30,16,0,10
Thr_2099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Thr_2097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Thr_2090,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
Thr_2091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thr_2092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thr_2093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.626,730,0,938,300,19,75,211,1217,116,363,426,214,570,790,614,145,363,140,50,68
evm.TU.chromosome_13.627,95,0,28,21,0,8,18,30,2,44,4,19,2,41,45,6,49,35,0,0
evm.TU.chromosome_13.624,16,0,30,10,0,6,7,6,0,6,12,6,19,13,4,0,0,20,4,0
evm.TU.chromosome_13.625,8,0,0,0,0,0,0,7,0,0,6,7,22,1,4,0,8,28,0,0
evm.TU.chromosome_13.622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0
evm.TU.chromosome_13.623,20,0,9,7,0,0,2,0,0,6,21,2,0,12,0,3,0,0,0,0
evm.TU.chromosome_13.620,4,0,6,0,0,0,0,14,0,5,10,0,0,0,5,0,0,5,0,0
evm.TU.chromosome_13.621,1,0,0,0,0,1,1,2,1,2,1,5,1,2,3,1,1,3,0,0
evm.TU.chromosome_13.628,381,0,277,133,16,109,181,260,56,337,312,163,403,417,291,40,266,332,31,40
evm.TU.chromosome_13.629,488,0,320,12,0,71,626,208,0,513,349,187,133,613,426,70,775,458,4,71
evm.TU.chromosome_13.1318,21,0,11,0,0,0,0,5,0,1,6,13,11,25,5,2,1,5,2,3
evm.TU.chromosome_13.1319,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.1310,27,0,201,37,4,91,136,148,4,122,56,106,131,207,47,11,42,82,19,8
evm.TU.chromosome_13.1311,4,0,140,17,0,29,94,61,0,28,15,18,96,90,47,5,8,54,7,0
evm.TU.chromosome_13.1312,0,0,75,56,0,11,54,44,0,10,19,15,54,23,15,6,0,17,16,0
evm.TU.chromosome_13.1313,0,0,0,0,0,4,7,0,0,0,6,40,4,16,0,0,3,4,11,0
evm.TU.chromosome_13.1314,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.1315,0,0,1,2,0,2,0,0,0,0,1,0,0,4,0,2,0,0,0,0
evm.TU.chromosome_13.1316,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,0
evm.TU.chromosome_13.1317,3,0,4,10,0,3,0,0,10,0,0,3,0,5,0,0,0,0,0,0
evm.TU.chromosome_6.2639,2357,0,27631,10102,586,7098,1929,21000,10819,3833,5086,7591,18192,6072,5788,827,1950,5115,448,698
evm.TU.chromosome_6.2638,13,0,36,1,0,15,24,11,2,11,14,4,9,23,9,2,4,3,2,1
evm.TU.chromosome_1.427,0,0,0,21,4,0,32,12,0,36,6,0,0,44,22,0,26,32,8,0
evm.TU.chromosome_6.2631,24,0,46,1,0,39,27,9,0,2,30,0,24,6,17,0,3,16,0,2
evm.TU.chromosome_6.2630,9,0,22,1,0,1,9,12,0,13,0,5,5,11,9,5,3,0,0,2
evm.TU.chromosome_6.2633,2,0,2,1,2,3,5,9,5,5,3,1,8,5,4,0,2,3,1,1
evm.TU.chromosome_6.2632,6,0,31,3,1,22,14,7,6,10,15,6,3,6,8,1,3,15,2,0
evm.TU.chromosome_6.2635,4,0,9,8,4,9,5,17,19,3,6,4,9,5,6,2,3,8,3,4
evm.TU.chromosome_6.2634,10,0,15,20,12,9,16,47,81,10,7,13,25,8,7,7,6,11,7,4
evm.TU.chromosome_6.2637,6,0,4,1,1,2,4,1,0,5,4,2,4,0,3,0,2,1,0,0
evm.TU.chromosome_6.2636,4,0,3,2,1,1,7,1,5,2,2,0,10,3,10,0,4,1,0,0
Thr_3331,0,0,0,0,0,0,3,0,2,0,1,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_10.159,30,0,215,52,0,30,111,106,132,52,55,46,49,83,54,6,69,61,20,10
evm.TU.chromosome_10.158,143,0,375,16,0,54,108,65,11,132,70,94,157,143,101,0,150,78,0,0
evm.TU.chromosome_10.157,80,0,169,20,0,65,109,85,12,131,93,28,159,205,157,8,118,81,0,22
evm.TU.chromosome_10.156,183,0,353,47,10,121,363,252,22,418,174,148,394,162,115,6,148,148,0,24
evm.TU.chromosome_10.155,203,0,414,141,9,56,389,269,41,313,285,216,250,284,141,56,286,174,38,24
evm.TU.chromosome_10.154,754,0,1599,498,44,340,864,953,218,937,1115,501,890,663,630,166,568,645,89,65
evm.TU.chromosome_10.153,867,0,1997,166,9,333,776,1015,43,627,865,421,1222,929,700,67,950,427,21,44
evm.TU.chromosome_10.152,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_10.151,113,0,26,14,0,0,33,12,7,17,61,8,6,19,9,0,39,6,0,0
evm.TU.chromosome_10.150,310,0,60,231,0,24,295,128,16,250,257,204,109,237,134,69,176,412,41,45
evm.TU.chromosome_14.3014,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
evm.TU.chromosome_14.3015,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_14.3016,0,0,2,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0
evm.TU.chromosome_14.3017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_14.3010,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_14.3011,0,0,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_14.3012,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_14.3013,8,0,38,6,2,3,33,3,0,3,6,10,6,6,19,0,4,0,0,0
evm.TU.chromosome_14.3018,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_14.3019,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0
evm.TU.chromosome_3.726,0,0,2,6,0,0,5,0,0,0,8,0,0,0,0,0,4,0,0,0
Thr_2633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thr_2637,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
evm.TU.chromosome_12.1580,225,0,322,57,0,60,445,277,34,318,263,116,159,198,372,56,278,230,5,45
Ala_1314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thr_3329,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Thr_3328,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0
Thr_3325,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
Thr_3327,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Thr_3326,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,2,0,0,0
evm.TU.chromosome_14.2165,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
