gene_id,trimmed.AST-1065_R1_001.fastq.gz.bam.gtf,trimmed.AST-1105_R1_001.fastq.gz.bam.gtf,trimmed.AST-1147_R1_001.fastq.gz.bam.gtf,trimmed.AST-1412_R1_001.fastq.gz.bam.gtf,trimmed.AST-1560_R1_001.fastq.gz.bam.gtf,trimmed.AST-1567_R1_001.fastq.gz.bam.gtf,trimmed.AST-1617_R1_001.fastq.gz.bam.gtf,trimmed.AST-1722_R1_001.fastq.gz.bam.gtf,trimmed.AST-2000_R1_001.fastq.gz.bam.gtf,trimmed.AST-2007_R1_001.fastq.gz.bam.gtf,trimmed.AST-2302_R1_001.fastq.gz.bam.gtf,trimmed.AST-2360_R1_001.fastq.gz.bam.gtf,trimmed.AST-2398_R1_001.fastq.gz.bam.gtf,trimmed.AST-2404_R1_001.fastq.gz.bam.gtf,trimmed.AST-2412_R1_001.fastq.gz.bam.gtf,trimmed.AST-2512_R1_001.fastq.gz.bam.gtf,trimmed.AST-2523_R1_001.fastq.gz.bam.gtf,trimmed.AST-2563_R1_001.fastq.gz.bam.gtf,trimmed.AST-2729_R1_001.fastq.gz.bam.gtf,trimmed.AST-2755_R1_001.fastq.gz.bam.gtf
evm.TU.chromosome_14.1095,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
evm.TU.chromosome_5.1608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_14.2218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_14.1090,61,0,10,0,8,0,11,16,8,10,92,0,5,29,22,0,18,49,0,0
evm.TU.chromosome_14.1091,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
evm.TU.chromosome_5.1604,1,0,11,10,0,6,1,5,0,0,26,6,4,8,4,0,0,7,0,0
evm.TU.chromosome_5.1605,4,0,13,19,4,28,6,32,55,20,4,13,16,2,6,10,0,15,0,0
evm.TU.chromosome_5.1606,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,2,0,4,0,0
evm.TU.chromosome_5.1607,3,0,0,8,0,24,7,10,0,9,0,0,13,0,5,0,6,4,0,0
evm.TU.chromosome_5.1600,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
evm.TU.chromosome_5.1601,79,0,226,0,0,0,0,96,0,0,90,37,0,0,0,0,0,61,0,0
evm.TU.chromosome_5.1602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_5.1603,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
evm.TU.chromosome_11.1719,794,0,1029,301,98,191,254,383,153,64,261,492,427,273,249,76,256,520,129,0
evm.TU.chromosome_13.358,0,0,10,59,0,8,2975,22,5721,20,4,12,0,0,62,0,3,0,15,6
evm.TU.chromosome_13.359,46,0,56,12,3,21,75,36,0,67,22,27,44,109,38,0,51,15,0,2
evm.TU.chromosome_13.356,0,0,0,0,0,0,0,0,32,0,0,0,35,0,34,0,0,0,0,0
evm.TU.chromosome_13.357,814,0,1372,177,17,305,740,955,215,893,597,577,1021,799,623,83,636,491,29,21
evm.TU.chromosome_13.354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.355,0,0,47,0,0,0,0,9,4,38,0,0,16,0,9,0,0,0,0,0
evm.TU.chromosome_13.352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_14.5407,84,0,107,21,0,28,47,29,13,35,20,23,34,41,31,0,34,17,6,0
evm.TU.chromosome_11.1149,7,0,47,0,0,3,5,3,2,13,4,35,5,10,1,1,12,12,20,0
evm.TU.chromosome_11.1148,0,0,4,0,2,3,5,6,0,6,0,2,0,1,0,0,3,2,0,0
evm.TU.chromosome_11.1143,1,0,15,2,2,3,2,3,2,4,2,1,4,1,3,0,3,3,0,0
evm.TU.chromosome_11.1142,2,0,15,2,4,3,4,9,5,8,1,2,2,2,5,1,3,4,2,0
evm.TU.chromosome_11.1141,624,0,778,193,18,206,562,332,123,399,389,264,631,409,464,111,384,321,41,20
evm.TU.chromosome_11.1140,421,0,711,332,19,206,345,529,74,294,490,144,604,138,372,51,271,212,70,33
evm.TU.chromosome_11.1147,0,0,7,0,0,1,1,11,2,8,2,5,2,12,1,0,0,3,0,0
evm.TU.chromosome_11.1146,15,0,111,3,0,9,21,44,5,36,7,6,28,20,4,0,19,17,4,2
evm.TU.chromosome_11.1145,9,0,52,3,0,12,8,24,4,13,9,6,17,9,6,5,6,11,0,4
evm.TU.chromosome_11.1144,0,0,1,0,0,3,0,3,0,4,4,5,0,1,2,0,7,4,0,0
evm.TU.chromosome_12.982,2,0,6,0,0,2,0,0,0,2,6,0,0,0,2,0,0,0,0,0
evm.TU.chromosome_12.983,347,0,420,20,8,37,194,135,28,314,305,136,109,308,298,48,235,240,8,7
evm.TU.chromosome_12.980,67,0,61,7,0,19,6,46,10,14,15,0,0,187,0,4,0,20,6,2
evm.TU.chromosome_12.981,155,0,166,11,0,64,0,88,8,27,20,3,0,297,3,0,21,48,0,0
evm.TU.chromosome_12.986,165,0,163,25,0,49,182,128,9,329,195,121,237,220,88,18,145,163,12,26
evm.TU.chromosome_12.987,4,0,0,0,0,0,69,8,5,25,6,0,0,38,9,0,4,8,0,0
evm.TU.chromosome_12.984,2,0,8,0,0,6,0,6,0,0,0,7,3,5,0,0,0,0,0,0
evm.TU.chromosome_12.985,445,0,663,189,10,96,331,434,69,345,501,164,235,375,381,37,389,230,21,36
evm.TU.chromosome_9.1312,118,0,153,21,0,50,90,124,23,162,115,76,103,97,138,15,154,93,0,10
evm.TU.chromosome_9.1313,2228,0,2853,959,70,709,1817,1820,242,2466,2643,1411,2350,1672,2107,304,1989,1678,139,249
evm.TU.chromosome_12.988,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_12.989,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_9.1316,21,0,21,13,8,29,65,10,9,101,25,19,29,63,43,3,23,43,0,3
evm.TU.chromosome_9.1317,114,0,206,30,0,39,114,114,20,174,58,76,96,110,119,37,123,110,0,13
evm.TU.chromosome_9.1314,145,0,182,94,3,18,124,108,39,252,244,98,303,101,148,41,168,114,0,10
evm.TU.chromosome_9.1315,174,0,371,27,0,48,101,123,21,205,278,97,170,205,216,49,156,134,20,14
evm.TU.chromosome_8.926,7,0,4,0,0,0,0,19,20,7,32,20,0,28,14,0,6,15,3,0
evm.TU.chromosome_10.1441,3,0,0,0,0,0,4,0,0,0,0,0,0,20,11,0,1,0,0,0
evm.TU.chromosome_3.288,17,0,51,0,0,12,23,10,0,15,3,6,23,34,5,0,7,7,0,0
evm.TU.chromosome_8.927,0,0,0,8,0,0,28,0,0,0,0,0,0,0,0,0,23,6,0,0
evm.TU.chromosome_6.1803,0,0,2,0,0,0,3,3,0,1,2,1,1,0,0,0,4,0,0,0
evm.TU.chromosome_14.1548,0,0,4,0,0,0,25,0,0,0,0,4,0,0,8,0,0,0,0,0
evm.TU.chromosome_14.1549,816,0,963,126,9,81,1530,383,21,844,558,361,324,1105,843,54,732,598,34,37
evm.TU.chromosome_6.1802,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,24,0,0,0
evm.TU.chromosome_14.1544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_14.1545,0,0,245,42,0,52,134,0,0,157,15,0,159,202,0,9,18,80,0,5
evm.TU.chromosome_14.1546,0,0,6,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0
evm.TU.chromosome_14.1547,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
evm.TU.chromosome_14.1540,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,4
evm.TU.chromosome_14.1541,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0
evm.TU.chromosome_14.1542,0,0,1,0,0,0,5,0,0,0,2,0,0,1,0,0,0,0,0,0
evm.TU.chromosome_14.1543,18,0,8,6,0,3,0,8,0,0,3,0,10,25,4,0,3,0,0,10
evm.TU.chromosome_11.457,28,0,0,0,0,0,0,18,15,0,3,0,9,16,51,0,10,0,5,0
evm.TU.chromosome_3.289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_8.928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_6.1806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_8.929,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_11.456,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_6.2020,1,0,14,4,1,9,5,17,0,6,9,0,9,14,5,0,12,3,0,0
evm.TU.chromosome_6.2021,33,0,21,0,0,27,19,15,0,4,18,3,29,19,27,0,45,4,0,1
evm.TU.chromosome_6.2022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_10.2410,0,0,0,0,0,6,0,40,7,0,0,0,9,0,0,0,3,0,0,0
evm.TU.chromosome_10.2417,331,0,172,0,24,0,186,0,14,112,566,24,0,0,197,0,0,91,14,64
evm.TU.chromosome_10.2416,960,0,1226,949,183,363,1080,1090,709,1540,987,583,1086,1422,1016,452,619,1124,279,39
evm.TU.chromosome_10.2415,5,0,6,12,7,21,2,14,38,3,12,4,3,7,3,0,0,1,0,0
evm.TU.chromosome_6.2027,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_6.2028,9,0,20,0,0,0,0,21,0,2,10,0,0,0,16,0,0,6,0,0
evm.TU.chromosome_6.2029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_10.2419,12,0,3,5,0,4,2,1,13,5,2,4,2,2,10,2,6,6,3,0
evm.TU.chromosome_10.2418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_14.6013,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0
evm.TU.chromosome_14.6012,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_14.6011,17,0,38,36,11,24,63,8,21,20,37,31,11,30,38,15,5,41,9,8
evm.TU.chromosome_14.6010,52,0,80,32,0,26,83,68,7,117,59,22,101,59,89,16,57,90,9,0
evm.TU.chromosome_7.828,345,0,686,59,29,93,490,293,157,564,228,435,259,372,379,246,459,441,110,75
evm.TU.chromosome_7.829,159,0,103,61,0,72,78,132,18,172,163,66,104,118,132,28,77,83,7,16
evm.TU.chromosome_9.2669,361,0,1211,281,0,357,422,1014,308,342,340,192,1426,315,348,57,349,357,44,35
evm.TU.chromosome_9.2668,18,0,60,11,0,5,31,7,2,19,13,4,0,22,3,3,3,4,0,0
evm.TU.chromosome_6.1507,0,0,0,0,0,0,89,0,0,0,0,0,15,0,0,6,134,0,0,0
evm.TU.chromosome_9.2663,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,11,0,0,0
evm.TU.chromosome_7.821,782,0,1968,46,18,505,857,1021,57,1000,494,494,1257,781,633,78,771,460,12,70
evm.TU.chromosome_9.2661,7,0,51,4,0,2,5,39,0,2,18,14,9,10,9,4,11,9,0,0
evm.TU.chromosome_9.2660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_7.824,412,0,534,18,0,119,245,213,29,369,243,202,253,355,319,21,280,194,25,18
evm.TU.chromosome_6.1504,0,0,40,0,0,3,0,0,0,5,0,0,0,21,0,0,0,29,0,0
evm.TU.chromosome_7.826,163,0,170,13,5,17,91,124,63,63,63,40,127,120,33,59,75,84,25,6
evm.TU.chromosome_7.827,14,0,84,11,2,14,46,46,8,35,32,10,104,11,21,6,12,12,0,0
Thr_32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_10.707,161,0,66,84,8,16,24,22,27,83,362,30,51,129,88,28,178,57,37,37
evm.TU.chromosome_9.49,497,0,869,88,2,382,333,363,33,340,344,217,921,447,367,42,543,382,13,29
evm.TU.chromosome_6.1505,44,0,117,21,1,18,57,99,19,67,28,23,89,191,78,1,35,125,9,5
evm.TU.chromosome_10.702,78,0,132,20,0,40,58,41,17,28,21,32,91,22,47,0,46,26,3,0
Thr_37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
evm.TU.chromosome_10.700,78,0,96,56,4,68,87,55,35,175,88,54,134,48,67,17,49,32,2,7
evm.TU.chromosome_10.701,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_9.43,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_9.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_9.41,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Thr_39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_9.47,40,0,19,12,0,0,25,15,11,35,24,0,21,6,14,3,5,24,0,0
evm.TU.chromosome_9.46,913,0,953,176,36,262,724,786,143,606,946,478,716,827,727,92,675,724,32,32
evm.TU.chromosome_9.45,131,0,125,39,0,27,86,165,14,97,99,52,46,56,36,5,30,21,0,0
evm.TU.chromosome_6.1503,23,0,50,0,0,131,0,246,75,28,160,0,139,132,186,50,0,58,0,0
evm.TU.chromosome_7.251,33,0,232,12,0,66,145,471,22,79,55,159,234,57,47,8,120,191,0,0
evm.TU.chromosome_6.1501,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_9.1335,27,0,0,0,0,0,0,6,16,31,0,7,0,0,0,0,29,0,0,0
evm.TU.chromosome_8.2679,10,0,33,16,0,0,29,12,4,67,21,0,20,15,17,0,8,23,0,0
evm.TU.chromosome_8.2678,118,0,0,66,0,13,67,23,0,72,81,32,6,38,42,5,64,35,0,0
evm.TU.chromosome_8.2673,0,0,56,0,0,0,0,4,0,0,0,0,4,23,42,18,4,6,0,0
evm.TU.chromosome_14.6699,33,0,47,25,0,16,62,57,0,17,237,0,26,59,17,0,38,27,0,0
evm.TU.chromosome_8.2671,0,0,164,0,6,11,36,136,21,80,96,13,46,56,28,5,48,41,26,24
evm.TU.chromosome_8.2670,0,0,0,2,4,17,0,75,0,3,0,12,9,0,0,0,0,0,0,0
evm.TU.chromosome_8.2677,52,0,402,0,0,43,104,73,0,72,65,59,145,282,92,29,141,99,12,10
evm.TU.chromosome_8.2676,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
evm.TU.chromosome_8.2675,291,0,1133,45,15,206,420,344,63,240,394,142,619,350,292,58,273,212,19,39
evm.TU.chromosome_14.6698,11,0,14,19,0,0,38,0,0,29,29,0,0,80,0,0,10,26,0,0
evm.TU.chromosome_2.1911,246,0,407,167,24,164,362,318,116,249,405,121,269,235,255,41,114,224,41,29
evm.TU.chromosome_2.1910,336,0,1312,276,4,295,401,547,70,487,444,273,647,186,260,43,423,195,47,61
evm.TU.chromosome_2.1913,154,0,190,26,0,64,171,124,0,104,154,62,178,99,68,35,109,64,21,7
evm.TU.chromosome_2.1912,193,0,290,27,10,160,196,270,35,172,219,138,289,246,124,20,193,148,29,13
evm.TU.chromosome_2.1915,871,0,1735,2063,154,645,1333,1778,711,994,1160,714,1854,1005,957,303,921,1092,298,84
evm.TU.chromosome_2.1914,345,0,493,138,16,155,422,395,30,246,442,186,361,313,221,60,310,264,17,18
evm.TU.chromosome_2.1917,37,0,11,4,0,0,55,46,3,0,20,12,15,25,4,0,19,20,0,0
evm.TU.chromosome_2.1916,231,0,182,64,0,24,72,204,26,142,199,56,70,184,188,29,144,149,4,0
evm.TU.chromosome_2.1919,205,0,67,13,14,36,55,27,0,961,326,24,20,9,147,0,129,25,14,20
evm.TU.chromosome_2.1918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_13.1563_evm.TU.chromosome_13.1548,26,0,0,3,0,0,0,29,0,17,19,0,7,17,1,0,10,11,0,2
evm.TU.chromosome_6.1508,7,0,24,0,0,12,0,24,0,18,0,0,0,0,134,0,178,40,0,3
evm.TU.chromosome_6.1509,5,0,2,2,0,2,2,8,2,4,34,2,4,4,8,6,1,16,7,5
Thr_3938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thr_3939,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_6.1591,1422,0,2230,844,208,735,1585,620,378,740,1135,611,582,664,2889,370,495,1310,300,68
evm.TU.chromosome_6.1590,6,0,10,0,0,14,0,13,0,4,0,4,6,23,5,0,0,3,0,4
evm.TU.chromosome_6.1593,113,0,0,58,1,57,0,0,2,0,56,34,259,97,195,41,46,178,22,4
evm.TU.chromosome_6.1592,306,0,463,54,5,139,116,56,21,107,165,28,98,175,440,24,51,160,6,14
evm.TU.chromosome_6.1595,271,0,210,209,4,113,264,92,38,96,159,96,214,380,308,35,74,382,66,48
evm.TU.chromosome_6.1594,275,0,133,253,46,70,75,31,29,71,92,150,195,194,481,87,120,256,42,30
evm.TU.chromosome_6.1597,13,0,82,61,1,27,16,0,3,60,32,3,29,111,0,0,3,57,2,2
evm.TU.chromosome_6.1596,199,0,223,85,5,88,0,6,11,124,101,117,223,209,0,4,2,194,0,41
evm.TU.chromosome_6.1599,168,0,231,31,0,34,99,105,0,113,113,61,59,217,189,23,179,76,10,23
evm.TU.chromosome_14.6691,38,0,32,37,0,12,46,14,0,38,52,21,56,77,29,0,40,34,0,0
evm.TU.chromosome_14.825,406,0,834,118,8,188,388,569,61,647,546,344,403,531,528,73,480,376,8,18
evm.TU.chromosome_14.824,3,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_14.823,0,0,0,4,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0
evm.TU.chromosome_14.822,312,0,789,48,15,368,675,467,17,177,219,194,436,381,335,16,274,128,0,22
evm.TU.chromosome_14.821,37,0,40,74,0,24,173,56,5,65,171,82,32,52,92,24,59,37,0,0
evm.TU.chromosome_11.1168,119,0,111,82,5,83,110,214,39,88,256,48,81,131,118,42,113,91,8,9
evm.TU.chromosome_2.344,191,0,211,6,0,51,104,102,0,252,118,55,88,121,72,18,132,118,0,14
evm.TU.chromosome_11.451,12,0,19,0,7,6,11,28,2,35,6,18,26,65,26,6,18,23,0,2
evm.TU.chromosome_2.345,5,0,56,17,1,9,441,19,17,38,28,29,547,17,0,37,29,46,12,5
evm.TU.chromosome_8.957,82,0,123,0,0,0,10,25,0,33,54,9,28,0,0,0,51,18,0,8
evm.TU.chromosome_8.956,0,0,0,0,0,0,0,0,0,25,0,70,0,119,0,6,0,7,0,8
evm.TU.chromosome_8.955,42,0,38,30,0,26,37,58,4,45,33,18,53,87,49,12,7,31,0,0
evm.TU.chromosome_8.954,135,0,197,0,0,48,106,164,6,104,101,41,112,78,82,24,91,92,0,11
evm.TU.chromosome_8.953,1021,0,984,1572,130,191,412,1286,88,2788,1579,342,647,1398,1084,269,762,749,195,91
evm.TU.chromosome_8.952,31,0,45,0,0,16,35,25,0,67,26,0,23,94,7,25,35,11,0,7
evm.TU.chromosome_8.951,111,0,261,24,0,48,124,230,36,135,144,93,84,133,95,25,149,54,0,21
evm.TU.chromosome_8.950,0,0,50,0,3,0,0,73,0,0,0,8,17,0,14,0,0,20,4,0
evm.TU.chromosome_14.1562,52,0,58,251,14,0,71,37,0,132,237,34,68,83,21,0,13,68,43,0
evm.TU.chromosome_8.959,4,0,61,128,10,4,0,16,72,25,29,7,3,10,39,5,20,21,9,0
evm.TU.chromosome_8.958,0,0,12,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0
evm.TU.chromosome_6.1047,75,0,0,0,0,10,0,0,0,0,0,23,0,241,0,0,0,0,0,0
evm.TU.chromosome_6.1046,133,0,268,70,2,30,60,101,31,97,151,105,89,200,169,15,117,84,3,26
evm.TU.chromosome_6.1045,101,0,201,85,0,62,144,140,57,162,154,65,155,156,71,24,167,89,19,15
evm.TU.chromosome_6.1044,484,0,957,113,0,132,443,331,31,293,412,340,573,642,440,68,483,445,17,44
evm.TU.chromosome_6.1043,1377,0,1195,1329,115,371,899,661,1101,1728,2000,987,976,1690,1713,383,1178,1194,450,197
evm.TU.chromosome_6.1042,983,0,1389,131,20,547,900,594,37,909,674,385,754,1001,860,120,1026,652,33,133
evm.TU.chromosome_6.1041,1482,0,3084,776,57,961,1240,1732,276,1640,1435,779,1672,1619,1063,196,1174,779,263,187
evm.TU.chromosome_6.1040,13,0,5,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,14,0
evm.TU.chromosome_12.612,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,0
evm.TU.chromosome_12.613,0,0,0,3,0,0,0,0,0,5,0,0,22,0,0,0,2,15,8,0
evm.TU.chromosome_12.610,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_12.611,0,0,0,0,0,0,0,0,0,0,4,5,0,2,0,0,6,0,0,0
evm.TU.chromosome_12.616,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,3,4,0,0
evm.TU.chromosome_12.617,10,0,4,0,0,6,0,6,0,3,0,6,1,2,3,0,2,0,6,0
evm.TU.chromosome_12.614,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0
evm.TU.chromosome_12.615,4,0,0,12,0,0,0,1,0,0,0,8,0,1,0,0,0,1,0,0
evm.TU.chromosome_5.1912,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_2.348,19,0,0,2,0,9,26,6,3,2,2,3,10,8,3,0,11,3,4,0
evm.TU.chromosome_2.349,8,0,1,2,0,13,10,8,1,4,0,0,10,6,2,1,5,9,1,1
evm.TU.chromosome_14.1568,35,0,47,0,0,22,0,0,0,17,14,56,0,33,16,4,38,57,0,0
evm.TU.chromosome_14.1569,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11,0,0
evm.TU.chromosome_14.5654,300,0,187,220,0,105,255,345,187,270,285,98,198,309,225,52,161,166,15,8
evm.TU.chromosome_14.5655,0,0,0,0,0,0,21,8,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_14.5656,12,0,13,0,0,6,7,40,0,18,13,0,28,0,3,11,9,37,0,0
evm.TU.chromosome_14.5657,170,0,185,31,0,12,49,145,0,112,48,44,75,48,65,12,39,85,0,4
evm.TU.chromosome_14.5650,686,0,419,22,16,24,282,173,0,476,301,259,197,498,255,17,471,139,19,0
evm.TU.chromosome_14.5651,674,0,306,144,3,51,279,316,80,514,152,122,254,470,441,42,252,137,35,27
evm.TU.chromosome_14.5652,18,0,32,22,0,6,0,9,0,23,21,19,13,18,16,0,14,18,3,0
evm.TU.chromosome_14.5653,527,0,860,51,6,172,609,600,50,543,532,285,340,489,244,81,487,593,19,42
evm.TU.chromosome_14.5658,230,0,757,78,0,91,254,337,44,243,232,168,515,334,223,36,235,131,0,18
evm.TU.chromosome_14.5659,0,0,0,0,0,0,3,0,26,0,0,0,0,0,3,0,0,0,0,0
evm.TU.chromosome_11.3158,224,0,198,19,3,21,115,143,8,133,94,67,149,97,189,20,134,24,1,16
evm.TU.chromosome_11.3159,168,0,633,48,0,88,197,428,36,292,81,127,732,262,155,39,309,273,26,0
evm.TU.chromosome_11.3152,137,0,215,52,20,34,135,162,108,145,91,107,114,274,161,27,161,159,43,18
evm.TU.chromosome_11.3153,133,0,322,47,0,63,136,150,31,121,124,89,200,139,63,14,93,71,11,0
evm.TU.chromosome_11.3150,631,0,777,27,13,230,408,431,56,636,340,268,516,498,438,97,331,386,40,45
evm.TU.chromosome_11.3151,69,0,198,118,27,81,206,274,151,177,138,75,323,133,106,28,104,119,61,7
evm.TU.chromosome_11.3156,344,0,207,85,6,115,162,199,25,279,353,116,156,251,184,19,255,250,48,35
evm.TU.chromosome_11.3157,76,0,185,9,0,73,121,96,40,124,68,50,124,108,33,29,101,90,11,16
evm.TU.chromosome_11.3154,60,0,123,53,18,25,120,100,6,88,62,20,91,121,61,10,55,28,3,9
evm.TU.chromosome_5.647,1,0,1,0,0,1,0,0,0,4,0,2,7,18,1,0,8,0,8,0
evm.TU.chromosome_9.1332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_9.1333,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_1.1896_evm.TU.chromosome_1.1897,496,0,1481,183,6,327,499,708,73,580,500,371,624,509,489,110,571,313,52,23
evm.TU.chromosome_14.4301,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_14.4300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_14.4303,0,0,5,12,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0
evm.TU.chromosome_14.4302,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
evm.TU.chromosome_14.4305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_14.4304,0,0,0,1,0,0,0,0,2,0,3,0,18,0,7,0,3,16,0,0
evm.TU.chromosome_14.4307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_14.4306,0,0,15,0,0,13,0,3,6,0,0,0,4,0,5,0,0,0,0,0
evm.TU.chromosome_14.4309,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_14.4308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_9.1337,101,0,144,6,0,83,105,112,16,194,129,52,0,166,39,0,91,74,23,11
evm.TU.chromosome_9.2755,43,0,25,18,0,23,46,30,0,138,29,18,11,82,79,0,17,102,0,17
evm.TU.chromosome_12.2208,0,0,20,31,0,0,32,45,0,8,18,0,50,0,45,0,31,23,0,0
evm.TU.chromosome_12.2209,11,0,4,0,0,0,19,0,0,4,28,0,9,0,4,0,0,13,0,0
evm.TU.chromosome_8.1599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
evm.TU.chromosome_8.1598,1,0,0,99,5,1,61,82,57,39,5,5,26,28,20,4,2,35,12,6
evm.TU.chromosome_8.1593,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_8.1592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
evm.TU.chromosome_8.1591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
