"","colony_id","Light_Value","Run","Treatment","micromol.cm2.s","micromol.cm2.h","Date"
"83","AST-1416","0",23,"Heat",-0.000275112598334621,-0.990405354004635,2021-06-24
"84","AST-1416","361",23,"Heat",0.00111432476001311,4.01156913604719,2021-06-24
"85","AST-1423","0",2,"Acclimatization",-3.11143709744875e-05,-0.112011735508155,2021-02-04
"86","AST-1423","350",2,"Acclimatization",0.000180735116034874,0.650646417725547,2021-02-04
"87","AST-1432","0",16,"Ambient",3.7401502966096e-06,0.0134645410677945,2021-04-29
"88","AST-1432","337",16,"Ambient",0.000523424667876788,1.88432880435644,2021-04-29
"89","AST-1434","0",15,"Ambient",-0.000125308260900247,-0.451109739240888,2021-04-29
"90","AST-1434","337",15,"Ambient",0.000256558988899405,0.923612360037859,2021-04-29
"91","AST-1443","0",15,"Ambient",-6.67412363505716e-05,-0.240268450862058,2021-04-29
"92","AST-1443","337",15,"Ambient",0.000369760463499028,1.3311376685965,2021-04-29
"93","AST-1457","0",5,"Ambient",0.000463263213949386,1.66774757021779,2021-03-04
"94","AST-1457","368",5,"Ambient",0.00044943709063633,1.61797352629079,2021-03-04
"95","AST-1458","0",21,"Ambient",-0.00011773704509807,-0.423853362353053,2021-06-24
"96","AST-1458","361",21,"Ambient",0.000791259258336686,2.84853333001207,2021-06-24
"97","AST-1473","0",11,"Heat",7.37135710083122e-05,0.265368855629924,2021-04-01
"98","AST-1473","320",11,"Heat",0.000611873596013191,2.20274494564749,2021-04-01
"99","AST-1474","0",18,"Ambient",-0.00046467935946206,-1.67284569406342,2021-05-27
"100","AST-1474","355",18,"Ambient",0.00103405623207108,3.72260243545589,2021-05-27
"101","AST-1486","0",31,"Heat",-0.00021463359200671,-0.772680931224155,2021-08-19
"102","AST-1486","358",31,"Heat",0.0005606177451706,2.01822388261416,2021-08-19
"103","AST-1496","0",11,"Heat",0.000100356313780309,0.361282729609113,2021-04-01
"104","AST-1496","320",11,"Heat",-0.000931085446825795,-3.35190760857286,2021-04-01
"105","AST-1497","0",6,"Ambient",0.000262067303011387,0.943442290840995,2021-03-04
"106","AST-1497","368",6,"Ambient",0.00086399220165988,3.11037192597557,2021-03-04
"107","AST-1498","0",23,"Heat",-0.000409902987590968,-1.47565075532749,2021-06-24
"108","AST-1498","361",23,"Heat",0.00200731509499314,7.22633434197532,2021-06-24
"109","AST-1499","0",19,"Heat",0.000477690744289412,1.71968667944188,2021-05-27
"110","AST-1499","355",19,"Heat",0.00108341900026026,3.90030840093692,2021-05-27
"111","AST-1540","0",27,"Heat",-0.000389489928292273,-1.40216374185218,2021-07-22
"112","AST-1540","334",27,"Heat",0.00186512375059954,6.71444550215834,2021-07-22
"113","AST-1560","0",30,"Ambient",-0.000765580800850247,-2.75609088306089,2021-08-19
"114","AST-1560","358",30,"Ambient",0.0045836773034658,16.5012382924769,2021-08-19
"115","AST-1562","0",24,"Heat",-0.000191825206174929,-0.690570742229744,2021-06-24
"116","AST-1562","361",24,"Heat",0.000752212220191342,2.70796399268883,2021-06-24
"117","AST-1567","0",3,"Acclimatization",-0.000111048479434957,-0.399774525965845,2021-02-04
"118","AST-1567","350",3,"Acclimatization",9.10390433709907e-05,0.327740556135567,2021-02-04
"119","AST-1568","0",17,"Ambient",0.000620090446958896,2.23232560905202,2021-05-27
"120","AST-1568","355",17,"Ambient",0.00556729071578369,20.0422465768213,2021-05-27
"121","AST-1578","0",24,"Heat",-5.25090191479761e-05,-0.189032468932714,2021-06-24
"122","AST-1578","361",24,"Heat",0.000807957228711553,2.90864602336159,2021-06-24
"123","AST-1585","0",1,"Acclimatization",-8.24825538120604e-06,-0.0296937193723417,2021-02-04
"124","AST-1585","350",1,"Acclimatization",-2.56237986675687e-05,-0.0922456752032474,2021-02-04
"125","AST-1593","0",3,"Acclimatization",0.000390279676331304,1.40500683479269,2021-02-04
"126","AST-1593","350",3,"Acclimatization",0.00100545241466477,3.61962869279317,2021-02-04
"127","AST-1617","0",22,"Ambient",-0.00018554306973011,-0.667955051028394,2021-06-24
"128","AST-1617","361",22,"Ambient",0.00147988409218061,5.32758273185019,2021-06-24
"129","AST-1618","0",2,"Acclimatization",0.000442163272383298,1.59178778057987,2021-02-04
"130","AST-1618","350",2,"Acclimatization",0.00189404187696738,6.81855075708256,2021-02-04
"131","AST-1630","0",7,"Heat",-0.000408508325511894,-1.47062997184282,2021-03-04
"132","AST-1630","368",7,"Heat",0.000601182769179228,2.16425796904522,2021-03-04
"133","AST-1647","0",31,"Heat",-0.000121088571781887,-0.435918858414792,2021-08-19
"134","AST-1647","358",31,"Heat",0.000264738021721837,0.953056878198612,2021-08-19
"135","AST-1649","0",7,"Heat",-0.000102469176049651,-0.368889033778745,2021-03-04
"136","AST-1649","368",7,"Heat",0.000371699810930523,1.33811931934988,2021-03-04
"137","AST-1689","0",14,"Heat",-0.00120683415403667,-4.34460295453201,2021-04-29
"138","AST-1689","337",14,"Heat",-0.00129252442419489,-4.65308792710159,2021-04-29
"139","AST-1692","0",21,"Ambient",-0.000196653643687381,-0.707953117274571,2021-06-24
"140","AST-1692","361",21,"Ambient",0.00416482680315676,14.9933764913643,2021-06-24
"141","AST-1694","0",19,"Heat",-0.000189743610662715,-0.683076998385775,2021-05-27
"142","AST-1694","355",19,"Heat",0.000151199464748825,0.544318073095771,2021-05-27
"143","AST-1696","0",6,"Ambient",0.000354447156853959,1.27600976467425,2021-03-04
"144","AST-1696","368",6,"Ambient",0.00107134505904763,3.85684221257148,2021-03-04
"145","AST-1698","0",28,"Heat",-0.000543014383967408,-1.95485178228267,2021-07-22
"146","AST-1698","334",28,"Heat",0.00227841723914018,8.20230206090465,2021-07-22
"147","AST-1719","0",16,"Ambient",0.000313972988472624,1.13030275850145,2021-04-29
"148","AST-1719","337",16,"Ambient",0.00107182971824076,3.85858698566672,2021-04-29
"149","AST-1722","0",1,"Acclimatization",-0.000669176447853104,-2.40903521227118,2021-02-04
"150","AST-1722","350",1,"Acclimatization",0.000238785846592633,0.85962904773348,2021-02-04
"151","AST-1735","0",11,"Heat",-5.05747485838667e-05,-0.18206909490192,2021-04-01
"152","AST-1735","320",11,"Heat",0.000746879245854083,2.6887652850747,2021-04-01
"153","AST-1739","0",29,"Ambient",-0.000191647013256571,-0.689929247723655,2021-08-19
"154","AST-1739","358",29,"Ambient",0.00032751619552505,1.17905830389018,2021-08-19
"155","AST-1742","0",28,"Heat",-0.000111381106801671,-0.400971984486017,2021-07-22
"156","AST-1742","334",28,"Heat",0.000851645241882058,3.06592287077541,2021-07-22
"157","AST-1748","0",26,"Ambient",-8.09413610993672e-05,-0.291388899957722,2021-07-22
"158","AST-1748","334",26,"Ambient",0.000137589303420855,0.495321492315079,2021-07-22
"159","AST-1754","0",20,"Heat",0.00202755812102562,7.29920923569222,2021-05-27
"160","AST-1754","355",20,"Heat",0.0124391549759386,44.7809579133789,2021-05-27
"161","AST-1761","0",12,"Heat",7.7120063449045e-05,0.277632228416562,2021-04-01
"162","AST-1761","320",12,"Heat",0.000524786268393446,1.88923056621641,2021-04-01
"163","AST-1777","0",7,"Heat",8.13255999197757e-05,0.292772159711193,2021-03-04
"164","AST-1777","368",7,"Heat",0.00133040111138025,4.78944400096891,2021-03-04
"165","AST-1826","0",19,"Heat",-1.81314756355983e-05,-0.065273312288154,2021-05-27
"166","AST-1826","355",19,"Heat",0.00091615869710856,3.29817130959082,2021-05-27
"167","AST-2000","0",22,"Ambient",-0.000132538361023743,-0.477138099685473,2021-06-24
"168","AST-2000","361",22,"Ambient",0.000912574246831235,3.28526728859245,2021-06-24
"169","AST-2003","0",1,"Acclimatization",-0.000337460157652933,-1.21485656755056,2021-02-04
"170","AST-2003","350",1,"Acclimatization",0.00287249767180176,10.3409916184863,2021-02-04
"171","AST-2007","0",32,"Heat",-0.00031184944847647,-1.12265801451529,2021-08-19
"172","AST-2007","358",32,"Heat",0.0018867369384524,6.79225297842865,2021-08-19
"173","AST-2016","0",15,"Ambient",-0.000147902741282835,-0.532449868618207,2021-04-29
"174","AST-2016","337",15,"Ambient",0.000322412361131313,1.16068450007273,2021-04-29
"175","AST-2020","0",9,"Ambient",-0.00016746934202238,-0.602889631280569,2021-04-01
"176","AST-2020","320",9,"Ambient",0.000154819712788039,0.557350966036939,2021-04-01
"177","AST-2044","0",27,"Heat",-0.000369616885719898,-1.33062078859163,2021-07-22
"178","AST-2044","334",27,"Heat",0.00314270516830197,11.3137386058871,2021-07-22
"179","AST-2060","0",17,"Ambient",0.000151622738136361,0.545841857290899,2021-05-27
"180","AST-2060","355",17,"Ambient",0.0036033744961838,12.9721481862617,2021-05-27
"181","AST-2079","0",28,"Heat",-0.000557404382207904,-2.00665577594846,2021-07-22
"182","AST-2079","334",28,"Heat",0.00219057024609844,7.88605288595439,2021-07-22
"183","AST-2165","0",11,"Heat",0.000420353574335977,1.51327286760952,2021-04-01
"184","AST-2165","320",11,"Heat",0.000874792012046697,3.14925124336811,2021-04-01
"185","AST-2168","0",26,"Ambient",-0.000236138345236151,-0.850098042850143,2021-07-22
"186","AST-2168","334",26,"Ambient",0.00082525155302588,2.97090559089317,2021-07-22
"187","AST-2197","0",2,"Acclimatization",0.000514589803388791,1.85252329219965,2021-02-04
"188","AST-2197","350",2,"Acclimatization",0.00163191927884178,5.87490940383042,2021-02-04
"189","AST-2198","0",4,"Acclimatization",-9.14778204139024e-05,-0.329320153490049,2021-02-04
"190","AST-2198","350",4,"Acclimatization",0.000971003656970992,3.49561316509557,2021-02-04
"191","AST-2208","0",25,"Ambient",-0.000474054487466616,-1.70659615487982,2021-07-22
"192","AST-2208","334",25,"Ambient",0.00139163045004208,5.0098696201515,2021-07-22
"193","AST-2209","0",6,"Ambient",-2.4516418033299e-05,-0.0882591049198764,2021-03-04
"194","AST-2209","368",6,"Ambient",0.000361020179627095,1.29967264665754,2021-03-04
"195","AST-2211","0",32,"Heat",-0.000166879961486806,-0.600767861352501,2021-08-19
"196","AST-2211","358",32,"Heat",0.0007899213746514,2.84371694874504,2021-08-19
"197","AST-2301","0",8,"Heat",4.74329282953629e-05,0.170758541863306,2021-03-04
"198","AST-2301","368",8,"Heat",0.000433990448007031,1.56236561282531,2021-03-04
"199","AST-2302","0",29,"Ambient",-0.000149857394067949,-0.539486618644617,2021-08-19
"200","AST-2302","358",29,"Ambient",0.00130537171444821,4.69933817201355,2021-08-19
"201","AST-2360","0",21,"Ambient",-0.000146107124467177,-0.525985648081838,2021-06-24
"202","AST-2360","361",21,"Ambient",0.000404942825736904,1.45779417265285,2021-06-24
"203","AST-2375","0",22,"Ambient",-0.000395934921060749,-1.42536571581869,2021-06-24
"204","AST-2375","361",22,"Ambient",0.0011525670801811,4.14924148865195,2021-06-24
"205","AST-2378","0",5,"Ambient",-2.21503657608586e-06,-0.00797413167390908,2021-03-04
"206","AST-2378","368",5,"Ambient",0.000370465568242274,1.33367604567219,2021-03-04
"207","AST-2398","0",3,"Acclimatization",0.000763422443819194,2.7483207977491,2021-02-04
"208","AST-2398","350",3,"Acclimatization",0.00127735694722544,4.59848501001158,2021-02-04
"209","AST-2403","0",10,"Ambient",-0.000177212447388217,-0.637964810597582,2021-04-01
"210","AST-2403","320",10,"Ambient",-1.84092862599129e-05,-0.0662734305356865,2021-04-01
"211","AST-2404","0",24,"Heat",-0.000709390170440569,-2.55380461358605,2021-06-24
"212","AST-2404","361",24,"Heat",0.00446308843695575,16.0671183730407,2021-06-24
"213","AST-2412","0",24,"Heat",-0.000287708306069371,-1.03574990184974,2021-06-24
"214","AST-2412","361",24,"Heat",0.00136770280716543,4.92373010579556,2021-06-24
"215","AST-2512","0",23,"Heat",-0.000284297273543058,-1.02347018475501,2021-06-24
"216","AST-2512","361",23,"Heat",0.00165263510418662,5.94948637507185,2021-06-24
"217","AST-2520","0",5,"Ambient",-0.000212099632981553,-0.763558678733592,2021-03-04
"218","AST-2520","368",5,"Ambient",0.000194894906388823,0.701621662999763,2021-03-04
"219","AST-2521","0",20,"Heat",0.00205551620388882,7.39985833399975,2021-05-27
"220","AST-2521","355",20,"Heat",0.00234519292369811,8.44269452531318,2021-05-27
"221","AST-2523","0",29,"Ambient",-0.000445948352078689,-1.60541406748328,2021-08-19
"222","AST-2523","358",29,"Ambient",0.00424134673661234,15.2688482518044,2021-08-19
"223","AST-2533","0",1,"Acclimatization",0.000107385122586696,0.386586441312105,2021-02-04
"224","AST-2533","350",1,"Acclimatization",0.000604928278647683,2.17774180313166,2021-02-04
"225","AST-2538","0",10,"Ambient",-0.00045999865404074,-1.65599515454666,2021-04-01
"226","AST-2538","320",10,"Ambient",-0.000147699737028369,-0.531719053302129,2021-04-01
"227","AST-2539","0",9,"Ambient",-0.000113854251645266,-0.409875305922956,2021-04-01
"228","AST-2539","320",9,"Ambient",0.00021612465312927,0.778048751265371,2021-04-01
"229","AST-2541","0",12,"Heat",-8.80690711282171e-05,-0.317048656061582,2021-04-01
"230","AST-2541","320",12,"Heat",0.000421107663125137,1.51598758725049,2021-04-01
"231","AST-2561","0",13,"Heat",-0.000230781735400663,-0.830814247442386,2021-04-29
"232","AST-2561","337",13,"Heat",0.000341492334320215,1.22937240355277,2021-04-29
"233","AST-2563","0",23,"Heat",-0.000579626585120349,-2.08665570643326,2021-06-24
"234","AST-2563","361",23,"Heat",0.00192607443994834,6.93386798381402,2021-06-24
"235","AST-2669","0",19,"Heat",0.00031688234692687,1.14077644893673,2021-05-27
"236","AST-2669","355",19,"Heat",0.00114890964491892,4.13607472170813,2021-05-27
"237","AST-2728","0",20,"Heat",0.000280069952267998,1.00825182816479,2021-05-27
"238","AST-2728","355",20,"Heat",0.00258216229803289,9.29578427291842,2021-05-27
"239","AST-2729","0",32,"Heat",-0.000317913288311621,-1.14448783792184,2021-08-19
"240","AST-2729","358",32,"Heat",0.00121080387770367,4.3588939597332,2021-08-19
"241","AST-2731","0",14,"Heat",-0.000913268836774753,-3.28776781238911,2021-04-29
"242","AST-2731","337",14,"Heat",-0.000469555726226845,-1.69040061441664,2021-04-29
"243","AST-2755","0",31,"Heat",-0.000313237044035103,-1.12765335852637,2021-08-19
"244","AST-2755","358",31,"Heat",0.00226654885700376,8.15957588521353,2021-08-19
"245","AST-2859","0",2,"Acclimatization",9.48357226739171e-05,0.341408601626101,2021-02-04
"246","AST-2859","350",2,"Acclimatization",0.00123705459087708,4.45339652715748,2021-02-04
"247","AST-2867","0",16,"Ambient",0.000131412333209972,0.4730843995559,2021-04-29
"248","AST-2867","337",16,"Ambient",0.00134898096211841,4.85633146362626,2021-04-29
"249","AST-2870","0",27,"Heat",-0.000152012894537254,-0.547246420334115,2021-07-22
"250","AST-2870","334",27,"Heat",0.00119167469402059,4.29002889847412,2021-07-22
"251","AST-2873","0",1,"Acclimatization",-8.93308293693243e-05,-0.321590985729568,2021-02-04
"252","AST-2873","350",1,"Acclimatization",0.000189637503134539,0.682695011284342,2021-02-04
"253","AST-2880","0",17,"Ambient",-0.00016804361808528,-0.604957025107008,2021-05-27
"254","AST-2880","355",17,"Ambient",0.00115132002214378,4.14475207971761,2021-05-27
"255","AST-3002","0",29,"Ambient",-0.00026889840933082,-0.968034273590951,2021-08-19
"256","AST-3002","358",29,"Ambient",0.000581335547555212,2.09280797119876,2021-08-19
