Id,Time,Delta T [min],Device,Channel,Sensor,Calibration,User,Value,Oxygen Unit,Temp,Temperature Unit,Pressure,Pressure Unit,Mode,Salinity [pmil],Error
9230232,8:28,55646.005,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),16/12/20 8:14:14,default,249.075,µmol/L,11.358,°C,1031.000,hPa,Humid,35,0
9230239,8:28,55646.017,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),16/12/20 8:14:14,default,249.223,µmol/L,11.355,°C,1031.000,hPa,Humid,35,0
9230247,8:28,55646.076,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),16/12/20 8:14:14,default,249.278,µmol/L,11.345,°C,1031.000,hPa,Humid,35,0
9230256,8:28,55646.218,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),16/12/20 8:14:14,default,249.359,µmol/L,11.343,°C,1031.000,hPa,Humid,35,0
9230262,8:28,55646.218,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),16/12/20 8:14:14,default,249.276,µmol/L,11.343,°C,1031.000,hPa,Humid,35,0
9230272,8:28,55646.218,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),16/12/20 8:14:14,default,249.155,µmol/L,11.353,°C,1031.000,hPa,Humid,35,0
9230280,8:28,55646.218,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),16/12/20 8:14:14,default,249.197,µmol/L,11.353,°C,1031.000,hPa,Humid,35,0
9230288,8:28,55646.218,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),16/12/20 8:14:14,default,249.208,µmol/L,11.346,°C,1031.000,hPa,Humid,35,0
9230296,8:28,55646.218,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),16/12/20 8:14:14,default,249.208,µmol/L,11.346,°C,1031.000,hPa,Humid,35,0
9230304,8:28,55646.218,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),16/12/20 8:14:14,default,249.158,µmol/L,11.350,°C,1031.000,hPa,Humid,35,0
9230312,8:28,55646.218,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),16/12/20 8:14:14,default,249.262,µmol/L,11.350,°C,1031.000,hPa,Humid,35,0
9230320,8:28,55646.218,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),16/12/20 8:14:14,default,249.171,µmol/L,11.356,°C,1031.000,hPa,Humid,35,0
9230327,8:28,55646.218,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),16/12/20 8:14:14,default,249.213,µmol/L,11.356,°C,1031.000,hPa,Humid,35,0
9230336,8:28,55646.234,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),16/12/20 8:14:14,default,249.150,µmol/L,11.359,°C,1031.000,hPa,Humid,35,0
9230344,8:28,55646.250,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),16/12/20 8:14:14,default,249.171,µmol/L,11.359,°C,1031.000,hPa,Humid,35,0
9230352,8:28,55646.266,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),16/12/20 8:14:14,default,249.140,µmol/L,11.358,°C,1031.000,hPa,Humid,35,0
9230360,8:28,55646.283,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),16/12/20 8:14:14,default,249.161,µmol/L,11.358,°C,1031.000,hPa,Humid,35,0
9230374,8:28,55646.300,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),16/12/20 8:14:14,default,248.974,µmol/L,11.368,°C,1031.000,hPa,Humid,35,0
9230381,8:28,55646.316,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),16/12/20 8:14:14,default,249.043,µmol/L,11.367,°C,1031.000,hPa,Humid,35,0
9230389,8:28,55646.333,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),16/12/20 8:14:14,default,249.241,µmol/L,11.358,°C,1031.000,hPa,Humid,35,0
9230397,8:28,55646.350,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),16/12/20 8:14:14,default,248.990,µmol/L,11.366,°C,1031.000,hPa,Humid,35,0
9230406,8:28,55646.367,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),16/12/20 8:14:14,default,249.187,µmol/L,11.349,°C,1031.000,hPa,Humid,35,0
9230412,8:28,55646.383,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),16/12/20 8:14:14,default,249.145,µmol/L,11.352,°C,1031.000,hPa,Humid,35,0
9230420,8:28,55646.400,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),16/12/20 8:14:14,default,249.161,µmol/L,11.352,°C,1031.000,hPa,Humid,35,0
9230430,8:28,55646.417,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),16/12/20 8:14:14,default,249.096,µmol/L,11.350,°C,1031.000,hPa,Humid,35,0
9230439,8:28,55646.433,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),16/12/20 8:14:14,default,249.138,µmol/L,11.363,°C,1031.000,hPa,Humid,35,0
