Id,Time,Delta T [min],Device,Channel,Sensor,Calibration,User,Value,Oxygen Unit,Temp,Temperature Unit,Pressure,Pressure Unit,Mode,Salinity [pmil],Error
9230165,8:28,55645.724,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),16/12/20 8:04:45,default,212.296,µmol/L,11.223,°C,1031.000,hPa,Humid,35,16
9230172,8:28,55645.750,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),16/12/20 8:04:45,default,212.273,µmol/L,11.217,°C,1031.000,hPa,Humid,35,16
9230173,8:28,55645.767,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),16/12/20 8:04:45,default,212.284,µmol/L,11.215,°C,1031.000,hPa,Humid,35,16
9230179,8:28,55645.784,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),16/12/20 8:04:45,default,212.154,µmol/L,11.224,°C,1031.000,hPa,Humid,35,16
9230182,8:28,55645.800,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),16/12/20 8:04:45,default,212.229,µmol/L,11.221,°C,1031.000,hPa,Humid,35,16
9230190,8:28,55645.816,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),16/12/20 8:04:45,default,212.204,µmol/L,11.222,°C,1031.000,hPa,Humid,35,16
9230197,8:28,55645.833,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),16/12/20 8:04:45,default,212.212,µmol/L,11.226,°C,1031.000,hPa,Humid,35,16
9230204,8:28,55645.850,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),16/12/20 8:04:45,default,212.188,µmol/L,11.224,°C,1031.000,hPa,Humid,35,16
9230207,8:28,55645.866,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),16/12/20 8:04:45,default,212.168,µmol/L,11.225,°C,1031.000,hPa,Humid,35,16
9230214,8:28,55645.883,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),16/12/20 8:04:45,default,212.153,µmol/L,11.217,°C,1031.000,hPa,Humid,35,16
9230222,8:28,55645.900,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),16/12/20 8:04:45,default,212.161,µmol/L,11.218,°C,1031.000,hPa,Humid,35,16
9230230,8:28,55645.917,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),16/12/20 8:04:45,default,212.051,µmol/L,11.227,°C,1031.000,hPa,Humid,35,16
9230234,8:28,55645.933,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),16/12/20 8:04:45,default,212.150,µmol/L,11.217,°C,1031.000,hPa,Humid,35,16
9230243,8:28,55645.950,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),16/12/20 8:04:45,default,212.174,µmol/L,11.214,°C,1031.000,hPa,Humid,35,16
9230250,8:28,55646.135,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),16/12/20 8:04:45,default,212.228,µmol/L,11.221,°C,1031.000,hPa,Humid,35,16
9230257,8:28,55646.135,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),16/12/20 8:04:45,default,212.109,µmol/L,11.226,°C,1031.000,hPa,Humid,35,16
9230265,8:28,55646.135,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),16/12/20 8:04:45,default,212.178,µmol/L,11.226,°C,1031.000,hPa,Humid,35,16
9230275,8:28,55646.135,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),16/12/20 8:04:45,default,212.041,µmol/L,11.233,°C,1031.000,hPa,Humid,35,16
9230282,8:28,55646.135,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),16/12/20 8:04:45,default,211.990,µmol/L,11.233,°C,1031.000,hPa,Humid,35,16
9230289,8:28,55646.135,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),16/12/20 8:04:45,default,211.910,µmol/L,11.235,°C,1031.000,hPa,Humid,35,16
9230297,8:28,55646.135,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),16/12/20 8:04:45,default,211.961,µmol/L,11.235,°C,1031.000,hPa,Humid,35,16
9230306,8:28,55646.135,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),16/12/20 8:04:45,default,211.962,µmol/L,11.232,°C,1031.000,hPa,Humid,35,16
9230313,8:28,55646.135,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),16/12/20 8:04:45,default,211.877,µmol/L,11.232,°C,1031.000,hPa,Humid,35,16
9230321,8:28,55646.135,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),16/12/20 8:04:45,default,212.002,µmol/L,11.226,°C,1031.000,hPa,Humid,35,16
9230329,8:28,55646.135,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),16/12/20 8:04:45,default,211.951,µmol/L,11.226,°C,1031.000,hPa,Humid,35,16
9230337,8:28,55646.150,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),16/12/20 8:04:45,default,211.759,µmol/L,11.237,°C,1031.000,hPa,Humid,35,16
9230345,8:28,55646.166,SABD0000000001 (OXY-10 ST),4,OXY-CH4 (PSt7-10),16/12/20 8:04:45,default,211.879,µmol/L,11.237,°C,1031.000,hPa,Humid,35,16
