DATAH,Record,Date,Time,INPUT2,CHK
DATA,136,2/27/21,17:46:00,221.76,53
DATA,137,2/27/21,17:47:00,221.76,58
DATA,138,2/27/21,17:48:00,221.71,40
DATA,139,2/27/21,17:49:00,221.81,46
DATA,140,2/27/21,17:50:00,221.73,34
DATA,141,2/27/21,17:51:00,221.67,41
DATA,142,2/27/21,17:52:00,221.73,34
DATA,143,2/27/21,17:53:00,221.66,41
DATA,144,2/27/21,17:54:00,221.64,44
DATA,145,2/27/21,17:55:00,221.72,39
DATA,146,2/27/21,17:56:00,221.7,42
DATA,147,2/27/21,17:57:00,221.74,51
DATA,148,2/27/21,17:58:00,221.8,53
DATA,149,2/27/21,17:59:00,221.83,51
DATA,150,2/27/21,18:00:00,221.7,29
DATA,151,2/27/21,18:01:00,221.65,38
DATA,152,2/27/21,18:02:00,221.76,36
DATA,153,2/27/21,18:03:00,221.43,35
DATA,154,2/27/21,18:04:00,221.78,48
DATA,155,2/27/21,18:05:00,221.61,45
DATA,156,2/27/21,18:06:00,221.58,47
DATA,157,2/27/21,18:07:00,221.81,47
DATA,158,2/27/21,18:08:00,221.79,59
DATA,159,2/27/21,18:09:00,221.69,54
DATA,160,2/27/21,18:10:00,221.72,35
DATA,161,2/27/21,18:11:00,221.54,40
DATA,162,2/27/21,18:12:00,221.73,46
DATA,163,2/27/21,18:13:00,221.66,44
DATA,164,2/27/21,18:14:00,221.77,51
DATA,165,2/27/21,18:15:00,220.64,50
DATA,166,2/27/21,18:16:00,221.77,51
DATA,167,2/27/21,18:17:00,221.78,57
DATA,168,2/27/21,18:18:00,221.84,59
DATA,169,2/27/21,18:19:00,221.79,68
DATA,170,2/27/21,18:20:00,221.91,40
DATA,171,2/27/21,18:21:00,221.83,46
DATA,172,2/27/21,18:22:00,221.86,54
DATA,173,2/27/21,18:23:00,221.91,37
DATA,174,2/27/21,18:24:00,221.82,41
DATA,175,2/27/21,18:25:00,221.86,50
DATA,176,2/27/21,18:26:00,221.87,56
DATA,177,2/27/21,18:27:00,221.78,52
DATA,178,2/27/21,18:28:00,221.86,56
DATA,179,2/27/21,18:29:00,221.9,56
DATA,180,2/27/21,18:30:00,221.7,32
DATA,181,2/27/21,18:31:00,221.85,41
DATA,182,2/27/21,18:32:00,221.71,41
DATA,183,2/27/21,18:33:00,221.79,54
DATA,184,2/27/21,18:34:00,221.75,46
DATA,185,2/27/21,18:35:00,221.78,54
DATA,186,2/27/21,18:36:00,221.79,60
DATA,187,2/27/21,18:37:00,221.87,55
DATA,188,2/27/21,18:38:00,221.83,56
DATA,189,2/27/21,18:39:00,221.71,57
DATA,190,2/27/21,18:40:00,221.77,50
DATA,191,2/27/21,18:41:00,221.69,47
DATA,192,2/27/21,18:42:00,221.92,48
DATA,193,2/27/21,18:43:00,221.7,49
DATA,194,2/27/21,18:44:00,221.71,46
DATA,195,2/27/21,18:45:00,221.87,58
DATA,196,2/27/21,18:46:00,221.76,61
DATA,197,2/27/21,18:47:00,221.83,63
DATA,198,2/27/21,18:48:00,221.92,59
DATA,199,2/27/21,18:49:00,221.76,66
DATA,200,2/27/21,18:50:00,221.71,39
DATA,201,2/27/21,18:51:00,221.92,38
DATA,202,2/27/21,18:52:00,221.92,43
DATA,203,2/27/21,18:53:00,221.81,46
DATA,204,2/27/21,18:54:00,221.85,46
DATA,205,2/27/21,18:55:00,221.86,52
DATA,206,2/27/21,18:56:00,221.77,56
DATA,207,2/27/21,18:57:00,221.98,64
DATA,208,2/27/21,18:58:00,221.81,43
DATA,209,2/27/21,18:59:00,221.88,55
DATA,210,2/27/21,19:00:00,222.02,24
DATA,211,2/27/21,19:01:00,221.98,34
DATA,212,2/27/21,19:02:00,221.95,36
DATA,213,2/27/21,19:03:00,221.91,37
DATA,214,2/27/21,19:04:00,221.98,48
DATA,215,2/27/21,19:05:00,221.97,43
DATA,216,2/27/21,19:06:00,221.97,48
DATA,217,2/27/21,19:07:00,222.02,40
DATA,218,2/27/21,19:08:00,222.02,36
DATA,219,2/27/21,19:09:00,222.02,41
DATA,220,2/27/21,19:10:00,222.05,31
DATA,221,2/27/21,19:11:00,221.97,46
DATA,222,2/27/21,19:12:00,221.94,38
DATA,223,2/27/21,19:13:00,221.94,43
DATA,224,2/27/21,19:14:00,222.16,43
DATA,225,2/27/21,19:15:00,221.58,44
DATA,226,2/27/21,19:16:00,221.99,54
DATA,227,2/27/21,19:17:00,221.91,51
DATA,228,2/27/21,19:18:00,221.9,55
DATA,229,2/27/21,19:19:00,219.23,54
DATA,230,2/27/21,19:20:00,219.3,38
DATA,231,2/27/21,19:21:00,219.08,48
DATA,232,2/27/21,19:22:00,219.18,45
DATA,233,2/27/21,19:23:00,219.15,47
DATA,234,2/27/21,19:24:00,219.21,49
DATA,235,2/27/21,19:25:00,219.24,57
DATA,236,2/27/21,19:26:00,219.2,49
DATA,237,2/27/21,19:27:00,219.21,55
DATA,238,2/27/21,19:28:00,219.25,63
DATA,239,2/27/21,19:29:00,219.26,60
DATA,240,2/27/21,19:30:00,219.34,46
DATA,241,2/27/21,19:31:00,219.21,47
DATA,242,2/27/21,19:32:00,219.2,51
DATA,243,2/27/21,19:33:00,219.42,42
DATA,244,2/27/21,19:34:00,219.39,53
DATA,245,2/27/21,19:35:00,219.32,51
DATA,246,2/27/21,19:36:00,219.34,48
DATA,247,2/27/21,19:37:00,219.29,57
DATA,248,2/27/21,19:38:00,219.27,60
DATA,249,2/27/21,19:39:00,219.28,66
DATA,250,2/27/21,19:40:00,219.36,43
DATA,251,2/27/21,19:41:00,219.38,50
DATA,252,2/27/21,19:42:00,219.35,52
DATA,253,2/27/21,19:43:00,219.39,52
DATA,254,2/27/21,19:44:00,219.27,53
DATA,255,2/27/21,19:45:00,219.38,60
DATA,256,2/27/21,19:46:00,219.36,63
DATA,257,2/27/21,19:47:00,219.35,58
DATA,258,2/27/21,19:48:00,219.3,58
DATA,259,2/27/21,19:49:00,219.39,72
DATA,260,2/27/21,19:50:00,219.38,49
DATA,261,2/27/21,19:51:00,219.35,51
DATA,262,2/27/21,19:52:00,219.43,54
DATA,263,2/27/21,19:53:00,219.35,60
DATA,264,2/27/21,19:54:00,219.35,56
DATA,265,2/27/21,19:55:00,219.39,65
DATA,266,2/27/21,19:56:00,219.37,68
DATA,267,2/27/21,19:57:00,219.51,60
DATA,268,2/27/21,19:58:00,219.15,65
DATA,269,2/27/21,19:59:00,219.43,71
DATA,270,2/27/21,20:00:00,219.34,43
DATA,271,2/27/21,20:01:00,219.34,39
DATA,272,2/27/21,20:02:00,219.5,41
DATA,273,2/27/21,20:03:00,219.38,52
DATA,274,2/27/21,20:04:00,219.37,47
DATA,275,2/27/21,20:05:00,219.38,53
DATA,276,2/27/21,20:06:00,219.35,55
DATA,277,2/27/21,20:07:00,219.39,46
DATA,278,2/27/21,20:08:00,219.26,46
DATA,279,2/27/21,20:09:00,219.52,50
DATA,280,2/27/21,20:10:00,219.5,35
DATA,281,2/27/21,20:11:00,219.48,38
DATA,282,2/27/21,20:12:00,219.47,42
DATA,283,2/27/21,20:13:00,219.17,44
DATA,284,2/27/21,20:14:00,219.44,40
DATA,285,2/27/21,20:15:00,219.48,49
DATA,286,2/27/21,20:16:00,219.47,52
DATA,287,2/27/21,20:17:00,219.48,58
DATA,288,2/27/21,20:18:00,219.47,53
DATA,289,2/27/21,20:19:00,219.7,54
DATA,290,2/27/21,20:20:00,219.53,42
DATA,291,2/27/21,20:21:00,219.55,40
DATA,292,2/27/21,20:22:00,219.55,45
DATA,293,2/27/21,20:23:00,219.24,46
DATA,294,2/27/21,20:24:00,219.56,55
DATA,295,2/27/21,20:25:00,219.53,48
DATA,296,2/27/21,20:26:00,219.55,55
DATA,297,2/27/21,20:27:00,219.32,55
DATA,298,2/27/21,20:28:00,219.35,54
DATA,299,2/27/21,20:29:00,219.31,55
DATA,300,2/27/21,20:30:00,219.3,32
DATA,301,2/27/21,20:31:00,219.34,41
DATA,302,2/27/21,20:32:00,219.38,41
DATA,303,2/27/21,20:33:00,219.35,42
DATA,304,2/27/21,20:34:00,219.26,47
DATA,305,2/27/21,20:35:00,219.34,42
DATA,306,2/27/21,20:36:00,219.18,49
DATA,307,2/27/21,20:37:00,219.24,51
DATA,308,2/27/21,20:38:00,219.27,59
DATA,309,2/27/21,20:39:00,219.32,51
DATA,310,2/27/21,20:40:00,219.41,38
DATA,311,2/27/21,20:41:00,219.39,49
DATA,312,2/27/21,20:42:00,219.41,29
DATA,313,2/27/21,20:43:00,219.39,41
DATA,314,2/27/21,20:44:00,219.42,40
DATA,315,2/27/21,20:45:00,219.36,48
DATA,316,2/27/21,20:46:00,219.48,47
DATA,317,2/27/21,20:47:00,219.51,46
DATA,318,2/27/21,20:48:00,219.55,55
DATA,319,2/27/21,20:49:00,219.42,46
DATA,320,2/27/21,20:50:00,219.45,36
DATA,321,2/27/21,20:51:00,219.38,43
DATA,322,2/27/21,20:52:00,219.47,48
DATA,323,2/27/21,20:53:00,219.53,41
DATA,324,2/27/21,20:54:00,219.5,43
DATA,325,2/27/21,20:55:00,219.42,49
DATA,326,2/27/21,20:56:00,219.46,49
DATA,327,2/27/21,20:57:00,219.38,54
DATA,328,2/27/21,20:58:00,219.53,56
DATA,329,2/27/21,20:59:00,219.3,56
DATA,330,2/27/21,21:00:00,219.45,35
DATA,331,2/27/21,21:01:00,219.47,42
DATA,332,2/27/21,21:02:00,219.52,43
DATA,333,2/27/21,21:03:00,219.5,37
DATA,334,2/27/21,21:04:00,219.48,49
DATA,335,2/27/21,21:05:00,219.41,46
DATA,336,2/27/21,21:06:00,219.42,52
DATA,337,2/27/21,21:07:00,219.47,53
DATA,338,2/27/21,21:08:00,219.45,56
DATA,339,2/27/21,21:09:00,219.44,60
DATA,340,2/27/21,21:10:00,219.49,43
DATA,341,2/27/21,21:11:00,219.47,46
DATA,342,2/27/21,21:12:00,219.51,46
DATA,343,2/27/21,21:13:00,219.45,53
DATA,344,2/27/21,21:14:00,219.36,49
DATA,345,2/27/21,21:15:00,219.42,51
DATA,346,2/27/21,21:16:00,219.39,62
DATA,347,2/27/21,21:17:00,219.4,32
DATA,348,2/27/21,21:18:00,219.35,41
DATA,349,2/27/21,21:19:00,219.37,48
DATA,350,2/27/21,21:20:00,219.48,28
DATA,351,2/27/21,21:21:00,219.4,24
DATA,352,2/27/21,21:22:00,219.12,28
DATA,353,2/27/21,21:23:00,219.45,39
DATA,354,2/27/21,21:24:00,219.59,40
DATA,355,2/27/21,21:25:00,219.56,42
DATA,356,2/27/21,21:26:00,219.54,45
DATA,357,2/27/21,21:27:00,219.59,46
DATA,358,2/27/21,21:28:00,219.64,47
DATA,359,2/27/21,21:29:00,219.66,53
DATA,360,2/27/21,21:30:00,219.65,39
DATA,361,2/27/21,21:31:00,219.61,31
DATA,362,2/27/21,21:32:00,219.54,37
DATA,363,2/27/21,21:33:00,219.72,42
DATA,364,2/27/21,21:34:00,219.66,41
DATA,365,2/27/21,21:35:00,219.74,45
DATA,366,2/27/21,21:36:00,219.61,46
DATA,367,2/27/21,21:37:00,219.72,52
DATA,368,2/27/21,21:38:00,219.69,54
DATA,369,2/27/21,21:39:00,219.73,54
DATA,370,2/27/21,21:40:00,219.7,38
DATA,371,2/27/21,21:41:00,219.62,35
DATA,372,2/27/21,21:42:00,219.6,38
DATA,373,2/27/21,21:43:00,219.59,51
DATA,374,2/27/21,21:44:00,219.71,50
DATA,375,2/27/21,21:45:00,219.66,49
DATA,376,2/27/21,21:46:00,219.74,53
DATA,377,2/27/21,21:47:00,219.73,57
DATA,378,2/27/21,21:48:00,219.72,52
DATA,379,2/27/21,21:49:00,219.67,61
DATA,380,2/27/21,21:50:00,219.56,46
DATA,381,2/27/21,21:51:00,219.59,54
DATA,382,2/27/21,21:52:00,219.76,40
DATA,383,2/27/21,21:53:00,219.76,44
DATA,384,2/27/21,21:54:00,219.8,44
DATA,385,2/27/21,21:55:00,219.78,47
DATA,386,2/27/21,21:56:00,219.76,50
DATA,387,2/27/21,21:57:00,219.86,56
DATA,388,2/27/21,21:58:00,219.67,60
DATA,389,2/27/21,21:59:00,220.05,40
DATA,390,2/27/21,22:00:00,219.84,37
DATA,391,2/27/21,22:01:00,219.5,34
DATA,392,2/27/21,22:02:00,219.7,32
DATA,393,2/27/21,22:03:00,219.78,45
DATA,394,2/27/21,22:04:00,219.54,44
DATA,395,2/27/21,22:05:00,219.78,55
DATA,396,2/27/21,22:06:00,219.76,49
DATA,397,2/27/21,22:07:00,219.7,48
DATA,398,2/27/21,22:08:00,219.72,55
DATA,399,2/27/21,22:09:00,219.71,50
DATA,400,2/27/21,22:10:00,219.73,29
DATA,401,2/27/21,22:11:00,219.72,33
DATA,402,2/27/21,22:12:00,219.78,44
DATA,403,2/27/21,22:13:00,219.79,41
DATA,404,2/27/21,22:14:00,219.71,38
DATA,405,2/27/21,22:15:00,219.79,51
DATA,406,2/27/21,22:16:00,219.77,45
DATA,407,2/27/21,22:17:00,219.78,51
DATA,408,2/27/21,22:18:00,219.72,49
DATA,409,2/27/21,22:19:00,219.82,55
DATA,410,2/27/21,22:20:00,219.8,31
DATA,411,2/27/21,22:21:00,219.81,37
DATA,412,2/27/21,22:22:00,219.87,48
DATA,413,2/27/21,22:23:00,219.69,44
DATA,414,2/27/21,22:24:00,219.94,47
DATA,415,2/27/21,22:25:00,219.8,47
DATA,416,2/27/21,22:26:00,219.77,57
DATA,417,2/27/21,22:27:00,219.78,45
DATA,418,2/27/21,22:28:00,219.84,47
DATA,419,2/27/21,22:29:00,219.81,49
DATA,420,2/27/21,22:30:00,219.94,31
DATA,421,2/27/21,22:31:00,219.82,33
DATA,422,2/27/21,22:32:00,219.84,40
DATA,423,2/27/21,22:33:00,219.83,35
DATA,424,2/27/21,22:34:00,219.82,38
DATA,425,2/27/21,22:35:00,219.91,43
DATA,426,2/27/21,22:36:00,219.86,52
DATA,427,2/27/21,22:37:00,219.92,45
DATA,428,2/27/21,22:38:00,219.93,51
DATA,429,2/27/21,22:39:00,219.88,60
DATA,430,2/27/21,22:40:00,219.89,39
DATA,431,2/27/21,22:41:00,219.91,37
DATA,432,2/27/21,22:42:00,219.9,40
DATA,433,2/27/21,22:43:00,219.89,53
DATA,434,2/27/21,22:44:00,219.92,43
DATA,435,2/27/21,22:45:00,218.14,41
DATA,436,2/27/21,22:46:00,220.06,40
DATA,437,2/27/21,22:47:00,219.97,54
DATA,438,2/27/21,22:48:00,219.88,59
DATA,439,2/27/21,22:49:00,219.91,58
DATA,440,2/27/21,22:50:00,219.47,45
DATA,441,2/27/21,22:51:00,219.92,41
DATA,442,2/27/21,22:52:00,219.89,52
DATA,443,2/27/21,22:53:00,219.88,56
DATA,444,2/27/21,22:54:00,219.89,53
DATA,445,2/27/21,22:55:00,219.89,58
DATA,446,2/27/21,22:56:00,219.8,54
DATA,447,2/27/21,22:57:00,219.82,61
DATA,448,2/27/21,22:58:00,219.74,57
DATA,449,2/27/21,22:59:00,219.74,62
DATA,450,2/27/21,23:00:00,217.35,39
DATA,451,2/27/21,23:01:00,217.52,25
DATA,452,2/27/21,23:02:00,219.64,35
DATA,453,2/27/21,23:03:00,219.71,37
DATA,454,2/27/21,23:04:00,219.2,36
DATA,455,2/27/21,23:05:00,219.68,44
DATA,456,2/27/21,23:06:00,219.66,46
DATA,457,2/27/21,23:07:00,219.6,45
DATA,458,2/27/21,23:08:00,219.61,42
DATA,459,2/27/21,23:09:00,219.69,55
DATA,460,2/27/21,23:10:00,219.8,35
DATA,461,2/27/21,23:11:00,219.71,40
DATA,462,2/27/21,23:12:00,219.71,36
DATA,463,2/27/21,23:13:00,219.72,42
DATA,464,2/27/21,23:14:00,219.74,48
DATA,465,2/27/21,23:15:00,219.57,45
DATA,466,2/27/21,23:16:00,219.68,52
DATA,467,2/27/21,23:17:00,219.7,50
DATA,468,2/27/21,23:18:00,219.67,61
DATA,469,2/27/21,23:19:00,219.69,59
DATA,470,2/27/21,23:20:00,219.66,43
DATA,471,2/27/21,23:21:00,219.75,48
DATA,472,2/27/21,23:22:00,219.71,39
DATA,473,2/27/21,23:23:00,219.68,50
DATA,474,2/27/21,23:24:00,219.71,49
DATA,475,2/27/21,23:25:00,219.71,54
DATA,476,2/27/21,23:26:00,219.69,57
DATA,477,2/27/21,23:27:00,219.65,58
DATA,478,2/27/21,23:28:00,219.86,66
DATA,479,2/27/21,23:29:00,219.65,59
DATA,480,2/27/21,23:30:00,219.75,46
DATA,481,2/27/21,23:31:00,219.68,53
DATA,482,2/27/21,23:32:00,219.69,59
DATA,483,2/27/21,23:33:00,219.77,54
DATA,484,2/27/21,23:34:00,219.61,52
DATA,485,2/27/21,23:35:00,219.63,59
DATA,486,2/27/21,23:36:00,219.68,51
DATA,487,2/27/21,23:37:00,219.68,56
DATA,488,2/27/21,23:38:00,219.74,57
DATA,489,2/27/21,23:39:00,219.85,64
DATA,490,2/27/21,23:40:00,219.7,36
DATA,491,2/27/21,23:41:00,219.67,47
DATA,492,2/27/21,23:42:00,219.56,50
DATA,493,2/27/21,23:43:00,219.61,42
DATA,494,2/27/21,23:44:00,219.7,47
DATA,495,2/27/21,23:45:00,219.7,52
DATA,496,2/27/21,23:46:00,219.73,59
DATA,497,2/27/21,23:47:00,219.74,56
DATA,498,2/27/21,23:48:00,219.67,63
DATA,499,2/27/21,23:49:00,219.84,67
DATA,500,2/27/21,23:50:00,219.8,32
DATA,501,2/27/21,23:51:00,219.8,37
DATA,502,2/27/21,23:52:00,219.84,46
DATA,503,2/27/21,23:53:00,219.9,39
DATA,504,2/27/21,23:54:00,219.91,45
DATA,505,2/27/21,23:55:00,219.92,50
DATA,506,2/27/21,23:56:00,219.96,59
DATA,507,2/27/21,23:57:00,219.92,51
DATA,508,2/27/21,23:58:00,219.94,58
DATA,509,2/27/21,23:59:00,220.02,44
DATA,510,2/28/21,0:00:00,219.9,27
DATA,511,2/28/21,0:01:00,219.94,36
DATA,512,2/28/21,0:02:00,219.97,44
DATA,513,2/28/21,0:03:00,220.01,25
DATA,514,2/28/21,0:04:00,219.98,45
DATA,515,2/28/21,0:05:00,220.03,20
DATA,516,2/28/21,0:06:00,219.9,47
DATA,517,2/28/21,0:07:00,219.91,44
DATA,518,2/28/21,0:08:00,219.95,53
DATA,519,2/28/21,0:09:00,219.9,53
DATA,520,2/28/21,0:10:00,219.96,46
DATA,521,2/28/21,0:11:00,219.93,29
DATA,522,2/28/21,0:12:00,219.97,38
DATA,523,2/28/21,0:13:00,219.92,38
DATA,524,2/28/21,0:14:00,219.93,35
DATA,525,2/28/21,0:15:00,219.89,45
DATA,526,2/28/21,0:16:00,219.92,44
DATA,527,2/28/21,0:17:00,220.04,34
DATA,528,2/28/21,0:18:00,219.93,46
DATA,529,2/28/21,0:19:00,219.9,47
DATA,530,2/28/21,0:20:00,220.02,19
DATA,531,2/28/21,0:21:00,219.75,33
DATA,532,2/28/21,0:22:00,219.95,40
DATA,533,2/28/21,0:23:00,219.95,45
DATA,534,2/28/21,0:24:00,219.81,45
DATA,535,2/28/21,0:25:00,220.01,25
DATA,536,2/28/21,0:26:00,219.97,53
DATA,537,2/28/21,0:27:00,220.02,35
DATA,538,2/28/21,0:28:00,219.98,54
DATA,539,2/28/21,0:29:00,219.92,53
DATA,540,2/28/21,0:30:00,219.93,41
DATA,541,2/28/21,0:31:00,219.73,44
DATA,542,2/28/21,0:32:00,219.98,47
DATA,543,2/28/21,0:33:00,220.03,30
DATA,544,2/28/21,0:34:00,220.05,36
DATA,545,2/28/21,0:35:00,220.04,30
DATA,546,2/28/21,0:36:00,219.98,56
DATA,547,2/28/21,0:37:00,220.03,39
DATA,548,2/28/21,0:38:00,220.02,43
DATA,549,2/28/21,0:39:00,220.09,46
DATA,550,2/28/21,0:40:00,219.97,48
DATA,551,2/28/21,0:41:00,219.99,55
DATA,552,2/28/21,0:42:00,220.02,27
DATA,553,2/28/21,0:43:00,220.06,35
DATA,554,2/28/21,0:44:00,219.99,60
DATA,555,2/28/21,0:45:00,220.05,44
DATA,556,2/28/21,0:46:00,220,26
DATA,557,2/28/21,0:47:00,219.95,53
DATA,558,2/28/21,0:48:00,219.99,62
DATA,559,2/28/21,0:49:00,220.05,37
DATA,560,2/28/21,0:50:00,219.99,45
DATA,561,2/28/21,0:51:00,220.05,28
DATA,562,2/28/21,0:52:00,219.98,53
DATA,563,2/28/21,0:53:00,220.03,27
DATA,564,2/28/21,0:54:00,220.08,37
DATA,565,2/28/21,0:55:00,220.1,35
DATA,566,2/28/21,0:56:00,220.08,38
DATA,567,2/28/21,0:57:00,220.02,37
DATA,568,2/28/21,0:58:00,220.01,41
DATA,569,2/28/21,0:59:00,220.02,46
DATA,570,2/28/21,1:00:00,220.13,21
DATA,571,2/28/21,1:01:00,219.93,42
DATA,572,2/28/21,1:02:00,220.11,29
DATA,573,2/28/21,1:03:00,220,23
DATA,574,2/28/21,1:04:00,219.76,49
DATA,575,2/28/21,1:05:00,219.99,59
DATA,576,2/28/21,1:06:00,215.76,46
DATA,577,2/28/21,1:07:00,219.95,55
DATA,578,2/28/21,1:08:00,219.93,58
DATA,579,2/28/21,1:09:00,220,43
DATA,580,2/28/21,1:10:00,220.07,28
