
Model:	LI-1500 Light Sensor Logger	
Config:	193	
Session Remark:	 	
Software Version:	1.1.1	
Timestamp:	20210227 15:29:06	
DATAH	Record	Date	Time	INPUT2	CHK	
DATA	0000119	2021-02-27	17:29:06.345	221.80	 46
DATA	0000120	2021-02-27	17:30:06.348	221.72	 34
DATA	0000121	2021-02-27	17:31:06.351	221.77	 35
DATA	0000122	2021-02-27	17:32:06.354	221.77	 40
DATA	0000123	2021-02-27	17:33:06.357	221.77	 45
DATA	0000124	2021-02-27	17:34:06.360	221.82	 37
DATA	0000125	2021-02-27	17:35:06.362	221.81	 40
DATA	0000126	2021-02-27	17:36:06.365	221.80	 44
DATA	0000127	2021-02-27	17:37:06.368	221.85	 54
DATA	0000128	2021-02-27	17:38:06.371	221.91	 47
DATA	0000129	2021-02-27	17:39:06.374	221.74	 53
DATA	0000130	2021-02-27	17:40:06.377	221.83	 40
DATA	0000131	2021-02-27	17:41:06.380	221.71	 33
DATA	0000132	2021-02-27	17:42:06.383	221.88	 46
DATA	0000133	2021-02-27	17:43:06.385	221.85	 47
DATA	0000134	2021-02-27	17:44:06.388	221.89	 56
DATA	0000135	2021-02-27	17:45:06.391	221.77	 49
DATA	0000136	2021-02-27	17:46:06.394	221.76	 53
DATA	0000137	2021-02-27	17:47:06.397	221.76	 58
DATA	0000138	2021-02-27	17:48:06.400	221.71	 40
DATA	0000139	2021-02-27	17:49:06.403	221.81	 46
DATA	0000140	2021-02-27	17:50:06.406	221.73	 34
DATA	0000141	2021-02-27	17:51:06.408	221.67	 41
DATA	0000142	2021-02-27	17:52:06.411	221.73	 34
DATA	0000143	2021-02-27	17:53:06.414	221.66	 41
DATA	0000144	2021-02-27	17:54:06.417	221.64	 44
DATA	0000145	2021-02-27	17:55:06.420	221.72	 39
DATA	0000146	2021-02-27	17:56:06.423	221.70	 42
DATA	0000147	2021-02-27	17:57:06.426	221.74	 51
DATA	0000148	2021-02-27	17:58:06.429	221.80	 53
DATA	0000149	2021-02-27	17:59:06.431	221.83	 51
DATA	0000150	2021-02-27	18:00:06.434	221.70	 29
DATA	0000151	2021-02-27	18:01:06.437	221.65	 38
DATA	0000152	2021-02-27	18:02:06.440	221.76	 36
DATA	0000153	2021-02-27	18:03:06.443	221.43	 35
DATA	0000154	2021-02-27	18:04:06.446	221.78	 48
DATA	0000155	2021-02-27	18:05:06.449	221.61	 45
DATA	0000156	2021-02-27	18:06:06.452	221.58	 47
DATA	0000157	2021-02-27	18:07:06.454	221.81	 47
DATA	0000158	2021-02-27	18:08:06.457	221.79	 59
DATA	0000159	2021-02-27	18:09:06.460	221.69	 54
DATA	0000160	2021-02-27	18:10:06.463	221.72	 35
DATA	0000161	2021-02-27	18:11:06.466	221.54	 40
DATA	0000162	2021-02-27	18:12:06.469	221.73	 46
DATA	0000163	2021-02-27	18:13:06.472	221.66	 44
DATA	0000164	2021-02-27	18:14:06.475	221.77	 51
DATA	0000165	2021-02-27	18:15:06.477	220.64	 50
DATA	0000166	2021-02-27	18:16:06.480	221.77	 51
DATA	0000167	2021-02-27	18:17:06.483	221.78	 57
DATA	0000168	2021-02-27	18:18:06.486	221.84	 59
DATA	0000169	2021-02-27	18:19:06.489	221.79	 68
DATA	0000170	2021-02-27	18:20:06.492	221.91	 40
DATA	0000171	2021-02-27	18:21:06.495	221.83	 46
DATA	0000172	2021-02-27	18:22:06.498	221.86	 54
DATA	0000173	2021-02-27	18:23:06.501	221.91	 37
DATA	0000174	2021-02-27	18:24:06.503	221.82	 41
DATA	0000175	2021-02-27	18:25:06.506	221.86	 50
DATA	0000176	2021-02-27	18:26:06.509	221.87	 56
DATA	0000177	2021-02-27	18:27:06.512	221.78	 52
DATA	0000178	2021-02-27	18:28:06.515	221.86	 56
DATA	0000179	2021-02-27	18:29:06.518	221.90	 56
DATA	0000180	2021-02-27	18:30:06.521	221.70	 32
DATA	0000181	2021-02-27	18:31:05.523	221.85	 41
DATA	0000182	2021-02-27	18:32:05.526	221.71	 41
DATA	0000183	2021-02-27	18:33:05.529	221.79	 54
DATA	0000184	2021-02-27	18:34:05.532	221.75	 46
DATA	0000185	2021-02-27	18:35:05.535	221.78	 54
DATA	0000186	2021-02-27	18:36:05.538	221.79	 60
DATA	0000187	2021-02-27	18:37:05.541	221.87	 55
DATA	0000188	2021-02-27	18:38:05.544	221.83	 56
DATA	0000189	2021-02-27	18:39:05.546	221.71	 57
DATA	0000190	2021-02-27	18:40:05.549	221.77	 50
DATA	0000191	2021-02-27	18:41:05.552	221.69	 47
DATA	0000192	2021-02-27	18:42:05.555	221.92	 48
DATA	0000193	2021-02-27	18:43:05.558	221.70	 49
DATA	0000194	2021-02-27	18:44:05.561	221.71	 46
DATA	0000195	2021-02-27	18:45:05.564	221.87	 58
DATA	0000196	2021-02-27	18:46:05.567	221.76	 61
DATA	0000197	2021-02-27	18:47:05.569	221.83	 63
DATA	0000198	2021-02-27	18:48:05.572	221.92	 59
DATA	0000199	2021-02-27	18:49:05.575	221.76	 66
DATA	0000200	2021-02-27	18:50:05.578	221.71	 39
DATA	0000201	2021-02-27	18:51:05.581	221.92	 38
DATA	0000202	2021-02-27	18:52:05.584	221.92	 43
DATA	0000203	2021-02-27	18:53:05.587	221.81	 46
DATA	0000204	2021-02-27	18:54:05.590	221.85	 46
DATA	0000205	2021-02-27	18:55:05.593	221.86	 52
DATA	0000206	2021-02-27	18:56:05.595	221.77	 56
DATA	0000207	2021-02-27	18:57:05.598	221.98	 64
DATA	0000208	2021-02-27	18:58:05.601	221.81	 43
DATA	0000209	2021-02-27	18:59:05.604	221.88	 55
DATA	0000210	2021-02-27	19:00:05.607	222.02	 24
DATA	0000211	2021-02-27	19:01:05.610	221.98	 34
DATA	0000212	2021-02-27	19:02:05.613	221.95	 36
DATA	0000213	2021-02-27	19:03:05.616	221.91	 37
DATA	0000214	2021-02-27	19:04:05.618	221.98	 48
DATA	0000215	2021-02-27	19:05:05.621	221.97	 43
DATA	0000216	2021-02-27	19:06:05.624	221.97	 48
DATA	0000217	2021-02-27	19:07:05.627	222.02	 40
DATA	0000218	2021-02-27	19:08:05.630	222.02	 36
DATA	0000219	2021-02-27	19:09:05.633	222.02	 41
DATA	0000220	2021-02-27	19:10:05.636	222.05	 31
DATA	0000221	2021-02-27	19:11:05.639	221.97	 46
DATA	0000222	2021-02-27	19:12:05.641	221.94	 38
DATA	0000223	2021-02-27	19:13:05.644	221.94	 43
DATA	0000224	2021-02-27	19:14:05.647	222.16	 43
DATA	0000225	2021-02-27	19:15:05.650	221.58	 44
DATA	0000226	2021-02-27	19:16:05.653	221.99	 54
DATA	0000227	2021-02-27	19:17:05.656	221.91	 51
DATA	0000228	2021-02-27	19:18:05.659	221.90	 55
DATA	0000229	2021-02-27	19:19:05.662	219.23	 54
DATA	0000230	2021-02-27	19:20:05.664	219.30	 38
DATA	0000231	2021-02-27	19:21:05.667	219.08	 48
DATA	0000232	2021-02-27	19:22:05.670	219.18	 45
DATA	0000233	2021-02-27	19:23:05.673	219.15	 47
DATA	0000234	2021-02-27	19:24:05.676	219.21	 49
DATA	0000235	2021-02-27	19:25:05.679	219.24	 57
DATA	0000236	2021-02-27	19:26:05.682	219.20	 49
DATA	0000237	2021-02-27	19:27:05.685	219.21	 55
DATA	0000238	2021-02-27	19:28:05.687	219.25	 63
DATA	0000239	2021-02-27	19:29:05.690	219.26	 60
DATA	0000240	2021-02-27	19:30:05.693	219.34	 46
DATA	0000241	2021-02-27	19:31:05.696	219.21	 47
DATA	0000242	2021-02-27	19:32:05.699	219.20	 51
DATA	0000243	2021-02-27	19:33:05.702	219.42	 42
DATA	0000244	2021-02-27	19:34:05.705	219.39	 53
DATA	0000245	2021-02-27	19:35:05.708	219.32	 51
DATA	0000246	2021-02-27	19:36:05.710	219.34	 48
DATA	0000247	2021-02-27	19:37:05.713	219.29	 57
DATA	0000248	2021-02-27	19:38:05.716	219.27	 60
DATA	0000249	2021-02-27	19:39:05.719	219.28	 66
DATA	0000250	2021-02-27	19:40:05.722	219.36	 43
DATA	0000251	2021-02-27	19:41:05.725	219.38	 50
DATA	0000252	2021-02-27	19:42:05.728	219.35	 52
DATA	0000253	2021-02-27	19:43:05.731	219.39	 52
DATA	0000254	2021-02-27	19:44:05.733	219.27	 53
DATA	0000255	2021-02-27	19:45:05.736	219.38	 60
DATA	0000256	2021-02-27	19:46:05.739	219.36	 63
DATA	0000257	2021-02-27	19:47:05.742	219.35	 58
DATA	0000258	2021-02-27	19:48:05.745	219.30	 58
DATA	0000259	2021-02-27	19:49:05.748	219.39	 72
DATA	0000260	2021-02-27	19:50:05.751	219.38	 49
DATA	0000261	2021-02-27	19:51:05.754	219.35	 51
DATA	0000262	2021-02-27	19:52:05.756	219.43	 54
DATA	0000263	2021-02-27	19:53:05.759	219.35	 60
DATA	0000264	2021-02-27	19:54:05.762	219.35	 56
DATA	0000265	2021-02-27	19:55:05.765	219.39	 65
DATA	0000266	2021-02-27	19:56:05.768	219.37	 68
DATA	0000267	2021-02-27	19:57:05.771	219.51	 60
DATA	0000268	2021-02-27	19:58:05.774	219.15	 65
DATA	0000269	2021-02-27	19:59:05.777	219.43	 71
DATA	0000270	2021-02-27	20:00:05.779	219.34	 43
DATA	0000271	2021-02-27	20:01:05.782	219.34	 39
DATA	0000272	2021-02-27	20:02:04.785	219.50	 41
DATA	0000273	2021-02-27	20:03:04.788	219.38	 52
DATA	0000274	2021-02-27	20:04:04.791	219.37	 47
DATA	0000275	2021-02-27	20:05:04.794	219.38	 53
DATA	0000276	2021-02-27	20:06:04.797	219.35	 55
DATA	0000277	2021-02-27	20:07:04.800	219.39	 46
DATA	0000278	2021-02-27	20:08:04.802	219.26	 46
DATA	0000279	2021-02-27	20:09:04.805	219.52	 50
DATA	0000280	2021-02-27	20:10:04.808	219.50	 35
DATA	0000281	2021-02-27	20:11:04.811	219.48	 38
DATA	0000282	2021-02-27	20:12:04.814	219.47	 42
DATA	0000283	2021-02-27	20:13:04.817	219.17	 44
DATA	0000284	2021-02-27	20:14:04.820	219.44	 40
DATA	0000285	2021-02-27	20:15:04.823	219.48	 49
DATA	0000286	2021-02-27	20:16:04.825	219.47	 52
DATA	0000287	2021-02-27	20:17:04.828	219.48	 58
DATA	0000288	2021-02-27	20:18:04.831	219.47	 53
DATA	0000289	2021-02-27	20:19:04.834	219.70	 54
DATA	0000290	2021-02-27	20:20:04.837	219.53	 42
DATA	0000291	2021-02-27	20:21:04.840	219.55	 40
DATA	0000292	2021-02-27	20:22:04.843	219.55	 45
DATA	0000293	2021-02-27	20:23:04.846	219.24	 46
DATA	0000294	2021-02-27	20:24:04.848	219.56	 55
DATA	0000295	2021-02-27	20:25:04.851	219.53	 48
DATA	0000296	2021-02-27	20:26:04.854	219.55	 55
DATA	0000297	2021-02-27	20:27:04.857	219.32	 55
DATA	0000298	2021-02-27	20:28:04.860	219.35	 54
DATA	0000299	2021-02-27	20:29:04.863	219.31	 55
DATA	0000300	2021-02-27	20:30:04.866	219.30	 32
DATA	0000301	2021-02-27	20:31:04.869	219.34	 41
DATA	0000302	2021-02-27	20:32:04.872	219.38	 41
DATA	0000303	2021-02-27	20:33:04.874	219.35	 42
DATA	0000304	2021-02-27	20:34:04.877	219.26	 47
DATA	0000305	2021-02-27	20:35:04.880	219.34	 42
DATA	0000306	2021-02-27	20:36:04.883	219.18	 49
DATA	0000307	2021-02-27	20:37:04.886	219.24	 51
DATA	0000308	2021-02-27	20:38:04.889	219.27	 59
DATA	0000309	2021-02-27	20:39:04.892	219.32	 51
DATA	0000310	2021-02-27	20:40:04.895	219.41	 38
DATA	0000311	2021-02-27	20:41:04.897	219.39	 49
DATA	0000312	2021-02-27	20:42:04.900	219.41	 29
DATA	0000313	2021-02-27	20:43:04.903	219.39	 41
DATA	0000314	2021-02-27	20:44:04.906	219.42	 40
DATA	0000315	2021-02-27	20:45:04.909	219.36	 48
DATA	0000316	2021-02-27	20:46:04.912	219.48	 47
DATA	0000317	2021-02-27	20:47:04.915	219.51	 46
DATA	0000318	2021-02-27	20:48:04.918	219.55	 55
DATA	0000319	2021-02-27	20:49:04.920	219.42	 46
DATA	0000320	2021-02-27	20:50:04.923	219.45	 36
DATA	0000321	2021-02-27	20:51:04.926	219.38	 43
DATA	0000322	2021-02-27	20:52:04.929	219.47	 48
DATA	0000323	2021-02-27	20:53:04.932	219.53	 41
DATA	0000324	2021-02-27	20:54:04.935	219.50	 43
DATA	0000325	2021-02-27	20:55:04.938	219.42	 49
DATA	0000326	2021-02-27	20:56:04.941	219.46	 49
DATA	0000327	2021-02-27	20:57:04.943	219.38	 54
DATA	0000328	2021-02-27	20:58:04.946	219.53	 56
DATA	0000329	2021-02-27	20:59:04.949	219.30	 56
DATA	0000330	2021-02-27	21:00:04.952	219.45	 35
DATA	0000331	2021-02-27	21:01:04.955	219.47	 42
DATA	0000332	2021-02-27	21:02:04.958	219.52	 43
DATA	0000333	2021-02-27	21:03:04.961	219.50	 37
DATA	0000334	2021-02-27	21:04:04.964	219.48	 49
DATA	0000335	2021-02-27	21:05:04.966	219.41	 46
DATA	0000336	2021-02-27	21:06:04.969	219.42	 52
DATA	0000337	2021-02-27	21:07:04.972	219.47	 53
DATA	0000338	2021-02-27	21:08:04.975	219.45	 56
DATA	0000339	2021-02-27	21:09:04.978	219.44	 60
DATA	0000340	2021-02-27	21:10:04.981	219.49	 43
DATA	0000341	2021-02-27	21:11:04.984	219.47	 46
DATA	0000342	2021-02-27	21:12:04.987	219.51	 46
DATA	0000343	2021-02-27	21:13:04.989	219.45	 53
DATA	0000344	2021-02-27	21:14:04.992	219.36	 49
DATA	0000345	2021-02-27	21:15:04.995	219.42	 51
DATA	0000346	2021-02-27	21:16:04.998	219.39	 62
DATA	0000347	2021-02-27	21:17:05.001	219.40	 32
DATA	0000348	2021-02-27	21:18:05.004	219.35	 41
DATA	0000349	2021-02-27	21:19:05.007	219.37	 48
DATA	0000350	2021-02-27	21:20:05.010	219.48	 28
DATA	0000351	2021-02-27	21:21:05.012	219.40	 24
DATA	0000352	2021-02-27	21:22:05.015	219.12	 28
DATA	0000353	2021-02-27	21:23:05.018	219.45	 39
DATA	0000354	2021-02-27	21:24:05.021	219.59	 40
DATA	0000355	2021-02-27	21:25:05.024	219.56	 42
DATA	0000356	2021-02-27	21:26:05.027	219.54	 45
DATA	0000357	2021-02-27	21:27:05.030	219.59	 46
DATA	0000358	2021-02-27	21:28:05.033	219.64	 47
DATA	0000359	2021-02-27	21:29:05.035	219.66	 53
DATA	0000360	2021-02-27	21:30:05.038	219.65	 39
DATA	0000361	2021-02-27	21:31:05.041	219.61	 31
DATA	0000362	2021-02-27	21:32:04.044	219.54	 37
DATA	0000363	2021-02-27	21:33:04.047	219.72	 42
DATA	0000364	2021-02-27	21:34:04.050	219.66	 41
DATA	0000365	2021-02-27	21:35:04.053	219.74	 45
DATA	0000366	2021-02-27	21:36:04.056	219.61	 46
DATA	0000367	2021-02-27	21:37:04.058	219.72	 52
DATA	0000368	2021-02-27	21:38:04.061	219.69	 54
DATA	0000369	2021-02-27	21:39:04.064	219.73	 54
DATA	0000370	2021-02-27	21:40:04.067	219.70	 38
DATA	0000371	2021-02-27	21:41:04.070	219.62	 35
DATA	0000372	2021-02-27	21:42:04.073	219.60	 38
DATA	0000373	2021-02-27	21:43:04.076	219.59	 51
DATA	0000374	2021-02-27	21:44:04.079	219.71	 50
DATA	0000375	2021-02-27	21:45:04.081	219.66	 49
DATA	0000376	2021-02-27	21:46:04.084	219.74	 53
DATA	0000377	2021-02-27	21:47:04.087	219.73	 57
DATA	0000378	2021-02-27	21:48:04.090	219.72	 52
DATA	0000379	2021-02-27	21:49:04.093	219.67	 61
DATA	0000380	2021-02-27	21:50:04.096	219.56	 46
DATA	0000381	2021-02-27	21:51:04.099	219.59	 54
DATA	0000382	2021-02-27	21:52:04.102	219.76	 40
DATA	0000383	2021-02-27	21:53:04.104	219.76	 44
DATA	0000384	2021-02-27	21:54:04.107	219.80	 44
DATA	0000385	2021-02-27	21:55:04.110	219.78	 47
DATA	0000386	2021-02-27	21:56:04.113	219.76	 50
DATA	0000387	2021-02-27	21:57:04.116	219.86	 56
DATA	0000388	2021-02-27	21:58:04.119	219.67	 60
DATA	0000389	2021-02-27	21:59:04.122	220.05	 40
DATA	0000390	2021-02-27	22:00:04.125	219.84	 37
DATA	0000391	2021-02-27	22:01:04.127	219.50	 34
DATA	0000392	2021-02-27	22:02:04.130	219.70	 32
DATA	0000393	2021-02-27	22:03:04.133	219.78	 45
DATA	0000394	2021-02-27	22:04:04.136	219.54	 44
DATA	0000395	2021-02-27	22:05:04.139	219.78	 55
DATA	0000396	2021-02-27	22:06:04.142	219.76	 49
DATA	0000397	2021-02-27	22:07:04.145	219.70	 48
DATA	0000398	2021-02-27	22:08:04.148	219.72	 55
DATA	0000399	2021-02-27	22:09:04.151	219.71	 50
DATA	0000400	2021-02-27	22:10:04.153	219.73	 29
DATA	0000401	2021-02-27	22:11:04.156	219.72	 33
DATA	0000402	2021-02-27	22:12:04.159	219.78	 44
DATA	0000403	2021-02-27	22:13:04.162	219.79	 41
DATA	0000404	2021-02-27	22:14:04.165	219.71	 38
DATA	0000405	2021-02-27	22:15:04.168	219.79	 51
DATA	0000406	2021-02-27	22:16:04.171	219.77	 45
DATA	0000407	2021-02-27	22:17:04.174	219.78	 51
DATA	0000408	2021-02-27	22:18:04.176	219.72	 49
DATA	0000409	2021-02-27	22:19:04.179	219.82	 55
DATA	0000410	2021-02-27	22:20:04.182	219.80	 31
DATA	0000411	2021-02-27	22:21:04.185	219.81	 37
DATA	0000412	2021-02-27	22:22:04.188	219.87	 48
DATA	0000413	2021-02-27	22:23:04.191	219.69	 44
DATA	0000414	2021-02-27	22:24:04.194	219.94	 47
DATA	0000415	2021-02-27	22:25:04.197	219.80	 47
DATA	0000416	2021-02-27	22:26:04.199	219.77	 57
DATA	0000417	2021-02-27	22:27:04.202	219.78	 45
DATA	0000418	2021-02-27	22:28:04.205	219.84	 47
DATA	0000419	2021-02-27	22:29:04.208	219.81	 49
DATA	0000420	2021-02-27	22:30:04.211	219.94	 31
DATA	0000421	2021-02-27	22:31:04.214	219.82	 33
DATA	0000422	2021-02-27	22:32:04.217	219.84	 40
DATA	0000423	2021-02-27	22:33:04.220	219.83	 35
DATA	0000424	2021-02-27	22:34:04.222	219.82	 38
DATA	0000425	2021-02-27	22:35:04.225	219.91	 43
DATA	0000426	2021-02-27	22:36:04.228	219.86	 52
DATA	0000427	2021-02-27	22:37:04.231	219.92	 45
DATA	0000428	2021-02-27	22:38:04.234	219.93	 51
DATA	0000429	2021-02-27	22:39:04.237	219.88	 60
DATA	0000430	2021-02-27	22:40:04.240	219.89	 39
DATA	0000431	2021-02-27	22:41:04.243	219.91	 37
DATA	0000432	2021-02-27	22:42:04.245	219.90	 40
DATA	0000433	2021-02-27	22:43:04.248	219.89	 53
DATA	0000434	2021-02-27	22:44:04.251	219.92	 43
DATA	0000435	2021-02-27	22:45:04.254	218.14	 41
DATA	0000436	2021-02-27	22:46:04.257	220.06	 40
DATA	0000437	2021-02-27	22:47:04.260	219.97	 54
DATA	0000438	2021-02-27	22:48:04.263	219.88	 59
DATA	0000439	2021-02-27	22:49:04.266	219.91	 58
DATA	0000440	2021-02-27	22:50:04.268	219.47	 45
DATA	0000441	2021-02-27	22:51:04.271	219.92	 41
DATA	0000442	2021-02-27	22:52:04.274	219.89	 52
DATA	0000443	2021-02-27	22:53:04.277	219.88	 56
DATA	0000444	2021-02-27	22:54:04.280	219.89	 53
DATA	0000445	2021-02-27	22:55:04.283	219.89	 58
DATA	0000446	2021-02-27	22:56:04.286	219.80	 54
DATA	0000447	2021-02-27	22:57:04.289	219.82	 61
DATA	0000448	2021-02-27	22:58:04.291	219.74	 57
DATA	0000449	2021-02-27	22:59:04.294	219.74	 62
DATA	0000450	2021-02-27	23:00:04.297	217.35	 39
DATA	0000451	2021-02-27	23:01:04.300	217.52	 25
DATA	0000452	2021-02-27	23:02:04.303	219.64	 35
DATA	0000453	2021-02-27	23:03:03.306	219.71	 37
DATA	0000454	2021-02-27	23:04:03.309	219.20	 36
DATA	0000455	2021-02-27	23:05:03.312	219.68	 44
DATA	0000456	2021-02-27	23:06:03.314	219.66	 46
DATA	0000457	2021-02-27	23:07:03.317	219.60	 45
DATA	0000458	2021-02-27	23:08:03.320	219.61	 42
DATA	0000459	2021-02-27	23:09:03.323	219.69	 55
