#YY	MM	DD	hh	mm	WDI	R WSP	D GST	WVHT	DPD	APD	MWD	PRES	ATMP	WTMP	DEWP	VIS	TIDE
2021	1	1	0	0	277	2.3	3.1	99	99	99	999	1024.5	4.4	5.8	999	99	99
2021	1	1	0	6	267	3.1	3.7	99	99	99	999	1024.7	4.4	5.8	999	99	99
2021	1	1	0	12	280	2.8	4.1	99	99	99	999	1024.7	4.2	5.8	999	99	99
2021	1	1	0	18	287	2.8	3.5	99	99	99	999	1024.6	4.2	5.8	999	99	99
2021	1	1	0	24	280	3.8	4.7	99	99	99	999	1024.8	4.2	5.9	999	99	99
2021	1	1	0	30	289	2.6	3.9	99	99	99	999	1024.8	4.1	5.9	999	99	99
2021	1	1	0	36	292	3	4.6	99	99	99	999	1024.7	4	6	999	99	99
2021	1	1	0	42	296	2.3	3.9	99	99	99	999	1024.9	4	6	999	99	99
2021	1	1	0	48	291	2.3	3.7	99	99	99	999	1025	4	5.9	999	99	99
2021	1	1	0	54	306	2.5	4	99	99	99	999	1025.2	4	5.9	999	99	99
2021	1	1	1	0	296	3.5	4.4	99	99	99	999	1025.5	3.9	5.9	999	99	99
2021	1	1	1	6	299	3.9	5.3	99	99	99	999	1025.7	3.9	5.9	999	99	99
2021	1	1	1	12	305	3.4	5	99	99	99	999	1025.8	3.9	5.9	999	99	99
2021	1	1	1	18	306	3.3	5.3	99	99	99	999	1026	3.9	5.9	999	99	99
2021	1	1	1	24	307	3.6	5	99	99	99	999	1025.9	3.9	5.9	999	99	99
2021	1	1	1	30	309	3.2	4.1	99	99	99	999	1026.1	3.8	5.9	999	99	99
2021	1	1	1	36	310	3.6	4.7	99	99	99	999	1026.3	3.8	5.9	999	99	99
2021	1	1	1	42	308	4	5.9	99	99	99	999	1026.3	3.7	6	999	99	99
2021	1	1	1	48	307	3.6	5.2	99	99	99	999	1026.3	3.7	6	999	99	99
2021	1	1	1	54	309	3.8	5.3	99	99	99	999	1026.3	3.7	6	999	99	99
2021	1	1	2	0	315	3.4	4.3	99	99	99	999	1026.3	3.6	6	999	99	99
2021	1	1	2	6	308	3.6	5.7	99	99	99	999	1026.4	3.6	6	999	99	99
2021	1	1	2	12	311	3.5	5.4	99	99	99	999	1026.5	3.5	6	999	99	99
2021	1	1	2	18	318	4	5.6	99	99	99	999	1026.7	3.5	6	999	99	99
2021	1	1	2	24	316	3.2	5	99	99	99	999	1026.7	999	6	999	99	99
2021	1	1	2	30	319	3.1	4.3	99	99	99	999	1026.8	999	6	999	99	99
2021	1	1	2	36	315	3.4	4.3	99	99	99	999	1027.1	3.2	6.1	999	99	99
2021	1	1	2	42	316	3.1	4.3	99	99	99	999	1027.2	3.1	6	999	99	99
2021	1	1	2	48	315	2.5	4	99	99	99	999	1027.2	3	6	999	99	99
2021	1	1	2	54	326	1.9	3.2	99	99	99	999	1027.2	3	6	999	99	99
2021	1	1	3	0	322	1.9	2.7	99	99	99	999	1027.1	2.8	6	999	99	99
2021	1	1	3	6	312	2.8	4.1	99	99	99	999	1027	2.7	6.1	999	99	99
2021	1	1	3	12	329	2.3	3.8	99	99	99	999	1027.2	2.6	6.1	999	99	99
2021	1	1	3	18	321	2.7	3.9	99	99	99	999	1027.4	2.6	6.1	999	99	99
2021	1	1	3	24	312	3	4	99	99	99	999	1027.5	2.6	6.2	999	99	99
2021	1	1	3	30	316	2.7	3.9	99	99	99	999	1027.6	2.5	6.2	999	99	99
2021	1	1	3	36	311	2.8	4	99	99	99	999	1027.7	2.4	6.1	999	99	99
2021	1	1	3	42	314	2.4	3.5	99	99	99	999	1027.8	2.4	6.1	999	99	99
2021	1	1	3	48	310	2.9	3.6	99	99	99	999	1027.8	2.3	6.1	999	99	99
2021	1	1	3	54	312	2.9	3.5	99	99	99	999	1028	2.3	6.1	999	99	99
2021	1	1	4	0	312	2.8	3.9	99	99	99	999	1028.1	2.4	6.1	999	99	99
2021	1	1	4	6	303	3.6	5.1	99	99	99	999	1028.1	2.3	6.1	999	99	99
2021	1	1	4	12	308	3.1	3.8	99	99	99	999	1028.2	2.2	6.1	999	99	99
2021	1	1	4	18	299	3	4.1	99	99	99	999	1028.3	2.2	6.1	999	99	99
2021	1	1	4	24	292	3.1	4.4	99	99	99	999	9999	2.1	6.1	999	99	99
2021	1	1	4	30	300	3.2	4.4	99	99	99	999	9999	2	6.2	999	99	99
2021	1	1	4	36	294	3.2	4.4	99	99	99	999	1028.6	2	6.2	999	99	99
2021	1	1	4	42	296	2.9	4.8	99	99	99	999	1028.7	1.9	6.3	999	99	99
2021	1	1	4	48	286	2.3	3.7	99	99	99	999	1028.8	1.7	6.2	999	99	99
2021	1	1	4	54	296	2.6	3.4	99	99	99	999	1028.7	1.7	6.2	999	99	99
2021	1	1	5	0	295	2.4	4	99	99	99	999	1028.7	1.7	6.3	999	99	99
2021	1	1	5	6	999	99	99	99	99	99	999	1028.9	1.7	6.2	999	99	99
2021	1	1	5	12	999	99	99	99	99	99	999	1028.9	1.6	6.2	999	99	99
2021	1	1	5	18	999	99	99	99	99	99	999	1028.8	1.6	6.3	999	99	99
2021	1	1	5	24	296	2.6	4.6	99	99	99	999	1029	1.5	6.2	999	99	99
2021	1	1	5	30	288	2.9	3.9	99	99	99	999	1029	1.2	6.3	999	99	99
