Run,Light_Level,Light_Value,Date,Start.time,Stop.time
17,1,355,20210527,11:08,11:28
17,0,0,20210527,11:31,11:51
18,1,355,20210527,12:46,13:06
18,0,0,20210527,13:08,13:28
19,1,355,20210527,14:27,14:47
19,0,0,20210527,14:49,15:09
20,1,355,20210527,15:34,15:54
20,0,0,20210527,15:56,16:16
