Run,Light_Level,Light_Value,Date,Start.time,Stop.time
1,1,381,20210820,10:37,10:57
1,0,0,20210820,10:59,11:19
2,1,381,20210820,12:25,12:45
2,0,0,20210820,12:47,13:15
