"","Date.Time","Probe1","Temp1","Probe2","Temp2","Probe3","Temp3","Probe4","Temp4","Probe5","Temp5","Probe6","Temp6","Probe7","Temp7","Probe8","Temp8","Probe9","Temp9","Probe10","Temp10","Probe11","Temp11","Probe12","Temp12","Probe14","Temp14","Probe15","Temp15","Probe16","Temp16","Probe17","Temp17","Probe18","Temp18"
"4",2021-01-18 00:00:00,"T_1","8.5","T_2","8.0","T_3","8.2","T_4","8.3","T_5","8.3","T_6","8.2","T_7","8.7","T_8","8.5","T_9","8.0","T_10","8.2","T_11","8.2","T_12","8.4","T_14","8.6","T_15","8.3","T_16","8.5","T_17","8.2","T_18","8.7"
"5",2021-01-18 00:01:00,"T_1","8.5","T_2","8.0","T_3","8.2","T_4","8.3","T_5","8.3","T_6","8.2","T_7","8.7","T_8","8.5","T_9","8.0","T_10","8.2","T_11","8.2","T_12","8.4","T_14","8.6","T_15","8.3","T_16","8.5","T_17","8.2","T_18","8.7"
"6",2021-01-18 00:02:00,"T_1","8.5","T_2","8.0","T_3","8.2","T_4","8.3","T_5","8.3","T_6","8.2","T_7","8.7","T_8","8.5","T_9","8.0","T_10","8.2","T_11","8.2","T_12","8.4","T_14","8.6","T_15","8.3","T_16","8.5","T_17","8.2","T_18","8.7"
"7",2021-01-18 00:03:00,"T_1","8.5","T_2","8.0","T_3","8.2","T_4","8.3","T_5","8.3","T_6","8.2","T_7","8.7","T_8","8.5","T_9","8.0","T_10","8.2","T_11","8.2","T_12","8.4","T_14","8.6","T_15","8.3","T_16","8.5","T_17","8.2","T_18","8.7"
"8",2021-01-18 00:04:00,"T_1","8.5","T_2","8.0","T_3","8.2","T_4","8.3","T_5","8.3","T_6","8.2","T_7","8.7","T_8","8.5","T_9","8.0","T_10","8.2","T_11","8.2","T_12","8.4","T_14","8.6","T_15","8.3","T_16","8.5","T_17","8.2","T_18","8.7"
"9",2021-01-18 00:05:00,"T_1","8.5","T_2","8.0","T_3","8.2","T_4","8.3","T_5","8.3","T_6","8.2","T_7","8.7","T_8","8.5","T_9","8.0","T_10","8.2","T_11","8.2","T_12","8.4","T_14","8.6","T_15","8.3","T_16","8.5","T_17","8.2","T_18","8.7"
"10",2021-01-18 00:06:00,"T_1","8.5","T_2","8.0","T_3","8.2","T_4","8.3","T_5","8.3","T_6","8.2","T_7","8.7","T_8","8.5","T_9","8.0","T_10","8.2","T_11","8.2","T_12","8.4","T_14","8.6","T_15","8.3","T_16","8.5","T_17","8.2","T_18","8.7"
"11",2021-01-18 00:07:00,"T_1","8.5","T_2","8.0","T_3","8.2","T_4","8.3","T_5","8.3","T_6","8.2","T_7","8.7","T_8","8.5","T_9","8.0","T_10","8.2","T_11","8.2","T_12","8.4","T_14","8.6","T_15","8.3","T_16","8.5","T_17","8.2","T_18","8.7"
"12",2021-01-18 00:08:00,"T_1","8.5","T_2","8.0","T_3","8.2","T_4","8.3","T_5","8.3","T_6","8.2","T_7","8.7","T_8","8.5","T_9","8.0","T_10","8.2","T_11","8.2","T_12","8.4","T_14","8.6","T_15","8.3","T_16","8.5","T_17","8.2","T_18","8.7"
"13",2021-01-18 00:09:00,"T_1","8.5","T_2","8.0","T_3","8.2","T_4","8.3","T_5","8.3","T_6","8.2","T_7","8.7","T_8","8.5","T_9","8.0","T_10","8.2","T_11","8.2","T_12","8.4","T_14","8.6","T_15","8.3","T_16","8.5","T_17","8.2","T_18","8.7"
"14",2021-01-18 00:10:00,"T_1","8.5","T_2","8.0","T_3","8.2","T_4","8.3","T_5","8.3","T_6","8.2","T_7","8.7","T_8","8.5","T_9","8.0","T_10","8.2","T_11","8.2","T_12","8.4","T_14","8.6","T_15","8.3","T_16","8.5","T_17","8.2","T_18","8.7"
"15",2021-01-18 00:11:00,"T_1","8.5","T_2","8.0","T_3","8.2","T_4","8.3","T_5","8.3","T_6","8.2","T_7","8.7","T_8","8.5","T_9","8.0","T_10","8.2","T_11","8.2","T_12","8.4","T_14","8.6","T_15","8.3","T_16","8.5","T_17","8.2","T_18","8.7"
"16",2021-01-18 00:12:00,"T_1","8.5","T_2","8.0","T_3","8.2","T_4","8.3","T_5","8.3","T_6","8.2","T_7","8.7","T_8","8.5","T_9","8.0","T_10","8.2","T_11","8.2","T_12","8.4","T_14","8.6","T_15","8.3","T_16","8.5","T_17","8.2","T_18","8.7"
"17",2021-01-18 00:13:00,"T_1","8.5","T_2","8.0","T_3","8.2","T_4","8.3","T_5","8.3","T_6","8.2","T_7","8.7","T_8","8.5","T_9","8.0","T_10","8.2","T_11","8.2","T_12","8.4","T_14","8.6","T_15","8.3","T_16","8.5","T_17","8.2","T_18","8.7"
"18",2021-01-18 00:14:00,"T_1","8.5","T_2","8.0","T_3","8.2","T_4","8.3","T_5","8.3","T_6","8.2","T_7","8.7","T_8","8.5","T_9","8.0","T_10","8.2","T_11","8.2","T_12","8.4","T_14","8.6","T_15","8.2","T_16","8.5","T_17","8.2","T_18","8.7"
"19",2021-01-18 00:15:00,"T_1","8.5","T_2","8.0","T_3","8.2","T_4","8.3","T_5","8.3","T_6","8.2","T_7","8.7","T_8","8.5","T_9","8.0","T_10","8.2","T_11","8.2","T_12","8.4","T_14","8.6","T_15","8.2","T_16","8.5","T_17","8.2","T_18","8.7"
"20",2021-01-18 00:16:00,"T_1","8.5","T_2","8.0","T_3","8.2","T_4","8.3","T_5","8.3","T_6","8.2","T_7","8.7","T_8","8.5","T_9","8.0","T_10","8.2","T_11","8.2","T_12","8.4","T_14","8.6","T_15","8.2","T_16","8.5","T_17","8.2","T_18","8.7"
"21",2021-01-18 00:17:00,"T_1","8.5","T_2","8.1","T_3","8.2","T_4","8.3","T_5","8.3","T_6","8.2","T_7","8.7","T_8","8.5","T_9","8.0","T_10","8.2","T_11","8.2","T_12","8.4","T_14","8.6","T_15","8.2","T_16","8.5","T_17","8.2","T_18","8.7"
"22",2021-01-18 00:18:00,"T_1","8.5","T_2","8.1","T_3","8.2","T_4","8.3","T_5","8.3","T_6","8.2","T_7","8.7","T_8","8.5","T_9","8.0","T_10","8.2","T_11","8.2","T_12","8.4","T_14","8.6","T_15","8.2","T_16","8.5","T_17","8.2","T_18","8.7"
"23",2021-01-18 00:19:00,"T_1","8.5","T_2","8.1","T_3","8.2","T_4","8.3","T_5","8.3","T_6","8.2","T_7","8.7","T_8","8.5","T_9","8.0","T_10","8.2","T_11","8.2","T_12","8.4","T_14","8.6","T_15","8.2","T_16","8.5","T_17","8.1","T_18","8.7"
"24",2021-01-18 00:20:00,"T_1","8.5","T_2","8.1","T_3","8.2","T_4","8.3","T_5","8.3","T_6","8.2","T_7","8.7","T_8","8.5","T_9","8.0","T_10","8.2","T_11","8.2","T_12","8.4","T_14","8.6","T_15","8.2","T_16","8.5","T_17","8.1","T_18","8.7"
"25",2021-01-18 00:21:00,"T_1","8.5","T_2","8.1","T_3","8.2","T_4","8.3","T_5","8.3","T_6","8.2","T_7","8.7","T_8","8.5","T_9","8.0","T_10","8.2","T_11","8.2","T_12","8.4","T_14","8.6","T_15","8.2","T_16","8.5","T_17","8.1","T_18","8.7"
"26",2021-01-18 00:22:00,"T_1","8.5","T_2","8.1","T_3","8.2","T_4","8.3","T_5","8.3","T_6","8.2","T_7","8.7","T_8","8.5","T_9","8.0","T_10","8.2","T_11","8.2","T_12","8.4","T_14","8.6","T_15","8.2","T_16","8.5","T_17","8.2","T_18","8.6"
"27",2021-01-18 00:23:00,"T_1","8.5","T_2","8.1","T_3","8.2","T_4","8.3","T_5","8.3","T_6","8.2","T_7","8.7","T_8","8.5","T_9","8.0","T_10","8.2","T_11","8.2","T_12","8.4","T_14","8.6","T_15","8.2","T_16","8.5","T_17","8.1","T_18","8.6"
"28",2021-01-18 00:24:00,"T_1","8.5","T_2","8.1","T_3","8.2","T_4","8.3","T_5","8.3","T_6","8.2","T_7","8.7","T_8","8.5","T_9","8.0","T_10","8.2","T_11","8.2","T_12","8.4","T_14","8.5","T_15","8.2","T_16","8.5","T_17","8.1","T_18","8.7"
"29",2021-01-18 00:25:00,"T_1","8.5","T_2","8.1","T_3","8.2","T_4","8.3","T_5","8.3","T_6","8.2","T_7","8.7","T_8","8.5","T_9","8.0","T_10","8.2","T_11","8.2","T_12","8.4","T_14","8.5","T_15","8.2","T_16","8.5","T_17","8.1","T_18","8.6"
"30",2021-01-18 00:26:00,"T_1","8.5","T_2","8.1","T_3","8.2","T_4","8.3","T_5","8.3","T_6","8.2","T_7","8.7","T_8","8.5","T_9","8.0","T_10","8.2","T_11","8.2","T_12","8.4","T_14","8.5","T_15","8.2","T_16","8.5","T_17","8.1","T_18","8.6"
"31",2021-01-18 00:27:00,"T_1","8.5","T_2","8.1","T_3","8.2","T_4","8.3","T_5","8.3","T_6","8.2","T_7","8.7","T_8","8.5","T_9","8.0","T_10","8.2","T_11","8.2","T_12","8.4","T_14","8.5","T_15","8.2","T_16","8.5","T_17","8.1","T_18","8.6"
"32",2021-01-18 00:28:00,"T_1","8.5","T_2","8.1","T_3","8.2","T_4","8.3","T_5","8.3","T_6","8.2","T_7","8.7","T_8","8.5","T_9","8.0","T_10","8.2","T_11","8.2","T_12","8.4","T_14","8.5","T_15","8.2","T_16","8.5","T_17","8.1","T_18","8.7"
"33",2021-01-18 00:29:00,"T_1","8.5","T_2","8.1","T_3","8.2","T_4","8.3","T_5","8.3","T_6","8.2","T_7","8.7","T_8","8.5","T_9","8.0","T_10","8.2","T_11","8.2","T_12","8.4","T_14","8.5","T_15","8.2","T_16","8.5","T_17","8.1","T_18","8.6"
"34",2021-01-18 00:30:00,"T_1","8.5","T_2","8.1","T_3","8.2","T_4","8.3","T_5","8.3","T_6","8.2","T_7","8.7","T_8","8.5","T_9","7.9","T_10","8.2","T_11","8.2","T_12","8.4","T_14","8.5","T_15","8.2","T_16","8.5","T_17","8.1","T_18","8.6"
"35",2021-01-18 00:31:00,"T_1","8.5","T_2","8.1","T_3","8.2","T_4","8.3","T_5","8.3","T_6","8.2","T_7","8.7","T_8","8.5","T_9","8.0","T_10","8.2","T_11","8.2","T_12","8.4","T_14","8.5","T_15","8.2","T_16","8.5","T_17","8.1","T_18","8.6"
"36",2021-01-18 00:32:00,"T_1","8.5","T_2","8.1","T_3","8.2","T_4","8.3","T_5","8.2","T_6","8.2","T_7","8.7","T_8","8.5","T_9","8.0","T_10","8.2","T_11","8.2","T_12","8.4","T_14","8.5","T_15","8.2","T_16","8.5","T_17","8.1","T_18","8.6"
"37",2021-01-18 00:33:00,"T_1","8.5","T_2","8.1","T_3","8.2","T_4","8.3","T_5","8.2","T_6","8.2","T_7","8.7","T_8","8.5","T_9","8.0","T_10","8.2","T_11","8.1","T_12","8.4","T_14","8.5","T_15","8.2","T_16","8.5","T_17","8.1","T_18","8.6"
"38",2021-01-18 00:34:00,"T_1","8.5","T_2","8.1","T_3","8.1","T_4","8.3","T_5","8.2","T_6","8.2","T_7","8.7","T_8","8.5","T_9","8.0","T_10","8.2","T_11","8.1","T_12","8.4","T_14","8.5","T_15","8.2","T_16","8.5","T_17","8.1","T_18","8.6"
"39",2021-01-18 00:35:00,"T_1","8.5","T_2","8.1","T_3","8.1","T_4","8.3","T_5","8.2","T_6","8.2","T_7","8.7","T_8","8.5","T_9","8.1","T_10","8.2","T_11","8.1","T_12","8.4","T_14","8.5","T_15","8.2","T_16","8.5","T_17","8.1","T_18","8.6"
"40",2021-01-18 00:36:00,"T_1","8.5","T_2","8.1","T_3","8.1","T_4","8.3","T_5","8.2","T_6","8.2","T_7","8.7","T_8","8.5","T_9","8.1","T_10","8.2","T_11","8.1","T_12","8.4","T_14","8.5","T_15","8.2","T_16","8.5","T_17","8.1","T_18","8.6"
"41",2021-01-18 00:37:00,"T_1","8.5","T_2","8.1","T_3","8.1","T_4","8.3","T_5","8.2","T_6","8.2","T_7","8.7","T_8","8.5","T_9","8.1","T_10","8.2","T_11","8.1","T_12","8.4","T_14","8.5","T_15","8.2","T_16","8.5","T_17","8.1","T_18","8.6"
"42",2021-01-18 00:38:00,"T_1","8.5","T_2","8.1","T_3","8.1","T_4","8.3","T_5","8.2","T_6","8.2","T_7","8.7","T_8","8.5","T_9","8.1","T_10","8.2","T_11","8.1","T_12","8.4","T_14","8.5","T_15","8.2","T_16","8.5","T_17","8.1","T_18","8.6"
"43",2021-01-18 00:39:00,"T_1","8.5","T_2","8.1","T_3","8.1","T_4","8.3","T_5","8.2","T_6","8.2","T_7","8.7","T_8","8.5","T_9","8.1","T_10","8.2","T_11","8.1","T_12","8.4","T_14","8.5","T_15","8.2","T_16","8.5","T_17","8.1","T_18","8.6"
"44",2021-01-18 00:40:00,"T_1","8.5","T_2","8.1","T_3","8.1","T_4","8.3","T_5","8.2","T_6","8.2","T_7","8.7","T_8","8.5","T_9","8.1","T_10","8.2","T_11","8.1","T_12","8.4","T_14","8.5","T_15","8.2","T_16","8.5","T_17","8.1","T_18","8.6"
"45",2021-01-18 00:41:00,"T_1","8.5","T_2","8.0","T_3","8.1","T_4","8.3","T_5","8.2","T_6","8.2","T_7","8.7","T_8","8.5","T_9","8.1","T_10","8.2","T_11","8.1","T_12","8.4","T_14","8.5","T_15","8.2","T_16","8.5","T_17","8.1","T_18","8.6"
"46",2021-01-18 00:42:00,"T_1","8.5","T_2","8.0","T_3","8.1","T_4","8.3","T_5","8.2","T_6","8.2","T_7","8.7","T_8","8.5","T_9","8.1","T_10","8.2","T_11","8.1","T_12","8.4","T_14","8.5","T_15","8.2","T_16","8.5","T_17","8.1","T_18","8.6"
"47",2021-01-18 00:43:00,"T_1","8.5","T_2","8.0","T_3","8.1","T_4","8.3","T_5","8.2","T_6","8.2","T_7","8.7","T_8","8.5","T_9","8.1","T_10","8.2","T_11","8.1","T_12","8.4","T_14","8.5","T_15","8.2","T_16","8.5","T_17","8.1","T_18","8.6"
"48",2021-01-18 00:44:00,"T_1","8.5","T_2","8.0","T_3","8.1","T_4","8.3","T_5","8.2","T_6","8.2","T_7","8.7","T_8","8.5","T_9","8.1","T_10","8.2","T_11","8.1","T_12","8.4","T_14","8.5","T_15","8.2","T_16","8.5","T_17","8.1","T_18","8.6"
