"","Date.Time","Probe1","Temp1","Probe2","Temp2","Probe3","Temp3","Probe4","Temp4","Probe5","Temp5","Probe6","Temp6","Probe7","Temp7","Probe8","Temp8","Probe9","Temp9","Probe10","Temp10","Probe11","Temp11","Probe12","Temp12","Probe14","Temp14","Probe15","Temp15","Probe16","Temp16","Probe17","Temp17","Probe18","Temp18"
"4",2021-01-09 00:00:00,"T_1","7.4","T_2","7.2","T_3","7.5","T_4","0.0","T_5","7.2","T_6","7.2","T_7","7.6","T_8","7.7","T_9","7.2","T_10","7.5","T_11","7.5","T_12","8.0","T_14","7.9","T_15","7.5","T_16","7.4","T_17","7.4","T_18","7.6"
"5",2021-01-09 00:01:00,"T_1","7.4","T_2","7.2","T_3","7.5","T_4","0.0","T_5","7.2","T_6","7.2","T_7","7.6","T_8","7.7","T_9","7.2","T_10","7.5","T_11","7.5","T_12","8.0","T_14","7.9","T_15","7.5","T_16","7.4","T_17","7.4","T_18","7.6"
"6",2021-01-09 00:02:00,"T_1","7.4","T_2","7.2","T_3","7.5","T_4","0.0","T_5","7.2","T_6","7.2","T_7","7.6","T_8","7.7","T_9","7.2","T_10","7.5","T_11","7.5","T_12","8.0","T_14","7.9","T_15","7.5","T_16","7.4","T_17","7.4","T_18","7.6"
"7",2021-01-09 00:03:00,"T_1","7.4","T_2","7.2","T_3","7.5","T_4","0.0","T_5","7.2","T_6","7.2","T_7","7.6","T_8","7.7","T_9","7.2","T_10","7.5","T_11","7.5","T_12","8.0","T_14","7.9","T_15","7.5","T_16","7.4","T_17","7.4","T_18","7.6"
"8",2021-01-09 00:04:00,"T_1","7.4","T_2","7.2","T_3","7.5","T_4","0.0","T_5","7.2","T_6","7.2","T_7","7.6","T_8","7.7","T_9","7.2","T_10","7.5","T_11","7.5","T_12","8.0","T_14","7.9","T_15","7.5","T_16","7.4","T_17","7.4","T_18","7.6"
"9",2021-01-09 00:05:00,"T_1","7.4","T_2","7.2","T_3","7.5","T_4","0.0","T_5","7.2","T_6","7.2","T_7","7.6","T_8","7.7","T_9","7.2","T_10","7.5","T_11","7.5","T_12","8.0","T_14","7.9","T_15","7.5","T_16","7.4","T_17","7.4","T_18","7.6"
"10",2021-01-09 00:06:00,"T_1","7.4","T_2","7.2","T_3","7.5","T_4","0.0","T_5","7.2","T_6","7.2","T_7","7.6","T_8","7.7","T_9","7.2","T_10","7.5","T_11","7.5","T_12","8.0","T_14","7.9","T_15","7.5","T_16","7.4","T_17","7.4","T_18","7.6"
"11",2021-01-09 00:07:00,"T_1","7.4","T_2","7.2","T_3","7.5","T_4","0.0","T_5","7.2","T_6","7.2","T_7","7.6","T_8","7.7","T_9","7.2","T_10","7.5","T_11","7.5","T_12","8.0","T_14","7.9","T_15","7.5","T_16","7.4","T_17","7.4","T_18","7.6"
"12",2021-01-09 00:08:00,"T_1","7.4","T_2","7.2","T_3","7.5","T_4","0.0","T_5","7.2","T_6","7.2","T_7","7.6","T_8","7.7","T_9","7.2","T_10","7.5","T_11","7.5","T_12","8.0","T_14","7.9","T_15","7.5","T_16","7.4","T_17","7.4","T_18","7.6"
"13",2021-01-09 00:09:00,"T_1","7.4","T_2","7.2","T_3","7.5","T_4","0.0","T_5","7.2","T_6","7.2","T_7","7.6","T_8","7.7","T_9","7.2","T_10","7.5","T_11","7.5","T_12","8.0","T_14","7.9","T_15","7.5","T_16","7.4","T_17","7.4","T_18","7.6"
"14",2021-01-09 00:10:00,"T_1","7.4","T_2","7.2","T_3","7.5","T_4","0.0","T_5","7.2","T_6","7.2","T_7","7.6","T_8","7.7","T_9","7.2","T_10","7.5","T_11","7.5","T_12","8.0","T_14","7.9","T_15","7.5","T_16","7.4","T_17","7.4","T_18","7.6"
"15",2021-01-09 00:11:00,"T_1","7.4","T_2","7.2","T_3","7.5","T_4","0.0","T_5","7.2","T_6","7.2","T_7","7.6","T_8","7.7","T_9","7.2","T_10","7.5","T_11","7.5","T_12","8.0","T_14","7.9","T_15","7.5","T_16","7.4","T_17","7.4","T_18","7.6"
"16",2021-01-09 00:12:00,"T_1","7.4","T_2","7.2","T_3","7.5","T_4","0.0","T_5","7.2","T_6","7.2","T_7","7.6","T_8","7.7","T_9","7.2","T_10","7.5","T_11","7.5","T_12","8.0","T_14","7.9","T_15","7.5","T_16","7.4","T_17","7.4","T_18","7.6"
"17",2021-01-09 00:13:00,"T_1","7.4","T_2","7.2","T_3","7.5","T_4","0.0","T_5","7.2","T_6","7.2","T_7","7.6","T_8","7.7","T_9","7.2","T_10","7.5","T_11","7.5","T_12","8.0","T_14","7.9","T_15","7.5","T_16","7.4","T_17","7.4","T_18","7.6"
"18",2021-01-09 00:14:00,"T_1","7.4","T_2","7.2","T_3","7.5","T_4","0.0","T_5","7.2","T_6","7.2","T_7","7.6","T_8","7.7","T_9","7.2","T_10","7.5","T_11","7.5","T_12","8.0","T_14","7.9","T_15","7.5","T_16","7.4","T_17","7.4","T_18","7.6"
"19",2021-01-09 00:15:00,"T_1","7.4","T_2","7.2","T_3","7.5","T_4","0.0","T_5","7.2","T_6","7.2","T_7","7.6","T_8","7.7","T_9","7.2","T_10","7.5","T_11","7.5","T_12","8.0","T_14","7.9","T_15","7.5","T_16","7.4","T_17","7.4","T_18","7.6"
"20",2021-01-09 00:16:00,"T_1","7.4","T_2","7.2","T_3","7.5","T_4","0.0","T_5","7.2","T_6","7.2","T_7","7.6","T_8","7.7","T_9","7.2","T_10","7.5","T_11","7.5","T_12","8.0","T_14","7.9","T_15","7.5","T_16","7.4","T_17","7.4","T_18","7.6"
"21",2021-01-09 00:17:00,"T_1","7.4","T_2","7.2","T_3","7.5","T_4","0.0","T_5","7.2","T_6","7.2","T_7","7.6","T_8","7.7","T_9","7.2","T_10","7.5","T_11","7.5","T_12","8.0","T_14","7.9","T_15","7.5","T_16","7.4","T_17","7.4","T_18","7.6"
"22",2021-01-09 00:18:00,"T_1","7.4","T_2","7.2","T_3","7.5","T_4","0.0","T_5","7.2","T_6","7.2","T_7","7.6","T_8","7.7","T_9","7.2","T_10","7.5","T_11","7.5","T_12","8.0","T_14","7.9","T_15","7.5","T_16","7.4","T_17","7.4","T_18","7.6"
