"Plot Title: 20444032"
"#","Date Time, GMT-10:00","Temp, °C (LGR S/N: 20444032, SEN S/N: 20444032)","Coupler Detached (LGR S/N: 20444032)","Coupler Attached (LGR S/N: 20444032)","End Of File (LGR S/N: 20444032)"
1,02/06/21 04:00:00 PM,8.120,Logged,,
2,02/06/21 04:10:00 PM,8.245,,,
3,02/06/21 04:20:00 PM,8.095,,,
4,02/06/21 04:30:00 PM,8.270,,,
5,02/06/21 04:40:00 PM,8.120,,,
6,02/06/21 04:50:00 PM,8.245,,,
7,02/06/21 05:00:00 PM,8.145,,,
8,02/06/21 05:10:00 PM,8.170,,,
9,02/06/21 05:20:00 PM,8.195,,,
10,02/06/21 05:30:00 PM,8.070,,,
11,02/06/21 05:40:00 PM,8.270,,,
12,02/06/21 05:50:00 PM,8.120,,,
13,02/06/21 06:00:00 PM,8.270,,,
14,02/06/21 06:10:00 PM,8.170,,,
15,02/06/21 06:20:00 PM,8.095,,,
16,02/06/21 06:30:00 PM,8.220,,,
17,02/06/21 06:40:00 PM,8.070,,,
18,02/06/21 06:50:00 PM,8.270,,,
19,02/06/21 07:00:00 PM,8.095,,,
20,02/06/21 07:10:00 PM,8.245,,,
21,02/06/21 07:20:00 PM,8.095,,,
22,02/06/21 07:30:00 PM,8.245,,,
23,02/06/21 07:40:00 PM,8.145,,,
24,02/06/21 07:50:00 PM,8.195,,,
25,02/06/21 08:00:00 PM,8.220,,,
26,02/06/21 08:10:00 PM,8.070,,,
27,02/06/21 08:20:00 PM,8.245,,,
28,02/06/21 08:30:00 PM,8.120,,,
29,02/06/21 08:40:00 PM,8.220,,,
30,02/06/21 08:50:00 PM,8.095,,,
31,02/06/21 09:00:00 PM,8.245,,,
32,02/06/21 09:10:00 PM,8.120,,,
33,02/06/21 09:20:00 PM,8.245,,,
34,02/06/21 09:30:00 PM,8.195,,,
35,02/06/21 09:40:00 PM,8.070,,,
36,02/06/21 09:50:00 PM,8.245,,,
37,02/06/21 10:00:00 PM,8.145,,,
38,02/06/21 10:10:00 PM,8.195,,,
39,02/06/21 10:20:00 PM,8.170,,,
40,02/06/21 10:30:00 PM,8.170,,,
41,02/06/21 10:40:00 PM,8.220,,,
42,02/06/21 10:50:00 PM,8.095,,,
43,02/06/21 11:00:00 PM,8.270,,,
44,02/06/21 11:10:00 PM,8.195,,,
45,02/06/21 11:20:00 PM,8.120,,,
