#,Date-Time (EST),Ch: 1 - Temperature  °C (°C),Ch: 2 - Light  lux (lux),Button Down,Button Up,Host Connected,Stopped,End of File
324,01/28/2021 23:50:00,3.56,0,,,,,
325,01/29/2021 00:00:00,3.47,0,,,,,
326,01/29/2021 00:10:00,3.47,0,,,,,
327,01/29/2021 00:20:00,3.43,0,,,,,
328,01/29/2021 00:30:00,3.30,0,,,,,
329,01/29/2021 00:40:00,3.26,0,,,,,
330,01/29/2021 00:50:00,3.17,0,,,,,
331,01/29/2021 01:00:00,3.17,0,,,,,
332,01/29/2021 01:10:00,3.13,0,,,,,
333,01/29/2021 01:20:00,3.04,0,,,,,
334,01/29/2021 01:30:00,2.96,0,,,,,
335,01/29/2021 01:40:00,2.96,0,,,,,
336,01/29/2021 01:50:00,2.87,0,,,,,
337,01/29/2021 02:00:00,2.83,0,,,,,
338,01/29/2021 02:10:00,2.79,0,,,,,
339,01/29/2021 02:20:00,2.79,0,,,,,
340,01/29/2021 02:30:00,2.70,0,,,,,
341,01/29/2021 02:40:00,2.66,0,,,,,
342,01/29/2021 02:50:00,2.66,0,,,,,
343,01/29/2021 03:00:00,2.61,0,,,,,
344,01/29/2021 03:10:00,2.61,0,,,,,
345,01/29/2021 03:20:00,2.66,0,,,,,
346,01/29/2021 03:30:00,2.57,0,,,,,
347,01/29/2021 03:40:00,2.53,0,,,,,
348,01/29/2021 03:50:00,2.53,0,,,,,
349,01/29/2021 04:00:00,2.53,0,,,,,
350,01/29/2021 04:10:00,2.49,0,,,,,
351,01/29/2021 04:20:00,2.44,0,,,,,
352,01/29/2021 04:30:00,2.44,0,,,,,
353,01/29/2021 04:40:00,2.44,0,,,,,
354,01/29/2021 04:50:00,2.44,0,,,,,
355,01/29/2021 05:00:00,2.44,0,,,,,
356,01/29/2021 05:10:00,2.49,0,,,,,
357,01/29/2021 05:20:00,2.49,0,,,,,
358,01/29/2021 05:30:00,2.49,0,,,,,
359,01/29/2021 05:40:00,2.44,0,,,,,
360,01/29/2021 05:50:00,2.44,0,,,,,
361,01/29/2021 06:00:00,2.44,0,,,,,
362,01/29/2021 06:10:00,2.49,0,,,,,
363,01/29/2021 06:20:00,2.49,0,,,,,
364,01/29/2021 06:30:00,2.49,0,,,,,
365,01/29/2021 06:40:00,2.49,0,,,,,
366,01/29/2021 06:50:00,2.53,0,,,,,
367,01/29/2021 07:00:00,2.57,0,,,,,
368,01/29/2021 07:10:00,2.61,0,,,,,
369,01/29/2021 07:20:00,2.74,1,,,,,
370,01/29/2021 07:30:00,2.79,2,,,,,
371,01/29/2021 07:40:00,2.96,3,,,,,
372,01/29/2021 07:50:00,2.96,4,,,,,
373,01/29/2021 08:00:00,3.17,5,,,,,
374,01/29/2021 08:10:00,3.30,6,,,,,
375,01/29/2021 08:20:00,3.39,7,,,,,
376,01/29/2021 08:30:00,3.52,7,,,,,
377,01/29/2021 08:40:00,3.64,8,,,,,
378,01/29/2021 08:50:00,3.82,10,,,,,
379,01/29/2021 09:00:00,4.16,59,,,,,
380,01/29/2021 09:10:00,8.53,22,,,,,
381,01/29/2021 09:20:00,10.94,23,,,,,
382,01/29/2021 09:30:00,12.27,22,,,,,
383,01/29/2021 09:40:00,13.17,23,,,,,
384,01/29/2021 09:50:00,13.47,28,,,,,
385,01/29/2021 10:00:00,13.12,38,,,,,
386,01/29/2021 10:10:00,13.60,70,,,,,
387,01/29/2021 10:12:47,,,Logged,Logged,,,
388,01/29/2021 10:12:50,,,,,Logged,,
389,01/29/2021 10:13:02,,,,,,Logged,Logged
