#,Date-Time (EST),Ch: 1 - Temperature  °C (°C),Ch: 2 - Light  lux (lux),Button Down,Button Up,Host Connected,Stopped,End of File
1,01/26/2021 18:00:00,3.69,0,,,,,
2,01/26/2021 18:10:00,3.64,0,,,,,
3,01/26/2021 18:20:00,3.69,0,,,,,
4,01/26/2021 18:30:00,3.73,0,,,,,
5,01/26/2021 18:40:00,3.73,0,,,,,
6,01/26/2021 18:50:00,3.77,0,,,,,
7,01/26/2021 19:00:00,3.77,0,,,,,
8,01/26/2021 19:10:00,3.86,0,,,,,
9,01/26/2021 19:20:00,3.82,0,,,,,
10,01/26/2021 19:30:00,3.73,0,,,,,
11,01/26/2021 19:40:00,3.69,0,,,,,
12,01/26/2021 19:50:00,3.64,0,,,,,
13,01/26/2021 20:00:00,3.56,0,,,,,
14,01/26/2021 20:10:00,3.64,0,,,,,
15,01/26/2021 20:20:00,3.56,0,,,,,
16,01/26/2021 20:30:00,3.56,0,,,,,
17,01/26/2021 20:40:00,3.64,0,,,,,
18,01/26/2021 20:50:00,3.64,0,,,,,
19,01/26/2021 21:00:00,3.69,0,,,,,
20,01/26/2021 21:10:00,3.69,0,,,,,
21,01/26/2021 21:20:00,3.73,0,,,,,
22,01/26/2021 21:30:00,3.69,0,,,,,
23,01/26/2021 21:40:00,3.73,0,,,,,
24,01/26/2021 21:50:00,3.73,0,,,,,
25,01/26/2021 22:00:00,3.73,0,,,,,
26,01/26/2021 22:10:00,3.77,0,,,,,
27,01/26/2021 22:20:00,3.69,0,,,,,
28,01/26/2021 22:30:00,3.69,0,,,,,
29,01/26/2021 22:40:00,3.64,0,,,,,
30,01/26/2021 22:50:00,3.69,0,,,,,
31,01/26/2021 23:00:00,3.64,0,,,,,
32,01/26/2021 23:10:00,3.69,0,,,,,
33,01/26/2021 23:20:00,3.60,0,,,,,
34,01/26/2021 23:30:00,3.56,0,,,,,
35,01/26/2021 23:40:00,3.56,0,,,,,
36,01/26/2021 23:50:00,3.56,0,,,,,
37,01/27/2021 00:00:00,3.60,0,,,,,
38,01/27/2021 00:10:00,3.56,0,,,,,
39,01/27/2021 00:20:00,3.56,0,,,,,
40,01/27/2021 00:30:00,3.60,0,,,,,
41,01/27/2021 00:40:00,3.56,0,,,,,
42,01/27/2021 00:50:00,3.60,0,,,,,
43,01/27/2021 01:00:00,3.60,0,,,,,
44,01/27/2021 01:10:00,3.60,0,,,,,
45,01/27/2021 01:20:00,3.64,0,,,,,
46,01/27/2021 01:30:00,3.56,0,,,,,
47,01/27/2021 01:40:00,3.60,0,,,,,
48,01/27/2021 01:50:00,3.64,0,,,,,
49,01/27/2021 02:00:00,3.64,0,,,,,
50,01/27/2021 02:10:00,3.64,0,,,,,
51,01/27/2021 02:20:00,3.60,0,,,,,
52,01/27/2021 02:30:00,3.56,0,,,,,
53,01/27/2021 02:40:00,3.47,0,,,,,
54,01/27/2021 02:50:00,3.47,0,,,,,
55,01/27/2021 03:00:00,3.52,0,,,,,
56,01/27/2021 03:10:00,3.52,0,,,,,
57,01/27/2021 03:20:00,3.56,0,,,,,
58,01/27/2021 03:30:00,3.56,0,,,,,
59,01/27/2021 03:40:00,3.56,0,,,,,
60,01/27/2021 03:50:00,3.52,0,,,,,
61,01/27/2021 04:00:00,3.56,0,,,,,
62,01/27/2021 04:10:00,3.56,0,,,,,
63,01/27/2021 04:20:00,3.52,0,,,,,
64,01/27/2021 04:30:00,3.60,0,,,,,
65,01/27/2021 04:40:00,3.60,0,,,,,
66,01/27/2021 04:50:00,3.56,0,,,,,
67,01/27/2021 05:00:00,3.56,0,,,,,
68,01/27/2021 05:10:00,3.60,0,,,,,
69,01/27/2021 05:20:00,3.60,0,,,,,
70,01/27/2021 05:30:00,3.56,0,,,,,
71,01/27/2021 05:40:00,3.64,0,,,,,
72,01/27/2021 05:50:00,3.69,0,,,,,
73,01/27/2021 06:00:00,3.69,0,,,,,
74,01/27/2021 06:10:00,3.77,0,,,,,
75,01/27/2021 06:20:00,3.73,0,,,,,
76,01/27/2021 06:30:00,3.77,0,,,,,
77,01/27/2021 06:40:00,3.82,0,,,,,
78,01/27/2021 06:50:00,3.86,1,,,,,
79,01/27/2021 07:00:00,3.86,4,,,,,
80,01/27/2021 07:10:00,3.90,10,,,,,
81,01/27/2021 07:20:00,3.86,19,,,,,
82,01/27/2021 07:30:00,3.86,31,,,,,
83,01/27/2021 07:40:00,3.90,41,,,,,
84,01/27/2021 07:50:00,3.94,50,,,,,
85,01/27/2021 08:00:00,3.99,54,,,,,
86,01/27/2021 08:10:00,3.99,69,,,,,
87,01/27/2021 08:20:00,4.03,93,,,,,
88,01/27/2021 08:30:00,4.03,120,,,,,
89,01/27/2021 08:40:00,4.07,154,,,,,
90,01/27/2021 08:50:00,4.07,240,,,,,
91,01/27/2021 09:00:00,4.12,276,,,,,
92,01/27/2021 09:10:00,4.16,208,,,,,
93,01/27/2021 09:20:00,4.20,234,,,,,
94,01/27/2021 09:30:00,4.20,340,,,,,
95,01/27/2021 09:40:00,4.29,363,,,,,
96,01/27/2021 09:50:00,4.24,379,,,,,
97,01/27/2021 10:00:00,4.24,459,,,,,
98,01/27/2021 10:10:00,4.29,567,,,,,
99,01/27/2021 10:20:00,4.33,469,,,,,
100,01/27/2021 10:30:00,4.29,503,,,,,
101,01/27/2021 10:40:00,4.33,501,,,,,
102,01/27/2021 10:50:00,4.42,457,,,,,
103,01/27/2021 11:00:00,4.33,551,,,,,
104,01/27/2021 11:10:00,4.42,604,,,,,
105,01/27/2021 11:20:00,4.50,668,,,,,
106,01/27/2021 11:30:00,4.46,26,,,,,
107,01/27/2021 11:40:00,4.37,24,,,,,
108,01/27/2021 11:50:00,4.37,21,,,,,
109,01/27/2021 12:00:00,4.37,23,,,,,
110,01/27/2021 12:10:00,4.37,29,,,,,
111,01/27/2021 12:20:00,4.33,30,,,,,
112,01/27/2021 12:30:00,4.33,31,,,,,
113,01/27/2021 12:40:00,4.37,33,,,,,
114,01/27/2021 12:50:00,4.29,32,,,,,
115,01/27/2021 13:00:00,4.29,27,,,,,
116,01/27/2021 13:10:00,4.29,28,,,,,
117,01/27/2021 13:20:00,4.29,26,,,,,
118,01/27/2021 13:30:00,4.24,24,,,,,
119,01/27/2021 13:40:00,4.29,24,,,,,
120,01/27/2021 13:50:00,4.24,27,,,,,
121,01/27/2021 14:00:00,4.24,23,,,,,
122,01/27/2021 14:10:00,4.20,19,,,,,
123,01/27/2021 14:20:00,4.20,20,,,,,
124,01/27/2021 14:30:00,4.24,12,,,,,
125,01/27/2021 14:40:00,4.24,11,,,,,
126,01/27/2021 14:50:00,4.16,9,,,,,
127,01/27/2021 15:00:00,4.16,9,,,,,
128,01/27/2021 15:10:00,4.16,7,,,,,
129,01/27/2021 15:20:00,4.16,6,,,,,
130,01/27/2021 15:30:00,4.16,5,,,,,
131,01/27/2021 15:40:00,4.07,4,,,,,
132,01/27/2021 15:50:00,4.12,4,,,,,
133,01/27/2021 16:00:00,4.07,2,,,,,
134,01/27/2021 16:10:00,4.07,2,,,,,
135,01/27/2021 16:20:00,4.07,1,,,,,
136,01/27/2021 16:30:00,4.07,1,,,,,
137,01/27/2021 16:40:00,4.03,0,,,,,
138,01/27/2021 16:50:00,3.99,0,,,,,
139,01/27/2021 17:00:00,3.99,0,,,,,
140,01/27/2021 17:10:00,4.03,0,,,,,
141,01/27/2021 17:20:00,3.99,0,,,,,
142,01/27/2021 17:30:00,4.03,0,,,,,
143,01/27/2021 17:40:00,3.99,0,,,,,
144,01/27/2021 17:50:00,3.99,0,,,,,
145,01/27/2021 18:00:00,3.99,0,,,,,
146,01/27/2021 18:10:00,3.99,0,,,,,
147,01/27/2021 18:20:00,3.99,0,,,,,
148,01/27/2021 18:30:00,3.94,0,,,,,
149,01/27/2021 18:40:00,3.94,0,,,,,
150,01/27/2021 18:50:00,3.99,0,,,,,
151,01/27/2021 19:00:00,3.99,0,,,,,
152,01/27/2021 19:10:00,3.99,0,,,,,
153,01/27/2021 19:20:00,3.94,0,,,,,
154,01/27/2021 19:30:00,3.99,0,,,,,
155,01/27/2021 19:40:00,4.03,0,,,,,
156,01/27/2021 19:50:00,4.03,0,,,,,
157,01/27/2021 20:00:00,4.03,0,,,,,
158,01/27/2021 20:10:00,4.07,0,,,,,
159,01/27/2021 20:20:00,4.07,0,,,,,
160,01/27/2021 20:30:00,4.07,0,,,,,
161,01/27/2021 20:40:00,4.12,0,,,,,
162,01/27/2021 20:50:00,4.16,0,,,,,
163,01/27/2021 21:00:00,4.12,0,,,,,
164,01/27/2021 21:10:00,4.16,0,,,,,
165,01/27/2021 21:20:00,4.16,0,,,,,
166,01/27/2021 21:30:00,4.20,0,,,,,
167,01/27/2021 21:40:00,4.20,0,,,,,
168,01/27/2021 21:50:00,4.24,0,,,,,
169,01/27/2021 22:00:00,4.24,0,,,,,
170,01/27/2021 22:10:00,4.29,0,,,,,
171,01/27/2021 22:20:00,4.16,0,,,,,
172,01/27/2021 22:30:00,4.16,0,,,,,
173,01/27/2021 22:40:00,4.16,0,,,,,
174,01/27/2021 22:50:00,4.16,0,,,,,
175,01/27/2021 23:00:00,4.16,0,,,,,
176,01/27/2021 23:10:00,4.07,0,,,,,
177,01/27/2021 23:20:00,4.03,0,,,,,
178,01/27/2021 23:30:00,3.99,0,,,,,
179,01/27/2021 23:40:00,3.99,0,,,,,
180,01/27/2021 23:50:00,4.03,0,,,,,
181,01/28/2021 00:00:00,3.94,0,,,,,
182,01/28/2021 00:10:00,3.94,0,,,,,
183,01/28/2021 00:20:00,3.90,0,,,,,
184,01/28/2021 00:30:00,3.86,0,,,,,
185,01/28/2021 00:40:00,3.82,0,,,,,
186,01/28/2021 00:50:00,3.82,0,,,,,
187,01/28/2021 01:00:00,3.77,0,,,,,
188,01/28/2021 01:10:00,3.77,0,,,,,
189,01/28/2021 01:20:00,3.73,0,,,,,
190,01/28/2021 01:30:00,3.73,0,,,,,
191,01/28/2021 01:40:00,3.69,0,,,,,
192,01/28/2021 01:50:00,3.64,0,,,,,
193,01/28/2021 02:00:00,3.64,0,,,,,
194,01/28/2021 02:10:00,3.60,0,,,,,
195,01/28/2021 02:20:00,3.60,0,,,,,
196,01/28/2021 02:30:00,3.56,0,,,,,
197,01/28/2021 02:40:00,3.56,0,,,,,
198,01/28/2021 02:50:00,3.56,0,,,,,
199,01/28/2021 03:00:00,3.56,0,,,,,
200,01/28/2021 03:10:00,3.56,0,,,,,
201,01/28/2021 03:20:00,3.52,0,,,,,
202,01/28/2021 03:30:00,3.52,0,,,,,
203,01/28/2021 03:40:00,3.47,0,,,,,
204,01/28/2021 03:50:00,3.47,0,,,,,
205,01/28/2021 04:00:00,3.47,0,,,,,
206,01/28/2021 04:10:00,3.47,0,,,,,
207,01/28/2021 04:20:00,3.43,0,,,,,
208,01/28/2021 04:30:00,3.47,0,,,,,
209,01/28/2021 04:40:00,3.52,0,,,,,
210,01/28/2021 04:50:00,3.47,0,,,,,
211,01/28/2021 05:00:00,3.47,0,,,,,
212,01/28/2021 05:10:00,3.43,0,,,,,
213,01/28/2021 05:20:00,3.43,0,,,,,
214,01/28/2021 05:30:00,3.56,0,,,,,
215,01/28/2021 05:40:00,3.43,0,,,,,
216,01/28/2021 05:50:00,3.52,0,,,,,
217,01/28/2021 06:00:00,3.52,0,,,,,
218,01/28/2021 06:10:00,3.56,0,,,,,
219,01/28/2021 06:20:00,3.52,0,,,,,
220,01/28/2021 06:30:00,3.56,0,,,,,
221,01/28/2021 06:40:00,3.60,0,,,,,
222,01/28/2021 06:50:00,3.64,0,,,,,
223,01/28/2021 07:00:00,3.69,0,,,,,
224,01/28/2021 07:10:00,3.73,0,,,,,
225,01/28/2021 07:20:00,3.77,1,,,,,
226,01/28/2021 07:30:00,3.77,1,,,,,
227,01/28/2021 07:40:00,3.82,2,,,,,
228,01/28/2021 07:50:00,3.82,2,,,,,
229,01/28/2021 08:00:00,3.82,3,,,,,
230,01/28/2021 08:10:00,3.82,5,,,,,
231,01/28/2021 08:20:00,3.77,8,,,,,
232,01/28/2021 08:30:00,3.82,6,,,,,
233,01/28/2021 08:40:00,3.82,8,,,,,
234,01/28/2021 08:50:00,3.86,9,,,,,
235,01/28/2021 09:00:00,3.82,10,,,,,
236,01/28/2021 09:10:00,3.90,11,,,,,
237,01/28/2021 09:20:00,3.94,12,,,,,
238,01/28/2021 09:30:00,4.03,11,,,,,
239,01/28/2021 09:40:00,4.03,12,,,,,
240,01/28/2021 09:50:00,4.12,12,,,,,
241,01/28/2021 10:00:00,4.16,12,,,,,
242,01/28/2021 10:10:00,4.20,14,,,,,
243,01/28/2021 10:20:00,4.24,15,,,,,
244,01/28/2021 10:30:00,4.29,19,,,,,
245,01/28/2021 10:40:00,4.29,19,,,,,
246,01/28/2021 10:50:00,4.24,21,,,,,
247,01/28/2021 11:00:00,4.24,19,,,,,
248,01/28/2021 11:10:00,4.29,20,,,,,
249,01/28/2021 11:20:00,4.20,19,,,,,
250,01/28/2021 11:30:00,4.24,21,,,,,
251,01/28/2021 11:40:00,4.24,21,,,,,
252,01/28/2021 11:50:00,4.24,18,,,,,
253,01/28/2021 12:00:00,4.24,18,,,,,
254,01/28/2021 12:10:00,4.24,20,,,,,
255,01/28/2021 12:20:00,4.20,19,,,,,
256,01/28/2021 12:30:00,4.20,18,,,,,
257,01/28/2021 12:40:00,4.20,18,,,,,
258,01/28/2021 12:50:00,4.20,19,,,,,
259,01/28/2021 13:00:00,4.12,22,,,,,
260,01/28/2021 13:10:00,4.12,21,,,,,
261,01/28/2021 13:20:00,4.12,24,,,,,
262,01/28/2021 13:30:00,4.07,26,,,,,
263,01/28/2021 13:40:00,4.07,25,,,,,
264,01/28/2021 13:50:00,4.07,24,,,,,
265,01/28/2021 14:00:00,4.03,21,,,,,
266,01/28/2021 14:10:00,3.99,19,,,,,
267,01/28/2021 14:20:00,4.03,19,,,,,
268,01/28/2021 14:30:00,3.99,18,,,,,
269,01/28/2021 14:40:00,3.99,15,,,,,
270,01/28/2021 14:50:00,3.94,15,,,,,
271,01/28/2021 15:00:00,3.94,19,,,,,
272,01/28/2021 15:10:00,3.94,14,,,,,
273,01/28/2021 15:20:00,3.94,13,,,,,
274,01/28/2021 15:30:00,3.86,11,,,,,
275,01/28/2021 15:40:00,3.90,10,,,,,
276,01/28/2021 15:50:00,3.86,9,,,,,
277,01/28/2021 16:00:00,3.86,6,,,,,
278,01/28/2021 16:10:00,3.86,5,,,,,
279,01/28/2021 16:20:00,3.86,4,,,,,
280,01/28/2021 16:30:00,3.82,3,,,,,
281,01/28/2021 16:40:00,3.77,1,,,,,
282,01/28/2021 16:50:00,3.77,0,,,,,
283,01/28/2021 17:00:00,3.77,0,,,,,
284,01/28/2021 17:10:00,3.73,0,,,,,
285,01/28/2021 17:20:00,3.73,0,,,,,
286,01/28/2021 17:30:00,3.69,0,,,,,
287,01/28/2021 17:40:00,3.69,0,,,,,
288,01/28/2021 17:50:00,3.64,0,,,,,
289,01/28/2021 18:00:00,3.69,0,,,,,
290,01/28/2021 18:10:00,3.64,0,,,,,
291,01/28/2021 18:20:00,3.60,0,,,,,
292,01/28/2021 18:30:00,3.60,0,,,,,
293,01/28/2021 18:40:00,3.56,0,,,,,
294,01/28/2021 18:50:00,3.56,0,,,,,
295,01/28/2021 19:00:00,3.56,0,,,,,
296,01/28/2021 19:10:00,3.52,0,,,,,
297,01/28/2021 19:20:00,3.52,0,,,,,
298,01/28/2021 19:30:00,3.47,0,,,,,
299,01/28/2021 19:40:00,3.52,0,,,,,
300,01/28/2021 19:50:00,3.52,0,,,,,
301,01/28/2021 20:00:00,3.52,0,,,,,
302,01/28/2021 20:10:00,3.52,0,,,,,
303,01/28/2021 20:20:00,3.56,0,,,,,
304,01/28/2021 20:30:00,3.56,0,,,,,
305,01/28/2021 20:40:00,3.56,0,,,,,
306,01/28/2021 20:50:00,3.56,0,,,,,
307,01/28/2021 21:00:00,3.64,0,,,,,
308,01/28/2021 21:10:00,3.82,0,,,,,
309,01/28/2021 21:20:00,3.90,0,,,,,
310,01/28/2021 21:30:00,3.99,0,,,,,
311,01/28/2021 21:40:00,4.07,0,,,,,
312,01/28/2021 21:50:00,4.03,0,,,,,
313,01/28/2021 22:00:00,4.03,0,,,,,
314,01/28/2021 22:10:00,4.03,0,,,,,
315,01/28/2021 22:20:00,4.12,0,,,,,
316,01/28/2021 22:30:00,3.99,0,,,,,
317,01/28/2021 22:40:00,3.94,0,,,,,
318,01/28/2021 22:50:00,3.86,0,,,,,
319,01/28/2021 23:00:00,3.82,0,,,,,
320,01/28/2021 23:10:00,3.69,0,,,,,
321,01/28/2021 23:20:00,3.69,0,,,,,
322,01/28/2021 23:30:00,3.64,0,,,,,
323,01/28/2021 23:40:00,3.60,0,,,,,
