#,Date-Time (EST),Ch: 1 - Temperature  °C (°C),Ch: 2 - Light  lux (lux),Button Down,Button Up,Host Connected,Stopped,End of File
1,12/21/2020 18:00:00,20.59,195,,,,,
2,12/21/2020 18:10:00,20.42,193,,,,,
3,12/21/2020 18:20:00,20.25,194,,,,,
4,12/21/2020 18:30:00,20.25,198,,,,,
5,12/21/2020 18:40:00,20.59,196,,,,,
6,12/21/2020 18:50:00,20.16,193,,,,,
7,12/21/2020 19:00:00,11.07,428,,,,,
8,12/21/2020 19:10:00,7.81,61,,,,,
9,12/21/2020 19:20:00,7.63,61,,,,,
10,12/21/2020 19:30:00,7.55,301,,,,,
11,12/21/2020 19:40:00,7.42,63,,,,,
12,12/21/2020 19:50:00,7.38,0,,,,,
13,12/21/2020 20:00:00,7.29,0,,,,,
14,12/21/2020 20:10:00,7.29,0,,,,,
15,12/21/2020 20:20:00,7.25,0,,,,,
16,12/21/2020 20:30:00,7.20,0,,,,,
17,12/21/2020 20:40:00,7.20,0,,,,,
18,12/21/2020 20:50:00,7.16,0,,,,,
19,12/21/2020 21:00:00,7.12,0,,,,,
20,12/21/2020 21:10:00,7.12,0,,,,,
21,12/21/2020 21:20:00,7.12,0,,,,,
22,12/21/2020 21:30:00,7.08,0,,,,,
23,12/21/2020 21:40:00,7.08,0,,,,,
24,12/21/2020 21:50:00,7.08,0,,,,,
25,12/21/2020 22:00:00,7.08,0,,,,,
26,12/21/2020 22:10:00,7.08,0,,,,,
27,12/21/2020 22:20:00,7.12,0,,,,,
28,12/21/2020 22:30:00,7.12,0,,,,,
29,12/21/2020 22:40:00,7.12,0,,,,,
30,12/21/2020 22:50:00,7.12,0,,,,,
31,12/21/2020 23:00:00,7.12,0,,,,,
32,12/21/2020 23:10:00,7.12,0,,,,,
33,12/21/2020 23:20:00,7.16,0,,,,,
34,12/21/2020 23:30:00,7.12,0,,,,,
35,12/21/2020 23:40:00,7.16,0,,,,,
36,12/21/2020 23:50:00,7.16,0,,,,,
37,12/22/2020 00:00:00,7.20,0,,,,,
38,12/22/2020 00:10:00,7.25,0,,,,,
39,12/22/2020 00:20:00,7.25,0,,,,,
40,12/22/2020 00:30:00,7.29,0,,,,,
41,12/22/2020 00:40:00,7.29,0,,,,,
42,12/22/2020 00:50:00,7.29,0,,,,,
43,12/22/2020 01:00:00,7.33,0,,,,,
44,12/22/2020 01:10:00,7.33,0,,,,,
45,12/22/2020 01:20:00,7.33,0,,,,,
46,12/22/2020 01:30:00,7.46,0,,,,,
47,12/22/2020 01:40:00,7.46,0,,,,,
48,12/22/2020 01:50:00,7.50,0,,,,,
49,12/22/2020 02:00:00,7.59,0,,,,,
50,12/22/2020 02:10:00,7.63,0,,,,,
51,12/22/2020 02:20:00,7.68,0,,,,,
52,12/22/2020 02:30:00,7.72,0,,,,,
53,12/22/2020 02:40:00,7.76,0,,,,,
54,12/22/2020 02:50:00,7.81,0,,,,,
55,12/22/2020 03:00:00,7.89,0,,,,,
56,12/22/2020 03:10:00,7.93,0,,,,,
57,12/22/2020 03:20:00,7.93,0,,,,,
58,12/22/2020 03:30:00,8.06,0,,,,,
59,12/22/2020 03:40:00,8.11,0,,,,,
60,12/22/2020 03:50:00,8.11,0,,,,,
61,12/22/2020 04:00:00,8.11,0,,,,,
62,12/22/2020 04:10:00,8.11,0,,,,,
63,12/22/2020 04:20:00,8.11,0,,,,,
64,12/22/2020 04:30:00,8.06,0,,,,,
65,12/22/2020 04:40:00,8.11,0,,,,,
66,12/22/2020 04:50:00,8.06,0,,,,,
67,12/22/2020 05:00:00,8.06,0,,,,,
68,12/22/2020 05:10:00,8.06,0,,,,,
69,12/22/2020 05:20:00,8.11,0,,,,,
70,12/22/2020 05:30:00,8.06,0,,,,,
71,12/22/2020 05:40:00,8.06,0,,,,,
72,12/22/2020 05:50:00,7.98,0,,,,,
73,12/22/2020 06:00:00,8.02,0,,,,,
74,12/22/2020 06:10:00,7.93,10,,,,,
75,12/22/2020 06:20:00,7.98,20,,,,,
76,12/22/2020 06:30:00,7.89,34,,,,,
77,12/22/2020 06:40:00,7.89,55,,,,,
78,12/22/2020 06:50:00,7.85,76,,,,,
79,12/22/2020 07:00:00,7.76,100,,,,,
80,12/22/2020 07:10:00,7.68,120,,,,,
81,12/22/2020 07:20:00,7.63,202,,,,,
82,12/22/2020 07:30:00,7.59,219,,,,,
83,12/22/2020 07:40:00,7.55,238,,,,,
84,12/22/2020 07:50:00,7.46,260,,,,,
85,12/22/2020 08:00:00,7.42,277,,,,,
86,12/22/2020 08:10:00,7.42,294,,,,,
87,12/22/2020 08:20:00,7.38,313,,,,,
88,12/22/2020 08:30:00,7.29,327,,,,,
89,12/22/2020 08:40:00,7.38,341,,,,,
90,12/22/2020 08:50:00,7.33,357,,,,,
91,12/22/2020 09:00:00,7.33,373,,,,,
92,12/22/2020 09:10:00,7.33,382,,,,,
93,12/22/2020 09:20:00,7.38,397,,,,,
94,12/22/2020 09:30:00,7.38,414,,,,,
95,12/22/2020 09:40:00,7.42,428,,,,,
96,12/22/2020 09:50:00,7.38,437,,,,,
97,12/22/2020 10:00:00,7.42,448,,,,,
98,12/22/2020 10:10:00,7.42,448,,,,,
99,12/22/2020 10:20:00,7.42,447,,,,,
100,12/22/2020 10:30:00,7.46,447,,,,,
101,12/22/2020 10:40:00,7.50,444,,,,,
102,12/22/2020 10:50:00,7.42,448,,,,,
103,12/22/2020 11:00:00,7.46,446,,,,,
104,12/22/2020 11:10:00,7.50,444,,,,,
105,12/22/2020 11:20:00,7.46,449,,,,,
106,12/22/2020 11:30:00,7.46,445,,,,,
107,12/22/2020 11:40:00,7.55,443,,,,,
108,12/22/2020 11:50:00,7.55,444,,,,,
109,12/22/2020 12:00:00,7.50,439,,,,,
110,12/22/2020 12:10:00,7.55,444,,,,,
111,12/22/2020 12:20:00,7.59,443,,,,,
112,12/22/2020 12:30:00,7.63,442,,,,,
113,12/22/2020 12:40:00,7.68,440,,,,,
114,12/22/2020 12:50:00,7.68,442,,,,,
115,12/22/2020 13:00:00,7.72,448,,,,,
116,12/22/2020 13:10:00,7.72,442,,,,,
117,12/22/2020 13:20:00,7.72,440,,,,,
118,12/22/2020 13:30:00,7.72,438,,,,,
119,12/22/2020 13:40:00,7.68,440,,,,,
120,12/22/2020 13:50:00,7.72,441,,,,,
121,12/22/2020 14:00:00,7.76,441,,,,,
122,12/22/2020 14:10:00,7.72,430,,,,,
123,12/22/2020 14:20:00,7.76,412,,,,,
124,12/22/2020 14:30:00,7.76,403,,,,,
125,12/22/2020 14:40:00,7.89,391,,,,,
126,12/22/2020 14:50:00,7.89,373,,,,,
127,12/22/2020 15:00:00,7.93,361,,,,,
128,12/22/2020 15:10:00,8.02,349,,,,,
129,12/22/2020 15:20:00,8.11,332,,,,,
130,12/22/2020 15:30:00,8.19,317,,,,,
131,12/22/2020 15:40:00,8.23,305,,,,,
132,12/22/2020 15:50:00,8.28,291,,,,,
133,12/22/2020 16:00:00,8.32,270,,,,,
134,12/22/2020 16:10:00,8.32,254,,,,,
135,12/22/2020 16:20:00,8.36,234,,,,,
136,12/22/2020 16:30:00,8.36,217,,,,,
137,12/22/2020 16:40:00,8.23,196,,,,,
138,12/22/2020 16:50:00,8.15,176,,,,,
139,12/22/2020 17:00:00,8.06,154,,,,,
140,12/22/2020 17:10:00,8.11,134,,,,,
141,12/22/2020 17:20:00,8.11,113,,,,,
142,12/22/2020 17:30:00,8.15,92,,,,,
143,12/22/2020 17:40:00,8.19,79,,,,,
144,12/22/2020 17:50:00,8.23,71,,,,,
145,12/22/2020 18:00:00,8.15,60,,,,,
146,12/22/2020 18:10:00,8.11,60,,,,,
147,12/22/2020 18:20:00,8.06,59,,,,,
148,12/22/2020 18:30:00,7.93,61,,,,,
149,12/22/2020 18:40:00,7.85,60,,,,,
150,12/22/2020 18:50:00,7.81,59,,,,,
151,12/22/2020 19:00:00,7.72,62,,,,,
152,12/22/2020 19:10:00,7.72,61,,,,,
153,12/22/2020 19:20:00,7.68,62,,,,,
154,12/22/2020 19:30:00,7.63,0,,,,,
155,12/22/2020 19:40:00,7.59,0,,,,,
156,12/22/2020 19:50:00,7.59,0,,,,,
157,12/22/2020 20:00:00,7.59,0,,,,,
158,12/22/2020 20:10:00,7.59,0,,,,,
159,12/22/2020 20:20:00,7.50,0,,,,,
160,12/22/2020 20:30:00,7.50,0,,,,,
161,12/22/2020 20:40:00,7.46,0,,,,,
162,12/22/2020 20:50:00,7.50,0,,,,,
163,12/22/2020 21:00:00,7.46,0,,,,,
164,12/22/2020 21:10:00,7.42,0,,,,,
165,12/22/2020 21:20:00,7.42,0,,,,,
166,12/22/2020 21:30:00,7.38,0,,,,,
167,12/22/2020 21:40:00,7.38,0,,,,,
168,12/22/2020 21:50:00,7.33,0,,,,,
169,12/22/2020 22:00:00,7.33,0,,,,,
170,12/22/2020 22:10:00,7.33,0,,,,,
171,12/22/2020 22:20:00,7.29,0,,,,,
172,12/22/2020 22:30:00,7.25,0,,,,,
173,12/22/2020 22:40:00,7.25,0,,,,,
174,12/22/2020 22:50:00,7.20,0,,,,,
175,12/22/2020 23:00:00,7.16,0,,,,,
176,12/22/2020 23:10:00,7.16,0,,,,,
177,12/22/2020 23:20:00,7.16,0,,,,,
178,12/22/2020 23:30:00,7.12,0,,,,,
179,12/22/2020 23:40:00,7.08,0,,,,,
180,12/22/2020 23:50:00,7.16,0,,,,,
181,12/23/2020 00:00:00,7.16,0,,,,,
182,12/23/2020 00:10:00,7.16,0,,,,,
183,12/23/2020 00:20:00,7.16,0,,,,,
184,12/23/2020 00:30:00,7.20,0,,,,,
185,12/23/2020 00:40:00,7.25,0,,,,,
186,12/23/2020 00:50:00,7.20,0,,,,,
187,12/23/2020 01:00:00,7.25,0,,,,,
188,12/23/2020 01:10:00,7.20,0,,,,,
189,12/23/2020 01:20:00,7.20,0,,,,,
190,12/23/2020 01:30:00,7.25,0,,,,,
191,12/23/2020 01:40:00,7.25,0,,,,,
192,12/23/2020 01:50:00,7.20,0,,,,,
193,12/23/2020 02:00:00,7.25,0,,,,,
194,12/23/2020 02:10:00,7.20,0,,,,,
195,12/23/2020 02:20:00,7.25,0,,,,,
196,12/23/2020 02:30:00,7.29,0,,,,,
197,12/23/2020 02:40:00,7.33,0,,,,,
198,12/23/2020 02:50:00,7.29,0,,,,,
