#,Date-Time (EST),Ch: 1 - Temperature   (°C),Ch: 2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,04/30/2021 14:00:00,13.08,3920.64,,,,
2,04/30/2021 14:10:00,13.38,3697.92,,,,
3,04/30/2021 14:20:00,13.17,3562.24,,,,
4,04/30/2021 14:30:00,13.12,3377.92,,,,
5,04/30/2021 14:40:00,13.34,3205.12,,,,
6,04/30/2021 14:50:00,13.12,3018.24,,,,
7,04/30/2021 15:00:00,13.30,2887.68,,,,
8,04/30/2021 15:10:00,13.25,2666.24,,,,
9,04/30/2021 15:20:00,13.12,2506.88,,,,
10,04/30/2021 15:30:00,13.34,2243.84,,,,
11,04/30/2021 15:40:00,13.17,2081.28,,,,
12,04/30/2021 15:50:00,13.25,1808.64,,,,
13,04/30/2021 16:00:00,13.38,1681.28,,,,
14,04/30/2021 16:10:00,13.17,1369.60,,,,
15,04/30/2021 16:20:00,13.30,1206.08,,,,
16,04/30/2021 16:30:00,13.25,988.80,,,,
17,04/30/2021 16:40:00,13.17,763.52,,,,
18,04/30/2021 16:50:00,13.34,603.04,,,,
19,04/30/2021 17:00:00,13.12,495.68,,,,
20,04/30/2021 17:10:00,13.34,414.56,,,,
21,04/30/2021 17:20:00,13.25,331.04,,,,
22,04/30/2021 17:30:00,13.30,237.76,,,,
23,04/30/2021 17:40:00,13.38,160.64,,,,
24,04/30/2021 17:50:00,13.21,96.60,,,,
25,04/30/2021 18:00:00,13.34,0.00,,,,
26,04/30/2021 18:10:00,13.17,0.00,,,,
27,04/30/2021 18:20:00,13.34,0.00,,,,
28,04/30/2021 18:30:00,13.08,0.00,,,,
29,04/30/2021 18:40:00,13.30,0.00,,,,
30,04/30/2021 18:50:00,13.21,0.00,,,,
31,04/30/2021 19:00:00,13.21,0.00,,,,
32,04/30/2021 19:10:00,13.38,0.00,,,,
33,04/30/2021 19:20:00,13.12,0.00,,,,
34,04/30/2021 19:30:00,13.30,0.00,,,,
35,04/30/2021 19:40:00,13.12,0.00,,,,
36,04/30/2021 19:50:00,13.21,0.00,,,,
37,04/30/2021 20:00:00,13.30,0.00,,,,
38,04/30/2021 20:10:00,13.12,0.00,,,,
39,04/30/2021 20:20:00,13.17,0.00,,,,
40,04/30/2021 20:30:00,13.25,0.00,,,,
41,04/30/2021 20:40:00,13.04,0.00,,,,
42,04/30/2021 20:50:00,13.25,0.00,,,,
43,04/30/2021 21:00:00,13.12,0.00,,,,
44,04/30/2021 21:10:00,13.21,0.00,,,,
45,04/30/2021 21:20:00,13.30,0.00,,,,
46,04/30/2021 21:30:00,13.04,0.00,,,,
47,04/30/2021 21:40:00,13.17,0.00,,,,
48,04/30/2021 21:50:00,13.17,0.00,,,,
49,04/30/2021 22:00:00,13.04,0.00,,,,
50,04/30/2021 22:10:00,13.25,0.00,,,,
51,04/30/2021 22:20:00,13.08,0.00,,,,
52,04/30/2021 22:30:00,13.21,0.00,,,,
53,04/30/2021 22:40:00,13.25,0.00,,,,
54,04/30/2021 22:50:00,13.04,0.00,,,,
55,04/30/2021 23:00:00,13.17,0.00,,,,
56,04/30/2021 23:10:00,13.17,0.00,,,,
57,04/30/2021 23:20:00,13.04,0.00,,,,
58,04/30/2021 23:30:00,13.25,0.00,,,,
59,04/30/2021 23:40:00,13.08,0.00,,,,
60,04/30/2021 23:50:00,13.12,0.00,,,,
61,05/01/2021 00:00:00,13.25,0.00,,,,
62,05/01/2021 00:10:00,13.04,0.00,,,,
63,05/01/2021 00:20:00,13.17,0.00,,,,
64,05/01/2021 00:30:00,13.21,0.00,,,,
65,05/01/2021 00:40:00,13.00,0.00,,,,
66,05/01/2021 00:50:00,13.21,0.00,,,,
67,05/01/2021 01:00:00,13.08,0.00,,,,
68,05/01/2021 01:10:00,13.04,0.00,,,,
69,05/01/2021 01:20:00,13.17,0.00,,,,
70,05/01/2021 01:30:00,13.04,0.00,,,,
71,05/01/2021 01:40:00,13.21,0.00,,,,
72,05/01/2021 01:50:00,13.08,0.00,,,,
73,05/01/2021 02:00:00,13.00,0.00,,,,
74,05/01/2021 02:10:00,13.21,0.00,,,,
75,05/01/2021 02:20:00,13.00,0.00,,,,
76,05/01/2021 02:30:00,13.12,0.00,,,,
77,05/01/2021 02:40:00,13.12,0.00,,,,
78,05/01/2021 02:50:00,13.04,0.00,,,,
79,05/01/2021 03:00:00,13.25,0.00,,,,
80,05/01/2021 03:10:00,13.04,0.00,,,,
81,05/01/2021 03:20:00,13.12,0.00,,,,
82,05/01/2021 03:30:00,13.17,0.00,,,,
83,05/01/2021 03:40:00,13.00,0.00,,,,
84,05/01/2021 03:50:00,13.21,0.00,,,,
85,05/01/2021 04:00:00,13.08,0.00,,,,
86,05/01/2021 04:10:00,13.17,0.00,,,,
87,05/01/2021 04:20:00,13.25,0.00,,,,
88,05/01/2021 04:30:00,13.04,0.00,,,,
89,05/01/2021 04:40:00,13.21,0.00,,,,
90,05/01/2021 04:50:00,13.12,0.00,,,,
91,05/01/2021 05:00:00,13.04,0.00,,,,
92,05/01/2021 05:10:00,13.30,0.00,,,,
93,05/01/2021 05:20:00,13.12,0.00,,,,
94,05/01/2021 05:30:00,13.12,0.00,,,,
95,05/01/2021 05:40:00,13.25,0.00,,,,
96,05/01/2021 05:50:00,13.17,0.00,,,,
97,05/01/2021 06:00:00,13.17,0.00,,,,
98,05/01/2021 06:10:00,13.25,67.76,,,,
99,05/01/2021 06:20:00,13.12,164.72,,,,
100,05/01/2021 06:30:00,13.21,258.16,,,,
101,05/01/2021 06:40:00,13.25,351.52,,,,
102,05/01/2021 06:50:00,13.08,464.96,,,,
103,05/01/2021 07:00:00,13.30,545.76,,,,
104,05/01/2021 07:10:00,13.17,638.08,,,,
105,05/01/2021 07:20:00,13.12,740.16,,,,
106,05/01/2021 07:30:00,13.30,846.08,,,,
107,05/01/2021 07:40:00,13.12,1008.96,,,,
108,05/01/2021 07:50:00,13.17,1186.56,,,,
109,05/01/2021 08:00:00,13.34,1367.68,,,,
110,05/01/2021 08:10:00,13.12,1582.08,,,,
111,05/01/2021 08:20:00,13.30,1864.96,,,,
112,05/01/2021 08:30:00,13.25,2031.36,,,,
113,05/01/2021 08:40:00,13.12,2136.32,,,,
114,05/01/2021 08:50:00,13.34,2389.12,,,,
115,05/01/2021 09:00:00,13.25,2610.56,,,,
116,05/01/2021 09:10:00,13.17,2819.84,,,,
117,05/01/2021 09:20:00,13.34,2873.60,,,,
118,05/01/2021 09:30:00,13.17,2997.76,,,,
119,05/01/2021 09:40:00,13.21,3148.80,,,,
120,05/01/2021 09:50:00,13.30,3368.96,,,,
121,05/01/2021 10:00:00,13.17,3283.20,,,,
122,05/01/2021 10:10:00,13.34,3502.08,,,,
123,05/01/2021 10:20:00,13.21,3449.60,,,,
124,05/01/2021 10:30:00,13.17,3471.36,,,,
125,05/01/2021 10:40:00,13.38,3198.72,,,,
126,05/01/2021 10:50:00,13.17,3301.12,,,,
127,05/01/2021 11:00:00,13.25,3278.08,,,,
128,05/01/2021 11:10:00,13.30,3562.24,,,,
129,05/01/2021 11:20:00,13.12,3294.72,,,,
130,05/01/2021 11:30:00,13.34,3363.84,,,,
131,05/01/2021 11:40:00,13.25,3228.16,,,,
132,05/01/2021 11:50:00,13.12,3347.20,,,,
133,05/01/2021 12:00:00,13.30,3351.04,,,,
134,05/01/2021 12:10:00,13.21,3360.00,,,,
135,05/01/2021 12:20:00,13.17,3376.64,,,,
136,05/01/2021 12:30:00,13.38,3356.16,,,,
137,05/01/2021 12:40:00,13.17,3430.40,,,,
138,05/01/2021 12:50:00,13.30,3362.56,,,,
139,05/01/2021 13:00:00,13.34,3471.36,,,,
140,05/01/2021 13:10:00,13.17,3325.44,,,,
141,05/01/2021 13:20:00,13.34,3326.72,,,,
142,05/01/2021 13:30:00,13.17,3388.16,,,,
143,05/01/2021 13:40:00,13.30,3409.92,,,,
144,05/01/2021 13:50:00,13.34,3292.16,,,,
145,05/01/2021 14:00:00,13.12,3416.32,,,,
146,05/01/2021 14:10:00,13.34,3229.44,,,,
147,05/01/2021 14:20:00,13.34,2945.28,,,,
148,05/01/2021 14:30:00,13.21,2792.96,,,,
149,05/01/2021 14:40:00,13.38,2696.96,,,,
150,05/01/2021 14:50:00,13.21,2639.36,,,,
151,05/01/2021 15:00:00,13.25,2499.20,,,,
152,05/01/2021 15:10:00,13.34,2276.48,,,,
