Id,Date,Delta T [min],Device,Channel,Sensor,Calibration,User,Oxygen,Oxygen Unit,Temperature,Temperature Unit,Pressure,Pressure Unit,Mode,Salinity [pmil],Error
9258940,19/12/20 12:29:24,0.965,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.549,µmol/L,10.144,°C,1029.000,hPa,Humid,35,0
9258942,19/12/20 12:29:25,0.981,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.633,µmol/L,10.142,°C,1029.000,hPa,Humid,35,0
9258954,19/12/20 12:29:26,0.998,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.685,µmol/L,10.137,°C,1029.000,hPa,Humid,35,0
9258963,19/12/20 12:29:27,1.015,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.912,µmol/L,10.130,°C,1029.000,hPa,Humid,35,0
9258971,19/12/20 12:29:28,1.032,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.567,µmol/L,10.155,°C,1029.000,hPa,Humid,35,0
9258973,19/12/20 12:29:29,1.048,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.532,µmol/L,10.156,°C,1029.000,hPa,Humid,35,0
9258986,19/12/20 12:29:30,1.065,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.622,µmol/L,10.141,°C,1029.000,hPa,Humid,35,0
9258995,19/12/20 12:29:31,1.082,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.671,µmol/L,10.141,°C,1029.000,hPa,Humid,35,0
9259003,19/12/20 12:29:32,1.099,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.553,µmol/L,10.143,°C,1029.000,hPa,Humid,35,0
9259011,19/12/20 12:29:33,1.115,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.479,µmol/L,10.160,°C,1029.000,hPa,Humid,35,0
9259015,19/12/20 12:29:34,1.131,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.590,µmol/L,10.155,°C,1029.000,hPa,Humid,35,0
9259028,19/12/20 12:29:35,1.148,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.641,µmol/L,10.144,°C,1029.000,hPa,Humid,35,0
9259036,19/12/20 12:29:36,1.165,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.619,µmol/L,10.144,°C,1029.000,hPa,Humid,35,0
9259043,19/12/20 12:29:37,1.182,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.645,µmol/L,10.141,°C,1029.000,hPa,Humid,35,0
9259045,19/12/20 12:29:38,1.198,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.572,µmol/L,10.152,°C,1029.000,hPa,Humid,35,0
9259059,19/12/20 12:29:39,1.215,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.609,µmol/L,10.148,°C,1029.000,hPa,Humid,35,0
9259068,19/12/20 12:29:40,1.232,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.620,µmol/L,10.146,°C,1029.000,hPa,Humid,35,0
9259076,19/12/20 12:29:41,1.249,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.767,µmol/L,10.148,°C,1029.000,hPa,Humid,35,0
9259084,19/12/20 12:29:42,1.265,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.725,µmol/L,10.145,°C,1029.000,hPa,Humid,35,0
9259091,19/12/20 12:29:43,1.282,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.691,µmol/L,10.149,°C,1029.000,hPa,Humid,35,0
9259100,19/12/20 12:29:44,1.298,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.711,µmol/L,10.139,°C,1029.000,hPa,Humid,35,0
9259108,19/12/20 12:29:45,1.315,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.649,µmol/L,10.135,°C,1029.000,hPa,Humid,35,0
9259116,19/12/20 12:29:46,1.332,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.711,µmol/L,10.131,°C,1029.000,hPa,Humid,35,0
9259121,19/12/20 12:29:47,1.348,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.548,µmol/L,10.157,°C,1029.000,hPa,Humid,35,0
9259132,19/12/20 12:29:48,1.365,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.563,µmol/L,10.158,°C,1029.000,hPa,Humid,35,0
9259140,19/12/20 12:29:49,1.382,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.546,µmol/L,10.155,°C,1029.000,hPa,Humid,35,0
9259148,19/12/20 12:29:50,1.399,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.418,µmol/L,10.153,°C,1029.000,hPa,Humid,35,0
9259156,19/12/20 12:29:51,1.416,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.537,µmol/L,10.150,°C,1029.000,hPa,Humid,35,0
9259161,19/12/20 12:29:52,1.432,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.652,µmol/L,10.143,°C,1029.000,hPa,Humid,35,0
9259172,19/12/20 12:29:53,1.448,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.644,µmol/L,10.152,°C,1029.000,hPa,Humid,35,0
9259180,19/12/20 12:29:54,1.465,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.678,µmol/L,10.143,°C,1029.000,hPa,Humid,35,0
9259188,19/12/20 12:29:55,1.482,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.554,µmol/L,10.148,°C,1029.000,hPa,Humid,35,0
9259193,19/12/20 12:29:56,1.498,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.584,µmol/L,10.150,°C,1029.000,hPa,Humid,35,0
9259204,19/12/20 12:29:57,1.515,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.474,µmol/L,10.152,°C,1029.000,hPa,Humid,35,0
9259212,19/12/20 12:29:58,1.532,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.531,µmol/L,10.159,°C,1029.000,hPa,Humid,35,0
9259220,19/12/20 12:29:59,1.549,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.425,µmol/L,10.166,°C,1029.000,hPa,Humid,35,0
9259227,19/12/20 12:30:00,1.565,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.663,µmol/L,10.142,°C,1029.000,hPa,Humid,35,0
9259236,19/12/20 12:30:01,1.582,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.592,µmol/L,10.155,°C,1029.000,hPa,Humid,35,0
9259244,19/12/20 12:30:02,1.599,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.594,µmol/L,10.149,°C,1029.000,hPa,Humid,35,0
9259252,19/12/20 12:30:03,1.615,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.545,µmol/L,10.139,°C,1029.000,hPa,Humid,35,0
9259260,19/12/20 12:30:04,1.632,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.682,µmol/L,10.145,°C,1029.000,hPa,Humid,35,0
9259268,19/12/20 12:30:05,1.648,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.630,µmol/L,10.140,°C,1029.000,hPa,Humid,35,0
9259274,19/12/20 12:30:06,1.665,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.615,µmol/L,10.139,°C,1029.000,hPa,Humid,35,0
9259284,19/12/20 12:30:07,1.682,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.427,µmol/L,10.155,°C,1029.000,hPa,Humid,35,0
9259291,19/12/20 12:30:08,1.699,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.444,µmol/L,10.153,°C,1029.000,hPa,Humid,35,0
9259298,19/12/20 12:30:09,1.715,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.458,µmol/L,10.162,°C,1029.000,hPa,Humid,35,0
9259307,19/12/20 12:30:10,1.732,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.343,µmol/L,10.159,°C,1029.000,hPa,Humid,35,0
9259314,19/12/20 12:30:11,1.749,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.382,µmol/L,10.152,°C,1029.000,hPa,Humid,35,0
9259321,19/12/20 12:30:12,1.765,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.431,µmol/L,10.152,°C,1029.000,hPa,Humid,35,0
9259329,19/12/20 12:30:13,1.782,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.431,µmol/L,10.152,°C,1029.000,hPa,Humid,35,0
9259340,19/12/20 12:30:14,1.798,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.502,µmol/L,10.138,°C,1029.000,hPa,Humid,35,0
9259347,19/12/20 12:30:15,1.815,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.503,µmol/L,10.141,°C,1029.000,hPa,Humid,35,0
9259355,19/12/20 12:30:16,1.832,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.484,µmol/L,10.162,°C,1029.000,hPa,Humid,35,0
9259360,19/12/20 12:30:17,1.848,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.477,µmol/L,10.154,°C,1029.000,hPa,Humid,35,0
9259371,19/12/20 12:30:18,1.865,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.445,µmol/L,10.137,°C,1029.000,hPa,Humid,35,0
9259379,19/12/20 12:30:19,1.882,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.454,µmol/L,10.146,°C,1029.000,hPa,Humid,35,0
9259385,19/12/20 12:30:20,1.899,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.456,µmol/L,10.149,°C,1029.000,hPa,Humid,35,0
9259392,19/12/20 12:30:21,1.915,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.471,µmol/L,10.139,°C,1029.000,hPa,Humid,35,0
9259400,19/12/20 12:30:22,1.932,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.462,µmol/L,10.140,°C,1029.000,hPa,Humid,35,0
9259408,19/12/20 12:30:23,1.949,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.526,µmol/L,10.141,°C,1029.000,hPa,Humid,35,0
9259416,19/12/20 12:30:24,1.965,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.487,µmol/L,10.140,°C,1029.000,hPa,Humid,35,0
9259423,19/12/20 12:30:25,1.981,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.307,µmol/L,10.158,°C,1029.000,hPa,Humid,35,0
9259431,19/12/20 12:30:26,1.998,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.356,µmol/L,10.160,°C,1029.000,hPa,Humid,35,0
9259440,19/12/20 12:30:27,2.015,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.364,µmol/L,10.157,°C,1029.000,hPa,Humid,35,0
9259452,19/12/20 12:30:28,2.032,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.341,µmol/L,10.159,°C,1029.000,hPa,Humid,35,0
9259455,19/12/20 12:30:29,2.048,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.253,µmol/L,10.150,°C,1029.000,hPa,Humid,35,0
9259466,19/12/20 12:30:30,2.065,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.330,µmol/L,10.155,°C,1029.000,hPa,Humid,35,0
9259473,19/12/20 12:30:31,2.082,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.338,µmol/L,10.160,°C,1029.000,hPa,Humid,35,0
9259481,19/12/20 12:30:32,2.099,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.329,µmol/L,10.158,°C,1029.000,hPa,Humid,35,0
9259486,19/12/20 12:30:33,2.115,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.457,µmol/L,10.144,°C,1029.000,hPa,Humid,35,0
9259496,19/12/20 12:30:34,2.132,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.271,µmol/L,10.159,°C,1029.000,hPa,Humid,35,0
9259505,19/12/20 12:30:35,2.148,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.393,µmol/L,10.156,°C,1029.000,hPa,Humid,35,0
9259513,19/12/20 12:30:36,2.165,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.466,µmol/L,10.148,°C,1029.000,hPa,Humid,35,0
9259519,19/12/20 12:30:37,2.182,SABD0000000001 (OXY-10 ST),8,OXY-CH8 (PSt7-10),19/12/20 11:21:48,default,277.210,µmol/L,10.161,°C,1029.000,hPa,Humid,35,0
