Id,Time,Delta T [min],Device,Channel,Sensor,Calibration,User,Value,Oxygen Unit,Temp,Temperature Unit,Pressure,Pressure Unit,Mode,Salinity [pmil],Error
9230192,8:28,0.000,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),16/12/20 8:11:22,default,238.736,µmol/L,11.266,°C,1031.000,hPa,Humid,35,0
9230198,8:28,0.016,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),16/12/20 8:11:22,default,238.577,µmol/L,11.274,°C,1031.000,hPa,Humid,35,0
9230201,8:28,0.032,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),16/12/20 8:11:22,default,238.596,µmol/L,11.258,°C,1031.000,hPa,Humid,35,0
9230208,8:28,0.049,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),16/12/20 8:11:22,default,238.695,µmol/L,11.256,°C,1031.000,hPa,Humid,35,0
9230215,8:28,0.066,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),16/12/20 8:11:22,default,238.339,µmol/L,11.295,°C,1031.000,hPa,Humid,35,0
9230224,8:28,0.083,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),16/12/20 8:11:22,default,238.431,µmol/L,11.301,°C,1031.000,hPa,Humid,35,0
9230231,8:28,0.099,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),16/12/20 8:11:22,default,238.410,µmol/L,11.288,°C,1031.000,hPa,Humid,35,0
9230236,8:28,0.115,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),16/12/20 8:11:22,default,238.596,µmol/L,11.274,°C,1031.000,hPa,Humid,35,0
9230246,8:28,0.132,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),16/12/20 8:11:22,default,238.597,µmol/L,11.266,°C,1031.000,hPa,Humid,35,0
9230253,8:28,0.317,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),16/12/20 8:11:22,default,238.611,µmol/L,11.275,°C,1031.000,hPa,Humid,35,0
9230264,8:28,0.317,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),16/12/20 8:11:22,default,238.631,µmol/L,11.275,°C,1031.000,hPa,Humid,35,0
9230271,8:28,0.317,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),16/12/20 8:11:22,default,238.574,µmol/L,11.267,°C,1031.000,hPa,Humid,35,0
9230277,8:28,0.317,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),16/12/20 8:11:22,default,238.515,µmol/L,11.267,°C,1031.000,hPa,Humid,35,0
9230285,8:28,0.317,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),16/12/20 8:11:22,default,238.652,µmol/L,11.264,°C,1031.000,hPa,Humid,35,0
9230293,8:28,0.317,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),16/12/20 8:11:22,default,238.632,µmol/L,11.264,°C,1031.000,hPa,Humid,35,0
9230301,8:28,0.317,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),16/12/20 8:11:22,default,238.471,µmol/L,11.275,°C,1031.000,hPa,Humid,35,0
9230309,8:28,0.317,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),16/12/20 8:11:22,default,238.471,µmol/L,11.275,°C,1031.000,hPa,Humid,35,0
9230318,8:28,0.317,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),16/12/20 8:11:22,default,238.312,µmol/L,11.275,°C,1031.000,hPa,Humid,35,0
9230326,8:28,0.317,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),16/12/20 8:11:22,default,238.510,µmol/L,11.275,°C,1031.000,hPa,Humid,35,0
9230334,8:28,0.317,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),16/12/20 8:11:22,default,238.506,µmol/L,11.265,°C,1031.000,hPa,Humid,35,0
9230342,8:28,0.333,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),16/12/20 8:11:22,default,238.367,µmol/L,11.265,°C,1031.000,hPa,Humid,35,0
9230350,8:28,0.349,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),16/12/20 8:11:22,default,238.601,µmol/L,11.258,°C,1031.000,hPa,Humid,35,0
9230358,8:28,0.366,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),16/12/20 8:11:22,default,238.541,µmol/L,11.258,°C,1031.000,hPa,Humid,35,0
9230366,8:28,0.383,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),16/12/20 8:11:22,default,238.370,µmol/L,11.273,°C,1031.000,hPa,Humid,35,0
9230371,8:28,0.399,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),16/12/20 8:11:22,default,238.377,µmol/L,11.282,°C,1031.000,hPa,Humid,35,0
9230377,8:28,0.415,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),16/12/20 8:11:22,default,238.182,µmol/L,11.287,°C,1031.000,hPa,Humid,35,0
9230386,8:28,0.432,SABD0000000001 (OXY-10 ST),6,OXY-CH6 (PSt7-10),16/12/20 8:11:22,default,238.423,µmol/L,11.271,°C,1031.000,hPa,Humid,35,0
