Serial Number:20937869 --

"Date Time, GMT -1000","Temp, (*C)","Intensity, ( lux)","Button Down","Button Up","Host Connect","EOF"
2020-12-21 13:00:00,20.55,201, , , , 
2020-12-21 13:10:00,20.25,197, , , , 
2020-12-21 13:20:00,20.16,199, , , , 
2020-12-21 13:30:00,20.20,202, , , , 
2020-12-21 13:40:00,20.46,196, , , , 
2020-12-21 13:50:00,19.95,191, , , , 
2020-12-21 14:00:00,11.07,635, , , , 
2020-12-21 14:10:00,7.81,71, , , , 
2020-12-21 14:20:00,7.63,71, , , , 
2020-12-21 14:30:00,7.59,448, , , , 
2020-12-21 14:40:00,7.55,69, , , , 
2020-12-21 14:50:00,7.42,0, , , , 
2020-12-21 15:00:00,7.38,0, , , , 
2020-12-21 15:10:00,7.38,0, , , , 
2020-12-21 15:20:00,7.33,0, , , , 
2020-12-21 15:30:00,7.29,0, , , , 
2020-12-21 15:40:00,7.25,0, , , , 
2020-12-21 15:50:00,7.25,0, , , , 
2020-12-21 16:00:00,7.20,0, , , , 
2020-12-21 16:10:00,7.20,0, , , , 
2020-12-21 16:20:00,7.16,0, , , , 
2020-12-21 16:30:00,7.16,0, , , , 
2020-12-21 16:40:00,7.12,0, , , , 
2020-12-21 16:50:00,7.16,0, , , , 
2020-12-21 17:00:00,7.16,0, , , , 
2020-12-21 17:10:00,7.12,0, , , , 
2020-12-21 17:20:00,7.16,0, , , , 
2020-12-21 17:30:00,7.12,0, , , , 
2020-12-21 17:40:00,7.16,0, , , , 
2020-12-21 17:50:00,7.16,0, , , , 
2020-12-21 18:00:00,7.16,0, , , , 
2020-12-21 18:10:00,7.20,0, , , , 
2020-12-21 18:20:00,7.20,0, , , , 
2020-12-21 18:30:00,7.20,0, , , , 
2020-12-21 18:40:00,7.29,0, , , , 
2020-12-21 18:50:00,7.25,0, , , , 
2020-12-21 19:00:00,7.20,0, , , , 
2020-12-21 19:10:00,7.25,0, , , , 
2020-12-21 19:20:00,7.29,0, , , , 
2020-12-21 19:30:00,7.33,0, , , , 
2020-12-21 19:40:00,7.33,0, , , , 
2020-12-21 19:50:00,7.33,0, , , , 
2020-12-21 20:00:00,7.33,0, , , , 
2020-12-21 20:10:00,7.33,0, , , , 
2020-12-21 20:20:00,7.42,0, , , , 
2020-12-21 20:30:00,7.42,0, , , , 
2020-12-21 20:40:00,7.50,0, , , , 
2020-12-21 20:50:00,7.59,0, , , , 
2020-12-21 21:00:00,7.59,0, , , , 
2020-12-21 21:10:00,7.72,0, , , , 
2020-12-21 21:20:00,7.72,0, , , , 
2020-12-21 21:30:00,7.81,0, , , , 
2020-12-21 21:40:00,7.85,0, , , , 
2020-12-21 21:50:00,7.89,0, , , , 
2020-12-21 22:00:00,7.93,0, , , , 
2020-12-21 22:10:00,7.93,0, , , , 
2020-12-21 22:20:00,8.02,0, , , , 
2020-12-21 22:30:00,8.11,0, , , , 
2020-12-21 22:40:00,8.11,0, , , , 
2020-12-21 22:50:00,8.19,0, , , , 
2020-12-21 23:00:00,8.19,0, , , , 
2020-12-21 23:10:00,8.15,0, , , , 
2020-12-21 23:20:00,8.15,0, , , , 
2020-12-21 23:30:00,8.11,0, , , , 
2020-12-21 23:40:00,8.11,0, , , , 
2020-12-21 23:50:00,8.02,0, , , , 
2020-12-22 00:00:00,8.06,0, , , , 
2020-12-22 00:10:00,8.11,0, , , , 
2020-12-22 00:20:00,8.11,0, , , , 
2020-12-22 00:30:00,8.11,0, , , , 
2020-12-22 00:40:00,8.06,0, , , , 
2020-12-22 00:50:00,8.06,0, , , , 
2020-12-22 01:00:00,8.06,0, , , , 
2020-12-22 01:10:00,8.02,15, , , , 
2020-12-22 01:20:00,7.98,30, , , , 
2020-12-22 01:30:00,7.93,50, , , , 
2020-12-22 01:40:00,7.93,83, , , , 
2020-12-22 01:50:00,7.89,117, , , , 
2020-12-22 02:00:00,7.85,151, , , , 
2020-12-22 02:10:00,7.76,184, , , , 
2020-12-22 02:20:00,7.72,283, , , , 
2020-12-22 02:30:00,7.63,309, , , , 
2020-12-22 02:40:00,7.59,335, , , , 
2020-12-22 02:50:00,7.50,369, , , , 
2020-12-22 03:00:00,7.50,400, , , , 
2020-12-22 03:10:00,7.46,422, , , , 
2020-12-22 03:20:00,7.46,447, , , , 
2020-12-22 03:30:00,7.38,472, , , , 
2020-12-22 03:40:00,7.38,494, , , , 
2020-12-22 03:50:00,7.38,514, , , , 
2020-12-22 04:00:00,7.42,538, , , , 
2020-12-22 04:10:00,7.38,558, , , , 
2020-12-22 04:20:00,7.42,577, , , , 
2020-12-22 04:30:00,7.42,599, , , , 
2020-12-22 04:40:00,7.46,611, , , , 
2020-12-22 04:50:00,7.46,632, , , , 
2020-12-22 05:00:00,7.46,654, , , , 
2020-12-22 05:10:00,7.50,651, , , , 
2020-12-22 05:20:00,7.50,652, , , , 
2020-12-22 05:30:00,7.50,650, , , , 
2020-12-22 05:40:00,7.46,646, , , , 
2020-12-22 05:50:00,7.50,653, , , , 
2020-12-22 06:00:00,7.55,649, , , , 
2020-12-22 06:10:00,7.55,645, , , , 
2020-12-22 06:20:00,7.55,645, , , , 
2020-12-22 06:30:00,7.50,648, , , , 
2020-12-22 06:40:00,7.59,646, , , , 
2020-12-22 06:50:00,7.59,642, , , , 
2020-12-22 07:00:00,7.59,646, , , , 
2020-12-22 07:10:00,7.59,645, , , , 
2020-12-22 07:20:00,7.68,645, , , , 
2020-12-22 07:30:00,7.68,642, , , , 
2020-12-22 07:40:00,7.76,643, , , , 
2020-12-22 07:50:00,7.72,642, , , , 
2020-12-22 08:00:00,7.81,642, , , , 
2020-12-22 08:10:00,7.76,645, , , , 
2020-12-22 08:20:00,7.81,644, , , , 
2020-12-22 08:30:00,7.76,645, , , , 
2020-12-22 08:40:00,7.76,642, , , , 
2020-12-22 08:50:00,7.81,647, , , , 
2020-12-22 09:00:00,7.81,637, , , , 
2020-12-22 09:10:00,7.81,622, , , , 
2020-12-22 09:20:00,7.81,600, , , , 
2020-12-22 09:30:00,7.85,586, , , , 
2020-12-22 09:40:00,7.89,564, , , , 
2020-12-22 09:50:00,7.93,540, , , , 
2020-12-22 10:00:00,8.02,523, , , , 
2020-12-22 10:10:00,8.11,499, , , , 
2020-12-22 10:20:00,8.19,476, , , , 
2020-12-22 10:30:00,8.23,455, , , , 
2020-12-22 10:40:00,8.32,436, , , , 
2020-12-22 10:50:00,8.36,406, , , , 
2020-12-22 11:00:00,8.36,384, , , , 
2020-12-22 11:10:00,8.41,357, , , , 
2020-12-22 11:20:00,8.45,334, , , , 
2020-12-22 11:30:00,8.36,306, , , , 
2020-12-22 11:40:00,8.28,272, , , , 
2020-12-22 11:50:00,8.23,245, , , , 
2020-12-22 12:00:00,8.15,214, , , , 
2020-12-22 12:10:00,8.11,180, , , , 
2020-12-22 12:20:00,8.19,148, , , , 
2020-12-22 12:30:00,8.19,114, , , , 
2020-12-22 12:40:00,8.23,96, , , , 
2020-12-22 12:50:00,8.23,84, , , , 
2020-12-22 13:00:00,8.19,69, , , , 
2020-12-22 13:10:00,8.11,70, , , , 
2020-12-22 13:20:00,8.06,68, , , , 
2020-12-22 13:30:00,7.98,68, , , , 
2020-12-22 13:40:00,7.93,68, , , , 
2020-12-22 13:50:00,7.85,70, , , , 
2020-12-22 14:00:00,7.76,70, , , , 
2020-12-22 14:10:00,7.72,68, , , , 
2020-12-22 14:20:00,7.72,70, , , , 
2020-12-22 14:30:00,7.68,0, , , , 
2020-12-22 14:40:00,7.68,0, , , , 
2020-12-22 14:50:00,7.63,0, , , , 
2020-12-22 15:00:00,7.59,0, , , , 
2020-12-22 15:10:00,7.59,0, , , , 
2020-12-22 15:20:00,7.59,0, , , , 
2020-12-22 15:30:00,7.55,0, , , , 
2020-12-22 15:40:00,7.55,0, , , , 
2020-12-22 15:50:00,7.50,0, , , , 
2020-12-22 16:00:00,7.55,0, , , , 
2020-12-22 16:10:00,7.46,0, , , , 
2020-12-22 16:20:00,7.46,0, , , , 
2020-12-22 16:30:00,7.42,0, , , , 
2020-12-22 16:40:00,7.42,0, , , , 
2020-12-22 16:50:00,7.42,0, , , , 
2020-12-22 17:00:00,7.38,0, , , , 
2020-12-22 17:10:00,7.38,0, , , , 
2020-12-22 17:20:00,7.33,0, , , , 
2020-12-22 17:30:00,7.29,0, , , , 
2020-12-22 17:40:00,7.25,0, , , , 
2020-12-22 17:50:00,7.25,0, , , , 
2020-12-22 18:00:00,7.20,0, , , , 
2020-12-22 18:10:00,7.16,0, , , , 
2020-12-22 18:20:00,7.16,0, , , , 
2020-12-22 18:30:00,7.12,0, , , , 
2020-12-22 18:40:00,7.16,0, , , , 
2020-12-22 18:50:00,7.16,0, , , , 
2020-12-22 19:00:00,7.12,0, , , , 
2020-12-22 19:10:00,7.25,0, , , , 
2020-12-22 19:20:00,7.20,0, , , , 
2020-12-22 19:30:00,7.25,0, , , , 
2020-12-22 19:40:00,7.25,0, , , , 
2020-12-22 19:50:00,7.25,0, , , , 
2020-12-22 20:00:00,7.25,0, , , , 
2020-12-22 20:10:00,7.29,0, , , , 
