"Plot Title: 20987158"
"#","Date Time, GMT-10:00","Temp, °C (LGR S/N: 20987158, SEN S/N: 20987158)","Coupler Detached (LGR S/N: 20987158)","Coupler Attached (LGR S/N: 20987158)","Host Connected (LGR S/N: 20987158)","Stopped (LGR S/N: 20987158)","End Of File (LGR S/N: 20987158)"
1,01/16/21 09:50:00 AM,16.415,Logged,,,,
2,01/16/21 10:00:00 AM,18.129,,,,,
3,01/16/21 10:10:00 AM,10.026,,,,,
4,01/16/21 10:20:00 AM,9.829,,,,,
5,01/16/21 10:30:00 AM,9.829,,,,,
6,01/16/21 10:40:00 AM,9.657,,,,,
7,01/16/21 10:50:00 AM,9.485,,,,,
8,01/16/21 11:00:00 AM,9.361,,,,,
9,01/16/21 11:10:00 AM,9.238,,,,,
10,01/16/21 11:20:00 AM,9.163,,,,,
11,01/16/21 11:30:00 AM,9.114,,,,,
12,01/16/21 11:40:00 AM,9.064,,,,,
13,01/16/21 11:50:00 AM,9.015,,,,,
14,01/16/21 12:00:00 PM,8.965,,,,,
15,01/16/21 12:10:00 PM,8.916,,,,,
16,01/16/21 12:20:00 PM,8.891,,,,,
17,01/16/21 12:30:00 PM,8.841,,,,,
18,01/16/21 12:40:00 PM,8.817,,,,,
19,01/16/21 12:50:00 PM,8.792,,,,,
20,01/16/21 01:00:00 PM,8.767,,,,,
21,01/16/21 01:10:00 PM,8.742,,,,,
22,01/16/21 01:20:00 PM,8.742,,,,,
23,01/16/21 01:30:00 PM,8.742,,,,,
24,01/16/21 01:40:00 PM,8.717,,,,,
25,01/16/21 01:50:00 PM,8.717,,,,,
26,01/16/21 02:00:00 PM,8.717,,,,,
27,01/16/21 02:10:00 PM,8.693,,,,,
28,01/16/21 02:20:00 PM,8.693,,,,,
29,01/16/21 02:30:00 PM,8.693,,,,,
30,01/16/21 02:40:00 PM,8.693,,,,,
31,01/16/21 02:50:00 PM,8.693,,,,,
32,01/16/21 03:00:00 PM,8.693,,,,,
33,01/16/21 03:10:00 PM,8.693,,,,,
34,01/16/21 03:20:00 PM,8.693,,,,,
35,01/16/21 03:30:00 PM,8.693,,,,,
36,01/16/21 03:40:00 PM,8.693,,,,,
37,01/16/21 03:50:00 PM,8.717,,,,,
38,01/16/21 04:00:00 PM,8.742,,,,,
39,01/16/21 04:10:00 PM,8.767,,,,,
40,01/16/21 04:20:00 PM,8.817,,,,,
41,01/16/21 04:30:00 PM,8.841,,,,,
42,01/16/21 04:40:00 PM,8.866,,,,,
43,01/16/21 04:50:00 PM,8.916,,,,,
44,01/16/21 05:00:00 PM,8.941,,,,,
