#miRNA	read_count	precursor	total	seq	seq(norm)
chromosome_10_365643	1.00	chromosome_10_365643	1.00	1.00	6.06
chromosome_10_365701	0.00	chromosome_10_365701	0.00	0	0
chromosome_10_366823	1.00	chromosome_10_366823	1.00	1.00	6.06
chromosome_10_366897	14.00	chromosome_10_366897	14.00	14.00	84.79
chromosome_10_367039	3.00	chromosome_10_367039	3.00	3.00	18.17
chromosome_10_367612	0.00	chromosome_10_367612	0.00	0	0
chromosome_10_367894	159.00	chromosome_10_367894	159.00	159.00	962.95
chromosome_10_368110	2.00	chromosome_10_368110	2.00	2.00	12.11
chromosome_10_368443	4.00	chromosome_10_368443	4.00	4.00	24.23
chromosome_10_370371	42.00	chromosome_10_370371	42.00	42.00	254.37
chromosome_10_370480	0.00	chromosome_10_370480	0.00	0	0
chromosome_10_370856	1.00	chromosome_10_370856	1.00	1.00	6.06
chromosome_10_371859	2.00	chromosome_10_371859	2.00	2.00	12.11
chromosome_10_371901	20.00	chromosome_10_371901	20.00	20.00	121.13
chromosome_10_372459	8.00	chromosome_10_372459	8.00	8.00	48.45
chromosome_10_372462	5.00	chromosome_10_372462	5.00	5.00	30.28
chromosome_10_372497	8.00	chromosome_10_372497	8.00	8.00	48.45
chromosome_10_372626	11.00	chromosome_10_372626	11.00	11.00	66.62
chromosome_10_372934	7.00	chromosome_10_372934	7.00	7.00	42.39
chromosome_10_373634	0.00	chromosome_10_373634	0.00	0	0
chromosome_10_374053	311.00	chromosome_10_374053	311.00	311.00	1883.51
chromosome_10_374068	6879.00	chromosome_10_374068	6879.00	6879.00	41661.37
chromosome_10_374070	30.00	chromosome_10_374070	30.00	30.00	181.69
chromosome_10_375874	1.00	chromosome_10_375874	1.00	1.00	6.06
chromosome_10_376397	8.00	chromosome_10_376397	8.00	8.00	48.45
chromosome_10_376487	1.00	chromosome_10_376487	1.00	1.00	6.06
chromosome_10_377004	28.00	chromosome_10_377004	28.00	28.00	169.58
chromosome_10_377464	0.00	chromosome_10_377464	0.00	0	0
chromosome_10_377632	0.00	chromosome_10_377632	0.00	0	0
chromosome_10_377733	0.00	chromosome_10_377733	0.00	0	0
chromosome_10_378089	0.00	chromosome_10_378089	0.00	0	0
chromosome_10_378757	0.00	chromosome_10_378757	0.00	0	0
chromosome_10_379130	5.00	chromosome_10_379130	5.00	5.00	30.28
chromosome_10_379725	5.00	chromosome_10_379725	5.00	5.00	30.28
chromosome_10_380188	0.00	chromosome_10_380188	0.00	0	0
chromosome_10_380390	0.00	chromosome_10_380390	0.00	0	0
chromosome_10_380526	62.00	chromosome_10_380526	62.00	62.00	375.49
chromosome_10_381466	5.00	chromosome_10_381466	5.00	5.00	30.28
chromosome_10_382189	0.00	chromosome_10_382189	0.00	0	0
chromosome_10_382364	1.00	chromosome_10_382364	1.00	1.00	6.06
chromosome_10_382464	6.00	chromosome_10_382464	6.00	6.00	36.34
chromosome_10_382924	5.00	chromosome_10_382924	5.00	5.00	30.28
chromosome_10_383295	13.00	chromosome_10_383295	13.00	13.00	78.73
chromosome_10_383771	0.00	chromosome_10_383771	0.00	0	0
chromosome_10_384396	0.00	chromosome_10_384396	0.00	0	0
chromosome_10_384807	5.00	chromosome_10_384807	5.00	5.00	30.28
chromosome_10_386393	33.00	chromosome_10_386393	33.00	33.00	199.86
chromosome_10_386625	190.00	chromosome_10_386625	190.00	190.00	1150.70
chromosome_10_386939	314.00	chromosome_10_386939	314.00	314.00	1901.68
chromosome_10_387079	3.00	chromosome_10_387079	3.00	3.00	18.17
chromosome_10_387335	6.00	chromosome_10_387335	6.00	6.00	36.34
chromosome_10_387449	0.00	chromosome_10_387449	0.00	0	0
chromosome_10_388650	0.00	chromosome_10_388650	0.00	0	0
chromosome_10_388660	8.00	chromosome_10_388660	8.00	8.00	48.45
chromosome_10_389402	0.00	chromosome_10_389402	0.00	0	0
chromosome_10_389646	498.00	chromosome_10_389646	498.00	498.00	3016.04
chromosome_10_389652	5268.00	chromosome_10_389652	5268.00	5268.00	31904.65
chromosome_10_389679	2.00	chromosome_10_389679	2.00	2.00	12.11
chromosome_10_389860	498.00	chromosome_10_389860	498.00	498.00	3016.04
chromosome_10_389864	5268.00	chromosome_10_389864	5268.00	5268.00	31904.65
chromosome_10_389884	498.00	chromosome_10_389884	498.00	498.00	3016.04
chromosome_10_389890	5268.00	chromosome_10_389890	5268.00	5268.00	31904.65
chromosome_10_390163	0.00	chromosome_10_390163	0.00	0	0
chromosome_10_390165	11.00	chromosome_10_390165	11.00	11.00	66.62
chromosome_10_390433	1.00	chromosome_10_390433	1.00	1.00	6.06
chromosome_10_390434	1.00	chromosome_10_390434	1.00	1.00	6.06
chromosome_10_390519	5.00	chromosome_10_390519	5.00	5.00	30.28
chromosome_10_390725	26.00	chromosome_10_390725	26.00	26.00	157.46
chromosome_10_390728	14.00	chromosome_10_390728	14.00	14.00	84.79
chromosome_10_391205	0.00	chromosome_10_391205	0.00	0	0
chromosome_10_391371	7.00	chromosome_10_391371	7.00	7.00	42.39
chromosome_10_391545	11.00	chromosome_10_391545	11.00	11.00	66.62
chromosome_10_392162	0.00	chromosome_10_392162	0.00	0	0
chromosome_10_392315	8.00	chromosome_10_392315	8.00	8.00	48.45
chromosome_10_392818	0.00	chromosome_10_392818	0.00	0	0
chromosome_10_393091	3.00	chromosome_10_393091	3.00	3.00	18.17
chromosome_10_393301	1.00	chromosome_10_393301	1.00	1.00	6.06
chromosome_10_393303	11.00	chromosome_10_393303	11.00	11.00	66.62
chromosome_10_394021	0.00	chromosome_10_394021	0.00	0	0
chromosome_10_394071	15.00	chromosome_10_394071	15.00	15.00	90.84
chromosome_10_394365	159.00	chromosome_10_394365	159.00	159.00	962.95
chromosome_10_394648	5.00	chromosome_10_394648	5.00	5.00	30.28
chromosome_10_395442	0.00	chromosome_10_395442	0.00	0	0
chromosome_10_395495	51.00	chromosome_10_395495	51.00	51.00	308.87
chromosome_10_395813	0.00	chromosome_10_395813	0.00	0	0
chromosome_10_396173	0.00	chromosome_10_396173	0.00	0	0
chromosome_10_396210	1.00	chromosome_10_396210	1.00	1.00	6.06
chromosome_10_396624	88.00	chromosome_10_396624	88.00	88.00	532.96
chromosome_10_397430	4.00	chromosome_10_397430	4.00	4.00	24.23
chromosome_10_397926	0.00	chromosome_10_397926	0.00	0	0
chromosome_10_397941	0.00	chromosome_10_397941	0.00	0	0
chromosome_10_398562	0.00	chromosome_10_398562	0.00	0	0
chromosome_10_399065	8.00	chromosome_10_399065	8.00	8.00	48.45
chromosome_10_399354	0.00	chromosome_10_399354	0.00	0	0
chromosome_10_399378	0.00	chromosome_10_399378	0.00	0	0
chromosome_10_400081	0.00	chromosome_10_400081	0.00	0	0
chromosome_10_400118	12906.00	chromosome_10_400118	12906.00	12906.00	78162.76
chromosome_10_400397	1.00	chromosome_10_400397	1.00	1.00	6.06
chromosome_10_400398	1.00	chromosome_10_400398	1.00	1.00	6.06
chromosome_10_400515	0.00	chromosome_10_400515	0.00	0	0
chromosome_10_400553	1.00	chromosome_10_400553	1.00	1.00	6.06
chromosome_10_400851	0.00	chromosome_10_400851	0.00	0	0
chromosome_10_401878	1.00	chromosome_10_401878	1.00	1.00	6.06
chromosome_10_401880	4.00	chromosome_10_401880	4.00	4.00	24.23
chromosome_10_401882	0.00	chromosome_10_401882	0.00	0	0
chromosome_10_402109	3.00	chromosome_10_402109	3.00	3.00	18.17
chromosome_10_402571	3.00	chromosome_10_402571	3.00	3.00	18.17
chromosome_10_403052	9.00	chromosome_10_403052	9.00	9.00	54.51
chromosome_10_403517	2.00	chromosome_10_403517	2.00	2.00	12.11
chromosome_10_403576	0.00	chromosome_10_403576	0.00	0	0
chromosome_10_403973	0.00	chromosome_10_403973	0.00	0	0
chromosome_10_404510	14.00	chromosome_10_404510	14.00	14.00	84.79
chromosome_10_404707	0.00	chromosome_10_404707	0.00	0	0
chromosome_10_404976	6.00	chromosome_10_404976	6.00	6.00	36.34
chromosome_10_404976	6.00	chromosome_10_404976	6.00	6.00	36.34
chromosome_10_404976	3.00	chromosome_10_404976	3.00	3.00	18.17
chromosome_10_404976	3.00	chromosome_10_404976	3.00	3.00	18.17
chromosome_10_404976	6.00	chromosome_10_404976	6.00	6.00	36.34
chromosome_10_404976	6.00	chromosome_10_404976	6.00	6.00	36.34
chromosome_10_405300	0.00	chromosome_10_405300	0.00	0	0
chromosome_10_406031	0.00	chromosome_10_406031	0.00	0	0
chromosome_10_407255	63.00	chromosome_10_407255	63.00	63.00	381.55
chromosome_10_408014	2.00	chromosome_10_408014	2.00	2.00	12.11
chromosome_10_409039	0.00	chromosome_10_409039	0.00	0	0
chromosome_10_409645	0.00	chromosome_10_409645	0.00	0	0
chromosome_10_409652	6.00	chromosome_10_409652	6.00	6.00	36.34
chromosome_10_409800	6.00	chromosome_10_409800	6.00	6.00	36.34
chromosome_10_409984	14.00	chromosome_10_409984	14.00	14.00	84.79
chromosome_10_410000	11.00	chromosome_10_410000	11.00	11.00	66.62
chromosome_10_410803	36.00	chromosome_10_410803	36.00	36.00	218.03
chromosome_10_411408	0.00	chromosome_10_411408	0.00	0	0
chromosome_10_411442	0.00	chromosome_10_411442	0.00	0	0
chromosome_10_411634	0.00	chromosome_10_411634	0.00	0	0
chromosome_10_411980	0.00	chromosome_10_411980	0.00	0	0
chromosome_10_412280	19.00	chromosome_10_412280	19.00	19.00	115.07
chromosome_10_413500	6.00	chromosome_10_413500	6.00	6.00	36.34
chromosome_10_413512	5.00	chromosome_10_413512	5.00	5.00	30.28
chromosome_10_414096	1.00	chromosome_10_414096	1.00	1.00	6.06
chromosome_10_414097	6.00	chromosome_10_414097	6.00	6.00	36.34
chromosome_10_415373	0.00	chromosome_10_415373	0.00	0	0
chromosome_10_415592	190.00	chromosome_10_415592	190.00	190.00	1150.70
chromosome_10_415634	0.00	chromosome_10_415634	0.00	0	0
chromosome_10_415862	66.00	chromosome_10_415862	66.00	66.00	399.72
chromosome_10_416223	3.00	chromosome_10_416223	3.00	3.00	18.17
chromosome_10_416425	17.00	chromosome_10_416425	17.00	17.00	102.96
chromosome_10_416561	0.00	chromosome_10_416561	0.00	0	0
chromosome_10_416886	0.00	chromosome_10_416886	0.00	0	0
chromosome_10_416958	325.00	chromosome_10_416958	325.00	325.00	1968.30
chromosome_11_418596	2.00	chromosome_11_418596	2.00	2.00	12.11
chromosome_11_418637	0.00	chromosome_11_418637	0.00	0	0
chromosome_11_418795	0.00	chromosome_11_418795	0.00	0	0
chromosome_11_419262	5.00	chromosome_11_419262	5.00	5.00	30.28
chromosome_11_419347	5.00	chromosome_11_419347	5.00	5.00	30.28
chromosome_11_419381	47.00	chromosome_11_419381	47.00	47.00	284.65
chromosome_11_419903	44.00	chromosome_11_419903	44.00	44.00	266.48
chromosome_11_420228	1.00	chromosome_11_420228	1.00	1.00	6.06
chromosome_11_420330	0.00	chromosome_11_420330	0.00	0	0
chromosome_11_420343	12.00	chromosome_11_420343	12.00	12.00	72.68
chromosome_11_420620	2.00	chromosome_11_420620	2.00	2.00	12.11
chromosome_11_420621	684.00	chromosome_11_420621	684.00	684.00	4142.52
chromosome_11_420710	12.00	chromosome_11_420710	12.00	12.00	72.68
chromosome_11_420822	33.00	chromosome_11_420822	33.00	33.00	199.86
chromosome_11_420826	33.00	chromosome_11_420826	33.00	33.00	199.86
chromosome_11_420991	5.00	chromosome_11_420991	5.00	5.00	30.28
chromosome_11_421018	0.00	chromosome_11_421018	0.00	0	0
chromosome_11_421022	6.00	chromosome_11_421022	6.00	6.00	36.34
chromosome_11_421079	0.00	chromosome_11_421079	0.00	0	0
chromosome_11_421175	10.00	chromosome_11_421175	10.00	10.00	60.56
chromosome_11_421569	0.00	chromosome_11_421569	0.00	0	0
chromosome_11_421573	47.00	chromosome_11_421573	47.00	47.00	284.65
chromosome_11_421583	1.00	chromosome_11_421583	1.00	1.00	6.06
chromosome_11_421587	0.00	chromosome_11_421587	0.00	0	0
chromosome_11_421644	0.00	chromosome_11_421644	0.00	0	0
chromosome_11_422171	0.00	chromosome_11_422171	0.00	0	0
chromosome_11_422547	1.00	chromosome_11_422547	1.00	1.00	6.06
chromosome_11_422794	3.00	chromosome_11_422794	3.00	3.00	18.17
chromosome_11_423090	0.00	chromosome_11_423090	0.00	0	0
chromosome_11_423273	3.00	chromosome_11_423273	3.00	3.00	18.17
chromosome_11_423614	3.00	chromosome_11_423614	3.00	3.00	18.17
chromosome_11_423796	0.00	chromosome_11_423796	0.00	0	0
chromosome_11_424027	0.00	chromosome_11_424027	0.00	0	0
chromosome_11_424330	1.00	chromosome_11_424330	1.00	1.00	6.06
chromosome_11_426266	0.00	chromosome_11_426266	0.00	0	0
chromosome_11_426272	2.00	chromosome_11_426272	2.00	2.00	12.11
chromosome_11_426332	0.00	chromosome_11_426332	0.00	0	0
chromosome_11_427929	11.00	chromosome_11_427929	11.00	11.00	66.62
chromosome_11_428399	8.00	chromosome_11_428399	8.00	8.00	48.45
chromosome_11_428635	36.00	chromosome_11_428635	36.00	36.00	218.03
chromosome_11_428926	0.00	chromosome_11_428926	0.00	0	0
chromosome_11_430846	0.00	chromosome_11_430846	0.00	0	0
chromosome_11_431803	3.00	chromosome_11_431803	3.00	3.00	18.17
chromosome_11_431858	0.00	chromosome_11_431858	0.00	0	0
chromosome_11_432701	13.00	chromosome_11_432701	13.00	13.00	78.73
chromosome_11_432741	2.00	chromosome_11_432741	2.00	2.00	12.11
chromosome_11_433464	0.00	chromosome_11_433464	0.00	0	0
chromosome_11_433546	107.00	chromosome_11_433546	107.00	107.00	648.03
chromosome_11_433610	0.00	chromosome_11_433610	0.00	0	0
chromosome_11_433912	94.00	chromosome_11_433912	94.00	94.00	569.29
chromosome_11_434538	0.00	chromosome_11_434538	0.00	0	0
chromosome_11_434923	7.00	chromosome_11_434923	7.00	7.00	42.39
chromosome_11_434987	0.00	chromosome_11_434987	0.00	0	0
chromosome_11_435257	0.00	chromosome_11_435257	0.00	0	0
chromosome_11_435502	2.00	chromosome_11_435502	2.00	2.00	12.11
chromosome_11_435718	0.00	chromosome_11_435718	0.00	0	0
chromosome_11_436516	66.00	chromosome_11_436516	66.00	66.00	399.72
chromosome_11_436950	7.00	chromosome_11_436950	7.00	7.00	42.39
chromosome_11_436955	13.00	chromosome_11_436955	13.00	13.00	78.73
chromosome_11_438064	20.00	chromosome_11_438064	20.00	20.00	121.13
chromosome_11_438551	0.00	chromosome_11_438551	0.00	0	0
chromosome_11_439228	2.00	chromosome_11_439228	2.00	2.00	12.11
chromosome_11_439345	10.00	chromosome_11_439345	10.00	10.00	60.56
chromosome_11_439398	0.00	chromosome_11_439398	0.00	0	0
chromosome_11_439485	14.00	chromosome_11_439485	14.00	14.00	84.79
chromosome_11_439486	36.00	chromosome_11_439486	36.00	36.00	218.03
chromosome_11_440059	5.00	chromosome_11_440059	5.00	5.00	30.28
chromosome_11_440237	0.00	chromosome_11_440237	0.00	0	0
chromosome_11_440240	0.00	chromosome_11_440240	0.00	0	0
chromosome_11_440328	2.00	chromosome_11_440328	2.00	2.00	12.11
chromosome_11_440350	2.00	chromosome_11_440350	2.00	2.00	12.11
chromosome_11_440552	0.00	chromosome_11_440552	0.00	0	0
chromosome_11_441571	0.00	chromosome_11_441571	0.00	0	0
chromosome_11_441573	0.00	chromosome_11_441573	0.00	0	0
chromosome_11_441729	68.00	chromosome_11_441729	68.00	68.00	411.83
chromosome_11_442104	1.00	chromosome_11_442104	1.00	1.00	6.06
chromosome_11_442803	42.00	chromosome_11_442803	42.00	42.00	254.37
chromosome_11_445279	19.00	chromosome_11_445279	19.00	19.00	115.07
chromosome_11_445354	18.00	chromosome_11_445354	18.00	18.00	109.01
chromosome_11_445414	9.00	chromosome_11_445414	9.00	9.00	54.51
chromosome_11_445554	0.00	chromosome_11_445554	0.00	0	0
chromosome_11_445577	1.00	chromosome_11_445577	1.00	1.00	6.06
chromosome_11_445718	0.00	chromosome_11_445718	0.00	0	0
chromosome_11_446022	0.00	chromosome_11_446022	0.00	0	0
chromosome_11_446029	2.00	chromosome_11_446029	2.00	2.00	12.11
chromosome_11_446313	6.00	chromosome_11_446313	6.00	6.00	36.34
chromosome_11_446818	6.00	chromosome_11_446818	6.00	6.00	36.34
chromosome_11_446869	21.00	chromosome_11_446869	21.00	21.00	127.18
chromosome_11_446886	1.00	chromosome_11_446886	1.00	1.00	6.06
chromosome_11_446906	9.00	chromosome_11_446906	9.00	9.00	54.51
chromosome_11_447748	0.00	chromosome_11_447748	0.00	0	0
chromosome_11_450029	0.00	chromosome_11_450029	0.00	0	0
chromosome_11_450279	0.00	chromosome_11_450279	0.00	0	0
chromosome_11_450280	0.00	chromosome_11_450280	0.00	0	0
chromosome_11_450536	0.00	chromosome_11_450536	0.00	0	0
chromosome_11_451373	0.00	chromosome_11_451373	0.00	0	0
chromosome_11_451865	1.00	chromosome_11_451865	1.00	1.00	6.06
chromosome_11_452035	2.00	chromosome_11_452035	2.00	2.00	12.11
chromosome_11_452596	0.00	chromosome_11_452596	0.00	0	0
chromosome_11_452996	118.00	chromosome_11_452996	118.00	118.00	714.64
chromosome_11_453925	47.00	chromosome_11_453925	47.00	47.00	284.65
chromosome_11_453933	47.00	chromosome_11_453933	47.00	47.00	284.65
chromosome_11_454524	6.00	chromosome_11_454524	6.00	6.00	36.34
chromosome_11_454798	0.00	chromosome_11_454798	0.00	0	0
chromosome_11_454818	2.00	chromosome_11_454818	2.00	2.00	12.11
chromosome_11_454867	14.00	chromosome_11_454867	14.00	14.00	84.79
chromosome_11_455049	31.00	chromosome_11_455049	31.00	31.00	187.75
chromosome_11_455096	0.00	chromosome_11_455096	0.00	0	0
chromosome_11_455972	0.00	chromosome_11_455972	0.00	0	0
chromosome_11_456359	0.00	chromosome_11_456359	0.00	0	0
chromosome_11_456360	0.00	chromosome_11_456360	0.00	0	0
chromosome_11_457952	0.00	chromosome_11_457952	0.00	0	0
chromosome_11_458155	1.00	chromosome_11_458155	1.00	1.00	6.06
chromosome_11_458211	0.00	chromosome_11_458211	0.00	0	0
chromosome_11_458422	94.00	chromosome_11_458422	94.00	94.00	569.29
chromosome_11_458428	0.00	chromosome_11_458428	0.00	0	0
chromosome_11_458625	6.00	chromosome_11_458625	6.00	6.00	36.34
chromosome_11_458670	0.00	chromosome_11_458670	0.00	0	0
chromosome_11_459118	0.00	chromosome_11_459118	0.00	0	0
chromosome_11_459413	8.00	chromosome_11_459413	8.00	8.00	48.45
chromosome_11_459885	0.00	chromosome_11_459885	0.00	0	0
chromosome_11_459888	0.00	chromosome_11_459888	0.00	0	0
chromosome_11_460482	2.00	chromosome_11_460482	2.00	2.00	12.11
chromosome_11_460988	10.00	chromosome_11_460988	10.00	10.00	60.56
chromosome_11_461051	13.00	chromosome_11_461051	13.00	13.00	78.73
chromosome_11_461064	0.00	chromosome_11_461064	0.00	0	0
chromosome_11_461965	0.00	chromosome_11_461965	0.00	0	0
chromosome_11_461966	0.00	chromosome_11_461966	0.00	0	0
chromosome_11_462653	0.00	chromosome_11_462653	0.00	0	0
chromosome_11_462874	0.00	chromosome_11_462874	0.00	0	0
chromosome_11_463484	0.00	chromosome_11_463484	0.00	0	0
chromosome_11_463487	0.00	chromosome_11_463487	0.00	0	0
chromosome_11_464397	470.00	chromosome_11_464397	470.00	470.00	2846.47
chromosome_11_464803	4.00	chromosome_11_464803	4.00	4.00	24.23
chromosome_11_464878	5.00	chromosome_11_464878	5.00	5.00	30.28
chromosome_11_464941	0.00	chromosome_11_464941	0.00	0	0
chromosome_11_464942	0.00	chromosome_11_464942	0.00	0	0
chromosome_11_464968	0.00	chromosome_11_464968	0.00	0	0
chromosome_11_465124	0.00	chromosome_11_465124	0.00	0	0
chromosome_11_465276	0.00	chromosome_11_465276	0.00	0	0
chromosome_11_465290	0.00	chromosome_11_465290	0.00	0	0
chromosome_11_465731	0.00	chromosome_11_465731	0.00	0	0
chromosome_11_465849	0.00	chromosome_11_465849	0.00	0	0
chromosome_11_465972	42.00	chromosome_11_465972	42.00	42.00	254.37
chromosome_12_467356	0.00	chromosome_12_467356	0.00	0	0
chromosome_12_467445	10.00	chromosome_12_467445	10.00	10.00	60.56
chromosome_12_467463	0.00	chromosome_12_467463	0.00	0	0
chromosome_12_467503	0.00	chromosome_12_467503	0.00	0	0
