#miRNA	read_count	precursor	total	seq	seq(norm)
chromosome_10_365643	10.00	chromosome_10_365643	10.00	10.00	58.13
chromosome_10_365701	0.00	chromosome_10_365701	0.00	0	0
chromosome_10_366823	10.00	chromosome_10_366823	10.00	10.00	58.13
chromosome_10_366897	1.00	chromosome_10_366897	1.00	1.00	5.81
chromosome_10_367039	8.00	chromosome_10_367039	8.00	8.00	46.50
chromosome_10_367612	0.00	chromosome_10_367612	0.00	0	0
chromosome_10_367894	54.00	chromosome_10_367894	54.00	54.00	313.89
chromosome_10_368110	0.00	chromosome_10_368110	0.00	0	0
chromosome_10_368443	15.00	chromosome_10_368443	15.00	15.00	87.19
chromosome_10_370371	154.00	chromosome_10_370371	154.00	154.00	895.18
chromosome_10_370480	0.00	chromosome_10_370480	0.00	0	0
chromosome_10_370856	3.00	chromosome_10_370856	3.00	3.00	17.44
chromosome_10_371859	137.00	chromosome_10_371859	137.00	137.00	796.36
chromosome_10_371901	0.00	chromosome_10_371901	0.00	0	0
chromosome_10_372459	2.00	chromosome_10_372459	2.00	2.00	11.63
chromosome_10_372462	4.00	chromosome_10_372462	4.00	4.00	23.25
chromosome_10_372497	2.00	chromosome_10_372497	2.00	2.00	11.63
chromosome_10_372626	1.00	chromosome_10_372626	1.00	1.00	5.81
chromosome_10_372934	7.00	chromosome_10_372934	7.00	7.00	40.69
chromosome_10_373634	0.00	chromosome_10_373634	0.00	0	0
chromosome_10_374053	615.00	chromosome_10_374053	615.00	615.00	3574.90
chromosome_10_374068	16254.00	chromosome_10_374068	16254.00	16254.00	94481.87
chromosome_10_374070	101.00	chromosome_10_374070	101.00	101.00	587.10
chromosome_10_375874	21.00	chromosome_10_375874	21.00	21.00	122.07
chromosome_10_376397	7.00	chromosome_10_376397	7.00	7.00	40.69
chromosome_10_376487	0.00	chromosome_10_376487	0.00	0	0
chromosome_10_377004	41.00	chromosome_10_377004	41.00	41.00	238.33
chromosome_10_377464	1.00	chromosome_10_377464	1.00	1.00	5.81
chromosome_10_377632	1.00	chromosome_10_377632	1.00	1.00	5.81
chromosome_10_377733	0.00	chromosome_10_377733	0.00	0	0
chromosome_10_378089	2.00	chromosome_10_378089	2.00	2.00	11.63
chromosome_10_378757	0.00	chromosome_10_378757	0.00	0	0
chromosome_10_379130	4.00	chromosome_10_379130	4.00	4.00	23.25
chromosome_10_379725	4.00	chromosome_10_379725	4.00	4.00	23.25
chromosome_10_380188	0.00	chromosome_10_380188	0.00	0	0
chromosome_10_380390	0.00	chromosome_10_380390	0.00	0	0
chromosome_10_380526	7.00	chromosome_10_380526	7.00	7.00	40.69
chromosome_10_381466	0.00	chromosome_10_381466	0.00	0	0
chromosome_10_382189	0.00	chromosome_10_382189	0.00	0	0
chromosome_10_382364	53.00	chromosome_10_382364	53.00	53.00	308.08
chromosome_10_382464	10.00	chromosome_10_382464	10.00	10.00	58.13
chromosome_10_382924	13.00	chromosome_10_382924	13.00	13.00	75.57
chromosome_10_383295	1.00	chromosome_10_383295	1.00	1.00	5.81
chromosome_10_383771	3.00	chromosome_10_383771	3.00	3.00	17.44
chromosome_10_384396	1.00	chromosome_10_384396	1.00	1.00	5.81
chromosome_10_384807	4.00	chromosome_10_384807	4.00	4.00	23.25
chromosome_10_386393	23.00	chromosome_10_386393	23.00	23.00	133.70
chromosome_10_386625	17.00	chromosome_10_386625	17.00	17.00	98.82
chromosome_10_386939	358.00	chromosome_10_386939	358.00	358.00	2081.00
chromosome_10_387079	5.00	chromosome_10_387079	5.00	5.00	29.06
chromosome_10_387335	10.00	chromosome_10_387335	10.00	10.00	58.13
chromosome_10_387449	0.00	chromosome_10_387449	0.00	0	0
chromosome_10_388650	6.00	chromosome_10_388650	6.00	6.00	34.88
chromosome_10_388660	7.00	chromosome_10_388660	7.00	7.00	40.69
chromosome_10_389402	103.00	chromosome_10_389402	103.00	103.00	598.72
chromosome_10_389646	1838.00	chromosome_10_389646	1838.00	1838.00	10684.00
chromosome_10_389652	12664.00	chromosome_10_389652	12664.00	12664.00	73613.78
