mVTris,TTris
-83.9,3.98
-83,5.97
-82.7,6.43
-82.3,6.94
-81.9,7.88
-81.3,8.21
-80.8,8.66
-80.3,9.93
-80.1,10.49
-79.8,10.8
-79.4,11.35
-78.8,11.95
-77.9,12.78
-77.1,13.118
-76.3,14.06
-75.6,14.42
-75,14.93
-74.2,15.59
