Time,Value,Temp,Date,Channel,User,SensorID,Sensor_Name,delta_t,Time_Unit,O2_Unit,Mode,Phase,Phase_Unit,Amplitude,Amplitude_Unit,Temp_Unit,Pressure,Pressure_Unit,Salinity,Salinity_Unit,Error,Cal0,Cal0_Unit,T0,T0_Unit,O2Cal2nd,O2_Unit,Cal2nd,Cal2nd_Unit,T2nd,T2nd_Unit,CalPressure,CalPressure_Unit,f1,dPhi1,dkSv1,dPhi2,dkSv2,m,Cal_Mode,SignalLEDCurrent,User_Signal_Intensity,ReferenceLEDCurrent,Reference_Amplitude,Device_Serial,FwVersion,SwVersion,Sensor_Type,BatchID,Calibration_Date,Sensor_Lot,PreSens_Calibr,Battery_Voltage,Battery_Voltage_Unit
10:18:05,293.843,7.724,2/4/21,6,default,811383162,OXY-CH6,6.651,min,µmol/L,Humid,22.83,deg,38160,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394334.86,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:18:06,293.785,7.738,2/4/21,6,default,811383162,OXY-CH6,6.668,min,µmol/L,Humid,22.827,deg,38167,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394347.99,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:18:07,293.845,7.732,2/4/21,6,default,811383162,OXY-CH6,6.685,min,µmol/L,Humid,22.827,deg,38161,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394345.82,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:18:08,293.621,7.734,2/4/21,6,default,811383162,OXY-CH6,6.702,min,µmol/L,Humid,22.835,deg,38164,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394338.89,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:18:09,293.482,7.733,2/4/21,6,default,811383162,OXY-CH6,6.718,min,µmol/L,Humid,22.841,deg,38168,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394337.71,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:18:10,293.902,7.726,2/4/21,6,default,811383162,OXY-CH6,6.735,min,µmol/L,Humid,22.827,deg,38167,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394325.77,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:18:11,293.825,7.726,2/4/21,6,default,811383162,OXY-CH6,6.751,min,µmol/L,Humid,22.83,deg,38169,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394325.81,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:18:12,293.781,7.721,2/4/21,6,default,811383162,OXY-CH6,6.768,min,µmol/L,Humid,22.834,deg,38164,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394320.56,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:18:13,293.863,7.722,2/4/21,6,default,811383162,OXY-CH6,6.784,min,µmol/L,Humid,22.83,deg,38166,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394338.79,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:18:14,293.752,7.721,2/4/21,6,default,811383162,OXY-CH6,6.801,min,µmol/L,Humid,22.835,deg,38164,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394326.99,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:18:15,293.896,7.719,2/4/21,6,default,811383162,OXY-CH6,6.818,min,µmol/L,Humid,22.83,deg,38164,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394324.32,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:18:16,293.77,7.717,2/4/21,6,default,811383162,OXY-CH6,6.835,min,µmol/L,Humid,22.836,deg,38165,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394328.59,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:18:17,293.768,7.717,2/4/21,6,default,811383162,OXY-CH6,6.852,min,µmol/L,Humid,22.836,deg,38170,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394330.73,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:18:18,293.942,7.704,2/4/21,6,default,811383162,OXY-CH6,6.868,min,µmol/L,Humid,22.834,deg,38168,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394325.81,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:18:19,294.354,7.708,2/4/21,6,default,811383162,OXY-CH6,6.885,min,µmol/L,Humid,22.816,deg,38169,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394319.69,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:18:20,294.015,7.709,2/4/21,6,default,811383162,OXY-CH6,6.901,min,µmol/L,Humid,22.829,deg,38169,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394317.66,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:18:21,294.185,7.697,2/4/21,6,default,811383162,OXY-CH6,6.918,min,µmol/L,Humid,22.827,deg,38173,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394319.52,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:18:22,293.723,7.721,2/4/21,6,default,811383162,OXY-CH6,6.934,min,µmol/L,Humid,22.836,deg,38168,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394321.58,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:18:23,293.93,7.726,2/4/21,6,default,811383162,OXY-CH6,6.952,min,µmol/L,Humid,22.826,deg,38168,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394322.1,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:18:24,294.029,7.703,2/4/21,6,default,811383162,OXY-CH6,6.968,min,µmol/L,Humid,22.831,deg,38173,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394312.22,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:18:25,293.872,7.704,2/4/21,6,default,811383162,OXY-CH6,6.985,min,µmol/L,Humid,22.837,deg,38178,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394318.86,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:18:26,294.108,7.703,2/4/21,6,default,811383162,OXY-CH6,7.001,min,µmol/L,Humid,22.828,deg,38174,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394331.86,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:18:27,294.032,7.723,2/4/21,6,default,811383162,OXY-CH6,7.018,min,µmol/L,Humid,22.823,deg,38183,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394317.64,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:18:28,293.883,7.72,2/4/21,6,default,811383162,OXY-CH6,7.034,min,µmol/L,Humid,22.83,deg,38176,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394313.34,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:18:29,294.032,7.7,2/4/21,6,default,811383162,OXY-CH6,7.051,min,µmol/L,Humid,22.832,deg,38180,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394310.11,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:18:30,294.161,7.7,2/4/21,6,default,811383162,OXY-CH6,7.068,min,µmol/L,Humid,22.827,deg,38177,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394303.3,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:18:31,294.091,7.707,2/4/21,6,default,811383162,OXY-CH6,7.085,min,µmol/L,Humid,22.827,deg,38185,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394318.26,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:18:32,293.82,7.717,2/4/21,6,default,811383162,OXY-CH6,7.102,min,µmol/L,Humid,22.834,deg,38182,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394311.03,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:18:33,293.764,7.73,2/4/21,6,default,811383162,OXY-CH6,7.118,min,µmol/L,Humid,22.831,deg,38180,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394317.21,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:18:34,293.91,7.715,2/4/21,6,default,811383162,OXY-CH6,7.135,min,µmol/L,Humid,22.831,deg,38176,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394306.92,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:18:35,293.736,7.72,2/4/21,6,default,811383162,OXY-CH6,7.151,min,µmol/L,Humid,22.836,deg,38176,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394308.87,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:18:36,294.042,7.719,2/4/21,6,default,811383162,OXY-CH6,7.168,min,µmol/L,Humid,22.824,deg,38178,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394295.52,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:18:37,293.728,7.726,2/4/21,6,default,811383162,OXY-CH6,7.185,min,µmol/L,Humid,22.834,deg,38177,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394292.98,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:18:38,294.117,7.699,2/4/21,6,default,811383162,OXY-CH6,7.202,min,µmol/L,Humid,22.829,deg,38183,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394288.69,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:18:39,293.98,7.711,2/4/21,6,default,811383162,OXY-CH6,7.218,min,µmol/L,Humid,22.83,deg,38185,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394314.37,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:18:40,293.619,7.714,2/4/21,6,default,811383162,OXY-CH6,7.234,min,µmol/L,Humid,22.843,deg,38186,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394315.45,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:18:41,293.785,7.71,2/4/21,6,default,811383162,OXY-CH6,7.251,min,µmol/L,Humid,22.838,deg,38182,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394286.44,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:18:42,293.817,7.717,2/4/21,6,default,811383162,OXY-CH6,7.268,min,µmol/L,Humid,22.834,deg,38179,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394285.5,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:18:43,293.97,7.727,2/4/21,6,default,811383162,OXY-CH6,7.285,min,µmol/L,Humid,22.824,deg,38182,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394304.63,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:18:44,294.098,7.724,2/4/21,6,default,811383162,OXY-CH6,7.301,min,µmol/L,Humid,22.82,deg,38180,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394300.96,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:18:45,293.829,7.723,2/4/21,6,default,811383162,OXY-CH6,7.318,min,µmol/L,Humid,22.831,deg,38184,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394290.39,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:18:46,293.643,7.722,2/4/21,6,default,811383162,OXY-CH6,7.335,min,µmol/L,Humid,22.839,deg,38188,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394309.15,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:18:47,293.719,7.714,2/4/21,6,default,811383162,OXY-CH6,7.352,min,µmol/L,Humid,22.839,deg,38184,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394308.45,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:18:48,293.745,7.707,2/4/21,6,default,811383162,OXY-CH6,7.368,min,µmol/L,Humid,22.841,deg,38184,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394307.79,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:18:49,293.698,7.721,2/4/21,6,default,811383162,OXY-CH6,7.385,min,µmol/L,Humid,22.837,deg,38186,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394317.59,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:18:50,293.695,7.722,2/4/21,6,default,811383162,OXY-CH6,7.402,min,µmol/L,Humid,22.837,deg,38194,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394308.69,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:18:51,293.619,7.729,2/4/21,6,default,811383162,OXY-CH6,7.418,min,µmol/L,Humid,22.837,deg,38189,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394306.43,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:18:52,293.647,7.722,2/4/21,6,default,811383162,OXY-CH6,7.435,min,µmol/L,Humid,22.839,deg,38186,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394311.92,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:18:53,293.594,7.722,2/4/21,6,default,811383162,OXY-CH6,7.451,min,µmol/L,Humid,22.841,deg,38189,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394310.07,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:18:54,293.929,7.721,2/4/21,6,default,811383162,OXY-CH6,7.468,min,µmol/L,Humid,22.828,deg,38195,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394302.73,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:18:55,293.763,7.712,2/4/21,6,default,811383162,OXY-CH6,7.484,min,µmol/L,Humid,22.838,deg,38192,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394306.33,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:18:56,293.995,7.709,2/4/21,6,default,811383162,OXY-CH6,7.501,min,µmol/L,Humid,22.83,deg,38190,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394310.14,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:18:57,294.067,7.704,2/4/21,6,default,811383162,OXY-CH6,7.518,min,µmol/L,Humid,22.829,deg,38191,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394314.23,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:18:58,293.888,7.705,2/4/21,6,default,811383162,OXY-CH6,7.535,min,µmol/L,Humid,22.836,deg,38190,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394290.57,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:18:59,293.925,7.706,2/4/21,6,default,811383162,OXY-CH6,7.551,min,µmol/L,Humid,22.834,deg,38187,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394282.55,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:19:00,293.624,7.731,2/4/21,6,default,811383162,OXY-CH6,7.568,min,µmol/L,Humid,22.836,deg,38185,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394295.14,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:19:01,293.54,7.735,2/4/21,6,default,811383162,OXY-CH6,7.585,min,µmol/L,Humid,22.838,deg,38187,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394298.82,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:19:02,293.977,7.716,2/4/21,6,default,811383162,OXY-CH6,7.602,min,µmol/L,Humid,22.828,deg,38192,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394287.66,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:19:03,293.645,7.734,2/4/21,6,default,811383162,OXY-CH6,7.618,min,µmol/L,Humid,22.834,deg,38198,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394280.49,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
10:19:04,293.769,7.717,2/4/21,6,default,811383162,OXY-CH6,7.634,min,µmol/L,Humid,22.836,deg,38191,µV,°C,1010,hPa,35.3,pmil,0,55.39,deg,20,°C,100,%a.s.,21.72,deg,20,°C,977,hPa,0.861,-0.02617,0.00035,0,0,13.56,Humid,26.25,0,44,394292.11,SABD0000000001,AAV1.0.0.11,1.1.2.0,PSt7-10,000000-000,12/19/20 11:19,0000-00,0,no battery,V
