#,Date-Time (EST),Ch: 1 - Temperature  °C (°C),Ch: 2 - Light  lux (lux),Button Down,Button Up,Host Connected,Stopped,End of File
1,01/26/2021 18:00:00,3.73,0,,,,,
2,01/26/2021 18:10:00,3.69,0,,,,,
3,01/26/2021 18:20:00,3.73,0,,,,,
4,01/26/2021 18:30:00,3.77,0,,,,,
5,01/26/2021 18:40:00,3.82,0,,,,,
6,01/26/2021 18:50:00,3.82,0,,,,,
7,01/26/2021 19:00:00,3.90,0,,,,,
8,01/26/2021 19:10:00,3.90,0,,,,,
9,01/26/2021 19:20:00,3.86,0,,,,,
10,01/26/2021 19:30:00,3.82,0,,,,,
11,01/26/2021 19:40:00,3.73,0,,,,,
12,01/26/2021 19:50:00,3.69,0,,,,,
13,01/26/2021 20:00:00,3.64,0,,,,,
14,01/26/2021 20:10:00,3.64,0,,,,,
15,01/26/2021 20:20:00,3.64,0,,,,,
16,01/26/2021 20:30:00,3.60,0,,,,,
17,01/26/2021 20:40:00,3.69,0,,,,,
18,01/26/2021 20:50:00,3.73,0,,,,,
19,01/26/2021 21:00:00,3.77,0,,,,,
20,01/26/2021 21:10:00,3.77,0,,,,,
21,01/26/2021 21:20:00,3.77,0,,,,,
22,01/26/2021 21:30:00,3.82,0,,,,,
23,01/26/2021 21:40:00,3.82,0,,,,,
24,01/26/2021 21:50:00,3.77,0,,,,,
25,01/26/2021 22:00:00,3.77,0,,,,,
26,01/26/2021 22:10:00,3.77,0,,,,,
27,01/26/2021 22:20:00,3.77,0,,,,,
28,01/26/2021 22:30:00,3.69,0,,,,,
29,01/26/2021 22:40:00,3.73,0,,,,,
30,01/26/2021 22:50:00,3.69,0,,,,,
31,01/26/2021 23:00:00,3.69,0,,,,,
32,01/26/2021 23:10:00,3.73,0,,,,,
33,01/26/2021 23:20:00,3.69,0,,,,,
34,01/26/2021 23:30:00,3.64,0,,,,,
35,01/26/2021 23:40:00,3.64,0,,,,,
36,01/26/2021 23:50:00,3.64,0,,,,,
37,01/27/2021 00:00:00,3.60,0,,,,,
38,01/27/2021 00:10:00,3.64,0,,,,,
39,01/27/2021 00:20:00,3.64,0,,,,,
40,01/27/2021 00:30:00,3.64,0,,,,,
41,01/27/2021 00:40:00,3.64,0,,,,,
42,01/27/2021 00:50:00,3.64,0,,,,,
43,01/27/2021 01:00:00,3.64,0,,,,,
