"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","AST-1065","AST-1147","AST-1412","AST-1560","AST-1567","AST-1617","AST-1722","AST-2000","AST-2007","AST-2302","AST-2360","AST-2398","AST-2404","AST-2412","AST-2512","AST-2523","AST-2563","AST-2729","AST-2755"
"Cluster_1452_chromosome_6:9195228-9195318",550.58755585527,-1.91081838224239,0.643002991190797,-2.97170994290973,0.00296146321987614,0.0348782021335544,423,7674,403,2,419,1934,657,399,834,2331,81,650,1373,433,98,852,802,88,428
"Cluster_1453_chromosome_6:9302199-9302289",183.711563238798,-1.91604663132552,0.506707133152787,-3.78136897225753,0.00015596830669807,0.0039771918208008,196,741,121,8,143,190,149,312,552,1223,42,277,377,98,18,221,167,53,109
"Cluster_1765_chromosome_7:1696720-1696810",29.0751849728624,1.3612840075174,0.486088733994901,2.80048458710354,0.00510259441177207,0.0379462900055039,14,865,22,1,75,54,154,69,26,118,10,161,29,7,3,22,9,8,40
"Cluster_2003_chromosome_7:21599176-21599270",24993.5885558369,-1.80788972364058,0.539615107037635,-3.35033193115272,0.000807147745564859,0.0137215116746026,13665,170615,33410,3406,13113,22472,50064,17084,23357,52990,6643,55383,24585,14754,6712,29997,26418,4586,22770
"Cluster_3037_chromosome_10:11981301-11981397",3753.66207843411,-2.10050778544854,0.407669998558031,-5.15247085357824,2.57076582275196e-07,1.3110905696035e-05,3384,20066,3553,91,3010,7785,4325,4258,7829,9231,1059,6064,12996,2605,507,4702,3407,1173,4136
"Cluster_3730_chromosome_11:30949714-30949806",333.671345525026,1.37667833000391,0.500538534126336,2.75039429762752,0.00595235921654963,0.0379462900055039,29,11181,561,6,1376,499,2140,535,335,1410,204,1047,473,123,16,250,75,74,332
"Cluster_4640_chromosome_13:25495271-25495363",215.822022824727,1.31187538969271,0.474145607841328,2.76681966045276,0.00566060589673479,0.0379462900055039,49,4881,246,12,976,127,1616,223,111,538,51,2123,152,89,37,156,58,57,163
"Cluster_4754_chromosome_13:36030275-36030371",80.0015967895877,-1.4879366352355,0.508300431545052,-2.92727793032302,0.00341943158172102,0.0348782021335544,28,423,132,2,48,98,256,109,81,194,22,107,191,28,8,128,77,114,92
