#,Date-Time (EST),Ch: 1 - Temperature   (°C),Ch: 2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,04/30/2021 14:00:00,9.91,3709.44,,,,
2,04/30/2021 14:10:00,9.86,3495.68,,,,
3,04/30/2021 14:20:00,9.74,3331.84,,,,
4,04/30/2021 14:30:00,9.86,3150.08,,,,
5,04/30/2021 14:40:00,9.95,2987.52,,,,
6,04/30/2021 14:50:00,9.74,2841.60,,,,
7,04/30/2021 15:00:00,9.91,2667.52,,,,
8,04/30/2021 15:10:00,9.78,2455.04,,,,
9,04/30/2021 15:20:00,9.95,2272.00,,,,
10,04/30/2021 15:30:00,9.78,2173.44,,,,
11,04/30/2021 15:40:00,9.95,1939.84,,,,
12,04/30/2021 15:50:00,9.86,1741.44,,,,
13,04/30/2021 16:00:00,9.74,1520.64,,,,
14,04/30/2021 16:10:00,9.69,1382.40,,,,
15,04/30/2021 16:20:00,10.04,1215.04,,,,
16,04/30/2021 16:30:00,9.91,1020.48,,,,
17,04/30/2021 16:40:00,9.86,850.88,,,,
18,04/30/2021 16:50:00,9.91,702.08,,,,
19,04/30/2021 17:00:00,9.91,594.08,,,,
20,04/30/2021 17:10:00,9.95,516.48,,,,
21,04/30/2021 17:20:00,10.04,398.72,,,,
22,04/30/2021 17:30:00,10.16,300.80,,,,
23,04/30/2021 17:40:00,10.25,204.80,,,,
24,04/30/2021 17:50:00,10.25,111.20,,,,
25,04/30/2021 18:00:00,10.25,0.00,,,,
26,04/30/2021 18:10:00,10.25,0.00,,,,
27,04/30/2021 18:20:00,10.25,0.00,,,,
28,04/30/2021 18:30:00,10.21,0.00,,,,
29,04/30/2021 18:40:00,10.25,0.00,,,,
30,04/30/2021 18:50:00,10.16,0.00,,,,
31,04/30/2021 19:00:00,10.12,0.00,,,,
32,04/30/2021 19:10:00,10.08,0.00,,,,
33,04/30/2021 19:20:00,10.04,0.00,,,,
34,04/30/2021 19:30:00,10.04,0.00,,,,
35,04/30/2021 19:40:00,9.99,0.00,,,,
36,04/30/2021 19:50:00,9.95,0.00,,,,
37,04/30/2021 20:00:00,9.82,0.00,,,,
38,04/30/2021 20:10:00,9.78,0.00,,,,
39,04/30/2021 20:20:00,9.69,0.00,,,,
40,04/30/2021 20:30:00,9.82,0.00,,,,
41,04/30/2021 20:40:00,9.74,0.00,,,,
42,04/30/2021 20:50:00,9.86,0.00,,,,
43,04/30/2021 21:00:00,9.95,0.00,,,,
44,04/30/2021 21:10:00,9.78,0.00,,,,
45,04/30/2021 21:20:00,9.91,0.00,,,,
46,04/30/2021 21:30:00,9.69,0.00,,,,
47,04/30/2021 21:40:00,9.91,0.00,,,,
48,04/30/2021 21:50:00,9.69,0.00,,,,
49,04/30/2021 22:00:00,9.91,0.00,,,,
50,04/30/2021 22:10:00,9.74,0.00,,,,
51,04/30/2021 22:20:00,9.78,0.00,,,,
52,04/30/2021 22:30:00,9.91,0.00,,,,
