"","Date.Time","Tank1_Temp","Tank1_Light","Tank2_Temp","Tank2_Light","Tank3_Temp","Tank3_Light","Tank4_Temp","Tank4_Light","Tank5_Temp","Tank5_Light","Tank6_Temp","Tank6_Light","Tank7_Temp","Tank7_Light","Tank8_Temp","Tank8_Light","Tank9_Temp","Tank9_Light","Tank10_Temp","Tank10_Light","Tank11_Temp","Tank11_Light","Tank12_Temp","Tank12_Light","Tank15_Temp","Tank15_Light","Tank16_Temp","Tank16_Light","Tank17_Temp","Tank17_Light","Tank18_Temp","Tank18_Light"
"11",2021-02-27 17:20:00,6.17,7201,6.48,7393,6.43,8054,6.48,7534,6.52,7270,6.56,7782,6.3,6961,6.48,7854,6.39,7337,6.43,8325,6.52,7508,6.48,8893,6.43,6610,6.52,8717,9.22,4173,6.43,7219
"12",2021-02-27 17:30:00,6.26,7322,6.17,7393,6.26,8061,6.26,7547,6.26,7283,6.43,7788,6.05,6968,6.17,7854,6.48,7350,6.22,8325,6.22,7552,6.26,8893,6.13,6620,6.48,8717,8.92,4125,6.22,7227
"13",2021-02-27 17:40:00,6.48,7327,5.96,7393,5.96,7954,6,7560,6,7283,6.13,7795,5.87,6973,5.96,7880,6.39,7363,6.05,8338,5.96,7560,5.96,8906,5.92,6620,6.22,8704,9.18,4125,5.96,7219
"14",2021-02-27 17:50:00,6.6,7334,5.66,7406,5.75,8054,5.79,7539,5.83,7296,5.87,7795,5.62,7002,5.66,7880,6.13,7357,5.75,8343,5.75,7572,5.79,8899,5.62,6625,5.96,8732,8.96,5281,5.7,7227
"15",2021-02-27 18:00:00,6.52,7327,5.49,7406,5.53,7921,5.57,7552,5.57,7270,5.66,7808,5.4,7014,5.49,7880,5.92,7375,5.53,8338,5.53,7585,5.49,8865,5.45,6638,5.79,8732,6.3,5688,5.45,7165
"16",2021-02-27 18:10:00,6.22,7340,5.27,7419,5.36,8087,5.32,7565,5.36,7301,5.45,7816,5.23,7002,5.32,7892,5.66,7409,5.27,8338,5.32,7585,5.32,8924,5.27,6636,5.53,8732,6,6085,5.27,7204
"17",2021-02-27 18:20:00,6,7340,5.19,7406,5.19,8095,5.23,7578,5.27,7301,5.23,7841,5.06,7007,5.19,7910,5.49,7357,5.19,8343,5.19,7611,5.19,8924,5.19,6641,5.32,8740,5.79,6451,5.15,7171
"18",2021-02-27 18:30:00,5.75,7365,5.36,7414,5.4,7900,5.36,7578,5.45,7301,5.15,7841,5.27,7014,5.4,7905,5.23,7401,5.4,8351,5.4,7598,5.32,8924,5.36,6638,5.19,8745,5.57,6735,5.32,7222
"19",2021-02-27 18:40:00,5.57,7352,5.53,7406,5.57,8082,5.57,7565,5.57,7301,5.36,7836,5.49,7014,5.53,7898,5.15,7409,5.57,8364,5.57,7598,5.49,8932,5.53,6646,5.36,8732,5.4,6953,5.49,7227
"20",2021-02-27 18:50:00,5.32,7370,5.66,7301,5.7,7941,5.7,7437,5.75,7196,5.53,7828,5.57,6861,5.7,7795,5.4,7421,5.75,8251,5.7,7455,5.66,8832,5.62,6487,5.53,8732,5.19,7283,5.66,7109
"21",2021-02-27 19:00:00,5.19,7345,5.83,7296,5.87,7967,5.87,7444,5.96,7188,5.66,7695,5.79,6861,5.83,7788,5.53,7427,5.87,8251,5.87,7475,5.87,8840,5.79,6497,5.62,8620,5.36,7593,5.79,7104
"22",2021-02-27 19:10:00,5.4,7365,5.96,7301,6,7995,6.05,7419,6.05,7209,5.79,7703,5.96,6861,6,7808,5.7,7286,6.05,8256,6,7483,5.96,8840,5.96,6500,5.83,8620,5.57,7941,5.96,7145
"23",2021-02-27 19:20:00,5.57,7370,6.13,7301,6.13,7967,6.17,7437,6.22,7188,6,7677,6.05,6868,6.17,7800,5.83,7291,6.17,8256,6.22,7455,6.13,8845,6.17,6497,5.92,8620,5.7,8243,6.13,7104
"24",2021-02-27 19:30:00,5.66,7237,6.3,7301,6.35,7982,6.3,7444,6.35,7201,6.13,7708,6.22,6868,6.3,7800,5.96,7286,6.35,8256,6.35,7475,6.26,8845,6.26,6500,6.13,8635,5.87,8530,6.26,7104
"25",2021-02-27 19:40:00,5.87,7237,6.39,7309,6.48,7967,6.48,7450,6.52,7227,6.26,7708,6.39,6868,6.48,7741,6.13,7299,6.48,8251,6.43,7475,6.43,8845,6.43,6500,6.22,8627,6.05,8701,6.43,7107
"26",2021-02-27 19:50:00,6.05,7237,6.52,7314,6.56,7982,6.56,7483,6.65,7209,6.39,7708,6.48,6843,6.6,7808,6.3,7291,6.6,8243,6.56,7483,6.52,8765,6.52,6500,6.43,8627,6.22,8963,6.48,7099
"27",2021-02-27 20:00:00,6.22,7237,6.39,7301,6.35,7982,6.35,7457,6.39,7196,6.52,7708,6.26,6876,6.3,7808,6.43,7291,6.35,8218,6.35,7475,6.35,8845,6.3,6505,6.56,8635,6.3,8968,6.35,7114
"28",2021-02-27 20:10:00,6.35,7237,6.13,7314,6.09,7982,6.13,7457,6.13,7201,6.26,7724,6,6881,6.05,7808,6.52,7311,6.13,8243,6.13,7501,6.05,8860,6.05,6508,6.35,8635,6.48,8975,6.09,7117
"29",2021-02-27 20:20:00,6.48,7237,5.83,7329,5.83,7982,5.87,7483,5.92,7209,6.05,7724,5.75,6881,5.87,7813,6.3,7319,5.87,8256,5.92,7501,5.83,8852,5.79,6508,6.13,8643,6.39,8963,5.87,7086
"30",2021-02-27 20:30:00,6.6,7237,5.66,7329,5.62,7967,5.62,7496,5.7,7196,5.79,7736,5.53,6889,5.62,7826,6.05,7332,5.62,8264,5.66,7488,5.66,8860,5.57,6510,5.87,8635,6.22,8968,5.62,7114
"31",2021-02-27 20:40:00,6.39,7263,5.4,7329,5.36,7982,5.45,7488,5.45,7219,5.57,7741,5.27,6894,5.4,7826,5.79,7370,5.4,8271,5.45,7521,5.4,8860,5.32,6515,5.66,8635,5.92,8968,5.4,7117
"32",2021-02-27 20:50:00,6.09,7250,5.23,7329,5.23,7995,5.27,7488,5.32,7232,5.32,7741,5.15,6876,5.23,7826,5.57,7370,5.23,8276,5.32,7521,5.23,8873,5.23,6515,5.4,8643,5.7,8975,5.23,7137
"33",2021-02-27 21:00:00,5.92,7250,5.4,7342,5.4,7982,5.4,7501,5.45,7219,5.15,7736,5.32,6902,5.45,7834,5.36,7332,5.4,8276,5.4,7526,5.4,8873,5.36,6520,5.27,8648,5.49,8983,5.4,7145
"34",2021-02-27 21:10:00,5.66,7258,5.53,7334,5.62,7967,5.57,7488,5.62,7245,5.4,7736,5.49,6909,5.57,7834,5.23,7370,5.62,8284,5.62,7526,5.53,8873,5.57,6518,5.36,8648,5.27,8975,5.53,7145
"35",2021-02-27 21:20:00,5.45,7258,5.7,7342,5.7,7982,5.75,7496,5.75,7219,5.53,7736,5.62,6894,5.7,7839,5.4,7363,5.7,8284,5.79,7539,5.66,8886,5.7,6515,5.53,8648,5.15,8975,5.7,7148
"36",2021-02-27 21:30:00,5.27,7263,5.83,7329,5.87,7995,5.92,7496,5.87,7219,5.66,7736,5.83,6889,5.83,7813,5.49,7375,5.87,8284,5.96,7521,5.83,8873,5.83,6520,5.7,8643,5.27,8988,5.83,7135
"37",2021-02-27 21:40:00,5.45,7263,6.05,7347,6.09,7995,6.05,7488,6.09,7214,5.79,7724,5.96,6889,6.05,7839,5.7,7375,6.05,8284,6,7514,6,8878,6,6508,5.83,8663,5.45,8996,5.96,7165
"38",2021-02-27 21:50:00,5.57,7276,6.13,7355,6.17,7982,6.17,7488,6.22,7219,5.92,7724,6.09,6889,6.17,7859,5.83,7375,6.22,8284,6.17,7514,6.13,8878,6.13,6525,5.96,8663,5.62,8886,6.17,7127
"39",2021-02-27 22:00:00,5.79,7276,6.35,7342,6.3,7875,6.35,7501,6.39,7012,6.13,7741,6.26,6902,6.35,7846,6,7363,6.3,8284,6.35,7514,6.3,8886,6.3,6515,6.13,8655,5.75,8886,6.26,7165
"40",2021-02-27 22:10:00,5.96,7270,6.48,7342,6.52,7987,6.48,7508,6.52,7219,6.3,7736,6.39,6909,6.48,7846,6.13,7383,6.48,8284,6.48,7526,6.48,8886,6.48,6518,6.26,8663,5.92,8886,6.39,7165
"41",2021-02-27 22:20:00,6.05,7263,6.56,7342,6.6,7974,6.6,7496,6.65,7240,6.43,7736,6.52,6902,6.6,7854,6.26,7409,6.6,8284,6.6,7534,6.56,8873,6.56,6510,6.43,8663,6.09,8893,6.56,7155
"42",2021-02-27 22:30:00,6.22,7276,6.43,7342,6.43,7982,6.52,7496,6.52,7227,6.52,7736,6.35,6889,6.39,7859,6.43,7375,6.39,8284,6.48,7526,6.48,8865,6.35,6515,6.56,8663,6.26,8893,6.43,7135
"43",2021-02-27 22:40:00,6.35,7276,6.17,7342,6.17,7995,6.22,7508,6.22,7252,6.35,7741,6.05,6909,6.22,7867,6.56,7388,6.17,8271,6.22,7539,6.17,8873,6.13,6518,6.43,8648,6.35,8886,6.17,7135
"44",2021-02-27 22:50:00,6.48,7301,5.92,7355,5.92,8008,5.92,7501,6,7232,6.09,7749,5.83,6915,5.92,7854,6.39,7388,5.92,8256,5.96,7539,5.92,8886,5.87,6518,6.17,8648,6.52,8893,5.96,7135
"45",2021-02-27 23:00:00,6.65,7283,5.66,7342,5.7,8008,5.7,7496,5.75,7214,5.87,7749,5.57,6922,5.66,7867,6.09,7388,5.7,8297,5.66,7565,5.66,8886,5.62,6518,5.92,8663,6.26,8886,5.66,7155
"46",2021-02-27 23:10:00,6.48,7270,5.45,7355,5.36,8015,5.49,7521,5.53,7188,5.57,7749,5.4,6915,5.45,7885,5.83,7396,5.45,8289,5.45,7552,5.45,8886,5.4,6518,5.75,8663,6.09,8886,5.45,7158
"47",2021-02-27 23:20:00,6.17,7288,5.45,7360,5.49,8020,5.49,7534,5.49,7240,5.36,7757,5.36,6902,5.49,7854,5.62,7396,5.49,8297,5.49,7572,5.4,8899,5.36,6531,5.45,8663,5.83,8901,5.4,7148
"48",2021-02-27 23:30:00,5.96,7283,5.57,7355,5.62,8020,5.57,7508,5.66,7245,5.4,7762,5.49,6915,5.66,7898,5.45,7388,5.62,8289,5.66,7547,5.57,8899,5.57,6528,5.45,8676,5.62,8901,5.57,7155
"49",2021-02-27 23:40:00,5.66,7296,5.79,7360,5.79,7995,5.83,7501,5.83,7245,5.53,7749,5.66,6922,5.79,7867,5.36,7414,5.75,8297,5.75,7539,5.75,8893,5.7,6467,5.57,8676,5.4,8886,5.75,7199
"50",2021-02-27 23:50:00,5.49,7296,5.92,7355,5.96,8000,5.92,7508,6,7258,5.7,7749,5.87,6909,5.96,7854,5.57,7409,5.87,8297,5.96,7565,5.87,8893,5.87,6525,5.75,8676,5.15,8906,5.87,7145
"51",2021-02-28 00:00:00,5.45,7309,6.05,7360,6.09,8008,6.05,7508,6.13,7258,5.83,7749,6,6909,6.09,7867,5.75,7401,6.09,8297,6.09,7552,6.05,8893,6.05,6528,5.83,8676,5.32,8901,5.96,7148
"52",2021-02-28 00:10:00,5.62,7301,6.17,7347,6.22,8020,6.22,7514,6.3,7252,6,7749,6.17,6554,6.17,7854,5.87,7414,6.22,8271,6.17,7539,6.17,8906,6.17,6525,6,8663,5.53,8901,6.13,7171
"53",2021-02-28 00:20:00,5.79,7296,6.35,7368,6.35,7995,6.43,7521,6.39,7245,6.17,7749,6.26,6909,6.39,7867,6,7401,6.35,8297,6.39,7560,6.3,8899,6.3,6525,6.17,8663,5.66,8901,6.35,7163
"54",2021-02-28 00:30:00,5.96,7288,6.48,7360,6.52,7995,6.52,7508,6.56,7245,6.3,7749,6.39,6922,6.52,7872,6.17,7401,6.48,8223,6.52,7565,6.48,8886,6.48,6525,6.3,8663,5.75,8906,6.43,7153
"55",2021-02-28 00:40:00,6.09,7301,6.6,7355,6.56,8008,6.6,7501,6.69,7252,6.43,7749,6.48,6909,6.6,7867,6.35,7414,6.6,8284,6.6,7552,6.56,8886,6.56,6518,6.48,8668,6,8906,6.56,7163
"56",2021-02-28 00:50:00,6.22,7296,6.35,7245,6.39,7875,6.43,7406,6.39,7132,6.56,7749,6.26,6835,6.39,7757,6.48,7421,6.35,8164,6.43,7424,6.39,8753,6.35,6420,6.56,8663,6.09,8901,6.35,7043
"57",2021-02-28 01:00:00,6.39,7283,6.09,6996,6.09,7634,6.13,7155,6.22,6945,6.3,7629,6,6610,6.09,7491,6.56,7409,6.13,7908,6.13,7183,6.13,8463,6.05,6239,6.39,8530,6.26,8901,6.09,6776
"58",2021-02-28 01:10:00,6.56,7301,5.87,6802,5.87,7365,5.87,6932,5.92,6712,6.05,7391,5.75,6387,5.83,7242,6.3,7299,5.92,7639,5.87,6963,5.87,8177,5.83,6036,6.09,8251,6.35,8914,5.83,6579
"59",2021-02-28 01:20:00,6.6,7301,5.62,6561,5.62,7091,5.62,6664,5.66,6461,5.75,7155,5.49,6147,5.62,6976,6,7060,5.57,7337,5.66,6730,5.57,7872,5.53,5816,5.83,7974,6.52,8914,5.57,6316
"60",2021-02-28 01:30:00,6.43,7201,5.32,6313,5.32,6833,5.36,6436,5.45,6234,5.53,6884,5.27,5911,5.4,6728,5.83,6815,5.36,7076,5.4,6484,5.36,7570,5.27,5622,5.62,7675,6.35,8886,5.32,6129
"61",2021-02-28 01:40:00,6.17,6961,5.45,6062,5.53,6556,5.49,6167,5.49,5996,5.27,6612,5.4,5629,5.49,6400,5.53,6597,5.45,6807,5.53,6226,5.4,7258,5.45,5381,5.32,7383,6.17,8906,5.45,5839
"62",2021-02-28 01:50:00,5.87,6733,5.62,5793,5.62,6264,5.62,5896,5.62,5719,5.45,6333,5.53,5394,5.62,6162,5.32,6331,5.62,6505,5.66,5947,5.57,6927,5.62,5138,5.4,7066,5.87,8906,5.57,5612
"63",2021-02-28 02:00:00,5.66,6505,5.75,5524,5.75,5944,5.79,5601,5.79,5463,5.57,6029,5.7,5142,5.79,5857,5.49,6065,5.75,6185,5.79,5655,5.7,6587,5.75,4891,5.57,6740,5.66,8901,5.66,5332
"64",2021-02-28 02:10:00,5.36,6280,5.87,5240,5.87,5629,5.92,5309,5.92,5146,5.75,5729,5.83,4846,5.92,5535,5.62,5714,5.92,5829,5.92,5340,5.87,6226,5.83,4630,5.75,6415,5.4,8901,5.87,5044
"65",2021-02-28 02:20:00,5.53,6021,6,4932,6,5317,6,5028,6.05,4873,5.83,5422,5.96,4581,6,5248,5.7,5507,6.05,5522,6.05,5050,6,5885,5.92,4370,5.79,6070,5.36,8927,5.96,4785
"66",2021-02-28 02:30:00,5.66,5745,6.17,4620,6.17,4987,6.17,4710,6.17,4545,6,5124,6.05,4293,6.17,4910,5.79,5215,6.17,5188,6.17,4735,6.09,5494,6.09,4095,5.96,5709,5.53,8922,6.09,4483
"67",2021-02-28 02:40:00,5.83,5463,6.26,4317,6.26,4636,6.22,4369,6.3,4257,6.13,4800,6.17,3995,6.26,4582,5.96,4911,6.26,4826,6.3,4421,6.22,5117,6.22,3823,6.09,5345,5.66,8914,6.26,4147
"68",2021-02-28 02:50:00,5.96,5166,6.3,3996,6.39,4288,6.39,4058,6.39,3953,6.22,4463,6.3,3676,6.43,4215,6.13,4621,6.3,4447,6.39,4097,6.3,4727,6.35,3542,6.17,4978,5.83,8927,6.35,3817
"69",2021-02-28 03:00:00,6.05,4888,6.43,3648,6.43,3913,6.43,3703,6.52,3601,6.35,4129,6.39,3374,6.48,3862,6.22,4288,6.43,4058,6.52,3741,6.43,4307,6.48,3224,6.3,4579,6,8914,6.48,3503
"70",2021-02-28 03:10:00,6.17,4588,6.22,3292,6.26,3566,6.26,3342,6.26,3246,6.39,3766,6.13,3073,6.22,3501,6.35,3965,6.22,3689,6.26,3395,6.22,3896,6.13,2913,6.43,4174,6.13,8914,6.17,3172
"71",2021-02-28 03:20:00,6.3,4278,5.96,2929,5.92,3186,6,2980,6,2909,6.17,3434,5.83,2723,5.92,3107,6.39,3626,5.96,3279,6,3004,5.96,3466,5.92,2595,6.22,3789,6.3,8914,5.92,2836
"72",2021-02-28 03:30:00,6.39,3949,5.62,2544,5.66,2761,5.7,2605,5.66,2516,5.92,3059,5.57,2378,5.7,2719,6.17,3277,5.66,2839,5.7,2632,5.66,2994,5.62,2248,5.92,3368,6.43,8914,5.66,2447
"73",2021-02-28 03:40:00,6.52,3601,5.36,2131,5.4,2350,5.45,2192,5.45,2130,5.62,2656,5.32,2017,5.4,2304,5.87,2935,5.32,2385,5.45,2220,5.36,2514,5.36,1888,5.66,2908,6.52,8914,5.36,2051
"74",2021-02-28 03:50:00,6.26,3261,5.1,1731,5.19,1915,5.19,1778,5.23,1739,5.27,2240,5.1,1642,5.19,1884,5.62,2556,5.1,1893,5.19,1805,5.1,2038,5.1,1524,5.36,2447,6.35,8763,5.06,1653
"75",2021-02-28 04:00:00,5.96,2915,5.23,1298,5.27,1461,5.32,1157,5.32,1318,5.1,1843,5.23,1259,5.32,1443,5.32,2154,5.27,1450,5.27,1378,5.23,1523,5.27,1142,5.15,1969,6.05,8489,5.23,1243
"76",2021-02-28 04:10:00,5.66,2536,5.32,870,5.45,1005,5.36,930,5.45,883,5.27,1413,5.36,874,5.4,982,5.15,1762,5.36,951,5.4,922,5.36,990,5.36,762,5.19,1473,5.83,8202,5.36,812
"77",2021-02-28 04:20:00,5.4,2132,5.45,422,5.49,523,5.53,483,5.53,448,5.36,958,5.45,466,5.53,518,5.23,1344,5.49,447,5.45,472,5.45,452,5.49,361,5.36,972,5.53,7900,5.49,373
"78",2021-02-28 04:30:00,5.15,1741,5.57,245,5.62,312,5.62,284,5.66,261,5.45,506,5.57,277,5.66,304,5.36,923,5.57,261,5.62,279,5.53,261,5.62,209,5.4,440,5.32,7585,5.57,217
"79",2021-02-28 04:40:00,5.27,1173,5.7,93,5.7,128,5.7,109,5.75,103,5.57,303,5.7,113,5.75,123,5.45,489,5.66,97,5.75,110,5.7,94,5.7,78,5.57,255,5.45,7270,5.66,79
"80",2021-02-28 04:50:00,5.4,899,5.75,0,5.83,0,5.79,0,5.83,0,5.66,122,5.79,0,5.83,0,5.57,288,5.79,0,5.79,0,5.79,0,5.83,0,5.62,92,5.53,6943,5.79,0
"81",2021-02-28 05:00:00,5.53,461,5.87,0,5.92,0,5.92,0,6,0,5.75,0,5.96,0,5.96,0,5.7,118,5.92,0,5.96,0,5.83,0,5.92,0,5.75,0,5.66,6602,5.92,0
"82",2021-02-28 05:10:00,5.66,273,5.96,0,6.05,0,6.05,0,6.09,0,5.92,0,6,0,6.09,0,5.83,0,6,0,6.09,0,5.96,0,6,0,5.83,0,5.75,6236,6,0
"83",2021-02-28 05:20:00,5.75,106,6.09,0,6.17,0,6.09,0,6.17,0,5.96,0,6.13,0,6.17,0,5.87,0,6.13,0,6.17,0,6.09,0,6.17,0,6,0,5.92,5893,6.13,0
"84",2021-02-28 05:30:00,5.87,0,6.26,0,6.3,0,6.3,0,6.3,0,6.13,0,6.22,0,6.3,0,5.96,0,6.22,0,6.3,0,6.22,0,6.22,0,6.09,0,6.05,5504,6.26,0
"85",2021-02-28 05:40:00,5.92,0,6.3,0,6.26,0,6.35,0,6.39,0,6.17,0,6.26,0,6.35,0,6.13,0,6.3,0,6.35,0,6.3,0,6.35,0,6.17,0,6.13,5125,6.35,0
"86",2021-02-28 05:50:00,6.09,0,6.05,0,6.09,0,6.09,0,6.13,0,6.26,0,6.05,0,6.09,0,6.22,0,6.09,0,6.13,0,6.05,0,6.05,0,6.26,0,6.3,4741,6.09,0
"87",2021-02-28 06:00:00,6.17,0,5.79,0,5.83,0,5.83,0,5.87,0,6,0,5.7,0,5.83,0,6.26,0,5.79,0,5.83,0,5.75,0,5.87,0,6.09,0,6.39,4316,5.83,0
"88",2021-02-28 06:10:00,6.3,0,5.49,0,5.53,0,5.57,0,5.57,0,5.79,0,5.45,0,5.53,0,6,0,5.57,0,5.57,0,5.53,0,5.53,0,5.79,0,6.22,3909,5.53,0
"89",2021-02-28 06:20:00,6.39,0,5.23,0,5.27,0,5.27,0,5.32,0,5.45,0,5.15,0,5.27,0,5.7,0,5.23,0,5.32,0,5.27,0,5.23,0,5.49,0,5.87,3478,5.23,0
"90",2021-02-28 06:30:00,6.17,0,5.15,0,5.19,0,5.15,0,5.15,0,5.19,0,5.06,0,5.19,0,5.45,0,5.1,0,5.19,0,5.1,0,5.1,0,5.23,0,5.62,3000,5.15,0
"91",2021-02-28 06:40:00,5.83,0,5.23,122,5.32,145,5.27,141,5.32,127,5.1,0,5.23,153,5.36,143,5.23,0,5.23,102,5.27,142,5.23,95,5.32,152,5.06,0,5.32,2526,5.23,141
"92",2021-02-28 06:50:00,5.57,0,5.4,120,5.45,144,5.36,139,5.49,124,5.23,150,5.45,150,5.45,144,5.1,0,5.36,100,5.49,139,5.32,92,5.4,152,5.23,131,5.06,2040,5.36,139
"93",2021-02-28 07:00:00,5.32,0,5.45,118,5.53,144,5.49,136,5.57,124,5.36,148,5.49,150,5.57,139,5.27,145,5.49,99,5.53,138,5.49,94,5.49,148,5.32,133,5.19,1523,5.53,138
"94",2021-02-28 07:10:00,5.19,0,5.57,119,5.66,143,5.66,135,5.7,123,5.49,144,5.62,149,5.7,139,5.4,146,5.57,99,5.66,139,5.57,92,5.62,146,5.45,132,5.32,993,5.66,136
"95",2021-02-28 07:20:00,5.27,148,5.75,121,5.79,144,5.75,137,5.79,124,5.62,142,5.7,147,5.75,143,5.49,141,5.7,99,5.75,139,5.75,94,5.75,150,5.57,131,5.4,458,5.7,135
"96",2021-02-28 07:30:00,5.45,148,5.87,120,5.87,145,5.92,137,5.92,124,5.75,144,5.83,148,5.92,139,5.57,141,5.83,99,5.92,138,5.79,94,5.83,151,5.7,127,5.53,265,5.83,133
"97",2021-02-28 07:40:00,5.62,145,5.92,121,5.96,144,5.92,135,6,123,5.87,142,5.92,149,6,139,5.7,143,5.92,102,6,138,5.92,93,5.96,150,5.83,128,5.62,96,5.96,134
"98",2021-02-28 07:50:00,5.66,144,6.05,117,6.09,144,6.09,137,6.09,125,5.92,144,6,150,6.13,143,5.83,144,6,101,6.09,138,6.05,93,6.05,146,5.96,132,5.75,0,6.05,134
"99",2021-02-28 08:00:00,5.83,147,6.17,121,6.26,143,6.17,135,6.26,124,6.09,145,6.17,149,6.22,139,5.96,144,6.17,101,6.22,138,6.13,94,6.13,150,6.05,129,5.83,0,6.17,137
"100",2021-02-28 08:10:00,5.96,148,6.3,119,6.3,144,6.26,136,6.35,123,6.17,146,6.26,148,6.35,142,6.09,141,6.3,101,6.3,139,6.22,90,6.3,148,6.13,127,5.96,0,6.26,132
"101",2021-02-28 08:20:00,5.96,145,6.22,120,6.26,145,6.3,136,6.3,125,6.26,145,6.22,147,6.26,142,6.17,144,6.22,99,6.3,139,6.22,92,6.22,149,6.26,130,6.05,0,6.26,136
"102",2021-02-28 08:30:00,6.09,144,5.96,118,6,143,6.05,137,6.05,123,6.22,141,5.87,147,6,140,6.22,143,5.96,101,6.05,138,5.96,94,5.96,148,6.22,132,6.13,0,5.96,132
"103",2021-02-28 08:40:00,6.22,147,5.66,121,5.79,143,5.79,136,5.75,123,5.92,148,5.62,149,5.7,143,6.22,142,5.7,102,5.79,138,5.7,94,5.66,146,5.96,129,6.26,0,5.7,133
"104",2021-02-28 08:50:00,6.35,147,5.36,120,5.45,143,5.49,138,5.45,124,5.62,147,5.4,148,5.45,141,5.87,142,5.4,101,5.45,138,5.45,94,5.45,151,5.66,127,6.09,0,5.45,133
"105",2021-02-28 09:00:00,6.3,144,5.15,119,5.15,142,5.19,137,5.23,123,5.36,148,5.06,148,5.15,142,5.7,144,5.15,101,5.23,137,5.15,91,5.19,149,5.4,128,5.79,0,5.15,134
"106",2021-02-28 09:10:00,6,145,5.15,118,5.23,143,5.19,136,5.23,123,5.1,146,5.1,150,5.23,141,5.36,143,5.19,100,5.23,137,5.15,93,5.15,151,5.1,129,5.45,0,5.15,134
"107",2021-02-28 09:20:00,5.7,147,5.27,118,5.32,146,5.32,137,5.4,123,5.15,141,5.32,146,5.36,142,5.15,144,5.32,100,5.32,137,5.32,92,5.32,149,5.15,128,5.23,0,5.32,135
"108",2021-02-28 09:30:00,5.49,144,5.4,121,5.49,143,5.45,137,5.53,124,5.32,148,5.45,149,5.49,139,5.1,140,5.45,99,5.45,137,5.4,93,5.4,147,5.27,129,5.06,0,5.45,132
"109",2021-02-28 09:40:00,5.19,144,5.53,118,5.57,143,5.57,136,5.62,124,5.4,146,5.53,149,5.62,140,5.32,142,5.53,102,5.62,138,5.49,93,5.57,148,5.4,128,5.23,113,5.53,136
