"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"chromosome_14_809177",5633.01622478228,0.0560187754173891,0.443715855578405,0.126249208165811,0.899534660465338,0.993607154879479
"chromosome_3_65584",5048.01648011658,0.046562471701492,0.554525896923512,0.0839680742771777,0.933081815134643,0.993607154879479
"chromosome_10_389652",4597.30205503578,0.197047271321506,0.469753060992516,0.419469903836657,0.674872745472896,0.993607154879479
"chromosome_10_389890",4597.30205503578,0.197047271321506,0.469753060992516,0.419469903836657,0.674872745472896,0.993607154879479
"chromosome_10_389864",4597.30205503578,0.197047271321506,0.469753060992516,0.419469903836657,0.674872745472896,0.993607154879479
"chromosome_10_400118",3519.858467514,-0.577874121030223,0.474443347014885,-1.21800447759697,0.223222271210641,0.993607154879479
"chromosome_10_374068",2521.90381112214,-0.594383587983343,0.58247165733558,-1.02045066141459,0.307514777426986,0.993607154879479
"chromosome_3_83113",1454.61070479451,-0.298655064975121,0.519911010992161,-0.574434968024988,0.565673495785089,0.993607154879479
"chromosome_9_342023",2530.719116572,-0.281364122737059,0.573094717565095,-0.490955707867085,0.623457774731558,0.993607154879479
"chromosome_4_96985",1230.85412122773,0.0032988437680985,0.764099838464315,0.00431729415717258,0.996555308348502,0.998311832264892
"chromosome_4_131839",619.847132489867,-0.0170017986170107,0.524104709033894,-0.0324396982586761,0.974121404502968,0.993607154879479
"chromosome_4_131799",619.847132489867,-0.0170017986170107,0.524104709033894,-0.0324396982586761,0.974121404502968,0.993607154879479
"chromosome_7_273041",889.884987838339,0.373020297693288,0.458222215283499,0.814059827855581,0.415610677972021,0.993607154879479
"chromosome_7_253343",874.517799574718,-0.145096186492613,0.755275628335443,-0.192110245649513,0.847655849526207,0.993607154879479
"chromosome_5_167919",786.009465579339,0.0797515175184503,0.530005713312307,0.150472939282178,0.880391498964995,0.993607154879479
"chromosome_5_167917",786.009465579339,0.0797515175184503,0.530005713312307,0.150472939282178,0.880391498964995,0.993607154879479
"chromosome_4_131803",356.761490451352,0.589327888247897,0.521524897468359,1.13000911578464,0.258472383371585,0.993607154879479
"chromosome_4_131843",356.761490451352,0.589327888247897,0.521524897468359,1.13000911578464,0.258472383371585,0.993607154879479
"chromosome_13_585866",573.729441299766,-0.0827680133365742,0.569045400019407,-0.14545063246931,0.884355090735661,0.993607154879479
"chromosome_13_596712",467.825616834903,-0.1298130202547,0.626247487683425,-0.207287091457877,0.835785654745015,0.993607154879479
"chromosome_10_389860",368.875969666288,-0.255973132385791,0.622260050788374,-0.411360382305572,0.680808299533543,0.993607154879479
"chromosome_10_389884",368.875969666288,-0.255973132385791,0.622260050788374,-0.411360382305572,0.680808299533543,0.993607154879479
"chromosome_10_389646",368.875969666288,-0.255973132385791,0.622260050788374,-0.411360382305572,0.680808299533543,0.993607154879479
"chromosome_6_183194",568.558365127128,0.187652873957388,0.703842618061343,0.26661197992565,0.789767930777557,0.993607154879479
"chromosome_11_464397",350.33791730018,1.32201461644217,0.600615519248073,2.20109966205542,0.0277289692146152,0.993607154879479
"chromosome_6_186333",482.741537865961,-0.866350656280161,0.682461254749743,-1.26945031714343,0.204280499753892,0.993607154879479
"chromosome_5_167921",434.661101047394,0.338126045414776,0.488361152422544,0.692368841660484,0.488705727899583,0.993607154879479
"chromosome_13_538931",527.220678250464,1.49300985439965,1.61959704157049,0.921840319584619,0.356611872841627,0.993607154879479
"chromosome_14_704466",340.295161507546,-0.429265064335476,0.458323682087371,-0.936598044378698,0.348965358329878,0.993607154879479
"chromosome_4_111766",381.461843095,1.11054347736889,0.507067872256183,2.19012786676379,0.0285149647439934,0.993607154879479
"chromosome_10_374053",225.820418361395,0.934170915454835,0.617528856035886,1.51275670168934,0.130341470793111,0.993607154879479
"chromosome_5_167915",242.011622204512,0.0543352069400302,0.6952741741007,0.0781493243443276,0.937709271981334,0.993607154879479
"chromosome_4_131850",417.039506512241,0.368348689190734,0.423780322783417,0.869197245335496,0.384739253870842,0.993607154879479
"chromosome_4_131836",417.039506512241,0.368348689190734,0.423780322783417,0.869197245335496,0.384739253870842,0.993607154879479
"chromosome_4_131810",417.039506512241,0.368348689190734,0.423780322783417,0.869197245335496,0.384739253870842,0.993607154879479
"chromosome_4_131796",417.039506512241,0.368348689190734,0.423780322783417,0.869197245335496,0.384739253870842,0.993607154879479
"chromosome_4_131847",415.587253890969,0.369331395009218,0.423665905598181,0.871751514882353,0.383343950238166,0.993607154879479
"chromosome_4_131807",415.587253890969,0.369331395009218,0.423665905598181,0.871751514882353,0.383343950238166,0.993607154879479
"chromosome_8_273635",246.039716639308,0.271073071713004,0.568180608072487,0.477089622316749,0.633298304158449,0.993607154879479
"chromosome_14_812535",302.466268181604,-0.532930403420902,0.470684941611657,-1.13224442999199,0.257531685609986,0.993607154879479
"chromosome_12_484202",115.097589244163,-0.141914400043786,1.34599187624739,-0.10543481171628,0.916030794239762,0.993607154879479
"chromosome_13_585502",114.508619201162,-0.176720908262905,0.624846668933814,-0.282822838064331,0.777312646536581,0.993607154879479
"chromosome_12_483625",232.536320442188,0.274788032584478,0.761547563521021,0.360828457403229,0.718227687994307,0.993607154879479
"chromosome_12_483627",232.536320442188,0.274788032584478,0.761547563521021,0.360828457403229,0.718227687994307,0.993607154879479
"chromosome_5_168528",75.3570041213234,-0.564191114963266,1.0548670464937,-0.534845710498395,0.592756551627179,0.993607154879479
"chromosome_6_204900",78.3044794047876,0.551370055541469,0.832635277561337,0.662198768656967,0.507843843253834,0.993607154879479
