Serial Number:21002977 --

"Date Time, GMT -1000","Temp, (*C)","Intensity, ( lux)","Button Down","Button Up","Host Connect","EOF"
2021-02-06 15:00:00,8.49,"1,522", , , , 
2021-02-06 15:10:00,8.66,"1,307", , , , 
2021-02-06 15:20:00,8.45,"1,095", , , , 
2021-02-06 15:30:00,8.66,900, , , , 
2021-02-06 15:40:00,8.49,747, , , , 
2021-02-06 15:50:00,8.62,564, , , , 
2021-02-06 16:00:00,8.49,598, , , , 
2021-02-06 16:10:00,8.62,503, , , , 
2021-02-06 16:20:00,8.45,401, , , , 
2021-02-06 16:30:00,8.62,299, , , , 
2021-02-06 16:40:00,8.41,202, , , , 
2021-02-06 16:50:00,8.58,100, , , , 
2021-02-06 17:00:00,8.32,0, , , , 
2021-02-06 17:10:00,8.62,0, , , , 
2021-02-06 17:20:00,8.32,0, , , , 
2021-02-06 17:30:00,8.58,0, , , , 
2021-02-06 17:40:00,8.41,0, , , , 
2021-02-06 17:50:00,8.58,0, , , , 
2021-02-06 18:00:00,8.36,0, , , , 
2021-02-06 18:10:00,8.58,0, , , , 
2021-02-06 18:20:00,8.41,0, , , , 
2021-02-06 18:30:00,8.53,0, , , , 
2021-02-06 18:40:00,8.45,0, , , , 
2021-02-06 18:50:00,8.49,0, , , , 
2021-02-06 19:00:00,8.49,0, , , , 
2021-02-06 19:10:00,8.49,0, , , , 
2021-02-06 19:20:00,8.58,0, , , , 
2021-02-06 19:30:00,8.41,0, , , , 
2021-02-06 19:40:00,8.58,0, , , , 
2021-02-06 19:50:00,8.36,0, , , , 
2021-02-06 20:00:00,8.62,0, , , , 
2021-02-06 20:10:00,8.36,0, , , , 
2021-02-06 20:20:00,8.62,0, , , , 
2021-02-06 20:30:00,8.32,0, , , , 
2021-02-06 20:40:00,8.53,0, , , , 
2021-02-06 20:50:00,8.36,0, , , , 
2021-02-06 21:00:00,8.58,0, , , , 
2021-02-06 21:10:00,8.36,0, , , , 
2021-02-06 21:20:00,8.58,0, , , , 
2021-02-06 21:30:00,8.41,0, , , , 
2021-02-06 21:40:00,8.58,0, , , , 
2021-02-06 21:50:00,8.41,0, , , , 
2021-02-06 22:00:00,8.62,0, , , , 
2021-02-06 22:10:00,8.45,0, , , , 
2021-02-06 22:20:00,8.49,0, , , , 
2021-02-06 22:30:00,8.49,0, , , , 
2021-02-06 22:40:00,8.53,0, , , , 
2021-02-06 22:50:00,8.45,0, , , , 
2021-02-06 23:00:00,8.53,0, , , , 
2021-02-06 23:10:00,8.49,0, , , , 
2021-02-06 23:20:00,8.58,0, , , , 
2021-02-06 23:30:00,8.45,0, , , , 
2021-02-06 23:40:00,8.66,0, , , , 
2021-02-06 23:50:00,8.41,0, , , , 
2021-02-07 00:00:00,8.53,0, , , , 
2021-02-07 00:10:00,8.32,0, , , , 
2021-02-07 00:20:00,8.62,0, , , , 
2021-02-07 00:30:00,8.41,0, , , , 
2021-02-07 00:40:00,8.66,0, , , , 
2021-02-07 00:50:00,8.49,0, , , , 
2021-02-07 01:00:00,8.53,0, , , , 
2021-02-07 01:10:00,8.58,81, , , , 
2021-02-07 01:20:00,8.36,180, , , , 
2021-02-07 01:30:00,8.62,273, , , , 
2021-02-07 01:40:00,8.36,369, , , , 
2021-02-07 01:50:00,8.62,479, , , , 
2021-02-07 02:00:00,8.41,569, , , , 
2021-02-07 02:10:00,8.66,637, , , , 
2021-02-07 02:20:00,8.45,775, , , , 
2021-02-07 02:30:00,8.66,904, , , , 
2021-02-07 02:40:00,8.53,"1,069", , , , 
2021-02-07 02:50:00,8.62,"1,212", , , , 
2021-02-07 03:00:00,8.53,"1,412", , , , 
2021-02-07 03:10:00,8.58,"1,582", , , , 
2021-02-07 03:20:00,8.58,"1,763", , , , 
2021-02-07 03:30:00,8.49,"2,004", , , , 
2021-02-07 03:40:00,8.58,"2,160", , , , 
2021-02-07 03:50:00,8.49,"2,291", , , , 
2021-02-07 04:00:00,8.58,"2,422", , , , 
2021-02-07 04:10:00,8.53,"2,593", , , , 
2021-02-07 04:20:00,8.66,"2,810", , , , 
2021-02-07 04:30:00,8.49,"3,028", , , , 
2021-02-07 04:40:00,8.66,"3,236", , , , 
2021-02-07 04:50:00,8.53,"3,291", , , , 
2021-02-07 05:00:00,8.66,"3,384", , , , 
2021-02-07 05:10:00,8.45,"3,503", , , , 
2021-02-07 05:20:00,8.66,"3,456", , , , 
2021-02-07 05:30:00,8.45,"3,386", , , , 
2021-02-07 05:40:00,8.62,"3,443", , , , 
2021-02-07 05:50:00,8.45,"3,558", , , , 
2021-02-07 06:00:00,8.62,"3,775", , , , 
2021-02-07 06:10:00,8.45,"3,791", , , , 
2021-02-07 06:20:00,8.66,"3,707", , , , 
2021-02-07 06:30:00,8.49,"3,756", , , , 
2021-02-07 06:40:00,8.62,"3,681", , , , 
2021-02-07 06:50:00,8.53,"3,694", , , , 
2021-02-07 07:00:00,8.62,"3,821", , , , 
2021-02-07 07:10:00,8.58,"3,672", , , , 
2021-02-07 07:20:00,8.62,"3,855", , , , 
2021-02-07 07:30:00,8.58,"3,713", , , , 
2021-02-07 07:40:00,8.53,"3,713", , , , 
2021-02-07 07:50:00,8.58,"3,724", , , , 
2021-02-07 08:00:00,8.58,"3,730", , , , 
2021-02-07 08:10:00,8.66,"3,668", , , , 
2021-02-07 08:20:00,8.49,"3,724", , , , 
2021-02-07 08:30:00,8.62,"3,613", , , , 
2021-02-07 08:40:00,8.49,"3,749", , , , 
2021-02-07 08:50:00,8.66,"3,675", , , , 
2021-02-07 09:00:00,8.36,"3,685", , , , 
2021-02-07 09:10:00,8.62,"3,759", , , , 
2021-02-07 09:20:00,8.45,"3,656", , , , 
2021-02-07 09:30:00,8.66,"3,652", , , , 
2021-02-07 09:40:00,8.45,"3,613", , , , 
2021-02-07 09:50:00,8.66,"3,772", , , , 
2021-02-07 10:00:00,8.41,"3,645", , , , 
2021-02-07 10:10:00,8.66,"3,688", , , , 
2021-02-07 10:20:00,8.49,"3,679", , , , 
2021-02-07 10:30:00,8.53,"3,717", , , , 
2021-02-07 10:40:00,8.53,"3,565", , , , 
2021-02-07 10:50:00,8.49,"3,692", , , , 
2021-02-07 11:00:00,8.62,"3,611", , , , 
2021-02-07 11:10:00,8.45,"3,558", , , , 
2021-02-07 11:20:00,8.71,"3,692", , , , 
2021-02-07 11:30:00,8.45,"3,675", , , , 
2021-02-07 11:40:00,8.71,"3,672", , , , 
2021-02-07 11:50:00,8.41,"3,698", , , , 
2021-02-07 12:00:00,8.66,"3,662", , , , 
2021-02-07 12:10:00,8.41,"3,662", , , , 
2021-02-07 12:20:00,8.62,"3,672", , , , 
2021-02-07 12:30:00,8.49,"3,666", , , , 
2021-02-07 12:40:00,8.58,"3,688", , , , 
2021-02-07 12:50:00,8.62,"3,766", , , , 
2021-02-07 13:00:00,8.49,"3,713", , , , 
2021-02-07 13:10:00,8.66,"3,501", , , , 
2021-02-07 13:20:00,8.41,"3,220", , , , 
2021-02-07 13:30:00,8.66,"3,150", , , , 
2021-02-07 13:40:00,8.41,"2,948", , , , 
2021-02-07 13:50:00,8.66,"2,770", , , , 
2021-02-07 14:00:00,8.41,"2,540", , , , 
2021-02-07 14:10:00,8.66,"2,375", , , , 
2021-02-07 14:20:00,8.41,"2,296", , , , 
2021-02-07 14:30:00,8.62,"2,068", , , , 
2021-02-07 14:40:00,8.41,"1,892", , , , 
2021-02-07 14:50:00,8.53,"1,706", , , , 
2021-02-07 15:00:00,8.49,"1,530", , , , 
2021-02-07 15:10:00,8.49,"1,324", , , , 
2021-02-07 15:20:00,8.49,"1,089", , , , 
2021-02-07 15:30:00,8.45,908, , , , 
2021-02-07 15:40:00,8.58,708, , , , 
2021-02-07 15:50:00,8.41,677, , , , 
2021-02-07 16:00:00,8.62,595, , , , 
2021-02-07 16:10:00,8.28,486, , , , 
2021-02-07 16:20:00,8.66,399, , , , 
2021-02-07 16:30:00,8.32,305, , , , 
2021-02-07 16:40:00,8.62,206, , , , 
2021-02-07 16:50:00,8.41,104, , , , 
2021-02-07 17:00:00,8.49,0, , , , 
2021-02-07 17:10:00,8.49,0, , , , 
2021-02-07 17:20:00,8.45,0, , , , 
2021-02-07 17:30:00,8.53,0, , , , 
