"","GO.ID","Term","Annotated","Significant","Expected","Fisher","ontology","cluster"
"49","GO:0048806","genitalia development",69,5,2.48,0.01255,"Biological Processes","2"
"50","GO:2000095","regulation of Wnt signaling pathway, planar cell po...",14,3,0.5,0.01255,"Biological Processes","2"
"51","GO:0007168","receptor guanylyl cyclase signaling pathway",14,3,0.5,0.01255,"Biological Processes","2"
"52","GO:0015701","bicarbonate transport",14,3,0.5,0.01255,"Biological Processes","2"
"53","GO:0048050","post-embryonic eye morphogenesis",26,4,0.94,0.01323,"Biological Processes","2"
"54","GO:0007156","homophilic cell adhesion via plasma membrane adhesi...",200,14,7.2,0.01362,"Biological Processes","2"
"55","GO:0021987","cerebral cortex development",103,8,3.71,0.01376,"Biological Processes","2"
"56","GO:0043403","skeletal muscle tissue regeneration",19,4,0.68,0.01522,"Biological Processes","2"
"57","GO:0006511","ubiquitin-dependent protein catabolic process",364,19,13.1,0.01636,"Biological Processes","2"
"58","GO:0033627","cell adhesion mediated by integrin",80,8,2.88,0.01693,"Biological Processes","2"
"59","GO:0051647","nucleus localization",23,3,0.83,0.01759,"Biological Processes","2"
"60","GO:1902983","DNA strand elongation involved in mitotic DNA repli...",6,2,0.22,0.01761,"Biological Processes","2"
"61","GO:0072177","mesonephric duct development",6,2,0.22,0.01761,"Biological Processes","2"
"62","GO:1903469","removal of RNA primer involved in mitotic DNA repli...",6,2,0.22,0.01761,"Biological Processes","2"
"63","GO:0036151","phosphatidylcholine acyl-chain remodeling",6,2,0.22,0.01761,"Biological Processes","2"
"64","GO:0007130","synaptonemal complex assembly",6,2,0.22,0.01761,"Biological Processes","2"
"65","GO:0021527","spinal cord association neuron differentiation",6,2,0.22,0.01761,"Biological Processes","2"
"66","GO:0010125","mycothiol biosynthetic process",29,4,1.04,0.01931,"Biological Processes","2"
"67","GO:0051966","regulation of synaptic transmission, glutamatergic",122,6,4.39,0.01945,"Biological Processes","2"
"68","GO:0021510","spinal cord development",86,9,3.09,0.02182,"Biological Processes","2"
"69","GO:0007157","heterophilic cell-cell adhesion via plasma membrane...",78,7,2.81,0.02206,"Biological Processes","2"
"70","GO:0090090","negative regulation of canonical Wnt signaling path...",193,13,6.95,0.02262,"Biological Processes","2"
"71","GO:0043327","chemotaxis to cAMP",7,2,0.25,0.02408,"Biological Processes","2"
"72","GO:1904322","cellular response to forskolin",7,2,0.25,0.02408,"Biological Processes","2"
"73","GO:0048714","positive regulation of oligodendrocyte differentiat...",7,2,0.25,0.02408,"Biological Processes","2"
"74","GO:0045724","positive regulation of cilium assembly",7,2,0.25,0.02408,"Biological Processes","2"
"75","GO:0070072","vacuolar proton-transporting V-type ATPase complex ...",7,2,0.25,0.02408,"Biological Processes","2"
"76","GO:0070498","interleukin-1-mediated signaling pathway",46,5,1.66,0.02415,"Biological Processes","2"
"77","GO:0061136","regulation of proteasomal protein catabolic process",91,7,3.27,0.02515,"Biological Processes","2"
"78","GO:0035556","intracellular signal transduction",2353,106,84.68,0.02525,"Biological Processes","2"
"79","GO:0060122","inner ear receptor cell stereocilium organization",118,9,4.25,0.02665,"Biological Processes","2"
"80","GO:0090103","cochlea morphogenesis",100,8,3.6,0.02773,"Biological Processes","2"
"81","GO:0048844","artery morphogenesis",51,4,1.84,0.02927,"Biological Processes","2"
"82","GO:0008347","glial cell migration",49,5,1.76,0.0308,"Biological Processes","2"
"83","GO:0007259","cell surface receptor signaling pathway via JAK-STA...",112,10,4.03,0.03095,"Biological Processes","2"
"84","GO:0072205","metanephric collecting duct development",9,3,0.32,0.03126,"Biological Processes","2"
"85","GO:2000288","positive regulation of myoblast proliferation",8,2,0.29,0.03135,"Biological Processes","2"
"86","GO:0032703","negative regulation of interleukin-2 production",8,2,0.29,0.03135,"Biological Processes","2"
"87","GO:0060415","muscle tissue morphogenesis",69,3,2.48,0.03146,"Biological Processes","2"
"88","GO:0006030","chitin metabolic process",64,5,2.3,0.0328,"Biological Processes","2"
"89","GO:0006611","protein export from nucleus",41,5,1.48,0.03335,"Biological Processes","2"
"90","GO:0051092","positive regulation of NF-kappaB transcription fact...",104,8,3.74,0.03396,"Biological Processes","2"
"91","GO:0001843","neural tube closure",177,13,6.37,0.03451,"Biological Processes","2"
"92","GO:0043010","camera-type eye development",328,23,11.8,0.03566,"Biological Processes","2"
"93","GO:0001658","branching involved in ureteric bud morphogenesis",49,6,1.76,0.03572,"Biological Processes","2"
"94","GO:0030203","glycosaminoglycan metabolic process",151,9,5.43,0.03584,"Biological Processes","2"
"95","GO:0002752","cell surface pattern recognition receptor signaling...",30,4,1.08,0.03587,"Biological Processes","2"
"96","GO:0003170","heart valve development",38,3,1.37,0.03595,"Biological Processes","2"
"97","GO:0007447","imaginal disc pattern formation",25,2,0.9,0.03598,"Biological Processes","2"
"98","GO:0046603","negative regulation of mitotic centrosome separatio...",1,1,0.04,0.03599,"Biological Processes","2"
"99","GO:1902603","carnitine transmembrane transport",1,1,0.04,0.03599,"Biological Processes","2"
"100","GO:1904992","positive regulation of adenylate cyclase-inhibiting...",1,1,0.04,0.03599,"Biological Processes","2"
"101","GO:0006673","inositol phosphoceramide metabolic process",1,1,0.04,0.03599,"Biological Processes","2"
"102","GO:1900074","negative regulation of neuromuscular synaptic trans...",1,1,0.04,0.03599,"Biological Processes","2"
"103","GO:0010189","vitamin E biosynthetic process",1,1,0.04,0.03599,"Biological Processes","2"
"104","GO:0060455","negative regulation of gastric acid secretion",1,1,0.04,0.03599,"Biological Processes","2"
"105","GO:0090176","microtubule cytoskeleton organization involved in e...",1,1,0.04,0.03599,"Biological Processes","2"
"106","GO:0046968","peptide antigen transport",1,1,0.04,0.03599,"Biological Processes","2"
"107","GO:0044313","protein K6-linked deubiquitination",1,1,0.04,0.03599,"Biological Processes","2"
"108","GO:2000071","regulation of defense response by callose depositio...",1,1,0.04,0.03599,"Biological Processes","2"
"109","GO:0045917","positive regulation of complement activation",1,1,0.04,0.03599,"Biological Processes","2"
"110","GO:0045918","negative regulation of cytolysis",1,1,0.04,0.03599,"Biological Processes","2"
"111","GO:0033387","putrescine biosynthetic process from arginine, via ...",1,1,0.04,0.03599,"Biological Processes","2"
"112","GO:0043379","memory T cell differentiation",1,1,0.04,0.03599,"Biological Processes","2"
"113","GO:1900215","negative regulation of apoptotic process involved i...",1,1,0.04,0.03599,"Biological Processes","2"
"114","GO:0097011","cellular response to granulocyte macrophage colony-...",1,1,0.04,0.03599,"Biological Processes","2"
"115","GO:0046013","regulation of T cell homeostatic proliferation",1,1,0.04,0.03599,"Biological Processes","2"
"116","GO:0042138","meiotic DNA double-strand break formation",1,1,0.04,0.03599,"Biological Processes","2"
"117","GO:0072305","negative regulation of mesenchymal cell apoptotic p...",1,1,0.04,0.03599,"Biological Processes","2"
"118","GO:0061360","optic chiasma development",1,1,0.04,0.03599,"Biological Processes","2"
"119","GO:0044861","protein transport into plasma membrane raft",1,1,0.04,0.03599,"Biological Processes","2"
"120","GO:0071323","cellular response to chitin",1,1,0.04,0.03599,"Biological Processes","2"
"121","GO:0051463","negative regulation of cortisol secretion",1,1,0.04,0.03599,"Biological Processes","2"
"122","GO:0016336","establishment or maintenance of polarity of larval ...",1,1,0.04,0.03599,"Biological Processes","2"
"123","GO:0072179","nephric duct formation",1,1,0.04,0.03599,"Biological Processes","2"
"124","GO:0055014","atrial cardiac muscle cell development",1,1,0.04,0.03599,"Biological Processes","2"
"125","GO:0097323","B cell adhesion",1,1,0.04,0.03599,"Biological Processes","2"
"126","GO:0072108","positive regulation of mesenchymal to epithelial tr...",1,1,0.04,0.03599,"Biological Processes","2"
"127","GO:0034628","'de novo' NAD biosynthetic process from L-aspartate",1,1,0.04,0.03599,"Biological Processes","2"
"128","GO:0045317","equator specification",1,1,0.04,0.03599,"Biological Processes","2"
"129","GO:0033629","negative regulation of cell adhesion mediated by in...",1,1,0.04,0.03599,"Biological Processes","2"
"130","GO:0036148","phosphatidylglycerol acyl-chain remodeling",1,1,0.04,0.03599,"Biological Processes","2"
"131","GO:0036149","phosphatidylinositol acyl-chain remodeling",1,1,0.04,0.03599,"Biological Processes","2"
"132","GO:2000594","positive regulation of metanephric DCT cell differe...",1,1,0.04,0.03599,"Biological Processes","2"
"133","GO:2000597","positive regulation of optic nerve formation",1,1,0.04,0.03599,"Biological Processes","2"
"134","GO:0021650","vestibulocochlear nerve formation",1,1,0.04,0.03599,"Biological Processes","2"
"135","GO:0035209","pupal development",1,1,0.04,0.03599,"Biological Processes","2"
"136","GO:0019371","cyclooxygenase pathway",1,1,0.04,0.03599,"Biological Processes","2"
"137","GO:0071528","tRNA re-export from nucleus",1,1,0.04,0.03599,"Biological Processes","2"
"138","GO:0016557","peroxisome membrane biogenesis",1,1,0.04,0.03599,"Biological Processes","2"
"139","GO:1903690","negative regulation of wound healing, spreading of ...",1,1,0.04,0.03599,"Biological Processes","2"
"140","GO:1905303","positive regulation of macropinocytosis",1,1,0.04,0.03599,"Biological Processes","2"
"141","GO:0021914","negative regulation of smoothened signaling pathway...",1,1,0.04,0.03599,"Biological Processes","2"
"142","GO:0035566","regulation of metanephros size",1,1,0.04,0.03599,"Biological Processes","2"
"143","GO:0048706","embryonic skeletal system development",128,8,4.61,0.03791,"Biological Processes","2"
"144","GO:0035329","hippo signaling",36,4,1.3,0.03802,"Biological Processes","2"
"145","GO:0046627","negative regulation of insulin receptor signaling p...",21,3,0.76,0.03809,"Biological Processes","2"
"146","GO:0050852","T cell receptor signaling pathway",70,6,2.52,0.03841,"Biological Processes","2"
"147","GO:0090398","cellular senescence",27,4,0.97,0.0392,"Biological Processes","2"
"148","GO:0006097","glyoxylate cycle",9,2,0.32,0.03936,"Biological Processes","2"
"149","GO:0016241","regulation of macroautophagy",180,5,6.48,0.03973,"Biological Processes","2"
"150","GO:0070936","protein K48-linked ubiquitination",53,5,1.91,0.04129,"Biological Processes","2"
"151","GO:0035198","miRNA binding",126,14,4.31,0.00011,"Molecular Functions","2"
"152","GO:0005524","ATP binding",2243,107,76.78,0.00021,"Molecular Functions","2"
"153","GO:0005509","calcium ion binding",1711,85,58.57,0.00029,"Molecular Functions","2"
"154","GO:0005179","hormone activity",45,7,1.54,0.00078,"Molecular Functions","2"
"155","GO:0005262","calcium channel activity",241,20,8.25,0.00114,"Molecular Functions","2"
"156","GO:0035727","lysophosphatidic acid binding",2,2,0.07,0.00117,"Molecular Functions","2"
"157","GO:0060072","large conductance calcium-activated potassium chann...",3,2,0.1,0.00343,"Molecular Functions","2"
"158","GO:0010521","telomerase inhibitor activity",45,6,1.54,0.00411,"Molecular Functions","2"
"159","GO:0004383","guanylate cyclase activity",35,5,1.2,0.00642,"Molecular Functions","2"
"160","GO:0016874","ligase activity",573,31,19.61,0.0066,"Molecular Functions","2"
"161","GO:0004726","non-membrane spanning protein tyrosine phosphatase ...",4,2,0.14,0.0067,"Molecular Functions","2"
"162","GO:0031685","adenosine receptor binding",4,2,0.14,0.0067,"Molecular Functions","2"
"163","GO:0005246","calcium channel regulator activity",23,4,0.79,0.00717,"Molecular Functions","2"
"164","GO:0008201","heparin binding",175,13,5.99,0.00732,"Molecular Functions","2"
"165","GO:0004843","cysteine-type deubiquitinase activity",51,6,1.75,0.00765,"Molecular Functions","2"
"166","GO:0004842","ubiquitin-protein transferase activity",604,37,20.68,0.00999,"Molecular Functions","2"
"167","GO:0005049","nuclear export signal receptor activity",5,2,0.17,0.01092,"Molecular Functions","2"
"168","GO:1990247","N6-methyladenosine-containing RNA reader activity",5,2,0.17,0.01092,"Molecular Functions","2"
"169","GO:0016941","natriuretic peptide receptor activity",14,3,0.48,0.01096,"Molecular Functions","2"
"170","GO:0070403","NAD+ binding",41,5,1.4,0.01253,"Molecular Functions","2"
"171","GO:0030553","cGMP binding",15,3,0.51,0.01336,"Molecular Functions","2"
"172","GO:0047757","chondroitin-glucuronate 5-epimerase activity",6,2,0.21,0.01601,"Molecular Functions","2"
"173","GO:0047499","calcium-independent phospholipase A2 activity",6,2,0.21,0.01601,"Molecular Functions","2"
"174","GO:0008656","cysteine-type endopeptidase activator activity invo...",6,2,0.21,0.01601,"Molecular Functions","2"
"175","GO:0102710","D-inositol-3-phosphate glycosyltransferase activity",29,4,0.99,0.01637,"Molecular Functions","2"
"176","GO:1990518","single-stranded 3'-5' DNA helicase activity",7,2,0.24,0.02191,"Molecular Functions","2"
"177","GO:0005178","integrin binding",140,10,4.79,0.02227,"Molecular Functions","2"
"178","GO:0004672","protein kinase activity",942,44,32.25,0.02619,"Molecular Functions","2"
"179","GO:0004867","serine-type endopeptidase inhibitor activity",67,6,2.29,0.0269,"Molecular Functions","2"
"180","GO:0005525","GTP binding",484,25,16.57,0.02759,"Molecular Functions","2"
"181","GO:0070905","serine binding",8,2,0.27,0.02856,"Molecular Functions","2"
"182","GO:0010855","adenylate cyclase inhibitor activity",8,2,0.27,0.02856,"Molecular Functions","2"
"183","GO:0016887","ATP hydrolysis activity",213,13,7.29,0.03208,"Molecular Functions","2"
"184","GO:0008569","minus-end-directed microtubule motor activity",36,4,1.23,0.0337,"Molecular Functions","2"
"185","GO:0001850","complement component C3a binding",1,1,0.03,0.03423,"Molecular Functions","2"
"186","GO:0090541","MIT domain binding",1,1,0.03,0.03423,"Molecular Functions","2"
"187","GO:0033925","mannosyl-glycoprotein endo-beta-N-acetylglucosamini...",1,1,0.03,0.03423,"Molecular Functions","2"
"188","GO:0005366","myo-inositol:proton symporter activity",1,1,0.03,0.03423,"Molecular Functions","2"
"189","GO:0004957","prostaglandin E receptor activity",1,1,0.03,0.03423,"Molecular Functions","2"
"190","GO:0052856","NAD(P)HX epimerase activity",1,1,0.03,0.03423,"Molecular Functions","2"
"191","GO:0047280","nicotinamide phosphoribosyltransferase activity",1,1,0.03,0.03423,"Molecular Functions","2"
"192","GO:0043874","acireductone synthase activity",1,1,0.03,0.03423,"Molecular Functions","2"
"193","GO:0045140","inositol phosphoceramide synthase activity",1,1,0.03,0.03423,"Molecular Functions","2"
"194","GO:0009815","1-aminocyclopropane-1-carboxylate oxidase activity",1,1,0.03,0.03423,"Molecular Functions","2"
"195","GO:0003972","RNA ligase (ATP) activity",1,1,0.03,0.03423,"Molecular Functions","2"
"196","GO:0045294","alpha-catenin binding",1,1,0.03,0.03423,"Molecular Functions","2"
"197","GO:0031682","G-protein gamma-subunit binding",1,1,0.03,0.03423,"Molecular Functions","2"
"198","GO:0008294","calcium- and calmodulin-responsive adenylate cyclas...",1,1,0.03,0.03423,"Molecular Functions","2"
"199","GO:0000309","nicotinamide-nucleotide adenylyltransferase activit...",1,1,0.03,0.03423,"Molecular Functions","2"
"200","GO:0050220","prostaglandin-E synthase activity",1,1,0.03,0.03423,"Molecular Functions","2"
"201","GO:0052917","dolichyl-P-Man:Man(7)GlcNAc(2)-PP-dolichol alpha-1,...",1,1,0.03,0.03423,"Molecular Functions","2"
"202","GO:0050353","trimethyllysine dioxygenase activity",1,1,0.03,0.03423,"Molecular Functions","2"
"203","GO:0009976","tocopherol cyclase activity",1,1,0.03,0.03423,"Molecular Functions","2"
"204","GO:0008073","ornithine decarboxylase inhibitor activity",1,1,0.03,0.03423,"Molecular Functions","2"
"205","GO:0031871","proteinase activated receptor binding",1,1,0.03,0.03423,"Molecular Functions","2"
"206","GO:0042947","glucoside transmembrane transporter activity",1,1,0.03,0.03423,"Molecular Functions","2"
"207","GO:0043715","2,3-diketo-5-methylthiopentyl-1-phosphate enolase a...",1,1,0.03,0.03423,"Molecular Functions","2"
"208","GO:0004586","ornithine decarboxylase activity",1,1,0.03,0.03423,"Molecular Functions","2"
"209","GO:0043716","2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate p...",1,1,0.03,0.03423,"Molecular Functions","2"
"210","GO:0036004","GAF domain binding",1,1,0.03,0.03423,"Molecular Functions","2"
"211","GO:0001641","group II metabotropic glutamate receptor activity",9,2,0.31,0.03591,"Molecular Functions","2"
"212","GO:0001642","group III metabotropic glutamate receptor activity",9,2,0.31,0.03591,"Molecular Functions","2"
"213","GO:0051213","dioxygenase activity",162,8,5.55,0.03787,"Molecular Functions","2"
"214","GO:0003950","NAD+ poly-ADP-ribosyltransferase activity",56,5,1.92,0.04223,"Molecular Functions","2"
"215","GO:0031624","ubiquitin conjugating enzyme binding",57,5,1.95,0.04504,"Molecular Functions","2"
"216","GO:0008061","chitin binding",76,6,2.6,0.04574,"Molecular Functions","2"
"217","GO:0061630","ubiquitin protein ligase activity",241,15,8.25,0.04844,"Molecular Functions","2"
