"","GO.ID","Term","Annotated","Significant","Expected","Fisher","ontology","cluster"
"1","GO:0048147","negative regulation of fibroblast proliferation",25,2,0.05,0.0013,"Biological Processes","3"
"2","GO:0021914","negative regulation of smoothened signaling pathway...",1,1,0,0.0021,"Biological Processes","3"
"3","GO:0061534","gamma-aminobutyric acid secretion, neurotransmissio...",2,1,0,0.0043,"Biological Processes","3"
"4","GO:0045654","positive regulation of megakaryocyte differentiatio...",2,1,0,0.0043,"Biological Processes","3"
"5","GO:0021897","forebrain astrocyte development",2,1,0,0.0043,"Biological Processes","3"
"6","GO:0072707","cellular response to sodium dodecyl sulfate",2,1,0,0.0043,"Biological Processes","3"
"7","GO:0051697","protein delipidation",2,1,0,0.0043,"Biological Processes","3"
"8","GO:0035021","negative regulation of Rac protein signal transduct...",3,1,0.01,0.0064,"Biological Processes","3"
"9","GO:0061535","glutamate secretion, neurotransmission",3,1,0.01,0.0064,"Biological Processes","3"
"10","GO:0048715","negative regulation of oligodendrocyte differentiat...",3,1,0.01,0.0064,"Biological Processes","3"
"11","GO:0097320","plasma membrane tubulation",4,1,0.01,0.0086,"Biological Processes","3"
"12","GO:0007370","ventral furrow formation",4,1,0.01,0.0086,"Biological Processes","3"
"13","GO:0072499","photoreceptor cell axon guidance",4,1,0.01,0.0086,"Biological Processes","3"
"14","GO:0071596","ubiquitin-dependent protein catabolic process via t...",4,1,0.01,0.0086,"Biological Processes","3"
"15","GO:0007161","calcium-independent cell-matrix adhesion",4,1,0.01,0.0086,"Biological Processes","3"
"16","GO:0099093","calcium export from the mitochondrion",4,1,0.01,0.0086,"Biological Processes","3"
"17","GO:0061000","negative regulation of dendritic spine development",4,1,0.01,0.0086,"Biological Processes","3"
"18","GO:0021764","amygdala development",5,1,0.01,0.0107,"Biological Processes","3"
"19","GO:0019491","ectoine biosynthetic process",5,1,0.01,0.0107,"Biological Processes","3"
"20","GO:0021785","branchiomotor neuron axon guidance",6,1,0.01,0.0128,"Biological Processes","3"
"21","GO:0045648","positive regulation of erythrocyte differentiation",6,1,0.01,0.0128,"Biological Processes","3"
"22","GO:0034214","protein hexamerization",6,1,0.01,0.0128,"Biological Processes","3"
"23","GO:0048671","negative regulation of collateral sprouting",7,1,0.02,0.0149,"Biological Processes","3"
"24","GO:0048712","negative regulation of astrocyte differentiation",7,1,0.02,0.0149,"Biological Processes","3"
"25","GO:0048853","forebrain morphogenesis",7,1,0.02,0.0149,"Biological Processes","3"
"26","GO:0007406","negative regulation of neuroblast proliferation",8,1,0.02,0.0171,"Biological Processes","3"
"27","GO:0048820","hair follicle maturation",8,1,0.02,0.0171,"Biological Processes","3"
"28","GO:1900006","positive regulation of dendrite development",9,1,0.02,0.0192,"Biological Processes","3"
"29","GO:0098597","observational learning",9,1,0.02,0.0192,"Biological Processes","3"
"30","GO:0021516","dorsal spinal cord development",9,1,0.02,0.0192,"Biological Processes","3"
"31","GO:0044804","nucleophagy",11,1,0.02,0.0234,"Biological Processes","3"
"32","GO:0046827","positive regulation of protein export from nucleus",11,1,0.02,0.0234,"Biological Processes","3"
"33","GO:0001953","negative regulation of cell-matrix adhesion",11,1,0.02,0.0234,"Biological Processes","3"
"34","GO:0003382","epithelial cell morphogenesis",114,2,0.24,0.0249,"Biological Processes","3"
"35","GO:0046929","negative regulation of neurotransmitter secretion",12,1,0.03,0.0255,"Biological Processes","3"
"36","GO:0051457","maintenance of protein location in nucleus",12,1,0.03,0.0255,"Biological Processes","3"
"37","GO:0030325","adrenal gland development",12,1,0.03,0.0255,"Biological Processes","3"
"38","GO:0010592","positive regulation of lamellipodium assembly",13,1,0.03,0.0276,"Biological Processes","3"
"39","GO:0021696","cerebellar cortex morphogenesis",13,1,0.03,0.0276,"Biological Processes","3"
"40","GO:1904274","tricellular tight junction assembly",15,1,0.03,0.0317,"Biological Processes","3"
"41","GO:0048681","negative regulation of axon regeneration",15,1,0.03,0.0317,"Biological Processes","3"
"42","GO:0050667","homocysteine metabolic process",15,1,0.03,0.0317,"Biological Processes","3"
"43","GO:0033674","positive regulation of kinase activity",378,2,0.81,0.0336,"Biological Processes","3"
"44","GO:0048745","smooth muscle tissue development",16,1,0.03,0.0338,"Biological Processes","3"
"45","GO:0035002","liquid clearance, open tracheal system",17,1,0.04,0.0359,"Biological Processes","3"
"46","GO:0042554","superoxide anion generation",17,1,0.04,0.0359,"Biological Processes","3"
"47","GO:1902043","positive regulation of extrinsic apoptotic signalin...",17,1,0.04,0.0359,"Biological Processes","3"
"48","GO:0008542","visual learning",142,2,0.3,0.0372,"Biological Processes","3"
"49","GO:0014911","positive regulation of smooth muscle cell migration",18,1,0.04,0.038,"Biological Processes","3"
"50","GO:0019985","translesion synthesis",18,1,0.04,0.038,"Biological Processes","3"
"51","GO:0090557","establishment of endothelial intestinal barrier",18,1,0.04,0.038,"Biological Processes","3"
"52","GO:0006501","C-terminal protein lipidation",18,1,0.04,0.038,"Biological Processes","3"
"53","GO:0051560","mitochondrial calcium ion homeostasis",19,1,0.04,0.04,"Biological Processes","3"
"54","GO:0048485","sympathetic nervous system development",19,1,0.04,0.04,"Biological Processes","3"
"55","GO:0001935","endothelial cell proliferation",88,2,0.19,0.0412,"Biological Processes","3"
"56","GO:0048169","regulation of long-term neuronal synaptic plasticit...",20,1,0.04,0.0421,"Biological Processes","3"
"57","GO:0046580","negative regulation of Ras protein signal transduct...",21,1,0.05,0.0442,"Biological Processes","3"
"58","GO:0061158","3'-UTR-mediated mRNA destabilization",21,1,0.05,0.0442,"Biological Processes","3"
"59","GO:0043535","regulation of blood vessel endothelial cell migrati...",21,1,0.05,0.0442,"Biological Processes","3"
"60","GO:0042309","homoiothermy",21,1,0.05,0.0442,"Biological Processes","3"
"61","GO:0001937","negative regulation of endothelial cell proliferati...",22,1,0.05,0.0462,"Biological Processes","3"
"62","GO:0045217","cell-cell junction maintenance",22,1,0.05,0.0462,"Biological Processes","3"
"63","GO:2000637","positive regulation of miRNA-mediated gene silencin...",22,1,0.05,0.0462,"Biological Processes","3"
"64","GO:0016199","axon midline choice point recognition",22,1,0.05,0.0462,"Biological Processes","3"
"65","GO:0007611","learning or memory",368,3,0.79,0.0466,"Biological Processes","3"
"66","GO:0001945","lymph vessel development",23,1,0.05,0.0483,"Biological Processes","3"
"67","GO:1990275","preribosome binding",1,1,0,0.0021,"Molecular Functions","3"
"68","GO:0015369","calcium:proton antiporter activity",1,1,0,0.0021,"Molecular Functions","3"
"69","GO:0047223","beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,...",2,1,0,0.0043,"Molecular Functions","3"
"70","GO:0060072","large conductance calcium-activated potassium chann...",3,1,0.01,0.0064,"Molecular Functions","3"
"71","GO:0016174","NAD(P)H oxidase H2O2-forming activity",4,1,0.01,0.0085,"Molecular Functions","3"
"72","GO:0033990","ectoine synthase activity",5,1,0.01,0.0107,"Molecular Functions","3"
"73","GO:0031210","phosphatidylcholine binding",6,1,0.01,0.0128,"Molecular Functions","3"
"74","GO:0061630","ubiquitin protein ligase activity",241,3,0.52,0.0147,"Molecular Functions","3"
"75","GO:0016175","superoxide-generating NAD(P)H oxidase activity",8,1,0.02,0.017,"Molecular Functions","3"
"76","GO:0042923","neuropeptide binding",115,2,0.25,0.0251,"Molecular Functions","3"
"77","GO:0070530","K63-linked polyubiquitin modification-dependent pro...",13,1,0.03,0.0275,"Molecular Functions","3"
"78","GO:0001618","virus receptor activity",14,1,0.03,0.0296,"Molecular Functions","3"
"79","GO:0008429","phosphatidylethanolamine binding",16,1,0.03,0.0337,"Molecular Functions","3"
"80","GO:0043395","heparan sulfate proteoglycan binding",16,1,0.03,0.0337,"Molecular Functions","3"
"81","GO:0000978","RNA polymerase II cis-regulatory region sequence-sp...",146,2,0.31,0.0389,"Molecular Functions","3"
