"","GO.ID","Term","Annotated","Significant","Expected","Fisher","ontology","cluster"
"23","GO:0061567","dCMP phosphorylation",2,1,0.01,0.01296,"Biological Processes","1"
"24","GO:0038203","TORC2 signaling",2,1,0.01,0.01296,"Biological Processes","1"
"25","GO:1905701","positive regulation of xenobiotic detoxification by...",2,1,0.01,0.01296,"Biological Processes","1"
"26","GO:0035853","chromosome passenger complex localization to spindl...",2,1,0.01,0.01296,"Biological Processes","1"
"27","GO:0030644","intracellular chloride ion homeostasis",2,1,0.01,0.01296,"Biological Processes","1"
"28","GO:0006756","AMP phosphorylation",2,1,0.01,0.01296,"Biological Processes","1"
"29","GO:0006741","NADP biosynthetic process",2,1,0.01,0.01296,"Biological Processes","1"
"30","GO:0007172","signal complex assembly",2,1,0.01,0.01296,"Biological Processes","1"
"31","GO:0002576","platelet degranulation",140,4,0.91,0.0132,"Biological Processes","1"
"32","GO:0033628","regulation of cell adhesion mediated by integrin",52,2,0.34,0.01926,"Biological Processes","1"
"33","GO:0030950","establishment or maintenance of actin cytoskeleton ...",3,1,0.02,0.01938,"Biological Processes","1"
"34","GO:0032874","positive regulation of stress-activated MAPK cascad...",3,1,0.02,0.01938,"Biological Processes","1"
"35","GO:0034476","U5 snRNA 3'-end processing",3,1,0.02,0.01938,"Biological Processes","1"
"36","GO:1904154","positive regulation of retrograde protein transport...",3,1,0.02,0.01938,"Biological Processes","1"
"37","GO:0000379","tRNA-type intron splice site recognition and cleava...",3,1,0.02,0.01938,"Biological Processes","1"
"38","GO:1902443","negative regulation of ripoptosome assembly involve...",3,1,0.02,0.01938,"Biological Processes","1"
"39","GO:0033037","polysaccharide localization",35,2,0.23,0.02167,"Biological Processes","1"
"40","GO:0031505","fungal-type cell wall organization",4,1,0.03,0.02575,"Biological Processes","1"
"41","GO:1904382","mannose trimming involved in glycoprotein ERAD path...",4,1,0.03,0.02575,"Biological Processes","1"
"42","GO:0042904","9-cis-retinoic acid biosynthetic process",4,1,0.03,0.02575,"Biological Processes","1"
"43","GO:0015911","long-chain fatty acid import across plasma membrane",4,1,0.03,0.02575,"Biological Processes","1"
"44","GO:0050766","positive regulation of phagocytosis",40,2,0.26,0.02782,"Biological Processes","1"
"45","GO:0007219","Notch signaling pathway",183,4,1.19,0.03156,"Biological Processes","1"
"46","GO:0050650","chondroitin sulfate proteoglycan biosynthetic proce...",95,3,0.62,0.03169,"Biological Processes","1"
"47","GO:0016318","ommatidial rotation",5,1,0.03,0.03209,"Biological Processes","1"
"48","GO:0033700","phospholipid efflux",5,1,0.03,0.03209,"Biological Processes","1"
"49","GO:0000467","exonucleolytic trimming to generate mature 3'-end o...",5,1,0.03,0.03209,"Biological Processes","1"
"50","GO:0048105","establishment of body hair planar orientation",5,1,0.03,0.03209,"Biological Processes","1"
"51","GO:0019491","ectoine biosynthetic process",5,1,0.03,0.03209,"Biological Processes","1"
"52","GO:0048703","embryonic viscerocranium morphogenesis",45,2,0.29,0.03459,"Biological Processes","1"
"53","GO:0007229","integrin-mediated signaling pathway",111,3,0.72,0.03578,"Biological Processes","1"
"54","GO:0044782","cilium organization",360,7,2.34,0.03711,"Biological Processes","1"
"55","GO:0042438","melanin biosynthetic process",47,2,0.31,0.03745,"Biological Processes","1"
"56","GO:0006879","intracellular iron ion homeostasis",47,2,0.31,0.03745,"Biological Processes","1"
"57","GO:0035317","imaginal disc-derived wing hair organization",12,2,0.08,0.03806,"Biological Processes","1"
"58","GO:1900020","positive regulation of protein kinase C activity",6,1,0.04,0.03838,"Biological Processes","1"
"59","GO:0002003","angiotensin maturation",6,1,0.04,0.03838,"Biological Processes","1"
"60","GO:0014898","cardiac muscle hypertrophy in response to stress",6,1,0.04,0.03838,"Biological Processes","1"
"61","GO:0001737","establishment of imaginal disc-derived wing hair or...",6,1,0.04,0.03838,"Biological Processes","1"
"62","GO:0001658","branching involved in ureteric bud morphogenesis",49,2,0.32,0.0404,"Biological Processes","1"
"63","GO:0007156","homophilic cell adhesion via plasma membrane adhesi...",200,4,1.3,0.04158,"Biological Processes","1"
"64","GO:0051403","stress-activated MAPK cascade",15,2,0.1,0.04427,"Biological Processes","1"
"65","GO:0035331","negative regulation of hippo signaling",7,1,0.05,0.04464,"Biological Processes","1"
"66","GO:1900264","positive regulation of DNA-directed DNA polymerase ...",7,1,0.05,0.04464,"Biological Processes","1"
"67","GO:0048800","antennal morphogenesis",7,1,0.05,0.04464,"Biological Processes","1"
"68","GO:0090251","protein localization involved in establishment of p...",7,1,0.05,0.04464,"Biological Processes","1"
"69","GO:0099039","sphingolipid translocation",7,1,0.05,0.04464,"Biological Processes","1"
"70","GO:0045198","establishment of epithelial cell apical/basal polar...",7,1,0.05,0.04464,"Biological Processes","1"
"71","GO:0015949","nucleobase-containing small molecule interconversio...",7,1,0.05,0.04464,"Biological Processes","1"
"72","GO:0060396","growth hormone receptor signaling pathway",7,1,0.05,0.04464,"Biological Processes","1"
"73","GO:0042574","retinal metabolic process",7,1,0.05,0.04464,"Biological Processes","1"
"74","GO:0048712","negative regulation of astrocyte differentiation",7,1,0.05,0.04464,"Biological Processes","1"
"75","GO:0036342","post-anal tail morphogenesis",55,2,0.36,0.04976,"Biological Processes","1"
"76","GO:0004709","MAP kinase kinase kinase activity",26,3,0.16,0.00057,"Molecular Functions","1"
"77","GO:0043208","glycosphingolipid binding",7,2,0.04,0.00081,"Molecular Functions","1"
"78","GO:0005509","calcium ion binding",1711,22,10.8,0.00097,"Molecular Functions","1"
"79","GO:0042806","fucose binding",10,2,0.06,0.00172,"Molecular Functions","1"
"80","GO:0030246","carbohydrate binding",567,12,3.58,0.00336,"Molecular Functions","1"
"81","GO:0004651","polynucleotide 5'-phosphatase activity",1,1,0.01,0.00631,"Molecular Functions","1"
"82","GO:0000225","N-acetylglucosaminylphosphatidylinositol deacetylas...",1,1,0.01,0.00631,"Molecular Functions","1"
"83","GO:0050355","inorganic triphosphate phosphatase activity",1,1,0.01,0.00631,"Molecular Functions","1"
"84","GO:0004484","mRNA guanylyltransferase activity",1,1,0.01,0.00631,"Molecular Functions","1"
"85","GO:0050302","indole-3-acetaldehyde oxidase activity",1,1,0.01,0.00631,"Molecular Functions","1"
"86","GO:0001872","(1->3)-beta-D-glucan binding",1,1,0.01,0.00631,"Molecular Functions","1"
"87","GO:0001530","lipopolysaccharide binding",60,3,0.38,0.00646,"Molecular Functions","1"
"88","GO:0070492","oligosaccharide binding",25,3,0.16,0.00686,"Molecular Functions","1"
"89","GO:0033691","sialic acid binding",23,2,0.15,0.00916,"Molecular Functions","1"
"90","GO:0046923","ER retention sequence binding",2,1,0.01,0.01258,"Molecular Functions","1"
"91","GO:0004100","chitin synthase activity",2,1,0.01,0.01258,"Molecular Functions","1"
"92","GO:0030292","protein tyrosine kinase inhibitor activity",2,1,0.01,0.01258,"Molecular Functions","1"
"93","GO:0070883","pre-miRNA binding",2,1,0.01,0.01258,"Molecular Functions","1"
"94","GO:0015018","galactosylgalactosylxylosylprotein 3-beta-glucurono...",3,1,0.02,0.01882,"Molecular Functions","1"
"95","GO:0004415","hyalurononglucosaminidase activity",3,1,0.02,0.01882,"Molecular Functions","1"
"96","GO:0004314","[acyl-carrier-protein] S-malonyltransferase activit...",3,1,0.02,0.01882,"Molecular Functions","1"
"97","GO:0050659","N-acetylgalactosamine 4-sulfate 6-O-sulfotransferas...",34,2,0.21,0.01943,"Molecular Functions","1"
"98","GO:0017046","peptide hormone binding",91,3,0.57,0.01992,"Molecular Functions","1"
"99","GO:0005201","extracellular matrix structural constituent",339,6,2.14,0.02062,"Molecular Functions","1"
"100","GO:0008432","JUN kinase binding",4,1,0.03,0.02501,"Molecular Functions","1"
"101","GO:0072542","protein phosphatase activator activity",4,1,0.03,0.02501,"Molecular Functions","1"
"102","GO:0004420","hydroxymethylglutaryl-CoA reductase (NADPH) activit...",4,1,0.03,0.02501,"Molecular Functions","1"
"103","GO:0051787","misfolded protein binding",4,1,0.03,0.02501,"Molecular Functions","1"
"104","GO:0005324","long-chain fatty acid transmembrane transporter act...",4,1,0.03,0.02501,"Molecular Functions","1"
"105","GO:0047756","chondroitin 4-sulfotransferase activity",40,2,0.25,0.02636,"Molecular Functions","1"
"106","GO:0001537","dermatan 4-sulfotransferase activity",43,2,0.27,0.03014,"Molecular Functions","1"
"107","GO:1903777","melibiose binding",5,1,0.03,0.03116,"Molecular Functions","1"
"108","GO:0005049","nuclear export signal receptor activity",5,1,0.03,0.03116,"Molecular Functions","1"
"109","GO:0033296","rhamnose binding",5,1,0.03,0.03116,"Molecular Functions","1"
"110","GO:0032027","myosin light chain binding",5,1,0.03,0.03116,"Molecular Functions","1"
"111","GO:0033990","ectoine synthase activity",5,1,0.03,0.03116,"Molecular Functions","1"
"112","GO:0001758","retinal dehydrogenase activity",5,1,0.03,0.03116,"Molecular Functions","1"
"113","GO:0032454","histone H3K9 demethylase activity",5,1,0.03,0.03116,"Molecular Functions","1"
"114","GO:0000213","tRNA-intron endonuclease activity",6,1,0.04,0.03728,"Molecular Functions","1"
"115","GO:0004571","mannosyl-oligosaccharide 1,2-alpha-mannosidase acti...",6,1,0.04,0.03728,"Molecular Functions","1"
"116","GO:0034040","ATPase-coupled lipid transmembrane transporter acti...",6,1,0.04,0.03728,"Molecular Functions","1"
"117","GO:0000049","tRNA binding",49,2,0.31,0.03831,"Molecular Functions","1"
"118","GO:0016524","latrotoxin receptor activity",7,1,0.04,0.04336,"Molecular Functions","1"
"119","GO:0046623","sphingolipid floppase activity",7,1,0.04,0.04336,"Molecular Functions","1"
"120","GO:0004735","pyrroline-5-carboxylate reductase activity",7,1,0.04,0.04336,"Molecular Functions","1"
"121","GO:0004558","alpha-1,4-glucosidase activity",7,1,0.04,0.04336,"Molecular Functions","1"
"122","GO:0034634","glutathione transmembrane transporter activity",8,1,0.05,0.0494,"Molecular Functions","1"
"123","GO:0043539","protein serine/threonine kinase activator activity",8,1,0.05,0.0494,"Molecular Functions","1"
"124","GO:0032050","clathrin heavy chain binding",8,1,0.05,0.0494,"Molecular Functions","1"
"125","GO:0005534","galactose binding",8,1,0.05,0.0494,"Molecular Functions","1"
"126","GO:0015431","ABC-type glutathione S-conjugate transporter activi...",8,1,0.05,0.0494,"Molecular Functions","1"
"127","GO:0035278","miRNA-mediated gene silencing by inhibition of tran...",119,16,4.57,1.3e-05,"Biological Processes","2"
"128","GO:0010172","embryonic body morphogenesis",104,15,3.99,3e-05,"Biological Processes","2"
"129","GO:0051865","protein autoubiquitination",207,22,7.94,3.6e-05,"Biological Processes","2"
"130","GO:0021915","neural tube development",364,26,13.97,5.4e-05,"Biological Processes","2"
"131","GO:0072089","stem cell proliferation",148,17,5.68,5.5e-05,"Biological Processes","2"
"132","GO:0060964","regulation of miRNA-mediated gene silencing",141,16,5.41,1e-04,"Biological Processes","2"
"133","GO:0000082","G1/S transition of mitotic cell cycle",201,18,7.71,0.00012,"Biological Processes","2"
"134","GO:0031037","myosin II filament disassembly",8,4,0.31,0.00013,"Biological Processes","2"
"135","GO:2000177","regulation of neural precursor cell proliferation",168,18,6.45,0.00015,"Biological Processes","2"
"136","GO:0010586","miRNA metabolic process",152,16,5.83,0.00025,"Biological Processes","2"
"137","GO:0046777","protein autophosphorylation",240,21,9.21,0.00026,"Biological Processes","2"
"138","GO:0008543","fibroblast growth factor receptor signaling pathway",209,19,8.02,0.00061,"Biological Processes","2"
"139","GO:0045184","establishment of protein localization",1250,49,47.96,0.00062,"Biological Processes","2"
"140","GO:2000074","regulation of type B pancreatic cell development",6,3,0.23,0.00103,"Biological Processes","2"
"141","GO:0014053","negative regulation of gamma-aminobutyric acid secr...",2,2,0.08,0.00147,"Biological Processes","2"
"142","GO:0030174","regulation of DNA-templated DNA replication initiat...",7,3,0.27,0.00175,"Biological Processes","2"
"143","GO:0014050","negative regulation of glutamate secretion",7,3,0.27,0.00175,"Biological Processes","2"
"144","GO:0043589","skin morphogenesis",15,4,0.58,0.00209,"Biological Processes","2"
"145","GO:0007156","homophilic cell adhesion via plasma membrane adhesi...",200,17,7.67,0.00332,"Biological Processes","2"
"146","GO:0090630","activation of GTPase activity",29,5,1.11,0.00453,"Biological Processes","2"
"147","GO:0030509","BMP signaling pathway",138,12,5.29,0.00479,"Biological Processes","2"
"148","GO:1900273","positive regulation of long-term synaptic potentiat...",19,4,0.73,0.00525,"Biological Processes","2"
"149","GO:0035385","Roundabout signaling pathway",30,5,1.15,0.00526,"Biological Processes","2"
"150","GO:0001578","microtubule bundle formation",49,6,1.88,0.00548,"Biological Processes","2"
"151","GO:0010212","response to ionizing radiation",116,11,4.45,0.00686,"Biological Processes","2"
"152","GO:0048468","cell development",2115,99,81.15,0.00698,"Biological Processes","2"
"153","GO:0010389","regulation of G2/M transition of mitotic cell cycle",68,8,2.61,0.00755,"Biological Processes","2"
"154","GO:0090394","negative regulation of excitatory postsynaptic pote...",21,4,0.81,0.00763,"Biological Processes","2"
"155","GO:0075522","IRES-dependent viral translational initiation",4,2,0.15,0.00838,"Biological Processes","2"
"156","GO:2000323","negative regulation of nuclear receptor-mediated gl...",4,2,0.15,0.00838,"Biological Processes","2"
"157","GO:0021772","olfactory bulb development",31,4,1.19,0.01357,"Biological Processes","2"
"158","GO:0035610","protein side chain deglutamylation",5,2,0.19,0.01361,"Biological Processes","2"
"159","GO:0060304","regulation of phosphatidylinositol dephosphorylatio...",5,2,0.19,0.01361,"Biological Processes","2"
"160","GO:0045162","clustering of voltage-gated sodium channels",5,2,0.19,0.01361,"Biological Processes","2"
"161","GO:0090399","replicative senescence",5,2,0.19,0.01361,"Biological Processes","2"
"162","GO:0032211","negative regulation of telomere maintenance via tel...",52,6,2,0.01419,"Biological Processes","2"
"163","GO:0007094","mitotic spindle assembly checkpoint signaling",25,4,0.96,0.0143,"Biological Processes","2"
"164","GO:0036158","outer dynein arm assembly",14,3,0.54,0.01491,"Biological Processes","2"
"165","GO:0042113","B cell activation",104,8,3.99,0.018,"Biological Processes","2"
"166","GO:0000077","DNA damage checkpoint signaling",76,10,2.92,0.0183,"Biological Processes","2"
"167","GO:0051775","response to redox state",6,2,0.23,0.01989,"Biological Processes","2"
"168","GO:0021940","positive regulation of cerebellar granule cell prec...",6,2,0.23,0.01989,"Biological Processes","2"
"169","GO:0016266","O-glycan processing",28,4,1.07,0.02115,"Biological Processes","2"
"170","GO:0000002","mitochondrial genome maintenance",62,6,2.38,0.02155,"Biological Processes","2"
"171","GO:0060395","SMAD protein signal transduction",42,5,1.61,0.02158,"Biological Processes","2"
"172","GO:0007420","brain development",593,34,22.75,0.02295,"Biological Processes","2"
"173","GO:0000281","mitotic cytokinesis",108,9,4.14,0.02304,"Biological Processes","2"
"174","GO:0090698","post-embryonic plant morphogenesis",29,4,1.11,0.02381,"Biological Processes","2"
"175","GO:0030539","male genitalia development",34,4,1.3,0.02555,"Biological Processes","2"
"176","GO:0046579","positive regulation of Ras protein signal transduct...",17,3,0.65,0.02559,"Biological Processes","2"
"177","GO:0007160","cell-matrix adhesion",144,13,5.52,0.02576,"Biological Processes","2"
"178","GO:0007099","centriole replication",14,3,0.54,0.02709,"Biological Processes","2"
"179","GO:0042416","dopamine biosynthetic process",7,2,0.27,0.02715,"Biological Processes","2"
"180","GO:1904322","cellular response to forskolin",7,2,0.27,0.02715,"Biological Processes","2"
"181","GO:0048496","maintenance of animal organ identity",7,2,0.27,0.02715,"Biological Processes","2"
"182","GO:0048714","positive regulation of oligodendrocyte differentiat...",7,2,0.27,0.02715,"Biological Processes","2"
"183","GO:0042981","regulation of apoptotic process",1152,45,44.2,0.02745,"Biological Processes","2"
"184","GO:0018107","peptidyl-threonine phosphorylation",90,10,3.45,0.02852,"Biological Processes","2"
"185","GO:0045494","photoreceptor cell maintenance",31,4,1.19,0.02971,"Biological Processes","2"
"186","GO:0042531","positive regulation of tyrosine phosphorylation of ...",31,4,1.19,0.02971,"Biological Processes","2"
"187","GO:0060413","atrial septum morphogenesis",18,3,0.69,0.02985,"Biological Processes","2"
"188","GO:0050982","detection of mechanical stimulus",170,9,6.52,0.03024,"Biological Processes","2"
"189","GO:0045893","positive regulation of DNA-templated transcription",903,36,34.65,0.03098,"Biological Processes","2"
"190","GO:0007346","regulation of mitotic cell cycle",409,31,15.69,0.03197,"Biological Processes","2"
"191","GO:0001958","endochondral ossification",32,4,1.23,0.03296,"Biological Processes","2"
"192","GO:0010165","response to X-ray",19,3,0.73,0.03447,"Biological Processes","2"
"193","GO:0035095","behavioral response to nicotine",19,3,0.73,0.03447,"Biological Processes","2"
"194","GO:0051894","positive regulation of focal adhesion assembly",19,3,0.73,0.03447,"Biological Processes","2"
"195","GO:0097711","ciliary basal body-plasma membrane docking",19,3,0.73,0.03447,"Biological Processes","2"
"196","GO:0095500","acetylcholine receptor signaling pathway",26,4,1,0.03516,"Biological Processes","2"
"197","GO:0001988","positive regulation of heart rate involved in baror...",8,2,0.31,0.03529,"Biological Processes","2"
"198","GO:0060112","generation of ovulation cycle rhythm",8,2,0.31,0.03529,"Biological Processes","2"
"199","GO:0003347","epicardial cell to mesenchymal cell transition",8,2,0.31,0.03529,"Biological Processes","2"
"200","GO:0007026","negative regulation of microtubule depolymerization",8,2,0.31,0.03529,"Biological Processes","2"
"201","GO:0032735","positive regulation of interleukin-12 production",8,2,0.31,0.03529,"Biological Processes","2"
"202","GO:0070987","error-free translesion synthesis",8,2,0.31,0.03529,"Biological Processes","2"
"203","GO:0010030","positive regulation of seed germination",8,2,0.31,0.03529,"Biological Processes","2"
"204","GO:0071873","response to norepinephrine",8,2,0.31,0.03529,"Biological Processes","2"
"205","GO:0090090","negative regulation of canonical Wnt signaling path...",193,13,7.4,0.03538,"Biological Processes","2"
"206","GO:0007368","determination of left/right symmetry",126,7,4.83,0.03598,"Biological Processes","2"
"207","GO:0048880","sensory system development",461,25,17.69,0.03799,"Biological Processes","2"
"208","GO:0098534","centriole assembly",16,4,0.61,0.03823,"Biological Processes","2"
"209","GO:1903429","regulation of cell maturation",48,4,1.84,0.0383,"Biological Processes","2"
"210","GO:1903251","multi-ciliated epithelial cell differentiation",3,2,0.12,0.03831,"Biological Processes","2"
"211","GO:0051081","nuclear membrane disassembly",11,2,0.42,0.03833,"Biological Processes","2"
"212","GO:0002263","cell activation involved in immune response",281,12,10.78,0.03835,"Biological Processes","2"
"213","GO:1905168","positive regulation of double-strand break repair v...",1,1,0.04,0.03837,"Biological Processes","2"
"214","GO:0046603","negative regulation of mitotic centrosome separatio...",1,1,0.04,0.03837,"Biological Processes","2"
"215","GO:0015676","vanadium ion transport",1,1,0.04,0.03837,"Biological Processes","2"
"216","GO:1904992","positive regulation of adenylate cyclase-inhibiting...",1,1,0.04,0.03837,"Biological Processes","2"
"217","GO:1904983","glycine import into mitochondrion",1,1,0.04,0.03837,"Biological Processes","2"
"218","GO:0060379","cardiac muscle cell myoblast differentiation",1,1,0.04,0.03837,"Biological Processes","2"
"219","GO:0060313","negative regulation of blood vessel remodeling",1,1,0.04,0.03837,"Biological Processes","2"
"220","GO:0060455","negative regulation of gastric acid secretion",1,1,0.04,0.03837,"Biological Processes","2"
"221","GO:0060400","negative regulation of growth hormone receptor sign...",1,1,0.04,0.03837,"Biological Processes","2"
"222","GO:0000296","spermine transport",1,1,0.04,0.03837,"Biological Processes","2"
"223","GO:0060197","cloacal septation",1,1,0.04,0.03837,"Biological Processes","2"
"224","GO:0070194","synaptonemal complex disassembly",1,1,0.04,0.03837,"Biological Processes","2"
"225","GO:0060157","urinary bladder development",1,1,0.04,0.03837,"Biological Processes","2"
"226","GO:1901995","positive regulation of meiotic cell cycle phase tra...",1,1,0.04,0.03837,"Biological Processes","2"
"227","GO:2000071","regulation of defense response by callose depositio...",1,1,0.04,0.03837,"Biological Processes","2"
"228","GO:0060298","positive regulation of sarcomere organization",1,1,0.04,0.03837,"Biological Processes","2"
"229","GO:0070244","negative regulation of thymocyte apoptotic process",1,1,0.04,0.03837,"Biological Processes","2"
"230","GO:0043379","memory T cell differentiation",1,1,0.04,0.03837,"Biological Processes","2"
"231","GO:0043314","negative regulation of neutrophil degranulation",1,1,0.04,0.03837,"Biological Processes","2"
"232","GO:0072013","glomus development",1,1,0.04,0.03837,"Biological Processes","2"
"233","GO:0071045","nuclear histone mRNA catabolic process",1,1,0.04,0.03837,"Biological Processes","2"
"234","GO:0032487","regulation of Rap protein signal transduction",1,1,0.04,0.03837,"Biological Processes","2"
"235","GO:0046067","dGDP catabolic process",1,1,0.04,0.03837,"Biological Processes","2"
"236","GO:2000381","negative regulation of mesoderm development",1,1,0.04,0.03837,"Biological Processes","2"
"237","GO:0046057","dADP catabolic process",1,1,0.04,0.03837,"Biological Processes","2"
"238","GO:0070574","cadmium ion transmembrane transport",1,1,0.04,0.03837,"Biological Processes","2"
"239","GO:0071323","cellular response to chitin",1,1,0.04,0.03837,"Biological Processes","2"
"240","GO:0002265","astrocyte activation involved in immune response",1,1,0.04,0.03837,"Biological Processes","2"
"241","GO:0032725","positive regulation of granulocyte macrophage colon...",1,1,0.04,0.03837,"Biological Processes","2"
"242","GO:0032730","positive regulation of interleukin-1 alpha producti...",1,1,0.04,0.03837,"Biological Processes","2"
"243","GO:2000271","positive regulation of fibroblast apoptotic process",1,1,0.04,0.03837,"Biological Processes","2"
"244","GO:1903420","protein localization to endoplasmic reticulum tubul...",1,1,0.04,0.03837,"Biological Processes","2"
"245","GO:0007499","ectoderm and mesoderm interaction",1,1,0.04,0.03837,"Biological Processes","2"
"246","GO:0034628","'de novo' NAD biosynthetic process from L-aspartate",1,1,0.04,0.03837,"Biological Processes","2"
"247","GO:0007414","axonal defasciculation",1,1,0.04,0.03837,"Biological Processes","2"
"248","GO:0048205","COPI coating of Golgi vesicle",1,1,0.04,0.03837,"Biological Processes","2"
"249","GO:0033624","negative regulation of integrin activation",1,1,0.04,0.03837,"Biological Processes","2"
"250","GO:0006421","asparaginyl-tRNA aminoacylation",1,1,0.04,0.03837,"Biological Processes","2"
"251","GO:0039018","nephrostome development",1,1,0.04,0.03837,"Biological Processes","2"
"252","GO:0021685","cerebellar granular layer structural organization",1,1,0.04,0.03837,"Biological Processes","2"
"253","GO:0071816","tail-anchored membrane protein insertion into ER me...",1,1,0.04,0.03837,"Biological Processes","2"
"254","GO:0052699","ergothioneine biosynthetic process",1,1,0.04,0.03837,"Biological Processes","2"
"255","GO:2000645","negative regulation of receptor catabolic process",1,1,0.04,0.03837,"Biological Processes","2"
"256","GO:0046712","GDP catabolic process",1,1,0.04,0.03837,"Biological Processes","2"
"257","GO:0045234","protein palmitoleylation",1,1,0.04,0.03837,"Biological Processes","2"
"258","GO:0019371","cyclooxygenase pathway",1,1,0.04,0.03837,"Biological Processes","2"
"259","GO:1904674","positive regulation of somatic stem cell population...",1,1,0.04,0.03837,"Biological Processes","2"
"260","GO:0051694","pointed-end actin filament capping",1,1,0.04,0.03837,"Biological Processes","2"
"261","GO:0016557","peroxisome membrane biogenesis",1,1,0.04,0.03837,"Biological Processes","2"
"262","GO:0006850","mitochondrial pyruvate transmembrane transport",1,1,0.04,0.03837,"Biological Processes","2"
"263","GO:0071657","positive regulation of granulocyte colony-stimulati...",1,1,0.04,0.03837,"Biological Processes","2"
"264","GO:1903690","negative regulation of wound healing, spreading of ...",1,1,0.04,0.03837,"Biological Processes","2"
"265","GO:0010495","siRNA-mediated long-distance post-transcriptional g...",1,1,0.04,0.03837,"Biological Processes","2"
"266","GO:0010482","regulation of epidermal cell division",1,1,0.04,0.03837,"Biological Processes","2"
"267","GO:0014058","negative regulation of acetylcholine secretion, neu...",1,1,0.04,0.03837,"Biological Processes","2"
"268","GO:0015692","lead ion transport",1,1,0.04,0.03837,"Biological Processes","2"
"269","GO:0006310","DNA recombination",917,37,35.18,0.03955,"Biological Processes","2"
"270","GO:0050729","positive regulation of inflammatory response",135,6,5.18,0.04041,"Biological Processes","2"
"271","GO:0034067","protein localization to Golgi apparatus",9,2,0.35,0.04424,"Biological Processes","2"
"272","GO:0043007","maintenance of rDNA",9,2,0.35,0.04424,"Biological Processes","2"
"273","GO:0003139","secondary heart field specification",9,2,0.35,0.04424,"Biological Processes","2"
"274","GO:0032727","positive regulation of interferon-alpha production",9,2,0.35,0.04424,"Biological Processes","2"
"275","GO:1903221","regulation of mitotic recombination-dependent repli...",9,2,0.35,0.04424,"Biological Processes","2"
"276","GO:0051782","negative regulation of cell division",9,2,0.35,0.04424,"Biological Processes","2"
"277","GO:0035115","embryonic forelimb morphogenesis",21,3,0.81,0.04472,"Biological Processes","2"
"278","GO:0043406","positive regulation of MAP kinase activity",105,7,4.03,0.04515,"Biological Processes","2"
"279","GO:0005524","ATP binding",2243,125,85.18,5.5e-06,"Molecular Functions","2"
"280","GO:0035198","miRNA binding",126,16,4.78,2.3e-05,"Molecular Functions","2"
"281","GO:0016905","myosin heavy chain kinase activity",8,4,0.3,0.00013,"Molecular Functions","2"
"282","GO:0045159","myosin II binding",9,4,0.34,0.00022,"Molecular Functions","2"
"283","GO:0061712","tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-m...",2,2,0.08,0.00144,"Molecular Functions","2"
"284","GO:0097110","scaffold protein binding",65,8,2.47,0.00311,"Molecular Functions","2"
"285","GO:0002162","dystroglycan binding",18,4,0.68,0.00412,"Molecular Functions","2"
"286","GO:0016874","ligase activity",573,37,21.76,0.00444,"Molecular Functions","2"
"287","GO:0004842","ubiquitin-protein transferase activity",604,41,22.94,0.00546,"Molecular Functions","2"
"288","GO:0005007","fibroblast growth factor receptor activity",45,6,1.71,0.00677,"Molecular Functions","2"
