"","pair_id","miRNA","mRNA","timepoint","Ambient","Heat","cluster"
"1935","Cluster_2097_evm.TU.chromosome_1.1493","Cluster_2097","evm.TU.chromosome_1.1493","TP5",0,0.2,"3"
"1936","Cluster_2097_evm.TU.chromosome_1.1640","Cluster_2097","evm.TU.chromosome_1.1640","TP5",-0.4,0.8,"1"
"1937","Cluster_2097_evm.TU.chromosome_1.1715","Cluster_2097","evm.TU.chromosome_1.1715","TP5",0.4,0.8,"3"
"1938","Cluster_2097_evm.TU.chromosome_1.1716","Cluster_2097","evm.TU.chromosome_1.1716","TP5",0.4,-0.8,"2"
"1939","Cluster_2097_evm.TU.chromosome_1.352","Cluster_2097","evm.TU.chromosome_1.352","TP5",0,0.2,"3"
"1940","Cluster_2097_evm.TU.chromosome_1.576","Cluster_2097","evm.TU.chromosome_1.576","TP5",-0.2,1,"1"
"1941","Cluster_2097_evm.TU.chromosome_1.651","Cluster_2097","evm.TU.chromosome_1.651","TP5",0.4,0.4,"3"
"1942","Cluster_2097_evm.TU.chromosome_1.678","Cluster_2097","evm.TU.chromosome_1.678","TP5",0.6,1,"3"
"1943","Cluster_2097_evm.TU.chromosome_1.848","Cluster_2097","evm.TU.chromosome_1.848","TP5",0.8,0.2,"2"
"1944","Cluster_2097_evm.TU.chromosome_1.984","Cluster_2097","evm.TU.chromosome_1.984","TP5",-0.2,-0.8,"3"
"1945","Cluster_2097_evm.TU.chromosome_10.1084","Cluster_2097","evm.TU.chromosome_10.1084","TP5",0.774596669241483,0.105409255338946,"2"
"1946","Cluster_2097_evm.TU.chromosome_10.1127","Cluster_2097","evm.TU.chromosome_10.1127","TP5",-0.2,-0.105409255338946,"3"
"1947","Cluster_2097_evm.TU.chromosome_10.116","Cluster_2097","evm.TU.chromosome_10.116","TP5",0.4,-0.737864787372622,"2"
"1948","Cluster_2097_evm.TU.chromosome_10.117","Cluster_2097","evm.TU.chromosome_10.117","TP5",0,-0.8,"3"
"1949","Cluster_2097_evm.TU.chromosome_10.120","Cluster_2097","evm.TU.chromosome_10.120","TP5",0,-1,"2"
"1950","Cluster_2097_evm.TU.chromosome_10.147","Cluster_2097","evm.TU.chromosome_10.147","TP5",-0.2,-0.2,"3"
"1951","Cluster_2097_evm.TU.chromosome_10.156","Cluster_2097","evm.TU.chromosome_10.156","TP5",-0.2,-0.8,"3"
"1952","Cluster_2097_evm.TU.chromosome_10.1653","Cluster_2097","evm.TU.chromosome_10.1653","TP5",0.2,0.4,"3"
"1953","Cluster_2097_evm.TU.chromosome_10.1660","Cluster_2097","evm.TU.chromosome_10.1660","TP5",-0.316227766016838,0,"3"
"1954","Cluster_2097_evm.TU.chromosome_10.1808","Cluster_2097","evm.TU.chromosome_10.1808","TP5",-0.4,-0.4,"3"
"1955","Cluster_2097_evm.TU.chromosome_10.1854","Cluster_2097","evm.TU.chromosome_10.1854","TP5",0.2,0.4,"3"
"1956","Cluster_2097_evm.TU.chromosome_10.192","Cluster_2097","evm.TU.chromosome_10.192","TP5",0,-0.4,"3"
"1957","Cluster_2097_evm.TU.chromosome_10.1999","Cluster_2097","evm.TU.chromosome_10.1999","TP5",-0.8,-0.4,"1"
"1958","Cluster_2097_evm.TU.chromosome_10.2067","Cluster_2097","evm.TU.chromosome_10.2067","TP5",-0.2,0,"3"
"1959","Cluster_2097_evm.TU.chromosome_10.2436","Cluster_2097","evm.TU.chromosome_10.2436","TP5",-0.6,-0.2,"1"
"1960","Cluster_2097_evm.TU.chromosome_10.2499","Cluster_2097","evm.TU.chromosome_10.2499","TP5",0.4,-1,"2"
"1961","Cluster_2097_evm.TU.chromosome_10.2688","Cluster_2097","evm.TU.chromosome_10.2688","TP5",0,-0.4,"3"
"1962","Cluster_2097_evm.TU.chromosome_10.2925","Cluster_2097","evm.TU.chromosome_10.2925","TP5",0.316227766016838,-0.8,"2"
"1963","Cluster_2097_evm.TU.chromosome_10.3150","Cluster_2097","evm.TU.chromosome_10.3150","TP5",-0.2,-0.4,"3"
"1964","Cluster_2097_evm.TU.chromosome_10.3224","Cluster_2097","evm.TU.chromosome_10.3224","TP5",1,-0.4,"2"
"1965","Cluster_2097_evm.TU.chromosome_10.340","Cluster_2097","evm.TU.chromosome_10.340","TP5",-0.4,-0.8,"3"
"1966","Cluster_2097_evm.TU.chromosome_10.36","Cluster_2097","evm.TU.chromosome_10.36","TP5",-0.4,0.2,"1"
"1967","Cluster_2097_evm.TU.chromosome_10.480","Cluster_2097","evm.TU.chromosome_10.480","TP5",0.6,-0.8,"2"
"1968","Cluster_2097_evm.TU.chromosome_10.917","Cluster_2097","evm.TU.chromosome_10.917","TP5",-0.8,-0.4,"1"
"1969","Cluster_2097_evm.TU.chromosome_10.924","Cluster_2097","evm.TU.chromosome_10.924","TP5",-0.4,0.4,"1"
"1970","Cluster_2097_evm.TU.chromosome_11.1109","Cluster_2097","evm.TU.chromosome_11.1109","TP5",0,-0.8,"3"
"1971","Cluster_2097_evm.TU.chromosome_11.1292","Cluster_2097","evm.TU.chromosome_11.1292","TP5",0,0.6,"3"
"1972","Cluster_2097_evm.TU.chromosome_11.1306","Cluster_2097","evm.TU.chromosome_11.1306","TP5",0.4,-0.2,"2"
"1973","Cluster_2097_evm.TU.chromosome_11.140","Cluster_2097","evm.TU.chromosome_11.140","TP5",-0.6,-0.8,"3"
"1974","Cluster_2097_evm.TU.chromosome_11.1437","Cluster_2097","evm.TU.chromosome_11.1437","TP5",-0.4,0.4,"1"
"1975","Cluster_2097_evm.TU.chromosome_11.1479","Cluster_2097","evm.TU.chromosome_11.1479","TP5",-0.316227766016838,-0.8,"3"
"1976","Cluster_2097_evm.TU.chromosome_11.1495","Cluster_2097","evm.TU.chromosome_11.1495","TP5",-0.4,0.4,"1"
"1977","Cluster_2097_evm.TU.chromosome_11.1512","Cluster_2097","evm.TU.chromosome_11.1512","TP5",-0.4,-0.2,"3"
"1978","Cluster_2097_evm.TU.chromosome_11.1528","Cluster_2097","evm.TU.chromosome_11.1528","TP5",-0.6,0.4,"1"
"1979","Cluster_2097_evm.TU.chromosome_11.1605","Cluster_2097","evm.TU.chromosome_11.1605","TP5",-0.948683298050514,-0.8,"1"
"1980","Cluster_2097_evm.TU.chromosome_11.2066","Cluster_2097","evm.TU.chromosome_11.2066","TP5",0.2,0,"3"
"1981","Cluster_2097_evm.TU.chromosome_11.2085","Cluster_2097","evm.TU.chromosome_11.2085","TP5",-0.774596669241483,-0.4,"1"
"1982","Cluster_2097_evm.TU.chromosome_11.2598","Cluster_2097","evm.TU.chromosome_11.2598","TP5",0,-0.2,"3"
"1983","Cluster_2097_evm.TU.chromosome_11.2742","Cluster_2097","evm.TU.chromosome_11.2742","TP5",0.774596669241483,0.2,"2"
"1984","Cluster_2097_evm.TU.chromosome_11.2756","Cluster_2097","evm.TU.chromosome_11.2756","TP5",-0.737864787372622,-0.210818510677892,"1"
"1985","Cluster_2097_evm.TU.chromosome_11.2757","Cluster_2097","evm.TU.chromosome_11.2757","TP5",-0.316227766016838,-0.948683298050514,"3"
"1986","Cluster_2097_evm.TU.chromosome_11.2951","Cluster_2097","evm.TU.chromosome_11.2951","TP5",-0.774596669241483,-0.6,"1"
"1987","Cluster_2097_evm.TU.chromosome_11.40","Cluster_2097","evm.TU.chromosome_11.40","TP5",1,0.8,"2"
"1988","Cluster_2097_evm.TU.chromosome_11.553","Cluster_2097","evm.TU.chromosome_11.553","TP5",-0.258198889747161,-0.258198889747161,"3"
"1989","Cluster_2097_evm.TU.chromosome_11.625","Cluster_2097","evm.TU.chromosome_11.625","TP5",-0.948683298050514,0.6,"1"
"1990","Cluster_2097_evm.TU.chromosome_11.662","Cluster_2097","evm.TU.chromosome_11.662","TP5",-0.948683298050514,-0.774596669241483,"1"
"1991","Cluster_2097_evm.TU.chromosome_11.692","Cluster_2097","evm.TU.chromosome_11.692","TP5",0.774596669241483,0.258198889747161,"2"
"1992","Cluster_2097_evm.TU.chromosome_11.695","Cluster_2097","evm.TU.chromosome_11.695","TP5",0.316227766016838,0.6,"3"
"1993","Cluster_2097_evm.TU.chromosome_11.884","Cluster_2097","evm.TU.chromosome_11.884","TP5",-0.2,0.2,"3"
"1994","Cluster_2097_evm.TU.chromosome_11.893","Cluster_2097","evm.TU.chromosome_11.893","TP5",0,-0.2,"3"
"1995","Cluster_2097_evm.TU.chromosome_11.934","Cluster_2097","evm.TU.chromosome_11.934","TP5",-0.4,0.8,"1"
"1996","Cluster_2097_evm.TU.chromosome_11.939","Cluster_2097","evm.TU.chromosome_11.939","TP5",-0.8,-0.4,"1"
"1997","Cluster_2097_evm.TU.chromosome_12.1","Cluster_2097","evm.TU.chromosome_12.1","TP5",-0.2,-0.4,"3"
"1998","Cluster_2097_evm.TU.chromosome_12.1106","Cluster_2097","evm.TU.chromosome_12.1106","TP5",0.105409255338946,0.4,"3"
"1999","Cluster_2097_evm.TU.chromosome_12.1286","Cluster_2097","evm.TU.chromosome_12.1286","TP5",-0.948683298050514,-0.4,"1"
"2000","Cluster_2097_evm.TU.chromosome_12.1571","Cluster_2097","evm.TU.chromosome_12.1571","TP5",-0.8,-0.4,"1"
"2001","Cluster_2097_evm.TU.chromosome_12.184","Cluster_2097","evm.TU.chromosome_12.184","TP5",-0.2,0.105409255338946,"3"
"2002","Cluster_2097_evm.TU.chromosome_12.2292","Cluster_2097","evm.TU.chromosome_12.2292","TP5",-0.4,-0.2,"3"
"2003","Cluster_2097_evm.TU.chromosome_12.2615","Cluster_2097","evm.TU.chromosome_12.2615","TP5",0.2,-0.2,"3"
"2004","Cluster_2097_evm.TU.chromosome_12.2620","Cluster_2097","evm.TU.chromosome_12.2620","TP5",0.4,0.8,"3"
"2005","Cluster_2097_evm.TU.chromosome_12.2657","Cluster_2097","evm.TU.chromosome_12.2657","TP5",0,1,"1"
"2006","Cluster_2097_evm.TU.chromosome_12.2763","Cluster_2097","evm.TU.chromosome_12.2763","TP5",0.2,0.4,"3"
"2007","Cluster_2097_evm.TU.chromosome_12.2790","Cluster_2097","evm.TU.chromosome_12.2790","TP5",0.948683298050514,0.774596669241483,"2"
"2008","Cluster_2097_evm.TU.chromosome_12.2926","Cluster_2097","evm.TU.chromosome_12.2926","TP5",-0.316227766016838,-0.2,"3"
"2009","Cluster_2097_evm.TU.chromosome_12.2946","Cluster_2097","evm.TU.chromosome_12.2946","TP5",-0.210818510677892,0.8,"1"
"2010","Cluster_2097_evm.TU.chromosome_12.3024","Cluster_2097","evm.TU.chromosome_12.3024","TP5",-0.4,0.2,"1"
"2011","Cluster_2097_evm.TU.chromosome_12.3080","Cluster_2097","evm.TU.chromosome_12.3080","TP5",-0.4,-0.8,"3"
"2012","Cluster_2097_evm.TU.chromosome_12.3101","Cluster_2097","evm.TU.chromosome_12.3101","TP5",0,-0.8,"3"
"2013","Cluster_2097_evm.TU.chromosome_12.327","Cluster_2097","evm.TU.chromosome_12.327","TP5",-0.4,0.8,"1"
"2014","Cluster_2097_evm.TU.chromosome_12.3288","Cluster_2097","evm.TU.chromosome_12.3288","TP5",0,0.8,"3"
"2015","Cluster_2097_evm.TU.chromosome_12.3356","Cluster_2097","evm.TU.chromosome_12.3356","TP5",-0.4,-0.2,"3"
"2016","Cluster_2097_evm.TU.chromosome_12.3533","Cluster_2097","evm.TU.chromosome_12.3533","TP5",0.4,-0.8,"2"
"2017","Cluster_2097_evm.TU.chromosome_12.3895","Cluster_2097","evm.TU.chromosome_12.3895","TP5",-0.8,0.2,"1"
"2018","Cluster_2097_evm.TU.chromosome_12.4045","Cluster_2097","evm.TU.chromosome_12.4045","TP5",-0.4,0.4,"1"
"2019","Cluster_2097_evm.TU.chromosome_12.4046","Cluster_2097","evm.TU.chromosome_12.4046","TP5",-0.774596669241483,-0.2,"1"
"2020","Cluster_2097_evm.TU.chromosome_12.441","Cluster_2097","evm.TU.chromosome_12.441","TP5",-0.8,0.4,"1"
"2021","Cluster_2097_evm.TU.chromosome_12.72","Cluster_2097","evm.TU.chromosome_12.72","TP5",0.8,-0.4,"2"
"2022","Cluster_2097_evm.TU.chromosome_12.888","Cluster_2097","evm.TU.chromosome_12.888","TP5",-0.316227766016838,-0.8,"3"
"2023","Cluster_2097_evm.TU.chromosome_12.922","Cluster_2097","evm.TU.chromosome_12.922","TP5",0.4,0.8,"3"
"2024","Cluster_2097_evm.TU.chromosome_13.1105","Cluster_2097","evm.TU.chromosome_13.1105","TP5",-0.8,-0.8,"1"
"2025","Cluster_2097_evm.TU.chromosome_13.1121","Cluster_2097","evm.TU.chromosome_13.1121","TP5",-0.2,-0.4,"3"
"2026","Cluster_2097_evm.TU.chromosome_13.1167","Cluster_2097","evm.TU.chromosome_13.1167","TP5",-0.4,-0.6,"3"
"2027","Cluster_2097_evm.TU.chromosome_13.1265","Cluster_2097","evm.TU.chromosome_13.1265","TP5",-0.8,-0.8,"1"
"2028","Cluster_2097_evm.TU.chromosome_13.1616","Cluster_2097","evm.TU.chromosome_13.1616","TP5",0,-0.4,"3"
"2029","Cluster_2097_evm.TU.chromosome_13.1767","Cluster_2097","evm.TU.chromosome_13.1767","TP5",0.774596669241483,-0.948683298050514,"2"
"2030","Cluster_2097_evm.TU.chromosome_13.186","Cluster_2097","evm.TU.chromosome_13.186","TP5",0.6,0.4,"2"
"2031","Cluster_2097_evm.TU.chromosome_13.1918","Cluster_2097","evm.TU.chromosome_13.1918","TP5",0,-0.2,"3"
"2032","Cluster_2097_evm.TU.chromosome_13.196","Cluster_2097","evm.TU.chromosome_13.196","TP5",0.774596669241483,0.105409255338946,"2"
"2033","Cluster_2097_evm.TU.chromosome_13.2090","Cluster_2097","evm.TU.chromosome_13.2090","TP5",-0.316227766016838,-0.8,"3"
"2034","Cluster_2097_evm.TU.chromosome_13.2102","Cluster_2097","evm.TU.chromosome_13.2102","TP5",0.316227766016838,-0.4,"2"
"2035","Cluster_2097_evm.TU.chromosome_13.2159","Cluster_2097","evm.TU.chromosome_13.2159","TP5",0,0.4,"3"
"2036","Cluster_2097_evm.TU.chromosome_13.2379","Cluster_2097","evm.TU.chromosome_13.2379","TP5",0,0,"3"
"2037","Cluster_2097_evm.TU.chromosome_13.2397","Cluster_2097","evm.TU.chromosome_13.2397","TP5",0.2,-0.8,"2"
"2038","Cluster_2097_evm.TU.chromosome_13.2468","Cluster_2097","evm.TU.chromosome_13.2468","TP5",0.774596669241483,-0.4,"2"
"2039","Cluster_2097_evm.TU.chromosome_13.2634","Cluster_2097","evm.TU.chromosome_13.2634","TP5",0.316227766016838,0.8,"3"
"2040","Cluster_2097_evm.TU.chromosome_13.2680","Cluster_2097","evm.TU.chromosome_13.2680","TP5",0,1,"1"
"2041","Cluster_2097_evm.TU.chromosome_13.287","Cluster_2097","evm.TU.chromosome_13.287","TP5",-0.8,0.4,"1"
"2042","Cluster_2097_evm.TU.chromosome_13.3034","Cluster_2097","evm.TU.chromosome_13.3034","TP5",0.4,-0.4,"2"
"2043","Cluster_2097_evm.TU.chromosome_13.3144","Cluster_2097","evm.TU.chromosome_13.3144","TP5",0.2,-0.2,"3"
"2044","Cluster_2097_evm.TU.chromosome_13.3174","Cluster_2097","evm.TU.chromosome_13.3174","TP5",0.6,-0.4,"2"
"2045","Cluster_2097_evm.TU.chromosome_13.3187","Cluster_2097","evm.TU.chromosome_13.3187","TP5",-0.4,-0.4,"3"
"2046","Cluster_2097_evm.TU.chromosome_13.3299","Cluster_2097","evm.TU.chromosome_13.3299","TP5",-0.4,-0.8,"3"
"2047","Cluster_2097_evm.TU.chromosome_13.3404","Cluster_2097","evm.TU.chromosome_13.3404","TP5",0.4,0,"2"
"2048","Cluster_2097_evm.TU.chromosome_13.3667","Cluster_2097","evm.TU.chromosome_13.3667","TP5",-0.4,-0.4,"3"
"2049","Cluster_2097_evm.TU.chromosome_13.4020","Cluster_2097","evm.TU.chromosome_13.4020","TP5",-0.2,-1,"3"
"2050","Cluster_2097_evm.TU.chromosome_13.4052","Cluster_2097","evm.TU.chromosome_13.4052","TP5",0.2,-1,"2"
"2051","Cluster_2097_evm.TU.chromosome_13.4054","Cluster_2097","evm.TU.chromosome_13.4054","TP5",-0.2,-0.4,"3"
"2052","Cluster_2097_evm.TU.chromosome_13.4109","Cluster_2097","evm.TU.chromosome_13.4109","TP5",0.105409255338946,0.632455532033676,"3"
"2053","Cluster_2097_evm.TU.chromosome_13.4155","Cluster_2097","evm.TU.chromosome_13.4155","TP5",-0.4,0.8,"1"
"2054","Cluster_2097_evm.TU.chromosome_13.435","Cluster_2097","evm.TU.chromosome_13.435","TP5",-0.4,-0.8,"3"
"2055","Cluster_2097_evm.TU.chromosome_13.494","Cluster_2097","evm.TU.chromosome_13.494","TP5",-1,0.4,"1"
"2056","Cluster_2097_evm.TU.chromosome_13.670","Cluster_2097","evm.TU.chromosome_13.670","TP5",0.2,0.4,"3"
"2057","Cluster_2097_evm.TU.chromosome_13.681","Cluster_2097","evm.TU.chromosome_13.681","TP5",0.8,0.8,"2"
"2058","Cluster_2097_evm.TU.chromosome_13.833","Cluster_2097","evm.TU.chromosome_13.833","TP5",0.6,-0.2,"2"
"2059","Cluster_2097_evm.TU.chromosome_14.1233","Cluster_2097","evm.TU.chromosome_14.1233","TP5",0.4,-0.8,"2"
"2060","Cluster_2097_evm.TU.chromosome_14.130","Cluster_2097","evm.TU.chromosome_14.130","TP5",0,-0.632455532033676,"3"
"2061","Cluster_2097_evm.TU.chromosome_14.1657","Cluster_2097","evm.TU.chromosome_14.1657","TP5",0.2,0,"3"
"2062","Cluster_2097_evm.TU.chromosome_14.1781","Cluster_2097","evm.TU.chromosome_14.1781","TP5",-0.316227766016838,0.105409255338946,"1"
"2063","Cluster_2097_evm.TU.chromosome_14.181","Cluster_2097","evm.TU.chromosome_14.181","TP5",-0.4,-0.8,"3"
"2064","Cluster_2097_evm.TU.chromosome_14.1827","Cluster_2097","evm.TU.chromosome_14.1827","TP5",-0.4,-0.8,"3"
"2065","Cluster_2097_evm.TU.chromosome_14.3758","Cluster_2097","evm.TU.chromosome_14.3758","TP5",-0.774596669241483,0.774596669241483,"1"
"2066","Cluster_2097_evm.TU.chromosome_14.420","Cluster_2097","evm.TU.chromosome_14.420","TP5",0.4,-0.2,"2"
"2067","Cluster_2097_evm.TU.chromosome_14.4745","Cluster_2097","evm.TU.chromosome_14.4745","TP5",0.2,0.4,"3"
"2068","Cluster_2097_evm.TU.chromosome_14.4755","Cluster_2097","evm.TU.chromosome_14.4755","TP5",-0.4,-0.774596669241483,"3"
"2069","Cluster_2097_evm.TU.chromosome_14.4759","Cluster_2097","evm.TU.chromosome_14.4759","TP5",-1,-0.4,"1"
"2070","Cluster_2097_evm.TU.chromosome_14.5250","Cluster_2097","evm.TU.chromosome_14.5250","TP5",0.2,0.4,"3"
"2071","Cluster_2097_evm.TU.chromosome_14.5303","Cluster_2097","evm.TU.chromosome_14.5303","TP5",0.8,0.2,"2"
"2072","Cluster_2097_evm.TU.chromosome_14.5407","Cluster_2097","evm.TU.chromosome_14.5407","TP5",-0.316227766016838,-0.4,"3"
"2073","Cluster_2097_evm.TU.chromosome_14.541","Cluster_2097","evm.TU.chromosome_14.541","TP5",-0.2,1,"1"
"2074","Cluster_2097_evm.TU.chromosome_14.545","Cluster_2097","evm.TU.chromosome_14.545","TP5",0.4,0.4,"3"
"2075","Cluster_2097_evm.TU.chromosome_14.5760","Cluster_2097","evm.TU.chromosome_14.5760","TP5",-0.2,0.8,"1"
"2076","Cluster_2097_evm.TU.chromosome_14.577","Cluster_2097","evm.TU.chromosome_14.577","TP5",-0.6,-0.4,"1"
"2077","Cluster_2097_evm.TU.chromosome_14.5791","Cluster_2097","evm.TU.chromosome_14.5791","TP5",-0.8,0.8,"1"
"2078","Cluster_2097_evm.TU.chromosome_14.5835","Cluster_2097","evm.TU.chromosome_14.5835","TP5",1,-0.8,"2"
"2079","Cluster_2097_evm.TU.chromosome_14.5866","Cluster_2097","evm.TU.chromosome_14.5866","TP5",0.8,0.2,"2"
"2080","Cluster_2097_evm.TU.chromosome_14.589","Cluster_2097","evm.TU.chromosome_14.589","TP5",0.737864787372622,-0.8,"2"
"2081","Cluster_2097_evm.TU.chromosome_14.5950","Cluster_2097","evm.TU.chromosome_14.5950","TP5",0.6,-0.4,"2"
"2082","Cluster_2097_evm.TU.chromosome_14.5977","Cluster_2097","evm.TU.chromosome_14.5977","TP5",0.4,-0.8,"2"
"2083","Cluster_2097_evm.TU.chromosome_14.5979","Cluster_2097","evm.TU.chromosome_14.5979","TP5",0.8,0.8,"2"
"2084","Cluster_2097_evm.TU.chromosome_14.602","Cluster_2097","evm.TU.chromosome_14.602","TP5",0.2,-1,"2"
"2085","Cluster_2097_evm.TU.chromosome_14.6427","Cluster_2097","evm.TU.chromosome_14.6427","TP5",0.4,0.4,"3"
"2086","Cluster_2097_evm.TU.chromosome_14.6503","Cluster_2097","evm.TU.chromosome_14.6503","TP5",0.4,0.4,"3"
"2087","Cluster_2097_evm.TU.chromosome_14.6541","Cluster_2097","evm.TU.chromosome_14.6541","TP5",0.2,0.8,"3"
"2088","Cluster_2097_evm.TU.chromosome_14.6805","Cluster_2097","evm.TU.chromosome_14.6805","TP5",0.4,-0.2,"2"
"2089","Cluster_2097_evm.TU.chromosome_14.6873","Cluster_2097","evm.TU.chromosome_14.6873","TP5",0,0.8,"3"
"2090","Cluster_2097_evm.TU.chromosome_14.6939","Cluster_2097","evm.TU.chromosome_14.6939","TP5",0.210818510677892,0.258198889747161,"3"
"2091","Cluster_2097_evm.TU.chromosome_14.6958","Cluster_2097","evm.TU.chromosome_14.6958","TP5",-0.4,0.4,"1"
"2092","Cluster_2097_evm.TU.chromosome_14.7000","Cluster_2097","evm.TU.chromosome_14.7000","TP5",-0.210818510677892,-0.737864787372622,"3"
"2093","Cluster_2097_evm.TU.chromosome_14.7003","Cluster_2097","evm.TU.chromosome_14.7003","TP5",0.316227766016838,-0.737864787372622,"2"
"2094","Cluster_2097_evm.TU.chromosome_14.7005","Cluster_2097","evm.TU.chromosome_14.7005","TP5",0.4,-0.737864787372622,"2"
"2095","Cluster_2097_evm.TU.chromosome_14.7079","Cluster_2097","evm.TU.chromosome_14.7079","TP5",0.2,0.6,"3"
"2096","Cluster_2097_evm.TU.chromosome_14.7196","Cluster_2097","evm.TU.chromosome_14.7196","TP5",-0.948683298050514,0.210818510677892,"1"
"2097","Cluster_2097_evm.TU.chromosome_14.78","Cluster_2097","evm.TU.chromosome_14.78","TP5",0,-0.2,"3"
"2098","Cluster_2097_evm.TU.chromosome_2.1057","Cluster_2097","evm.TU.chromosome_2.1057","TP5",0.4,-0.4,"2"
"2099","Cluster_2097_evm.TU.chromosome_2.1152","Cluster_2097","evm.TU.chromosome_2.1152","TP5",0.8,0.6,"2"
"2100","Cluster_2097_evm.TU.chromosome_2.1373","Cluster_2097","evm.TU.chromosome_2.1373","TP5",-0.737864787372622,0.105409255338946,"1"
"2101","Cluster_2097_evm.TU.chromosome_2.1374","Cluster_2097","evm.TU.chromosome_2.1374","TP5",-0.4,1,"1"
"2102","Cluster_2097_evm.TU.chromosome_2.1377","Cluster_2097","evm.TU.chromosome_2.1377","TP5",0.4,-0.8,"2"
"2103","Cluster_2097_evm.TU.chromosome_2.1492","Cluster_2097","evm.TU.chromosome_2.1492","TP5",0,0.105409255338946,"3"
"2104","Cluster_2097_evm.TU.chromosome_2.487","Cluster_2097","evm.TU.chromosome_2.487","TP5",-0.2,0.2,"3"
"2105","Cluster_2097_evm.TU.chromosome_2.536","Cluster_2097","evm.TU.chromosome_2.536","TP5",-0.2,-0.4,"3"
"2106","Cluster_2097_evm.TU.chromosome_2.60","Cluster_2097","evm.TU.chromosome_2.60","TP5",-0.2,-0.4,"3"
"2107","Cluster_2097_evm.TU.chromosome_2.637","Cluster_2097","evm.TU.chromosome_2.637","TP5",-0.2,1,"1"
"2108","Cluster_2097_evm.TU.chromosome_2.788","Cluster_2097","evm.TU.chromosome_2.788","TP5",0.2,0.8,"3"
"2109","Cluster_2097_evm.TU.chromosome_2.901","Cluster_2097","evm.TU.chromosome_2.901","TP5",1,0.8,"2"
"2110","Cluster_2097_evm.TU.chromosome_3.1079","Cluster_2097","evm.TU.chromosome_3.1079","TP5",-0.948683298050514,-0.105409255338946,"1"
"2111","Cluster_2097_evm.TU.chromosome_3.1143","Cluster_2097","evm.TU.chromosome_3.1143","TP5",0.4,-0.4,"2"
"2112","Cluster_2097_evm.TU.chromosome_3.1473","Cluster_2097","evm.TU.chromosome_3.1473","TP5",0.2,-0.8,"2"
"2113","Cluster_2097_evm.TU.chromosome_3.1603","Cluster_2097","evm.TU.chromosome_3.1603","TP5",0.4,-1,"2"
"2114","Cluster_2097_evm.TU.chromosome_3.1677","Cluster_2097","evm.TU.chromosome_3.1677","TP5",-0.4,0.8,"1"
"2115","Cluster_2097_evm.TU.chromosome_3.1766","Cluster_2097","evm.TU.chromosome_3.1766","TP5",-0.2,0.4,"1"
"2116","Cluster_2097_evm.TU.chromosome_3.1954","Cluster_2097","evm.TU.chromosome_3.1954","TP5",-0.6,-0.4,"1"
"2117","Cluster_2097_evm.TU.chromosome_3.45","Cluster_2097","evm.TU.chromosome_3.45","TP5",0.4,-0.4,"2"
"2118","Cluster_2097_evm.TU.chromosome_3.702","Cluster_2097","evm.TU.chromosome_3.702","TP5",-0.4,-0.8,"3"
"2119","Cluster_2097_evm.TU.chromosome_3.763","Cluster_2097","evm.TU.chromosome_3.763","TP5",-0.6,0.4,"1"
"2120","Cluster_2097_evm.TU.chromosome_3.785","Cluster_2097","evm.TU.chromosome_3.785","TP5",0.2,-0.8,"2"
"2121","Cluster_2097_evm.TU.chromosome_3.8","Cluster_2097","evm.TU.chromosome_3.8","TP5",-0.2,0.4,"1"
"2122","Cluster_2097_evm.TU.chromosome_3.81","Cluster_2097","evm.TU.chromosome_3.81","TP5",0.4,-0.8,"2"
"2123","Cluster_2097_evm.TU.chromosome_3.847","Cluster_2097","evm.TU.chromosome_3.847","TP5",0.2,-0.2,"3"
"2124","Cluster_2097_evm.TU.chromosome_3.885","Cluster_2097","evm.TU.chromosome_3.885","TP5",-0.737864787372622,-0.4,"1"
"2125","Cluster_2097_evm.TU.chromosome_3.933","Cluster_2097","evm.TU.chromosome_3.933","TP5",0.6,-0.8,"2"
"2126","Cluster_2097_evm.TU.chromosome_4.1063","Cluster_2097","evm.TU.chromosome_4.1063","TP5",0,-0.4,"3"
"2127","Cluster_2097_evm.TU.chromosome_4.1264","Cluster_2097","evm.TU.chromosome_4.1264","TP5",0.316227766016838,0.632455532033676,"3"
"2128","Cluster_2097_evm.TU.chromosome_4.1270","Cluster_2097","evm.TU.chromosome_4.1270","TP5",0.632455532033676,0.258198889747161,"2"
"2129","Cluster_2097_evm.TU.chromosome_4.1327","Cluster_2097","evm.TU.chromosome_4.1327","TP5",-0.2,0.8,"1"
"2130","Cluster_2097_evm.TU.chromosome_4.1335","Cluster_2097","evm.TU.chromosome_4.1335","TP5",0.8,1,"2"
"2131","Cluster_2097_evm.TU.chromosome_4.1473","Cluster_2097","evm.TU.chromosome_4.1473","TP5",-0.2,0,"3"
"2132","Cluster_2097_evm.TU.chromosome_4.1531","Cluster_2097","evm.TU.chromosome_4.1531","TP5",-0.2,-1,"3"
"2133","Cluster_2097_evm.TU.chromosome_4.1542","Cluster_2097","evm.TU.chromosome_4.1542","TP5",0.6,-0.6,"2"
"2134","Cluster_2097_evm.TU.chromosome_4.1910","Cluster_2097","evm.TU.chromosome_4.1910","TP5",-0.8,-0.4,"1"
"2135","Cluster_2097_evm.TU.chromosome_4.1940","Cluster_2097","evm.TU.chromosome_4.1940","TP5",0.2,0.4,"3"
