"","pair_id","miRNA","mRNA","timepoint","Ambient","Heat","cluster"
"3666","Cluster_3406_evm.TU.chromosome_3.1719","Cluster_3406","evm.TU.chromosome_3.1719","TP5",0.632455532033676,0.316227766016838,"2"
"3667","Cluster_3406_evm.TU.chromosome_3.183","Cluster_3406","evm.TU.chromosome_3.183","TP5",-0.258198889747161,-0.948683298050514,"3"
"3668","Cluster_3406_evm.TU.chromosome_3.20","Cluster_3406","evm.TU.chromosome_3.20","TP5",-0.8,-0.4,"1"
"3669","Cluster_3406_evm.TU.chromosome_3.2037","Cluster_3406","evm.TU.chromosome_3.2037","TP5",-0.4,-0.4,"3"
"3670","Cluster_3406_evm.TU.chromosome_3.249","Cluster_3406","evm.TU.chromosome_3.249","TP5",-0.774596669241483,-0.316227766016838,"1"
"3671","Cluster_3406_evm.TU.chromosome_3.684","Cluster_3406","evm.TU.chromosome_3.684","TP5",0.4,-0.4,"2"
"3672","Cluster_3406_evm.TU.chromosome_3.899","Cluster_3406","evm.TU.chromosome_3.899","TP5",0,-0.6,"3"
"3673","Cluster_3406_evm.TU.chromosome_3.924","Cluster_3406","evm.TU.chromosome_3.924","TP5",-0.8,0.8,"1"
"3674","Cluster_3406_evm.TU.chromosome_4.116","Cluster_3406","evm.TU.chromosome_4.116","TP5",-0.948683298050514,0.4,"1"
"3675","Cluster_3406_evm.TU.chromosome_4.1182","Cluster_3406","evm.TU.chromosome_4.1182","TP5",-0.8,1,"1"
"3676","Cluster_3406_evm.TU.chromosome_4.1191","Cluster_3406","evm.TU.chromosome_4.1191","TP5",0.8,-0.258198889747161,"2"
"3677","Cluster_3406_evm.TU.chromosome_4.137","Cluster_3406","evm.TU.chromosome_4.137","TP5",-0.4,0.4,"1"
"3678","Cluster_3406_evm.TU.chromosome_4.1615","Cluster_3406","evm.TU.chromosome_4.1615","TP5",-1,-0.8,"1"
"3679","Cluster_3406_evm.TU.chromosome_4.1872","Cluster_3406","evm.TU.chromosome_4.1872","TP5",-0.8,-1,"1"
"3680","Cluster_3406_evm.TU.chromosome_4.1923","Cluster_3406","evm.TU.chromosome_4.1923","TP5",-0.4,-0.737864787372622,"3"
"3681","Cluster_3406_evm.TU.chromosome_4.2028","Cluster_3406","evm.TU.chromosome_4.2028","TP5",1,0.4,"2"
"3682","Cluster_3406_evm.TU.chromosome_4.2125","Cluster_3406","evm.TU.chromosome_4.2125","TP5",1,-0.632455532033676,"2"
"3683","Cluster_3406_evm.TU.chromosome_4.3","Cluster_3406","evm.TU.chromosome_4.3","TP5",-0.774596669241483,-0.948683298050514,"1"
"3684","Cluster_3406_evm.TU.chromosome_4.62","Cluster_3406","evm.TU.chromosome_4.62","TP5",0.8,-0.8,"2"
"3685","Cluster_3406_evm.TU.chromosome_4.828","Cluster_3406","evm.TU.chromosome_4.828","TP5",-0.2,-0.4,"3"
"3686","Cluster_3406_evm.TU.chromosome_4.829","Cluster_3406","evm.TU.chromosome_4.829","TP5",-0.4,-0.105409255338946,"1"
"3687","Cluster_3406_evm.TU.chromosome_4.852","Cluster_3406","evm.TU.chromosome_4.852","TP5",-1,-0.4,"1"
"3688","Cluster_3406_evm.TU.chromosome_5.1016","Cluster_3406","evm.TU.chromosome_5.1016","TP5",0.258198889747161,-0.774596669241483,"2"
"3689","Cluster_3406_evm.TU.chromosome_5.1145","Cluster_3406","evm.TU.chromosome_5.1145","TP5",-0.774596669241483,-0.632455532033676,"1"
"3690","Cluster_3406_evm.TU.chromosome_5.1777","Cluster_3406","evm.TU.chromosome_5.1777","TP5",0.4,0.8,"3"
"3691","Cluster_3406_evm.TU.chromosome_5.1869","Cluster_3406","evm.TU.chromosome_5.1869","TP5",0.2,0.4,"3"
"3692","Cluster_3406_evm.TU.chromosome_5.1954","Cluster_3406","evm.TU.chromosome_5.1954","TP5",-1,-0.2,"1"
"3693","Cluster_3406_evm.TU.chromosome_5.2211","Cluster_3406","evm.TU.chromosome_5.2211","TP5",0.4,-1,"2"
"3694","Cluster_3406_evm.TU.chromosome_5.229","Cluster_3406","evm.TU.chromosome_5.229","TP5",0.8,-0.8,"2"
"3695","Cluster_3406_evm.TU.chromosome_5.2319","Cluster_3406","evm.TU.chromosome_5.2319","TP5",0.8,-0.8,"2"
"3696","Cluster_3406_evm.TU.chromosome_5.2320","Cluster_3406","evm.TU.chromosome_5.2320","TP5",-0.4,0.8,"1"
"3697","Cluster_3406_evm.TU.chromosome_5.2489","Cluster_3406","evm.TU.chromosome_5.2489","TP5",0.8,-0.4,"2"
"3698","Cluster_3406_evm.TU.chromosome_5.2734","Cluster_3406","evm.TU.chromosome_5.2734","TP5",-0.4,-0.105409255338946,"1"
"3699","Cluster_3406_evm.TU.chromosome_5.276","Cluster_3406","evm.TU.chromosome_5.276","TP5",-0.8,-0.2,"1"
"3700","Cluster_3406_evm.TU.chromosome_5.644","Cluster_3406","evm.TU.chromosome_5.644","TP5",-0.4,0,"1"
"3701","Cluster_3406_evm.TU.chromosome_5.846","Cluster_3406","evm.TU.chromosome_5.846","TP5",-0.8,1,"1"
"3702","Cluster_3406_evm.TU.chromosome_6.1064","Cluster_3406","evm.TU.chromosome_6.1064","TP5",0.4,-1,"2"
"3703","Cluster_3406_evm.TU.chromosome_6.1341","Cluster_3406","evm.TU.chromosome_6.1341","TP5",-0.2,-0.2,"3"
"3704","Cluster_3406_evm.TU.chromosome_6.1733","Cluster_3406","evm.TU.chromosome_6.1733","TP5",-0.774596669241483,0.774596669241483,"1"
"3705","Cluster_3406_evm.TU.chromosome_6.1740","Cluster_3406","evm.TU.chromosome_6.1740","TP5",-0.8,-0.8,"1"
"3706","Cluster_3406_evm.TU.chromosome_6.2139","Cluster_3406","evm.TU.chromosome_6.2139","TP5",0.8,0.8,"2"
"3707","Cluster_3406_evm.TU.chromosome_6.314","Cluster_3406","evm.TU.chromosome_6.314","TP5",-0.948683298050514,-0.8,"1"
"3708","Cluster_3406_evm.TU.chromosome_6.317","Cluster_3406","evm.TU.chromosome_6.317","TP5",-0.737864787372622,-0.948683298050514,"1"
"3709","Cluster_3406_evm.TU.chromosome_6.339","Cluster_3406","evm.TU.chromosome_6.339","TP5",0.4,-0.2,"2"
"3710","Cluster_3406_evm.TU.chromosome_6.366","Cluster_3406","evm.TU.chromosome_6.366","TP5",-0.210818510677892,-0.774596669241483,"3"
"3711","Cluster_3406_evm.TU.chromosome_6.649","Cluster_3406","evm.TU.chromosome_6.649","TP5",-0.2,-0.8,"3"
"3712","Cluster_3406_evm.TU.chromosome_7.1294","Cluster_3406","evm.TU.chromosome_7.1294","TP5",0.4,1,"3"
"3713","Cluster_3406_evm.TU.chromosome_7.1342","Cluster_3406","evm.TU.chromosome_7.1342","TP5",-0.4,-0.2,"3"
"3714","Cluster_3406_evm.TU.chromosome_7.1343","Cluster_3406","evm.TU.chromosome_7.1343","TP5",1,-0.4,"2"
"3715","Cluster_3406_evm.TU.chromosome_7.1365","Cluster_3406","evm.TU.chromosome_7.1365","TP5",-0.8,0.8,"1"
"3716","Cluster_3406_evm.TU.chromosome_7.1381","Cluster_3406","evm.TU.chromosome_7.1381","TP5",0.4,-0.2,"2"
"3717","Cluster_3406_evm.TU.chromosome_7.14","Cluster_3406","evm.TU.chromosome_7.14","TP5",-0.258198889747161,0.105409255338946,"3"
"3718","Cluster_3406_evm.TU.chromosome_7.1452","Cluster_3406","evm.TU.chromosome_7.1452","TP5",-0.258198889747161,-0.737864787372622,"3"
"3719","Cluster_3406_evm.TU.chromosome_7.1474","Cluster_3406","evm.TU.chromosome_7.1474","TP5",0,0.8,"3"
"3720","Cluster_3406_evm.TU.chromosome_7.1619","Cluster_3406","evm.TU.chromosome_7.1619","TP5",-0.210818510677892,-0.8,"3"
"3721","Cluster_3406_evm.TU.chromosome_7.1663","Cluster_3406","evm.TU.chromosome_7.1663","TP5",-0.948683298050514,-0.105409255338946,"1"
"3722","Cluster_3406_evm.TU.chromosome_7.1666","Cluster_3406","evm.TU.chromosome_7.1666","TP5",0.2,1,"3"
"3723","Cluster_3406_evm.TU.chromosome_7.2547","Cluster_3406","evm.TU.chromosome_7.2547","TP5",0.316227766016838,-0.632455532033676,"2"
"3724","Cluster_3406_evm.TU.chromosome_7.469","Cluster_3406","evm.TU.chromosome_7.469","TP5",1,0.8,"2"
"3725","Cluster_3406_evm.TU.chromosome_8.1059","Cluster_3406","evm.TU.chromosome_8.1059","TP5",0.8,0.8,"2"
"3726","Cluster_3406_evm.TU.chromosome_8.1165","Cluster_3406","evm.TU.chromosome_8.1165","TP5",-1,0,"1"
"3727","Cluster_3406_evm.TU.chromosome_8.1468","Cluster_3406","evm.TU.chromosome_8.1468","TP5",-0.632455532033676,0.8,"1"
"3728","Cluster_3406_evm.TU.chromosome_8.147","Cluster_3406","evm.TU.chromosome_8.147","TP5",0.948683298050514,0.6,"2"
"3729","Cluster_3406_evm.TU.chromosome_8.1562","Cluster_3406","evm.TU.chromosome_8.1562","TP5",-0.8,0.8,"1"
"3730","Cluster_3406_evm.TU.chromosome_8.1759","Cluster_3406","evm.TU.chromosome_8.1759","TP5",0.632455532033676,0.2,"2"
"3731","Cluster_3406_evm.TU.chromosome_8.1810","Cluster_3406","evm.TU.chromosome_8.1810","TP5",-0.8,-0.8,"1"
"3732","Cluster_3406_evm.TU.chromosome_8.1946","Cluster_3406","evm.TU.chromosome_8.1946","TP5",-1,-0.4,"1"
"3733","Cluster_3406_evm.TU.chromosome_8.2523","Cluster_3406","evm.TU.chromosome_8.2523","TP5",-0.632455532033676,0.6,"1"
"3734","Cluster_3406_evm.TU.chromosome_8.2547","Cluster_3406","evm.TU.chromosome_8.2547","TP5",0,1,"1"
"3735","Cluster_3406_evm.TU.chromosome_8.2767","Cluster_3406","evm.TU.chromosome_8.2767","TP5",-0.210818510677892,-0.6,"3"
"3736","Cluster_3406_evm.TU.chromosome_8.382","Cluster_3406","evm.TU.chromosome_8.382","TP5",-1,-0.4,"1"
"3737","Cluster_3406_evm.TU.chromosome_8.396","Cluster_3406","evm.TU.chromosome_8.396","TP5",-0.948683298050514,-0.258198889747161,"1"
"3738","Cluster_3406_evm.TU.chromosome_8.473","Cluster_3406","evm.TU.chromosome_8.473","TP5",-0.6,-0.4,"1"
"3739","Cluster_3406_evm.TU.chromosome_8.48","Cluster_3406","evm.TU.chromosome_8.48","TP5",-0.737864787372622,0.6,"1"
"3740","Cluster_3406_evm.TU.chromosome_9.1172","Cluster_3406","evm.TU.chromosome_9.1172","TP5",-0.8,-0.4,"1"
"3741","Cluster_3406_evm.TU.chromosome_9.1472","Cluster_3406","evm.TU.chromosome_9.1472","TP5",-0.6,-0.4,"1"
"3742","Cluster_3406_evm.TU.chromosome_9.1585","Cluster_3406","evm.TU.chromosome_9.1585","TP5",-0.4,-0.8,"3"
"3743","Cluster_3406_evm.TU.chromosome_9.1849","Cluster_3406","evm.TU.chromosome_9.1849","TP5",0.632455532033676,-0.6,"2"
"3744","Cluster_3406_evm.TU.chromosome_9.2111","Cluster_3406","evm.TU.chromosome_9.2111","TP5",-0.8,-0.4,"1"
"3745","Cluster_3406_evm.TU.chromosome_9.2206","Cluster_3406","evm.TU.chromosome_9.2206","TP5",-0.210818510677892,-0.4,"3"
"3746","Cluster_3406_evm.TU.chromosome_9.2239","Cluster_3406","evm.TU.chromosome_9.2239","TP5",-0.8,0.4,"1"
"3747","Cluster_3406_evm.TU.chromosome_9.2291","Cluster_3406","evm.TU.chromosome_9.2291","TP5",-0.8,-0.6,"1"
"3748","Cluster_3406_evm.TU.chromosome_9.2395","Cluster_3406","evm.TU.chromosome_9.2395","TP5",-0.4,-0.2,"3"
"3749","Cluster_3406_evm.TU.chromosome_9.28","Cluster_3406","evm.TU.chromosome_9.28","TP5",0,0.4,"3"
"3750","Cluster_3406_evm.TU.chromosome_9.708","Cluster_3406","evm.TU.chromosome_9.708","TP5",0.8,-0.4,"2"
"3751","Cluster_3406_evm.TU.chromosome_9.753","Cluster_3406","evm.TU.chromosome_9.753","TP5",0.2,-0.2,"3"
"3752","Cluster_3730_evm.TU.chromosome_1.1068","Cluster_3730","evm.TU.chromosome_1.1068","TP5",-0.8,-0.8,"1"
"3753","Cluster_3730_evm.TU.chromosome_1.1254","Cluster_3730","evm.TU.chromosome_1.1254","TP5",0.4,0.8,"3"
"3754","Cluster_3730_evm.TU.chromosome_1.1323","Cluster_3730","evm.TU.chromosome_1.1323","TP5",-1,0.948683298050514,"1"
"3755","Cluster_3730_evm.TU.chromosome_1.1774","Cluster_3730","evm.TU.chromosome_1.1774","TP5",0.4,0,"2"
"3756","Cluster_3730_evm.TU.chromosome_1.503","Cluster_3730","evm.TU.chromosome_1.503","TP5",-0.632455532033676,-0.316227766016838,"1"
"3757","Cluster_3730_evm.TU.chromosome_1.997","Cluster_3730","evm.TU.chromosome_1.997","TP5",-0.2,0.6,"1"
"3758","Cluster_3730_evm.TU.chromosome_10.165","Cluster_3730","evm.TU.chromosome_10.165","TP5",0.4,0,"2"
"3759","Cluster_3730_evm.TU.chromosome_10.1667","Cluster_3730","evm.TU.chromosome_10.1667","TP5",0.4,-0.6,"2"
"3760","Cluster_3730_evm.TU.chromosome_10.1800","Cluster_3730","evm.TU.chromosome_10.1800","TP5",0.4,-0.8,"2"
"3761","Cluster_3730_evm.TU.chromosome_10.1823","Cluster_3730","evm.TU.chromosome_10.1823","TP5",-0.774596669241483,0.948683298050514,"1"
"3762","Cluster_3730_evm.TU.chromosome_10.1848","Cluster_3730","evm.TU.chromosome_10.1848","TP5",0.4,0.316227766016838,"3"
"3763","Cluster_3730_evm.TU.chromosome_10.1931","Cluster_3730","evm.TU.chromosome_10.1931","TP5",-0.737864787372622,0.774596669241483,"1"
"3764","Cluster_3730_evm.TU.chromosome_10.1978","Cluster_3730","evm.TU.chromosome_10.1978","TP5",0.948683298050514,-0.8,"2"
"3765","Cluster_3730_evm.TU.chromosome_10.2051","Cluster_3730","evm.TU.chromosome_10.2051","TP5",-0.210818510677892,-0.4,"3"
"3766","Cluster_3730_evm.TU.chromosome_10.2365","Cluster_3730","evm.TU.chromosome_10.2365","TP5",0,-0.4,"3"
"3767","Cluster_3730_evm.TU.chromosome_10.2410","Cluster_3730","evm.TU.chromosome_10.2410","TP5",-0.8,0.258198889747161,"1"
"3768","Cluster_3730_evm.TU.chromosome_10.2661","Cluster_3730","evm.TU.chromosome_10.2661","TP5",0.2,-0.8,"2"
"3769","Cluster_3730_evm.TU.chromosome_10.2716","Cluster_3730","evm.TU.chromosome_10.2716","TP5",-0.4,-0.4,"3"
"3770","Cluster_3730_evm.TU.chromosome_10.2727","Cluster_3730","evm.TU.chromosome_10.2727","TP5",0.2,0.8,"3"
"3771","Cluster_3730_evm.TU.chromosome_10.2857","Cluster_3730","evm.TU.chromosome_10.2857","TP5",0.948683298050514,0.8,"2"
"3772","Cluster_3730_evm.TU.chromosome_10.2964","Cluster_3730","evm.TU.chromosome_10.2964","TP5",-0.2,0.8,"1"
"3773","Cluster_3730_evm.TU.chromosome_10.3175","Cluster_3730","evm.TU.chromosome_10.3175","TP5",0.316227766016838,0.737864787372622,"3"
"3774","Cluster_3730_evm.TU.chromosome_10.370","Cluster_3730","evm.TU.chromosome_10.370","TP5",-0.4,0.4,"1"
"3775","Cluster_3730_evm.TU.chromosome_10.443","Cluster_3730","evm.TU.chromosome_10.443","TP5",-0.8,0.6,"1"
"3776","Cluster_3730_evm.TU.chromosome_11.105","Cluster_3730","evm.TU.chromosome_11.105","TP5",0.4,0.2,"3"
"3777","Cluster_3730_evm.TU.chromosome_11.1134","Cluster_3730","evm.TU.chromosome_11.1134","TP5",-0.4,-0.4,"3"
"3778","Cluster_3730_evm.TU.chromosome_11.1420","Cluster_3730","evm.TU.chromosome_11.1420","TP5",0.8,0.4,"2"
"3779","Cluster_3730_evm.TU.chromosome_11.1517","Cluster_3730","evm.TU.chromosome_11.1517","TP5",0.2,0.6,"3"
"3780","Cluster_3730_evm.TU.chromosome_11.1647","Cluster_3730","evm.TU.chromosome_11.1647","TP5",0.258198889747161,-0.632455532033676,"2"
"3781","Cluster_3730_evm.TU.chromosome_11.1669","Cluster_3730","evm.TU.chromosome_11.1669","TP5",-0.6,-0.4,"1"
"3782","Cluster_3730_evm.TU.chromosome_11.1854","Cluster_3730","evm.TU.chromosome_11.1854","TP5",-1,-0.4,"1"
"3783","Cluster_3730_evm.TU.chromosome_11.2267","Cluster_3730","evm.TU.chromosome_11.2267","TP5",0.8,-0.4,"2"
"3784","Cluster_3730_evm.TU.chromosome_11.2386","Cluster_3730","evm.TU.chromosome_11.2386","TP5",0.4,0.6,"3"
"3785","Cluster_3730_evm.TU.chromosome_11.2415","Cluster_3730","evm.TU.chromosome_11.2415","TP5",-0.8,-0.2,"1"
"3786","Cluster_3730_evm.TU.chromosome_11.2837","Cluster_3730","evm.TU.chromosome_11.2837","TP5",0.2,-0.4,"3"
"3787","Cluster_3730_evm.TU.chromosome_11.3111","Cluster_3730","evm.TU.chromosome_11.3111","TP5",-0.4,0.4,"1"
"3788","Cluster_3730_evm.TU.chromosome_11.38","Cluster_3730","evm.TU.chromosome_11.38","TP5",0,-0.2,"3"
"3789","Cluster_3730_evm.TU.chromosome_11.452","Cluster_3730","evm.TU.chromosome_11.452","TP5",0.316227766016838,0.4,"3"
"3790","Cluster_3730_evm.TU.chromosome_11.70","Cluster_3730","evm.TU.chromosome_11.70","TP5",0.4,0.6,"3"
"3791","Cluster_3730_evm.TU.chromosome_12.1154","Cluster_3730","evm.TU.chromosome_12.1154","TP5",0,0.4,"3"
"3792","Cluster_3730_evm.TU.chromosome_12.1458","Cluster_3730","evm.TU.chromosome_12.1458","TP5",0.6,0.4,"2"
"3793","Cluster_3730_evm.TU.chromosome_12.1482","Cluster_3730","evm.TU.chromosome_12.1482","TP5",-0.4,-0.8,"3"
"3794","Cluster_3730_evm.TU.chromosome_12.1631","Cluster_3730","evm.TU.chromosome_12.1631","TP5",-0.8,0.4,"1"
"3795","Cluster_3730_evm.TU.chromosome_12.1662","Cluster_3730","evm.TU.chromosome_12.1662","TP5",0.8,0.2,"2"
"3796","Cluster_3730_evm.TU.chromosome_12.1672","Cluster_3730","evm.TU.chromosome_12.1672","TP5",0.4,0,"2"
"3797","Cluster_3730_evm.TU.chromosome_12.1860","Cluster_3730","evm.TU.chromosome_12.1860","TP5",0,0.4,"3"
"3798","Cluster_3730_evm.TU.chromosome_12.2434","Cluster_3730","evm.TU.chromosome_12.2434","TP5",0.8,0.6,"2"
"3799","Cluster_3730_evm.TU.chromosome_12.2487","Cluster_3730","evm.TU.chromosome_12.2487","TP5",-0.4,-1,"3"
"3800","Cluster_3730_evm.TU.chromosome_12.2661","Cluster_3730","evm.TU.chromosome_12.2661","TP5",-0.6,0.2,"1"
"3801","Cluster_3730_evm.TU.chromosome_12.2845","Cluster_3730","evm.TU.chromosome_12.2845","TP5",-0.4,0.6,"1"
"3802","Cluster_3730_evm.TU.chromosome_12.2869","Cluster_3730","evm.TU.chromosome_12.2869","TP5",-0.4,-0.4,"3"
"3803","Cluster_3730_evm.TU.chromosome_12.2893","Cluster_3730","evm.TU.chromosome_12.2893","TP5",-0.4,0.8,"1"
"3804","Cluster_3730_evm.TU.chromosome_12.312","Cluster_3730","evm.TU.chromosome_12.312","TP5",-0.2,0.6,"1"
"3805","Cluster_3730_evm.TU.chromosome_12.3169","Cluster_3730","evm.TU.chromosome_12.3169","TP5",-0.4,0.8,"1"
"3806","Cluster_3730_evm.TU.chromosome_12.3475","Cluster_3730","evm.TU.chromosome_12.3475","TP5",-0.4,-0.316227766016838,"3"
"3807","Cluster_3730_evm.TU.chromosome_12.351","Cluster_3730","evm.TU.chromosome_12.351","TP5",-0.8,-0.8,"1"
"3808","Cluster_3730_evm.TU.chromosome_12.354","Cluster_3730","evm.TU.chromosome_12.354","TP5",0.6,0.948683298050514,"3"
"3809","Cluster_3730_evm.TU.chromosome_12.3707","Cluster_3730","evm.TU.chromosome_12.3707","TP5",0.2,0.2,"3"
"3810","Cluster_3730_evm.TU.chromosome_12.3726","Cluster_3730","evm.TU.chromosome_12.3726","TP5",-0.8,0.8,"1"
"3811","Cluster_3730_evm.TU.chromosome_12.3750","Cluster_3730","evm.TU.chromosome_12.3750","TP5",-0.8,0,"1"
"3812","Cluster_3730_evm.TU.chromosome_12.772","Cluster_3730","evm.TU.chromosome_12.772","TP5",-0.8,-0.4,"1"
"3813","Cluster_3730_evm.TU.chromosome_13.1069","Cluster_3730","evm.TU.chromosome_13.1069","TP5",-0.316227766016838,1,"1"
"3814","Cluster_3730_evm.TU.chromosome_13.117","Cluster_3730","evm.TU.chromosome_13.117","TP5",-1,0.2,"1"
"3815","Cluster_3730_evm.TU.chromosome_13.1239","Cluster_3730","evm.TU.chromosome_13.1239","TP5",-0.316227766016838,0.105409255338946,"1"
"3816","Cluster_3730_evm.TU.chromosome_13.1264","Cluster_3730","evm.TU.chromosome_13.1264","TP5",-0.4,-0.8,"3"
"3817","Cluster_3730_evm.TU.chromosome_13.1284","Cluster_3730","evm.TU.chromosome_13.1284","TP5",0.6,-0.4,"2"
"3818","Cluster_3730_evm.TU.chromosome_13.150","Cluster_3730","evm.TU.chromosome_13.150","TP5",0.210818510677892,0.210818510677892,"3"
"3819","Cluster_3730_evm.TU.chromosome_13.1685","Cluster_3730","evm.TU.chromosome_13.1685","TP5",0.774596669241483,0.2,"2"
"3820","Cluster_3730_evm.TU.chromosome_13.1869","Cluster_3730","evm.TU.chromosome_13.1869","TP5",0.8,-0.4,"2"
"3821","Cluster_3730_evm.TU.chromosome_13.2061","Cluster_3730","evm.TU.chromosome_13.2061","TP5",-0.774596669241483,0.737864787372622,"1"
"3822","Cluster_3730_evm.TU.chromosome_13.2081","Cluster_3730","evm.TU.chromosome_13.2081","TP5",-0.737864787372622,0,"1"
"3823","Cluster_3730_evm.TU.chromosome_13.2083","Cluster_3730","evm.TU.chromosome_13.2083","TP5",-0.258198889747161,0.8,"1"
"3824","Cluster_3730_evm.TU.chromosome_13.2089","Cluster_3730","evm.TU.chromosome_13.2089","TP5",0.774596669241483,-0.2,"2"
"3825","Cluster_3730_evm.TU.chromosome_13.2139","Cluster_3730","evm.TU.chromosome_13.2139","TP5",0.6,0.2,"2"
"3826","Cluster_3730_evm.TU.chromosome_13.2232","Cluster_3730","evm.TU.chromosome_13.2232","TP5",-0.8,0.2,"1"
"3827","Cluster_3730_evm.TU.chromosome_13.2265","Cluster_3730","evm.TU.chromosome_13.2265","TP5",0.316227766016838,0.4,"3"
"3828","Cluster_3730_evm.TU.chromosome_13.2282","Cluster_3730","evm.TU.chromosome_13.2282","TP5",-0.2,0.4,"1"
"3829","Cluster_3730_evm.TU.chromosome_13.2291","Cluster_3730","evm.TU.chromosome_13.2291","TP5",-0.6,1,"1"
"3830","Cluster_3730_evm.TU.chromosome_13.2375","Cluster_3730","evm.TU.chromosome_13.2375","TP5",-0.4,0,"1"
"3831","Cluster_3730_evm.TU.chromosome_13.2379","Cluster_3730","evm.TU.chromosome_13.2379","TP5",0.6,0.4,"2"
"3832","Cluster_3730_evm.TU.chromosome_13.2404","Cluster_3730","evm.TU.chromosome_13.2404","TP5",0,0.774596669241483,"3"
"3833","Cluster_3730_evm.TU.chromosome_13.2587","Cluster_3730","evm.TU.chromosome_13.2587","TP5",-0.4,0,"1"
"3834","Cluster_3730_evm.TU.chromosome_13.2996","Cluster_3730","evm.TU.chromosome_13.2996","TP5",0.4,-0.4,"2"
"3835","Cluster_3730_evm.TU.chromosome_13.305","Cluster_3730","evm.TU.chromosome_13.305","TP5",0.6,-0.4,"2"
"3836","Cluster_3730_evm.TU.chromosome_13.3086","Cluster_3730","evm.TU.chromosome_13.3086","TP5",-0.4,-0.6,"3"
"3837","Cluster_3730_evm.TU.chromosome_13.3141","Cluster_3730","evm.TU.chromosome_13.3141","TP5",-0.4,-0.8,"3"
"3838","Cluster_3730_evm.TU.chromosome_13.3483","Cluster_3730","evm.TU.chromosome_13.3483","TP5",0,0.6,"3"
"3839","Cluster_3730_evm.TU.chromosome_13.3486","Cluster_3730","evm.TU.chromosome_13.3486","TP5",-0.4,0.6,"1"
"3840","Cluster_3730_evm.TU.chromosome_13.3736","Cluster_3730","evm.TU.chromosome_13.3736","TP5",0.4,0.8,"3"
"3841","Cluster_3730_evm.TU.chromosome_13.3746","Cluster_3730","evm.TU.chromosome_13.3746","TP5",0.8,0.2,"2"
"3842","Cluster_3730_evm.TU.chromosome_13.3760","Cluster_3730","evm.TU.chromosome_13.3760","TP5",0.632455532033676,0.8,"3"
"3843","Cluster_3730_evm.TU.chromosome_13.3796","Cluster_3730","evm.TU.chromosome_13.3796","TP5",-0.8,-0.2,"1"
"3844","Cluster_3730_evm.TU.chromosome_13.3824","Cluster_3730","evm.TU.chromosome_13.3824","TP5",-0.4,0.2,"1"
"3845","Cluster_3730_evm.TU.chromosome_13.3866","Cluster_3730","evm.TU.chromosome_13.3866","TP5",-0.4,-0.2,"3"
"3846","Cluster_3730_evm.TU.chromosome_13.4089","Cluster_3730","evm.TU.chromosome_13.4089","TP5",-0.4,-0.8,"3"
"3847","Cluster_3730_evm.TU.chromosome_13.470","Cluster_3730","evm.TU.chromosome_13.470","TP5",0.4,-0.4,"2"
"3848","Cluster_3730_evm.TU.chromosome_13.638","Cluster_3730","evm.TU.chromosome_13.638","TP5",0.4,0.8,"3"
"3849","Cluster_3730_evm.TU.chromosome_13.868","Cluster_3730","evm.TU.chromosome_13.868","TP5",-0.2,0,"3"
"3850","Cluster_3730_evm.TU.chromosome_13.95","Cluster_3730","evm.TU.chromosome_13.95","TP5",-0.2,0,"3"
"3851","Cluster_3730_evm.TU.chromosome_13.999","Cluster_3730","evm.TU.chromosome_13.999","TP5",0.4,0.6,"3"
"3852","Cluster_3730_evm.TU.chromosome_14.1317","Cluster_3730","evm.TU.chromosome_14.1317","TP5",-0.2,-0.2,"3"
"3853","Cluster_3730_evm.TU.chromosome_14.1705","Cluster_3730","evm.TU.chromosome_14.1705","TP5",0.8,-0.737864787372622,"2"
"3854","Cluster_3730_evm.TU.chromosome_14.1856","Cluster_3730","evm.TU.chromosome_14.1856","TP5",0.4,0,"2"
"3855","Cluster_3730_evm.TU.chromosome_14.2876","Cluster_3730","evm.TU.chromosome_14.2876","TP5",-0.8,0.258198889747161,"1"
"3856","Cluster_3730_evm.TU.chromosome_14.3341","Cluster_3730","evm.TU.chromosome_14.3341","TP5",0.316227766016838,0.737864787372622,"3"
"3857","Cluster_3730_evm.TU.chromosome_14.3899","Cluster_3730","evm.TU.chromosome_14.3899","TP5",-0.8,0.6,"1"
"3858","Cluster_3730_evm.TU.chromosome_14.5072","Cluster_3730","evm.TU.chromosome_14.5072","TP5",0.6,0.4,"2"
"3859","Cluster_3730_evm.TU.chromosome_14.5312","Cluster_3730","evm.TU.chromosome_14.5312","TP5",0.8,-0.2,"2"
"3860","Cluster_3730_evm.TU.chromosome_14.5316","Cluster_3730","evm.TU.chromosome_14.5316","TP5",0.4,-0.4,"2"
"3861","Cluster_3730_evm.TU.chromosome_14.5319","Cluster_3730","evm.TU.chromosome_14.5319","TP5",0,-0.2,"3"
"3862","Cluster_3730_evm.TU.chromosome_14.5320","Cluster_3730","evm.TU.chromosome_14.5320","TP5",0.8,-0.4,"2"
"3863","Cluster_3730_evm.TU.chromosome_14.5411","Cluster_3730","evm.TU.chromosome_14.5411","TP5",0.4,1,"3"
"3864","Cluster_3730_evm.TU.chromosome_14.550","Cluster_3730","evm.TU.chromosome_14.550","TP5",-0.4,0.6,"1"
"3865","Cluster_3730_evm.TU.chromosome_14.5536","Cluster_3730","evm.TU.chromosome_14.5536","TP5",-1,0.2,"1"
