"","pair_id","miRNA","mRNA","TP0","TP5","TP7","cluster.x","cluster.y","raw_cluster","cluster"
"3422","Cluster_4425_evm.TU.chromosome_9.956","Cluster_4425","evm.TU.chromosome_9.956",-0.6,-0.4,-0.5,"3","3","3","5"
"3423","Cluster_4425_evm.TU.chromosome_9.998","Cluster_4425","evm.TU.chromosome_9.998",-0.2,0.2,0.5,"5","5","5","2"
"3424","Cluster_449_evm.TU.chromosome_1.423","Cluster_449","evm.TU.chromosome_1.423",-0.8,0.2,-0.5,"4","4","4","1"
"3425","Cluster_449_evm.TU.chromosome_11.1708","Cluster_449","evm.TU.chromosome_11.1708",0.8,-0.316227766016838,0.866025403784439,"1","1","1","4"
"3426","Cluster_449_evm.TU.chromosome_11.1711","Cluster_449","evm.TU.chromosome_11.1711",0.4,-0.4,0.5,"1","1","1","4"
"3427","Cluster_449_evm.TU.chromosome_11.2007","Cluster_449","evm.TU.chromosome_11.2007",0.8,0.2,0.5,"3","3","3","5"
"3428","Cluster_449_evm.TU.chromosome_11.256","Cluster_449","evm.TU.chromosome_11.256",-0.2,0.8,0.5,"5","5","5","2"
"3429","Cluster_449_evm.TU.chromosome_12.2474","Cluster_449","evm.TU.chromosome_12.2474",-0.2,0.774596669241483,0.5,"5","5","5","2"
"3430","Cluster_449_evm.TU.chromosome_12.3298","Cluster_449","evm.TU.chromosome_12.3298",0.8,-0.8,-0.866025403784439,"2","2","2","3"
"3431","Cluster_449_evm.TU.chromosome_13.2216","Cluster_449","evm.TU.chromosome_13.2216",-0.4,-0.2,0.5,"5","5","5","2"
"3432","Cluster_449_evm.TU.chromosome_13.303","Cluster_449","evm.TU.chromosome_13.303",0.948683298050514,0.4,-0.5,"2","2","2","3"
"3433","Cluster_449_evm.TU.chromosome_14.6796","Cluster_449","evm.TU.chromosome_14.6796",0,0.2,-0.5,"4","4","4","1"
"3434","Cluster_449_evm.TU.chromosome_2.1908","Cluster_449","evm.TU.chromosome_2.1908",0.632455532033676,-0.8,0.5,"1","1","1","4"
"3435","Cluster_449_evm.TU.chromosome_6.1381","Cluster_449","evm.TU.chromosome_6.1381",0,-0.2,-0.5,"3","3","3","5"
"3436","Cluster_449_evm.TU.chromosome_6.1911","Cluster_449","evm.TU.chromosome_6.1911",0.2,0.632455532033676,0.5,"3","3","3","5"
"3437","Cluster_4640_evm.TU.chromosome_1.1339","Cluster_4640","evm.TU.chromosome_1.1339",-1,-0.4,-0.5,"3","3","3","5"
"3438","Cluster_4640_evm.TU.chromosome_1.1716","Cluster_4640","evm.TU.chromosome_1.1716",-0.2,1,-1,"4","4","4","1"
"3439","Cluster_4640_evm.TU.chromosome_1.1833","Cluster_4640","evm.TU.chromosome_1.1833",-0.8,-0.6,0.5,"5","5","5","2"
"3440","Cluster_4640_evm.TU.chromosome_1.1837","Cluster_4640","evm.TU.chromosome_1.1837",-0.8,-0.4,0.5,"5","5","5","2"
"3441","Cluster_4640_evm.TU.chromosome_1.1841","Cluster_4640","evm.TU.chromosome_1.1841",-0.4,-0.4,-1,"3","3","3","5"
"3442","Cluster_4640_evm.TU.chromosome_1.1855","Cluster_4640","evm.TU.chromosome_1.1855",0.8,-0.8,-0.5,"2","2","2","3"
"3443","Cluster_4640_evm.TU.chromosome_1.322","Cluster_4640","evm.TU.chromosome_1.322",-0.4,-0.4,-1,"3","3","3","5"
"3444","Cluster_4640_evm.TU.chromosome_1.620","Cluster_4640","evm.TU.chromosome_1.620",0.4,-0.8,-1,"2","2","2","3"
"3445","Cluster_4640_evm.TU.chromosome_1.889","Cluster_4640","evm.TU.chromosome_1.889",-0.6,0.8,1,"5","5","5","2"
"3446","Cluster_4640_evm.TU.chromosome_10.1223","Cluster_4640","evm.TU.chromosome_10.1223",0.4,0,0.5,"3","3","3","5"
"3447","Cluster_4640_evm.TU.chromosome_10.1295","Cluster_4640","evm.TU.chromosome_10.1295",-0.4,0,-1,"4","4","4","1"
"3448","Cluster_4640_evm.TU.chromosome_10.1573","Cluster_4640","evm.TU.chromosome_10.1573",0.4,0.2,0.5,"3","3","3","5"
"3449","Cluster_4640_evm.TU.chromosome_10.1893","Cluster_4640","evm.TU.chromosome_10.1893",0.4,0.4,0,"3","3","3","5"
"3450","Cluster_4640_evm.TU.chromosome_10.2012","Cluster_4640","evm.TU.chromosome_10.2012",0.4,0,-1,"2","2","2","3"
"3451","Cluster_4640_evm.TU.chromosome_10.2037","Cluster_4640","evm.TU.chromosome_10.2037",1,0.4,-1,"2","2","2","3"
"3452","Cluster_4640_evm.TU.chromosome_10.2038","Cluster_4640","evm.TU.chromosome_10.2038",-0.8,-0.2,-0.866025403784439,"4","4","4","1"
"3453","Cluster_4640_evm.TU.chromosome_10.2184","Cluster_4640","evm.TU.chromosome_10.2184",0.2,0.258198889747161,-0.866025403784439,"4","4","4","1"
"3454","Cluster_4640_evm.TU.chromosome_10.2371","Cluster_4640","evm.TU.chromosome_10.2371",1,0,-1,"2","2","2","3"
"3455","Cluster_4640_evm.TU.chromosome_10.2449","Cluster_4640","evm.TU.chromosome_10.2449",0.2,-0.4,-0.5,"2","2","2","3"
"3456","Cluster_4640_evm.TU.chromosome_10.2492","Cluster_4640","evm.TU.chromosome_10.2492",-0.4,0,-0.5,"3","3","3","5"
"3457","Cluster_4640_evm.TU.chromosome_10.2896","Cluster_4640","evm.TU.chromosome_10.2896",0.737864787372622,0.948683298050514,-0.5,"4","4","4","1"
"3458","Cluster_4640_evm.TU.chromosome_10.2997","Cluster_4640","evm.TU.chromosome_10.2997",-0.2,-0.632455532033676,-1,"2","2","2","3"
"3459","Cluster_4640_evm.TU.chromosome_10.3208","Cluster_4640","evm.TU.chromosome_10.3208",0.8,-0.6,-0.5,"2","2","2","3"
"3460","Cluster_4640_evm.TU.chromosome_10.3226","Cluster_4640","evm.TU.chromosome_10.3226",-0.4,0,-0.5,"3","3","3","5"
"3461","Cluster_4640_evm.TU.chromosome_10.459","Cluster_4640","evm.TU.chromosome_10.459",-0.8,0.948683298050514,-0.866025403784439,"4","4","4","1"
"3462","Cluster_4640_evm.TU.chromosome_10.779","Cluster_4640","evm.TU.chromosome_10.779",1,0.6,-0.5,"2","2","2","3"
"3463","Cluster_4640_evm.TU.chromosome_10.780","Cluster_4640","evm.TU.chromosome_10.780",0.8,0,-0.5,"2","2","2","3"
"3464","Cluster_4640_evm.TU.chromosome_11.1232","Cluster_4640","evm.TU.chromosome_11.1232",0,0.2,-1,"4","4","4","1"
"3465","Cluster_4640_evm.TU.chromosome_11.1470","Cluster_4640","evm.TU.chromosome_11.1470",-0.4,0.4,-1,"4","4","4","1"
"3466","Cluster_4640_evm.TU.chromosome_11.2861","Cluster_4640","evm.TU.chromosome_11.2861",0.4,-0.4,-0.5,"2","2","2","3"
"3467","Cluster_4640_evm.TU.chromosome_11.39","Cluster_4640","evm.TU.chromosome_11.39",-0.2,0.258198889747161,-0.5,"4","4","4","1"
"3468","Cluster_4640_evm.TU.chromosome_11.415","Cluster_4640","evm.TU.chromosome_11.415",-0.4,-0.6,1,"1","1","1","4"
"3469","Cluster_4640_evm.TU.chromosome_11.430","Cluster_4640","evm.TU.chromosome_11.430",-0.4,0.4,1,"5","5","5","2"
"3470","Cluster_4640_evm.TU.chromosome_11.605","Cluster_4640","evm.TU.chromosome_11.605",-0.948683298050514,0.948683298050514,0,"5","5","5","2"
"3471","Cluster_4640_evm.TU.chromosome_11.640","Cluster_4640","evm.TU.chromosome_11.640",0.6,0.6,-1,"4","4","4","1"
"3472","Cluster_4640_evm.TU.chromosome_12.1582","Cluster_4640","evm.TU.chromosome_12.1582",0.8,-0.4,-1,"2","2","2","3"
"3473","Cluster_4640_evm.TU.chromosome_12.2094","Cluster_4640","evm.TU.chromosome_12.2094",-0.8,0.258198889747161,0.866025403784439,"5","5","5","2"
"3474","Cluster_4640_evm.TU.chromosome_12.2124","Cluster_4640","evm.TU.chromosome_12.2124",0.4,0.8,0.5,"3","3","3","5"
"3475","Cluster_4640_evm.TU.chromosome_12.2148","Cluster_4640","evm.TU.chromosome_12.2148",0.2,-0.105409255338946,-0.5,"2","2","2","3"
"3476","Cluster_4640_evm.TU.chromosome_12.2156","Cluster_4640","evm.TU.chromosome_12.2156",-0.316227766016838,0.316227766016838,-0.5,"4","4","4","1"
"3477","Cluster_4640_evm.TU.chromosome_12.2157","Cluster_4640","evm.TU.chromosome_12.2157",0.4,0.6,-0.5,"4","4","4","1"
"3478","Cluster_4640_evm.TU.chromosome_12.2389","Cluster_4640","evm.TU.chromosome_12.2389",0.8,-0.2,-1,"2","2","2","3"
"3479","Cluster_4640_evm.TU.chromosome_12.241","Cluster_4640","evm.TU.chromosome_12.241",-0.6,-0.8,-1,"3","3","3","5"
"3480","Cluster_4640_evm.TU.chromosome_12.2795","Cluster_4640","evm.TU.chromosome_12.2795",0,0.2,-0.5,"4","4","4","1"
"3481","Cluster_4640_evm.TU.chromosome_12.3633","Cluster_4640","evm.TU.chromosome_12.3633",0.4,-0.2,-1,"2","2","2","3"
"3482","Cluster_4640_evm.TU.chromosome_12.3924","Cluster_4640","evm.TU.chromosome_12.3924",0,-0.4,0,"3","3","3","5"
"3483","Cluster_4640_evm.TU.chromosome_12.474","Cluster_4640","evm.TU.chromosome_12.474",-0.4,0.8,-1,"4","4","4","1"
"3484","Cluster_4640_evm.TU.chromosome_12.979","Cluster_4640","evm.TU.chromosome_12.979",0.2,0,-0.5,"2","2","2","3"
"3485","Cluster_4640_evm.TU.chromosome_13.1045","Cluster_4640","evm.TU.chromosome_13.1045",-0.8,0.8,1,"5","5","5","2"
"3486","Cluster_4640_evm.TU.chromosome_13.1690","Cluster_4640","evm.TU.chromosome_13.1690",0.4,0.4,0.5,"3","3","3","5"
"3487","Cluster_4640_evm.TU.chromosome_13.1834","Cluster_4640","evm.TU.chromosome_13.1834",0.316227766016838,-0.316227766016838,-1,"2","2","2","3"
"3488","Cluster_4640_evm.TU.chromosome_13.1956","Cluster_4640","evm.TU.chromosome_13.1956",-1,0.8,-1,"4","4","4","1"
"3489","Cluster_4640_evm.TU.chromosome_13.2022","Cluster_4640","evm.TU.chromosome_13.2022",-0.4,0.4,-0.5,"4","4","4","1"
"3490","Cluster_4640_evm.TU.chromosome_13.203","Cluster_4640","evm.TU.chromosome_13.203",-0.2,-0.4,-1,"2","2","2","3"
"3491","Cluster_4640_evm.TU.chromosome_13.2079","Cluster_4640","evm.TU.chromosome_13.2079",-0.2,-0.210818510677892,-0.5,"3","3","3","5"
"3492","Cluster_4640_evm.TU.chromosome_13.2119","Cluster_4640","evm.TU.chromosome_13.2119",0.4,0.4,0.5,"3","3","3","5"
"3493","Cluster_4640_evm.TU.chromosome_13.2147","Cluster_4640","evm.TU.chromosome_13.2147",0.4,-0.8,0,"1","1","1","4"
"3494","Cluster_4640_evm.TU.chromosome_13.2225","Cluster_4640","evm.TU.chromosome_13.2225",-0.4,0.4,-1,"4","4","4","1"
"3495","Cluster_4640_evm.TU.chromosome_13.2237","Cluster_4640","evm.TU.chromosome_13.2237",-0.4,0,-1,"4","4","4","1"
"3496","Cluster_4640_evm.TU.chromosome_13.2285","Cluster_4640","evm.TU.chromosome_13.2285",0.6,-0.4,-0.5,"2","2","2","3"
"3497","Cluster_4640_evm.TU.chromosome_13.2379","Cluster_4640","evm.TU.chromosome_13.2379",-1,0.8,-0.5,"4","4","4","1"
"3498","Cluster_4640_evm.TU.chromosome_13.2719","Cluster_4640","evm.TU.chromosome_13.2719",-1,0.4,-0.5,"4","4","4","1"
"3499","Cluster_4640_evm.TU.chromosome_13.3","Cluster_4640","evm.TU.chromosome_13.3",0.4,0.258198889747161,-1,"2","2","2","3"
"3500","Cluster_4640_evm.TU.chromosome_13.3453","Cluster_4640","evm.TU.chromosome_13.3453",0.4,0.4,-0.5,"4","4","4","1"
"3501","Cluster_4640_evm.TU.chromosome_13.3551","Cluster_4640","evm.TU.chromosome_13.3551",0.4,0.4,0,"3","3","3","5"
"3502","Cluster_4640_evm.TU.chromosome_13.524","Cluster_4640","evm.TU.chromosome_13.524",-0.4,-0.4,-1,"3","3","3","5"
"3503","Cluster_4640_evm.TU.chromosome_13.615","Cluster_4640","evm.TU.chromosome_13.615",-0.6,0.316227766016838,-0.5,"4","4","4","1"
"3504","Cluster_4640_evm.TU.chromosome_13.87","Cluster_4640","evm.TU.chromosome_13.87",-0.4,-0.4,-0.5,"3","3","3","5"
"3505","Cluster_4640_evm.TU.chromosome_13.94","Cluster_4640","evm.TU.chromosome_13.94",0,-0.2,-0.5,"3","3","3","5"
"3506","Cluster_4640_evm.TU.chromosome_14.1291","Cluster_4640","evm.TU.chromosome_14.1291",-0.4,-0.6,-0.5,"3","3","3","5"
"3507","Cluster_4640_evm.TU.chromosome_14.1304","Cluster_4640","evm.TU.chromosome_14.1304",-0.4,-0.632455532033676,-1,"3","3","3","5"
"3508","Cluster_4640_evm.TU.chromosome_14.1421","Cluster_4640","evm.TU.chromosome_14.1421",-0.4,0,-1,"4","4","4","1"
"3509","Cluster_4640_evm.TU.chromosome_14.1586","Cluster_4640","evm.TU.chromosome_14.1586",-0.2,0.316227766016838,-0.5,"4","4","4","1"
"3510","Cluster_4640_evm.TU.chromosome_14.1733","Cluster_4640","evm.TU.chromosome_14.1733",-0.6,0.8,1,"5","5","5","2"
"3511","Cluster_4640_evm.TU.chromosome_14.2948","Cluster_4640","evm.TU.chromosome_14.2948",0,-0.6,-0.5,"2","2","2","3"
"3512","Cluster_4640_evm.TU.chromosome_14.4761","Cluster_4640","evm.TU.chromosome_14.4761",0.4,-0.8,-1,"2","2","2","3"
"3513","Cluster_4640_evm.TU.chromosome_14.4765","Cluster_4640","evm.TU.chromosome_14.4765",0.4,-0.4,-0.5,"2","2","2","3"
"3514","Cluster_4640_evm.TU.chromosome_14.5119","Cluster_4640","evm.TU.chromosome_14.5119",0.6,0,-0.5,"2","2","2","3"
"3515","Cluster_4640_evm.TU.chromosome_14.5211","Cluster_4640","evm.TU.chromosome_14.5211",-0.210818510677892,0.4,-0.5,"4","4","4","1"
"3516","Cluster_4640_evm.TU.chromosome_14.5362","Cluster_4640","evm.TU.chromosome_14.5362",0.8,0.4,1,"1","1","1","4"
"3517","Cluster_4640_evm.TU.chromosome_14.5363","Cluster_4640","evm.TU.chromosome_14.5363",0.2,0.774596669241483,-0.866025403784439,"4","4","4","1"
"3518","Cluster_4640_evm.TU.chromosome_14.5364","Cluster_4640","evm.TU.chromosome_14.5364",-0.4,-0.4,-1,"3","3","3","5"
"3519","Cluster_4640_evm.TU.chromosome_14.5395","Cluster_4640","evm.TU.chromosome_14.5395",-0.4,-0.8,0,"1","1","1","4"
"3520","Cluster_4640_evm.TU.chromosome_14.5403","Cluster_4640","evm.TU.chromosome_14.5403",0.4,-0.632455532033676,-1,"2","2","2","3"
"3521","Cluster_4640_evm.TU.chromosome_14.5993","Cluster_4640","evm.TU.chromosome_14.5993",0.4,-0.2,-1,"2","2","2","3"
"3522","Cluster_4640_evm.TU.chromosome_14.6176","Cluster_4640","evm.TU.chromosome_14.6176",-0.8,-0.105409255338946,-0.5,"3","3","3","5"
"3523","Cluster_4640_evm.TU.chromosome_14.6177","Cluster_4640","evm.TU.chromosome_14.6177",-0.8,-0.2,-1,"4","4","4","1"
"3524","Cluster_4640_evm.TU.chromosome_14.6215","Cluster_4640","evm.TU.chromosome_14.6215",-0.258198889747161,-0.6,-0.5,"3","3","3","5"
"3525","Cluster_4640_evm.TU.chromosome_14.6281","Cluster_4640","evm.TU.chromosome_14.6281",0.6,-0.6,-0.866025403784439,"2","2","2","3"
"3526","Cluster_4640_evm.TU.chromosome_14.6359","Cluster_4640","evm.TU.chromosome_14.6359",-0.4,-0.4,-1,"3","3","3","5"
"3527","Cluster_4640_evm.TU.chromosome_14.6584","Cluster_4640","evm.TU.chromosome_14.6584",-0.4,0.2,-1,"4","4","4","1"
"3528","Cluster_4640_evm.TU.chromosome_14.6763","Cluster_4640","evm.TU.chromosome_14.6763",0,-0.8,-1,"2","2","2","3"
"3529","Cluster_4640_evm.TU.chromosome_14.7191","Cluster_4640","evm.TU.chromosome_14.7191",0.4,0.2,0,"3","3","3","5"
"3530","Cluster_4640_evm.TU.chromosome_14.813","Cluster_4640","evm.TU.chromosome_14.813",-0.8,0.8,0.5,"5","5","5","2"
"3531","Cluster_4640_evm.TU.chromosome_14.92","Cluster_4640","evm.TU.chromosome_14.92",0.8,0.4,-1,"2","2","2","3"
"3532","Cluster_4640_evm.TU.chromosome_2.1041","Cluster_4640","evm.TU.chromosome_2.1041",-0.948683298050514,0.316227766016838,-0.5,"4","4","4","1"
"3533","Cluster_4640_evm.TU.chromosome_2.1224","Cluster_4640","evm.TU.chromosome_2.1224",0,0.8,0.5,"3","3","3","5"
"3534","Cluster_4640_evm.TU.chromosome_2.1301","Cluster_4640","evm.TU.chromosome_2.1301",-0.4,-0.737864787372622,1,"1","1","1","4"
"3535","Cluster_4640_evm.TU.chromosome_2.197","Cluster_4640","evm.TU.chromosome_2.197",0.4,-0.4,-0.5,"2","2","2","3"
"3536","Cluster_4640_evm.TU.chromosome_2.2028","Cluster_4640","evm.TU.chromosome_2.2028",-0.2,-0.4,-0.5,"3","3","3","5"
"3537","Cluster_4640_evm.TU.chromosome_2.210","Cluster_4640","evm.TU.chromosome_2.210",0.4,-0.8,-0.5,"2","2","2","3"
"3538","Cluster_4640_evm.TU.chromosome_2.457","Cluster_4640","evm.TU.chromosome_2.457",-0.258198889747161,-0.774596669241483,0,"1","1","1","4"
"3539","Cluster_4640_evm.TU.chromosome_2.709","Cluster_4640","evm.TU.chromosome_2.709",-0.8,0.316227766016838,-0.5,"4","4","4","1"
"3540","Cluster_4640_evm.TU.chromosome_3.1060","Cluster_4640","evm.TU.chromosome_3.1060",0.4,-0.2,-1,"2","2","2","3"
"3541","Cluster_4640_evm.TU.chromosome_3.1392","Cluster_4640","evm.TU.chromosome_3.1392",0.2,-0.8,0.5,"1","1","1","4"
"3542","Cluster_4640_evm.TU.chromosome_3.1763","Cluster_4640","evm.TU.chromosome_3.1763",-0.4,-0.8,-1,"2","2","2","3"
"3543","Cluster_4640_evm.TU.chromosome_3.1893","Cluster_4640","evm.TU.chromosome_3.1893",0.6,-0.2,-1,"2","2","2","3"
"3544","Cluster_4640_evm.TU.chromosome_3.2023","Cluster_4640","evm.TU.chromosome_3.2023",0.4,0,-1,"2","2","2","3"
"3545","Cluster_4640_evm.TU.chromosome_3.23","Cluster_4640","evm.TU.chromosome_3.23",0.4,-0.2,-0.5,"2","2","2","3"
"3546","Cluster_4640_evm.TU.chromosome_3.37","Cluster_4640","evm.TU.chromosome_3.37",-0.4,0.8,-0.866025403784439,"4","4","4","1"
"3547","Cluster_4640_evm.TU.chromosome_3.710","Cluster_4640","evm.TU.chromosome_3.710",-1,0.6,-1,"4","4","4","1"
"3548","Cluster_4640_evm.TU.chromosome_3.755","Cluster_4640","evm.TU.chromosome_3.755",-0.2,0.8,-0.5,"4","4","4","1"
"3549","Cluster_4640_evm.TU.chromosome_3.829","Cluster_4640","evm.TU.chromosome_3.829",-0.4,-1,0.5,"1","1","1","4"
"3550","Cluster_4640_evm.TU.chromosome_4.1539","Cluster_4640","evm.TU.chromosome_4.1539",-0.4,0.4,-0.5,"4","4","4","1"
"3551","Cluster_4640_evm.TU.chromosome_4.180","Cluster_4640","evm.TU.chromosome_4.180",0.4,0.4,-0.5,"4","4","4","1"
"3552","Cluster_4640_evm.TU.chromosome_4.2217","Cluster_4640","evm.TU.chromosome_4.2217",-0.774596669241483,0.4,1,"5","5","5","2"
"3553","Cluster_4640_evm.TU.chromosome_4.383","Cluster_4640","evm.TU.chromosome_4.383",-0.4,-0.6,0.5,"1","1","1","4"
"3554","Cluster_4640_evm.TU.chromosome_4.442","Cluster_4640","evm.TU.chromosome_4.442",-0.8,-0.4,-0.5,"3","3","3","5"
"3555","Cluster_4640_evm.TU.chromosome_4.756","Cluster_4640","evm.TU.chromosome_4.756",-0.4,-0.4,-1,"3","3","3","5"
"3556","Cluster_4640_evm.TU.chromosome_4.770","Cluster_4640","evm.TU.chromosome_4.770",0,-0.210818510677892,-0.5,"3","3","3","5"
"3557","Cluster_4640_evm.TU.chromosome_4.905","Cluster_4640","evm.TU.chromosome_4.905",-0.210818510677892,-0.774596669241483,-1,"2","2","2","3"
"3558","Cluster_4640_evm.TU.chromosome_5.1301","Cluster_4640","evm.TU.chromosome_5.1301",0,0.8,-0.5,"4","4","4","1"
"3559","Cluster_4640_evm.TU.chromosome_5.1413","Cluster_4640","evm.TU.chromosome_5.1413",0,0,0.5,"3","3","3","5"
"3560","Cluster_4640_evm.TU.chromosome_5.1490","Cluster_4640","evm.TU.chromosome_5.1490",-0.4,0.316227766016838,-0.5,"4","4","4","1"
"3561","Cluster_4640_evm.TU.chromosome_5.1621","Cluster_4640","evm.TU.chromosome_5.1621",-0.2,-0.8,-1,"2","2","2","3"
"3562","Cluster_4640_evm.TU.chromosome_5.1843","Cluster_4640","evm.TU.chromosome_5.1843",-0.8,0,-1,"4","4","4","1"
"3563","Cluster_4640_evm.TU.chromosome_5.1943","Cluster_4640","evm.TU.chromosome_5.1943",-0.4,0.8,-0.5,"4","4","4","1"
"3564","Cluster_4640_evm.TU.chromosome_5.2211","Cluster_4640","evm.TU.chromosome_5.2211",-0.4,-0.6,-1,"3","3","3","5"
"3565","Cluster_4640_evm.TU.chromosome_5.2583","Cluster_4640","evm.TU.chromosome_5.2583",-0.8,0,1,"5","5","5","2"
"3566","Cluster_4640_evm.TU.chromosome_5.2607","Cluster_4640","evm.TU.chromosome_5.2607",0.8,-0.4,-0.5,"2","2","2","3"
"3567","Cluster_4640_evm.TU.chromosome_5.768","Cluster_4640","evm.TU.chromosome_5.768",-0.2,-0.2,-0.5,"3","3","3","5"
"3568","Cluster_4640_evm.TU.chromosome_5.825","Cluster_4640","evm.TU.chromosome_5.825",0.2,-0.2,-1,"2","2","2","3"
"3569","Cluster_4640_evm.TU.chromosome_6.1582","Cluster_4640","evm.TU.chromosome_6.1582",0.6,-0.774596669241483,-1,"2","2","2","3"
"3570","Cluster_4640_evm.TU.chromosome_6.2252","Cluster_4640","evm.TU.chromosome_6.2252",0.4,-0.8,-0.5,"2","2","2","3"
"3571","Cluster_4640_evm.TU.chromosome_6.2673","Cluster_4640","evm.TU.chromosome_6.2673",-0.948683298050514,0.4,-0.5,"4","4","4","1"
"3572","Cluster_4640_evm.TU.chromosome_6.2813","Cluster_4640","evm.TU.chromosome_6.2813",-0.4,0,0,"3","3","3","5"
"3573","Cluster_4640_evm.TU.chromosome_6.328","Cluster_4640","evm.TU.chromosome_6.328",0,0.4,1,"5","5","5","2"
"3574","Cluster_4640_evm.TU.chromosome_6.385","Cluster_4640","evm.TU.chromosome_6.385",0.4,0.8,-0.5,"4","4","4","1"
"3575","Cluster_4640_evm.TU.chromosome_6.402","Cluster_4640","evm.TU.chromosome_6.402",0.4,-0.4,-0.5,"2","2","2","3"
"3576","Cluster_4640_evm.TU.chromosome_6.845","Cluster_4640","evm.TU.chromosome_6.845",-0.737864787372622,0.316227766016838,1,"5","5","5","2"
"3577","Cluster_4640_evm.TU.chromosome_7.105","Cluster_4640","evm.TU.chromosome_7.105",-0.6,-0.632455532033676,-1,"3","3","3","5"
"3578","Cluster_4640_evm.TU.chromosome_7.1231","Cluster_4640","evm.TU.chromosome_7.1231",0.4,0.4,0.5,"3","3","3","5"
"3579","Cluster_4640_evm.TU.chromosome_7.198","Cluster_4640","evm.TU.chromosome_7.198",0.4,0,-1,"2","2","2","3"
"3580","Cluster_4640_evm.TU.chromosome_7.2266","Cluster_4640","evm.TU.chromosome_7.2266",0.8,-0.4,0,"2","2","2","3"
"3581","Cluster_4640_evm.TU.chromosome_7.2395","Cluster_4640","evm.TU.chromosome_7.2395",-0.2,0.8,-0.5,"4","4","4","1"
"3582","Cluster_4640_evm.TU.chromosome_7.247","Cluster_4640","evm.TU.chromosome_7.247",0.4,0,-0.5,"2","2","2","3"
"3583","Cluster_4640_evm.TU.chromosome_7.264","Cluster_4640","evm.TU.chromosome_7.264",0.2,-0.632455532033676,-0.5,"2","2","2","3"
"3584","Cluster_4640_evm.TU.chromosome_7.40","Cluster_4640","evm.TU.chromosome_7.40",-0.8,-1,-1,"3","3","3","5"
"3585","Cluster_4640_evm.TU.chromosome_7.6","Cluster_4640","evm.TU.chromosome_7.6",-0.4,-0.2,-1,"4","4","4","1"
"3586","Cluster_4640_evm.TU.chromosome_7.641","Cluster_4640","evm.TU.chromosome_7.641",-0.6,-1,-1,"3","3","3","5"
"3587","Cluster_4640_evm.TU.chromosome_7.8","Cluster_4640","evm.TU.chromosome_7.8",0.4,0.2,-0.5,"2","2","2","3"
"3588","Cluster_4640_evm.TU.chromosome_7.887","Cluster_4640","evm.TU.chromosome_7.887",-0.948683298050514,-0.2,-0.866025403784439,"4","4","4","1"
"3589","Cluster_4640_evm.TU.chromosome_8.1113","Cluster_4640","evm.TU.chromosome_8.1113",0.8,-0.4,-1,"2","2","2","3"
"3590","Cluster_4640_evm.TU.chromosome_8.1563","Cluster_4640","evm.TU.chromosome_8.1563",-0.4,0.737864787372622,-0.5,"4","4","4","1"
"3591","Cluster_4640_evm.TU.chromosome_8.1818","Cluster_4640","evm.TU.chromosome_8.1818",0.4,-0.8,1,"1","1","1","4"
"3592","Cluster_4640_evm.TU.chromosome_8.2434","Cluster_4640","evm.TU.chromosome_8.2434",0.4,0.8,-0.5,"4","4","4","1"
"3593","Cluster_4640_evm.TU.chromosome_8.975","Cluster_4640","evm.TU.chromosome_8.975",0.4,-0.4,-1,"2","2","2","3"
"3594","Cluster_4640_evm.TU.chromosome_9.1262","Cluster_4640","evm.TU.chromosome_9.1262",-0.2,-0.8,-0.5,"3","3","3","5"
"3595","Cluster_4640_evm.TU.chromosome_9.1263","Cluster_4640","evm.TU.chromosome_9.1263",-0.8,-0.4,-0.5,"3","3","3","5"
"3596","Cluster_4640_evm.TU.chromosome_9.1441","Cluster_4640","evm.TU.chromosome_9.1441",-0.4,0.6,-1,"4","4","4","1"
"3597","Cluster_4640_evm.TU.chromosome_9.1590","Cluster_4640","evm.TU.chromosome_9.1590",-0.4,-0.2,-0.5,"3","3","3","5"
"3598","Cluster_4640_evm.TU.chromosome_9.1621","Cluster_4640","evm.TU.chromosome_9.1621",0,-1,1,"1","1","1","4"
"3599","Cluster_4640_evm.TU.chromosome_9.1722","Cluster_4640","evm.TU.chromosome_9.1722",0.4,-0.8,-1,"2","2","2","3"
"3600","Cluster_4640_evm.TU.chromosome_9.217","Cluster_4640","evm.TU.chromosome_9.217",-0.4,0.8,-0.5,"4","4","4","1"
"3601","Cluster_4640_evm.TU.chromosome_9.2268","Cluster_4640","evm.TU.chromosome_9.2268",-0.6,-0.6,1,"1","1","1","4"
"3602","Cluster_4640_evm.TU.chromosome_9.2410","Cluster_4640","evm.TU.chromosome_9.2410",0.4,0.737864787372622,-0.5,"4","4","4","1"
"3603","Cluster_4640_evm.TU.chromosome_9.2490","Cluster_4640","evm.TU.chromosome_9.2490",0.8,-0.4,-1,"2","2","2","3"
"3604","Cluster_4640_evm.TU.chromosome_9.397","Cluster_4640","evm.TU.chromosome_9.397",0.4,0.4,-0.5,"4","4","4","1"
"3605","Cluster_4640_evm.TU.chromosome_9.555","Cluster_4640","evm.TU.chromosome_9.555",0.8,-0.2,0.5,"1","1","1","4"
"3606","Cluster_4646_evm.TU.chromosome_1.1072","Cluster_4646","evm.TU.chromosome_1.1072",-0.8,-0.2,-1,"4","4","4","1"
"3607","Cluster_4646_evm.TU.chromosome_1.1114","Cluster_4646","evm.TU.chromosome_1.1114",0.4,0.8,-1,"4","4","4","1"
