"","pair_id","miRNA","mRNA","TP0","TP5","TP7","cluster.x","cluster.y","raw_cluster","cluster"
"573","Cluster_1452_evm.TU.chromosome_7.1953","Cluster_1452","evm.TU.chromosome_7.1953",-0.8,-0.4,0.866025403784439,"5","5","5","2"
"574","Cluster_1452_evm.TU.chromosome_7.2297","Cluster_1452","evm.TU.chromosome_7.2297",0.6,-0.8,-1,"2","2","2","3"
"575","Cluster_1452_evm.TU.chromosome_7.2298","Cluster_1452","evm.TU.chromosome_7.2298",0,-0.2,0.5,"1","1","1","4"
"576","Cluster_1452_evm.TU.chromosome_7.2310","Cluster_1452","evm.TU.chromosome_7.2310",-0.2,0.4,-1,"4","4","4","1"
"577","Cluster_1452_evm.TU.chromosome_7.2482","Cluster_1452","evm.TU.chromosome_7.2482",0.8,0.2,-0.5,"2","2","2","3"
"578","Cluster_1452_evm.TU.chromosome_7.2651","Cluster_1452","evm.TU.chromosome_7.2651",0.4,0.4,0.5,"3","3","3","5"
"579","Cluster_1452_evm.TU.chromosome_7.2693","Cluster_1452","evm.TU.chromosome_7.2693",0,0.8,0.5,"3","3","3","5"
"580","Cluster_1452_evm.TU.chromosome_7.307","Cluster_1452","evm.TU.chromosome_7.307",0.2,-0.4,0.5,"1","1","1","4"
"581","Cluster_1452_evm.TU.chromosome_7.338","Cluster_1452","evm.TU.chromosome_7.338",0.632455532033676,-0.8,1,"1","1","1","4"
"582","Cluster_1452_evm.TU.chromosome_7.362","Cluster_1452","evm.TU.chromosome_7.362",-0.6,0.4,1,"5","5","5","2"
"583","Cluster_1452_evm.TU.chromosome_7.372","Cluster_1452","evm.TU.chromosome_7.372",0,0.4,0.5,"3","3","3","5"
"584","Cluster_1452_evm.TU.chromosome_7.54","Cluster_1452","evm.TU.chromosome_7.54",0.8,0.4,1,"1","1","1","4"
"585","Cluster_1452_evm.TU.chromosome_7.571","Cluster_1452","evm.TU.chromosome_7.571",0.4,0.210818510677892,0,"3","3","3","5"
"586","Cluster_1452_evm.TU.chromosome_7.63","Cluster_1452","evm.TU.chromosome_7.63",-0.6,-0.2,0.5,"5","5","5","2"
"587","Cluster_1452_evm.TU.chromosome_7.64","Cluster_1452","evm.TU.chromosome_7.64",0.4,1,1,"3","3","3","5"
"588","Cluster_1452_evm.TU.chromosome_7.780","Cluster_1452","evm.TU.chromosome_7.780",0.6,0.2,0.5,"3","3","3","5"
"589","Cluster_1452_evm.TU.chromosome_7.8","Cluster_1452","evm.TU.chromosome_7.8",-0.8,0.6,0.5,"5","5","5","2"
"590","Cluster_1452_evm.TU.chromosome_7.952","Cluster_1452","evm.TU.chromosome_7.952",-0.2,0.8,-1,"4","4","4","1"
"591","Cluster_1452_evm.TU.chromosome_8.100","Cluster_1452","evm.TU.chromosome_8.100",0.8,-0.4,1,"1","1","1","4"
"592","Cluster_1452_evm.TU.chromosome_8.1052","Cluster_1452","evm.TU.chromosome_8.1052",-0.8,0.4,-1,"4","4","4","1"
"593","Cluster_1452_evm.TU.chromosome_8.1059","Cluster_1452","evm.TU.chromosome_8.1059",0.6,-1,0.5,"1","1","1","4"
"594","Cluster_1452_evm.TU.chromosome_8.1257","Cluster_1452","evm.TU.chromosome_8.1257",-0.8,0.632455532033676,0.5,"5","5","5","2"
"595","Cluster_1452_evm.TU.chromosome_8.1372","Cluster_1452","evm.TU.chromosome_8.1372",0.8,-0.8,0.5,"1","1","1","4"
"596","Cluster_1452_evm.TU.chromosome_8.1478","Cluster_1452","evm.TU.chromosome_8.1478",-0.6,-0.8,0.5,"1","1","1","4"
"597","Cluster_1452_evm.TU.chromosome_8.1567","Cluster_1452","evm.TU.chromosome_8.1567",-1,-0.4,1,"5","5","5","2"
"598","Cluster_1452_evm.TU.chromosome_8.1613","Cluster_1452","evm.TU.chromosome_8.1613",0.2,0.632455532033676,1,"5","5","5","2"
"599","Cluster_1452_evm.TU.chromosome_8.1905","Cluster_1452","evm.TU.chromosome_8.1905",-0.2,-0.8,0.5,"1","1","1","4"
"600","Cluster_1452_evm.TU.chromosome_8.2062","Cluster_1452","evm.TU.chromosome_8.2062",0.4,0.8,-0.5,"4","4","4","1"
"601","Cluster_1452_evm.TU.chromosome_8.2152","Cluster_1452","evm.TU.chromosome_8.2152",1,0.8,1,"3","3","3","5"
"602","Cluster_1452_evm.TU.chromosome_8.2205","Cluster_1452","evm.TU.chromosome_8.2205",-0.6,-0.4,-0.5,"3","3","3","5"
"603","Cluster_1452_evm.TU.chromosome_8.2228","Cluster_1452","evm.TU.chromosome_8.2228",-0.8,0,-0.5,"3","3","3","5"
"604","Cluster_1452_evm.TU.chromosome_8.2239","Cluster_1452","evm.TU.chromosome_8.2239",0.4,-0.8,0.5,"1","1","1","4"
"605","Cluster_1452_evm.TU.chromosome_8.2274","Cluster_1452","evm.TU.chromosome_8.2274",-0.2,0.632455532033676,1,"5","5","5","2"
"606","Cluster_1452_evm.TU.chromosome_8.2325","Cluster_1452","evm.TU.chromosome_8.2325",-0.4,-0.8,0.5,"1","1","1","4"
"607","Cluster_1452_evm.TU.chromosome_8.2394","Cluster_1452","evm.TU.chromosome_8.2394",0.2,-0.2,-0.5,"2","2","2","3"
"608","Cluster_1452_evm.TU.chromosome_8.2477","Cluster_1452","evm.TU.chromosome_8.2477",0.2,1,0.5,"3","3","3","5"
"609","Cluster_1452_evm.TU.chromosome_8.2519","Cluster_1452","evm.TU.chromosome_8.2519",-1,0.4,0.5,"5","5","5","2"
"610","Cluster_1452_evm.TU.chromosome_8.2770","Cluster_1452","evm.TU.chromosome_8.2770",1,0,1,"1","1","1","4"
"611","Cluster_1452_evm.TU.chromosome_8.289","Cluster_1452","evm.TU.chromosome_8.289",0.8,0.6,1,"3","3","3","5"
"612","Cluster_1452_evm.TU.chromosome_8.298","Cluster_1452","evm.TU.chromosome_8.298",0.6,-0.4,-0.5,"2","2","2","3"
"613","Cluster_1452_evm.TU.chromosome_8.314","Cluster_1452","evm.TU.chromosome_8.314",0.4,-0.2,1,"1","1","1","4"
"614","Cluster_1452_evm.TU.chromosome_8.65","Cluster_1452","evm.TU.chromosome_8.65",0.2,-0.4,0.5,"1","1","1","4"
"615","Cluster_1452_evm.TU.chromosome_8.952","Cluster_1452","evm.TU.chromosome_8.952",0.8,0.632455532033676,1,"3","3","3","5"
"616","Cluster_1452_evm.TU.chromosome_8.957","Cluster_1452","evm.TU.chromosome_8.957",0.4,0.210818510677892,0.5,"3","3","3","5"
"617","Cluster_1452_evm.TU.chromosome_8.964","Cluster_1452","evm.TU.chromosome_8.964",-0.8,0.4,1,"5","5","5","2"
"618","Cluster_1452_evm.TU.chromosome_8.969","Cluster_1452","evm.TU.chromosome_8.969",0.4,0.4,1,"3","3","3","5"
"619","Cluster_1452_evm.TU.chromosome_8.972","Cluster_1452","evm.TU.chromosome_8.972",0.6,0.8,1,"3","3","3","5"
"620","Cluster_1452_evm.TU.chromosome_9.1041","Cluster_1452","evm.TU.chromosome_9.1041",0.4,0.2,1,"1","1","1","4"
"621","Cluster_1452_evm.TU.chromosome_9.1090","Cluster_1452","evm.TU.chromosome_9.1090",0.4,0.8,0.5,"3","3","3","5"
"622","Cluster_1452_evm.TU.chromosome_9.1260","Cluster_1452","evm.TU.chromosome_9.1260",0.632455532033676,-0.737864787372622,0,"1","1","1","4"
"623","Cluster_1452_evm.TU.chromosome_9.1272","Cluster_1452","evm.TU.chromosome_9.1272",0.105409255338946,0,0.866025403784439,"1","1","1","4"
"624","Cluster_1452_evm.TU.chromosome_9.1512","Cluster_1452","evm.TU.chromosome_9.1512",0.6,-0.2,0.5,"1","1","1","4"
"625","Cluster_1452_evm.TU.chromosome_9.1707","Cluster_1452","evm.TU.chromosome_9.1707",1,1,1,"3","3","3","5"
"626","Cluster_1452_evm.TU.chromosome_9.1714","Cluster_1452","evm.TU.chromosome_9.1714",-0.8,0,1,"5","5","5","2"
"627","Cluster_1452_evm.TU.chromosome_9.1764","Cluster_1452","evm.TU.chromosome_9.1764",-1,0.2,1,"5","5","5","2"
"628","Cluster_1452_evm.TU.chromosome_9.1777","Cluster_1452","evm.TU.chromosome_9.1777",0.8,0.8,-0.5,"4","4","4","1"
"629","Cluster_1452_evm.TU.chromosome_9.192","Cluster_1452","evm.TU.chromosome_9.192",0.4,0.8,1,"3","3","3","5"
"630","Cluster_1452_evm.TU.chromosome_9.195","Cluster_1452","evm.TU.chromosome_9.195",0.8,0.4,1,"1","1","1","4"
"631","Cluster_1452_evm.TU.chromosome_9.200","Cluster_1452","evm.TU.chromosome_9.200",-0.8,0.2,0.5,"5","5","5","2"
"632","Cluster_1452_evm.TU.chromosome_9.2086","Cluster_1452","evm.TU.chromosome_9.2086",-1,-0.2,-0.5,"3","3","3","5"
"633","Cluster_1452_evm.TU.chromosome_9.2201","Cluster_1452","evm.TU.chromosome_9.2201",-0.8,0.8,0.5,"5","5","5","2"
"634","Cluster_1452_evm.TU.chromosome_9.2513","Cluster_1452","evm.TU.chromosome_9.2513",0.4,0.8,0.5,"3","3","3","5"
"635","Cluster_1452_evm.TU.chromosome_9.2678","Cluster_1452","evm.TU.chromosome_9.2678",0.6,0.632455532033676,1,"3","3","3","5"
"636","Cluster_1452_evm.TU.chromosome_9.2727","Cluster_1452","evm.TU.chromosome_9.2727",0.4,0.774596669241483,1,"3","3","3","5"
"637","Cluster_1452_evm.TU.chromosome_9.2908","Cluster_1452","evm.TU.chromosome_9.2908",-0.6,0.8,0.5,"5","5","5","2"
"638","Cluster_1452_evm.TU.chromosome_9.486","Cluster_1452","evm.TU.chromosome_9.486",-0.8,0.4,1,"5","5","5","2"
"639","Cluster_1452_evm.TU.chromosome_9.493","Cluster_1452","evm.TU.chromosome_9.493",0.6,-0.4,-0.5,"2","2","2","3"
"640","Cluster_1452_evm.TU.chromosome_9.511","Cluster_1452","evm.TU.chromosome_9.511",-0.737864787372622,-0.6,0.5,"5","5","5","2"
"641","Cluster_1452_evm.TU.chromosome_9.537","Cluster_1452","evm.TU.chromosome_9.537",0,0.2,0.5,"3","3","3","5"
"642","Cluster_1452_evm.TU.chromosome_9.578","Cluster_1452","evm.TU.chromosome_9.578",-0.2,0.8,0.5,"5","5","5","2"
"643","Cluster_1452_evm.TU.chromosome_9.593","Cluster_1452","evm.TU.chromosome_9.593",0.6,0.8,0.5,"3","3","3","5"
"644","Cluster_1452_evm.TU.chromosome_9.752","Cluster_1452","evm.TU.chromosome_9.752",-0.2,-0.4,-1,"2","2","2","3"
"645","Cluster_1452_evm.TU.chromosome_9.814","Cluster_1452","evm.TU.chromosome_9.814",0,-0.8,-1,"2","2","2","3"
"646","Cluster_1452_evm.TU.chromosome_9.864","Cluster_1452","evm.TU.chromosome_9.864",0.2,0.4,0.5,"3","3","3","5"
"647","Cluster_1453_evm.TU.chromosome_1.1172","Cluster_1453","evm.TU.chromosome_1.1172",0,0.8,-0.5,"4","4","4","1"
"648","Cluster_1453_evm.TU.chromosome_1.1426","Cluster_1453","evm.TU.chromosome_1.1426",-0.8,0.105409255338946,-0.5,"4","4","4","1"
"649","Cluster_1453_evm.TU.chromosome_1.180","Cluster_1453","evm.TU.chromosome_1.180",-0.2,0.2,-0.5,"4","4","4","1"
"650","Cluster_1453_evm.TU.chromosome_1.1835","Cluster_1453","evm.TU.chromosome_1.1835",0.2,0.258198889747161,-0.5,"4","4","4","1"
"651","Cluster_1453_evm.TU.chromosome_1.1840","Cluster_1453","evm.TU.chromosome_1.1840",0.6,-0.774596669241483,0.866025403784439,"1","1","1","4"
"652","Cluster_1453_evm.TU.chromosome_1.350","Cluster_1453","evm.TU.chromosome_1.350",0.8,-0.632455532033676,0.866025403784439,"1","1","1","4"
"653","Cluster_1453_evm.TU.chromosome_1.400","Cluster_1453","evm.TU.chromosome_1.400",0.4,-0.105409255338946,-0.866025403784439,"2","2","2","3"
"654","Cluster_1453_evm.TU.chromosome_1.473","Cluster_1453","evm.TU.chromosome_1.473",-0.774596669241483,-0.737864787372622,0.5,"1","1","1","4"
"655","Cluster_1453_evm.TU.chromosome_1.495","Cluster_1453","evm.TU.chromosome_1.495",0,0.8,0.5,"3","3","3","5"
"656","Cluster_1453_evm.TU.chromosome_1.513","Cluster_1453","evm.TU.chromosome_1.513",0.8,0.316227766016838,-0.5,"2","2","2","3"
"657","Cluster_1453_evm.TU.chromosome_1.57","Cluster_1453","evm.TU.chromosome_1.57",0.632455532033676,0.258198889747161,0.5,"3","3","3","5"
"658","Cluster_1453_evm.TU.chromosome_1.611","Cluster_1453","evm.TU.chromosome_1.611",-1,0.8,0.5,"5","5","5","2"
"659","Cluster_1453_evm.TU.chromosome_1.815","Cluster_1453","evm.TU.chromosome_1.815",-0.948683298050514,-0.258198889747161,0.5,"5","5","5","2"
"660","Cluster_1453_evm.TU.chromosome_1.826","Cluster_1453","evm.TU.chromosome_1.826",0.774596669241483,0.774596669241483,0.866025403784439,"3","3","3","5"
"661","Cluster_1453_evm.TU.chromosome_1.946","Cluster_1453","evm.TU.chromosome_1.946",0.8,-0.4,1,"1","1","1","4"
"662","Cluster_1453_evm.TU.chromosome_1.993","Cluster_1453","evm.TU.chromosome_1.993",-0.8,-0.105409255338946,-0.5,"3","3","3","5"
"663","Cluster_1453_evm.TU.chromosome_1.997","Cluster_1453","evm.TU.chromosome_1.997",-0.4,-0.4,0.5,"1","1","1","4"
"664","Cluster_1453_evm.TU.chromosome_10.1029","Cluster_1453","evm.TU.chromosome_10.1029",-0.4,0.4,-0.5,"4","4","4","1"
"665","Cluster_1453_evm.TU.chromosome_10.1076","Cluster_1453","evm.TU.chromosome_10.1076",-0.2,-0.4,0.5,"1","1","1","4"
"666","Cluster_1453_evm.TU.chromosome_10.1134","Cluster_1453","evm.TU.chromosome_10.1134",0.4,-0.4,-0.5,"2","2","2","3"
"667","Cluster_1453_evm.TU.chromosome_10.1368","Cluster_1453","evm.TU.chromosome_10.1368",-0.948683298050514,0.8,-0.5,"4","4","4","1"
"668","Cluster_1453_evm.TU.chromosome_10.1430","Cluster_1453","evm.TU.chromosome_10.1430",-1,-0.8,0.866025403784439,"5","5","5","2"
"669","Cluster_1453_evm.TU.chromosome_10.1573","Cluster_1453","evm.TU.chromosome_10.1573",-0.2,-0.8,-0.5,"3","3","3","5"
"670","Cluster_1453_evm.TU.chromosome_10.175","Cluster_1453","evm.TU.chromosome_10.175",0.4,-0.105409255338946,0.5,"1","1","1","4"
"671","Cluster_1453_evm.TU.chromosome_10.1752","Cluster_1453","evm.TU.chromosome_10.1752",0.4,0.4,-0.5,"4","4","4","1"
"672","Cluster_1453_evm.TU.chromosome_10.1870","Cluster_1453","evm.TU.chromosome_10.1870",0.4,-0.948683298050514,-0.866025403784439,"2","2","2","3"
"673","Cluster_1453_evm.TU.chromosome_10.1901","Cluster_1453","evm.TU.chromosome_10.1901",0.2,0.4,0.5,"3","3","3","5"
"674","Cluster_1453_evm.TU.chromosome_10.1911","Cluster_1453","evm.TU.chromosome_10.1911",0.4,-1,-0.5,"2","2","2","3"
"675","Cluster_1453_evm.TU.chromosome_10.2043","Cluster_1453","evm.TU.chromosome_10.2043",-0.774596669241483,-0.258198889747161,-0.5,"3","3","3","5"
"676","Cluster_1453_evm.TU.chromosome_10.2108","Cluster_1453","evm.TU.chromosome_10.2108",-0.8,-0.8,-0.866025403784439,"3","3","3","5"
"677","Cluster_1453_evm.TU.chromosome_10.2164","Cluster_1453","evm.TU.chromosome_10.2164",0.2,0.8,0.866025403784439,"5","5","5","2"
"678","Cluster_1453_evm.TU.chromosome_10.2252","Cluster_1453","evm.TU.chromosome_10.2252",0,-0.8,0.5,"1","1","1","4"
"679","Cluster_1453_evm.TU.chromosome_10.2254","Cluster_1453","evm.TU.chromosome_10.2254",-0.4,-0.105409255338946,-0.5,"3","3","3","5"
"680","Cluster_1453_evm.TU.chromosome_10.2406","Cluster_1453","evm.TU.chromosome_10.2406",-0.8,-0.105409255338946,0.5,"5","5","5","2"
"681","Cluster_1453_evm.TU.chromosome_10.2435","Cluster_1453","evm.TU.chromosome_10.2435",0.105409255338946,0.4,0.5,"3","3","3","5"
"682","Cluster_1453_evm.TU.chromosome_10.2687","Cluster_1453","evm.TU.chromosome_10.2687",-0.8,0.4,0.866025403784439,"5","5","5","2"
"683","Cluster_1453_evm.TU.chromosome_10.2718","Cluster_1453","evm.TU.chromosome_10.2718",0.632455532033676,1,0.5,"3","3","3","5"
"684","Cluster_1453_evm.TU.chromosome_10.2848","Cluster_1453","evm.TU.chromosome_10.2848",-0.948683298050514,0.258198889747161,0.5,"5","5","5","2"
"685","Cluster_1453_evm.TU.chromosome_10.3078","Cluster_1453","evm.TU.chromosome_10.3078",-0.4,0.8,0.5,"5","5","5","2"
"686","Cluster_1453_evm.TU.chromosome_10.3239","Cluster_1453","evm.TU.chromosome_10.3239",-0.737864787372622,-0.258198889747161,-0.866025403784439,"3","3","3","5"
"687","Cluster_1453_evm.TU.chromosome_10.497","Cluster_1453","evm.TU.chromosome_10.497",0.8,0.258198889747161,0.5,"3","3","3","5"
"688","Cluster_1453_evm.TU.chromosome_10.561","Cluster_1453","evm.TU.chromosome_10.561",0.4,0.4,0.5,"3","3","3","5"
"689","Cluster_1453_evm.TU.chromosome_10.773","Cluster_1453","evm.TU.chromosome_10.773",-0.4,-0.4,-0.5,"3","3","3","5"
"690","Cluster_1453_evm.TU.chromosome_11.1002","Cluster_1453","evm.TU.chromosome_11.1002",-0.2,-0.2,-0.5,"3","3","3","5"
"691","Cluster_1453_evm.TU.chromosome_11.1135","Cluster_1453","evm.TU.chromosome_11.1135",-1,0.4,-0.5,"4","4","4","1"
"692","Cluster_1453_evm.TU.chromosome_11.1251","Cluster_1453","evm.TU.chromosome_11.1251",0.8,0.4,-0.5,"2","2","2","3"
"693","Cluster_1453_evm.TU.chromosome_11.1270","Cluster_1453","evm.TU.chromosome_11.1270",-1,0.4,0.5,"5","5","5","2"
"694","Cluster_1453_evm.TU.chromosome_11.1307","Cluster_1453","evm.TU.chromosome_11.1307",0.8,0.4,-0.5,"2","2","2","3"
"695","Cluster_1453_evm.TU.chromosome_11.1384","Cluster_1453","evm.TU.chromosome_11.1384",0.2,-0.8,0.5,"1","1","1","4"
"696","Cluster_1453_evm.TU.chromosome_11.1470","Cluster_1453","evm.TU.chromosome_11.1470",-0.8,-0.4,-0.5,"3","3","3","5"
"697","Cluster_1453_evm.TU.chromosome_11.1627","Cluster_1453","evm.TU.chromosome_11.1627",0.2,0.2,-0.5,"4","4","4","1"
"698","Cluster_1453_evm.TU.chromosome_11.181","Cluster_1453","evm.TU.chromosome_11.181",-0.4,-0.4,0.5,"1","1","1","4"
"699","Cluster_1453_evm.TU.chromosome_11.1890","Cluster_1453","evm.TU.chromosome_11.1890",0.4,-0.2,-0.5,"2","2","2","3"
"700","Cluster_1453_evm.TU.chromosome_11.2052","Cluster_1453","evm.TU.chromosome_11.2052",-0.8,0.8,-0.5,"4","4","4","1"
"701","Cluster_1453_evm.TU.chromosome_11.2064","Cluster_1453","evm.TU.chromosome_11.2064",-0.4,0.8,-0.5,"4","4","4","1"
"702","Cluster_1453_evm.TU.chromosome_11.2256","Cluster_1453","evm.TU.chromosome_11.2256",-0.258198889747161,0.258198889747161,0.866025403784439,"5","5","5","2"
"703","Cluster_1453_evm.TU.chromosome_11.2392","Cluster_1453","evm.TU.chromosome_11.2392",-0.4,0.4,-0.5,"4","4","4","1"
"704","Cluster_1453_evm.TU.chromosome_11.240","Cluster_1453","evm.TU.chromosome_11.240",-1,-0.8,-0.866025403784439,"3","3","3","5"
"705","Cluster_1453_evm.TU.chromosome_11.2470","Cluster_1453","evm.TU.chromosome_11.2470",-0.4,0.2,-0.5,"4","4","4","1"
"706","Cluster_1453_evm.TU.chromosome_11.2621","Cluster_1453","evm.TU.chromosome_11.2621",-0.632455532033676,0.4,-0.5,"4","4","4","1"
"707","Cluster_1453_evm.TU.chromosome_11.2647","Cluster_1453","evm.TU.chromosome_11.2647",-0.258198889747161,0.4,-0.866025403784439,"4","4","4","1"
"708","Cluster_1453_evm.TU.chromosome_11.2656","Cluster_1453","evm.TU.chromosome_11.2656",0.210818510677892,0.632455532033676,-0.866025403784439,"4","4","4","1"
"709","Cluster_1453_evm.TU.chromosome_11.3072","Cluster_1453","evm.TU.chromosome_11.3072",-0.258198889747161,0.258198889747161,-0.5,"4","4","4","1"
"710","Cluster_1453_evm.TU.chromosome_11.325","Cluster_1453","evm.TU.chromosome_11.325",-0.774596669241483,0.4,0.866025403784439,"5","5","5","2"
"711","Cluster_1453_evm.TU.chromosome_11.347","Cluster_1453","evm.TU.chromosome_11.347",-0.8,0.6,-0.5,"4","4","4","1"
"712","Cluster_1453_evm.TU.chromosome_11.356","Cluster_1453","evm.TU.chromosome_11.356",-0.4,-0.258198889747161,0.5,"5","5","5","2"
"713","Cluster_1453_evm.TU.chromosome_11.420","Cluster_1453","evm.TU.chromosome_11.420",-0.8,0.105409255338946,0.5,"5","5","5","2"
"714","Cluster_1453_evm.TU.chromosome_11.554","Cluster_1453","evm.TU.chromosome_11.554",-0.2,-0.774596669241483,-0.866025403784439,"2","2","2","3"
"715","Cluster_1453_evm.TU.chromosome_11.571","Cluster_1453","evm.TU.chromosome_11.571",0.8,-0.948683298050514,0.5,"1","1","1","4"
"716","Cluster_1453_evm.TU.chromosome_11.577","Cluster_1453","evm.TU.chromosome_11.577",0.2,0.8,0.5,"3","3","3","5"
"717","Cluster_1453_evm.TU.chromosome_11.621","Cluster_1453","evm.TU.chromosome_11.621",0.2,0.105409255338946,0.5,"3","3","3","5"
"718","Cluster_1453_evm.TU.chromosome_11.646","Cluster_1453","evm.TU.chromosome_11.646",-0.4,-0.948683298050514,-0.866025403784439,"3","3","3","5"
"719","Cluster_1453_evm.TU.chromosome_11.758","Cluster_1453","evm.TU.chromosome_11.758",0.4,-0.4,0.5,"1","1","1","4"
"720","Cluster_1453_evm.TU.chromosome_12.1041","Cluster_1453","evm.TU.chromosome_12.1041",0,-1,-0.5,"2","2","2","3"
"721","Cluster_1453_evm.TU.chromosome_12.1043","Cluster_1453","evm.TU.chromosome_12.1043",-0.2,0.632455532033676,0.866025403784439,"5","5","5","2"
"722","Cluster_1453_evm.TU.chromosome_12.1223","Cluster_1453","evm.TU.chromosome_12.1223",-1,1,-0.866025403784439,"4","4","4","1"
"723","Cluster_1453_evm.TU.chromosome_12.1323","Cluster_1453","evm.TU.chromosome_12.1323",-0.4,-0.105409255338946,0.5,"5","5","5","2"
"724","Cluster_1453_evm.TU.chromosome_12.1433","Cluster_1453","evm.TU.chromosome_12.1433",-0.8,0.4,0.5,"5","5","5","2"
"725","Cluster_1453_evm.TU.chromosome_12.155","Cluster_1453","evm.TU.chromosome_12.155",-0.8,0.632455532033676,-0.5,"4","4","4","1"
"726","Cluster_1453_evm.TU.chromosome_12.1843","Cluster_1453","evm.TU.chromosome_12.1843",0.632455532033676,-0.8,0.866025403784439,"1","1","1","4"
"727","Cluster_1453_evm.TU.chromosome_12.1850","Cluster_1453","evm.TU.chromosome_12.1850",-0.737864787372622,0.948683298050514,-1,"4","4","4","1"
"728","Cluster_1453_evm.TU.chromosome_12.193","Cluster_1453","evm.TU.chromosome_12.193",0.258198889747161,-0.258198889747161,-0.866025403784439,"2","2","2","3"
"729","Cluster_1453_evm.TU.chromosome_12.2041","Cluster_1453","evm.TU.chromosome_12.2041",-0.948683298050514,0.4,0.5,"5","5","5","2"
"730","Cluster_1453_evm.TU.chromosome_12.2122","Cluster_1453","evm.TU.chromosome_12.2122",-1,-0.8,-0.5,"3","3","3","5"
"731","Cluster_1453_evm.TU.chromosome_12.2124","Cluster_1453","evm.TU.chromosome_12.2124",0.8,-0.8,-0.5,"2","2","2","3"
"732","Cluster_1453_evm.TU.chromosome_12.2148","Cluster_1453","evm.TU.chromosome_12.2148",-0.4,0.948683298050514,0.5,"5","5","5","2"
"733","Cluster_1453_evm.TU.chromosome_12.2158","Cluster_1453","evm.TU.chromosome_12.2158",-0.948683298050514,0.8,-0.5,"4","4","4","1"
"734","Cluster_1453_evm.TU.chromosome_12.2344","Cluster_1453","evm.TU.chromosome_12.2344",0,0.2,-0.5,"4","4","4","1"
"735","Cluster_1453_evm.TU.chromosome_12.2411","Cluster_1453","evm.TU.chromosome_12.2411",0.4,0.105409255338946,0.5,"3","3","3","5"
"736","Cluster_1453_evm.TU.chromosome_12.245","Cluster_1453","evm.TU.chromosome_12.245",-0.4,-0.8,-0.5,"3","3","3","5"
"737","Cluster_1453_evm.TU.chromosome_12.2523","Cluster_1453","evm.TU.chromosome_12.2523",-0.4,-0.8,-0.5,"3","3","3","5"
"738","Cluster_1453_evm.TU.chromosome_12.2556","Cluster_1453","evm.TU.chromosome_12.2556",-0.4,0.4,-0.5,"4","4","4","1"
"739","Cluster_1453_evm.TU.chromosome_12.2616","Cluster_1453","evm.TU.chromosome_12.2616",0.2,0.632455532033676,0.5,"3","3","3","5"
"740","Cluster_1453_evm.TU.chromosome_12.272","Cluster_1453","evm.TU.chromosome_12.272",-0.8,-0.948683298050514,0.5,"1","1","1","4"
"741","Cluster_1453_evm.TU.chromosome_12.2785","Cluster_1453","evm.TU.chromosome_12.2785",1,0.4,-0.5,"2","2","2","3"
"742","Cluster_1453_evm.TU.chromosome_12.2849","Cluster_1453","evm.TU.chromosome_12.2849",-0.8,-1,0.5,"1","1","1","4"
"743","Cluster_1453_evm.TU.chromosome_12.3081","Cluster_1453","evm.TU.chromosome_12.3081",-0.8,-1,-0.5,"3","3","3","5"
"744","Cluster_1453_evm.TU.chromosome_12.3146","Cluster_1453","evm.TU.chromosome_12.3146",0.4,-0.2,0.5,"1","1","1","4"
"745","Cluster_1453_evm.TU.chromosome_12.324","Cluster_1453","evm.TU.chromosome_12.324",-0.258198889747161,-0.258198889747161,-0.5,"3","3","3","5"
"746","Cluster_1453_evm.TU.chromosome_12.332","Cluster_1453","evm.TU.chromosome_12.332",0,-0.8,-0.5,"2","2","2","3"
"747","Cluster_1453_evm.TU.chromosome_12.3351","Cluster_1453","evm.TU.chromosome_12.3351",-1,0.4,-0.5,"4","4","4","1"
"748","Cluster_1453_evm.TU.chromosome_12.3368","Cluster_1453","evm.TU.chromosome_12.3368",0,-0.2,0.5,"1","1","1","4"
"749","Cluster_1453_evm.TU.chromosome_12.3375","Cluster_1453","evm.TU.chromosome_12.3375",0.105409255338946,0,-0.5,"3","3","3","5"
"750","Cluster_1453_evm.TU.chromosome_12.3536","Cluster_1453","evm.TU.chromosome_12.3536",-0.774596669241483,0.948683298050514,-0.866025403784439,"4","4","4","1"
"751","Cluster_1453_evm.TU.chromosome_12.3603","Cluster_1453","evm.TU.chromosome_12.3603",0.6,0.2,0.5,"3","3","3","5"
"752","Cluster_1453_evm.TU.chromosome_12.3607","Cluster_1453","evm.TU.chromosome_12.3607",-0.8,1,0.866025403784439,"5","5","5","2"
"753","Cluster_1453_evm.TU.chromosome_12.3689","Cluster_1453","evm.TU.chromosome_12.3689",0.774596669241483,-0.258198889747161,0.5,"1","1","1","4"
"754","Cluster_1453_evm.TU.chromosome_12.3744","Cluster_1453","evm.TU.chromosome_12.3744",-0.4,-0.948683298050514,-0.866025403784439,"3","3","3","5"
"755","Cluster_1453_evm.TU.chromosome_12.3980","Cluster_1453","evm.TU.chromosome_12.3980",0.2,0.4,-0.866025403784439,"4","4","4","1"
"756","Cluster_1453_evm.TU.chromosome_12.4031","Cluster_1453","evm.TU.chromosome_12.4031",0.105409255338946,-0.948683298050514,-0.5,"2","2","2","3"
"757","Cluster_1453_evm.TU.chromosome_12.4032","Cluster_1453","evm.TU.chromosome_12.4032",0.2,-1,-0.866025403784439,"2","2","2","3"
