"","GO.ID","Term","Annotated","Significant","Expected","Fisher","ontology","cluster"
"36","GO:1900212","negative regulation of mesenchymal cell apoptotic p...",10,2,0.23,0.0203,"Biological Processes","3"
"37","GO:0033058","directional locomotion",9,2,0.2,0.02253,"Biological Processes","3"
"38","GO:0070266","necroptotic process",42,2,0.95,0.02258,"Biological Processes","3"
"39","GO:0046833","positive regulation of RNA export from nucleus",1,1,0.02,0.02258,"Biological Processes","3"
"40","GO:0038110","interleukin-2-mediated signaling pathway",1,1,0.02,0.02258,"Biological Processes","3"
"41","GO:0043031","negative regulation of macrophage activation",1,1,0.02,0.02258,"Biological Processes","3"
"42","GO:0046543","development of secondary female sexual characterist...",1,1,0.02,0.02258,"Biological Processes","3"
"43","GO:0046544","development of secondary male sexual characteristic...",1,1,0.02,0.02258,"Biological Processes","3"
"44","GO:0000162","L-tryptophan biosynthetic process",1,1,0.02,0.02258,"Biological Processes","3"
"45","GO:1903442","response to lipoic acid",1,1,0.02,0.02258,"Biological Processes","3"
"46","GO:0060400","negative regulation of growth hormone receptor sign...",1,1,0.02,0.02258,"Biological Processes","3"
"47","GO:2001027","negative regulation of endothelial cell chemotaxis",1,1,0.02,0.02258,"Biological Processes","3"
"48","GO:0033316","meiotic spindle assembly checkpoint signaling",1,1,0.02,0.02258,"Biological Processes","3"
"49","GO:1905303","positive regulation of macropinocytosis",1,1,0.02,0.02258,"Biological Processes","3"
"50","GO:0060843","venous endothelial cell differentiation",1,1,0.02,0.02258,"Biological Processes","3"
"51","GO:0003400","regulation of COPII vesicle coating",1,1,0.02,0.02258,"Biological Processes","3"
"52","GO:0003192","mitral valve formation",1,1,0.02,0.02258,"Biological Processes","3"
"53","GO:1902609","(R)-2-hydroxy-alpha-linolenic acid biosynthetic pro...",1,1,0.02,0.02258,"Biological Processes","3"
"54","GO:0003162","atrioventricular node development",1,1,0.02,0.02258,"Biological Processes","3"
"55","GO:0072144","glomerular mesangial cell development",1,1,0.02,0.02258,"Biological Processes","3"
"56","GO:0003169","coronary vein morphogenesis",1,1,0.02,0.02258,"Biological Processes","3"
"57","GO:0039695","DNA-templated viral transcription",1,1,0.02,0.02258,"Biological Processes","3"
"58","GO:0060528","secretory columnal luminar epithelial cell differen...",1,1,0.02,0.02258,"Biological Processes","3"
"59","GO:0032825","positive regulation of natural killer cell differen...",1,1,0.02,0.02258,"Biological Processes","3"
"60","GO:0032819","positive regulation of natural killer cell prolifer...",1,1,0.02,0.02258,"Biological Processes","3"
"61","GO:0003270","Notch signaling pathway involved in regulation of s...",1,1,0.02,0.02258,"Biological Processes","3"
"62","GO:0003273","cell migration involved in endocardial cushion form...",1,1,0.02,0.02258,"Biological Processes","3"
"63","GO:0051598","meiotic recombination checkpoint signaling",1,1,0.02,0.02258,"Biological Processes","3"
"64","GO:0044111","formation of structure involved in a symbiotic proc...",1,1,0.02,0.02258,"Biological Processes","3"
"65","GO:0003213","cardiac right atrium morphogenesis",1,1,0.02,0.02258,"Biological Processes","3"
"66","GO:0003219","cardiac right ventricle formation",1,1,0.02,0.02258,"Biological Processes","3"
"67","GO:0009627","systemic acquired resistance",1,1,0.02,0.02258,"Biological Processes","3"
"68","GO:0010916","negative regulation of very-low-density lipoprotein...",1,1,0.02,0.02258,"Biological Processes","3"
"69","GO:1904524","negative regulation of DNA amplification",1,1,0.02,0.02258,"Biological Processes","3"
"70","GO:0014732","skeletal muscle atrophy",1,1,0.02,0.02258,"Biological Processes","3"
"71","GO:0014878","response to electrical stimulus involved in regulat...",1,1,0.02,0.02258,"Biological Processes","3"
"72","GO:0046449","creatinine metabolic process",1,1,0.02,0.02258,"Biological Processes","3"
"73","GO:0045234","protein palmitoleylation",1,1,0.02,0.02258,"Biological Processes","3"
"74","GO:0019075","virus maturation",1,1,0.02,0.02258,"Biological Processes","3"
"75","GO:0060948","cardiac vascular smooth muscle cell development",1,1,0.02,0.02258,"Biological Processes","3"
"76","GO:0070922","RISC complex assembly",1,1,0.02,0.02258,"Biological Processes","3"
"77","GO:1903096","protein localization to meiotic spindle midzone",1,1,0.02,0.02258,"Biological Processes","3"
"78","GO:0036255","response to methylamine",1,1,0.02,0.02258,"Biological Processes","3"
"79","GO:0017186","peptidyl-pyroglutamic acid biosynthetic process, us...",1,1,0.02,0.02258,"Biological Processes","3"
"80","GO:1904973","positive regulation of viral translation",1,1,0.02,0.02258,"Biological Processes","3"
"81","GO:1900222","negative regulation of amyloid-beta clearance",1,1,0.02,0.02258,"Biological Processes","3"
"82","GO:0045588","positive regulation of gamma-delta T cell different...",1,1,0.02,0.02258,"Biological Processes","3"
"83","GO:1990786","cellular response to dsDNA",1,1,0.02,0.02258,"Biological Processes","3"
"84","GO:0006769","nicotinamide metabolic process",1,1,0.02,0.02258,"Biological Processes","3"
"85","GO:2000974","negative regulation of pro-B cell differentiation",1,1,0.02,0.02258,"Biological Processes","3"
"86","GO:0045667","regulation of osteoblast differentiation",197,10,4.45,0.02399,"Biological Processes","3"
"87","GO:0048711","positive regulation of astrocyte differentiation",11,2,0.25,0.02444,"Biological Processes","3"
"88","GO:0060213","positive regulation of nuclear-transcribed mRNA pol...",11,2,0.25,0.02444,"Biological Processes","3"
"89","GO:0055085","transmembrane transport",1248,34,28.18,0.02561,"Biological Processes","3"
"90","GO:0071479","cellular response to ionizing radiation",59,4,1.33,0.02698,"Biological Processes","3"
"91","GO:0009435","NAD biosynthetic process",18,3,0.41,0.02878,"Biological Processes","3"
"92","GO:0007160","cell-matrix adhesion",144,6,3.25,0.02879,"Biological Processes","3"
"93","GO:0090200","positive regulation of release of cytochrome c from...",12,2,0.27,0.0289,"Biological Processes","3"
"94","GO:0072137","condensed mesenchymal cell proliferation",12,2,0.27,0.0289,"Biological Processes","3"
"95","GO:0043252","sodium-independent organic anion transport",12,2,0.27,0.0289,"Biological Processes","3"
"96","GO:0050482","arachidonate secretion",53,4,1.2,0.03148,"Biological Processes","3"
"97","GO:0090090","negative regulation of canonical Wnt signaling path...",193,9,4.36,0.03151,"Biological Processes","3"
"98","GO:1901666","positive regulation of NAD+ ADP-ribosyltransferase ...",13,2,0.29,0.03365,"Biological Processes","3"
"99","GO:0072307","regulation of metanephric nephron tubule epithelial...",13,2,0.29,0.03365,"Biological Processes","3"
"100","GO:0006264","mitochondrial DNA replication",13,2,0.29,0.03365,"Biological Processes","3"
"101","GO:0007155","cell adhesion",1407,43,31.77,0.03784,"Biological Processes","3"
"102","GO:0060071","Wnt signaling pathway, planar cell polarity pathway",139,7,3.14,0.03846,"Biological Processes","3"
"103","GO:2001034","positive regulation of double-strand break repair v...",14,2,0.32,0.03869,"Biological Processes","3"
"104","GO:0045947","negative regulation of translational initiation",14,2,0.32,0.03869,"Biological Processes","3"
"105","GO:0071732","cellular response to nitric oxide",14,2,0.32,0.03869,"Biological Processes","3"
"106","GO:0001561","fatty acid alpha-oxidation",14,2,0.32,0.03869,"Biological Processes","3"
"107","GO:2000646","positive regulation of receptor catabolic process",14,2,0.32,0.03869,"Biological Processes","3"
"108","GO:0051301","cell division",624,20,14.09,0.03894,"Biological Processes","3"
"109","GO:0070327","thyroid hormone transport",15,2,0.34,0.04398,"Biological Processes","3"
"110","GO:1904274","tricellular tight junction assembly",15,2,0.34,0.04398,"Biological Processes","3"
"111","GO:0009822","alkaloid catabolic process",4,2,0.09,0.04454,"Biological Processes","3"
"112","GO:0032511","late endosome to vacuole transport via multivesicul...",6,2,0.14,0.04455,"Biological Processes","3"
"113","GO:0042921","nuclear receptor-mediated glucocorticoid signaling ...",8,2,0.18,0.04455,"Biological Processes","3"
"114","GO:0010148","transpiration",2,1,0.05,0.04465,"Biological Processes","3"
"115","GO:0038111","interleukin-7-mediated signaling pathway",2,1,0.05,0.04465,"Biological Processes","3"
"116","GO:0045608","negative regulation of inner ear auditory receptor ...",2,1,0.05,0.04465,"Biological Processes","3"
"117","GO:0000432","positive regulation of transcription from RNA polym...",2,1,0.05,0.04465,"Biological Processes","3"
"118","GO:0048103","somatic stem cell division",2,1,0.05,0.04465,"Biological Processes","3"
"119","GO:1902263","apoptotic process involved in embryonic digit morph...",2,1,0.05,0.04465,"Biological Processes","3"
"120","GO:1903413","cellular response to bile acid",2,1,0.05,0.04465,"Biological Processes","3"
"121","GO:0090149","mitochondrial membrane fission",2,1,0.05,0.04465,"Biological Processes","3"
"122","GO:0006549","isoleucine metabolic process",2,1,0.05,0.04465,"Biological Processes","3"
"123","GO:0006535","cysteine biosynthetic process from serine",2,1,0.05,0.04465,"Biological Processes","3"
"124","GO:0014031","mesenchymal cell development",2,1,0.05,0.04465,"Biological Processes","3"
"125","GO:1902203","negative regulation of hepatocyte growth factor rec...",2,1,0.05,0.04465,"Biological Processes","3"
"126","GO:1901557","response to fenofibrate",2,1,0.05,0.04465,"Biological Processes","3"
"127","GO:0045954","positive regulation of natural killer cell mediated...",2,1,0.05,0.04465,"Biological Processes","3"
"128","GO:2000393","negative regulation of lamellipodium morphogenesis",2,1,0.05,0.04465,"Biological Processes","3"
"129","GO:0071446","cellular response to salicylic acid stimulus",2,1,0.05,0.04465,"Biological Processes","3"
"130","GO:2000373","positive regulation of DNA topoisomerase (ATP-hydro...",2,1,0.05,0.04465,"Biological Processes","3"
"131","GO:0050784","cocaine catabolic process",2,1,0.05,0.04465,"Biological Processes","3"
"132","GO:0045026","plasma membrane fusion",2,1,0.05,0.04465,"Biological Processes","3"
"133","GO:0048621","post-embryonic digestive tract morphogenesis",2,1,0.05,0.04465,"Biological Processes","3"
"134","GO:0030644","intracellular chloride ion homeostasis",2,1,0.05,0.04465,"Biological Processes","3"
"135","GO:0032717","negative regulation of interleukin-8 production",2,1,0.05,0.04465,"Biological Processes","3"
"136","GO:0002215","defense response to nematode",2,1,0.05,0.04465,"Biological Processes","3"
"137","GO:0032741","positive regulation of interleukin-18 production",2,1,0.05,0.04465,"Biological Processes","3"
"138","GO:1900063","regulation of peroxisome organization",2,1,0.05,0.04465,"Biological Processes","3"
"139","GO:1900029","positive regulation of ruffle assembly",2,1,0.05,0.04465,"Biological Processes","3"
"140","GO:1900036","positive regulation of cellular response to heat",2,1,0.05,0.04465,"Biological Processes","3"
"141","GO:2001113","negative regulation of cellular response to hepatoc...",2,1,0.05,0.04465,"Biological Processes","3"
"142","GO:2000767","positive regulation of cytoplasmic translation",2,1,0.05,0.04465,"Biological Processes","3"
"143","GO:0009626","plant-type hypersensitive response",2,1,0.05,0.04465,"Biological Processes","3"
"144","GO:1903608","protein localization to cytoplasmic stress granule",2,1,0.05,0.04465,"Biological Processes","3"
"145","GO:0061565","dAMP phosphorylation",2,1,0.05,0.04465,"Biological Processes","3"
"146","GO:0061566","CMP phosphorylation",2,1,0.05,0.04465,"Biological Processes","3"
"147","GO:0061567","dCMP phosphorylation",2,1,0.05,0.04465,"Biological Processes","3"
"148","GO:1905701","positive regulation of xenobiotic detoxification by...",2,1,0.05,0.04465,"Biological Processes","3"
"149","GO:0046427","positive regulation of receptor signaling pathway v...",2,1,0.05,0.04465,"Biological Processes","3"
"150","GO:0014807","regulation of somitogenesis",2,1,0.05,0.04465,"Biological Processes","3"
"151","GO:0035198","miRNA binding",126,12,2.8,2.5e-05,"Molecular Functions","3"
"152","GO:0005509","calcium ion binding",1711,59,38.07,0.00047,"Molecular Functions","3"
"153","GO:0047498","calcium-dependent phospholipase A2 activity",10,3,0.22,0.00117,"Molecular Functions","3"
"154","GO:0005524","ATP binding",2243,71,49.91,0.00133,"Molecular Functions","3"
"155","GO:0035197","siRNA binding",11,3,0.24,0.00158,"Molecular Functions","3"
"156","GO:0004842","ubiquitin-protein transferase activity",604,25,13.44,0.00311,"Molecular Functions","3"
"157","GO:0005262","calcium channel activity",241,12,5.36,0.00449,"Molecular Functions","3"
"158","GO:0070551","endoribonuclease activity, cleaving siRNA-paired mR...",5,2,0.11,0.00472,"Molecular Functions","3"
"159","GO:0004622","lysophospholipase activity",17,3,0.38,0.0059,"Molecular Functions","3"
"160","GO:0046870","cadmium ion binding",7,2,0.16,0.00963,"Molecular Functions","3"
"161","GO:0045134","UDP phosphatase activity",7,2,0.16,0.00963,"Molecular Functions","3"
"162","GO:0008195","phosphatidate phosphatase activity",7,2,0.16,0.00963,"Molecular Functions","3"
"163","GO:0008270","zinc ion binding",1782,54,39.65,0.01207,"Molecular Functions","3"
"164","GO:0000340","RNA 7-methylguanosine cap binding",8,2,0.18,0.01265,"Molecular Functions","3"
"165","GO:0035259","nuclear glucocorticoid receptor binding",10,2,0.22,0.01975,"Molecular Functions","3"
"166","GO:0016151","nickel cation binding",10,2,0.22,0.01975,"Molecular Functions","3"
"167","GO:0019900","kinase binding",498,11,11.08,0.02115,"Molecular Functions","3"
"168","GO:0048019","receptor antagonist activity",12,2,0.27,0.02221,"Molecular Functions","3"
"169","GO:0102965","alcohol-forming long-chain fatty acyl-CoA reductase...",1,1,0.02,0.02225,"Molecular Functions","3"
"170","GO:0004711","ribosomal protein S6 kinase activity",1,1,0.02,0.02225,"Molecular Functions","3"
"171","GO:0033677","DNA/RNA helicase activity",1,1,0.02,0.02225,"Molecular Functions","3"
"172","GO:0004163","diphosphomevalonate decarboxylase activity",1,1,0.02,0.02225,"Molecular Functions","3"
"173","GO:0004122","cystathionine beta-synthase activity",1,1,0.02,0.02225,"Molecular Functions","3"
"174","GO:0031698","beta-2 adrenergic receptor binding",1,1,0.02,0.02225,"Molecular Functions","3"
"175","GO:0003921","GMP synthase activity",1,1,0.02,0.02225,"Molecular Functions","3"
"176","GO:0003949","1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)meth...",1,1,0.02,0.02225,"Molecular Functions","3"
"177","GO:0070326","very-low-density lipoprotein particle receptor bind...",1,1,0.02,0.02225,"Molecular Functions","3"
"178","GO:0031682","G-protein gamma-subunit binding",1,1,0.02,0.02225,"Molecular Functions","3"
"179","GO:0070280","pyridoxal binding",1,1,0.02,0.02225,"Molecular Functions","3"
"180","GO:0004375","glycine dehydrogenase (decarboxylating) activity",1,1,0.02,0.02225,"Molecular Functions","3"
"181","GO:0004595","pantetheine-phosphate adenylyltransferase activity",1,1,0.02,0.02225,"Molecular Functions","3"
"182","GO:0080019","alcohol-forming very long-chain fatty acyl-CoA redu...",1,1,0.02,0.02225,"Molecular Functions","3"
"183","GO:0045142","triplex DNA binding",1,1,0.02,0.02225,"Molecular Functions","3"
"184","GO:0008773","[protein-PII] uridylyltransferase activity",1,1,0.02,0.02225,"Molecular Functions","3"
"185","GO:0016603","glutaminyl-peptide cyclotransferase activity",1,1,0.02,0.02225,"Molecular Functions","3"
"186","GO:0004516","nicotinate phosphoribosyltransferase activity",1,1,0.02,0.02225,"Molecular Functions","3"
"187","GO:1905172","RISC complex binding",1,1,0.02,0.02225,"Molecular Functions","3"
"188","GO:0001069","regulatory region RNA binding",1,1,0.02,0.02225,"Molecular Functions","3"
"189","GO:0008936","nicotinamidase activity",1,1,0.02,0.02225,"Molecular Functions","3"
"190","GO:0015347","sodium-independent organic anion transmembrane tran...",11,2,0.24,0.02379,"Molecular Functions","3"
"191","GO:0017147","Wnt-protein binding",158,8,3.52,0.02527,"Molecular Functions","3"
"192","GO:0004181","metallocarboxypeptidase activity",32,3,0.71,0.03368,"Molecular Functions","3"
"193","GO:0015349","thyroid hormone transmembrane transporter activity",56,4,1.25,0.03583,"Molecular Functions","3"
"194","GO:0005178","integrin binding",140,7,3.12,0.03723,"Molecular Functions","3"
"195","GO:0097677","STAT family protein binding",14,2,0.31,0.03767,"Molecular Functions","3"
"196","GO:1990841","promoter-specific chromatin binding",14,2,0.31,0.03767,"Molecular Functions","3"
"197","GO:0005109","frizzled binding",144,7,3.2,0.04231,"Molecular Functions","3"
"198","GO:0008559","ABC-type xenobiotic transporter activity",15,2,0.33,0.04284,"Molecular Functions","3"
"199","GO:0042169","SH2 domain binding",15,2,0.33,0.04284,"Molecular Functions","3"
"200","GO:0004576","oligosaccharyl transferase activity",7,2,0.16,0.04391,"Molecular Functions","3"
"201","GO:0032356","oxidized DNA binding",20,2,0.45,0.04394,"Molecular Functions","3"
"202","GO:0033746","histone H3R2 demethylase activity",2,1,0.04,0.04401,"Molecular Functions","3"
"203","GO:0033749","histone H4R3 demethylase activity",2,1,0.04,0.04401,"Molecular Functions","3"
"204","GO:0047638","albendazole monooxygenase activity",2,1,0.04,0.04401,"Molecular Functions","3"
"205","GO:0033709","D-arabinitol dehydrogenase (NADP+) activity",2,1,0.04,0.04401,"Molecular Functions","3"
"206","GO:0034875","caffeine oxidase activity",2,1,0.04,0.04401,"Molecular Functions","3"
"207","GO:0003952","NAD+ synthase (glutamine-hydrolyzing) activity",2,1,0.04,0.04401,"Molecular Functions","3"
"208","GO:0004140","dephospho-CoA kinase activity",2,1,0.04,0.04401,"Molecular Functions","3"
"209","GO:0003977","UDP-N-acetylglucosamine diphosphorylase activity",2,1,0.04,0.04401,"Molecular Functions","3"
"210","GO:0047395","glycerophosphoinositol glycerophosphodiesterase act...",2,1,0.04,0.04401,"Molecular Functions","3"
"211","GO:0102320","1,8-cineole 2-exo-monooxygenase activity",2,1,0.04,0.04401,"Molecular Functions","3"
"212","GO:0004382","GDP phosphatase activity",2,1,0.04,0.04401,"Molecular Functions","3"
"213","GO:0061575","cyclin-dependent protein serine/threonine kinase ac...",2,1,0.04,0.04401,"Molecular Functions","3"
"214","GO:0003839","gamma-glutamylcyclotransferase activity",2,1,0.04,0.04401,"Molecular Functions","3"
"215","GO:0043139","5'-3' DNA helicase activity",2,1,0.04,0.04401,"Molecular Functions","3"
"216","GO:0008441","3'(2'),5'-bisphosphate nucleotidase activity",2,1,0.04,0.04401,"Molecular Functions","3"
"217","GO:0019871","sodium channel inhibitor activity",2,1,0.04,0.04401,"Molecular Functions","3"
"218","GO:0061798","GTP 3',8'-cyclase activity",2,1,0.04,0.04401,"Molecular Functions","3"
"219","GO:0061799","cyclic pyranopterin monophosphate synthase activity",2,1,0.04,0.04401,"Molecular Functions","3"
"220","GO:0030343","vitamin D3 25-hydroxylase activity",2,1,0.04,0.04401,"Molecular Functions","3"
"221","GO:0050816","phosphothreonine residue binding",2,1,0.04,0.04401,"Molecular Functions","3"
"222","GO:1990715","mRNA CDS binding",2,1,0.04,0.04401,"Molecular Functions","3"
"223","GO:0004441","inositol-1,4-bisphosphate 1-phosphatase activity",2,1,0.04,0.04401,"Molecular Functions","3"
"224","GO:0050591","quinine 3-monooxygenase activity",2,1,0.04,0.04401,"Molecular Functions","3"
"225","GO:0033780","taurochenodeoxycholate 6alpha-hydroxylase activity",2,1,0.04,0.04401,"Molecular Functions","3"
"226","GO:0004965","G protein-coupled GABA receptor activity",16,2,0.36,0.04825,"Molecular Functions","3"
"227","GO:0044389","ubiquitin-like protein ligase binding",340,9,7.57,0.04829,"Molecular Functions","3"
