"","pair_id","miRNA","mRNA","timepoint","Ambient","Heat","cluster"
"798","Cluster_1453_evm.TU.chromosome_10.2437","Cluster_1453","evm.TU.chromosome_10.2437","TP7",-0.5,0.8,"3"
"799","Cluster_1453_evm.TU.chromosome_10.2455","Cluster_1453","evm.TU.chromosome_10.2455","TP7",-0.866025403784439,0.774596669241483,"3"
"800","Cluster_1453_evm.TU.chromosome_10.2456","Cluster_1453","evm.TU.chromosome_10.2456","TP7",0.5,0.4,"2"
"801","Cluster_1453_evm.TU.chromosome_10.2531","Cluster_1453","evm.TU.chromosome_10.2531","TP7",-0.5,0.6,"3"
"802","Cluster_1453_evm.TU.chromosome_10.2552","Cluster_1453","evm.TU.chromosome_10.2552","TP7",-0.5,1,"3"
"803","Cluster_1453_evm.TU.chromosome_10.2580","Cluster_1453","evm.TU.chromosome_10.2580","TP7",-0.5,0.4,"3"
"804","Cluster_1453_evm.TU.chromosome_10.2667","Cluster_1453","evm.TU.chromosome_10.2667","TP7",-0.5,0.737864787372622,"3"
"805","Cluster_1453_evm.TU.chromosome_10.2687","Cluster_1453","evm.TU.chromosome_10.2687","TP7",0.866025403784439,0.2,"2"
"806","Cluster_1453_evm.TU.chromosome_10.2723","Cluster_1453","evm.TU.chromosome_10.2723","TP7",-0.5,0.6,"3"
"807","Cluster_1453_evm.TU.chromosome_10.2744","Cluster_1453","evm.TU.chromosome_10.2744","TP7",-0.5,0.8,"3"
"808","Cluster_1453_evm.TU.chromosome_10.2815","Cluster_1453","evm.TU.chromosome_10.2815","TP7",1,0,"2"
"809","Cluster_1453_evm.TU.chromosome_10.2848","Cluster_1453","evm.TU.chromosome_10.2848","TP7",0.5,0.737864787372622,"2"
"810","Cluster_1453_evm.TU.chromosome_10.2920","Cluster_1453","evm.TU.chromosome_10.2920","TP7",-0.5,0.8,"3"
"811","Cluster_1453_evm.TU.chromosome_10.3027","Cluster_1453","evm.TU.chromosome_10.3027","TP7",0.5,-0.8,"2"
"812","Cluster_1453_evm.TU.chromosome_10.3078","Cluster_1453","evm.TU.chromosome_10.3078","TP7",0.5,0.6,"2"
"813","Cluster_1453_evm.TU.chromosome_10.3129","Cluster_1453","evm.TU.chromosome_10.3129","TP7",0.5,0.2,"2"
"814","Cluster_1453_evm.TU.chromosome_10.3197","Cluster_1453","evm.TU.chromosome_10.3197","TP7",0.5,-0.2,"2"
"815","Cluster_1453_evm.TU.chromosome_10.3239","Cluster_1453","evm.TU.chromosome_10.3239","TP7",-0.866025403784439,0.737864787372622,"3"
"816","Cluster_1453_evm.TU.chromosome_10.3255","Cluster_1453","evm.TU.chromosome_10.3255","TP7",-0.5,-0.4,"1"
"817","Cluster_1453_evm.TU.chromosome_10.3256","Cluster_1453","evm.TU.chromosome_10.3256","TP7",0.5,0.737864787372622,"2"
"818","Cluster_1453_evm.TU.chromosome_10.402","Cluster_1453","evm.TU.chromosome_10.402","TP7",0.5,-1,"2"
"819","Cluster_1453_evm.TU.chromosome_10.425","Cluster_1453","evm.TU.chromosome_10.425","TP7",-0.5,-0.4,"1"
"820","Cluster_1453_evm.TU.chromosome_10.428","Cluster_1453","evm.TU.chromosome_10.428","TP7",-1,-0.4,"1"
"821","Cluster_1453_evm.TU.chromosome_10.429","Cluster_1453","evm.TU.chromosome_10.429","TP7",-0.5,-0.2,"1"
"822","Cluster_1453_evm.TU.chromosome_10.497","Cluster_1453","evm.TU.chromosome_10.497","TP7",0.5,0.774596669241483,"2"
"823","Cluster_1453_evm.TU.chromosome_10.559","Cluster_1453","evm.TU.chromosome_10.559","TP7",0.5,0.2,"2"
"824","Cluster_1453_evm.TU.chromosome_10.561","Cluster_1453","evm.TU.chromosome_10.561","TP7",0.5,0.948683298050514,"2"
"825","Cluster_1453_evm.TU.chromosome_10.60","Cluster_1453","evm.TU.chromosome_10.60","TP7",-0.5,0.8,"3"
"826","Cluster_1453_evm.TU.chromosome_10.690","Cluster_1453","evm.TU.chromosome_10.690","TP7",-1,0.4,"3"
"827","Cluster_1453_evm.TU.chromosome_10.695","Cluster_1453","evm.TU.chromosome_10.695","TP7",0.5,-0.8,"2"
"828","Cluster_1453_evm.TU.chromosome_10.749","Cluster_1453","evm.TU.chromosome_10.749","TP7",-0.5,0.4,"3"
"829","Cluster_1453_evm.TU.chromosome_10.773","Cluster_1453","evm.TU.chromosome_10.773","TP7",-0.5,0.948683298050514,"3"
"830","Cluster_1453_evm.TU.chromosome_10.920","Cluster_1453","evm.TU.chromosome_10.920","TP7",-0.5,-0.4,"1"
"831","Cluster_1453_evm.TU.chromosome_10.94","Cluster_1453","evm.TU.chromosome_10.94","TP7",1,0.4,"2"
"832","Cluster_1453_evm.TU.chromosome_11.10","Cluster_1453","evm.TU.chromosome_11.10","TP7",-0.5,0,"1"
"833","Cluster_1453_evm.TU.chromosome_11.1002","Cluster_1453","evm.TU.chromosome_11.1002","TP7",-0.5,0.948683298050514,"3"
"834","Cluster_1453_evm.TU.chromosome_11.106","Cluster_1453","evm.TU.chromosome_11.106","TP7",0.5,0.737864787372622,"2"
"835","Cluster_1453_evm.TU.chromosome_11.1135","Cluster_1453","evm.TU.chromosome_11.1135","TP7",-0.5,0.948683298050514,"3"
"836","Cluster_1453_evm.TU.chromosome_11.1163","Cluster_1453","evm.TU.chromosome_11.1163","TP7",0.5,0.4,"2"
"837","Cluster_1453_evm.TU.chromosome_11.1200","Cluster_1453","evm.TU.chromosome_11.1200","TP7",0.5,0.948683298050514,"2"
"838","Cluster_1453_evm.TU.chromosome_11.1222","Cluster_1453","evm.TU.chromosome_11.1222","TP7",0.5,-0.6,"2"
"839","Cluster_1453_evm.TU.chromosome_11.1251","Cluster_1453","evm.TU.chromosome_11.1251","TP7",-0.5,0.737864787372622,"3"
"840","Cluster_1453_evm.TU.chromosome_11.1270","Cluster_1453","evm.TU.chromosome_11.1270","TP7",0.5,-0.8,"2"
"841","Cluster_1453_evm.TU.chromosome_11.130","Cluster_1453","evm.TU.chromosome_11.130","TP7",0.5,0.948683298050514,"2"
"842","Cluster_1453_evm.TU.chromosome_11.1307","Cluster_1453","evm.TU.chromosome_11.1307","TP7",-0.5,-1,"1"
"843","Cluster_1453_evm.TU.chromosome_11.1384","Cluster_1453","evm.TU.chromosome_11.1384","TP7",0.5,0.948683298050514,"2"
"844","Cluster_1453_evm.TU.chromosome_11.1393","Cluster_1453","evm.TU.chromosome_11.1393","TP7",-0.5,0.948683298050514,"3"
"845","Cluster_1453_evm.TU.chromosome_11.1470","Cluster_1453","evm.TU.chromosome_11.1470","TP7",-0.5,0.774596669241483,"3"
"846","Cluster_1453_evm.TU.chromosome_11.1503","Cluster_1453","evm.TU.chromosome_11.1503","TP7",0.5,-0.8,"2"
"847","Cluster_1453_evm.TU.chromosome_11.1520","Cluster_1453","evm.TU.chromosome_11.1520","TP7",0.5,-0.2,"2"
"848","Cluster_1453_evm.TU.chromosome_11.1588","Cluster_1453","evm.TU.chromosome_11.1588","TP7",-0.5,-0.4,"1"
"849","Cluster_1453_evm.TU.chromosome_11.1627","Cluster_1453","evm.TU.chromosome_11.1627","TP7",-0.5,0.4,"3"
"850","Cluster_1453_evm.TU.chromosome_11.1741","Cluster_1453","evm.TU.chromosome_11.1741","TP7",-0.5,0.8,"3"
"851","Cluster_1453_evm.TU.chromosome_11.181","Cluster_1453","evm.TU.chromosome_11.181","TP7",0.5,-0.2,"2"
"852","Cluster_1453_evm.TU.chromosome_11.1890","Cluster_1453","evm.TU.chromosome_11.1890","TP7",-0.5,0.774596669241483,"3"
"853","Cluster_1453_evm.TU.chromosome_11.1980","Cluster_1453","evm.TU.chromosome_11.1980","TP7",-0.5,0.2,"1"
"854","Cluster_1453_evm.TU.chromosome_11.1995","Cluster_1453","evm.TU.chromosome_11.1995","TP7",-0.5,0.8,"3"
"855","Cluster_1453_evm.TU.chromosome_11.2052","Cluster_1453","evm.TU.chromosome_11.2052","TP7",-0.5,0.948683298050514,"3"
"856","Cluster_1453_evm.TU.chromosome_11.2064","Cluster_1453","evm.TU.chromosome_11.2064","TP7",-0.5,0.8,"3"
"857","Cluster_1453_evm.TU.chromosome_11.2183","Cluster_1453","evm.TU.chromosome_11.2183","TP7",-0.5,-0.4,"1"
"858","Cluster_1453_evm.TU.chromosome_11.2184","Cluster_1453","evm.TU.chromosome_11.2184","TP7",-0.5,-0.4,"1"
"859","Cluster_1453_evm.TU.chromosome_11.2242","Cluster_1453","evm.TU.chromosome_11.2242","TP7",0.5,0.2,"2"
"860","Cluster_1453_evm.TU.chromosome_11.2256","Cluster_1453","evm.TU.chromosome_11.2256","TP7",0.866025403784439,0.948683298050514,"2"
"861","Cluster_1453_evm.TU.chromosome_11.2392","Cluster_1453","evm.TU.chromosome_11.2392","TP7",-0.5,0.4,"3"
"862","Cluster_1453_evm.TU.chromosome_11.240","Cluster_1453","evm.TU.chromosome_11.240","TP7",-0.866025403784439,0.4,"3"
"863","Cluster_1453_evm.TU.chromosome_11.2403","Cluster_1453","evm.TU.chromosome_11.2403","TP7",-0.5,-0.4,"1"
"864","Cluster_1453_evm.TU.chromosome_11.2470","Cluster_1453","evm.TU.chromosome_11.2470","TP7",-0.5,-0.4,"1"
"865","Cluster_1453_evm.TU.chromosome_11.2559","Cluster_1453","evm.TU.chromosome_11.2559","TP7",1,-0.8,"2"
"866","Cluster_1453_evm.TU.chromosome_11.2621","Cluster_1453","evm.TU.chromosome_11.2621","TP7",-0.5,0.737864787372622,"3"
"867","Cluster_1453_evm.TU.chromosome_11.2647","Cluster_1453","evm.TU.chromosome_11.2647","TP7",-0.866025403784439,-0.632455532033676,"1"
"868","Cluster_1453_evm.TU.chromosome_11.2656","Cluster_1453","evm.TU.chromosome_11.2656","TP7",-0.866025403784439,-0.8,"1"
"869","Cluster_1453_evm.TU.chromosome_11.2859","Cluster_1453","evm.TU.chromosome_11.2859","TP7",0.5,-0.4,"2"
"870","Cluster_1453_evm.TU.chromosome_11.2937","Cluster_1453","evm.TU.chromosome_11.2937","TP7",-0.5,0.8,"3"
"871","Cluster_1453_evm.TU.chromosome_11.3053","Cluster_1453","evm.TU.chromosome_11.3053","TP7",-0.5,-0.4,"1"
"872","Cluster_1453_evm.TU.chromosome_11.3072","Cluster_1453","evm.TU.chromosome_11.3072","TP7",-0.5,0.737864787372622,"3"
"873","Cluster_1453_evm.TU.chromosome_11.3101","Cluster_1453","evm.TU.chromosome_11.3101","TP7",-0.5,0.4,"3"
"874","Cluster_1453_evm.TU.chromosome_11.3131","Cluster_1453","evm.TU.chromosome_11.3131","TP7",1,-0.4,"2"
"875","Cluster_1453_evm.TU.chromosome_11.3143","Cluster_1453","evm.TU.chromosome_11.3143","TP7",-0.5,-0.4,"1"
"876","Cluster_1453_evm.TU.chromosome_11.3157","Cluster_1453","evm.TU.chromosome_11.3157","TP7",-0.5,0.2,"1"
"877","Cluster_1453_evm.TU.chromosome_11.325","Cluster_1453","evm.TU.chromosome_11.325","TP7",0.866025403784439,0.737864787372622,"2"
"878","Cluster_1453_evm.TU.chromosome_11.344","Cluster_1453","evm.TU.chromosome_11.344","TP7",-0.5,-0.4,"1"
"879","Cluster_1453_evm.TU.chromosome_11.347","Cluster_1453","evm.TU.chromosome_11.347","TP7",-0.5,0.6,"3"
"880","Cluster_1453_evm.TU.chromosome_11.356","Cluster_1453","evm.TU.chromosome_11.356","TP7",0.5,0.737864787372622,"2"
"881","Cluster_1453_evm.TU.chromosome_11.420","Cluster_1453","evm.TU.chromosome_11.420","TP7",0.5,0,"2"
"882","Cluster_1453_evm.TU.chromosome_11.443","Cluster_1453","evm.TU.chromosome_11.443","TP7",-0.5,0.8,"3"
"883","Cluster_1453_evm.TU.chromosome_11.444","Cluster_1453","evm.TU.chromosome_11.444","TP7",0.5,0.2,"2"
"884","Cluster_1453_evm.TU.chromosome_11.48","Cluster_1453","evm.TU.chromosome_11.48","TP7",0.5,0,"2"
"885","Cluster_1453_evm.TU.chromosome_11.554","Cluster_1453","evm.TU.chromosome_11.554","TP7",-0.866025403784439,-0.2,"1"
"886","Cluster_1453_evm.TU.chromosome_11.571","Cluster_1453","evm.TU.chromosome_11.571","TP7",0.5,0.737864787372622,"2"
"887","Cluster_1453_evm.TU.chromosome_11.577","Cluster_1453","evm.TU.chromosome_11.577","TP7",0.5,0.737864787372622,"2"
"888","Cluster_1453_evm.TU.chromosome_11.621","Cluster_1453","evm.TU.chromosome_11.621","TP7",0.5,0.737864787372622,"2"
"889","Cluster_1453_evm.TU.chromosome_11.646","Cluster_1453","evm.TU.chromosome_11.646","TP7",-0.866025403784439,0.4,"3"
"890","Cluster_1453_evm.TU.chromosome_11.75","Cluster_1453","evm.TU.chromosome_11.75","TP7",0.5,0.8,"2"
"891","Cluster_1453_evm.TU.chromosome_11.751","Cluster_1453","evm.TU.chromosome_11.751","TP7",0.866025403784439,0.948683298050514,"2"
"892","Cluster_1453_evm.TU.chromosome_11.758","Cluster_1453","evm.TU.chromosome_11.758","TP7",0.5,0.948683298050514,"2"
"893","Cluster_1453_evm.TU.chromosome_11.78","Cluster_1453","evm.TU.chromosome_11.78","TP7",-0.5,0.948683298050514,"3"
"894","Cluster_1453_evm.TU.chromosome_11.845","Cluster_1453","evm.TU.chromosome_11.845","TP7",0.5,-0.4,"2"
"895","Cluster_1453_evm.TU.chromosome_11.884","Cluster_1453","evm.TU.chromosome_11.884","TP7",-1,-0.4,"1"
"896","Cluster_1453_evm.TU.chromosome_11.888","Cluster_1453","evm.TU.chromosome_11.888","TP7",0.5,-0.2,"2"
"897","Cluster_1453_evm.TU.chromosome_11.95","Cluster_1453","evm.TU.chromosome_11.95","TP7",0.5,0.4,"2"
"898","Cluster_1453_evm.TU.chromosome_11.967","Cluster_1453","evm.TU.chromosome_11.967","TP7",0.5,-0.2,"2"
"899","Cluster_1453_evm.TU.chromosome_12.1026","Cluster_1453","evm.TU.chromosome_12.1026","TP7",0.866025403784439,0.948683298050514,"2"
"900","Cluster_1453_evm.TU.chromosome_12.1041","Cluster_1453","evm.TU.chromosome_12.1041","TP7",-0.5,-0.2,"1"
"901","Cluster_1453_evm.TU.chromosome_12.1043","Cluster_1453","evm.TU.chromosome_12.1043","TP7",0.866025403784439,0.632455532033676,"2"
"902","Cluster_1453_evm.TU.chromosome_12.1124","Cluster_1453","evm.TU.chromosome_12.1124","TP7",-0.5,0.737864787372622,"3"
"903","Cluster_1453_evm.TU.chromosome_12.1143","Cluster_1453","evm.TU.chromosome_12.1143","TP7",-0.5,-0.6,"1"
"904","Cluster_1453_evm.TU.chromosome_12.1204","Cluster_1453","evm.TU.chromosome_12.1204","TP7",0.5,0.4,"2"
"905","Cluster_1453_evm.TU.chromosome_12.1223","Cluster_1453","evm.TU.chromosome_12.1223","TP7",-0.866025403784439,0.737864787372622,"3"
"906","Cluster_1453_evm.TU.chromosome_12.1239","Cluster_1453","evm.TU.chromosome_12.1239","TP7",-0.5,0.4,"3"
"907","Cluster_1453_evm.TU.chromosome_12.1282","Cluster_1453","evm.TU.chromosome_12.1282","TP7",0.5,0.8,"2"
"908","Cluster_1453_evm.TU.chromosome_12.1323","Cluster_1453","evm.TU.chromosome_12.1323","TP7",0.5,0,"2"
"909","Cluster_1453_evm.TU.chromosome_12.1324","Cluster_1453","evm.TU.chromosome_12.1324","TP7",0.5,0.6,"2"
"910","Cluster_1453_evm.TU.chromosome_12.1415","Cluster_1453","evm.TU.chromosome_12.1415","TP7",-0.5,0.4,"3"
"911","Cluster_1453_evm.TU.chromosome_12.1433","Cluster_1453","evm.TU.chromosome_12.1433","TP7",0.5,0.4,"2"
"912","Cluster_1453_evm.TU.chromosome_12.1438","Cluster_1453","evm.TU.chromosome_12.1438","TP7",-1,0.948683298050514,"3"
"913","Cluster_1453_evm.TU.chromosome_12.1464","Cluster_1453","evm.TU.chromosome_12.1464","TP7",-0.5,1,"3"
"914","Cluster_1453_evm.TU.chromosome_12.1516","Cluster_1453","evm.TU.chromosome_12.1516","TP7",-1,0.258198889747161,"3"
"915","Cluster_1453_evm.TU.chromosome_12.1542","Cluster_1453","evm.TU.chromosome_12.1542","TP7",-0.5,-0.2,"1"
"916","Cluster_1453_evm.TU.chromosome_12.155","Cluster_1453","evm.TU.chromosome_12.155","TP7",-0.5,0.774596669241483,"3"
"917","Cluster_1453_evm.TU.chromosome_12.1564","Cluster_1453","evm.TU.chromosome_12.1564","TP7",-1,0.6,"3"
"918","Cluster_1453_evm.TU.chromosome_12.1572","Cluster_1453","evm.TU.chromosome_12.1572","TP7",-0.5,0.948683298050514,"3"
"919","Cluster_1453_evm.TU.chromosome_12.1663","Cluster_1453","evm.TU.chromosome_12.1663","TP7",0.5,-0.6,"2"
"920","Cluster_1453_evm.TU.chromosome_12.1818","Cluster_1453","evm.TU.chromosome_12.1818","TP7",-0.5,-0.4,"1"
"921","Cluster_1453_evm.TU.chromosome_12.1836","Cluster_1453","evm.TU.chromosome_12.1836","TP7",0.5,-1,"2"
"922","Cluster_1453_evm.TU.chromosome_12.1843","Cluster_1453","evm.TU.chromosome_12.1843","TP7",0.866025403784439,0.737864787372622,"2"
"923","Cluster_1453_evm.TU.chromosome_12.1850","Cluster_1453","evm.TU.chromosome_12.1850","TP7",-1,-0.210818510677892,"3"
"924","Cluster_1453_evm.TU.chromosome_12.1967","Cluster_1453","evm.TU.chromosome_12.1967","TP7",-0.5,0.8,"3"
"925","Cluster_1453_evm.TU.chromosome_12.1990","Cluster_1453","evm.TU.chromosome_12.1990","TP7",-0.5,0.4,"3"
"926","Cluster_1453_evm.TU.chromosome_12.2027","Cluster_1453","evm.TU.chromosome_12.2027","TP7",0.5,0.4,"2"
"927","Cluster_1453_evm.TU.chromosome_12.2041","Cluster_1453","evm.TU.chromosome_12.2041","TP7",0.5,-0.105409255338946,"2"
"928","Cluster_1453_evm.TU.chromosome_12.2122","Cluster_1453","evm.TU.chromosome_12.2122","TP7",-0.5,-0.2,"1"
"929","Cluster_1453_evm.TU.chromosome_12.2124","Cluster_1453","evm.TU.chromosome_12.2124","TP7",-0.5,0.258198889747161,"1"
"930","Cluster_1453_evm.TU.chromosome_12.2148","Cluster_1453","evm.TU.chromosome_12.2148","TP7",0.5,0.737864787372622,"2"
"931","Cluster_1453_evm.TU.chromosome_12.2158","Cluster_1453","evm.TU.chromosome_12.2158","TP7",-0.5,-0.4,"1"
"932","Cluster_1453_evm.TU.chromosome_12.218","Cluster_1453","evm.TU.chromosome_12.218","TP7",-0.5,0.8,"3"
"933","Cluster_1453_evm.TU.chromosome_12.2251","Cluster_1453","evm.TU.chromosome_12.2251","TP7",0.5,-0.4,"2"
"934","Cluster_1453_evm.TU.chromosome_12.2305","Cluster_1453","evm.TU.chromosome_12.2305","TP7",0.5,-0.8,"2"
"935","Cluster_1453_evm.TU.chromosome_12.2311","Cluster_1453","evm.TU.chromosome_12.2311","TP7",-0.5,0.2,"1"
"936","Cluster_1453_evm.TU.chromosome_12.2344","Cluster_1453","evm.TU.chromosome_12.2344","TP7",-0.5,0.2,"1"
"937","Cluster_1453_evm.TU.chromosome_12.2411","Cluster_1453","evm.TU.chromosome_12.2411","TP7",0.5,0.737864787372622,"2"
"938","Cluster_1453_evm.TU.chromosome_12.245","Cluster_1453","evm.TU.chromosome_12.245","TP7",-0.5,-0.4,"1"
"939","Cluster_1453_evm.TU.chromosome_12.2495","Cluster_1453","evm.TU.chromosome_12.2495","TP7",-0.5,0.6,"3"
"940","Cluster_1453_evm.TU.chromosome_12.2523","Cluster_1453","evm.TU.chromosome_12.2523","TP7",-0.5,0.948683298050514,"3"
"941","Cluster_1453_evm.TU.chromosome_12.2556","Cluster_1453","evm.TU.chromosome_12.2556","TP7",-0.5,0.948683298050514,"3"
"942","Cluster_1453_evm.TU.chromosome_12.2581","Cluster_1453","evm.TU.chromosome_12.2581","TP7",0.5,0.2,"2"
"943","Cluster_1453_evm.TU.chromosome_12.2593","Cluster_1453","evm.TU.chromosome_12.2593","TP7",-0.5,1,"3"
"944","Cluster_1453_evm.TU.chromosome_12.2616","Cluster_1453","evm.TU.chromosome_12.2616","TP7",0.5,0.948683298050514,"2"
"945","Cluster_1453_evm.TU.chromosome_12.2678","Cluster_1453","evm.TU.chromosome_12.2678","TP7",-0.5,-0.2,"1"
"946","Cluster_1453_evm.TU.chromosome_12.272","Cluster_1453","evm.TU.chromosome_12.272","TP7",0.5,0.258198889747161,"2"
"947","Cluster_1453_evm.TU.chromosome_12.2785","Cluster_1453","evm.TU.chromosome_12.2785","TP7",-0.5,-0.105409255338946,"1"
"948","Cluster_1453_evm.TU.chromosome_12.2849","Cluster_1453","evm.TU.chromosome_12.2849","TP7",0.5,-0.4,"2"
"949","Cluster_1453_evm.TU.chromosome_12.2927","Cluster_1453","evm.TU.chromosome_12.2927","TP7",-0.5,0.2,"1"
"950","Cluster_1453_evm.TU.chromosome_12.2992","Cluster_1453","evm.TU.chromosome_12.2992","TP7",-1,0,"3"
"951","Cluster_1453_evm.TU.chromosome_12.3025","Cluster_1453","evm.TU.chromosome_12.3025","TP7",-0.5,0.2,"1"
"952","Cluster_1453_evm.TU.chromosome_12.3035","Cluster_1453","evm.TU.chromosome_12.3035","TP7",0.5,0.8,"2"
"953","Cluster_1453_evm.TU.chromosome_12.3068","Cluster_1453","evm.TU.chromosome_12.3068","TP7",-0.5,-0.2,"1"
"954","Cluster_1453_evm.TU.chromosome_12.3081","Cluster_1453","evm.TU.chromosome_12.3081","TP7",-0.5,0.2,"1"
"955","Cluster_1453_evm.TU.chromosome_12.3138","Cluster_1453","evm.TU.chromosome_12.3138","TP7",0.5,0,"2"
"956","Cluster_1453_evm.TU.chromosome_12.3146","Cluster_1453","evm.TU.chromosome_12.3146","TP7",0.5,-0.4,"2"
"957","Cluster_1453_evm.TU.chromosome_12.3203","Cluster_1453","evm.TU.chromosome_12.3203","TP7",-0.5,-0.2,"1"
"958","Cluster_1453_evm.TU.chromosome_12.324","Cluster_1453","evm.TU.chromosome_12.324","TP7",-0.5,0.948683298050514,"3"
"959","Cluster_1453_evm.TU.chromosome_12.3293","Cluster_1453","evm.TU.chromosome_12.3293","TP7",0.5,-0.4,"2"
"960","Cluster_1453_evm.TU.chromosome_12.3295","Cluster_1453","evm.TU.chromosome_12.3295","TP7",-0.5,0.737864787372622,"3"
"961","Cluster_1453_evm.TU.chromosome_12.332","Cluster_1453","evm.TU.chromosome_12.332","TP7",-0.5,0.2,"1"
"962","Cluster_1453_evm.TU.chromosome_12.3351","Cluster_1453","evm.TU.chromosome_12.3351","TP7",-0.5,0.737864787372622,"3"
"963","Cluster_1453_evm.TU.chromosome_12.3368","Cluster_1453","evm.TU.chromosome_12.3368","TP7",0.5,0.2,"2"
"964","Cluster_1453_evm.TU.chromosome_12.3375","Cluster_1453","evm.TU.chromosome_12.3375","TP7",-0.5,-0.105409255338946,"1"
"965","Cluster_1453_evm.TU.chromosome_12.3491","Cluster_1453","evm.TU.chromosome_12.3491","TP7",-0.5,0.948683298050514,"3"
"966","Cluster_1453_evm.TU.chromosome_12.3536","Cluster_1453","evm.TU.chromosome_12.3536","TP7",-0.866025403784439,0.948683298050514,"3"
"967","Cluster_1453_evm.TU.chromosome_12.3603","Cluster_1453","evm.TU.chromosome_12.3603","TP7",0.5,0.4,"2"
"968","Cluster_1453_evm.TU.chromosome_12.3607","Cluster_1453","evm.TU.chromosome_12.3607","TP7",0.866025403784439,-0.8,"2"
"969","Cluster_1453_evm.TU.chromosome_12.3689","Cluster_1453","evm.TU.chromosome_12.3689","TP7",0.5,0.774596669241483,"2"
"970","Cluster_1453_evm.TU.chromosome_12.3858","Cluster_1453","evm.TU.chromosome_12.3858","TP7",-0.5,-0.4,"1"
"971","Cluster_1453_evm.TU.chromosome_12.3868","Cluster_1453","evm.TU.chromosome_12.3868","TP7",-1,0.2,"3"
"972","Cluster_1453_evm.TU.chromosome_12.3946","Cluster_1453","evm.TU.chromosome_12.3946","TP7",-0.5,0,"1"
"973","Cluster_1453_evm.TU.chromosome_12.3980","Cluster_1453","evm.TU.chromosome_12.3980","TP7",-0.866025403784439,-0.4,"1"
"974","Cluster_1453_evm.TU.chromosome_12.4002","Cluster_1453","evm.TU.chromosome_12.4002","TP7",-0.5,0.4,"3"
"975","Cluster_1453_evm.TU.chromosome_12.4032","Cluster_1453","evm.TU.chromosome_12.4032","TP7",-0.866025403784439,0.2,"3"
"976","Cluster_1453_evm.TU.chromosome_12.4045","Cluster_1453","evm.TU.chromosome_12.4045","TP7",0.5,0.4,"2"
"977","Cluster_1453_evm.TU.chromosome_12.466","Cluster_1453","evm.TU.chromosome_12.466","TP7",0.5,0.258198889747161,"2"
"978","Cluster_1453_evm.TU.chromosome_12.487","Cluster_1453","evm.TU.chromosome_12.487","TP7",0.866025403784439,0,"2"
"979","Cluster_1453_evm.TU.chromosome_12.594","Cluster_1453","evm.TU.chromosome_12.594","TP7",-0.5,-0.2,"1"
"980","Cluster_1453_evm.TU.chromosome_12.632","Cluster_1453","evm.TU.chromosome_12.632","TP7",0.866025403784439,0.258198889747161,"2"
"981","Cluster_1453_evm.TU.chromosome_12.646","Cluster_1453","evm.TU.chromosome_12.646","TP7",-0.5,0,"1"
"982","Cluster_1453_evm.TU.chromosome_12.665","Cluster_1453","evm.TU.chromosome_12.665","TP7",0.866025403784439,-0.4,"2"
"983","Cluster_1453_evm.TU.chromosome_12.77","Cluster_1453","evm.TU.chromosome_12.77","TP7",0.5,0.2,"2"
"984","Cluster_1453_evm.TU.chromosome_12.781","Cluster_1453","evm.TU.chromosome_12.781","TP7",0.5,0,"2"
"985","Cluster_1453_evm.TU.chromosome_12.807","Cluster_1453","evm.TU.chromosome_12.807","TP7",-0.5,0.737864787372622,"3"
"986","Cluster_1453_evm.TU.chromosome_12.808","Cluster_1453","evm.TU.chromosome_12.808","TP7",0.5,0.737864787372622,"2"
"987","Cluster_1453_evm.TU.chromosome_13.1014","Cluster_1453","evm.TU.chromosome_13.1014","TP7",0.5,0.4,"2"
"988","Cluster_1453_evm.TU.chromosome_13.1025","Cluster_1453","evm.TU.chromosome_13.1025","TP7",-0.5,0,"1"
"989","Cluster_1453_evm.TU.chromosome_13.1036","Cluster_1453","evm.TU.chromosome_13.1036","TP7",-0.5,0.774596669241483,"3"
"990","Cluster_1453_evm.TU.chromosome_13.1068","Cluster_1453","evm.TU.chromosome_13.1068","TP7",-0.5,-0.4,"1"
"991","Cluster_1453_evm.TU.chromosome_13.1234","Cluster_1453","evm.TU.chromosome_13.1234","TP7",-0.5,0.737864787372622,"3"
"992","Cluster_1453_evm.TU.chromosome_13.1273","Cluster_1453","evm.TU.chromosome_13.1273","TP7",-0.5,-0.4,"1"
"993","Cluster_1453_evm.TU.chromosome_13.1300","Cluster_1453","evm.TU.chromosome_13.1300","TP7",-0.5,0.737864787372622,"3"
"994","Cluster_1453_evm.TU.chromosome_13.1389","Cluster_1453","evm.TU.chromosome_13.1389","TP7",0.5,0.2,"2"
"995","Cluster_1453_evm.TU.chromosome_13.1436","Cluster_1453","evm.TU.chromosome_13.1436","TP7",0.5,0.948683298050514,"2"
"996","Cluster_1453_evm.TU.chromosome_13.145","Cluster_1453","evm.TU.chromosome_13.145","TP7",0.5,0,"2"
"997","Cluster_1453_evm.TU.chromosome_13.1474","Cluster_1453","evm.TU.chromosome_13.1474","TP7",-0.5,0,"1"
"998","Cluster_1453_evm.TU.chromosome_13.1508","Cluster_1453","evm.TU.chromosome_13.1508","TP7",-0.5,0.8,"3"
"999","Cluster_1453_evm.TU.chromosome_13.1518","Cluster_1453","evm.TU.chromosome_13.1518","TP7",0.866025403784439,0.258198889747161,"2"
"1000","Cluster_1453_evm.TU.chromosome_13.1603","Cluster_1453","evm.TU.chromosome_13.1603","TP7",-0.5,-0.4,"1"
