"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","AST-1065","AST-1147","AST-1412","AST-1560","AST-1567","AST-1617","AST-1722","AST-2000","AST-2007","AST-2302","AST-2360","AST-2398","AST-2404","AST-2412","AST-2512","AST-2523","AST-2563","AST-2729","AST-2755"
"::chromosome_6:1012135-1018508",2243.04404163115,-4.38144637624912,0.854982070273335,-5.12460615092009,2.98160333686754e-07,7.57653998614972e-05,3815,155,7685,564,118,3712,438,115,183,12453,2000,330,9235,967,1868,5125,2812,344,48
"::chromosome_1:2824317-2828971",246.809062608011,-1.11209675677134,0.311533719318284,-3.56974763182905,0.000357325300671962,0.0152727749480758,436,417,289,32,100,499,333,146,581,713,399,227,394,493,57,487,505,35,80
"::chromosome_5:4615878-4633418",267.270103257935,-0.901903623924466,0.285786308345056,-3.15586715524354,0.00160021725014568,0.0411136149448787,506,571,388,48,147,597,433,227,343,394,312,323,481,488,116,409,370,80,44
"::chromosome_12:34004639-34015128",135.613371107095,1.32227320276444,0.40358216455569,3.2763420163033,0.00105161128083275,0.0310943854156063,261,944,48,11,183,276,425,39,217,243,174,560,288,177,24,217,181,7,20
"::chromosome_12:30886227-30894602",1472.83919598406,-0.744479748906724,0.202639321295118,-3.67391552709796,0.000238861728527866,0.0117530107803499,2790,2927,1587,165,733,2947,2526,1347,2613,3138,1701,2238,2706,2620,672,2602,2299,420,279
"::chromosome_1:17558792-17564342",7775.98119576539,-1.06519764511005,0.29278529485415,-3.6381528165227,0.000274600481974204,0.0128459770941054,12340,14166,11514,560,2924,13548,10531,7488,13987,16515,8660,11586,13534,13595,3324,12577,13713,2703,2022
"::chromosome_11:1401001-1412968",126.683743674811,-1.89472606211349,0.476883409021151,-3.9731431756089,7.09303838359328e-05,0.0049651268685153,220,174,317,4,31,159,94,157,193,249,101,139,323,353,48,100,219,41,32
"::chromosome_1:1100571-1105218",41.6994777572922,-4.02781731248218,1.0261242680988,-3.92527244282498,8.66316322513221e-05,0.00573934563665009,18,9,11,0,5,41,39,325,37,3,46,26,59,31,2,4,21,0,0
"::chromosome_13:24111414-24115620",436.021824116206,2.42158334281318,0.556951210969479,4.34792724231259,1.37430176168469e-05,0.00145675986738577,426,3270,155,112,762,322,1276,40,257,1254,226,983,820,200,46,892,182,207,69
"::chromosome_9:25945159-25945447",334.459525994755,-1.5309658775504,0.368163160917162,-4.15838964913404,3.20498993988941e-05,0.00269129576750793,1053,263,245,13,40,608,274,115,1020,965,506,299,882,801,188,633,682,85,94
"::chromosome_7:18209666-18222226",46.8599522188113,-3.34280251673406,0.704087228674718,-4.7477107673521,2.05731954290727e-06,0.000340743549294017,91,18,89,12,6,85,27,47,103,22,101,8,50,20,46,29,114,13,6
"::chromosome_9:23369258-23374102",381.158413532012,-1.84864129389137,0.548586259013089,-3.36982792317308,0.000752151372779999,0.024991619100403,449,193,1162,74,113,968,691,119,599,751,324,167,478,597,181,718,785,125,60
"::chromosome_10:868731-874899",833.768166193725,-6.59025238821401,1.38152132287044,-4.77028640753888,1.83964162165472e-06,0.000321937283789577,70,99,60,19,40,1470,132,7800,28,88,37,20,14,251,8,69,3,27,35
"::chromosome_1:1947640-1951475",10.8810044014499,-2.98622079253581,0.938842575631415,-3.18074709226671,0.00146895808312571,0.0393425459570227,23,3,5,3,0,4,2,8,23,12,4,1,50,35,7,31,45,0,2
"::chromosome_11:32323791-32331134",71.298844396684,1.69613283924887,0.482618655303916,3.51443695888791,0.000440687257506471,0.0179664804983408,105,328,40,7,127,69,201,16,84,107,65,315,253,109,17,91,41,6,21
"::chromosome_7:27555840-27558196",20.5412729378361,-2.13610922554037,0.615562702948339,-3.47017325011591,0.000520122754894192,0.0201005772985151,31,17,72,0,4,45,19,12,34,43,23,24,26,53,6,25,29,5,9
"::chromosome_12:9383443-9388858",35.8373890168606,-1.38008615451431,0.379368745915434,-3.63784884594037,0.000274924684978968,0.0128459770941054,103,36,30,7,6,62,44,21,89,90,54,29,89,56,13,110,73,10,2
"::chromosome_14:18396105-18398071",44.1277608204915,-6.44130620569952,1.34425404512063,-4.79173280458419,1.65347012131893e-06,0.000297785152917147,0,3,114,51,0,73,2,2,32,11,88,1,12,2,11,37,13,7,2
"::chromosome_7:29115647-29118482",194.783107249948,1.18362883782933,0.368766902100451,3.20969379596577,0.00132876440065979,0.0366249325887653,392,1198,54,11,173,356,601,42,425,301,224,499,405,340,79,365,277,35,45
"::chromosome_9:30672621-30679483",148.831133840081,-1.64897002695952,0.450028302706579,-3.66414738149183,0.000248163865974424,0.0120194248402756,622,151,196,27,19,100,57,17,419,457,139,55,230,243,39,510,198,58,46
"::chromosome_8:13742075-13745413",74.9699763212433,-2.42470477101718,0.706942179925967,-3.42984877670067,0.000603917726565044,0.0220960036050919,37,121,162,32,5,116,48,132,121,96,74,59,85,212,11,54,107,14,4
"::chromosome_11:12205484-12218884",678.233357761237,-1.61077444220763,0.444857275770139,-3.62087916718693,0.000293603622901642,0.0135819132289912,2085,201,461,77,232,809,596,709,2122,2253,650,500,858,1164,295,928,1457,251,162
"::chromosome_11:7969687-7972375",10.5201296507827,-2.73516793655799,0.640724624197668,-4.26886658208749,1.96468733842487e-05,0.00193856117700965,31,10,21,0,0,27,8,8,30,15,17,3,15,22,9,16,25,2,2
"::chromosome_12:31554150-31564819",207.672713763679,-4.90202437401225,0.798783449845894,-6.13686271912366,8.41670579059447e-10,6.92023104894811e-07,234,107,63,5,20,450,47,1481,56,220,127,41,72,46,19,131,87,33,16
"::chromosome_14:46299318-46305294",16.9623685221752,-2.32786310389088,0.684410002680809,-3.40126984522833,0.000670735822887915,0.0235114328453534,60,13,34,0,5,60,7,1,36,30,17,7,32,15,8,48,38,5,7
"::chromosome_7:1210073-1214824",160.02798282767,1.60981688382993,0.523926520182067,3.07260049227994,0.00212202370479684,0.048537040350162,373,897,30,11,331,312,412,28,281,240,169,510,344,258,53,243,205,5,33
"::chromosome_8:18367194-18367401",24.3555772593495,-6.92019754066557,1.64832142991013,-4.1983301406467,2.6889043128751e-05,0.00243331452044131,190,1,20,0,1,146,0,2,100,76,39,0,81,15,0,0,2,23,0
"::chromosome_11:25506691-25508990",157.257088300817,1.46009714990822,0.295090673520329,4.94796101987829,7.49949222084111e-07,0.000156309641232138,335,761,72,9,256,189,679,56,267,197,165,470,412,215,70,213,215,30,12
"::chromosome_4:24208418-24211540",50.5068952977367,-3.92181146385497,0.634796827346482,-6.17805775786334,6.48949755322774e-10,6.33579892696708e-07,95,14,130,7,0,37,25,54,206,141,62,5,60,88,13,81,102,16,10
"::chromosome_3:21255724-21256927",106.363310252099,-1.24657318524763,0.355999313023531,-3.50161682802244,0.000462444173162974,0.0186485639395069,131,129,193,21,40,202,85,45,171,522,94,129,224,156,39,219,232,19,16
"::chromosome_4:7584204-7590006",159.304937499119,1.3725038152836,0.432526760015225,3.17322288968962,0.00150756739142185,0.0396671987388302,394,1224,92,6,181,291,502,55,394,236,168,784,164,247,39,295,189,9,13
"::chromosome_12:29591811-29600183",150.42773484994,3.66472234704304,0.82089064461908,4.4643246589119,8.03216943466541e-06,0.000973834921653878,85,3112,19,8,140,37,403,20,61,1601,49,137,193,62,30,32,77,9,5
"::chromosome_11:1964483-1971593",2482.15379996086,-1.13912581051878,0.352213174208248,-3.23419421513535,0.0012198647114911,0.0345473135849769,3951,3625,3523,344,753,2926,3617,2461,3950,4606,3398,3714,4232,4603,853,3611,3976,999,651
"::chromosome_11:2185541-2187876",280.815019696866,-1.99938566262153,0.641152731093133,-3.11842337349587,0.00181821414080274,0.0441581451605529,872,62,624,35,50,375,219,164,361,474,167,275,111,1022,100,457,1111,94,49
"::chromosome_3:4492307-4492913",812.964648497826,-2.60180139836058,0.701447013563529,-3.70919163964042,0.000207922013124401,0.0108037908780326,1855,634,2957,124,167,817,719,585,2667,706,974,267,1630,3255,74,2116,1290,80,22
"::chromosome_12:34969886-34974417",28.7617472866462,3.62844231501474,0.955380871319737,3.79790136472223,0.000145926366285014,0.00830347881775154,24,20,7,7,71,2,66,2,81,6,5,133,131,71,6,73,72,1,0
"::chromosome_4:3658271-3659690",123.861422664086,-2.55722557802219,0.537591603926922,-4.75681829727722,1.96668039243213e-06,0.000331653829814692,185,93,265,11,8,108,89,91,358,135,178,53,245,296,20,331,356,38,41
"::chromosome_11:1257093-1257819",146050.398008568,-0.682074829256922,0.200478772407684,-3.40222967781291,0.000668384408036633,0.0235114328453534,322606,259098,181165,19245,71987,223656,222613,90176,306795,306188,183648,212629,276123,295582,58933,217020,260729,51596,26113
"::chromosome_1:8537029-8546629",34.0851666669227,-3.77813775909904,0.838688453771983,-4.50481670769039,6.64302557703915e-06,0.000837176949950661,22,23,56,10,3,19,9,128,21,26,35,16,54,107,4,42,64,1,0
"::chromosome_11:33374914-33381685",51.3838119860634,1.4493426709019,0.426540894962296,3.39789850872332,0.000679056069477672,0.0236331896600578,119,218,15,1,55,64,147,23,152,84,33,215,80,120,22,77,99,3,12
"::chromosome_13:22485150-22496775",125.1124355949,1.37614633900488,0.307130934873987,4.48065037658774,7.44159270440296e-06,0.0009202769644445,161,878,136,8,178,228,747,41,197,169,115,514,178,125,42,117,136,10,6
"::chromosome_9:29059771-29065109",23.7147929718156,-1.65311205798675,0.53044156898393,-3.11648286003172,0.00183022319566328,0.0442065628640025,48,31,42,4,9,32,16,17,51,31,17,9,42,31,7,30,26,10,13
"::chromosome_3:12099479-12100379",22.4073230531093,-1.92837993643104,0.525713578652376,-3.66811894296944,0.000244341516582782,0.011896417670894,81,18,25,2,7,31,17,12,49,105,45,9,49,52,7,47,61,4,1
"::chromosome_11:33267746-33290860",156.677826879763,1.16133516586024,0.350809354299183,3.31044526500798,0.00093147667609388,0.0287502368411672,193,727,87,8,175,233,559,71,265,192,191,784,267,176,44,317,342,40,11
"::chromosome_1:16352273-16367709",64.7176070175054,-3.40512341014616,0.87216290250695,-3.90422867145399,9.45263736240169e-05,0.00607403171037167,37,79,347,25,6,35,50,85,96,17,162,12,33,80,11,35,66,1,6
"::chromosome_4:6587612-6617230",535.292825797695,1.26909352853905,0.31923657646295,3.97540138601987,7.02606536565407e-05,0.00494450117863217,969,2830,424,41,664,1003,1994,100,1012,635,543,2282,877,849,112,909,799,66,95
"::chromosome_8:9296997-9305911",233.010252944624,-1.78625815909027,0.572762331594754,-3.11867254628417,0.0018166773681066,0.0441581451605529,314,293,394,49,57,125,96,148,656,405,285,141,479,1041,22,400,448,60,60
"::chromosome_13:23773489-23780948",203.927985434917,-1.81490089267458,0.336263026676134,-5.39726567804486,6.76641565511649e-08,2.24137518575734e-05,268,254,268,41,84,854,236,200,394,322,335,172,446,226,98,259,217,35,37
"::chromosome_5:26234143-26234677",92.3290566787956,-2.1380053058229,0.501825485991062,-4.26045580686385,2.04010419928194e-05,0.00198497597169,344,38,96,6,4,71,29,21,341,379,68,41,112,128,39,405,174,57,11
"::chromosome_6:12002499-12003207",17.9279035617547,-1.89668683205861,0.612059842810509,-3.09885847656537,0.00194267793784065,0.0460238515286642,13,13,29,1,9,47,17,24,31,43,19,15,34,23,13,7,32,6,5
"::chromosome_4:22291232-22292219",304.026449047068,2.74516194094462,0.683377138105652,4.01705264614839,5.89305624728437e-05,0.00423706175919089,194,4073,86,27,298,455,1954,27,140,945,183,1814,34,401,75,167,113,53,7
"::chromosome_13:21690334-21692468",248.571404238248,-4.30096312812072,0.735496841740181,-5.84769761613751,4.98423539368374e-09,2.5682657375787e-06,524,19,885,29,10,267,73,131,1135,1021,70,33,65,199,47,999,378,117,18
"::chromosome_5:17914961-17924304",288.481504946716,1.3311933880531,0.277513307434221,4.79686325805703,1.61169543514702e-06,0.000293107356097816,481,1166,233,20,474,425,870,101,508,495,216,1368,628,427,66,452,275,48,50
"::chromosome_9:1853656-1855954",600.258102704968,-1.50400347113815,0.422241777388034,-3.56194851310506,0.000368112585640525,0.0156258317245578,1435,645,1076,90,123,518,440,239,2350,1995,698,556,616,1056,86,1816,1174,166,137
"::chromosome_8:13052066-13059384",11.6910064118114,-2.31905173235719,0.562631659057524,-4.12179388597129,3.75933486686257e-05,0.00307205558503527,34,8,22,0,3,30,12,7,34,28,30,7,20,17,4,10,27,3,3
"::chromosome_7:22481121-22490587",54.2783250991945,-1.23716840010422,0.396885775839231,-3.1171900718492,0.00182583813143634,0.0441581451605529,109,131,66,10,33,170,49,84,83,88,58,84,70,64,16,64,71,8,11
"::chromosome_8:26968684-26984602",9078.93081691581,-0.938825849994259,0.303980169817129,-3.08844438951082,0.00201207346916016,0.0470075098903286,16668,16849,9089,1417,3781,11503,10617,9870,16454,23143,9421,12376,18085,14916,3805,14161,15445,3088,1729
"::chromosome_9:2487949-2490795",883.910401347436,-0.73810109014465,0.202678590948504,-3.6417319001995,0.000270810023089228,0.0127667752303201,1757,2090,966,65,399,1789,1293,608,1798,2058,1215,1241,1635,1798,384,1647,1501,206,224
"::chromosome_4:2301423-2302053",197.030686794974,2.36652818775663,0.690655442430596,3.42649611132898,0.000611422516480352,0.022282686995502,148,980,72,4,61,239,2560,45,149,724,91,512,260,206,96,184,279,7,36
"::chromosome_13:39767203-39769112",26.5493626519668,-3.1537428098619,0.81430173194329,-3.87294130191231,0.000107529732281686,0.00662683233828994,40,3,27,2,5,52,3,3,139,39,86,14,26,76,5,52,22,25,2
"::chromosome_1:10046836-10048210",53.9956698052758,-2.9303435488469,0.487711907307863,-6.00834940656298,1.87421587435165e-09,1.24166801675797e-06,146,11,44,12,3,73,8,10,199,80,42,14,211,175,23,113,79,12,19
"::chromosome_12:1774836-1808890",617.426045829402,1.17578351753916,0.217766018085105,5.39929750232954,6.69023510209575e-08,2.24137518575734e-05,1046,3945,509,56,930,1145,2026,166,836,952,735,2340,873,741,166,929,738,101,81
"::chromosome_14:46290649-46294626",9.00019400292804,-2.38766085438334,0.780154659300841,-3.06049682062159,0.00220970106722484,0.0498313594289591,9,17,27,0,2,65,15,17,15,10,3,5,8,6,2,6,15,4,0
"::chromosome_8:11978259-11980703",40.2588627902914,-4.6881912140465,1.26441943687267,-3.70778167222891,0.00020908279630826,0.0108337594176486,6,1,55,23,1,265,0,1,24,31,29,14,19,2,72,90,30,3,1
"::chromosome_13:27247404-27254928",240.706141941856,-1.38741818329456,0.406766907092606,-3.41084330879134,0.000647622972292913,0.0231027041077568,223,445,687,54,127,827,418,133,317,284,496,371,367,380,66,337,219,17,35
"::chromosome_2:1951728-1962874",1416.10414377879,1.17798803522326,0.353834173159136,3.32920934319551,0.00087092915203317,0.0275225481605031,3722,6292,1023,270,1250,1422,2964,197,1825,5586,902,3065,2978,1030,274,4751,1259,375,240
"::chromosome_1:15106480-15112325",163.287997747592,-1.63050484052915,0.491381879941763,-3.31820302515509,0.000905986061062921,0.0282672467738137,836,208,182,47,16,163,57,32,243,382,126,49,393,229,59,290,245,71,42
"::chromosome_11:13921263-13923242",40.8478874939358,1.67298575364558,0.462667724731931,3.61595517520681,0.00029924215807205,0.0136386782118833,75,231,13,1,69,28,134,11,71,110,59,166,89,54,7,81,69,5,5
"::chromosome_13:34880162-34885762",28.8058788587028,-2.47351795706453,0.711173480851978,-3.47807957363833,0.000505019980223852,0.0198057518671299,41,26,75,17,5,53,14,3,32,49,39,9,34,68,5,35,55,4,3
"::chromosome_13:24026769-24027015",152.420341350918,-2.2151221739636,0.570732996882786,-3.88118820194749,0.000103947358959571,0.00651426861047313,268,149,282,18,23,121,23,81,340,178,237,124,206,320,29,108,244,120,69
"::chromosome_12:8215195-8217759",66.0923992927649,-4.22416424971586,0.584082362816208,-7.23213799736847,4.75448699169509e-13,1.2599390527992e-09,242,19,155,12,5,186,5,59,266,91,48,14,52,53,33,38,47,17,26
"::chromosome_12:33462051-33473713",17.0459143376847,3.46421568861801,1.02292893343893,3.38656535696167,0.000707734165552054,0.0240889335247534,5,381,5,0,89,9,9,4,5,8,7,6,8,22,2,28,2,1,0
"::chromosome_9:2006523-2017984",239.012113283717,-1.43881958652497,0.467361450578822,-3.07860133680903,0.00207974784045665,0.0478620840034801,544,380,265,21,88,801,491,566,268,426,174,443,266,262,67,367,294,50,22
"::chromosome_6:26316494-26317937",4.73118556620252,6.53002950938092,2.00891596032296,3.25052398325868,0.00115192551997523,0.0332320659339665,0,65,0,0,0,0,39,0,15,3,0,51,3,0,0,23,4,0,0
"::chromosome_9:17958630-17963676",6.86706010037011,-4.97443514267623,1.32654454526452,-3.74991941313535,0.000176891408150381,0.00956657615507163,5,2,24,0,0,57,1,1,13,18,3,1,17,0,2,26,4,5,0
"::chromosome_2:21158740-21160263",326.313419462891,2.32538355363937,0.709124102784608,3.27923355659185,0.00104089450588095,0.0309432581475826,131,1317,418,5,2470,200,766,55,130,273,288,719,68,90,78,218,183,10,10
"::chromosome_4:365644-366217",460.192063846567,-0.932292593250102,0.251925665741773,-3.70066539471097,0.000215034869199618,0.0110190519990412,984,961,400,40,179,883,496,371,1100,660,572,557,770,750,187,659,656,219,156
"::chromosome_1:10660177-10661613",53.7274409444774,-1.61781795255556,0.45106006207968,-3.58670183544154,0.000334886873828183,0.0146797092962453,97,93,101,12,12,76,51,57,65,143,62,52,60,57,16,74,44,18,19
"::chromosome_14:6527690-6530393",138.598810799715,-1.36898941532734,0.334353647135956,-4.09443541906595,4.23198349023517e-05,0.00335484161298558,323,134,181,15,32,307,172,94,245,243,152,167,267,249,41,208,214,83,36
"::chromosome_4:18958742-18961189",31.1448743933699,-2.62496852638387,0.743659316693985,-3.52979982561563,0.000415874189631407,0.0171432582614724,19,8,92,2,5,149,40,11,40,52,31,16,44,16,27,135,46,10,2
"::chromosome_13:14201815-14208064",7.71690783323266,-3.99135925457136,1.1101084922852,-3.5954677243798,0.000323809274430015,0.0145438677914164,31,5,15,0,1,39,1,35,8,4,5,6,12,4,2,4,0,0,0
"::chromosome_4:7306408-7311463",74.7678416533561,-1.64190975591092,0.535412103524623,-3.06662801438782,0.00216488085559563,0.0490336262164822,155,113,135,21,25,120,87,48,118,103,100,19,147,212,14,103,90,34,9
"::chromosome_6:20175405-20177000",112.851769192137,-2.09798246296476,0.569268740464402,-3.68539902832755,0.000228344598957251,0.0114172299478625,83,124,358,25,45,241,38,98,176,177,129,136,125,301,35,100,270,33,6
"::chromosome_9:29256229-29271787",1934.72310206375,1.11997340728001,0.276343920940493,4.05282447852791,5.0602967877735e-05,0.00378502037956445,3363,9960,1371,112,2123,3059,7494,548,3574,3063,2486,7421,4312,3619,436,3042,2137,320,301
"::chromosome_13:12186920-12192015",13.7178024122285,-3.6892788055159,0.951872633426189,-3.87581140161224,0.00010626997452548,0.0065930034362798,46,3,57,1,2,4,7,28,23,5,15,6,6,52,5,8,12,5,0
"::chromosome_14:45694707-45713672",245.514984206249,1.36300301062564,0.268376288087284,5.078701327676,3.80023583846105e-07,9.03774035941698e-05,527,1249,134,14,295,383,1089,77,403,418,232,866,454,382,79,479,271,29,43
"::chromosome_5:19938609-19948040",62.1883769732931,-2.2463977695428,0.42443956129211,-5.29262108061783,1.20575585671417e-07,3.60754373258836e-05,85,64,79,13,11,114,46,78,111,106,75,29,101,136,29,80,226,9,11
"::chromosome_1:1400052-1410554",150.562807709876,-3.45235833396624,0.606905761601442,-5.68845865766129,1.28191137282587e-08,5.79986730876097e-06,184,22,411,11,18,195,33,72,392,191,139,53,355,1020,23,136,530,26,30
"::chromosome_7:19422437-19438976",96.2357573910582,-2.79514701691857,0.906278847105998,-3.08420198247401,0.00204098977699728,0.0475035889125465,32,92,92,57,15,57,47,333,210,154,30,75,18,37,16,36,44,22,5
"::chromosome_11:12461110-12463790",76.1785267083318,-0.839614163085168,0.23515761220646,-3.5704315722853,0.000356393550117466,0.0152681301493741,184,159,82,10,28,160,88,43,178,162,108,113,134,99,33,123,122,26,18
"::chromosome_6:16018088-16021322",97.820160009183,-3.69743960022583,0.94325343725079,-3.91987927550246,8.85933363195179e-05,0.00582768222952857,27,173,35,27,14,1292,20,213,47,26,177,20,94,38,2,57,136,13,0
"::chromosome_11:10565344-10579503",115.620107269756,1.72281632097136,0.529359627122002,3.25452911915078,0.0011358051553525,0.0328692443553648,247,678,60,13,164,181,481,9,232,259,81,280,143,75,22,237,345,7,21
"::chromosome_3:20111839-20112760",21.5450360234019,-4.1667223848471,1.17808084509025,-3.53687304416523,0.000404894245999741,0.016840332428913,4,6,5,2,0,15,9,58,2,41,13,1,5,80,27,16,43,8,7
"::chromosome_12:16756681-16760660",20.8931246911421,-1.54717547424516,0.47257993603021,-3.27389158169055,0.00106077302652291,0.0312338724476191,48,34,35,0,7,40,27,21,25,62,51,27,51,37,9,22,42,6,2
"::chromosome_6:7955900-7965522",282.11285674728,1.86547745104738,0.425482294028643,4.38438326865324,1.16314832645098e-05,0.00129978322022082,579,1097,121,20,257,255,1073,18,807,574,225,1131,510,461,79,481,862,42,45
"::chromosome_5:16395795-16398563",8.35267266206116,-3.1300380096368,1.00358786878201,-3.11884799228943,0.00181559602143434,0.0441581451605529,19,8,9,0,0,10,1,11,12,26,5,1,19,19,2,10,30,9,0
"::chromosome_9:17218582-17220402",7.81986615847899,-4.38270912426284,1.05015089014735,-4.17340895044891,3.00075612960421e-05,0.0025770382501925,27,1,8,0,1,39,2,4,23,27,9,0,24,36,3,21,18,0,0
"::chromosome_5:15554053-15555442",71.455784170676,-1.23923701733988,0.398508200917718,-3.10969012553835,0.00187283709450988,0.0448272620685912,233,56,51,6,7,111,43,16,265,146,72,73,162,149,46,182,105,17,28
"::chromosome_12:23752488-23753229",7.04457028977621,-6.07062520366567,1.83550258666757,-3.30733677400431,0.000941875840350406,0.0289268159577815,0,1,1,0,0,24,1,49,0,2,0,1,2,25,0,0,14,0,1
"::chromosome_14:1122512-1124370",708.69177879478,-2.8430769031846,0.677792898737072,-4.19461004752645,2.73341421861648e-05,0.00244950887706936,1122,518,1068,134,49,497,81,152,675,1373,803,103,816,5353,134,1989,1084,220,226
"::chromosome_10:33544352-33560848",131.504843853006,1.04415371748758,0.2945734894399,3.54462894632142,0.000393166140281096,0.0165005246656433,223,720,68,11,126,234,490,50,223,189,149,427,287,146,47,259,181,15,28
"::chromosome_9:15266258-15280638",136.813526528096,-3.06249648027174,0.548949411623385,-5.57883188400757,2.42139120787381e-08,9.76452324044763e-06,211,40,325,4,28,216,54,224,314,259,75,74,290,302,87,148,191,27,46
"::chromosome_13:873881-874547",133.596999582513,-3.0026560423475,0.621968577186664,-4.82766517872871,1.38143096010557e-06,0.000261485146019982,565,64,267,11,8,108,78,127,822,242,103,26,103,502,23,88,196,32,31
"::chromosome_4:1722017-1728959",51.904357343826,1.19479205145956,0.302345354784252,3.95174601677655,7.75830580272645e-05,0.00524293772428121,72,319,50,2,69,88,204,17,83,90,60,249,52,83,10,80,57,10,6
"::chromosome_12:26121537-26125635",94.9462195755609,-1.43591954022919,0.434869366174046,-3.30195606294903,0.000960131085610445,0.0293901512179435,224,165,49,15,20,226,55,76,149,177,138,96,260,168,33,153,102,22,44
"::chromosome_9:22881015-22888064",143.111983583259,-2.2187376708992,0.608379837574712,-3.64696121381033,0.000265359960817916,0.0126540546868184,420,79,303,41,24,220,181,122,257,331,128,44,98,182,48,178,242,82,6
"::chromosome_7:8631256-8633803",403.03485084231,-3.58086066931461,0.82054655130384,-4.36399453952328,1.27708765991396e-05,0.00138721488093953,622,59,372,203,46,379,41,198,289,59,696,59,538,308,536,325,759,147,81
"::chromosome_1:1130119-1140600",347.246713421315,-3.63569580215604,0.86572620755361,-4.1995907833608,2.67397804785221e-05,0.00243331452044131,472,215,1469,23,22,332,99,139,121,78,258,62,110,2243,28,205,2801,47,37
"::chromosome_9:4356121-4358486",11.5128003325887,-3.81897479446463,1.11941703359137,-3.41157466776471,0.000645888089399697,0.0230852101317233,8,10,2,0,0,86,12,63,5,6,1,4,6,12,1,3,4,1,3
