"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","AST-1065","AST-1147","AST-1412","AST-1560","AST-1567","AST-1617","AST-1722","AST-2000","AST-2007","AST-2302","AST-2360","AST-2398","AST-2404","AST-2412","AST-2512","AST-2523","AST-2563","AST-2729","AST-2755"
"::chromosome_8:25462523-25469320",101.300955263148,-1.66965347756729,0.449318616628121,-3.71596772485655,0.000202427423149578,0.00807709406218116,125,152,115,10,24,192,117,127,238,191,156,33,260,251,28,174,98,33,30
"::chromosome_6:18081297-18084586",19.7021481265191,4.70286868064868,1.41047884686259,3.33423552654444,0.000855341979771923,0.0215805249495273,2,80,5,1,55,6,5,0,5,1,3,98,33,18,0,145,146,0,0
"::chromosome_12:15013980-15031488",173.78128275756,1.87942905716803,0.562329527827403,3.34222011145196,0.000831111261397806,0.0212064840425438,231,610,55,9,95,258,1316,39,286,278,128,578,618,291,75,407,454,8,3
"::chromosome_10:14534803-14540246",51.5018630715178,-1.38885569869866,0.390585122448697,-3.55583359138591,0.000376782520767289,0.0129431773337652,120,57,52,7,30,51,58,12,108,210,45,50,105,90,18,90,99,16,19
"::chromosome_11:8075100-8075571",46.0845984437764,-2.33622581209807,0.592119743468276,-3.94552932556156,7.96238858079656e-05,0.0039573849415269,145,29,49,6,7,46,22,24,98,73,39,58,119,104,37,47,48,3,28
"::chromosome_13:36575659-36579458",281.974418447265,-2.76670843875321,0.718997642612321,-3.84800766342012,0.000119082329197652,0.00536159516169042,551,224,337,28,24,265,192,42,517,252,280,11,768,1476,58,1151,873,32,117
"::chromosome_4:1332270-1333064",13.8952384824666,-3.17563448641014,0.727438606539476,-4.36550171775603,1.26831305371991e-05,0.000922635574372721,52,8,11,0,0,29,5,18,22,27,10,6,67,17,5,29,35,6,3
"::chromosome_12:32938239-32940171",20.1925726992684,-2.28599664442777,0.737811507664553,-3.09834777674287,0.00194602914309534,0.03697626785318,39,26,22,7,3,8,8,13,24,51,6,13,53,37,2,19,48,10,8
"::chromosome_13:41796902-41800740",167.776570905953,1.1553790071474,0.298279373695665,3.87347939226342,0.000107292483006177,0.00497568889941146,213,706,148,20,161,300,609,72,306,408,242,844,162,184,38,191,208,28,22
"::chromosome_11:6987970-6992914",14.6643174905116,4.30361554920927,1.2150523193908,3.54191789154151,0.000397229101130574,0.0132103109703843,0,115,1,1,25,10,55,1,6,4,8,88,52,3,0,93,38,0,1
"::chromosome_14:17122866-17126419",80.0807304590267,-1.75667499343079,0.540879471148124,-3.24781228931078,0.00116295965418662,0.0266991356252004,316,275,10,22,23,91,29,17,289,229,53,44,98,139,27,173,147,20,23
"::chromosome_11:21669026-21675967",128.029452495652,-3.95648574589448,0.715147558455894,-5.5324047451649,3.15869987777393e-08,8.13803926843145e-06,166,21,238,20,10,164,5,112,86,248,86,48,85,444,90,123,231,71,49
