"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","AST-1065","AST-1147","AST-1412","AST-1560","AST-1567","AST-1617","AST-1722","AST-2000","AST-2007","AST-2302","AST-2360","AST-2398","AST-2404","AST-2412","AST-2512","AST-2523","AST-2563","AST-2729","AST-2755"
"::chromosome_14:14362732-14402551",329.638942467637,2.18771640839238,0.520170060627356,4.20577148510598,2.60193037001324e-05,0.0307137021898556,296,816,198,196,142,437,522,248,270,791,257,536,405,194,116,803,184,66,39
"::chromosome_10:6350622-6399247",25.7820074416397,-20.8209031316218,4.95445583967483,-4.20246012990769,2.64029762649914e-05,0.0307137021898556,46,459,0,0,42,356,0,0,79,0,0,0,0,74,0,0,0,0,0
"::chromosome_12:2532156-2545866",72.0921536152453,-4.79002294359235,1.14818686649821,-4.17181478325142,3.0218322870143e-05,0.032501726331431,680,94,300,0,13,11,40,97,701,7,17,39,16,3,3,22,6,9,2
"::chromosome_3:4643767-4645509",95.8914743538192,4.53673519911224,1.00651788620529,4.50735676065959,6.56402141762732e-06,0.0229071219432358,13,61,250,36,93,41,148,103,8,41,169,147,164,362,30,268,17,0,4
"::chromosome_14:38709752-38717195",83.9496165043849,-4.39014845000631,1.0278504222085,-4.27119389665023,1.94429266146025e-05,0.0282716355415166,19,53,15,0,70,22,276,6,1402,39,2,49,130,63,2,24,77,40,41
"::chromosome_14:25554100-25557093",20.798040343475,-5.21171237701639,1.14751540781445,-4.5417362952386,5.57928036319323e-06,0.0229071219432358,121,3,11,0,0,4,2,0,121,6,6,5,11,9,19,2,3,34,7
"::chromosome_14:50560933-50566102",28.5778860793396,-21.3133824835997,4.95144375909486,-4.30447835430849,1.67379655702854e-05,0.0282716355415166,126,814,0,0,0,0,0,86,59,0,5,0,0,0,10,0,0,0,0
"::chromosome_6:1757737-1763038",127.719453526549,2.15516684630828,0.504576756628571,4.27123686930894,1.94391798691898e-05,0.0282716355415166,88,308,282,22,71,225,275,70,83,354,141,320,197,456,51,171,302,9,1
"::chromosome_11:11544231-11545526",15.8734273461872,-4.40128036157633,1.00731311952121,-4.36932695135384,1.24630054909771e-05,0.0251354544478166,114,26,0,0,7,13,20,3,37,5,11,20,6,48,2,3,37,4,15
"::chromosome_3:1186407-1190925",46.9386416279652,4.89491804916796,1.1225069108662,4.36070192689569,1.29645876571924e-05,0.0251354544478166,3,79,5,1,4,35,62,5,8,1162,24,37,13,9,24,95,5,3,3
"::chromosome_9:11826763-11832554",1213.19978815905,1.89833533089233,0.456204878986511,4.16114648994901,3.16653875657245e-05,0.032501726331431,729,4052,3206,168,1214,2636,3604,1068,604,4002,2060,2834,787,738,541,1492,808,122,72
"::chromosome_8:13976842-13978714",17.6084219725669,-20.7565155897546,3.36681614189684,-6.165027941817,7.04706954106368e-10,6.14821582110101e-06,108,2,0,0,1,2,11,0,0,0,172,0,3,0,15,0,147,0,0
"::chromosome_8:7762981-7763557",23.0919030241575,-3.40396043824692,0.80647179679038,-4.22080530502629,2.4343111872494e-05,0.0307137021898556,62,31,19,0,9,100,87,5,108,6,37,38,39,33,9,10,10,15,4
"::chromosome_14:20551139-20554959",16.0035500075926,-6.8494056277143,1.55057008891821,-4.41734667569458,9.99199011022262e-06,0.0249071764904678,28,14,9,0,16,3,13,29,10,0,40,26,18,16,6,0,8,21,3
"::chromosome_7:29467980-29468340",13.1173874923082,5.43111206069046,1.22932005627688,4.41798051936053,9.96273978342501e-06,0.0249071764904678,1,23,4,18,4,7,10,5,5,21,2,6,8,10,0,11,21,0,0
"::chromosome_4:19615714-19634421",30.0856932359328,-22.221559470327,3.95578028397485,-5.61749082989976,1.93750453571893e-08,0.000112691722145865,0,0,0,0,183,63,9,0,21,0,129,0,47,0,0,0,0,5,23
"::chromosome_4:8765459-8768809",22.8558203520876,-23.2627116080339,3.24856806734732,-7.16091247767189,8.01418059857255e-13,1.39839437264492e-08,2,5,0,0,5,60,23,24,692,0,0,1,0,0,0,0,0,0,0
