"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","AST-1065","AST-1147","AST-1412","AST-1560","AST-1567","AST-1617","AST-1722","AST-2000","AST-2007","AST-2302","AST-2360","AST-2398","AST-2404","AST-2412","AST-2512","AST-2523","AST-2563","AST-2729","AST-2755"
"::chromosome_12:28879803-28882255",141.575733912507,-2.61798636162261,0.597200166638784,-4.38376696436205,1.16644549019984e-05,0.00519505660197754,575,388,66,53,70,103,184,18,188,500,45,177,248,39,65,260,111,78,19
"::chromosome_2:21190679-21191530",315.443374392216,3.44766308924538,0.826240054644425,4.17271357139554,3.00993235660246e-05,0.00928702252126984,65,955,401,13,678,57,381,798,114,41,1145,1367,196,544,92,107,154,12,6
"::chromosome_7:26153203-26154640",11.2357907645129,-3.8658394443785,1.01357907103407,-3.81404821276994,0.000136708779794794,0.0243546691204425,17,16,3,13,5,5,7,2,19,18,2,2,9,18,2,11,9,0,1
"::chromosome_9:12191770-12197151",85.1032295640756,2.50619517179882,0.614720021854364,4.07697013713435,4.56263500046897e-05,0.0121389302779596,100,86,182,3,14,264,209,248,36,89,153,105,113,110,44,68,86,9,3
"::chromosome_13:24123735-24128253",298.462034764736,-3.00426467492466,0.796556185911877,-3.77156656122814,0.00016222587089059,0.02695152776576,735,897,123,108,293,420,606,9,154,1483,29,142,566,114,31,947,105,161,57
"::chromosome_9:9573604-9577737",251.438927350925,-6.80336560970245,1.42762372412089,-4.76551733818508,1.88369697386108e-06,0.00152536643587887,19,5,28,358,7,4,3,2,30,14,16,5,10,21,29,1158,72,10,82
"::chromosome_6:19917979-19919177",178.626726179388,2.69571394348669,0.625215552300648,4.31165529003091,1.62036911883035e-05,0.00671322694231689,162,649,508,2,114,648,662,54,147,211,467,446,212,223,56,31,457,13,27
"::chromosome_7:5719034-5730268",91.1042257864128,-3.00151641849064,0.844132245486573,-3.55574192851798,0.00037691392364431,0.0441757996692327,392,38,3,27,14,84,140,7,293,314,53,169,55,251,46,358,164,2,14
"::chromosome_10:28830911-28846509",1670.71924786411,-2.1823700391753,0.514777898902837,-4.23944004555489,2.24078028183319e-05,0.0081468368818078,5697,6697,555,189,1448,1253,3258,532,1610,8314,659,4377,4011,1018,270,5535,903,784,219
"::chromosome_4:22280595-22284932",48.7780075267098,-3.9823082082184,0.956014888131239,-4.16552948877478,3.10630766243051e-05,0.00928702252126984,10,143,3,4,26,23,119,17,32,1140,11,25,40,23,3,15,13,6,2
"::chromosome_9:25229648-25236859",1441.43168386113,-2.25512835807344,0.582640281044415,-3.87053286812062,0.000108597713267874,0.0210290028463823,3643,2239,877,637,355,1875,876,334,1808,6291,861,1790,2688,741,256,3840,399,980,141
"::chromosome_11:32079910-32082370",45.8283099944456,5.09564765318459,1.11318237722725,4.5775496966427,4.7045404675979e-06,0.00322351493962526,14,31,13,2,6,521,9,244,19,8,9,10,22,48,1,3,16,1,4
"::chromosome_2:3695974-3703529",140.665613954572,7.11769349557961,1.6968512496198,4.19464787922595,2.73295806692747e-05,0.00918634867213449,28,7,13,0,8,282,2,1320,10,9,14,3,9,120,1,12,1,1,0
"::chromosome_11:9888973-9895023",45.0075349872206,3.18050069260308,0.684646442134255,4.64546442787094,3.39312239760851e-06,0.00251868647972482,55,80,227,0,47,107,71,39,35,27,57,103,28,51,12,21,66,10,8
"::chromosome_14:4627771-4631665",576.564693933375,-2.0063187218797,0.511142573489361,-3.92516457430533,8.6670462783079e-05,0.01816510934683,788,4277,230,136,516,301,1410,217,431,2153,244,1802,819,272,103,1039,361,267,107
"::chromosome_1:16102748-16107515",56.8628090195573,6.75453871198402,1.26653774559826,5.33307336118394,9.65642759963362e-08,0.000156390234261339,3,31,34,1,19,172,50,454,4,2,5,5,11,27,7,3,7,1,2
"::chromosome_10:23682906-23685148",17.4226697106424,6.43172382923121,1.21887320445184,5.27677842595918,1.3147469442404e-07,0.000180875793181488,6,4,15,0,8,126,45,85,12,1,18,18,10,4,1,1,14,2,1
"::chromosome_12:2532156-2545866",72.0921536152453,4.23099585318689,1.14673125807489,3.68961413007071,0.00022459445361926,0.0324707824589698,680,94,300,0,13,11,40,97,701,7,17,39,16,3,3,22,6,9,2
"::chromosome_9:30700215-30707779",28.6588882159148,-20.9629201354137,2.74926995849633,-7.62490422980473,2.44215625796785e-14,4.35070137356972e-10,0,181,0,0,75,0,108,0,217,83,0,171,49,84,0,0,53,0,0
"::chromosome_14:5013646-5025742",1008.19389179791,-0.853995426823387,0.205092388624191,-4.16395475498721,3.12782122523823e-05,0.00928702252126984,2499,2836,691,166,515,1408,2065,401,2279,2850,1136,1624,1550,1259,285,2078,1650,365,226
"::chromosome_9:3213936-3215074",50.8739675215392,3.76567500064214,0.897689635371927,4.19485181989648,2.73050032052699e-05,0.00918634867213449,17,168,19,0,11,187,58,262,66,28,70,74,28,64,3,25,42,6,2
"::chromosome_10:24435285-24438441",99.6682286047898,3.5293835503828,0.923500639000381,3.82174456771691,0.000132510907319634,0.0241786396865063,40,297,38,2,39,399,162,477,92,11,37,143,85,31,7,80,81,17,23
"::chromosome_12:42285272-42289704",360.616098958666,-2.06769774297647,0.507428096904445,-4.07485859689367,4.60423148687481e-05,0.0121389302779596,543,1810,256,41,340,223,1186,123,335,1649,100,947,416,129,100,1550,234,67,101
"::chromosome_14:43535468-43537012",28.040140068381,3.96160634755922,1.10033566764003,3.60036165696233,0.00031777487113617,0.0386119447188156,103,14,8,2,20,276,8,3,57,2,85,9,50,52,3,4,57,7,7
"::chromosome_9:2482816-2487877",37.9705073910001,-3.90316814295796,0.981477219935755,-3.97683009210693,6.98400287492078e-05,0.0157493685084448,37,59,1,48,4,39,21,1,33,47,22,39,47,20,1,33,35,6,3
"::chromosome_14:14310456-14322139",52.3046261241251,-3.19066441704721,0.817927378082632,-3.90091406956777,9.58301648022492e-05,0.0194001634767281,100,162,34,36,1,40,58,8,47,230,9,26,14,28,17,160,90,12,5
"::chromosome_7:987017-987500",111.870399246993,8.52744829812894,1.43581013738464,5.93911971791889,2.86556557335246e-09,1.06775045909596e-05,3,18,20,0,5,1437,23,694,12,5,13,10,1,31,3,0,1,3,7
"::chromosome_4:12869037-12870402",15.0277249746196,-2.84926591793679,0.797261053881151,-3.573818016152,0.000351813489941598,0.0420641431094602,72,13,2,3,4,6,18,5,31,20,10,4,10,21,3,125,21,3,5
"::chromosome_9:25287486-25300525",2503.45346031437,-2.61338360673235,0.683033266118049,-3.82614396160417,0.000130166185375221,0.0241553186714538,7708,6083,2389,885,846,1380,3661,269,2134,10007,373,2712,1752,631,649,8545,1283,2011,346
"::chromosome_6:936308-943487",636.480869822401,-2.78769154602031,0.711184810742335,-3.91978498965764,8.8628002099346e-05,0.0181696047263022,1830,2838,491,225,244,276,680,74,603,3174,149,288,1590,359,163,1730,321,379,54
"::chromosome_11:14249994-14253912",903.882058574118,3.13387413326854,0.663704148642286,4.72179379875716,2.33773628395264e-06,0.00181072921298332,207,6340,1485,26,1332,788,3465,2016,439,289,1449,1920,1247,1720,73,332,1198,22,89
"::chromosome_4:18084665-18087292",32.8008883118211,-2.35606362623813,0.637428838270588,-3.6961986731419,0.000218851734260804,0.0323252818655828,46,86,14,13,19,31,71,11,81,178,11,40,82,40,4,45,69,0,7
"::chromosome_9:25556712-25557247",44.3701994300668,6.32317195938548,1.19846418251524,5.27606252371672,1.31989071645206e-07,0.000180875793181488,19,17,13,0,2,451,9,266,18,7,1,7,39,23,2,2,19,5,2
"::chromosome_11:33107751-33108429",16.9944070111664,7.06771329040439,1.96758555276133,3.59207419493678,0.000328056412249537,0.039488682325848,0,1,1,0,1,24,8,151,0,0,1,0,3,42,0,1,8,0,0
"::chromosome_2:18640292-18643842",34.0449162399008,4.34105555328896,1.17811597333518,3.68474382110248,0.000228932783065687,0.032591864611851,12,23,19,0,30,531,150,89,10,27,15,24,10,14,0,0,12,2,1
"::chromosome_11:27566527-27572067",17.3352111560802,7.22278734403734,1.63103049754216,4.42835824034041,9.49530954147311e-06,0.00464676860016716,1,3,2,0,4,87,5,144,1,0,1,2,6,3,0,1,12,0,0
"::chromosome_13:3943617-3956356",68.8732439339993,7.58236568366315,1.87653372745386,4.0406231834432,5.33093548347252e-05,0.0131903632830643,0,8,17,0,7,231,5,603,5,5,4,6,4,51,0,1,2,7,0
"::chromosome_6:9042602-9049112",52.6167341882367,-3.10151916986615,0.846451135817106,-3.66414437718505,0.000248166778522326,0.0340083935336556,52,14,25,67,10,39,26,24,43,32,15,13,84,36,8,52,36,3,4
"::chromosome_12:31791899-31795070",16.7938978115944,6.7715038687626,1.46189773251985,4.63199560279134,3.62157847526731e-06,0.00258073682147548,20,25,1,0,5,61,6,96,21,1,8,37,9,19,6,0,13,0,2
"::chromosome_2:10470181-10482781",132.791166464502,1.29831762562406,0.345748187295066,3.75509597253812,0.000173275069226064,0.0282419147802274,264,407,152,5,130,354,291,129,326,193,219,233,298,240,35,114,237,13,23
"::chromosome_6:10536699-10537849",173.325494906129,6.90774343917001,1.68402110246583,4.1019340132112,4.09711128668121e-05,0.0114046933706603,1,8,40,2,4,2020,32,1149,9,11,3,6,2,23,8,0,1,8,6
"::chromosome_12:5043419-5048249",105.184722258735,3.87363373211836,1.053783073348,3.6759308723866,0.000236983692958813,0.0329833163286035,16,1365,367,3,223,17,53,68,6,13,248,371,208,191,7,16,33,0,5
"::chromosome_13:8760014-8767322",54.4209498410059,-3.48543451423605,0.95208577354601,-3.66084087282879,0.000251388859084219,0.0341869658365295,94,138,4,59,43,32,69,23,9,92,12,80,60,61,3,22,23,7,2
"::chromosome_5:9067413-9079617",86.8966706964861,2.43896914795187,0.652836233255152,3.73595861214804,0.00018700142622414,0.028968960071157,89,210,128,0,54,127,136,302,106,84,112,127,114,93,38,96,73,14,7
"::chromosome_7:15156143-15164148",25.5009609191203,6.03103108078986,1.6578866592811,3.63778250281901,0.000274995491604096,0.036022387374463,2,3,3,0,3,52,2,233,7,1,0,2,1,29,1,5,1,0,0
"::chromosome_10:7892900-7897255",465.495827328358,-3.4955440358858,0.594318187576048,-5.88160367452749,4.06310315890123e-09,1.20640304626376e-05,794,775,294,127,91,121,536,56,705,4508,88,94,473,216,100,1903,432,179,115
"::chromosome_4:8890231-8890558",66.5955698963632,-2.08484396624418,0.457995413978586,-4.55210664258235,5.31114003415265e-06,0.00337921284672962,72,252,51,25,50,72,142,6,133,284,46,75,118,92,16,162,107,10,7
"::chromosome_14:128797-135670",150.946333880322,-3.63828118871543,0.87090566052079,-4.17758358183111,2.94622413563123e-05,0.00928702252126984,221,305,4,152,43,120,170,12,186,114,95,187,156,143,31,152,93,64,7
"::chromosome_14:50560933-50566102",28.5778860793396,22.07947045214,4.9466268293971,4.46354075486853,8.06162560550554e-06,0.00435205636854792,126,814,0,0,0,0,0,86,59,0,5,0,0,0,10,0,0,0,0
"::chromosome_12:1363013-1365773",1175.06542175053,-1.91596780329603,0.433566096162481,-4.41909046914501,9.91171522909638e-06,0.00464676860016716,1880,3111,977,239,618,1674,1201,363,1682,8964,470,1591,2133,864,236,2521,1216,389,288
"::chromosome_14:25418056-25421457",9.04522076894553,4.70164801495188,1.29990518622376,3.61691611417463,0.000298133869915162,0.0368837145315182,1,5,26,0,1,13,4,49,19,2,5,5,11,4,1,2,0,1,2
"::chromosome_10:31539211-31542297",29.331050591967,2.71587322610305,0.601707576432146,4.51360982058253,6.37334232053231e-06,0.00354815917000885,32,119,84,0,33,110,54,53,27,23,38,41,33,15,9,19,25,2,6
"::chromosome_2:2002475-2012615",970.220976411236,-2.62583355851051,0.615465953519035,-4.26641562136271,1.98638573168226e-05,0.0075292471935999,4271,2983,792,317,324,257,693,210,1097,5057,299,883,1370,653,97,3095,372,559,134
"::chromosome_11:5563567-5568411",50.1520002505138,-4.29850688427123,0.943544242127458,-4.55570252284002,5.22107831690291e-06,0.00337921284672962,37,35,2,4,28,22,66,0,175,112,8,47,112,187,3,363,309,2,8
"::chromosome_8:1612157-1616289",112.206778007021,-3.1667414907397,0.857059484000289,-3.69489113632938,0.00021998101828834,0.0323252818655828,85,71,49,136,35,61,44,44,118,66,47,78,39,46,29,104,69,36,4
"::chromosome_10:23548799-23552624",87.7038608806128,-3.81431569499003,0.913384512756835,-4.17602405308737,2.96648466044491e-05,0.00928702252126984,105,85,13,72,45,25,50,35,53,525,4,17,48,37,35,50,218,19,10
"::chromosome_11:10479814-10484577",658.143429563589,-2.74767702977698,0.552454222332533,-4.97358318337388,6.5726551258253e-07,0.000616272900350409,2138,718,235,321,57,371,342,81,1173,1387,447,172,1762,1875,91,1859,1247,192,129
"::chromosome_13:27027585-27029944",1753.5450326272,-2.58193958026489,0.507735980973805,-5.08520112227007,3.67236707550183e-07,0.000408895121562907,3989,1263,1616,648,203,1035,564,339,3409,11858,350,589,2065,2179,399,3369,2995,791,470
"::chromosome_2:4990772-4998121",792.196085968611,4.5504595647092,1.29122961543753,3.52412886933923,0.000424877553402243,0.0479062886953225,165,72,170,21,16,1660,47,6601,320,389,57,43,516,594,6,44,219,134,6
"::chromosome_7:29528617-29529085",372.342134224931,-2.52688726473712,0.620340627299856,-4.07338670648713,4.63343956722568e-05,0.0121389302779596,737,271,147,28,117,104,318,173,1774,4294,239,252,283,475,75,1070,515,60,63
"::chromosome_10:10771451-10797976",83.6409442255402,1.83044532495455,0.496999510218598,3.68299221089665,0.000230512205506215,0.032591864611851,119,167,97,7,49,156,134,208,87,91,188,182,110,142,31,76,76,12,6
"::chromosome_14:30848254-30852090",9.30369527612302,4.67303243970914,1.24818322981422,3.7438673490307,0.00018120934716955,0.0285685355736772,9,20,21,0,6,17,6,35,7,0,11,3,4,3,2,3,12,7,0
"::chromosome_14:46474784-46477020",118.319325252002,-2.84677836757373,0.730458137445077,-3.89725053584987,9.72909566433503e-05,0.0194745886809133,115,555,72,47,54,61,289,14,91,310,28,124,43,37,5,424,69,122,16
"::chromosome_6:7784374-7788036",68.6597991231637,3.74956023714385,0.968193594100311,3.87273811765726,0.000107619446877086,0.0210290028463823,331,73,267,0,48,624,70,22,94,57,152,20,40,13,31,12,18,4,5
"::chromosome_2:18320698-18322056",13.7988045149621,-2.71470642535127,0.761267112619138,-3.56603665172312,0.000362420707492755,0.0430434993598895,55,46,3,0,3,10,28,0,46,63,10,20,22,25,2,73,28,6,1
"::chromosome_2:10131473-10135476",93.2208503545457,-3.90475900480826,0.970290257621893,-4.02432053103215,5.7140049251053e-05,0.0135726663654334,253,37,18,95,60,33,89,9,123,45,35,88,274,72,41,27,122,6,2
"::chromosome_8:10582420-10584043",16.1283994089056,5.93174261997931,1.66736281750343,3.55755961312667,0.000374316171073306,0.0441618714415294,77,58,20,0,26,47,48,7,16,0,7,38,57,21,23,0,0,0,0
"::chromosome_2:13562122-13564699",8.2518363954197,-5.02200114089042,1.39512319378607,-3.59968292639575,0.0003186054377584,0.0386119447188156,9,7,0,8,2,1,4,0,11,4,2,4,15,25,2,2,6,5,1
"::chromosome_12:30150104-30155880",38.7329102506764,2.0675719129646,0.571045364404811,3.62067891947531,0.000293830974716869,0.0368263747332177,91,138,84,0,31,103,96,39,90,44,45,74,117,87,13,19,40,3,3
"::chromosome_3:1186407-1190925",46.9386416279652,-4.0755320462242,1.07030147079439,-3.80783560280385,0.000140188415667252,0.0245719303974319,3,79,5,1,4,35,62,5,8,1162,24,37,13,9,24,95,5,3,3
"::chromosome_6:2014852-2016685",219.13192212134,2.16583581240403,0.611914857893466,3.53943981661106,0.000400977187938791,0.046385770150192,40,1377,210,7,325,196,1368,176,149,127,522,896,723,300,19,85,231,11,20
"::chromosome_12:25808444-25810918",36.9043565207774,-2.93359344802523,0.767790679071103,-3.82082451375209,0.00013300626939532,0.0241786396865063,63,41,12,39,8,43,58,13,27,62,13,17,30,25,9,42,44,4,2
"::chromosome_10:20513429-20520314",63.7827753766251,3.74563162347391,0.961961819030855,3.89374250554717,9.8709427366739e-05,0.0195389827615384,100,58,61,0,10,47,39,362,21,30,25,63,89,44,20,35,92,14,6
"::chromosome_7:29970119-29983373",936.644683859868,-2.29919040291049,0.570004627625996,-4.0336346258913,5.49206919456143e-05,0.0134029058494674,2153,3963,902,233,447,783,887,120,845,3685,429,824,1866,641,160,5112,700,433,115
"::chromosome_2:6740774-6742201",210.619741781931,2.61439795776357,0.73599423945094,3.55219894073347,0.000382025907007211,0.0444822976034867,16,2349,374,7,158,122,2042,334,96,104,93,1000,121,95,17,45,135,6,3
"::chromosome_13:22744759-22755051",98.2693542868152,-1.39796801741396,0.378515334479177,-3.69329295294604,0.00022136875596975,0.0323252818655828,176,395,59,16,80,119,230,29,186,453,93,94,248,146,29,193,181,19,14
"::chromosome_8:13976842-13978714",17.6084219725669,22.0942375345965,3.35401176846161,6.58740608555779,4.47576908057576e-11,3.98679130852286e-07,108,2,0,0,1,2,11,0,0,0,172,0,3,0,15,0,147,0,0
"::chromosome_14:20551139-20554959",16.0035500075926,6.50737351797479,1.54348315971506,4.21603143320081,2.48639118585468e-05,0.00868530568156884,28,14,9,0,16,3,13,29,10,0,40,26,18,16,6,0,8,21,3
"::chromosome_12:26995463-26997579",32.16556826942,4.92515202858261,1.35548647587997,3.63349403791375,0.000279608910970842,0.0360958894851126,81,65,199,0,25,77,3,3,91,3,5,9,2,47,23,5,102,1,8
"::chromosome_14:4513245-4531326",63.3947457159317,2.47358387546819,0.55753759758787,4.43662254558239,9.13813220638076e-06,0.00464676860016716,90,142,152,0,32,99,118,145,81,45,108,165,97,70,20,63,99,8,7
"::chromosome_9:3785426-3803135",17.2447298866022,-18.8958704469764,4.96350963824474,-3.80695754096663,0.000140686887484595,0.0245719303974319,0,174,0,1,19,0,5,0,0,0,0,0,0,0,87,0,0,0,0
"::chromosome_13:201956-208675",24.9051145659018,4.30117222741524,1.01862846876301,4.22251327084787,2.41593169172209e-05,0.00860796461760581,8,14,89,0,10,159,39,87,32,10,12,7,13,7,3,8,0,4,5
"::chromosome_13:24117877-24121507",238.431795101147,-2.48864661231938,0.658529993840294,-3.77909379314152,0.000157400133225397,0.02695152776576,284,876,163,59,172,254,376,14,300,1136,121,231,513,54,30,1128,109,133,41
"::chromosome_14:17113856-17115721",147.364249510457,-3.09423066997513,0.681302781436167,-4.54163810024756,5.58188022382249e-06,0.00342900676508268,241,85,98,78,8,44,87,34,279,1030,32,17,79,99,52,202,161,79,36
"::chromosome_5:3437159-3454650",1029.14901321267,-1.69185456087477,0.420862907102077,-4.01996596118275,5.82065506874155e-05,0.0136440750065304,2422,1647,999,176,361,909,1285,211,1395,5754,594,815,2194,1928,464,2043,2278,176,327
"::chromosome_5:11536069-11543908",62.9489744732039,3.06287199705705,0.707105923230828,4.33156037367432,1.480563371923e-05,0.00628005630257339,81,119,25,3,42,240,172,236,88,41,65,80,59,66,15,21,60,8,6
"::chromosome_13:34801184-34806223",12.2014500839861,4.71106965955033,1.19766278514836,3.93355268108022,8.36994838998978e-05,0.01775126554377,5,23,28,0,1,67,9,19,2,3,30,40,55,6,8,1,4,4,0
"::chromosome_6:1067966-1073301",148.599659703385,-3.33478456268066,0.760169966706611,-4.38689333798388,1.14981138670524e-05,0.00519505660197754,772,223,14,27,68,93,286,26,42,497,33,60,276,72,30,876,74,125,18
"::chromosome_4:21202867-21205859",298.650592332587,5.25360094816119,0.909136722894778,5.77866982584668,7.52935195195507e-09,1.74950338230961e-05,65,2094,65,0,935,784,828,874,41,21,418,584,136,44,59,49,439,7,14
"::chromosome_11:20932407-20938257",28.5108764183913,3.137624276666,0.817257042426962,3.83921350784371,0.000123429062089414,0.0233924334162012,54,185,21,1,36,45,63,59,58,10,37,53,51,21,6,7,87,4,0
"::chromosome_11:29884908-29887211",35.5198320204793,6.15726271369885,1.48209236817216,4.15443925488429,3.26086228466e-05,0.00952332157397014,3,206,108,0,28,3,84,118,41,4,3,19,16,103,17,0,91,0,0
"::chromosome_10:13417987-13424114",457.091623160318,-5.03615014366419,1.33456325962257,-3.77363164117711,0.000160888262507902,0.02695152776576,1275,2761,12,68,604,33,2264,14,13,2655,32,1966,16,625,244,17,12,131,122
"::chromosome_9:2855944-2857242",154.086342459593,-3.20221726586326,0.906411915268927,-3.53284992388166,0.0004111057720997,0.0468383040954089,476,89,93,60,16,56,1,44,199,1455,31,54,153,19,40,497,286,74,3
"::chromosome_11:8422438-8433476",91.5552584108557,-3.08347394239261,0.807922700483602,-3.81654574199601,0.000135332995629645,0.0243531042135568,163,267,8,80,69,109,137,14,103,85,44,144,118,138,42,64,77,5,4
"::chromosome_4:13426064-13426783",47.5266195564771,9.71810515417056,1.71537669800258,5.66528924258241,1.46776732356493e-08,2.90536387436769e-05,0,11,9,0,2,301,17,394,0,0,4,12,4,9,0,0,3,0,0
"::chromosome_4:23692698-23697842",316.634679220552,2.53558721025129,0.439328033895152,5.77151243404698,7.85631605864544e-09,1.74950338230961e-05,105,464,1037,20,185,2095,947,285,120,276,592,506,434,616,78,164,585,8,15
