"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","AST-1065","AST-1147","AST-1412","AST-1560","AST-1567","AST-1617","AST-1722","AST-2000","AST-2007","AST-2302","AST-2360","AST-2398","AST-2404","AST-2412","AST-2512","AST-2523","AST-2563","AST-2729","AST-2755"
"::chromosome_8:13976842-13978714",17.6084219725669,22.0013530588633,3.35430033520036,6.55914821579298,5.41159948783457e-11,9.24355308517023e-07,108,2,0,0,1,2,11,0,0,0,172,0,3,0,15,0,147,0,0
"::chromosome_12:42298760-42302065",455.49182744679,-2.95351303114234,0.769954828483372,-3.83595624299164,0.000125076677435055,0.0388442677685123,950,680,237,181,426,422,321,72,158,2469,313,414,638,201,27,820,110,444,46
"::chromosome_12:40557237-40570641",152.284377226399,-1.94120685900414,0.448830391446538,-4.32503434704546,1.52508098190471e-05,0.0152268122163842,361,427,168,26,84,225,177,55,217,884,108,261,243,142,18,406,105,78,17
"::chromosome_13:24342178-24362863",245.836854512073,-2.41548191039172,0.59463055525016,-4.06215571847889,4.862162471107e-05,0.023379923824143,488,711,213,28,166,317,599,78,427,1952,168,303,149,100,49,447,188,174,12
"::chromosome_5:18136785-18147204",29.6782836010202,-2.91722586217761,0.705219973314881,-4.1366183213235,3.52461648745722e-05,0.0199269616920697,49,49,13,12,10,48,45,15,37,345,17,17,20,18,4,24,33,8,0
"::chromosome_6:22367057-22369923",63.8561241659203,-4.56026152881505,1.20511043655665,-3.78410259382123,0.000154264184091029,0.0446607886179468,7,12,0,7,8,40,50,6,17,1764,4,26,17,22,1,9,47,5,15
"::chromosome_2:11375478-11381581",922.116275815436,-2.8555734794171,0.55349318764407,-5.15918450879546,2.48027790390319e-07,0.00164697236262997,2645,4343,981,303,434,838,1465,167,874,4656,300,628,1194,496,99,4413,425,229,112
"::chromosome_6:1056312-1066117",228.631367814947,-2.00880180977758,0.500231730670699,-4.01574247815953,5.92589357376086e-05,0.0261022081254797,574,958,93,57,130,257,495,24,281,1680,48,254,464,186,30,806,299,28,34
"::chromosome_3:11815837-11820443",63.266337325096,6.1863566307933,1.46371979897223,4.22646235648186,2.37393963468562e-05,0.0165331278909847,64,1,39,0,43,290,6,40,234,4,148,0,180,1,34,2,470,18,11
"::chromosome_14:43629908-43631095",144.376999167631,-4.14203860573787,0.988164355329754,-4.19164947956017,2.76933631814209e-05,0.0181934744808404,225,18,84,5,9,5,30,44,191,2235,70,48,51,16,28,642,17,10,93
"::chromosome_4:9089331-9091185",11.3013965966076,3.66877122640616,0.904310448205759,4.05698201727667,4.97109078693241e-05,0.023379923824143,25,29,3,0,3,19,12,6,17,2,11,20,29,39,13,4,24,10,0
"::chromosome_4:19615714-19634421",30.0856932359328,19.4438368184005,3.96329502284122,4.90597765403331,9.29631090973936e-07,0.00317580573298516,0,0,0,0,183,63,9,0,21,0,129,0,47,0,0,0,0,5,23
"::chromosome_9:28777314-28777845",63.0760623766001,-4.74709815658767,1.23111935819486,-3.85592032566861,0.000115295038113698,0.0378722028080783,7,11,29,4,11,4,57,5,18,1789,17,43,10,20,1,10,43,19,0
"::chromosome_11:9147713-9152510",36.6320461798072,-3.76977205683053,0.961344291995045,-3.92135480308231,8.80524997564215e-05,0.0304567860092754,85,13,72,11,0,9,19,18,140,191,2,13,9,19,4,183,7,2,18
"::chromosome_14:37630397-37634989",10.5821500766371,4.77409823673227,1.26661088793668,3.76919090322152,0.000163777590275048,0.0466247503248016,4,36,9,0,10,94,16,5,21,0,6,8,38,11,9,2,50,0,0
"::chromosome_12:28810025-28812319",33.4266517231495,-3.26943593975309,0.769778513421607,-4.24724239862281,2.16417774087779e-05,0.0165331278909847,45,66,33,33,9,32,50,15,29,61,37,41,13,25,3,30,24,2,1
"::chromosome_8:24089549-24091476",21.6572548896717,-4.65223173768843,1.09541219984634,-4.2470147204322,2.16637731015217e-05,0.0165331278909847,26,175,7,13,2,11,38,3,19,183,24,10,0,11,2,34,2,0,4
"::chromosome_12:9504531-9505770",2024.80171216704,-1.93095568854343,0.499024813406535,-3.86945826473435,0.000109077450579303,0.0365323908499033,6321,7273,1565,389,1610,1395,4184,170,2227,7821,1079,3179,3779,1039,303,7957,1513,829,467
"::chromosome_5:3728603-3731947",431.962922976066,-4.7572034423946,1.1484109770541,-4.14242247544322,3.43656549681609e-05,0.0199269616920697,17,1438,222,369,69,145,62,169,438,2707,28,71,40,117,26,321,141,343,10
"::chromosome_13:18255973-18257862",299.520318987838,-3.46010508287215,0.830556248509971,-4.16600933299776,3.09978016835695e-05,0.0196101277984093,434,1832,121,107,322,217,941,72,179,725,182,82,286,10,10,1525,151,164,28
"::chromosome_7:504846-515748",150.618968073235,-2.05410632003386,0.519003056774375,-3.9577923351747,7.56456787596424e-05,0.0287134186420767,181,273,84,84,108,317,337,71,254,199,204,255,155,127,33,275,127,34,15
"::chromosome_6:2035430-2037414",30.2721406976065,5.76657816342388,1.4716820728236,3.91835863866982,8.91539898403939e-05,0.0304567860092754,5,13,3,0,2,0,32,15,8,3,3,6,908,8,7,6,35,0,0
