"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","AST-1065","AST-1147","AST-1412","AST-1560","AST-1567","AST-1617","AST-1722","AST-2000","AST-2007","AST-2302","AST-2360","AST-2398","AST-2404","AST-2412","AST-2512","AST-2523","AST-2563","AST-2729","AST-2755"
"::chromosome_4:6459137-6468511",71.402359354786,2.50608925997095,0.55918641498578,4.481670499872,7.40610294870299e-06,0.010541970372233,70,241,38,3,86,70,118,13,94,27,66,125,483,412,29,74,120,8,10
"::chromosome_14:14362732-14402551",329.638942467637,-2.25981609640608,0.516285340314131,-4.37706810546104,1.20286397348067e-05,0.0146151884391241,296,816,198,196,142,437,522,248,270,791,257,536,405,194,116,803,184,66,39
"::chromosome_2:15917421-15917787",148.818563637615,-4.29629217803747,1.08273310021934,-3.96800668342653,7.24763018448069e-05,0.0281356298138897,202,12,14,141,8,11,0,9,235,416,22,2,11,3,19,425,102,7,105
"::chromosome_10:20904519-20905247",18.5363152857714,7.03763497846841,1.82821250728508,3.849462220844,0.000118377439189438,0.0381510384678262,0,18,36,0,0,44,27,23,10,0,9,54,12,19,8,0,158,0,10
"::chromosome_10:28822148-28824377",423.828128257659,-2.77247102643002,0.642695710289746,-4.31381598171879,1.60460523327039e-05,0.0152268122163842,586,2058,272,151,231,311,702,89,265,1991,148,436,457,110,89,1299,136,304,57
"::chromosome_2:1951728-1962874",1416.10414377879,-1.57506028138339,0.382690623626224,-4.11575352032078,3.85916544407751e-05,0.020599501546965,3722,6292,1023,270,1250,1422,2964,197,1825,5586,902,3065,2978,1030,274,4751,1259,375,240
"::chromosome_12:19872930-19887172",63.3214592914965,-25.1959579536748,4.91119507947905,-5.13031096218386,2.89263924119777e-07,0.00164697236262997,0,0,0,69,93,0,0,93,0,0,0,0,0,0,0,0,0,28,26
"::chromosome_10:6350622-6399247",25.7820074416397,20.3007579545179,4.95053111139956,4.10072323508309,4.11860907521797e-05,0.0209391802586051,46,459,0,0,42,356,0,0,79,0,0,0,0,74,0,0,0,0,0
"::chromosome_10:8528623-8529838",20.060683299615,7.60486916657812,1.74222685718193,4.36502808760454,1.27106425298452e-05,0.0146151884391241,2,2,25,0,20,1,183,0,1,0,1,71,125,83,19,0,62,0,1
"::chromosome_7:14507595-14513873",71.7432339286986,3.52718145370153,0.765587766219504,4.60715493289406,4.08215844600905e-06,0.00712901287376863,305,426,27,0,29,119,55,11,136,22,128,71,195,408,29,31,240,14,7
"::chromosome_13:9656442-9663652",26.1826297295272,-3.28582892268828,0.810788666184782,-4.05263302230156,5.06444108362094e-05,0.023379923824143,30,34,12,26,9,40,10,10,17,69,19,39,29,7,7,38,4,1,3
"::chromosome_4:22280595-22284932",48.7780075267098,-4.04061326737024,0.957003360922918,-4.22215159565745,2.41981264138292e-05,0.0165331278909847,10,143,3,4,26,23,119,17,32,1140,11,25,40,23,3,15,13,6,2
"::chromosome_9:25229648-25236859",1441.43168386113,-2.46520501168017,0.582769340509148,-4.23015563846649,2.3352968255995e-05,0.0165331278909847,3643,2239,877,637,355,1875,876,334,1808,6291,861,1790,2688,741,256,3840,399,980,141
"::chromosome_12:42279000-42283359",75.6259927966403,-5.82954415198623,1.40981704236069,-4.1349650180316,3.55008708783645e-05,0.0199269616920697,312,5,9,55,140,248,4,21,247,13,160,148,4,5,0,4,10,8,5
"::chromosome_9:12986763-12995328",220.953937021489,-2.35306328347069,0.492777584855901,-4.77510210647826,1.7961609631265e-06,0.00511337090186063,414,346,211,54,58,409,469,69,251,1189,155,343,138,176,26,469,183,69,102
"::chromosome_10:7763064-7774395",2811.77628988471,-2.87955069486232,0.625643526045482,-4.60254214258902,4.17365076621312e-06,0.00712901287376863,5197,9102,2306,1019,2024,3310,4878,211,2161,11451,2034,3935,3130,1017,303,7063,825,2081,380
"::chromosome_12:42285272-42289704",360.616098958666,-2.03728160488441,0.507493608746965,-4.01439854565772,5.95975713888946e-05,0.0261022081254797,543,1810,256,41,340,223,1186,123,335,1649,100,947,416,129,100,1550,234,67,101
"::chromosome_12:40453144-40463981",365.336470752809,-2.51676937866309,0.642186179996047,-3.91906499557275,8.88931429234945e-05,0.0304567860092754,533,337,358,224,135,233,437,251,504,1367,110,478,309,214,96,391,252,166,47
"::chromosome_9:12643762-12645483",66.3874739506624,-4.47686146117212,1.12183655947878,-3.99065391776155,6.5891370867293e-05,0.0274128354571802,52,19,668,1,6,234,22,78,74,192,55,3,3,1,2,2,2,6,5
"::chromosome_9:25287486-25300525",2503.45346031437,-2.6848133138516,0.683076960191854,-3.93046972788765,8.47800678217364e-05,0.0304567860092754,7708,6083,2389,885,846,1380,3661,269,2134,10007,373,2712,1752,631,649,8545,1283,2011,346
"::chromosome_11:2244191-2254545",105.348801918871,2.2318297853218,0.544619001112384,4.09796533129267,4.1679768678214e-05,0.0209391802586051,160,173,36,5,37,189,151,30,420,96,178,220,368,565,45,67,309,16,12
"::chromosome_13:1605220-1613320",38.9281099297351,2.85181687185142,0.664555641017471,4.29131391840288,1.7761900961449e-05,0.0159679489643426,149,190,26,0,29,32,52,6,72,35,32,55,209,95,19,13,169,12,1
"::chromosome_11:9287073-9290222",28.9675427461092,-6.38212019060545,1.26608392224395,-5.04083503350558,4.63504896271241e-07,0.00197928178330227,3,13,13,46,0,13,7,22,5,26,9,7,2,2,1,4,4,4,0
"::chromosome_8:9770305-9781549",59.818893213175,2.86773798884391,0.746380849163315,3.84219127816398,0.000121940744456229,0.0385716640010528,60,89,33,1,10,59,58,24,314,62,13,29,252,495,18,31,259,3,9
"::chromosome_11:24177084-24182194",69.9920810068052,-3.77255642274759,0.913295794564712,-4.1307060047787,3.61650847405983e-05,0.0199269616920697,41,60,55,54,54,40,73,74,42,38,26,110,23,26,7,144,20,44,5
"::chromosome_10:7892900-7897255",465.495827328358,-2.75881620293045,0.593079030673251,-4.65168394134371,3.29235416721841e-06,0.0070295876912822,794,775,294,127,91,121,536,56,705,4508,88,94,473,216,100,1903,432,179,115
"::chromosome_1:3791719-3796967",151.062089811633,-2.58477738931164,0.592443958938155,-4.36290614549327,1.28346014043007e-05,0.0146151884391241,251,609,95,37,35,181,154,51,183,1394,198,427,128,104,8,269,189,35,13
"::chromosome_14:50560933-50566102",28.5778860793396,19.5034878852757,4.95389606238601,3.93699981583424,8.25066702800249e-05,0.0304567860092754,126,814,0,0,0,0,0,86,59,0,5,0,0,0,10,0,0,0,0
"::chromosome_12:1363013-1365773",1175.06542175053,-1.88011483291465,0.433589356858399,-4.33616462944835,1.44990368162438e-05,0.0152268122163842,1880,3111,977,239,618,1674,1201,363,1682,8964,470,1591,2133,864,236,2521,1216,389,288
"::chromosome_2:2002475-2012615",970.220976411236,-2.63120311115106,0.61552951578457,-4.27469852164158,1.91396100867711e-05,0.0163461839946069,4271,2983,792,317,324,257,693,210,1097,5057,299,883,1370,653,97,3095,372,559,134
"::chromosome_8:1612157-1616289",112.206778007021,-3.43731831439606,0.858626977645982,-4.00327313709597,6.24721060359656e-05,0.0266771510800082,85,71,49,136,35,61,44,44,118,66,47,78,39,46,29,104,69,36,4
"::chromosome_11:12361492-12364497",374.676946053011,-0.967486305773855,0.254446531637158,-3.80231673644307,0.000143349297890216,0.0429553929116291,435,1483,449,48,364,799,1215,242,654,813,480,1137,297,380,90,589,324,106,60
"::chromosome_14:46474784-46477020",118.319325252002,-3.45408442693553,0.73551143663561,-4.69616685055948,2.6508903065095e-06,0.0064685510464984,115,555,72,47,54,61,289,14,91,310,28,124,43,37,5,424,69,122,16
"::chromosome_10:8510170-8512348",172.852093693329,-3.46953817609716,0.762296743291225,-4.55142725799587,5.3283220026234e-06,0.00827391528425547,389,697,218,80,113,92,216,8,79,783,62,176,164,26,14,485,54,74,42
"::chromosome_7:5635315-5645995",54.7073529690065,2.72891902256135,0.718511662284229,3.79801632430824,0.000145858719564106,0.0429553929116291,264,140,47,1,52,101,26,36,144,40,63,106,206,173,43,12,38,10,3
"::chromosome_2:16644657-16646088",19.1318548698299,4.31694756548395,1.1276141497284,3.8283907367815,0.000128983869584816,0.0393423835067544,18,91,5,0,13,5,15,0,37,6,19,17,43,23,67,5,15,2,2
"::chromosome_8:10582420-10584043",16.1283994089056,6.60648234146306,1.66383735380944,3.97062989740986,7.16828603014861e-05,0.0281356298138897,77,58,20,0,26,47,48,7,16,0,7,38,57,21,23,0,0,0,0
"::chromosome_9:935356-939009",13.4854667127389,4.58752855905422,1.1511223918007,3.98526567785545,6.74046653709718e-05,0.0274128354571802,4,19,31,0,3,11,16,5,8,2,8,10,52,4,29,3,55,6,1
