"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","AST-1065","AST-1147","AST-1412","AST-1560","AST-1567","AST-1617","AST-1722","AST-2000","AST-2007","AST-2302","AST-2360","AST-2398","AST-2404","AST-2412","AST-2512","AST-2523","AST-2563","AST-2729","AST-2755"
"::chromosome_12:19872930-19887172",63.3214592914965,-23.5258356489815,4.56449101863729,-5.15409835465183,2.5485416231335e-07,0.00108829098661858,0,0,0,69,93,0,0,93,0,0,0,0,0,0,0,0,0,28,26
"::chromosome_10:8380957-8384192",39.7672885328773,5.53244322927775,1.29651141466177,4.26717664550685,1.97962406296944e-05,0.0225426390797207,3,147,15,1,2,20,190,6,9,6,4,17,5,29,189,19,10,0,1
"::chromosome_1:4888316-4889261",6.67041541974704,-5.58058376924505,1.33471262651314,-4.18111259187232,2.90086167830939e-05,0.0291468343101193,39,20,9,0,7,23,32,2,12,5,19,14,1,0,0,0,0,5,0
"::chromosome_3:9722806-9724060",10.3925928021576,-7.70580519866938,1.71355709315102,-4.49696437280613,6.89305329372483e-06,0.00981168694250949,13,30,0,1,1,1,59,0,84,5,15,12,0,0,0,0,0,18,1
"::chromosome_13:33844791-33846754",52.0941752846017,-2.14341547543436,0.471978119842883,-4.54134500164517,5.58964735068045e-06,0.00954767663969727,252,27,102,1,4,154,10,39,208,93,54,16,73,46,4,40,46,14,33
"::chromosome_12:2532156-2545866",72.0921536152453,-5.1592804262028,1.02151899222932,-5.05059667558742,4.40432136154722e-07,0.00150460426353176,680,94,300,0,13,11,40,97,701,7,17,39,16,3,3,22,6,9,2
"::chromosome_12:26554775-26555549",1235.21424775922,-1.95952262013824,0.479372232347434,-4.08768486765007,4.3569944781481e-05,0.0378858834983432,4158,2414,3366,103,438,3231,2062,772,3887,1399,3446,723,724,1431,183,929,311,166,453
"::chromosome_3:4643767-4645509",95.8914743538192,3.74996121147316,0.940145463566836,3.98870319199979,6.6435483120722e-05,0.0493384559645675,13,61,250,36,93,41,148,103,8,41,169,147,164,362,30,268,17,0,4
"::chromosome_8:8726381-8735809",104.382097882494,2.74697826781923,0.625526492361785,4.39146591129583,1.12588989546254e-05,0.0137366609317112,93,153,42,17,19,197,118,35,140,74,74,58,1113,149,34,153,605,3,5
"::chromosome_6:1757737-1763038",127.719453526549,2.29506214062014,0.463486946035413,4.95172983889126,7.35566754732418e-07,0.00179488796251206,88,308,282,22,71,225,275,70,83,354,141,320,197,456,51,171,302,9,1
"::chromosome_8:25446124-25450947",286.006601066084,-1.33829079892638,0.321798370219937,-4.1587867521259,3.19942410665291e-05,0.0303607573142991,464,851,354,31,283,511,405,120,707,598,383,789,256,342,46,421,270,121,88
"::chromosome_14:46474784-46477020",118.319325252002,-2.78386353802356,0.683828666276552,-4.07099566793785,4.68126201283515e-05,0.0380764935434463,115,555,72,47,54,61,289,14,91,310,28,124,43,37,5,424,69,122,16
"::chromosome_14:33676561-33679448",20.2148503806474,-7.39309151001732,1.67651453803341,-4.40979862822399,1.03466787071365e-05,0.0135947399228152,7,8,0,0,3,4,1,10,521,12,0,2,3,0,0,1,0,21,0
"::chromosome_12:25111265-25126505",69.6108562915308,2.37267893962073,0.594609483657544,3.99031466001177,6.59856954375899e-05,0.0493384559645675,32,193,51,27,68,133,37,61,31,171,57,80,194,178,38,51,138,6,4
"::chromosome_8:14452047-14452788",129.854862033027,5.49463814156537,1.05692730145894,5.19869070841562,2.00697147356484e-07,0.00108829098661858,10,33,17,11,41,204,48,15,5,19,3,10,44,1347,77,319,1393,4,4
"::chromosome_9:3785426-3803135",17.2447298866022,22.8145218402021,4.56322681456574,4.99964669022774,5.74354617269061e-07,0.00163509186959547,0,174,0,1,19,0,5,0,0,0,0,0,0,0,87,0,0,0,0
"::chromosome_4:23692698-23697842",316.634679220552,2.33528514041093,0.418557353441521,5.57936713143234,2.41395256866836e-08,0.000206163619127121,105,464,1037,20,185,2095,947,285,120,276,592,506,434,616,78,164,585,8,15
"::chromosome_14:30939874-30944256",43.0010397493496,-3.03300879039081,0.742745284622825,-4.08351133717531,4.43602640341236e-05,0.0378858834983432,109,25,41,0,2,264,4,34,197,76,39,22,26,8,0,57,46,30,22
"::chromosome_8:11363176-11365225",487.458166192747,-2.63391125111837,0.583895054573814,-4.51093262476913,6.45432206880785e-06,0.00981168694250949,962,1067,316,45,88,331,606,49,3026,3530,486,178,455,272,46,529,277,238,221
"::chromosome_4:8765459-8768809",22.8558203520876,-24.2813211976347,2.98317558942268,-8.13942071788465,3.97173577746321e-16,6.78412188148491e-12,2,5,0,0,5,60,23,24,692,0,0,1,0,0,0,0,0,0,0
"::chromosome_12:7905219-7908615",252.173848980501,-3.8116101324588,0.814606110940379,-4.679083647014,2.88159874034538e-06,0.00615257351047992,232,48,236,3,8,313,324,235,987,278,295,91,101,141,8,773,55,405,67
"::chromosome_14:55347881-55350695",168.912948275683,-3.12027843668618,0.678461138172707,-4.59905256340842,4.24416696450774e-06,0.00805495732452852,471,163,100,3,9,328,27,34,2568,390,169,45,55,191,17,195,84,105,21
"::chromosome_6:2035430-2037414",30.2721406976065,5.8130063628241,1.38594087022914,4.19426722141689,2.73755110959694e-05,0.0291468343101193,5,13,3,0,2,0,32,15,8,3,3,6,908,8,7,6,35,0,0
