"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","AST-1065","AST-1147","AST-1412","AST-1560","AST-1567","AST-1617","AST-1722","AST-2000","AST-2007","AST-2302","AST-2360","AST-2398","AST-2404","AST-2412","AST-2512","AST-2523","AST-2563","AST-2729","AST-2755"
"::chromosome_10:14534803-14540246",51.5018630715178,-1.53108778941362,0.421271823568245,-3.63444147877028,0.000278583480204662,0.0101887183547937,120,57,52,7,30,51,58,12,108,210,45,50,105,90,18,90,99,16,19
"::chromosome_6:17197145-17203074",36.7603896463476,-4.20122676169393,1.14542166495089,-3.66784293526879,0.000244605358637691,0.00920795937898732,23,14,47,38,0,42,30,17,8,15,31,14,14,7,7,13,43,21,3
"::chromosome_13:36575659-36579458",281.974418447265,-2.85021048349129,0.776944949100447,-3.66848447472538,0.000243992507327571,0.00920795937898732,551,224,337,28,24,265,192,42,517,252,280,11,768,1476,58,1151,873,32,117
"::chromosome_4:1332270-1333064",13.8952384824666,-2.57460155249714,0.791932224226263,-3.25103774507041,0.00114984590993406,0.0266689020131903,52,8,11,0,0,29,5,18,22,27,10,6,67,17,5,29,35,6,3
"::chromosome_14:17122866-17126419",80.0807304590267,-1.81038216357492,0.586013558218831,-3.08931788042161,0.00200616661552434,0.037992749617773,316,275,10,22,23,91,29,17,289,229,53,44,98,139,27,173,147,20,23
"::chromosome_11:21669026-21675967",128.029452495652,-3.47508561369863,0.774779819334936,-4.48525571649713,7.28265401084273e-06,0.000730627900311674,166,21,238,20,10,164,5,112,86,248,86,48,85,444,90,123,231,71,49
"::chromosome_1:3198120-3212012",180.829120823865,2.71652611671892,0.811617055705492,3.34705400486884,0.000816752970302693,0.0212179015302654,85,1681,103,8,447,120,358,25,108,118,160,349,65,92,79,64,1455,20,14
"::chromosome_8:8556682-8559401",16.737393223217,-4.61461390499673,1.37737910263487,-3.35028598602168,0.000807281650050139,0.0211819552573595,3,2,12,17,2,5,4,55,20,9,2,7,1,2,1,2,2,3,0
"::chromosome_2:1257505-1260075",61.4861973464054,-2.68931485173399,0.769422338692432,-3.49523885192137,0.000473637694080527,0.0145254686584623,55,13,237,13,9,103,47,15,100,133,81,10,70,84,60,46,129,12,11
"::chromosome_10:20016374-20028896",79.8494887607447,-1.94257348517102,0.538924649186101,-3.60453634493198,0.000312710688045289,0.0109115792066575,184,87,68,34,24,144,75,55,215,134,37,94,120,159,43,101,114,15,10
"::chromosome_14:32849298-32859163",413.922901568409,-2.01469293156113,0.53535209034481,-3.7633045016477,0.000167682821351558,0.00720172192458605,1371,682,512,55,15,603,390,181,866,971,269,202,864,1017,238,975,820,73,133
"::chromosome_12:25654210-25657736",19.9933996784127,-2.35755721632921,0.736474498936544,-3.20113896643194,0.00136885496891075,0.0301834326522089,37,3,48,0,9,65,19,10,36,49,26,8,40,23,7,90,33,8,2
"::chromosome_4:6480396-6497609",158.060156703206,2.16502213148569,0.685805752597217,3.1569028449915,0.00159454464303276,0.0328207090943825,113,424,208,3,259,260,304,79,181,72,73,299,839,558,28,98,146,78,30
"::chromosome_6:2110689-2113056",89.308532322188,4.24654929323664,1.00536997784079,4.22386721986353,2.40145567887485e-05,0.00184432724734671,26,241,87,1,166,24,478,101,54,1,187,589,233,98,5,36,177,1,15
"::chromosome_10:24885459-24914013",182.101527082459,-1.78883032356772,0.396657887012228,-4.50975609496094,6.49022024399892e-06,0.000677984632238737,482,223,232,16,39,257,220,77,525,674,236,165,249,262,43,475,459,80,29
"::chromosome_13:10070158-10094788",142.51681751172,-1.64797051858586,0.528953784244313,-3.11552836499737,0.00183615688359229,0.0358550012721038,199,303,207,54,56,245,147,61,127,405,118,206,426,124,46,205,173,55,14
"::chromosome_4:20229686-20234665",59.9606135634585,-1.77646211308055,0.570085178784973,-3.11613453425808,0.00183238654343567,0.0358550012721038,159,47,78,10,25,62,50,5,77,196,43,52,113,147,17,94,115,30,23
"::chromosome_9:22900033-22908799",221.840984106219,-2.36573983052641,0.578368868531767,-4.09036509266486,4.3069467594039e-05,0.00283714641495543,498,162,630,48,40,458,215,74,361,648,149,77,243,283,93,290,389,118,31
"::chromosome_8:16773564-16776786",17.7797562230858,-2.87605530926004,0.894554701516689,-3.21506924549587,0.00130413059204614,0.0292566716480843,47,8,26,8,0,27,28,1,25,77,27,7,19,37,7,11,16,5,3
"::chromosome_1:985046-986914",44.5747145435277,-4.41873263306948,1.03053164141331,-4.28781849629525,1.8043643334607e-05,0.00148432120564454,42,4,34,25,1,111,46,1,23,89,19,3,34,10,15,237,30,25,13
"::chromosome_5:14212812-14238038",331.448051976788,1.19430406362647,0.34160714767809,3.49613312175747,0.00047205313478505,0.0145175926256298,603,1727,198,14,293,738,1105,131,670,491,635,1143,441,563,132,429,490,59,41
"::chromosome_8:17198493-17205130",24.7970986441357,-2.85495717673495,0.901272237914082,-3.16769679197321,0.00153651679355469,0.0325057256716284,35,18,76,9,2,104,20,2,31,25,25,1,26,44,13,34,39,9,2
"::chromosome_6:1012135-1018508",2243.04404163115,-5.10132735744742,0.92342459702394,-5.52435723922477,3.30693996766743e-08,1.31600463379984e-05,3815,155,7685,564,118,3712,438,115,183,12453,2000,330,9235,967,1868,5125,2812,344,48
"::chromosome_5:12865428-12870289",248.463109147015,1.42617573102044,0.43352535054367,3.28971703553648,0.00100288180468623,0.0241498274975839,394,1574,114,10,345,636,986,73,428,354,325,882,440,314,117,378,355,14,24
"::chromosome_9:2879990-2884433",123.502204881202,-1.37349737230652,0.437325486598211,-3.14067534227294,0.00168558772856378,0.0340664005988089,303,153,118,17,27,242,160,63,347,280,165,228,122,177,32,377,356,32,23
"::chromosome_1:2824317-2828971",246.809062608011,-1.25711974421791,0.342281796782618,-3.67276248995591,0.000239942477546797,0.00912867212233285,436,417,289,32,100,499,333,146,581,713,399,227,394,493,57,487,505,35,80
"::chromosome_14:13110449-13128005",157.84470331126,-1.51638515785456,0.507472991841646,-2.98811007133901,0.00280708438127951,0.0481206239473906,571,200,101,13,17,234,125,30,785,281,171,137,299,232,82,318,115,29,93
"::chromosome_9:11842461-11848037",206.920917750547,2.39043119409399,0.670657377993457,3.56431058918032,0.00036481377671564,0.0121805879339988,103,1590,110,12,412,146,1215,293,134,99,259,270,106,293,139,160,225,16,14
"::chromosome_8:2764594-2772111",25.3988207730019,-2.73762353296444,0.88211241425921,-3.1034860055376,0.00191255279880539,0.0368701355008458,29,18,19,18,3,12,26,30,44,20,16,23,44,24,3,21,29,12,3
"::chromosome_5:8288513-8294763",71.0544033774346,-2.45138390723305,0.804643786433852,-3.04654550070843,0.0023148744038426,0.0418731718461312,52,33,40,36,11,56,72,30,164,45,20,61,165,226,74,49,148,26,2
"::chromosome_9:25945159-25945447",334.459525994755,-1.72344417447705,0.402337654859716,-4.28357662689555,1.83912718758419e-05,0.00149947179576986,1053,263,245,13,40,608,274,115,1020,965,506,299,882,801,188,633,682,85,94
"::chromosome_7:18209666-18222226",46.8599522188113,-2.36300550617419,0.782464897993607,-3.01995081470542,0.00252815737872564,0.0447623118940894,91,18,89,12,6,85,27,47,103,22,101,8,50,20,46,29,114,13,6
"::chromosome_1:1947640-1951475",10.8810044014499,-4.3969697167874,0.976519390651548,-4.50269575686938,6.70969038577206e-06,0.000688191442637313,23,3,5,3,0,4,2,8,23,12,4,1,50,35,7,31,45,0,2
"::chromosome_7:8442789-8470764",163.592980124779,-2.46983913313697,0.699619471084077,-3.53026071345598,0.000415150355770027,0.0132420287143898,164,132,94,18,36,163,116,33,181,1067,168,106,1233,255,24,163,222,90,36
"::chromosome_12:9383443-9388858",35.8373890168606,-2.03599689709019,0.41573854680679,-4.89730123109415,9.71618347529802e-07,0.000154217994171023,103,36,30,7,6,62,44,21,89,90,54,29,89,56,13,110,73,10,2
"::chromosome_14:18396105-18398071",44.1277608204915,-7.93805041219134,1.42768683167305,-5.56007818807788,2.69653817946647e-08,1.15563946491288e-05,0,3,114,51,0,73,2,2,32,11,88,1,12,2,11,37,13,7,2
