"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","AST-1065","AST-1147","AST-1412","AST-1560","AST-1567","AST-1617","AST-1722","AST-2000","AST-2007","AST-2302","AST-2360","AST-2398","AST-2404","AST-2412","AST-2512","AST-2523","AST-2563","AST-2729","AST-2755"
"::chromosome_13:3932347-3935218",19.3770552872707,-2.1151234294243,0.538054098082047,-3.93106090440328,8.45718424945609e-05,0.0243443175971321,44,48,3,2,9,18,20,5,37,23,16,36,115,35,14,34,54,1,6
"::chromosome_12:34969886-34974417",28.7617472866462,-3.44927980080614,0.958640862269519,-3.59809386034328,0.000320557942058641,0.049143386985023,24,20,7,7,71,2,66,2,81,6,5,133,131,71,6,73,72,1,0
"::chromosome_7:14806230-14809589",40.1154437708897,1.33988595979906,0.345681499292139,3.87607078348935,0.000106156814191937,0.0270428468383374,73,96,64,1,30,127,83,26,81,112,78,84,50,44,12,74,26,8,9
"::chromosome_10:5566530-5573886",101.54624260451,-1.6482481742339,0.438744411493137,-3.75673884625577,0.000172141972236595,0.0339679469767356,291,436,63,11,46,70,242,14,319,261,74,110,311,252,25,155,341,17,16
"::chromosome_12:19872930-19887172",63.3214592914965,22.8393655652052,4.56357406795575,5.00471017345316,5.59461413794343e-07,0.000741286373277504,0,0,0,69,93,0,0,93,0,0,0,0,0,0,0,0,0,28,26
"::chromosome_4:21134982-21143372",208.344729828935,-2.21005802967473,0.562500355398047,-3.9289895703458,8.53035387500587e-05,0.0243443175971321,807,243,86,8,58,43,213,57,620,462,173,167,1051,1234,68,408,307,23,48
"::chromosome_7:26609049-26617276",166.582786012133,2.02174098046053,0.547742293367052,3.69104413689253,0.000223335375679095,0.0387225018668523,109,337,229,39,112,373,396,329,167,222,132,230,122,124,30,251,101,74,24
"::chromosome_1:13480580-13482867",30.2661696275615,3.55210415366445,0.960835912592409,3.69688945543324,0.000218257323926442,0.0387225018668523,40,21,17,3,32,471,7,32,41,9,95,14,6,14,5,1,16,0,3
"::chromosome_13:3708467-3709637",8.78531962108291,-4.33519960698255,1.03968753936426,-4.16971392158207,3.04982228033912e-05,0.0131567914651839,18,27,1,1,3,3,18,1,5,35,0,26,88,19,3,4,30,0,1
"::chromosome_11:5387982-5392554",201.103699333963,-3.80258144143534,1.03361825815606,-3.67890312640085,0.000234239214020723,0.0398636460558204,121,41,26,12,19,28,288,11,918,274,64,4,129,403,22,1328,1984,6,66
"::chromosome_7:22803404-22804952",52.2700416485551,3.47151587350215,0.957179760518379,3.62681704805594,0.000286936446048779,0.0462840962974334,23,289,54,3,63,42,131,146,46,31,14,146,25,21,1,3,4,6,34
"::chromosome_5:18261018-18261393",23.7953406231835,5.81387687660418,1.51319417069923,3.84212217386329,0.000121975090840197,0.0282829741885706,3,5,18,9,12,1,70,138,8,11,8,6,2,1,1,0,2,6,0
"::chromosome_1:4888316-4889261",6.67041541974704,5.33153937714668,1.31785200023219,4.04562832260932,5.21829711342345e-05,0.0175998929916373,39,20,9,0,7,23,32,2,12,5,19,14,1,0,0,0,0,5,0
"::chromosome_11:32079910-32082370",45.8283099944456,3.75166135270282,0.944481943433415,3.97218959958583,7.12150008667852e-05,0.0223904790860825,14,31,13,2,6,521,9,244,19,8,9,10,22,48,1,3,16,1,4
"::chromosome_1:2819483-2820308",32.4751547560074,-3.43640799566443,0.95625434855282,-3.59361293453467,0.000326124198629169,0.0495869170866482,264,18,2,9,19,19,5,0,87,84,7,21,67,135,32,45,8,4,1
"::chromosome_10:18906160-18908277",7.40708211228291,-3.81494579683048,0.940746028176635,-4.05523455063068,5.00840207764895e-05,0.0172047886185904,7,7,0,0,3,2,15,0,5,17,6,17,44,60,5,14,32,0,0
"::chromosome_10:5187453-5198313",105.728810636682,-1.84670056751062,0.34397999500313,-5.36862781073597,7.93379567230677e-08,0.000245286516202151,267,185,62,12,41,116,82,20,163,156,59,127,339,412,69,119,249,27,42
"::chromosome_7:23744810-23751372",10.5166742330112,2.85286270993476,0.755374651590312,3.77675197854276,0.000158886808685059,0.0323884648473389,10,19,25,1,8,11,13,15,27,18,44,13,10,2,0,20,8,4,0
"::chromosome_1:16102748-16107515",56.8628090195573,4.43965998498432,1.04725644480538,4.23932457709474,2.24193308333954e-05,0.0109441733410391,3,31,34,1,19,172,50,454,4,2,5,5,11,27,7,3,7,1,2
"::chromosome_10:23682906-23685148",17.4226697106424,3.6515008002626,0.875001029388449,4.17313886226475,3.00431705284363e-05,0.0131567914651839,6,4,15,0,8,126,45,85,12,1,18,18,10,4,1,1,14,2,1
"::chromosome_12:2532156-2545866",72.0921536152453,4.60025333579734,1.01988261546722,4.51057137952089,6.46532409334592e-06,0.00444191710857655,680,94,300,0,13,11,40,97,701,7,17,39,16,3,3,22,6,9,2
"::chromosome_9:30700215-30707779",28.6588882159148,-21.8623931892377,2.55219753489533,-8.56610544063325,1.07043873762605e-17,1.98566385829632e-13,0,181,0,0,75,0,108,0,217,83,0,171,49,84,0,0,53,0,0
"::chromosome_12:26554775-26555549",1235.21424775922,2.30297726961401,0.478803659776777,4.80985728197583,1.51038098042598e-06,0.00147460879931063,4158,2414,3366,103,438,3231,2062,772,3887,1399,3446,723,724,1431,183,929,311,166,453
"::chromosome_7:22014401-22022684",28.0351366959096,4.51587612726019,1.18627150278772,3.80678126099123,0.000140787161854322,0.0293438410381762,30,20,23,18,6,7,24,116,21,4,15,12,2,1,3,19,5,8,0
"::chromosome_10:574260-593304",26.0701337555697,2.94469505712327,0.773415613149282,3.80739024020051,0.000140441037780141,0.0293438410381762,13,41,11,6,9,137,68,82,32,12,29,60,9,16,3,15,17,5,2
"::chromosome_9:3213936-3215074",50.8739675215392,2.86709685625667,0.779299497361272,3.67906930001204,0.000234086658705253,0.0398636460558204,17,168,19,0,11,187,58,262,66,28,70,74,28,64,3,25,42,6,2
"::chromosome_10:16783703-16789933",530.245080975188,0.93822184616898,0.235611984147655,3.98206334691791,6.83195637957158e-05,0.0222338229545707,642,1871,608,38,587,1042,1686,517,845,1005,772,1880,614,585,145,692,607,82,90
"::chromosome_10:24435285-24438441",99.6682286047898,3.10178585648015,0.826181530344789,3.75436359027015,0.000173782453653117,0.0339679469767356,40,297,38,2,39,399,162,477,92,11,37,143,85,31,7,80,81,17,23
"::chromosome_8:25784449-25786394",1105.21160381349,1.16223795965267,0.312737647101508,3.71633530668419,0.000202133294013724,0.0374957260395458,1892,1688,1945,122,275,3217,1388,1209,2853,2461,1285,1254,1004,1555,237,1443,1639,346,318
"::chromosome_14:47904206-47907164",21.555796070196,-4.05712928716013,0.933041641658497,-4.3482831912502,1.37207364492421e-05,0.00812174296671699,23,21,3,0,19,5,18,0,36,82,8,43,255,90,7,7,18,9,2
"::chromosome_9:16099466-16106141",146.163934488781,5.01054216410635,1.00726700868958,4.97439320545689,6.54523350181643e-07,0.000809427209724631,46,201,1768,13,162,24,138,15,108,147,63,77,26,21,10,48,15,17,4
"::chromosome_8:17252336-17252876",16.6259680209317,4.07190592652793,0.993301570542436,4.0993652353779,4.14284816896468e-05,0.0147788141412105,6,78,9,0,2,124,77,66,14,15,8,34,3,11,0,9,4,0,1
"::chromosome_13:37179997-37180631",552.460154049028,2.14399208891559,0.57584342171604,3.7232205979299,0.000196697515733647,0.0372320297638689,902,1338,2343,48,179,703,1037,809,596,575,1273,435,149,1093,48,637,565,76,80
"::chromosome_5:24315324-24322593",24.0859706751541,1.72471886108649,0.442622212605854,3.8965935553314,9.75551332469594e-05,0.026226778575813,45,54,52,4,19,47,38,29,51,44,47,23,19,24,2,33,29,5,4
"::chromosome_7:987017-987500",111.870399246993,6.20533507268924,1.18880410502905,5.21981295861827,1.79103920936539e-07,0.0004152972166716,3,18,20,0,5,1437,23,694,12,5,13,10,1,31,3,0,1,3,7
"::chromosome_9:12643762-12645483",66.3874739506624,7.20625796639453,1.03506034634749,6.96216215008513,3.3508948889893e-12,2.07197000635838e-08,52,19,668,1,6,234,22,78,74,192,55,3,3,1,2,2,2,6,5
"::chromosome_4:14934787-14949708",227.266251339221,1.94898143521745,0.486258211006308,4.00812035890159,6.12039281251011e-05,0.0202738011914397,188,783,205,11,205,539,732,558,319,232,272,747,180,154,50,230,207,65,11
"::chromosome_9:25556712-25557247",44.3701994300668,3.80181528884636,0.97928198575361,3.88224775310317,0.000103495351801902,0.0270428468383374,19,17,13,0,2,451,9,266,18,7,1,7,39,23,2,2,19,5,2
"::chromosome_5:11935669-11946444",23.8017372007317,3.28626380378949,0.852828457260603,3.8533702479223,0.000116503014299088,0.0280308563420828,62,110,17,1,4,55,22,86,9,10,53,79,6,21,1,11,9,1,6
"::chromosome_2:18640292-18643842",34.0449162399008,4.37818278293439,1.03566718014906,4.2274032303546,2.36403791813853e-05,0.0112443342003769,12,23,19,0,30,531,150,89,10,27,15,24,10,14,0,0,12,2,1
"::chromosome_11:23025093-23034200",26.9570275563015,-2.92749541972148,0.764211890985698,-3.83073785458314,0.000127759563987685,0.0288701713300179,62,39,7,0,18,8,25,9,58,37,11,14,54,32,76,45,39,7,2
"::chromosome_6:14914568-14917272",25.3169383623279,-3.09633449265556,0.836484588369313,-3.70160375422064,0.000214241015671192,0.0387225018668523,8,43,4,1,35,26,27,1,22,36,13,35,52,48,77,26,17,2,4
"::chromosome_7:24795497-24798141",112.654158013733,-2.35162530455572,0.603436554901672,-3.89705476980743,9.73696048505453e-05,0.026226778575813,197,714,57,10,49,162,149,6,183,102,36,108,306,312,56,117,729,9,28
"::chromosome_6:10536699-10537849",173.325494906129,6.46488961823899,1.50139383720227,4.3059252396332,1.66289214391973e-05,0.00934746947567001,1,8,40,2,4,2020,32,1149,9,11,3,6,2,23,8,0,1,8,6
"::chromosome_8:9770305-9781549",59.818893213175,-2.42978017833841,0.65744955157977,-3.69576672841277,0.000219224189773156,0.0387225018668523,60,89,33,1,10,59,58,24,314,62,13,29,252,495,18,31,259,3,9
"::chromosome_12:8600204-8604812",88.6668341813914,-3.37066747812952,0.85968953175407,-3.92079623355675,8.82568686371937e-05,0.0248055289881809,159,88,35,7,10,55,32,1,275,21,12,32,57,1011,36,344,121,17,30
"::chromosome_14:29984277-29986031",91.7156900913579,6.6577712583424,1.22136163096005,5.4511056263566,5.0057626051045e-08,0.000232142240811721,168,193,111,3,16,46,5,649,93,111,29,8,8,0,3,14,4,20,0
"::chromosome_14:4254854-4258682",2567.45253689177,1.42417529844687,0.338243556203864,4.21050238009117,2.54803439116013e-05,0.0115283019404928,3452,7024,4187,209,1991,5076,4906,1242,5741,8777,4541,6017,1565,2426,410,4577,2392,1053,518
"::chromosome_3:19526840-19530795",38.7938137808421,6.14369923679471,1.38387545837301,4.43948853895978,9.01729163020703e-06,0.00576795723242553,0,2,80,0,11,289,4,226,1,4,3,1,8,5,0,63,2,5,2
"::chromosome_10:10585660-10590481",13.9935163620283,-6.18730736119118,1.2220484120662,-5.06306239597323,4.12574744945071e-07,0.000695751047157369,15,49,0,1,10,1,36,0,6,13,1,32,50,122,4,8,30,11,0
"::chromosome_7:17684483-17684903",7.20907025952828,-6.28921902790747,1.64713666687053,-3.81827395042856,0.000134388645298127,0.0292971680851023,5,10,0,2,11,0,38,0,5,33,0,0,30,46,0,1,17,2,0
"::chromosome_1:18261837-18263268",117.074209713783,-1.21877892999908,0.338466252170821,-3.60088759863708,0.000317132667443816,0.049143386985023,356,262,44,8,103,161,204,52,261,354,93,176,371,283,52,202,308,24,11
"::chromosome_9:9132867-9152396",346.623114161081,-1.33052983794487,0.319538447417773,-4.16391156900533,3.12841320969203e-05,0.0131891056908607,808,483,244,53,205,490,414,73,953,401,277,471,1558,801,161,532,764,117,58
"::chromosome_8:26327191-26330591",74.5320595558775,1.3834802818867,0.347801344410856,3.97778876970758,6.95591216028447e-05,0.0222469259609098,130,191,81,7,33,197,174,97,94,110,152,189,117,79,11,137,70,20,14
"::chromosome_5:20168797-20170970",48.9494702670171,-2.25424956646787,0.545627460331363,-4.131481148509,3.60433254911791e-05,0.013449638911477,139,142,3,5,46,59,99,11,50,95,16,118,176,203,12,114,118,5,11
"::chromosome_12:41438723-41444775",106.788957306105,6.14106004701649,1.14278424855728,5.3737702937097,7.71070763480571e-08,0.000245286516202151,6,20,27,7,3,1941,13,439,18,23,9,1,7,30,0,41,5,1,11
"::chromosome_11:28245342-28254173",80.0384389769397,1.74724627546797,0.45791581183143,3.81564958082551,0.000135825145839288,0.0292971680851023,117,255,281,7,85,186,232,42,158,103,63,264,87,76,10,79,57,12,13
"::chromosome_4:515293-517316",12.0822048229565,3.54724918189307,0.9139231399068,3.88134300030396,0.000103881205581829,0.0270428468383374,16,29,9,0,2,42,28,57,15,18,13,13,12,2,1,24,3,1,0
"::chromosome_10:31539211-31542297",29.331050591967,2.10565189456402,0.507575731906565,4.14844871848924,3.34735807588355e-05,0.013449638911477,32,119,84,0,33,110,54,53,27,23,38,41,33,15,9,19,25,2,6
"::chromosome_1:12373873-12407231",312.423398855053,0.692775949429871,0.192537007834093,3.59814436311811,0.000320495716760566,0.049143386985023,543,1128,279,39,227,743,690,245,605,528,446,853,462,394,86,505,342,85,53
"::chromosome_11:5563567-5568411",50.1520002505138,-4.105734885836,0.874495677026434,-4.69497447922992,2.6664001138569e-06,0.00224826009600207,37,35,2,4,28,22,66,0,175,112,8,47,112,187,3,363,309,2,8
"::chromosome_11:12361492-12364497",374.676946053011,1.07018855021463,0.230093139227901,4.6511102147841,3.3015281335508e-06,0.00266275421205945,435,1483,449,48,364,799,1215,242,654,813,480,1137,297,380,90,589,324,106,60
"::chromosome_2:16729697-16735113",39.3716463677964,-3.99512767160629,0.883647793168019,-4.52117653944806,6.14968736989313e-06,0.00438756541198144,4,32,3,2,22,17,27,5,46,12,13,35,62,627,20,134,71,1,3
"::chromosome_14:5251860-5256867",91.5449995347497,1.15689363928525,0.300694714816265,3.84740263889293,0.000119376692777603,0.0280308563420828,132,295,110,8,70,234,234,121,191,147,117,201,139,108,13,118,106,24,15
"::chromosome_7:26108056-26108725",13.4200706120765,4.75904832249852,1.24106818693816,3.83463888010824,0.000125748906011722,0.0287980519323142,6,7,21,8,4,10,21,54,9,2,5,23,2,2,0,5,3,2,0
"::chromosome_1:519003-520820",12.6525378649578,4.50450769280713,1.170719349444,3.84764093541839,0.000119260672171846,0.0280308563420828,2,12,62,4,1,16,66,20,12,26,10,9,5,0,0,6,3,3,1
"::chromosome_3:15679614-15696088",504.021343091041,-1.76757702569384,0.490975054944138,-3.6001361126075,0.000318050645985785,0.049143386985023,1749,1079,172,69,265,853,334,117,1633,539,292,640,3748,1081,244,455,667,131,56
"::chromosome_12:36251397-36257996",7.49884453008694,-3.56233655744181,0.900577985008182,-3.95561141482871,7.63391600152786e-05,0.0232146134144823,10,26,0,0,4,4,14,0,18,14,2,16,22,40,3,17,17,5,1
"::chromosome_4:6477685-6478118",17.6208104076906,-3.0515626348176,0.789728741252459,-3.86406429880976,0.000111515846325961,0.027954310126305,25,67,1,0,25,16,51,0,43,3,9,51,93,112,11,13,12,4,1
"::chromosome_13:31358435-31364057",93.9480803173613,-3.80539948336965,1.01477851470185,-3.7499803437282,0.000176848432345627,0.0341722752084519,673,12,40,1,24,20,126,0,173,147,20,23,682,475,1,39,537,11,13
"::chromosome_8:11974545-11976965",16.0522644799983,-3.24425891898876,0.785505996895975,-4.13015168796782,3.62523959878087e-05,0.013449638911477,53,17,1,1,5,5,5,2,47,28,4,55,32,73,4,19,40,8,7
"::chromosome_2:899342-922204",1287.17773654726,-2.58955049882686,0.676471971798405,-3.82802334284823,0.000129176507837816,0.0288701713300179,980,1740,488,74,453,1017,1286,250,744,1235,665,1243,5843,685,2285,2848,4241,867,81
"::chromosome_6:9963752-9966979",38.1933802117314,1.4435160203235,0.379864488621189,3.80008151212843,0.000144648500790008,0.0298136632183849,68,117,42,1,29,121,105,47,76,74,71,102,47,48,8,44,26,3,10
"::chromosome_10:29831812-29843481",240.930475282219,-5.12645288323704,1.37860999135497,-3.71856646577651,0.000200356577043869,0.0374957260395458,3004,110,23,15,3,11,147,13,23,16,11,82,674,17,13,17,2870,5,87
"::chromosome_12:37211513-37213957",136.727901400564,6.42813891205931,1.64219767430593,3.91435148924818,9.06475089394054e-05,0.0250971834451637,0,22,793,40,9,1410,336,5,4,5,2,2,12,3,2,722,8,5,5
"::chromosome_9:11826763-11832554",1213.19978815905,1.57798378724135,0.418449911403071,3.771021917415,0.000162580391328515,0.0327811549906951,729,4052,3206,168,1214,2636,3604,1068,604,4002,2060,2834,787,738,541,1492,808,122,72
"::chromosome_3:13452228-13453716",12.0217265733162,7.50368882649409,1.94788406483661,3.8522255825957,0.000117049116629389,0.0280308563420828,4,0,11,0,8,150,4,9,0,0,10,188,0,0,0,0,0,0,2
"::chromosome_14:7802240-7808540",48.5041365802159,-4.36372329034523,1.01864107956472,-4.28386737771257,1.8367242105504e-05,0.00973463831591715,34,369,5,1,17,20,27,0,50,25,17,10,1025,83,13,44,23,3,2
"::chromosome_2:3303226-3306537",383.873212141728,-5.05320673150075,1.00631745290581,-5.02148374442804,5.12738439113791e-07,0.000731638311196986,403,2881,31,14,68,93,728,32,341,202,14,107,45,530,45,51,7262,26,14
"::chromosome_6:5848545-5857088",48.3430898032066,-1.38338960454102,0.362295717726194,-3.81839899522775,0.00013432055809436,0.0292971680851023,112,146,24,4,20,71,70,15,106,48,43,84,127,192,30,100,108,13,7
"::chromosome_7:4017709-4018228",9.86989142264601,-6.76986069862777,1.55854855684682,-4.34369572182225,1.40105539048487e-05,0.00812174296671699,16,22,0,0,2,0,0,0,15,4,1,0,29,12,22,25,75,0,3
"::chromosome_8:14452047-14452788",129.854862033027,-3.63501958320843,1.00707823692172,-3.60947089306526,0.000306822197662434,0.0490651014365358,10,33,17,11,41,204,48,15,5,19,3,10,44,1347,77,319,1393,4,4
"::chromosome_6:24371210-24372785",43.8461152156568,-2.09754381830589,0.497904844618995,-4.21274032774469,2.5229104905001e-05,0.0115283019404928,102,32,11,2,7,53,20,5,59,75,32,31,196,141,33,92,88,14,24
"::chromosome_9:3785426-3803135",17.2447298866022,-23.280142653511,4.56322681456574,-5.10168431233819,3.36643950635692e-07,0.000624474528429209,0,174,0,1,19,0,5,0,0,0,0,0,0,0,87,0,0,0,0
"::chromosome_14:41400734-41404663",51.254733859407,2.12565196936486,0.49920766815911,4.25805151832596,2.06216431795393e-05,0.0106258744716793,36,186,66,6,85,89,277,68,45,92,61,139,50,17,6,79,21,15,1
"::chromosome_12:16832563-16833952",45.1609762090445,-1.87620317171114,0.499773357761685,-3.75410802231238,0.000173959836268997,0.0339679469767356,144,135,11,1,9,49,75,6,97,81,54,56,152,146,35,79,140,6,11
"::chromosome_13:201956-208675",24.9051145659018,4.27578609325066,0.885579101081956,4.82823735116007,1.37746856795353e-06,0.00141955788530767,8,14,89,0,10,159,39,87,32,10,12,7,13,7,3,8,0,4,5
"::chromosome_10:18671662-18675373",333.080577514338,-1.60565789342003,0.434348813405362,-3.69670146173859,0.000218418940069587,0.0387225018668523,1375,191,210,30,149,296,168,62,604,809,284,119,1144,1236,149,656,744,66,122
"::chromosome_14:40708313-40716534",76.6520132838154,-1.92029435401652,0.395764125468811,-4.85211829582025,1.22149723509359e-06,0.00133286904182272,147,165,41,1,51,73,114,14,155,133,54,135,399,201,43,199,211,10,20
"::chromosome_4:13426064-13426783",47.5266195564771,6.43849014746834,1.24149615474791,5.18607337030029,2.14774223789798e-07,0.000442673539033417,0,11,9,0,2,301,17,394,0,0,4,12,4,9,0,0,3,0,0
"::chromosome_4:23692698-23697842",316.634679220552,1.44192813748248,0.393832833206853,3.66126949279807,0.000250968599671767,0.0415666743206364,105,464,1037,20,185,2095,947,285,120,276,592,506,434,616,78,164,585,8,15
"::chromosome_7:14315496-14319276",43.2559655679282,-3.3568595950842,0.897395591920347,-3.74066869205455,0.000183531316159407,0.0350979991212062,255,229,15,2,21,19,55,0,20,57,14,45,24,190,38,46,259,9,0
"::chromosome_14:34581504-34603186",103.439941593326,5.03950770937648,1.07133807021372,4.70393786003624,2.55190946841871e-06,0.00224826009600207,12,19,20,0,9,277,26,868,19,22,17,21,26,45,3,12,7,23,1
"::chromosome_8:23303351-23316888",119.700340312027,1.25379702523125,0.344741189078265,3.63692261021531,0.000275914784694757,0.0448966601411205,209,351,154,19,101,344,193,165,281,163,129,239,156,137,24,169,130,29,10
"::chromosome_5:28160781-28177967",279.383227490696,0.944069873958689,0.238305177337641,3.9616003500465,7.44490798926937e-05,0.0230171738668245,307,1035,281,20,330,713,1025,165,349,567,469,1078,309,361,53,471,287,44,46
"::chromosome_8:24882361-24883075",4.90310939924668,-5.94161333406654,1.46289017260971,-4.06155803444017,4.87462966458682e-05,0.0170612038260539,4,6,0,0,0,0,15,0,0,35,0,4,19,21,5,24,12,0,1
"::chromosome_3:7710948-7712651",99.3354208567338,2.02366754819091,0.45445481227542,4.45295658342479,8.46958854580651e-06,0.00561110241159681,165,247,109,10,35,516,288,166,98,97,123,206,66,96,13,95,102,25,23
"::chromosome_12:40939836-40941537",12.8123348810023,-5.27517688204903,1.38466180102969,-3.80972225717949,0.000139122991978763,0.0293438410381762,7,65,0,1,40,3,44,0,0,3,0,31,54,67,1,25,22,5,0
"::chromosome_4:8765459-8768809",22.8558203520876,22.0579642306667,2.98531362874915,7.38882642622344,1.48130385590232e-13,1.3739093263494e-09,2,5,0,0,5,60,23,24,692,0,0,1,0,0,0,0,0,0,0
"::chromosome_6:29886613-29889725",958.611136533145,2.89181539959817,0.605076027730459,4.77925957576753,1.75941923660391e-06,0.00163186134195013,505,4085,1441,88,1099,1297,1584,3702,366,959,599,2087,511,684,126,787,412,129,68
"::chromosome_7:25745100-25788323",205.870923117494,3.45541671975002,0.686538227052056,5.03310170299959,4.82606921959582e-07,0.000731638311196986,111,858,138,21,40,1883,117,688,130,108,183,180,99,137,20,115,67,35,25
"::chromosome_11:4210683-4213798",22.5148033940441,6.31359266783883,1.42553860987,4.42891733982189,9.47073096344948e-06,0.00585606864573293,4,1,5,0,1,105,15,194,1,0,5,0,2,5,0,1,1,0,0
"::chromosome_8:20296593-20297490",10.8320355113299,-5.23550704311198,1.41289410320231,-3.70551977762931,0.000210957666871683,0.0387225018668523,52,12,0,0,4,3,20,0,2,12,0,97,17,65,12,2,6,1,3
"::chromosome_10:3619113-3623885",7.12212115097114,-6.00269081648898,1.63508720423827,-3.6711747244609,0.00024143821025141,0.0403484576591321,1,0,1,0,6,0,46,0,2,4,0,27,77,2,8,25,20,0,0
"::chromosome_5:22326683-22349417",318.280596788458,3.6605975038578,0.884930672486481,4.13659241076167,3.52501432065394e-05,0.013449638911477,81,311,180,16,79,5736,154,178,635,128,78,168,128,166,12,85,127,287,22
"::chromosome_12:8142990-8145459",83.9558508265514,2.46758287071541,0.62658414822897,3.9381508097356,8.21119820488023e-05,0.0241774169365918,323,34,312,1,11,216,33,71,346,204,105,21,100,66,0,64,37,24,34
"::chromosome_14:54441976-54447796",18.6014417473514,-2.21630154894289,0.538087356247444,-4.11885082080186,3.80766539161209e-05,0.0138494496106675,28,26,11,0,9,26,23,2,33,40,7,21,64,66,20,66,70,5,0
"::chromosome_9:3360006-3364151",33.476809626232,-2.04371328032777,0.556438091688507,-3.67284934452662,0.000239860908701087,0.0403484576591321,124,31,3,1,12,21,36,8,100,129,33,27,162,105,14,87,70,4,8
"::chromosome_5:19310326-19332801",99.6546137207554,3.89749461909213,0.79832841018219,4.88206929552046,1.04978349935198e-06,0.0012170927445612,68,84,40,2,20,426,55,606,72,100,50,35,48,36,16,24,11,16,16
