"Plot Title: 20946643"
"#","Date Time, GMT-10:00","Temp, °C (LGR S/N: 20946643, SEN S/N: 20946643)","Coupler Detached (LGR S/N: 20946643)","Coupler Attached (LGR S/N: 20946643)","End Of File (LGR S/N: 20946643)"
1,02/06/21 04:00:00 PM,8.494,Logged,,
2,02/06/21 04:10:00 PM,8.568,,,
3,02/06/21 04:20:00 PM,8.519,,,
4,02/06/21 04:30:00 PM,8.568,,,
5,02/06/21 04:40:00 PM,8.519,,,
6,02/06/21 04:50:00 PM,8.519,,,
7,02/06/21 05:00:00 PM,8.519,,,
8,02/06/21 05:10:00 PM,8.519,,,
9,02/06/21 05:20:00 PM,8.519,,,
10,02/06/21 05:30:00 PM,8.543,,,
11,02/06/21 05:40:00 PM,8.543,,,
12,02/06/21 05:50:00 PM,8.469,,,
13,02/06/21 06:00:00 PM,8.543,,,
14,02/06/21 06:10:00 PM,8.469,,,
15,02/06/21 06:20:00 PM,8.543,,,
16,02/06/21 06:30:00 PM,8.469,,,
17,02/06/21 06:40:00 PM,8.543,,,
18,02/06/21 06:50:00 PM,8.444,,,
19,02/06/21 07:00:00 PM,8.519,,,
20,02/06/21 07:10:00 PM,8.519,,,
21,02/06/21 07:20:00 PM,8.543,,,
22,02/06/21 07:30:00 PM,8.444,,,
23,02/06/21 07:40:00 PM,8.543,,,
24,02/06/21 07:50:00 PM,8.419,,,
25,02/06/21 08:00:00 PM,8.568,,,
26,02/06/21 08:10:00 PM,8.394,,,
27,02/06/21 08:20:00 PM,8.593,,,
28,02/06/21 08:30:00 PM,8.344,,,
29,02/06/21 08:40:00 PM,8.593,,,
30,02/06/21 08:50:00 PM,8.369,,,
31,02/06/21 09:00:00 PM,8.618,,,
32,02/06/21 09:10:00 PM,8.394,,,
33,02/06/21 09:20:00 PM,8.618,,,
34,02/06/21 09:30:00 PM,8.419,,,
35,02/06/21 09:40:00 PM,8.643,,,
36,02/06/21 09:50:00 PM,8.444,,,
37,02/06/21 10:00:00 PM,8.618,,,
38,02/06/21 10:10:00 PM,8.444,,,
39,02/06/21 10:20:00 PM,8.643,,,
40,02/06/21 10:30:00 PM,8.494,,,
41,02/06/21 10:40:00 PM,8.543,,,
42,02/06/21 10:50:00 PM,8.568,,,
43,02/06/21 11:00:00 PM,8.369,,,
44,02/06/21 11:10:00 PM,8.618,,,
45,02/06/21 11:20:00 PM,8.444,,,
46,02/06/21 11:30:00 PM,8.643,,,
47,02/06/21 11:40:00 PM,8.543,,,
48,02/06/21 11:50:00 PM,8.394,,,
49,02/07/21 12:00:00 AM,8.643,,,
50,02/07/21 12:10:00 AM,8.469,,,
51,02/07/21 12:20:00 AM,8.618,,,
52,02/07/21 12:30:00 AM,8.593,,,
53,02/07/21 12:40:00 AM,8.444,,,
54,02/07/21 12:50:00 AM,8.643,,,
55,02/07/21 01:00:00 AM,8.543,,,
56,02/07/21 01:10:00 AM,8.394,,,
57,02/07/21 01:20:00 AM,8.643,,,
