Id,Time,Delta T [min],Device,Channel,Sensor,Calibration,User,Value,Oxygen Unit,Temp,Temperature Unit,Pressure,Pressure Unit,Mode,Salinity [pmil],Error
9230128,8:27,0,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,255.415,µmol/L,11.383,°C,1031,hPa,Humid,35,0
9230129,8:27,0.025,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,255.456,µmol/L,11.376,°C,1031,hPa,Humid,35,0
9230130,8:27,0.042,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,255.234,µmol/L,11.401,°C,1031,hPa,Humid,35,0
9230131,8:27,0.058,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,255.36,µmol/L,11.388,°C,1031,hPa,Humid,35,0
9230132,8:28,0.075,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,255.354,µmol/L,11.38,°C,1031,hPa,Humid,35,0
9230133,8:28,0.092,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,255.281,µmol/L,11.387,°C,1031,hPa,Humid,35,0
9230134,8:28,0.109,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,255.359,µmol/L,11.382,°C,1031,hPa,Humid,35,0
9230135,8:28,0.125,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,255.221,µmol/L,11.392,°C,1031,hPa,Humid,35,0
9230136,8:28,0.142,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,255.432,µmol/L,11.381,°C,1031,hPa,Humid,35,0
9230138,8:28,0.159,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,255.111,µmol/L,11.394,°C,1031,hPa,Humid,35,0
9230140,8:28,0.176,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,255.048,µmol/L,11.397,°C,1031,hPa,Humid,35,0
9230141,8:28,0.192,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,255.227,µmol/L,11.412,°C,1031,hPa,Humid,35,0
9230144,8:28,0.209,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,255.136,µmol/L,11.41,°C,1031,hPa,Humid,35,0
9230145,8:28,0.226,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,255.21,µmol/L,11.396,°C,1031,hPa,Humid,35,0
9230148,8:28,0.242,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,255.113,µmol/L,11.402,°C,1031,hPa,Humid,35,0
9230150,8:28,0.258,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,255.024,µmol/L,11.397,°C,1031,hPa,Humid,35,0
9230152,8:28,0.275,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,255.256,µmol/L,11.403,°C,1031,hPa,Humid,35,0
9230154,8:28,0.292,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,255.021,µmol/L,11.398,°C,1031,hPa,Humid,35,0
9230158,8:28,0.309,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,254.826,µmol/L,11.401,°C,1031,hPa,Humid,35,0
9230160,8:28,0.325,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,255.107,µmol/L,11.406,°C,1031,hPa,Humid,35,0
9230164,8:28,0.342,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,254.978,µmol/L,11.406,°C,1031,hPa,Humid,35,0
9230168,8:28,0.359,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,255.256,µmol/L,11.403,°C,1031,hPa,Humid,35,0
9230171,8:28,0.375,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,255.105,µmol/L,11.395,°C,1031,hPa,Humid,35,0
9230176,8:28,0.392,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,255.084,µmol/L,11.39,°C,1031,hPa,Humid,35,0
9230181,8:28,0.409,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,255.016,µmol/L,11.404,°C,1031,hPa,Humid,35,0
9230186,8:28,0.426,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,255.11,µmol/L,11.403,°C,1031,hPa,Humid,35,0
9230189,8:28,0.442,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,255.109,µmol/L,11.4,°C,1031,hPa,Humid,35,0
9230196,8:28,0.458,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,255.138,µmol/L,11.399,°C,1031,hPa,Humid,35,0
9230200,8:28,0.475,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,255.079,µmol/L,11.404,°C,1031,hPa,Humid,35,0
9230206,8:28,0.492,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,255.006,µmol/L,11.405,°C,1031,hPa,Humid,35,0
9230213,8:28,0.509,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,255.148,µmol/L,11.414,°C,1031,hPa,Humid,35,0
9230218,8:28,0.525,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,255.026,µmol/L,11.41,°C,1031,hPa,Humid,35,0
9230225,8:28,0.542,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,255.111,µmol/L,11.405,°C,1031,hPa,Humid,35,0
9230235,8:28,0.559,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,254.719,µmol/L,11.403,°C,1031,hPa,Humid,35,0
9230248,8:28,0.585,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,255.08,µmol/L,11.414,°C,1031,hPa,Humid,35,0
9230249,8:28,0.76,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,254.941,µmol/L,11.4,°C,1031,hPa,Humid,35,0
9230258,8:28,0.76,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,255.048,µmol/L,11.4,°C,1031,hPa,Humid,35,0
9230266,8:28,0.76,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,255.105,µmol/L,11.398,°C,1031,hPa,Humid,35,0
9230276,8:28,0.76,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,255.084,µmol/L,11.398,°C,1031,hPa,Humid,35,0
9230284,8:28,0.76,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,255.072,µmol/L,11.394,°C,1031,hPa,Humid,35,0
9230292,8:28,0.76,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,255.201,µmol/L,11.394,°C,1031,hPa,Humid,35,0
9230300,8:28,0.76,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,255.235,µmol/L,11.387,°C,1031,hPa,Humid,35,0
9230308,8:28,0.76,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,255.149,µmol/L,11.387,°C,1031,hPa,Humid,35,0
9230317,8:28,0.76,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,255.184,µmol/L,11.399,°C,1031,hPa,Humid,35,0
9230325,8:28,0.76,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,255.055,µmol/L,11.399,°C,1031,hPa,Humid,35,0
9230333,8:28,0.76,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,255.157,µmol/L,11.399,°C,1031,hPa,Humid,35,0
9230341,8:28,0.776,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,255.157,µmol/L,11.399,°C,1031,hPa,Humid,35,0
9230349,8:28,0.792,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,254.976,µmol/L,11.414,°C,1031,hPa,Humid,35,0
9230357,8:28,0.809,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,255.127,µmol/L,11.414,°C,1031,hPa,Humid,35,0
9230365,8:28,0.826,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,255.005,µmol/L,11.41,°C,1031,hPa,Humid,35,0
9230375,8:28,0.842,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,255.03,µmol/L,11.413,°C,1031,hPa,Humid,35,0
9230382,8:28,0.858,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,254.984,µmol/L,11.41,°C,1031,hPa,Humid,35,0
9230390,8:28,0.875,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,255.069,µmol/L,11.402,°C,1031,hPa,Humid,35,0
9230398,8:28,0.892,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,254.825,µmol/L,11.403,°C,1031,hPa,Humid,35,0
9230401,8:28,0.908,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,255.004,µmol/L,11.405,°C,1031,hPa,Humid,35,0
9230410,8:28,0.925,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,254.882,µmol/L,11.399,°C,1031,hPa,Humid,35,0
9230419,8:28,0.942,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,255.021,µmol/L,11.395,°C,1031,hPa,Humid,35,0
9230429,8:28,0.959,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,255.144,µmol/L,11.39,°C,1031,hPa,Humid,35,0
9230434,8:28,0.975,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,255.245,µmol/L,11.404,°C,1031,hPa,Humid,35,0
9230442,8:28,0.992,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,255.125,µmol/L,11.401,°C,1031,hPa,Humid,35,0
9230452,8:28,1.009,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,255.058,µmol/L,11.396,°C,1031,hPa,Humid,35,0
9230462,8:28,1.026,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,255.221,µmol/L,11.394,°C,1031,hPa,Humid,35,0
9230470,8:28,1.042,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,254.755,µmol/L,11.407,°C,1031,hPa,Humid,35,0
9230472,8:28,1.058,SABD0000000001 (OXY-10 ST),1,OXY-CH1 (PSt7-10),16/12/20 8:02:14,default,254.999,µmol/L,11.4,°C,1031,hPa,Humid,35,0
