Id,Date,Delta T [min],Device,Channel,Sensor,Calibration,User,Oxygen,Oxygen Unit,Temperature,Temperature Unit,Pressure,Pressure Unit,Mode,Salinity [pmil],Error
9258454,19/12/20 12:28:23,0.000,SABD0000000001 (OXY-10 ST),7,OXY-CH7 (PSt7-10),19/12/20 11:20:48,default,258.775,µmol/L,10.297,°C,1030.000,hPa,Humid,35,0
9258461,19/12/20 12:28:24,0.010,SABD0000000001 (OXY-10 ST),7,OXY-CH7 (PSt7-10),19/12/20 11:20:48,default,258.846,µmol/L,10.296,°C,1030.000,hPa,Humid,35,0
9258468,19/12/20 12:28:25,0.027,SABD0000000001 (OXY-10 ST),7,OXY-CH7 (PSt7-10),19/12/20 11:20:48,default,258.999,µmol/L,10.290,°C,1030.000,hPa,Humid,35,0
9258475,19/12/20 12:28:26,0.044,SABD0000000001 (OXY-10 ST),7,OXY-CH7 (PSt7-10),19/12/20 11:20:48,default,258.713,µmol/L,10.309,°C,1030.000,hPa,Humid,35,0
9258481,19/12/20 12:28:27,0.060,SABD0000000001 (OXY-10 ST),7,OXY-CH7 (PSt7-10),19/12/20 11:20:48,default,258.688,µmol/L,10.304,°C,1030.000,hPa,Humid,35,0
9258486,19/12/20 12:28:28,0.077,SABD0000000001 (OXY-10 ST),7,OXY-CH7 (PSt7-10),19/12/20 11:20:48,default,258.677,µmol/L,10.298,°C,1030.000,hPa,Humid,35,0
9258500,19/12/20 12:28:29,0.094,SABD0000000001 (OXY-10 ST),7,OXY-CH7 (PSt7-10),19/12/20 11:20:48,default,258.686,µmol/L,10.302,°C,1030.000,hPa,Humid,35,0
9258508,19/12/20 12:28:30,0.111,SABD0000000001 (OXY-10 ST),7,OXY-CH7 (PSt7-10),19/12/20 11:20:48,default,258.720,µmol/L,10.301,°C,1030.000,hPa,Humid,35,0
9258509,19/12/20 12:28:31,0.127,SABD0000000001 (OXY-10 ST),7,OXY-CH7 (PSt7-10),19/12/20 11:20:48,default,258.659,µmol/L,10.305,°C,1030.000,hPa,Humid,35,0
9258523,19/12/20 12:28:32,0.144,SABD0000000001 (OXY-10 ST),7,OXY-CH7 (PSt7-10),19/12/20 11:20:48,default,258.743,µmol/L,10.300,°C,1030.000,hPa,Humid,35,0
9258532,19/12/20 12:28:33,0.160,SABD0000000001 (OXY-10 ST),7,OXY-CH7 (PSt7-10),19/12/20 11:20:48,default,258.920,µmol/L,10.292,°C,1030.000,hPa,Humid,35,0
9258540,19/12/20 12:28:34,0.177,SABD0000000001 (OXY-10 ST),7,OXY-CH7 (PSt7-10),19/12/20 11:20:48,default,258.814,µmol/L,10.287,°C,1030.000,hPa,Humid,35,0
9258545,19/12/20 12:28:35,0.193,SABD0000000001 (OXY-10 ST),7,OXY-CH7 (PSt7-10),19/12/20 11:20:48,default,258.720,µmol/L,10.303,°C,1030.000,hPa,Humid,35,0
9258553,19/12/20 12:28:36,0.210,SABD0000000001 (OXY-10 ST),7,OXY-CH7 (PSt7-10),19/12/20 11:20:48,default,258.684,µmol/L,10.297,°C,1030.000,hPa,Humid,35,0
9258564,19/12/20 12:28:37,0.227,SABD0000000001 (OXY-10 ST),7,OXY-CH7 (PSt7-10),19/12/20 11:20:48,default,258.588,µmol/L,10.311,°C,1030.000,hPa,Humid,35,0
9258572,19/12/20 12:28:38,0.244,SABD0000000001 (OXY-10 ST),7,OXY-CH7 (PSt7-10),19/12/20 11:20:48,default,258.792,µmol/L,10.292,°C,1030.000,hPa,Humid,35,0
9258578,19/12/20 12:28:39,0.260,SABD0000000001 (OXY-10 ST),7,OXY-CH7 (PSt7-10),19/12/20 11:20:48,default,258.736,µmol/L,10.309,°C,1030.000,hPa,Humid,35,0
9258588,19/12/20 12:28:40,0.277,SABD0000000001 (OXY-10 ST),7,OXY-CH7 (PSt7-10),19/12/20 11:20:48,default,258.804,µmol/L,10.306,°C,1030.000,hPa,Humid,35,0
9258593,19/12/20 12:28:41,0.297,SABD0000000001 (OXY-10 ST),7,OXY-CH7 (PSt7-10),19/12/20 11:20:48,default,258.731,µmol/L,10.299,°C,1030.000,hPa,Humid,35,0
9258602,19/12/20 12:28:42,0.310,SABD0000000001 (OXY-10 ST),7,OXY-CH7 (PSt7-10),19/12/20 11:20:48,default,258.709,µmol/L,10.302,°C,1030.000,hPa,Humid,35,0
9258612,19/12/20 12:28:43,0.327,SABD0000000001 (OXY-10 ST),7,OXY-CH7 (PSt7-10),19/12/20 11:20:48,default,258.734,µmol/L,10.299,°C,1030.000,hPa,Humid,35,0
9258620,19/12/20 12:28:44,0.344,SABD0000000001 (OXY-10 ST),7,OXY-CH7 (PSt7-10),19/12/20 11:20:48,default,258.731,µmol/L,10.302,°C,1030.000,hPa,Humid,35,0
9258623,19/12/20 12:28:45,0.361,SABD0000000001 (OXY-10 ST),7,OXY-CH7 (PSt7-10),19/12/20 11:20:48,default,258.672,µmol/L,10.311,°C,1030.000,hPa,Humid,35,0
9258629,19/12/20 12:28:46,0.377,SABD0000000001 (OXY-10 ST),7,OXY-CH7 (PSt7-10),19/12/20 11:20:48,default,258.492,µmol/L,10.317,°C,1030.000,hPa,Humid,35,0
9258644,19/12/20 12:28:47,0.394,SABD0000000001 (OXY-10 ST),7,OXY-CH7 (PSt7-10),19/12/20 11:20:48,default,258.710,µmol/L,10.302,°C,1030.000,hPa,Humid,35,0
9258651,19/12/20 12:28:48,0.411,SABD0000000001 (OXY-10 ST),7,OXY-CH7 (PSt7-10),19/12/20 11:20:48,default,258.708,µmol/L,10.294,°C,1030.000,hPa,Humid,35,0
9258660,19/12/20 12:28:49,0.427,SABD0000000001 (OXY-10 ST),7,OXY-CH7 (PSt7-10),19/12/20 11:20:48,default,258.800,µmol/L,10.291,°C,1030.000,hPa,Humid,35,0
9258668,19/12/20 12:28:50,0.443,SABD0000000001 (OXY-10 ST),7,OXY-CH7 (PSt7-10),19/12/20 11:20:48,default,258.715,µmol/L,10.304,°C,1030.000,hPa,Humid,35,0
9258676,19/12/20 12:28:51,0.461,SABD0000000001 (OXY-10 ST),7,OXY-CH7 (PSt7-10),19/12/20 11:20:48,default,258.725,µmol/L,10.290,°C,1030.000,hPa,Humid,35,0
9258677,19/12/20 12:28:52,0.477,SABD0000000001 (OXY-10 ST),7,OXY-CH7 (PSt7-10),19/12/20 11:20:48,default,258.758,µmol/L,10.293,°C,1030.000,hPa,Humid,35,0
9258692,19/12/20 12:28:53,0.493,SABD0000000001 (OXY-10 ST),7,OXY-CH7 (PSt7-10),19/12/20 11:20:48,default,258.861,µmol/L,10.286,°C,1030.000,hPa,Humid,35,0
9258699,19/12/20 12:28:54,0.510,SABD0000000001 (OXY-10 ST),7,OXY-CH7 (PSt7-10),19/12/20 11:20:48,default,258.653,µmol/L,10.303,°C,1030.000,hPa,Humid,35,0
9258708,19/12/20 12:28:55,0.527,SABD0000000001 (OXY-10 ST),7,OXY-CH7 (PSt7-10),19/12/20 11:20:48,default,258.470,µmol/L,10.320,°C,1030.000,hPa,Humid,35,0
9258716,19/12/20 12:28:56,0.543,SABD0000000001 (OXY-10 ST),7,OXY-CH7 (PSt7-10),19/12/20 11:20:48,default,258.661,µmol/L,10.302,°C,1030.000,hPa,Humid,35,0
9258723,19/12/20 12:28:57,0.560,SABD0000000001 (OXY-10 ST),7,OXY-CH7 (PSt7-10),19/12/20 11:20:48,default,258.649,µmol/L,10.312,°C,1030.000,hPa,Humid,35,0
9258732,19/12/20 12:28:58,0.577,SABD0000000001 (OXY-10 ST),7,OXY-CH7 (PSt7-10),19/12/20 11:20:48,default,258.635,µmol/L,10.311,°C,1030.000,hPa,Humid,35,0
9258735,19/12/20 12:28:59,0.594,SABD0000000001 (OXY-10 ST),7,OXY-CH7 (PSt7-10),19/12/20 11:20:48,default,258.722,µmol/L,10.311,°C,1030.000,hPa,Humid,35,0
9258748,19/12/20 12:29:00,0.611,SABD0000000001 (OXY-10 ST),7,OXY-CH7 (PSt7-10),19/12/20 11:20:48,default,258.616,µmol/L,10.313,°C,1030.000,hPa,Humid,35,0
9258750,19/12/20 12:29:01,0.627,SABD0000000001 (OXY-10 ST),7,OXY-CH7 (PSt7-10),19/12/20 11:20:48,default,258.692,µmol/L,10.301,°C,1030.000,hPa,Humid,35,0
9258757,19/12/20 12:29:02,0.644,SABD0000000001 (OXY-10 ST),7,OXY-CH7 (PSt7-10),19/12/20 11:20:48,default,258.876,µmol/L,10.295,°C,1030.000,hPa,Humid,35,0
9258772,19/12/20 12:29:03,0.660,SABD0000000001 (OXY-10 ST),7,OXY-CH7 (PSt7-10),19/12/20 11:20:48,default,258.785,µmol/L,10.303,°C,1030.000,hPa,Humid,35,0
9258776,19/12/20 12:29:04,0.677,SABD0000000001 (OXY-10 ST),7,OXY-CH7 (PSt7-10),19/12/20 11:20:48,default,258.729,µmol/L,10.302,°C,1030.000,hPa,Humid,35,0
9258787,19/12/20 12:29:05,0.693,SABD0000000001 (OXY-10 ST),7,OXY-CH7 (PSt7-10),19/12/20 11:20:48,default,258.583,µmol/L,10.312,°C,1030.000,hPa,Humid,35,0
9258789,19/12/20 12:29:06,0.710,SABD0000000001 (OXY-10 ST),7,OXY-CH7 (PSt7-10),19/12/20 11:20:48,default,258.809,µmol/L,10.298,°C,1030.000,hPa,Humid,35,0
9258804,19/12/20 12:29:07,0.727,SABD0000000001 (OXY-10 ST),7,OXY-CH7 (PSt7-10),19/12/20 11:20:48,default,258.708,µmol/L,10.299,°C,1030.000,hPa,Humid,35,0
9258812,19/12/20 12:29:08,0.744,SABD0000000001 (OXY-10 ST),7,OXY-CH7 (PSt7-10),19/12/20 11:20:48,default,258.783,µmol/L,10.309,°C,1030.000,hPa,Humid,35,0
9258819,19/12/20 12:29:09,0.760,SABD0000000001 (OXY-10 ST),7,OXY-CH7 (PSt7-10),19/12/20 11:20:48,default,258.643,µmol/L,10.302,°C,1030.000,hPa,Humid,35,0
9258828,19/12/20 12:29:10,0.777,SABD0000000001 (OXY-10 ST),7,OXY-CH7 (PSt7-10),19/12/20 11:20:48,default,258.610,µmol/L,10.309,°C,1030.000,hPa,Humid,35,0
9258835,19/12/20 12:29:11,0.794,SABD0000000001 (OXY-10 ST),7,OXY-CH7 (PSt7-10),19/12/20 11:20:48,default,258.888,µmol/L,10.291,°C,1030.000,hPa,Humid,35,0
9258840,19/12/20 12:29:12,0.810,SABD0000000001 (OXY-10 ST),7,OXY-CH7 (PSt7-10),19/12/20 11:20:48,default,258.684,µmol/L,10.305,°C,1030.000,hPa,Humid,35,0
9258848,19/12/20 12:29:13,0.827,SABD0000000001 (OXY-10 ST),7,OXY-CH7 (PSt7-10),19/12/20 11:20:48,default,258.576,µmol/L,10.318,°C,1030.000,hPa,Humid,35,0
