Run,Light_Level,Light_Value,Date,Start.time,Stop.time
29,1,358,20210819,10:24,10:44
29,0,0,20210819,10:47,11:07
30,1,358,20210819,11:33,11:55
30,0,0,20210819,11:58,12:18
31,1,358,20210819,13:44,14:05
31,0,0,20210819,14:07,14:27
32,1,358,20210819,14:58,15:18
32,0,0,20210819,15:20,15:40
