Id,Time,Delta T [min],Device,Channel,Sensor,Calibration,User,Value,Oxygen Unit,Temp,Temperature Unit,Pressure,Pressure Unit,Mode,Salinity [pmil],Error
9230155,8:28,55645.707,SABD0000000001 (OXY-10 ST),3,OXY-CH3 (PSt7-10),16/12/20 7:59:08,default,249.111,µmol/L,11.332,°C,1031.000,hPa,Humid,35,0
9230157,8:28,55645.717,SABD0000000001 (OXY-10 ST),3,OXY-CH3 (PSt7-10),16/12/20 7:59:08,default,248.968,µmol/L,11.337,°C,1031.000,hPa,Humid,35,0
9230159,8:28,55645.734,SABD0000000001 (OXY-10 ST),3,OXY-CH3 (PSt7-10),16/12/20 7:59:08,default,249.043,µmol/L,11.333,°C,1031.000,hPa,Humid,35,0
9230163,8:28,55645.750,SABD0000000001 (OXY-10 ST),3,OXY-CH3 (PSt7-10),16/12/20 7:59:08,default,248.965,µmol/L,11.343,°C,1031.000,hPa,Humid,35,0
9230167,8:28,55645.767,SABD0000000001 (OXY-10 ST),3,OXY-CH3 (PSt7-10),16/12/20 7:59:08,default,248.799,µmol/L,11.356,°C,1031.000,hPa,Humid,35,0
9230169,8:28,55645.783,SABD0000000001 (OXY-10 ST),3,OXY-CH3 (PSt7-10),16/12/20 7:59:08,default,248.889,µmol/L,11.342,°C,1031.000,hPa,Humid,35,0
9230174,8:28,55645.800,SABD0000000001 (OXY-10 ST),3,OXY-CH3 (PSt7-10),16/12/20 7:59:08,default,248.856,µmol/L,11.341,°C,1031.000,hPa,Humid,35,0
9230180,8:28,55645.817,SABD0000000001 (OXY-10 ST),3,OXY-CH3 (PSt7-10),16/12/20 7:59:08,default,248.797,µmol/L,11.341,°C,1031.000,hPa,Humid,35,0
9230184,8:28,55645.834,SABD0000000001 (OXY-10 ST),3,OXY-CH3 (PSt7-10),16/12/20 7:59:08,default,248.640,µmol/L,11.353,°C,1031.000,hPa,Humid,35,0
9230191,8:28,55645.851,SABD0000000001 (OXY-10 ST),3,OXY-CH3 (PSt7-10),16/12/20 7:59:08,default,248.753,µmol/L,11.336,°C,1031.000,hPa,Humid,35,0
9230194,8:28,55645.867,SABD0000000001 (OXY-10 ST),3,OXY-CH3 (PSt7-10),16/12/20 7:59:08,default,248.779,µmol/L,11.332,°C,1031.000,hPa,Humid,35,0
9230202,8:28,55645.884,SABD0000000001 (OXY-10 ST),3,OXY-CH3 (PSt7-10),16/12/20 7:59:08,default,248.728,µmol/L,11.334,°C,1031.000,hPa,Humid,35,0
9230209,8:28,55645.901,SABD0000000001 (OXY-10 ST),3,OXY-CH3 (PSt7-10),16/12/20 7:59:08,default,248.757,µmol/L,11.333,°C,1031.000,hPa,Humid,35,0
9230217,8:28,55645.917,SABD0000000001 (OXY-10 ST),3,OXY-CH3 (PSt7-10),16/12/20 7:59:08,default,248.726,µmol/L,11.331,°C,1031.000,hPa,Humid,35,0
9230219,8:28,55645.933,SABD0000000001 (OXY-10 ST),3,OXY-CH3 (PSt7-10),16/12/20 7:59:08,default,248.611,µmol/L,11.340,°C,1031.000,hPa,Humid,35,0
9230228,8:28,55645.950,SABD0000000001 (OXY-10 ST),3,OXY-CH3 (PSt7-10),16/12/20 7:59:08,default,248.518,µmol/L,11.355,°C,1031.000,hPa,Humid,35,0
9230237,8:28,55645.967,SABD0000000001 (OXY-10 ST),3,OXY-CH3 (PSt7-10),16/12/20 7:59:08,default,248.509,µmol/L,11.338,°C,1031.000,hPa,Humid,35,0
9230245,8:28,55646.010,SABD0000000001 (OXY-10 ST),3,OXY-CH3 (PSt7-10),16/12/20 7:59:08,default,248.409,µmol/L,11.350,°C,1031.000,hPa,Humid,35,0
9230251,8:28,55646.169,SABD0000000001 (OXY-10 ST),3,OXY-CH3 (PSt7-10),16/12/20 7:59:08,default,248.439,µmol/L,11.355,°C,1031.000,hPa,Humid,35,0
9230261,8:28,55646.169,SABD0000000001 (OXY-10 ST),3,OXY-CH3 (PSt7-10),16/12/20 7:59:08,default,248.397,µmol/L,11.355,°C,1031.000,hPa,Humid,35,0
9230270,8:28,55646.169,SABD0000000001 (OXY-10 ST),3,OXY-CH3 (PSt7-10),16/12/20 7:59:08,default,248.292,µmol/L,11.357,°C,1031.000,hPa,Humid,35,0
9230273,8:28,55646.169,SABD0000000001 (OXY-10 ST),3,OXY-CH3 (PSt7-10),16/12/20 7:59:08,default,248.292,µmol/L,11.357,°C,1031.000,hPa,Humid,35,0
9230283,8:28,55646.169,SABD0000000001 (OXY-10 ST),3,OXY-CH3 (PSt7-10),16/12/20 7:59:08,default,248.360,µmol/L,11.346,°C,1031.000,hPa,Humid,35,0
9230290,8:28,55646.169,SABD0000000001 (OXY-10 ST),3,OXY-CH3 (PSt7-10),16/12/20 7:59:08,default,248.278,µmol/L,11.346,°C,1031.000,hPa,Humid,35,0
9230299,8:28,55646.169,SABD0000000001 (OXY-10 ST),3,OXY-CH3 (PSt7-10),16/12/20 7:59:08,default,248.333,µmol/L,11.342,°C,1031.000,hPa,Humid,35,0
9230305,8:28,55646.169,SABD0000000001 (OXY-10 ST),3,OXY-CH3 (PSt7-10),16/12/20 7:59:08,default,248.416,µmol/L,11.342,°C,1031.000,hPa,Humid,35,0
9230315,8:28,55646.169,SABD0000000001 (OXY-10 ST),3,OXY-CH3 (PSt7-10),16/12/20 7:59:08,default,248.441,µmol/L,11.336,°C,1031.000,hPa,Humid,35,0
