Run,Light_Level,Light_Value,Date,Start.time,Stop.time
5,1,368,20210304,13:51,14:14
5,0,0,20210304,14:17,14:41
6,1,368,20210304,15:27,15:51
6,0,0,20210304,15:54,16:18
7,1,368,20210304,17:15,17:40
7,0,0,20210304,17:44,18:07
8,1,368,20210304,18:50,19:15
8,0,0,20210304,19:20,19:43
