Run,Light_Level,Light_Value,Date,Start.time,Stop.time
9,1,320,20210401,12:15,12:42
9,0,0,20210401,12:46,13:06
10,1,320,20210401,13:46,14:08
10,0,0,20210401,14:11,14:34
11,1,320,20210401,15:50,16:11
11,0,0,20210401,16:14,16:35
12,1,320,20210401,17:12,17:35
12,0,0,20210401,17:38,17:59
