Id,Time,Delta T [min],Device,Channel,Sensor,Calibration,User,Value,Oxygen Unit,Temp,Temperature Unit,Pressure,Pressure Unit,Mode,Salinity [pmil],Error
9230177,8:28,55645.764,SABD0000000001 (OXY-10 ST),5,OXY-CH5 (PSt7-10),16/12/20 8:06:11,default,243.427,µmol/L,11.361,°C,1031.000,hPa,Humid,35,0
9230185,8:28,55645.784,SABD0000000001 (OXY-10 ST),5,OXY-CH5 (PSt7-10),16/12/20 8:06:11,default,243.437,µmol/L,11.352,°C,1031.000,hPa,Humid,35,0
9230187,8:28,55645.800,SABD0000000001 (OXY-10 ST),5,OXY-CH5 (PSt7-10),16/12/20 8:06:11,default,243.450,µmol/L,11.353,°C,1031.000,hPa,Humid,35,0
9230193,8:28,55645.817,SABD0000000001 (OXY-10 ST),5,OXY-CH5 (PSt7-10),16/12/20 8:06:11,default,243.526,µmol/L,11.348,°C,1031.000,hPa,Humid,35,0
9230203,8:28,55645.834,SABD0000000001 (OXY-10 ST),5,OXY-CH5 (PSt7-10),16/12/20 8:06:11,default,243.490,µmol/L,11.345,°C,1031.000,hPa,Humid,35,0
9230210,8:28,55645.851,SABD0000000001 (OXY-10 ST),5,OXY-CH5 (PSt7-10),16/12/20 8:06:11,default,243.292,µmol/L,11.376,°C,1031.000,hPa,Humid,35,0
9230216,8:28,55645.867,SABD0000000001 (OXY-10 ST),5,OXY-CH5 (PSt7-10),16/12/20 8:06:11,default,243.358,µmol/L,11.375,°C,1031.000,hPa,Humid,35,0
9230221,8:28,55645.883,SABD0000000001 (OXY-10 ST),5,OXY-CH5 (PSt7-10),16/12/20 8:06:11,default,243.353,µmol/L,11.360,°C,1031.000,hPa,Humid,35,0
9230229,8:28,55645.900,SABD0000000001 (OXY-10 ST),5,OXY-CH5 (PSt7-10),16/12/20 8:06:11,default,243.308,µmol/L,11.363,°C,1031.000,hPa,Humid,35,0
9230238,8:28,55645.917,SABD0000000001 (OXY-10 ST),5,OXY-CH5 (PSt7-10),16/12/20 8:06:11,default,243.397,µmol/L,11.354,°C,1031.000,hPa,Humid,35,0
9230244,8:28,55645.993,SABD0000000001 (OXY-10 ST),5,OXY-CH5 (PSt7-10),16/12/20 8:06:11,default,243.314,µmol/L,11.357,°C,1031.000,hPa,Humid,35,0
9230252,8:28,55646.119,SABD0000000001 (OXY-10 ST),5,OXY-CH5 (PSt7-10),16/12/20 8:06:11,default,243.428,µmol/L,11.358,°C,1031.000,hPa,Humid,35,0
9230260,8:28,55646.119,SABD0000000001 (OXY-10 ST),5,OXY-CH5 (PSt7-10),16/12/20 8:06:11,default,243.326,µmol/L,11.358,°C,1031.000,hPa,Humid,35,0
9230268,8:28,55646.119,SABD0000000001 (OXY-10 ST),5,OXY-CH5 (PSt7-10),16/12/20 8:06:11,default,243.446,µmol/L,11.348,°C,1031.000,hPa,Humid,35,0
9230279,8:28,55646.119,SABD0000000001 (OXY-10 ST),5,OXY-CH5 (PSt7-10),16/12/20 8:06:11,default,243.466,µmol/L,11.348,°C,1031.000,hPa,Humid,35,0
9230286,8:28,55646.119,SABD0000000001 (OXY-10 ST),5,OXY-CH5 (PSt7-10),16/12/20 8:06:11,default,243.314,µmol/L,11.349,°C,1031.000,hPa,Humid,35,0
9230294,8:28,55646.119,SABD0000000001 (OXY-10 ST),5,OXY-CH5 (PSt7-10),16/12/20 8:06:11,default,243.334,µmol/L,11.349,°C,1031.000,hPa,Humid,35,0
9230302,8:28,55646.119,SABD0000000001 (OXY-10 ST),5,OXY-CH5 (PSt7-10),16/12/20 8:06:11,default,243.426,µmol/L,11.350,°C,1031.000,hPa,Humid,35,0
9230311,8:28,55646.119,SABD0000000001 (OXY-10 ST),5,OXY-CH5 (PSt7-10),16/12/20 8:06:11,default,243.364,µmol/L,11.350,°C,1031.000,hPa,Humid,35,0
9230319,8:28,55646.119,SABD0000000001 (OXY-10 ST),5,OXY-CH5 (PSt7-10),16/12/20 8:06:11,default,243.439,µmol/L,11.349,°C,1031.000,hPa,Humid,35,0
9230328,8:28,55646.119,SABD0000000001 (OXY-10 ST),5,OXY-CH5 (PSt7-10),16/12/20 8:06:11,default,243.419,µmol/L,11.349,°C,1031.000,hPa,Humid,35,0
9230335,8:28,55646.119,SABD0000000001 (OXY-10 ST),5,OXY-CH5 (PSt7-10),16/12/20 8:06:11,default,243.326,µmol/L,11.361,°C,1031.000,hPa,Humid,35,0
9230343,8:28,55646.134,SABD0000000001 (OXY-10 ST),5,OXY-CH5 (PSt7-10),16/12/20 8:06:11,default,243.367,µmol/L,11.361,°C,1031.000,hPa,Humid,35,0
9230351,8:28,55646.150,SABD0000000001 (OXY-10 ST),5,OXY-CH5 (PSt7-10),16/12/20 8:06:11,default,243.286,µmol/L,11.363,°C,1031.000,hPa,Humid,35,0
9230359,8:28,55646.167,SABD0000000001 (OXY-10 ST),5,OXY-CH5 (PSt7-10),16/12/20 8:06:11,default,243.225,µmol/L,11.363,°C,1031.000,hPa,Humid,35,0
9230367,8:28,55646.184,SABD0000000001 (OXY-10 ST),5,OXY-CH5 (PSt7-10),16/12/20 8:06:11,default,243.168,µmol/L,11.371,°C,1031.000,hPa,Humid,35,0
9230373,8:28,55646.201,SABD0000000001 (OXY-10 ST),5,OXY-CH5 (PSt7-10),16/12/20 8:06:11,default,243.209,µmol/L,11.363,°C,1031.000,hPa,Humid,35,0
9230380,8:28,55646.217,SABD0000000001 (OXY-10 ST),5,OXY-CH5 (PSt7-10),16/12/20 8:06:11,default,243.201,µmol/L,11.361,°C,1031.000,hPa,Humid,35,0
9230387,8:28,55646.234,SABD0000000001 (OXY-10 ST),5,OXY-CH5 (PSt7-10),16/12/20 8:06:11,default,243.294,µmol/L,11.362,°C,1031.000,hPa,Humid,35,0
9230396,8:28,55646.251,SABD0000000001 (OXY-10 ST),5,OXY-CH5 (PSt7-10),16/12/20 8:06:11,default,243.369,µmol/L,11.350,°C,1031.000,hPa,Humid,35,0
9230400,8:28,55646.267,SABD0000000001 (OXY-10 ST),5,OXY-CH5 (PSt7-10),16/12/20 8:06:11,default,243.246,µmol/L,11.355,°C,1031.000,hPa,Humid,35,0
9230409,8:28,55646.284,SABD0000000001 (OXY-10 ST),5,OXY-CH5 (PSt7-10),16/12/20 8:06:11,default,243.375,µmol/L,11.354,°C,1031.000,hPa,Humid,35,0
9230418,8:28,55646.300,SABD0000000001 (OXY-10 ST),5,OXY-CH5 (PSt7-10),16/12/20 8:06:11,default,243.299,µmol/L,11.351,°C,1031.000,hPa,Humid,35,0
9230428,8:28,55646.317,SABD0000000001 (OXY-10 ST),5,OXY-CH5 (PSt7-10),16/12/20 8:06:11,default,243.331,µmol/L,11.347,°C,1031.000,hPa,Humid,35,0
9230432,8:28,55646.333,SABD0000000001 (OXY-10 ST),5,OXY-CH5 (PSt7-10),16/12/20 8:06:11,default,243.272,µmol/L,11.357,°C,1031.000,hPa,Humid,35,0
9230444,8:28,55646.350,SABD0000000001 (OXY-10 ST),5,OXY-CH5 (PSt7-10),16/12/20 8:06:11,default,243.307,µmol/L,11.342,°C,1031.000,hPa,Humid,35,0
9230451,8:28,55646.367,SABD0000000001 (OXY-10 ST),5,OXY-CH5 (PSt7-10),16/12/20 8:06:11,default,243.394,µmol/L,11.341,°C,1031.000,hPa,Humid,35,0
9230460,8:28,55646.384,SABD0000000001 (OXY-10 ST),5,OXY-CH5 (PSt7-10),16/12/20 8:06:11,default,243.366,µmol/L,11.348,°C,1031.000,hPa,Humid,35,0
9230468,8:28,55646.401,SABD0000000001 (OXY-10 ST),5,OXY-CH5 (PSt7-10),16/12/20 8:06:11,default,243.408,µmol/L,11.347,°C,1031.000,hPa,Humid,35,0
9230474,8:28,55646.417,SABD0000000001 (OXY-10 ST),5,OXY-CH5 (PSt7-10),16/12/20 8:06:11,default,243.536,µmol/L,11.323,°C,1031.000,hPa,Humid,35,0
9230482,8:29,55646.434,SABD0000000001 (OXY-10 ST),5,OXY-CH5 (PSt7-10),16/12/20 8:06:11,default,243.394,µmol/L,11.347,°C,1031.000,hPa,Humid,35,0
9230491,8:29,55646.450,SABD0000000001 (OXY-10 ST),5,OXY-CH5 (PSt7-10),16/12/20 8:06:11,default,243.567,µmol/L,11.335,°C,1031.000,hPa,Humid,35,0
9230502,8:29,55646.467,SABD0000000001 (OXY-10 ST),5,OXY-CH5 (PSt7-10),16/12/20 8:06:11,default,243.506,µmol/L,11.329,°C,1031.000,hPa,Humid,35,0
