Run,Light_Level,Light_Value,Date,Start.time,Stop.time
13,1,337,20210429,11:37,11:59
13,0,0,20210429,12:00,12:19
14,1,337,20210429,12:46,13:06
14,0,0,20210429,13:08,13:20
15,1,337,20210429,15:01,15:21
15,0,0,20210429,15:23,15:43
16,1,337,20210429,16:09,16:30
16,0,0,20210429,16:32,16:52
