Run,Light_Level,Light_Value,Date,Start.time,Stop.time
25,1,334,20210722,10:30,10:50
25,0,0,20210722,10:52,11:12
26,1,334,20210722,11:45,12:05
26,0,0,20210722,12:07,12:27
27,1,334,20210722,13:52,14:12
27,0,0,20210722,14:14,14:35
28,1,334,20210722,14:51,15:11
28,0,0,20210722,15:13,15:34
